代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11058846.666425001000
真實報酬,1058846.666425000900

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,16864.044031218309
風險,77855.150545182449
起點值,0.216607943253
找到最佳解世代,1609
找到最佳解實驗#,1
找到最佳解次數,26

投資組合檔數,9
1102(1)[2],1216(2)[19],1301(3)[5],2408(23)[6],2881(31)[25],2883(33)[7],2884(34)[1],5880(47)[3],9999(50)[32],
FS( 7 ),1123581.000000000000,1097251.000000000000,1112311.000000000200,1149111.000000000000,1107661.000000000200,1151311.000000000200,1111111.000000000000,1114761.000000000000,1111111.000000000000,10078210.000000000000
FS( 8 ),1111111.000000000000,1095451.000000000000,1127911.000000000000,1151111.000000000000,1116861.000000000000,1143271.000000000200,1113710.999999999800,1121331.000000000000,1111111.000000000000,10091870.000000000000
FS( 9 ),1117131.000000000000,1097251.000000000000,1148311.000000000200,1157111.000000000000,1127210.999999999800,1145951.000000000200,1122811.000000000000,1124981.000000000000,1111111.000000000000,10151870.000000000000
FS( 10 ),1115411.000000000000,1098871.000000000000,1137511.000000000000,1159111.000000000000,1120311.000000000000,1170071.000000000200,1131911.000000000000,1124981.000000000000,1111111.000000000000,10169290.000000000000
FS( 11 ),1148521.000000000000,1095451.000000000000,1143511.000000000000,1197111.000000000000,1129511.000000000000,1179451.000000000200,1134511.000000000000,1138850.999999999800,1111111.000000000000,10278030.000000000000
FS( 12 ),1127881.000000000000,1097251.000000000000,1144710.999999999800,1251111.000000000000,1129511.000000000000,1187491.000000000200,1137761.000000000000,1141771.000000000000,1111111.000000000000,10328600.000000000000
FS( 13 ),1123581.000000000000,1097251.000000000000,1155511.000000000000,1237111.000000000000,1126061.000000000000,1238411.000000000200,1149460.999999999800,1135201.000000000000,1111111.000000000000,10373700.000000000000
FS( 14 ),1121430.999999999800,1092031.000000000000,1151911.000000000000,1241111.000000000000,1126061.000000000000,1231711.000000000200,1152061.000000000000,1128630.999999999800,1111111.000000000000,10356060.000000000000
FS( 15 ),1121430.999999999800,1092031.000000000000,1149511.000000000000,1291111.000000000000,1118011.000000000000,1211611.000000000000,1152061.000000000000,1124981.000000000000,1111111.000000000000,10371860.000000000000
FS( 16 ),1115411.000000000000,1102471.000000000000,1155511.000000000000,1325111.000000000000,1112261.000000000000,1207591.000000000200,1149460.999999999800,1128630.999999999800,1111111.000000000000,10407560.000000000000
FS( 17 ),1117131.000000000000,1097251.000000000000,1145911.000000000000,1305111.000000000000,1111111.000000000000,1220991.000000000200,1146210.999999999800,1128630.999999999800,1111111.000000000000,10383460.000000000000
FS( 18 ),1106811.000000000000,1100671.000000000200,1131511.000000000000,1281111.000000000000,1114561.000000000000,1218311.000000000200,1143611.000000000000,1121331.000000000000,1111111.000000000000,10329030.000000000000
FS( 19 ),1127881.000000000000,1100671.000000000200,1149511.000000000000,1303111.000000000000,1119161.000000000200,1225011.000000000200,1152061.000000000000,1131551.000000000000,1111111.000000000000,10420070.000000000000
FS( 20 ),1129601.000000000000,1064131.000000000000,1149511.000000000000,1293111.000000000000,1108811.000000000000,1215631.000000000200,1146210.999999999800,1121331.000000000000,1111111.000000000000,10339450.000000000000
FS( 21 ),1131751.000000000000,1053871.000000000000,1138710.999999999800,1273111.000000000000,1112261.000000000000,1223671.000000000200,1140361.000000000000,1128630.999999999800,1111111.000000000000,10313480.000000000000
FS( 22 ),1142071.000000000000,1074571.000000000000,1147111.000000000000,1285111.000000000000,1109960.999999999800,1249131.000000000200,1149460.999999999800,1131551.000000000000,1111111.000000000000,10400080.000000000000
FS( 23 ),1150671.000000000000,1071151.000000000000,1143511.000000000000,1269111.000000000000,1116861.000000000000,1258511.000000000200,1152061.000000000000,1138850.999999999800,1111111.000000000000,10411840.000000000000
FS( 24 ),1150671.000000000000,1085551.000000000000,1154311.000000000200,1265111.000000000000,1120311.000000000000,1246451.000000000200,1149460.999999999800,1135201.000000000000,1111111.000000000000,10418180.000000000000
FS( 25 ),1163141.000000000000,1090951.000000000000,1160311.000000000200,1259111.000000000000,1122611.000000000000,1253151.000000000200,1161161.000000000000,1141771.000000000000,1111111.000000000000,10463320.000000000000
FS( 26 ),1156691.000000000000,1083751.000000000000,1167511.000000000000,1265111.000000000000,1134111.000000000000,1266551.000000000200,1167011.000000000000,1151991.000000000000,1111111.000000000000,10503840.000000000000
FS( 27 ),1144221.000000000000,1087351.000000000000,1169911.000000000000,1289111.000000000000,1142161.000000000200,1271911.000000000200,1161161.000000000000,1151991.000000000000,1111111.000000000000,10528930.000000000000
FS( 28 ),1148521.000000000000,1083751.000000000000,1165111.000000000000,1269111.000000000000,1139861.000000000000,1261191.000000000200,1178061.000000000000,1145421.000000000000,1111111.000000000000,10502140.000000000000
FS( 29 ),1125731.000000000000,1090951.000000000000,1162710.999999999800,1235111.000000000000,1119161.000000000200,1229031.000000000500,1171561.000000000000,1131551.000000000000,1111111.000000000000,10376920.000000000000
FS( 30 ),1133901.000000000000,1089151.000000000000,1155511.000000000000,1227111.000000000000,1121460.999999999800,1235731.000000000200,1168311.000000000000,1135201.000000000000,1111111.000000000000,10377490.000000000000
FS( 31 ),1136051.000000000200,1085551.000000000000,1159111.000000000000,1263111.000000000000,1114561.000000000000,1226351.000000000200,1158561.000000000000,1124981.000000000000,1111111.000000000000,10379390.000000000000
FS( 32 ),1144221.000000000000,1114351.000000000000,1159111.000000000000,1267111.000000000000,1124911.000000000200,1234391.000000000200,1161811.000000000000,1124981.000000000000,1111111.000000000000,10442000.000000000000
FS( 33 ),1144221.000000000000,1119751.000000000000,1149511.000000000000,1267111.000000000000,1113411.000000000200,1247791.000000000200,1161811.000000000000,1136661.000000000000,1111111.000000000000,10451380.000000000000
FS( 34 ),1154541.000000000000,1126950.999999999800,1166311.000000000200,1281111.000000000000,1135261.000000000000,1265211.000000000200,1174811.000000000000,1154911.000000000000,1111111.000000000000,10570220.000000000000
FS( 35 ),1152821.000000000000,1130551.000000000000,1165111.000000000000,1265111.000000000000,1128361.000000000000,1249131.000000000200,1174811.000000000000,1147611.000000000000,1111111.000000000000,10524620.000000000000
FS( 36 ),1154541.000000000000,1125151.000000000200,1161511.000000000000,1283111.000000000000,1121460.999999999800,1247791.000000000200,1171561.000000000000,1154911.000000000000,1111111.000000000000,10531150.000000000000
FS( 37 ),1156691.000000000000,1137751.000000000000,1167511.000000000000,1271111.000000000000,1122611.000000000000,1249131.000000000200,1174811.000000000000,1154911.000000000000,1111111.000000000000,10545640.000000000000
FS( 38 ),1154541.000000000000,1155751.000000000000,1167511.000000000000,1275111.000000000000,1124911.000000000200,1246451.000000000200,1184561.000000000000,1158561.000000000000,1111111.000000000000,10578510.000000000000
FS( 39 ),1163141.000000000000,1184551.000000000000,1173511.000000000000,1305111.000000000000,1120311.000000000000,1250471.000000000200,1194311.000000000000,1165861.000000000000,1111111.000000000000,10668380.000000000000
FS( 40 ),1158841.000000000000,1204351.000000000000,1178311.000000000200,1301111.000000000000,1126061.000000000000,1247791.000000000200,1200811.000000000000,1165861.000000000000,1111111.000000000000,10694250.000000000000
FS( 41 ),1160991.000000000000,1191751.000000000000,1185511.000000000000,1315111.000000000000,1143311.000000000000,1251811.000000000200,1207311.000000000000,1173161.000000000000,1111111.000000000000,10740070.000000000000
FS( 42 ),1160991.000000000000,1202551.000000000000,1175911.000000000000,1299111.000000000000,1141011.000000000000,1254491.000000000200,1204061.000000000000,1169511.000000000000,1111111.000000000000,10718750.000000000000
FS( 43 ),1178191.000000000000,1207950.999999999800,1179511.000000000000,1309111.000000000000,1143311.000000000000,1253151.000000000200,1220311.000000000000,1169511.000000000000,1111111.000000000000,10772160.000000000000
FS( 44 ),1197541.000000000000,1206151.000000000200,1178311.000000000200,1319111.000000000000,1149061.000000000000,1265211.000000000200,1213811.000000000000,1173161.000000000000,1111111.000000000000,10813470.000000000000
FS( 45 ),1201841.000000000000,1198950.999999999800,1175911.000000000000,1313111.000000000000,1143311.000000000000,1262531.000000000500,1213811.000000000000,1176811.000000000000,1111111.000000000000,10797390.000000000000
FS( 46 ),1201841.000000000000,1198950.999999999800,1185511.000000000000,1305111.000000000000,1136411.000000000200,1253151.000000000200,1207311.000000000000,1165861.000000000000,1111111.000000000000,10765260.000000000000
FS( 47 ),1201841.000000000000,1200751.000000000000,1195111.000000000000,1295111.000000000000,1139861.000000000000,1254491.000000000200,1204061.000000000000,1169511.000000000000,1111111.000000000000,10771850.000000000000
FS( 48 ),1191091.000000000000,1200751.000000000000,1196311.000000000200,1285111.000000000000,1128361.000000000000,1253151.000000000200,1197561.000000000000,1165861.000000000000,1111111.000000000000,10729310.000000000000
FS( 49 ),1186791.000000000000,1211551.000000000000,1201111.000000000000,1271111.000000000000,1124911.000000000200,1249131.000000000200,1191061.000000000000,1162211.000000000000,1111111.000000000000,10708990.000000000000
FS( 50 ),1195391.000000000000,1224151.000000000200,1215511.000000000000,1315111.000000000000,1129511.000000000000,1286651.000000000200,1197561.000000000000,1169511.000000000000,1111111.000000000000,10844510.000000000000
FS( 51 ),1191091.000000000000,1222351.000000000000,1202311.000000000200,1309111.000000000000,1122611.000000000000,1294691.000000000200,1187811.000000000000,1165861.000000000000,1111111.000000000000,10806950.000000000000
FS( 52 ),1188941.000000000000,1213351.000000000000,1201111.000000000000,1385111.000000000000,1126061.000000000000,1286651.000000000200,1191061.000000000000,1169511.000000000000,1111111.000000000000,10872910.000000000000
FS( 53 ),1180341.000000000000,1220551.000000000000,1191511.000000000000,1351111.000000000000,1116861.000000000000,1275931.000000000200,1191061.000000000000,1162211.000000000000,1111111.000000000000,10800690.000000000000
FS( 54 ),1193241.000000000000,1229551.000000000000,1186710.999999999800,1399111.000000000000,1116861.000000000000,1270571.000000000200,1187811.000000000000,1173161.000000000000,1111111.000000000000,10868130.000000000000
FS( 55 ),1203991.000000000000,1231351.000000000000,1196311.000000000200,1535111.000000000000,1109960.999999999800,1281291.000000000200,1194311.000000000000,1173161.000000000000,1111111.000000000000,11036600.000000000000
FS( 56 ),1210441.000000000000,1243950.999999999800,1203511.000000000000,1621111.000000000000,1116861.000000000000,1279951.000000000200,1197561.000000000000,1173161.000000000000,1111111.000000000000,11157660.000000000000
FS( 57 ),1208291.000000000000,1222351.000000000000,1189111.000000000000,1563111.000000000000,1113411.000000000200,1265211.000000000200,1194311.000000000000,1162211.000000000000,1111111.000000000000,11029120.000000000000
FS( 58 ),1206141.000000000000,1220551.000000000000,1180710.999999999800,1635111.000000000000,1105361.000000000000,1255831.000000000000,1194311.000000000000,1151261.000000000000,1111111.000000000000,11060390.000000000000
FS( 59 ),1193241.000000000000,1211551.000000000000,1177111.000000000000,1737111.000000000000,1109960.999999999800,1269231.000000000200,1191061.000000000000,1154911.000000000000,1111111.000000000000,11155290.000000000000
FS( 60 ),1180341.000000000000,1197151.000000000200,1167511.000000000000,1705111.000000000000,1108811.000000000000,1254491.000000000200,1191061.000000000000,1147611.000000000000,1111111.000000000000,11063200.000000000000
FS( 61 ),1197541.000000000000,1184551.000000000000,1159111.000000000000,1705111.000000000000,1104210.999999999800,1225011.000000000200,1181311.000000000000,1147611.000000000000,1111111.000000000000,11015570.000000000000
FS( 62 ),1193241.000000000000,1180950.999999999800,1165111.000000000000,1635111.000000000000,1112261.000000000000,1226351.000000000200,1184561.000000000000,1154911.000000000000,1111111.000000000000,10963610.000000000000
FS( 63 ),1184641.000000000000,1166551.000000000000,1163911.000000000000,1705111.000000000000,1114561.000000000000,1229031.000000000500,1184561.000000000000,1162211.000000000000,1111111.000000000000,11021690.000000000000
FS( 64 ),1169591.000000000000,1171950.999999999800,1149511.000000000000,1741111.000000000000,1114561.000000000000,1225011.000000000200,1184561.000000000000,1151261.000000000000,1111111.000000000000,11018670.000000000000
FS( 65 ),1171741.000000000000,1193551.000000000000,1153111.000000000000,1741111.000000000000,1121460.999999999800,1222331.000000000000,1181311.000000000000,1154911.000000000000,1111111.000000000000,11050640.000000000000
FS( 66 ),1176041.000000000000,1182751.000000000000,1153111.000000000000,1751111.000000000000,1119161.000000000200,1223671.000000000200,1184561.000000000000,1154911.000000000000,1113527.666424999900,11058846.666425001000
