代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11415971.419500001000
真實報酬,1415971.419500000800

夏普值報酬,0.132897141950
夏普值風險,0.045597704153
夏普值,2.914557748430

預期報酬,11803.149898684411
風險,198133.493809491510
起點值,0.059571704267
找到最佳解世代,4784
找到最佳解實驗#,2
找到最佳解次數,14

投資組合檔數,2
1216(2),2884(33),
FS( 44 ),5172386.005000000800,5317760.398999999300,10490146.403999999000
FS( 45 ),5125295.307499999200,5371969.457749999100,10497264.765249997000
FS( 46 ),5134056.367500000600,5371969.457749999100,10506025.825250000000
FS( 47 ),4990594.009999999800,5371969.457749999100,10362563.467749998000
FS( 48 ),5163624.944999999400,5382811.269500000400,10546436.214499999000
FS( 49 ),5086965.669999999900,5317760.398999999300,10404726.068999998000
FS( 50 ),5028923.647500000000,5422564.579249999500,10451488.226749999000
FS( 51 ),5067253.284999999200,5382811.269500000400,10450064.554499999000
FS( 52 ),5134056.367500000600,5332216.147999999100,10466272.515500000000
FS( 53 ),5057397.092500000300,5267165.277499999900,10324562.370000001000
FS( 54 ),5019067.455000000100,5241867.716749999700,10260935.171750000000
FS( 55 ),5047540.900000000400,5317760.398999999300,10365301.298999999000
FS( 56 ),5019067.455000000100,5306918.587249999900,10325986.042250000000
FS( 57 ),5067253.284999999200,5346671.896999998900,10413925.181999998000
FS( 58 ),5201954.582500000500,5437020.328249999300,10638974.910750000000
FS( 59 ),5182242.197499999800,5422564.579249999500,10604806.776749998000
FS( 60 ),5163624.944999999400,5357513.708750000200,10521138.653749999000
FS( 61 ),5268757.665000000000,5332216.147999999100,10600973.812999999000
FS( 62 ),5230428.027500000800,5357513.708750000200,10587941.736250002000
FS( 63 ),5297231.109999998500,5332216.147999999100,10629447.257999998000
FS( 64 ),5288470.049999999800,5397267.018500000200,10685737.068500001000
FS( 65 ),5211810.775000000400,5306918.587249999900,10518729.362250000000
FS( 66 ),5220571.835000000000,5437020.328249999300,10657592.163249999000
FS( 67 ),5201954.582500000500,5306918.587249999900,10508873.169750001000
FS( 68 ),5201954.582500000500,5256323.465749999500,10458278.048250001000
FS( 69 ),5182242.197499999800,5332216.147999999100,10514458.345500000000
FS( 70 ),5143912.559999999600,5462317.888999999500,10606230.448999999000
FS( 71 ),5220571.835000000000,5487615.449749999700,10708187.284750000000
FS( 72 ),5258901.472499999200,5668312.312250000400,10927213.784750000000
FS( 73 ),5278613.857499999900,5552666.320249999900,10831280.177749999000
FS( 74 ),5230428.027500000800,5563508.132000000200,10793936.159500001000
FS( 75 ),5489974.430000000600,5473159.700750000800,10963134.130750000000
FS( 76 ),5326799.687500000000,5502071.198750000400,10828870.886250000000
FS( 77 ),5268757.665000000000,5462317.888999999500,10731075.554000000000
FS( 78 ),5365129.325000000200,5437020.328249999300,10802149.653250000000
FS( 79 ),5250140.412499999600,5357513.708750000200,10607654.121250000000
FS( 80 ),5355273.132499999400,5256323.465749999500,10611596.598249998000
FS( 81 ),5307087.302500000200,5292462.838250001000,10599550.140750002000
FS( 82 ),5345416.940000000400,5462317.888999999500,10807734.829000000000
FS( 83 ),5355273.132499999400,5520140.885000000700,10875414.017500000000
FS( 84 ),5345416.940000000400,5722521.370999999300,11067938.311000001000
FS( 85 ),5403458.962500000400,5736977.119999999200,11140436.082500000000
FS( 86 ),5489974.430000000600,5823711.613999999100,11313686.044000000000
FS( 87 ),5452739.924999999800,5823711.613999999100,11276451.538999999000
FS( 88 ),5422076.215000000800,5736977.119999999200,11159053.335000001000
FS( 89 ),5699144.737499999800,5693609.872999999700,11392754.610500000000
FS( 90 ),5544731.055000000600,5577963.881000000100,11122694.936000001000
FS( 91 ),5688193.412499999600,5375583.394999998600,11063776.807499997000
FS( 92 ),5729808.447499999800,5306918.587249999900,11036727.034750000000
FS( 93 ),5842607.094999999700,5549052.383000000400,11391659.478000000000
FS( 94 ),5862319.479999999500,5462317.888999999500,11324637.368999999000
FS( 95 ),6078060.582500000500,5404494.893000000200,11482555.475500001000
FS( 96 ),5995925.645000000500,5306918.587249999900,11302844.232250001000
FS( 97 ),6015638.030000000300,5505685.136000000900,11521323.166000001000
FS( 98 ),5842607.094999999700,5418950.642000000000,11261557.737000000000
FS( 99 ),5668481.027500000800,5234639.842250000700,10903120.869750001000
FS( 100 ),5678337.219999999700,5361127.645999999700,11039464.866000000000
FS( 101 ),5791135.867500000600,5534596.634000000500,11325732.501500001000
FS( 102 ),5791135.867500000600,5577963.881000000100,11369099.748500001000
FS( 103 ),5780184.542499999500,5592419.630000000800,11372604.172499999000
FS( 104 ),5954310.609999998500,5621331.127999999600,11575641.737999998000
FS( 105 ),5709000.930000000600,5679154.123999998900,11388155.054000000000
FS( 106 ),5800992.059999999600,5621331.127999999600,11422323.187999999000
FS( 107 ),5903934.515000001500,5606875.378999999700,11510809.894000001000
FS( 108 ),5760472.157499999700,5520140.885000000700,11280613.042500000000
FS( 109 ),5596202.282499999700,5534596.634000000500,11130798.916500000000
FS( 110 ),5596202.282499999700,5447862.139999999700,11044064.422499999000
FS( 111 ),5780184.542499999500,5664698.375000000000,11444882.917500000000
FS( 112 ),5873270.805000000600,5736977.119999999200,11610247.925000001000
FS( 113 ),5903934.515000001500,5736977.119999999200,11640911.635000002000
FS( 114 ),5810848.252500000400,5751432.868999999900,11562281.121500000000
FS( 115 ),5791135.867500000600,5736977.119999999200,11528112.987500001000
FS( 116 ),5800992.059999999600,5736977.119999999200,11537969.180000000000
FS( 117 ),5913790.707500000500,5736977.119999999200,11650767.827500001000
FS( 118 ),5831655.770000000500,5736977.119999999200,11568632.890000001000
FS( 119 ),5760472.157499999700,5462317.888999999500,11222790.046499999000
FS( 120 ),5862319.479999999500,5563508.132000000200,11425827.612000000000
FS( 121 ),5647673.509999999800,5549052.383000000400,11196725.892999999000
FS( 122 ),5647673.509999999800,5447862.139999999700,11095535.649999999000
FS( 123 ),5678337.219999999700,5346671.896999998900,11025009.116999999000
FS( 124 ),5852463.287499999600,5563508.132000000200,11415971.419500001000
