代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10615246.484000001000
真實報酬,615246.484000001100

夏普值報酬,0.052824648400
夏普值風險,0.023730582677
夏普值,2.226015649088

預期報酬,12367.188256084193
風險,74968.211610538463
起點值,0.164965763360
找到最佳解世代,3645
找到最佳解實驗#,1
找到最佳解次數,46

投資組合檔數,12
1301(3),1402(6),2311(14),2325(17),2357(20),2408(23),2454(26),2882(32),2890(38),2912(41),3008(42),6505(48),
FS( 18 ),821779.699999999950,830222.042500000100,825362.922499999990,828589.235000000100,825897.349999999980,1021157.209999999800,858426.649999999910,817600.840000000080,839491.111999999730,822901.849999999980,833333.000000000000,818518.287499999980,10143284.199499998000
FS( 19 ),820983.239999999990,833606.997500000170,830838.584999999960,837051.622500000060,818430.537499999980,1062971.359999999900,874853.637499999950,822379.600000000090,838575.182999999840,831862.025000000020,833333.000000000000,825487.312500000000,10230377.100500001000
FS( 20 ),811425.719999999970,823452.132500000070,831933.717499999800,840436.577499999900,810963.724999999980,1084475.779999999600,885307.174999999930,810432.699999999950,835827.395999999950,818421.762500000070,833333.000000000000,815033.775000000020,10201047.460999999000
FS( 21 ),813815.100000000090,823452.132500000070,843980.175000000050,842129.054999999930,816937.174999999930,1084475.779999999600,865893.462499999910,816804.380000000120,837659.253999999840,833355.387500000070,833333.000000000000,815033.775000000020,10226872.676499998000
FS( 22 ),813815.100000000090,826837.087500000260,845075.307500000000,841282.816250000030,812457.087500000020,1090449.229999999700,886800.537499999980,816804.380000000120,837659.253999999840,830368.662499999980,833333.000000000000,825487.312500000000,10260373.775249999000
FS( 23 ),813815.100000000090,828529.564999999940,846170.440000000180,833666.667499999860,809470.362499999930,1143015.589999999900,876347.000000000000,818397.300000000050,840407.040999999740,828875.300000000050,833333.000000000000,832456.337500000020,10304487.703500001000
FS( 24 ),809036.339999999850,825144.610000000100,848360.704999999840,841282.816250000030,799016.824999999950,1120316.479999999700,876347.000000000000,819193.760000000010,841322.969999999860,824395.212500000020,833333.000000000000,832456.337500000020,10270210.056249999000
FS( 25 ),809036.339999999850,830222.042500000100,848360.704999999840,842975.293749999720,810963.724999999980,1102396.129999999700,867386.824999999950,822379.600000000090,844070.756999999980,825888.575000000070,833333.000000000000,832456.337500000020,10269473.330750000000
FS( 26 ),815408.020000000020,835299.475000000330,853836.367499999820,842129.054999999930,815443.812500000000,1072528.879999999700,885307.174999999930,824768.979999999980,844986.685999999750,828875.300000000050,833333.000000000000,835940.849999999980,10287861.601000000000
FS( 27 ),834523.060000000060,842069.385000000130,857121.765000000130,839590.338749999880,809470.362499999930,1084475.779999999600,930108.049999999930,832733.580000000070,846818.543999999760,849782.375000000000,833333.000000000000,832456.337500000020,10392486.577749999000
FS( 28 ),836115.979999999980,836991.952499999900,865882.824999999950,845514.010000000130,819923.900000000020,1085670.470000000000,922641.237499999930,829547.739999999990,845902.614999999760,846795.650000000020,833333.000000000000,828971.824999999950,10397295.205000000000
FS( 29 ),827354.919999999930,848839.295000000160,864787.692499999770,844667.771249999870,821417.262499999950,1100006.749999999500,977895.649999999910,831937.120000000110,845902.614999999760,846795.650000000020,833333.000000000000,822002.799999999930,10464944.526249999000
FS( 30 ),824965.540000000040,850531.772500000080,862597.427500000110,846360.248749999910,821417.262499999950,1121511.170000000200,989842.549999999930,835919.420000000160,850482.259999999890,848289.012500000070,833333.000000000000,822002.799999999930,10507256.463749999000
FS( 31 ),827354.919999999930,853916.727499999920,854931.500000000000,842129.054999999930,822910.625000000000,1086865.159999999900,974908.924999999930,840698.179999999930,855977.833999999800,848289.012500000070,833333.000000000000,822002.799999999930,10463321.739000000000
FS( 32 ),823372.620000000110,853916.727499999920,853836.367499999820,839590.338749999880,839337.612499999930,1089254.540000000000,955495.212499999910,831937.120000000110,852314.117999999900,854262.462500000020,833333.000000000000,828971.824999999950,10455625.944249999000
FS( 33 ),821779.699999999950,852224.250000000230,848360.704999999840,838744.099999999740,837844.250000000000,1092838.609999999900,961468.662499999980,835122.959999999960,853230.046999999790,858742.550000000050,833333.000000000000,825487.312500000000,10459180.147000000000
FS( 34 ),821779.699999999950,850531.772500000080,837409.379999999770,835359.144999999900,842324.337500000020,1103590.820000000100,951015.125000000000,827954.820000000070,854145.975999999790,869196.087500000020,833333.000000000000,818518.287499999980,10445162.450999999000
FS( 35 ),813018.639999999900,858994.160000000150,859312.029999999800,833666.667499999860,833364.162499999980,1104785.509999999800,973415.562500000000,837512.340000000080,853230.046999999790,890103.162499999980,833333.000000000000,815033.775000000020,10505773.057000000000
FS( 36 ),815408.020000000020,869149.025000000260,851646.102500000150,837051.622500000060,836350.887499999950,1094033.299999999600,976402.287499999980,831937.120000000110,855061.904999999680,887116.437500000000,833333.000000000000,818518.287499999980,10506011.994999999000
FS( 37 ),815408.020000000020,892843.710000000080,854931.500000000000,835359.144999999900,837844.250000000000,1088059.849999999600,995816.000000000000,839105.260000000010,855061.904999999680,888609.800000000050,833333.000000000000,822002.799999999930,10558379.240000000000
FS( 38 ),815408.020000000020,882688.845000000090,849455.837500000020,837051.622500000060,843817.699999999950,1103590.820000000100,1027176.612499999900,832733.580000000070,856893.762999999800,887116.437500000000,833333.000000000000,818518.287499999980,10587788.525500000000
FS( 39 ),814611.560000000060,889458.755000000120,852741.234999999990,834512.906249999770,851284.512499999950,1055803.220000000000,1001789.450000000000,842291.100000000090,857809.691999999810,888609.800000000050,833333.000000000000,818518.287499999980,10540767.518250000000
FS( 40 ),812222.179999999930,886073.800000000280,840694.777500000200,832820.428750000080,849791.150000000020,1053413.840000000100,1015229.712499999900,845476.939999999940,853230.046999999790,879649.625000000000,833333.000000000000,815033.775000000020,10516973.275750000000
FS( 41 ),814611.560000000060,886073.800000000280,827553.187500000000,830281.712499999790,851284.512499999950,1036688.179999999700,1039123.512500000000,842291.100000000090,853230.046999999790,879649.625000000000,833333.000000000000,822002.799999999930,10516127.037000000000
FS( 42 ),810629.260000000010,887766.277499999970,828648.319999999950,830281.712499999790,848297.787499999980,1102396.129999999700,1025683.250000000000,848662.780000000030,854145.975999999790,881142.987500000050,833333.000000000000,822002.799999999930,10572994.281000001000
FS( 43 ),811425.719999999970,891151.232500000160,843980.175000000050,830281.712499999790,851284.512499999950,1080891.709999999700,1019709.799999999900,847069.859999999870,854145.975999999790,888609.800000000050,833333.000000000000,822002.799999999930,10573890.298500001000
FS( 44 ),819390.320000000070,896228.664999999920,841789.910000000030,831127.951249999930,858751.324999999950,1064166.049999999800,1016723.075000000000,848662.780000000030,855061.904999999680,891596.525000000020,833333.000000000000,828971.824999999950,10585807.331249999000
FS( 45 ),813815.100000000090,884381.322500000130,837409.379999999770,830281.712499999790,860244.687500000000,1074918.259999999800,995816.000000000000,845476.939999999940,855061.904999999680,887116.437500000000,833333.000000000000,822002.799999999930,10539861.545000000000
FS( 46 ),820983.239999999990,886073.800000000280,836314.247499999940,829435.473749999890,854271.237499999930,1102396.129999999700,1024189.887500000000,842291.100000000090,856893.762999999800,893089.887500000070,833333.000000000000,828971.824999999950,10608247.591750000000
FS( 47 ),817797.400000000140,877611.412500000330,843980.175000000050,829435.473749999890,854271.237499999930,1108369.579999999800,1021203.162500000000,837512.340000000080,856893.762999999800,896076.612500000050,833333.000000000000,828971.824999999950,10605459.981750000000
FS( 48 ),816204.479999999980,875918.935000000170,843980.175000000050,831127.951249999930,858751.324999999950,1077307.639999999900,1004776.174999999900,832733.580000000070,857809.691999999810,906530.150000000020,833333.000000000000,818518.287499999980,10556995.390749998000
FS( 49 ),816204.479999999980,880996.367500000050,845075.307500000000,831127.951249999930,845311.062500000000,1047440.390000000000,989842.549999999930,834326.500000000000,857809.691999999810,906530.150000000020,833333.000000000000,825487.312500000000,10513488.763249999000
FS( 50 ),823372.620000000110,875918.935000000170,847265.572500000010,831127.951249999930,887125.212500000020,1039077.559999999900,964455.387499999950,842291.100000000090,855061.904999999680,911010.237500000050,833333.000000000000,828971.824999999950,10539015.306250000000
FS( 51 ),820186.780000000030,877611.412500000330,861502.294999999930,830281.712499999790,890111.937500000000,1047440.390000000000,989842.549999999930,838308.800000000050,855061.904999999680,922957.137500000070,833333.000000000000,828971.824999999950,10595613.744999997000
FS( 52 ),820983.239999999990,882688.845000000090,860407.162499999980,828589.235000000100,888618.574999999950,1045051.009999999900,977895.649999999910,842291.100000000090,855977.833999999800,912503.599999999980,833333.000000000000,828971.824999999950,10577315.076499999000
FS( 53 ),817797.400000000140,872533.980000000100,848360.704999999840,832820.428750000080,890111.937500000000,1031909.420000000000,973415.562500000000,840698.179999999930,855977.833999999800,897569.974999999980,833333.000000000000,825487.312500000000,10520019.735250000000
FS( 54 ),816204.479999999980,872533.980000000100,852741.234999999990,832820.428750000080,899072.112499999930,1046245.699999999800,1000296.087499999900,840698.179999999930,857809.691999999810,930423.950000000070,833333.000000000000,825487.312500000000,10607670.158249998000
FS( 55 ),819390.320000000070,874226.457500000140,842885.042499999860,835359.144999999900,896085.387499999950,1039077.559999999900,971922.199999999950,853441.540000000040,856893.762999999800,913996.962500000020,833333.000000000000,822002.799999999930,10558618.178000001000
FS( 56 ),816204.479999999980,882688.845000000090,847265.572500000010,835359.144999999900,896085.387499999950,1062971.359999999900,977895.649999999910,906007.899999999910,866053.052999999960,921463.775000000020,833333.000000000000,832456.337500000020,10677788.505500000000
FS( 57 ),819390.320000000070,891151.232500000160,859312.029999999800,835359.144999999900,882645.125000000000,1086865.159999999900,992829.274999999910,909193.739999999990,867884.910999999850,931917.312500000000,833333.000000000000,839425.362499999930,10749310.613500001000
FS( 58 ),826558.459999999960,887766.277499999970,863692.559999999940,838744.099999999740,887125.212500000020,1107174.889999999900,992829.274999999910,913972.500000000000,866968.981999999960,924450.500000000000,833333.000000000000,835940.849999999980,10778560.606999999000
FS( 59 ),819390.320000000070,882688.845000000090,874643.885000000010,841282.816250000030,887125.212500000020,1096422.679999999700,989842.549999999930,902822.060000000060,858725.620999999930,916983.687500000000,833333.000000000000,835940.849999999980,10739205.527250001000
FS( 60 ),825762.000000000000,877611.412500000330,945827.497499999940,867516.217499999910,882645.125000000000,1076112.949999999700,1003282.812500000000,883707.020000000020,857809.691999999810,913996.962500000020,833333.000000000000,832456.337500000020,10800065.026999999000
FS( 61 ),826558.459999999960,886073.800000000280,895451.402500000200,870901.172500000100,888618.574999999950,1053413.840000000100,1004776.174999999900,880521.179999999930,859641.549999999930,934904.037499999980,833333.000000000000,825487.312500000000,10759684.505000001000
FS( 62 ),828151.379999999890,882688.845000000090,896546.535000000030,869208.694999999950,875178.312500000000,1043856.319999999900,1015229.712499999900,886892.859999999870,859641.549999999930,925943.862500000050,833333.000000000000,825487.312500000000,10742162.385000000000
FS( 63 ),804257.580000000070,875918.935000000170,882309.812500000000,867516.217499999910,896085.387499999950,988900.579999999730,989842.549999999930,872556.580000000070,860557.478999999930,918477.050000000050,833333.000000000000,825487.312500000000,10615246.484000001000
