代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10675268.047750000000
真實報酬,675268.047749999910

夏普值報酬,0.058826804775
夏普值風險,0.021231837324
夏普值,2.770688371280

預期報酬,12533.860911903581
風險,54731.297840878484
起點值,0.229007193441
找到最佳解世代,4514
找到最佳解實驗#,3
找到最佳解次數,9

投資組合檔數,9
2303(12),2317(15),2324(16),2357(20),2454(26),3045(43),3481(44),4904(45),5880(47),
FS( 48 ),1183102.133500000000,1284211.073250000100,1208144.025250000200,1185600.457000000200,1146112.573750000400,1224570.249749999700,1104672.607000000100,1165405.564000000200,1200816.720999999900,10702636.404500000000
FS( 49 ),1173046.826000000100,1261820.591500000100,1189954.869999999600,1168795.151000000100,1141333.813750000200,1219313.613750000000,1104672.607000000100,1163812.643999999900,1181582.212000000100,10604333.329000000000
FS( 50 ),1178074.479750000200,1269327.227000000000,1187446.020999999900,1161308.427000000100,1136555.053750000200,1229717.372500000100,1142723.483500000100,1171458.660000000100,1181582.212000000100,10658193.936500000000
FS( 51 ),1183102.133500000000,1265573.909249999800,1199363.053750000000,1172538.513000000000,1143723.193750000300,1224570.249749999700,1150488.968500000000,1166839.191999999800,1185763.626999999900,10691963.840500001000
FS( 52 ),1168019.172249999800,1250560.638250000100,1201871.902750000100,1189343.819000000100,1150941.112500000300,1193249.460250000200,1131851.804500000100,1151706.452000000000,1174055.665000000000,10611601.026500002000
FS( 53 ),1158969.395499999900,1253019.708500000200,1208144.025250000200,1174410.194000000100,1155719.872500000100,1188102.337500000100,1096907.122000000000,1151706.452000000000,1166529.118000000000,10553509.225250000000
FS( 54 ),1162991.518500000000,1259361.521250000000,1205007.964000000400,1200573.905000000000,1155719.872500000100,1198506.096250000200,1089141.637000000100,1150272.824000000000,1181582.212000000100,10603158.550500000000
FS( 55 ),1162991.518500000000,1265573.909249999800,1213788.935500000100,1196830.543000000100,1155719.872500000100,1193249.460250000200,1061962.439500000100,1144060.436000000200,1185763.626999999900,10579941.741500001000
FS( 56 ),1173046.826000000100,1276704.437750000300,1213788.935500000100,1228649.120000000100,1155719.872500000100,1208909.855000000000,1138840.741000000200,1139600.260000000200,1189108.758999999800,10724369.806750001000
FS( 57 ),1183102.133500000000,1280457.755500000000,1210652.874250000100,1221162.395999999900,1148551.732500000200,1208909.855000000000,1127969.062000000200,1134980.791999999900,1200816.720999999900,10716604.321750000000
FS( 58 ),1183102.133500000000,1281752.002999999800,1201871.902750000100,1208060.629000000000,1165327.171249999900,1198506.096250000200,1100789.864499999900,1136573.711999999800,1193290.173999999900,10669274.686250001000
FS( 59 ),1178074.479750000200,1287964.390999999800,1199363.053750000000,1208060.629000000000,1165327.171249999900,1203653.219000000000,1096907.122000000000,1142626.807999999700,1193290.173999999900,10675268.047750000000
