代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12978887.080000000074506
真實報酬,2978887.080000000074506

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,11709.711014711938333
風險,160956.283196786651388
起點值,0.072750878574871
找到最佳解世代,2108
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,5
HD[9](1),KO[14](12),TRV[22](3),V[25](5),WMT[28](8),
FS( 196 ),2656541.200000000186265,2163217.640000000130385,2510771.280000000260770,2537198.330000000074506,2453246.660000000149012,12320975.109999999403954
FS( 197 ),2650220.200000000186265,2175861.260000000242144,2513852.339999999850988,2541293.870000000111759,2410404.139999999664724,12291631.810000002384186
FS( 198 ),2651905.799999999813735,2163217.640000000130385,2509744.259999999776483,2523546.530000000260770,2344100.240000000223517,12192514.470000000670552
FS( 199 ),2629993.000000000000000,2160918.800000000279397,2507005.540000000037253,2511942.500000000000000,2347500.440000000409782,12157360.280000001192093
FS( 200 ),2615244.000000000000000,2164367.060000000055879,2511798.299999999813735,2505799.190000000409782,2337639.860000000335276,12134848.410000000149012
FS( 201 ),2667919.000000000000000,2155171.700000000186265,2539870.179999999701977,2544706.820000000298023,2352940.759999999776483,12260608.459999999031425
FS( 202 ),2654855.599999999627471,2142528.080000000074506,2544662.939999999478459,2572010.419999999925494,2363141.360000000335276,12277198.399999998509884
FS( 203 ),2603023.400000000372529,2113792.580000000074506,2513852.339999999850988,2545389.410000000149012,2329819.400000000372529,12105877.130000000819564
FS( 204 ),2611451.399999999441206,2129309.750000000000000,2527203.599999999627471,2602044.379999999888241,2346140.360000000335276,12216149.489999998360872
FS( 205 ),2584060.399999999441206,2120114.390000000130385,2492969.599999999627471,2572693.009999999776483,2334239.660000000149012,12104077.059999998658895
FS( 206 ),2594595.399999999441206,2110919.029999999795109,2477221.959999999962747,2580201.500000000000000,2331519.500000000000000,12094457.390000000596046
FS( 207 ),2576475.200000000186265,2093103.020000000251457,2474140.899999999441206,2555628.259999999776483,2311798.339999999850988,12011145.719999998807907
FS( 208 ),2573525.399999999441206,2093103.020000000251457,2458735.599999999627471,2549484.950000000186265,2318598.740000000223517,11993447.709999999031425
FS( 209 ),2555826.599999999627471,2067241.070000000065193,2438879.879999999888241,2536515.740000000223517,2298877.580000000074506,11897340.869999999180436
FS( 210 ),2606394.599999999627471,2083332.950000000186265,2458735.599999999627471,2587027.400000000372529,2319958.820000000298023,12055449.370000001043081
FS( 211 ),2675082.799999999813735,2160918.800000000279397,2494338.959999999962747,2651873.450000000186265,2354300.839999999850988,12336514.849999999627471
FS( 212 ),2667497.599999999627471,2160918.800000000279397,2513510.000000000000000,2653921.220000000670552,2339339.959999999962747,12335187.580000001937151
FS( 213 ),2662440.799999999813735,2164367.060000000055879,2535419.759999999776483,2675081.509999999776483,2348180.480000000447035,12385489.609999999403954
FS( 214 ),2648113.200000000186265,2143677.500000000000000,2501185.759999999776483,2694194.030000000260770,2325739.160000000149012,12312909.650000000372529
FS( 215 ),2664126.399999999441206,2128735.040000000037253,2505636.179999999701977,2719449.860000000335276,2332199.540000000037253,12350147.019999999552965
FS( 216 ),2662019.400000000372529,2128160.330000000074506,2531311.679999999701977,2761087.850000000558794,2331519.500000000000000,12414098.760000001639128
FS( 217 ),2680982.399999999441206,2124137.360000000335276,2548771.020000000484288,2739244.970000000670552,2324379.080000000074506,12417514.830000000074506
FS( 218 ),2684353.599999999627471,2121263.810000000055879,2562464.620000000111759,2750166.410000000149012,2333559.620000000111759,12451808.060000002384186
FS( 219 ),2675082.799999999813735,2125861.490000000223517,2565888.020000000484288,2741292.740000000223517,2322338.959999999962747,12430464.010000001639128
FS( 220 ),2694888.599999999627471,2144826.920000000391155,2586770.759999999776483,2737879.790000000037253,2345460.320000000298023,12509826.390000000596046
FS( 221 ),2691096.000000000000000,2144826.920000000391155,2586428.419999999925494,2733784.250000000000000,2353280.780000000260770,12509416.370000001043081
FS( 222 ),2741242.599999999627471,2155746.410000000149012,2598410.320000000298023,2728323.530000000260770,2341040.059999999590218,12564762.919999998062849
FS( 223 ),2758941.399999999441206,2166665.900000000372529,2612446.259999999776483,2701019.929999999701977,2352940.759999999776483,12592014.249999998137355
FS( 224 ),2770740.599999999627471,2133907.430000000167638,2668590.020000000484288,2713989.139999999664724,2365861.520000000484288,12653088.710000000894070
FS( 225 ),2800660.000000000000000,2133907.430000000167638,2657977.480000000447035,2713989.139999999664724,2362801.339999999850988,12669335.390000000596046
FS( 226 ),2838164.599999999627471,2132758.010000000242144,2673382.780000000260770,2722862.810000000521541,2373001.940000000409782,12740170.140000000596046
FS( 227 ),2857970.399999999441206,2129309.750000000000000,2682283.620000000111759,2727640.940000000409782,2346140.360000000335276,12743345.070000000298023
FS( 228 ),2847856.799999999813735,2127010.910000000149012,2648049.620000000111759,2668255.610000000335276,2358041.059999999590218,12649214.000000000000000
FS( 229 ),2831843.599999999627471,2150574.020000000484288,2663797.259999999776483,2673716.330000000074506,2376402.139999999664724,12696333.350000001490116
FS( 230 ),2833529.199999999254942,2155171.700000000186265,2655923.439999999478459,2645047.549999999813735,2371641.860000000335276,12661313.750000000000000
FS( 231 ),2820044.400000000372529,2140229.240000000223517,2686049.359999999403954,2694876.620000000111759,2378442.259999999776483,12719641.880000000819564
FS( 232 ),2836057.599999999627471,2157470.540000000037253,2735003.980000000447035,2705798.060000000521541,2396803.339999999850988,12831133.519999999552965
FS( 233 ),2796446.000000000000000,2146551.050000000279397,2670301.719999999739230,2673033.740000000223517,2367561.620000000111759,12653894.130000002682209
FS( 234 ),2797710.200000000186265,2191953.140000000130385,2692553.820000000298023,2722180.220000000670552,2406323.900000000372529,12810721.280000001192093
FS( 235 ),2809509.400000000372529,2201723.210000000428408,2703166.359999999403954,2744705.690000000409782,2424684.980000000447035,12883789.640000000596046
FS( 236 ),2794339.000000000000000,2236205.810000000055879,2708643.799999999813735,2680542.230000000447035,2421964.820000000298023,12841695.660000000149012
FS( 237 ),2823837.000000000000000,2228159.870000000577420,2699742.959999999962747,2692828.850000000558794,2430465.320000000298023,12875034.000000001862645
FS( 238 ),2797288.799999999813735,2218964.510000000242144,2711724.859999999403954,2667573.019999999552965,2427745.160000000149012,12823296.349999999627471
FS( 239 ),2836900.399999999441206,2158619.960000000428408,2735346.320000000298023,2675764.100000000558794,2427745.160000000149012,12834375.940000001341105
FS( 240 ),2842378.599999999627471,2138505.110000000335276,2738427.379999999888241,2640952.009999999776483,2427405.139999999664724,12787668.239999998360872
FS( 241 ),2837743.200000000186265,2117240.840000000316650,2750409.280000000260770,2661429.709999999962747,2408024.000000000000000,12774847.030000001192093
FS( 242 ),2845328.399999999441206,2150574.020000000484288,2752120.980000000447035,2696241.799999999813735,2356340.959999999962747,12800606.160000000149012
FS( 243 ),2846592.599999999627471,2164941.770000000484288,2759310.120000000111759,2689415.900000000372529,2337979.879999999888241,12798240.269999999552965
FS( 244 ),2799817.200000000186265,2168390.029999999795109,2742535.459999999962747,2651873.450000000186265,2353280.780000000260770,12715896.920000001788139
FS( 245 ),2713008.799999999813735,2167240.610000000335276,2751778.639999999664724,2686685.540000000037253,2388982.879999999888241,12707696.469999998807907
FS( 246 ),2763576.799999999813735,2213792.120000000577420,2773346.060000000521541,2720815.040000000037253,2393743.160000000149012,12865273.179999999701977
FS( 247 ),2693624.400000000372529,2167815.320000000298023,2713094.219999999739230,2660064.530000000260770,2395103.240000000223517,12629701.710000000894070
FS( 248 ),2847014.000000000000000,2190229.010000000242144,2740139.080000000074506,2693511.440000000409782,2417884.580000000074506,12888778.110000001266599
FS( 249 ),2868084.000000000000000,2209769.150000000372529,2765472.240000000223517,2728323.530000000260770,2436585.679999999701977,13008234.600000001490116
FS( 250 ),2886625.599999999627471,2225286.320000000298023,2753148.000000000000000,2707163.240000000223517,2406663.919999999925494,12978887.080000000074506
