代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13256772.310000000521541
真實報酬,3256772.310000000521541

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,13939.600341396413569
風險,231968.294588208082132
起點值,0.060092696573651
找到最佳解世代,1980
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
FS( 81 ),10988114.599999999627471,10988114.599999999627471
FS( 82 ),10928026.550000000745058,10928026.550000000745058
FS( 83 ),10992120.469999998807907,10992120.469999998807907
FS( 84 ),11263184.339999997988343,11263184.339999997988343
FS( 85 ),11292560.719999998807907,11292560.719999998807907
FS( 86 ),11259178.469999998807907,11259178.469999998807907
FS( 87 ),11436772.040000000968575,11436772.040000000968575
FS( 88 ),11435436.750000000000000,11435436.750000000000000
FS( 89 ),11464813.129999998956919,11464813.129999998956919
FS( 90 ),11491518.929999999701977,11491518.929999999701977
FS( 91 ),11430095.589999997988343,11430095.589999997988343
FS( 92 ),11396713.339999997988343,11396713.339999997988343
FS( 93 ),11348642.899999998509884,11348642.899999998509884
FS( 94 ),11344637.029999999329448,11344637.029999999329448
FS( 95 ),11458136.679999999701977,11458136.679999999701977
FS( 96 ),11414072.109999999403954,11414072.109999999403954
FS( 97 ),11403389.790000000968575,11403389.790000000968575
FS( 98 ),11511548.279999999329448,11511548.279999999329448
FS( 99 ),11519560.019999999552965,11519560.019999999552965
FS( 100 ),11555612.849999999627471,11555612.849999999627471
FS( 101 ),11825341.429999999701977,11825341.429999999701977
FS( 102 ),11766588.669999999925494,11766588.669999999925494
FS( 103 ),11753235.769999999552965,11753235.769999999552965
FS( 104 ),11629053.800000000745058,11629053.800000000745058
FS( 105 ),11587659.810000000521541,11587659.810000000521541
FS( 106 ),11547601.109999999403954,11547601.109999999403954
FS( 107 ),11535583.500000000000000,11535583.500000000000000
FS( 108 ),11357989.929999999701977,11357989.929999999701977
FS( 109 ),11422083.849999999627471,11422083.849999999627471
FS( 110 ),11253837.310000000521541,11253837.310000000521541
FS( 111 ),11360660.509999999776483,11360660.509999999776483
FS( 112 ),10964079.379999998956919,10964079.379999998956919
FS( 113 ),11478166.029999999329448,11478166.029999999329448
FS( 114 ),11227131.509999999776483,11227131.509999999776483
FS( 115 ),11520895.310000000521541,11520895.310000000521541
FS( 116 ),11550271.689999999478459,11550271.689999999478459
FS( 117 ),11593000.969999998807907,11593000.969999998807907
FS( 118 ),11572971.619999999180436,11572971.619999999180436
FS( 119 ),11683800.689999999478459,11683800.689999999478459
FS( 120 ),11431430.879999998956919,11431430.879999998956919
FS( 121 ),11647747.859999999403954,11647747.859999999403954
FS( 122 ),11718518.230000000447035,11718518.230000000447035
FS( 123 ),11954864.560000000521541,11954864.560000000521541
FS( 124 ),12034981.959999999031425,12034981.959999999031425
FS( 125 ),11845370.779999999329448,11845370.779999999329448
FS( 126 ),12008276.160000000149012,12008276.160000000149012
FS( 127 ),12123111.099999999627471,12123111.099999999627471
FS( 128 ),12121775.810000000521541,12121775.810000000521541
FS( 129 ),12072370.079999998211861,12072370.079999998211861
FS( 130 ),12026970.219999998807907,12026970.219999998807907
FS( 131 ),11896111.800000000745058,11896111.800000000745058
FS( 132 ),11860058.969999998807907,11860058.969999998807907
FS( 133 ),11922817.599999999627471,11922817.599999999627471
FS( 134 ),11832017.879999998956919,11832017.879999998956919
FS( 135 ),11353984.060000000521541,11353984.060000000521541
FS( 136 ),11508877.699999999254942,11508877.699999999254942
FS( 137 ),11499530.669999999925494,11499530.669999999925494
FS( 138 ),11583653.939999999478459,11583653.939999999478459
FS( 139 ),11759912.219999998807907,11759912.219999998807907
FS( 140 ),11789288.599999999627471,11789288.599999999627471
FS( 141 ),11858723.679999999701977,11858723.679999999701977
FS( 142 ),11925488.179999999701977,11925488.179999999701977
FS( 143 ),11686471.269999999552965,11686471.269999999552965
FS( 144 ),11482171.899999998509884,11482171.899999998509884
FS( 145 ),11666441.919999999925494,11666441.919999999925494
FS( 146 ),11929494.050000000745058,11929494.050000000745058
FS( 147 ),11982905.649999998509884,11982905.649999998509884
FS( 148 ),11754571.060000000521541,11754571.060000000521541
FS( 149 ),11854717.810000000521541,11854717.810000000521541
FS( 150 ),11726529.969999998807907,11726529.969999998807907
FS( 151 ),11486177.769999999552965,11486177.769999999552965
FS( 152 ),11547601.109999999403954,11547601.109999999403954
FS( 153 ),11460807.259999999776483,11460807.259999999776483
FS( 154 ),11631724.379999998956919,11631724.379999998956919
FS( 155 ),11643741.990000000223517,11643741.990000000223517
FS( 156 ),11818664.980000000447035,11818664.980000000447035
FS( 157 ),11929494.050000000745058,11929494.050000000745058
FS( 158 ),11798635.629999998956919,11798635.629999998956919
FS( 159 ),11925488.179999999701977,11925488.179999999701977
FS( 160 ),12009611.449999999254942,12009611.449999999254942
FS( 161 ),11838694.329999998211861,11838694.329999998211861
FS( 162 ),11969552.750000000000000,11969552.750000000000000
FS( 163 ),11966882.169999999925494,11966882.169999999925494
FS( 164 ),11885429.480000000447035,11885429.480000000447035
FS( 165 ),12327410.469999998807907,12327410.469999998807907
FS( 166 ),12286016.480000000447035,12286016.480000000447035
FS( 167 ),12253969.519999999552965,12253969.519999999552965
FS( 168 ),12255304.810000000521541,12255304.810000000521541
FS( 169 ),12486309.980000000447035,12486309.980000000447035
FS( 170 ),12456933.599999999627471,12456933.599999999627471
FS( 171 ),12398180.839999997988343,12398180.839999997988343
FS( 172 ),12272663.579999998211861,12272663.579999998211861
FS( 173 ),12355451.560000000521541,12355451.560000000521541
FS( 174 ),12418210.189999999478459,12418210.189999999478459
FS( 175 ),12526368.679999999701977,12526368.679999999701977
FS( 176 ),12634527.169999999925494,12634527.169999999925494
FS( 177 ),12631856.589999997988343,12631856.589999997988343
FS( 178 ),12371475.040000000968575,12371475.040000000968575
FS( 179 ),12452927.730000000447035,12452927.730000000447035
FS( 180 ),12653221.230000000447035,12653221.230000000447035
FS( 181 ),12559750.929999999701977,12559750.929999999701977
FS( 182 ),12614497.819999998435378,12614497.819999998435378
FS( 183 ),12438239.540000000968575,12438239.540000000968575
FS( 184 ),12323404.599999999627471,12323404.599999999627471
FS( 185 ),12383492.649999998509884,12383492.649999998509884
FS( 186 ),12322069.310000000521541,12322069.310000000521541
FS( 187 ),12371475.040000000968575,12371475.040000000968575
FS( 188 ),12267322.419999999925494,12267322.419999999925494
FS( 189 ),12298034.089999997988343,12298034.089999997988343
FS( 190 ),12519692.230000000447035,12519692.230000000447035
FS( 191 ),12479633.529999999329448,12479633.529999999329448
FS( 192 ),12754703.269999999552965,12754703.269999999552965
FS( 193 ),12752032.689999999478459,12752032.689999999478459
FS( 194 ),12778738.490000000223517,12778738.490000000223517
FS( 195 ),12732003.339999997988343,12732003.339999997988343
FS( 196 ),12820132.480000000447035,12820132.480000000447035
FS( 197 ),12878885.240000000223517,12878885.240000000223517
FS( 198 ),12941643.869999999180436,12941643.869999999180436
FS( 199 ),13089861.060000000521541,13089861.060000000521541
FS( 200 ),13149949.109999999403954,13149949.109999999403954
FS( 201 ),13085855.189999999478459,13085855.189999999478459
FS( 202 ),13033778.879999998956919,13033778.879999998956919
FS( 203 ),13104549.250000000000000,13104549.250000000000000
FS( 204 ),13017755.399999998509884,13017755.399999998509884
FS( 205 ),12984373.149999998509884,12984373.149999998509884
FS( 206 ),13195348.969999998807907,13195348.969999998807907
FS( 207 ),13246089.990000000223517,13246089.990000000223517
FS( 208 ),13165972.589999997988343,13165972.589999997988343
FS( 209 ),13372942.540000000968575,13372942.540000000968575
FS( 210 ),13426354.139999998733401,13426354.139999998733401
FS( 211 ),13296831.009999999776483,13296831.009999999776483
FS( 212 ),13461071.679999999701977,13461071.679999999701977
FS( 213 ),13396977.759999999776483,13396977.759999999776483
FS( 214 ),13198019.550000000745058,13198019.550000000745058
FS( 215 ),13271460.500000000000000,13271460.500000000000000
FS( 216 ),13330213.259999999776483,13330213.259999999776483
FS( 217 ),13433030.589999997988343,13433030.589999997988343
FS( 218 ),13304842.750000000000000,13304842.750000000000000
FS( 219 ),13312854.490000000223517,13312854.490000000223517
FS( 220 ),13343566.160000000149012,13343566.160000000149012
FS( 221 ),13429024.719999998807907,13429024.719999998807907
FS( 222 ),13399648.339999997988343,13399648.339999997988343
FS( 223 ),13426354.139999998733401,13426354.139999998733401
FS( 224 ),13561218.429999999701977,13561218.429999999701977
FS( 225 ),13521159.730000000447035,13521159.730000000447035
FS( 226 ),13585253.649999998509884,13585253.649999998509884
FS( 227 ),13479765.740000000223517,13479765.740000000223517
FS( 228 ),13186001.939999999478459,13186001.939999999478459
FS( 229 ),13250095.859999999403954,13250095.859999999403954
FS( 230 ),13243419.410000000149012,13243419.410000000149012
FS( 231 ),13177990.199999999254942,13177990.199999999254942
FS( 232 ),13177990.199999999254942,13177990.199999999254942
FS( 233 ),13226060.639999998733401,13226060.639999998733401
FS( 234 ),13139266.790000000968575,13139266.790000000968575
FS( 235 ),13168643.169999999925494,13168643.169999999925494
FS( 236 ),13354248.480000000447035,13354248.480000000447035
FS( 237 ),13284813.399999998509884,13284813.399999998509884
FS( 238 ),13474424.579999998211861,13474424.579999998211861
FS( 239 ),13359589.639999998733401,13359589.639999998733401
FS( 240 ),13351577.899999998509884,13351577.899999998509884
FS( 241 ),13282142.819999998435378,13282142.819999998435378
FS( 242 ),13306178.040000000968575,13306178.040000000968575
FS( 243 ),13292825.139999998733401,13292825.139999998733401
FS( 244 ),13167307.879999998956919,13167307.879999998956919
FS( 245 ),13254101.730000000447035,13254101.730000000447035
FS( 246 ),13351577.899999998509884,13351577.899999998509884
FS( 247 ),13418342.399999998509884,13418342.399999998509884
FS( 248 ),13441042.329999998211861,13441042.329999998211861
FS( 249 ),13461071.679999999701977,13461071.679999999701977
FS( 250 ),13395642.469999998807907,13395642.469999998807907
FS( 251 ),13400983.629999998956919,13400983.629999998956919
FS( 252 ),13323536.810000000521541,13323536.810000000521541
FS( 253 ),13256772.310000000521541,13256772.310000000521541
