代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11671321.429999999701977
真實報酬,1671321.429999999701977

夏普值報酬,0.158432143000000
夏普值風險,0.058438392021587
夏普值,2.711096892287454

預期報酬,7128.841278584380234
風險,299802.646682883438189
趨勢值,0.023778446779774
找到最佳解世代,1293
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
MCD[15](4),NKE[19](1),UNH[23](6),
20150401,3245365.560000000055879,3417077.459999999962747,3445388.880000000353903,10107832.900000000372529
20150402,3229861.719999999739230,3420509.609999999869615,3442748.819999999832362,10093121.150000000372529
20150406,3245028.520000000018626,3423255.329999999608845,3452722.380000000353903,10121007.230000000447035
20150407,3247387.799999999813735,3419136.750000000000000,3442455.479999999981374,10108981.029999999329448
20150408,3264239.799999999813735,3461008.979999999981374,3467096.040000000037253,10192345.820000000298023
20150409,3254128.599999999627471,3456890.399999999906868,3477656.279999999795109,10188676.279999999329448
20150410,3296258.599999999627471,3431492.490000000223517,3490856.580000000074506,10218608.669999999925494
20150413,3284125.159999999683350,3407467.439999999944121,3501710.160000000149012,10193303.759999999776483
20150414,3288843.719999999739230,3416391.030000000260770,3517843.860000000335276,10223079.609999999403954
20150415,3250421.159999999683350,3426687.479999999981374,3441575.459999999962747,10118685.099999999627471
20150416,3223120.919999999925494,3428746.770000000018626,3567124.979999999981374,10218993.669999999925494
20150417,3197842.919999999925494,3382755.959999999962747,3482349.719999999739230,10062949.599999999627471
20150420,3241658.120000000111759,3432178.919999999925494,3478536.299999999813735,10152374.339999999850988
20150421,3197505.879999999888241,3442475.369999999646097,3499070.100000000093132,10139052.349999999627471
20150422,3297606.760000000242144,3437670.359999999869615,3455949.120000000111759,10191227.240000000223517
20150423,3269295.399999999906868,3470619.000000000000000,3469149.420000000391155,10209064.820000000298023
20150424,3327940.359999999869615,3465127.559999999590218,3481763.040000000037253,10274831.960000000894070
20150427,3250421.159999999683350,3464441.129999999888241,3409894.739999999757856,10124758.029999999329448
20150428,3263565.719999999739230,3427373.909999999683350,3449495.640000000130385,10140436.269999999552965
20150429,3269969.479999999981374,3438356.790000000037253,3332746.319999999832362,10041073.589999999850988
20150430,3254128.599999999627471,3392365.979999999981374,3267918.180000000167638,9914413.759999999776483
20150501,3296258.599999999627471,3458949.689999999944121,3320719.380000000353903,10075928.669999999925494
20150504,3239972.919999999925494,3461008.979999999981374,3360613.620000000111759,10061596.519999999552965
20150505,3239972.919999999925494,3446593.950000000186265,3325706.160000000149012,10012274.030000001192093
20150506,3248735.959999999962747,3439729.649999999906868,3329226.239999999757856,10017692.849999999627471
20150507,3261880.520000000018626,3482288.309999999590218,3366480.420000000391155,10110650.250000000000000
20150508,3310751.319999999832362,3515923.379999999888241,3393467.700000000186265,10220143.399999998509884
20150511,3286484.439999999944121,3528279.119999999646097,3366773.759999999776483,10181538.320000000298023
20150512,3301314.200000000186265,3513864.089999999850988,3362960.340000000316650,10178139.630000000819564
20150513,3281091.799999999813735,3506313.359999999869615,3398747.819999999832362,10186153.980000000447035
20150514,3293225.239999999757856,3550244.879999999888241,3477069.600000000093132,10320540.719999998807907
20150515,3304347.560000000055879,3603099.990000000223517,3500536.799999999813735,10407985.350000001490116
20150518,3303673.479999999981374,3595549.260000000242144,3514323.779999999795109,10413547.519999999552965
20150519,3393326.120000000111759,3591430.680000000167638,3536324.279999999795109,10521082.080000000074506
20150520,3374114.839999999850988,3590744.250000000000000,3556564.739999999757856,10521424.830000000074506
20150521,3346140.520000000018626,3583193.520000000018626,3533684.219999999739230,10463019.259999999776483
20150522,3336366.359999999869615,3584566.379999999888241,3508163.640000000130385,10429097.380000000819564
20150526,3318503.239999999757856,3549558.450000000186265,3468562.739999999757856,10336625.429999999701977
20150527,3325244.039999999571592,3529651.979999999981374,3504056.880000000353903,10358953.900000000372529
20150528,3251769.319999999832362,3511118.369999999646097,3509043.660000000149012,10271932.349999999627471
20150529,3233232.120000000111759,3489839.040000000037253,3526350.719999999739230,10249422.879999998956919
20150601,3243006.279999999795109,3492584.760000000242144,3516083.819999999832362,10251675.859999999403954
20150602,3245365.560000000055879,3504940.500000000000000,3454189.080000000074506,10204496.140000000596046
20150603,3253117.479999999981374,3518669.099999999627471,3471789.479999999981374,10243577.060000000521541
20150604,3246039.640000000130385,3499449.059999999590218,3421921.680000000167638,10167411.379999998956919
20150605,3220087.560000000055879,3502194.780000000260770,3418401.600000000093132,10140684.939999999478459
20150608,3212672.679999999701977,3481601.879999999888241,3429548.520000000018626,10123824.080000000074506
20150609,3192787.319999999832362,3478856.159999999683350,3431895.239999999757856,10103539.719999998807907
20150610,3211998.599999999627471,3546812.729999999981374,3477656.279999999795109,10236468.609999999403954
20150611,3221772.760000000242144,3565346.339999999850988,3500243.459999999962747,10287363.559999998658895
20150612,3203909.640000000130385,3561914.189999999944121,3451255.680000000167638,10217080.509999999776483
20150615,3178294.599999999627471,3547499.159999999683350,3490269.900000000372529,10216064.660000000149012
20150616,3189416.919999999925494,3588684.959999999962747,3565658.279999999795109,10343761.160000000149012
20150617,3209302.279999999795109,3595549.260000000242144,3512563.739999999757856,10317416.279999999329448
20150618,3241321.080000000074506,3638107.919999999925494,3546297.840000000316650,10425727.839999999850988
20150619,3238287.719999999739230,3656641.530000000260770,3529870.799999999813735,10424801.050000000745058
20150622,3264913.879999999888241,3665565.119999999646097,3527524.080000000074506,10458004.080000000074506
20150623,3275362.120000000111759,3679293.720000000204891,3600565.739999999757856,10555222.580000000074506
20150624,3257161.959999999962747,3645658.649999999906868,3495843.360000000335276,10398664.969999998807907
20150625,3228513.560000000055879,3611337.149999999906868,3588538.799999999813735,10428390.509999999776483
20150626,3279069.560000000055879,3765783.899999999906868,3615526.080000000074506,10660380.539999999105930
20150629,3216717.159999999683350,3695768.040000000037253,3555098.040000000037253,10467584.239999998360872
20150630,3204246.679999999701977,3707437.349999999627471,3578858.580000000074506,10490543.609999999403954
20150701,3227502.439999999944121,3756173.879999999888241,3619339.500000000000000,10603016.820000000298023
20150702,3241321.080000000074506,3771275.339999999850988,3573285.120000000111759,10585882.539999999105930
20150706,3223795.000000000000000,3769902.479999999981374,3583552.020000000018626,10577250.500000000000000
20150707,3258510.120000000111759,3820011.869999999646097,3540724.380000000353903,10619247.370000001043081
20150708,3230198.760000000242144,3750682.439999999944121,3484403.100000000093132,10465285.300000000745058
20150709,3252106.359999999869615,3756173.879999999888241,3500830.140000000130385,10509111.380000000819564
20150710,3291203.000000000000000,3793241.099999999627471,3583258.680000000167638,10667703.779999999329448
20150713,3317492.120000000111759,3858451.950000000186265,3592058.880000000353903,10768003.950000001117587
20150714,3329288.520000000018626,3855706.229999999981374,3666860.580000000074506,10851856.330000000074506
20150715,3339062.679999999701977,3840604.770000000018626,3692087.819999999832362,10871756.269999999552965
20150716,3298280.839999999850988,3855706.229999999981374,3664807.200000000186265,10818795.269999999552965
20150717,3286147.399999999906868,3871494.119999999646097,3633126.479999999981374,10790769.000000000000000
20150720,3285810.359999999869615,3883163.430000000167638,3597925.680000000167638,10766900.470000000670552
20150721,3280080.679999999701977,3878358.419999999925494,3545417.819999999832362,10703857.919999999925494
20150722,3288843.719999999739230,3916112.069999999832362,3538084.319999999832362,10743041.109999999403954
20150723,3272328.760000000242144,3912679.919999999925494,3500536.799999999813735,10685546.480000000447035
20150724,3238961.799999999813735,3878358.419999999925494,3459762.540000000037253,10577083.759999999776483
20150727,3236939.560000000055879,3835113.329999999608845,3458002.500000000000000,10530056.390000000596046
20150728,3280417.719999999739230,3894832.740000000223517,3564778.259999999776483,10740029.719999998807907
20150729,3310077.239999999757856,3944255.700000000186265,3564778.259999999776483,10819112.199999999254942
20150730,3342433.080000000074506,3947687.849999999627471,3536617.620000000111759,10826739.550000000745058
20150731,3365688.839999999850988,3954552.149999999906868,3561258.180000000167638,10881500.169999999925494
20150803,3350859.080000000074506,3941509.979999999981374,3546297.840000000316650,10838667.900000000372529
20150804,3341421.959999999962747,3973772.189999999944121,3544831.140000000130385,10860026.290000000968575
20150805,3363666.599999999627471,4007407.260000000242144,3635179.860000000335276,11006254.719999998807907
20150806,3348499.799999999813735,3951120.000000000000000,3580031.940000000409782,10879652.740000000223517
20150807,3334007.080000000074506,3930527.099999999627471,3573578.459999999962747,10838113.640000000596046
20150810,3349847.959999999962747,3959357.159999999683350,3592938.900000000372529,10902145.019999999552965
20150811,3330299.640000000130385,3928467.809999999590218,3586485.420000000391155,10845253.869999999180436
20150812,3312436.520000000018626,3880417.709999999962747,3555391.380000000353903,10748246.610000001266599
20150813,3349173.879999999888241,3898951.319999999832362,3535444.259999999776483,10783570.459999999031425
20150814,3345803.479999999981374,3925035.659999999683350,3550111.259999999776483,10820951.399999998509884
20150817,3392652.039999999571592,3946314.990000000223517,3632246.459999999962747,10971214.489999998360872
20150818,3396022.439999999944121,3940823.549999999813735,3681527.580000000074506,11018374.570000000298023
20150819,3407481.799999999813735,3945628.559999999590218,3614646.060000000055879,10967757.419999999925494
20150820,3362318.439999999944121,3854333.369999999646097,3514030.440000000409782,10730683.250000000000000
20150821,3273676.919999999925494,3668310.839999999850988,3411068.100000000093132,10353056.859999999403954
20150824,3130097.879999999888241,3565346.339999999850988,3239464.200000000186265,9934909.419999999925494
20150825,3074149.239999999757856,3553677.030000000260770,3226263.900000000372529,9854091.169999999925494
20150826,3206943.000000000000000,3732835.260000000242144,3328346.219999999739230,10268125.480000000447035
20150827,3280417.719999999739230,3865316.250000000000000,3454775.759999999776483,10600510.730000000447035
20150828,3244017.399999999906868,3861197.669999999925494,3440402.100000000093132,10545618.169999999925494
20150831,3202561.479999999981374,3835799.760000000242144,3394054.380000000353903,10432416.620000001043081
20150901,3150320.279999999795109,3728716.680000000167638,3303999.000000000000000,10183036.960000000894070
20150902,3236939.560000000055879,3799418.970000000204891,3350933.400000000372529,10387292.929999999701977
20150903,3235928.439999999944121,3804910.409999999683350,3343893.239999999757856,10384733.089999999850988
20150904,3196831.799999999813735,3765097.470000000204891,3296078.819999999832362,10258009.089999999850988
20150908,3261880.520000000018626,3835799.760000000242144,3405494.640000000130385,10503175.919999999925494
20150909,3216380.120000000111759,3770588.909999999683350,3375867.299999999813735,10362837.329999998211861
20150910,3210313.399999999906868,3788436.089999999850988,3425441.759999999776483,10424192.250000000000000
20150911,3283114.039999999571592,3837859.049999999813735,3482056.380000000353903,10603030.470000000670552
20150914,3268284.279999999795109,3840604.770000000018626,3455655.779999999795109,10564545.830000000074506
20150915,3309403.159999999683350,3907188.479999999981374,3521070.600000000093132,10737663.240000000223517
20150916,3326255.159999999683350,3966907.889999999664724,3553924.680000000167638,10847088.729999998584390
20150917,3297606.760000000242144,3956611.439999999944121,3615819.420000000391155,10870038.620000001043081
20150918,3270980.599999999627471,3949060.709999999962747,3592645.560000000055879,10812687.869999999180436
20150921,3299629.000000000000000,4000542.959999999962747,3635766.540000000037253,10935939.500000000000000
20150922,3276036.200000000186265,3980636.490000000223517,3606139.200000000186265,10862812.890000000596046
20150923,3282102.919999999925494,3962102.879999999888241,3616406.100000000093132,10860612.900000000372529
20150924,3279069.560000000055879,3940137.119999999646097,3552164.640000000130385,10771372.320000000298023
20150925,3289180.760000000242144,4290216.419999999925494,3413708.160000000149012,10993106.339999999850988
20150928,3234243.239999999757856,4192056.930000000167638,3306052.380000000353903,10732353.550000000745058
20150929,3285473.319999999832362,4107626.040000000037253,3350640.060000000055879,10743740.419999999925494
20150930,3320862.520000000018626,4220886.990000000223517,3403147.920000000391155,10944898.429999999701977
20151001,3329288.520000000018626,4250403.480000000447035,3420748.319999999832362,11000441.320000000298023
20151002,3363329.560000000055879,4297767.149999999441206,3485869.799999999813735,11146967.509999997913837
20151005,3409841.080000000074506,4265504.940000000409782,3509923.680000000167638,11185270.700000001117587
20151006,3434445.000000000000000,4228437.719999999739230,3404321.279999999795109,11067205.000000000000000
20151007,3430063.479999999981374,4190684.069999999832362,3415468.200000000186265,11036216.750000000000000
20151008,3469834.200000000186265,4287470.700000000186265,3405201.299999999813735,11162507.199999999254942
20151009,3463430.439999999944121,4288157.129999999888241,3498776.759999999776483,11250365.330000000074506
20151012,3479608.359999999869615,4339639.379999999888241,3593818.920000000391155,11413067.660000000149012
20151013,3484326.919999999925494,4318360.049999999813735,3637233.239999999757856,11439921.209999999031425
20151014,3465452.679999999701977,4319046.480000000447035,3580911.959999999962747,11365412.120000001043081
20151015,3493764.039999999571592,4420638.120000000111759,3525177.360000000335276,11439580.519999999552965
20151016,3532860.679999999701977,4478298.239999999292195,3519603.900000000372529,11530763.820000000298023
20151019,3521738.359999999869615,4572339.149999999441206,3541604.400000000372529,11635682.910000000149012
20151020,3499830.760000000242144,4543509.089999999850988,3532510.860000000335276,11575851.710000000894070
20151021,3456015.560000000055879,4546941.239999999292195,3464749.319999999832362,11467707.119999999180436
20151022,3736769.879999999888241,4544881.949999999254942,3338613.120000000111759,11620265.949999999254942
20151023,3794740.760000000242144,4480357.529999999329448,3400507.860000000335276,11675607.149999998509884
20151026,3780922.120000000111759,4509187.589999999850988,3418401.600000000093132,11708512.310000000521541
20151027,3762721.959999999962747,4489967.549999999813735,3501710.160000000149012,11754400.669999999925494
20151028,3806537.159999999683350,4506441.870000000111759,3513737.100000000093132,11826717.129999998956919
20151029,3795751.879999999888241,4500264.000000000000000,3511683.719999999739230,11807700.599999999627471
20151030,3783281.399999999906868,4497518.279999999329448,3455069.100000000093132,11735869.779999999329448
20151102,3778562.839999999850988,4503009.719999999739230,3481763.040000000037253,11763336.599999999627471
20151103,3777551.719999999739230,4509874.020000000484288,3451549.020000000018626,11738975.759999999776483
20151104,3788337.000000000000000,4474179.660000000149012,3362960.340000000316650,11625478.000000000000000
20151105,3803503.799999999813735,4525661.910000000149012,3409601.400000000372529,11738768.109999999403954
20151106,3819007.640000000130385,4522916.190000000409782,3367947.120000000111759,11709871.949999999254942
20151109,3806200.120000000111759,4478298.239999999292195,3351813.420000000391155,11636312.779999999329448
20151110,3815974.279999999795109,4461823.919999999925494,3399627.840000000316650,11677427.039999999105930
20151111,3837207.799999999813735,4373274.450000000186265,3360026.940000000409782,11570510.190000001341105
20151112,3778562.839999999850988,4323851.490000000223517,3309572.459999999962747,11411987.789999999105930
20151113,3706436.279999999795109,4182446.909999999683350,3268211.520000000018626,11157095.709999999031425
20151116,3743173.640000000130385,4237361.309999999590218,3338906.459999999962747,11319442.410000000149012
20151117,3739129.159999999683350,4207158.389999999664724,3355626.840000000316650,11301915.389999998733401
20151118,3792718.520000000018626,4316987.190000000409782,3439522.080000000074506,11549228.790000000968575
20151119,3818670.599999999627471,4316987.190000000409782,3245331.000000000000000,11380989.789999999105930
20151120,3839230.039999999571592,4553119.109999999403954,3313972.560000000055879,11706322.709999999031425
20151123,3858104.279999999795109,4546254.810000000521541,3290212.020000000018626,11694572.109999999403954
20151124,3851700.520000000018626,4548314.100000000558794,3320426.040000000037253,11720441.660000000149012
20151125,3855745.000000000000000,4603914.929999999701977,3356213.520000000018626,11815874.449999999254942
20151127,3850015.319999999832362,4610779.230000000447035,3354160.140000000130385,11814955.690000001341105
20151130,3847656.039999999571592,4540076.940000000409782,3306345.719999999739230,11694079.699999999254942
20151201,3857430.200000000186265,4575771.299999999813735,3410481.420000000391155,11843683.919999999925494
20151202,3832826.279999999795109,4553119.109999999403954,3450962.340000000316650,11836908.729999998584390
20151203,3821703.959999999962747,4431621.000000000000000,3373520.580000000074506,11626846.539999999105930
20151204,3916412.200000000186265,4542136.230000000447035,3453895.739999999757856,11912445.169999999925494
20151207,3923827.080000000074506,4516738.319999999366701,3400214.520000000018626,11840780.919999998062849
20151208,3927534.520000000018626,4520170.469999999739230,3399334.500000000000000,11847040.490000000223517
20151209,3929219.719999999739230,4422010.980000000447035,3374987.279999999795109,11726218.980000000447035
20151210,3950116.200000000186265,4415146.679999999701977,3409014.719999999739230,11774278.599999999627471
20151211,3912367.719999999739230,4334834.370000000111759,3402267.900000000372529,11649470.990000000223517
20151214,3918434.439999999944121,4388375.910000000149012,3398454.479999999981374,11705265.830000000074506
20151215,3941016.120000000111759,4414460.250000000000000,3450082.319999999832362,11805559.689999999478459
20151216,3971686.760000000242144,4494086.129999999888241,3485869.799999999813735,11951643.690000001341105
20151217,3960227.399999999906868,4469374.649999999441206,3497310.060000000055879,11926913.109999999403954
20151218,3931916.039999999571592,4411028.100000000558794,3397574.459999999962747,11740519.600000001490116
20151221,3966631.159999999683350,4454959.620000000111759,3444215.520000000018626,11865807.299999998882413
20151222,3967642.279999999795109,4525661.910000000149012,3445095.540000000037253,11938400.730000000447035
20151223,4004042.599999999627471,4417892.399999999441206,3481763.040000000037253,11903699.039999999105930
20151224,3996290.679999999701977,4336893.660000000149012,3471496.140000000130385,11804681.480000000447035
20151228,4002357.399999999906868,4380138.750000000000000,3471202.799999999813735,11853699.949999999254942
20151229,4046846.679999999701977,4411028.100000000558794,3514910.459999999962747,11972786.240000002086163
20151230,4025276.120000000111759,4341698.669999999925494,3488509.860000000335276,11855485.650000000372529
20151231,3981797.959999999962747,4290216.419999999925494,3450962.340000000316650,11722977.720000000670552
20160104,3962923.719999999739230,4222946.280000000260770,3416348.219999999739230,11602219.219999998807907
20160105,4017524.200000000186265,4281979.259999999776483,3422801.700000000186265,11722306.160000000149012
20160106,3990561.000000000000000,4220886.990000000223517,3387894.239999999757856,11599343.230000000447035
20160107,3898212.039999999571592,4108312.470000000204891,3288158.640000000130385,11294684.150000000372529
20160108,3892145.319999999832362,4041042.329999999608845,3231544.020000000018626,11164732.669999999925494
20160111,3932927.159999999683350,4087719.569999999832362,3214530.299999999813735,11235178.029999999329448
20160112,3958205.159999999683350,4114490.339999999850988,3293145.420000000391155,11365841.919999999925494
20160113,3880011.879999999888241,4034864.459999999962747,3204263.400000000372529,11119140.740000000223517
20160114,3930567.879999999888241,4016330.849999999627471,3249144.420000000391155,11196044.150000000372529
20160115,3882034.120000000111759,3951120.000000000000000,3205436.759999999776483,11038591.879999998956919
20160119,3960227.399999999906868,4003288.680000000167638,3302532.299999999813735,11266049.379999998956919
20160120,3902256.520000000018626,4052711.639999999664724,3367360.440000000409782,11322329.600000001490116
20160121,3971686.760000000242144,4157049.000000000000000,3329519.580000000074506,11458256.339999999850988
20160122,3990561.000000000000000,4179014.760000000242144,3353866.799999999813735,11523443.559999998658895
20160125,4017524.200000000186265,4166659.020000000018626,3325999.500000000000000,11510183.720000000670552
20160126,4058980.120000000111759,4194802.649999999441206,3343013.219999999739230,11596796.989999998360872
20160127,4073809.879999999888241,4089778.859999999869615,3295198.799999999813735,11458788.539999999105930
20160128,4124702.919999999925494,4200980.520000000484288,3267331.500000000000000,11593015.940000001341105
20160129,4171888.520000000018626,4256581.349999999627471,3378214.020000000018626,11806684.889999998733401
20160201,4199862.839999999850988,4335520.799999999813735,3399627.840000000316650,11935012.480000000447035
20160202,4177618.200000000186265,4293648.569999999366701,3340666.500000000000000,11811934.269999999552965
20160203,4094032.279999999795109,4289529.990000000223517,3307519.080000000074506,11691082.349999999627471
20160204,4066732.039999999571592,4130278.229999999981374,3350053.380000000353903,11547064.650000000372529
20160205,3889449.000000000000000,3924349.229999999981374,3277305.060000000055879,11091104.290000000968575
20160208,3911356.599999999627471,3778139.639999999664724,3227437.259999999776483,10916934.500000000000000
20160209,3943712.439999999944121,3822071.159999999683350,3260878.020000000018626,11026662.619999999180436
20160210,3961575.560000000055879,3940823.549999999813735,3307225.739999999757856,11209625.849999999627471
20160211,3934275.319999999832362,3844036.919999999925494,3245037.660000000149012,11023350.900000000372529
20160212,3974720.120000000111759,3872866.979999999981374,3280238.459999999962747,11127826.559999998658895
20160216,4016850.120000000111759,3966907.889999999664724,3377920.680000000167638,11361679.689999999478459
20160217,3998649.959999999962747,3992992.229999999981374,3470322.779999999795109,11461965.969999998807907
20160218,3949105.080000000074506,4022508.720000000204891,3445388.880000000353903,11417003.680000001564622
20160219,3927534.520000000018626,4071245.250000000000000,3452135.700000000186265,11450916.469999998807907
20160222,3965957.080000000074506,4130278.229999999981374,3557444.759999999776483,11653681.070000000298023
20160223,3940005.000000000000000,4133023.950000000186265,3553924.680000000167638,11626954.630000000819564
20160224,3945397.640000000130385,4146066.119999999646097,3526057.380000000353903,11617522.140000000596046
20160225,3989549.879999999888241,4281979.259999999776483,3555391.380000000353903,11826921.519999999552965
20160226,3945397.640000000130385,4297080.719999999739230,3559204.799999999813735,11801684.160000000149012
20160229,3949779.159999999683350,4227751.290000000037253,3493789.979999999981374,11671321.429999999701977
