代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13625799.769999999552965
真實報酬,3625799.769999999552965

夏普值報酬,0.353879977000000
夏普值風險,0.085834441573903
夏普值,4.122820286485035

預期報酬,14316.792716320189356
風險,166281.871627561660716
趨勢值,0.086099540353906
找到最佳解世代,2239
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,5
HD[9](1),KO[14](11),TRV[22](5),V[25](2),WMT[28](9),
20120110,2219784.139999999664724,2062462.400000000372529,2136886.750000000000000,2058580.679999999934807,2004753.699999999953434,10482467.669999999925494
20120111,2216214.560000000521541,2024390.080000000307336,2129775.750000000000000,2044554.320000000065193,2016977.500000000000000,10431912.210000000894070
20120112,2212644.980000000447035,2009518.080000000307336,2126220.250000000000000,2090758.800000000046566,2020373.000000000000000,10459515.110000001266599
20120113,2218764.259999999776483,1992266.560000000288710,2110931.600000000093132,2078382.600000000093132,2021731.199999999953434,10422076.219999998807907
20120117,2230492.879999999888241,2002974.400000000372529,2122309.199999999720603,2114686.120000000111759,2032257.250000000000000,10502719.850000001490116
20120118,2288626.040000000037253,2010707.840000000083819,2129420.200000000186265,2141088.680000000167638,2037690.050000000046566,10607532.810000000521541
20120119,2315652.860000000335276,2006543.679999999934807,2143997.750000000000000,2111385.800000000279397,2058063.050000000046566,10635643.140000000596046
20120120,2269758.259999999776483,2025579.840000000083819,2189863.700000000186265,2075082.280000000027940,2071645.050000000046566,10631929.130000000819564
20120123,2288626.040000000037253,2038667.200000000419095,2143642.200000000186265,2054455.280000000027940,2068249.549999999813735,10593640.269999999552965
20120124,2292705.560000000521541,2019631.040000000270084,2062221.250000000000000,2083333.080000000074506,2084547.949999999953434,10542438.879999998956919
20120125,2308003.759999999776483,2035692.800000000046566,2103109.500000000000000,2074257.200000000186265,2087264.349999999860302,10608327.609999999403954
20120126,2292195.620000000111759,2023200.320000000065193,2087109.750000000000000,2080857.840000000083819,2070286.849999999860302,10553650.380000000819564
20120127,2288116.099999999627471,2005948.800000000046566,2063999.000000000000000,2084158.160000000149012,2061458.550000000046566,10503680.609999999403954
20120130,2283016.700000000186265,2006543.679999999934807,2066132.300000000046566,2060230.840000000083819,2081492.000000000000000,10497415.519999999552965
20120131,2263638.980000000447035,2008923.200000000419095,2072887.750000000000000,2075907.360000000102445,2083529.300000000046566,10504886.590000001713634
20120201,2267718.500000000000000,2017846.400000000372529,2107376.100000000093132,2114686.120000000111759,2111372.399999999906868,10618999.520000001415610
20120202,2267208.560000000521541,2017846.400000000372529,2111642.700000000186265,2188118.240000000223517,2103223.199999999720603,10688039.100000001490116
20120203,2303414.299999999813735,2024984.960000000195578,2137597.850000000093132,2207920.160000000149012,2106279.149999999906868,10780196.419999999925494
20120206,2304944.120000000111759,2023795.200000000419095,2109509.399999999906868,2214520.800000000279397,2101185.899999999906868,10753955.420000001788139
20120207,2318202.560000000521541,2039262.080000000307336,2124086.950000000186265,2207095.080000000074506,2094734.449999999953434,10783381.120000001043081
20120208,2303414.299999999813735,2032718.400000000372529,2127998.000000000000000,2235147.800000000279397,2092357.599999999860302,10791636.099999999627471
20120209,2308513.700000000186265,2022010.560000000288710,2129420.200000000186265,2319305.959999999962747,2103902.299999999813735,10883152.720000002533197
20120210,2311573.339999999850988,2020820.800000000046566,2111287.149999999906868,2349833.919999999925494,2101865.000000000000000,10895380.209999999031425
20120213,2342169.740000000223517,2035692.800000000046566,2097420.700000000186265,2325081.520000000018626,2098129.950000000186265,10898494.710000000894070
20120214,2348798.959999999962747,2049375.040000000270084,2103465.049999999813735,2377061.560000000055879,2112730.600000000093132,10991431.209999999031425
20120215,2330951.060000000521541,2034503.040000000270084,2108087.200000000186265,2374586.320000000298023,2097111.300000000046566,10945238.920000001788139
20120216,2342169.740000000223517,2048185.280000000260770,2113420.449999999720603,2347358.680000000167638,2106618.700000000186265,10957752.850000001490116
20120217,2381945.060000000521541,2054134.080000000307336,2127998.000000000000000,2372111.080000000074506,2121558.899999999906868,11057747.120000001043081
20120221,2392653.799999999813735,2046995.520000000018626,2107376.100000000093132,2355609.479999999981374,2039727.350000000093132,10942362.250000000000000
20120222,2374805.900000000372529,2060082.880000000353903,2095642.949999999953434,2400163.800000000279397,1989813.500000000000000,10920509.030000001192093
20120223,2394183.620000000111759,2057703.360000000335276,2096354.050000000046566,2402639.040000000037253,1987776.199999999953434,10938656.269999999552965
20120224,2395713.439999999478459,2052349.440000000176951,2083554.250000000000000,2424916.200000000186265,1996264.949999999953434,10952798.279999999329448
20120227,2393163.740000000223517,2047590.400000000372529,2083554.250000000000000,2410889.839999999850988,1985059.800000000046566,10920258.030000001192093
20120228,2408461.939999999478459,2047590.400000000372529,2076443.250000000000000,2453794.000000000000000,2001018.649999999906868,10987308.240000000223517
20120229,2425799.900000000372529,2077929.280000000260770,2061154.599999999860302,2400163.800000000279397,2006111.899999999906868,10971159.480000000447035
20120301,2420190.560000000521541,2070195.840000000083819,2077154.350000000093132,2417490.479999999981374,1997283.600000000093132,10982314.830000000074506
20120302,2417640.860000000335276,2057703.360000000335276,2062576.799999999813735,2396038.399999999906868,2003735.050000000046566,10937694.470000000670552
20120305,2416620.980000000447035,2059488.000000000000000,2079998.750000000000000,2397688.560000000055879,2016977.500000000000000,10970773.790000000968575
20120306,2365626.980000000447035,2045210.880000000353903,2026310.700000000186265,2368810.760000000242144,2002376.849999999860302,10808336.170000001788139
20120307,2416620.980000000447035,2046400.640000000130385,2022044.099999999860302,2385312.359999999869615,2032596.800000000046566,10902974.880000000819564
20120308,2438548.400000000372529,2060677.760000000242144,2030221.750000000000000,2433167.000000000000000,2029540.850000000093132,10992155.759999999776483
20120309,2452826.719999999739230,2067816.320000000065193,2048354.800000000046566,2416665.399999999906868,2040066.899999999906868,11025730.140000000596046
20120312,2477813.780000000260770,2086852.479999999981374,2048354.800000000046566,2403464.120000000111759,2060439.899999999906868,11076925.080000000074506
20120313,2505860.480000000447035,2089826.880000000353903,2076798.799999999813735,2419140.640000000130385,2071305.500000000000000,11162932.300000000745058
20120314,2522688.500000000000000,2088637.120000000111759,2095998.500000000000000,2408414.600000000093132,2074021.899999999906868,11189760.620000001043081
20120315,2508920.120000000111759,2092206.400000000372529,2100620.649999999906868,2413365.080000000074506,2079115.149999999906868,11194227.400000000372529
20120316,2501271.019999999552965,2086852.479999999981374,2104887.250000000000000,2406764.440000000409782,2065872.700000000186265,11165647.890000000596046
20120319,2490052.339999999850988,2093991.040000000270084,2102042.850000000093132,2451318.760000000242144,2062477.199999999953434,11199882.189999999478459
20120320,2518099.040000000037253,2099939.839999999850988,2103465.049999999813735,2403464.120000000111759,2057723.500000000000000,11182691.550000000745058
20120321,2539006.580000000074506,2115406.720000000670552,2080354.299999999813735,2408414.600000000093132,2056365.300000000046566,11199547.500000001862645
20120322,2533397.240000000223517,2124329.919999999925494,2061154.599999999860302,2419140.640000000130385,2059421.250000000000000,11197443.650000000372529
20120323,2526258.080000000074506,2126114.560000000521541,2069332.250000000000000,2450493.680000000167638,2062816.750000000000000,11235015.320000000298023
20120326,2556344.540000000037253,2138607.040000000037253,2092443.000000000000000,2476896.240000000223517,2078096.500000000000000,11342387.320000000298023
20120327,2551755.080000000074506,2138012.160000000149012,2079287.649999999906868,2471120.680000000167638,2074361.450000000186265,11314537.019999999552965
20120328,2545125.860000000335276,2161212.480000000447035,2089598.600000000093132,2462044.800000000279397,2077756.949999999953434,11335738.690000001341105
20120329,2545125.860000000335276,2195715.519999999552965,2085332.000000000000000,2454619.080000000074506,2065193.600000000093132,11345986.060000000521541
20120330,2565523.459999999962747,2201664.320000000298023,2104887.250000000000000,2433992.080000000074506,2078096.500000000000000,11384163.609999999403954
20120402,2549205.379999999888241,2205233.600000000558794,2109509.399999999906868,2454619.080000000074506,2083529.300000000046566,11402096.760000001639128
20120403,2549715.320000000298023,2193930.879999999888241,2107731.649999999906868,2482671.800000000279397,2059421.250000000000000,11393470.900000000372529
20120404,2542066.219999999739230,2185007.679999999701977,2105598.350000000093132,2454619.080000000074506,2046178.800000000046566,11333470.130000000819564
20120405,2581331.599999999627471,2185602.560000000521541,2093509.650000000139698,2495873.080000000074506,2060100.350000000093132,11416417.240000000223517
20120409,2579291.839999999850988,2167756.160000000149012,2063999.000000000000000,2465345.120000000111759,2041764.650000000139698,11318156.770000001415610
20120410,2517079.160000000149012,2142176.320000000298023,2053332.500000000000000,2408414.600000000093132,2034973.649999999906868,11155976.230000000447035
20120411,2536966.820000000298023,2145150.720000000670552,2068265.600000000093132,2421615.880000000353903,2030559.500000000000000,11202558.520000001415610
20120412,2581841.540000000037253,2148125.120000000111759,2101331.750000000000000,2496698.160000000149012,2042104.199999999953434,11370100.769999999552965
20120413,2598669.560000000521541,2139796.799999999813735,2066487.849999999860302,2540427.399999999906868,2029540.850000000093132,11374922.459999999031425
20120416,2635895.179999999701977,2154668.799999999813735,2103465.049999999813735,2492572.760000000242144,2057044.399999999906868,11443646.189999999478459
20120417,2653233.139999999664724,2199879.679999999701977,2132975.700000000186265,2518150.240000000223517,2100846.350000000093132,11605085.109999999403954
20120418,2642014.459999999962747,2206423.360000000335276,2114487.100000000093132,2512374.680000000167638,2107297.800000000279397,11582597.400000000372529
20120419,2629265.959999999962747,2195715.519999999552965,2193774.750000000000000,2499998.479999999981374,2096771.750000000000000,11615526.459999999031425
20120420,2624166.560000000521541,2205233.600000000558794,2231107.500000000000000,2495873.080000000074506,2120540.250000000000000,11676920.990000002086163
20120423,2605808.719999999739230,2192146.240000000223517,2236796.299999999813735,2436467.320000000298023,2021731.199999999953434,11492949.779999999329448
20120424,2612437.939999999478459,2204638.720000000670552,2253151.600000000093132,2452968.919999999925494,1961630.850000000093132,11484828.029999999329448
20120425,2647113.860000000335276,2229028.799999999813735,2267729.149999999906868,2512374.680000000167638,1947709.300000000046566,11603955.790000000968575
20120426,2645074.099999999627471,2251634.240000000223517,2302928.599999999627471,2541252.479999999981374,2001697.750000000000000,11742587.169999999925494
20120427,2649153.620000000111759,2279593.600000000558794,2275906.800000000279397,2547853.120000000111759,2004414.150000000139698,11756921.290000000968575
20120430,2640994.580000000074506,2270075.519999999552965,2286928.849999999627471,2537127.080000000074506,2000339.549999999813735,11735465.579999998211861
20120501,2668021.400000000372529,2288516.799999999813735,2296884.250000000000000,2538777.240000000223517,2005772.350000000093132,11797972.040000000968575
20120502,2687909.060000000521541,2295060.480000000447035,2301861.949999999720603,2520625.479999999981374,2003735.050000000046566,11809192.020000001415610
20120503,2675670.500000000000000,2303388.799999999813735,2302217.500000000000000,2400988.880000000353903,2003055.949999999953434,11685321.629999998956919
20120504,2649663.560000000521541,2290301.440000000409782,2293328.750000000000000,2429866.680000000167638,1993209.000000000000000,11656369.430000001564622
20120507,2620596.980000000447035,2298629.759999999776483,2296528.700000000186265,2444718.120000000111759,2009846.949999999953434,11670320.509999999776483
20120508,2581331.599999999627471,2294465.600000000558794,2289417.700000000186265,2437292.399999999906868,2005093.250000000000000,11607600.550000000745058
20120509,2555324.660000000149012,2283757.759999999776483,2272706.850000000093132,2422440.959999999962747,2004414.150000000139698,11538644.380000000819564
20120510,2581331.599999999627471,2302793.919999999925494,2298306.450000000186265,2437292.399999999906868,2009846.949999999953434,11629571.319999998435378
20120511,2567053.280000000260770,2304578.560000000521541,2297595.350000000093132,2432341.919999999925494,2017656.600000000093132,11619225.710000000894070
20120514,2543596.040000000037253,2286732.160000000149012,2292617.650000000372529,2407589.520000000018626,2005772.350000000093132,11536307.720000000670552
20120515,2481893.299999999813735,2277214.080000000074506,2280884.500000000000000,2405114.279999999795109,2015279.750000000000000,11460385.910000000149012
20120516,2486992.700000000186265,2270670.400000000372529,2261684.799999999813735,2424091.120000000111759,2009846.949999999953434,11453285.969999998807907
20120517,2397753.200000000186265,2234382.720000000670552,2229329.750000000000000,2372111.080000000074506,2094394.899999999906868,11327971.650000000372529
20120518,2399283.019999999552965,2202854.080000000074506,2210841.149999999906868,2323431.359999999869615,2119861.149999999906868,11256270.759999999776483
20120521,2427839.660000000149012,2216536.320000000298023,2229329.750000000000000,2397688.560000000055879,2140573.700000000186265,11411967.990000002086163
20120522,2460985.759999999776483,2207018.240000000223517,2233596.350000000093132,2442242.880000000353903,2164002.649999999906868,11507845.880000000819564
20120523,2460985.759999999776483,2207018.240000000223517,2233596.350000000093132,2442242.880000000353903,2164002.649999999906868,11507845.880000000819564
20120524,2534927.060000000521541,2247470.080000000074506,2246751.699999999720603,2470295.600000000093132,2209502.349999999627471,11708946.789999999105930
20120525,2521158.679999999701977,2237952.000000000000000,2225774.250000000000000,2462044.800000000279397,2217651.550000000279397,11664581.280000001192093
20120529,2538496.639999999664724,2244495.679999999701977,2235729.649999999906868,2481021.640000000130385,2230214.900000000372529,11729958.509999999776483
20120530,2534927.060000000521541,2232598.080000000074506,2200530.200000000186265,2423266.040000000037253,2222065.699999999720603,11613387.080000000074506
20120531,2516059.280000000260770,2223080.000000000000000,2221863.200000000186265,2376236.479999999981374,2234968.599999999627471,11572207.560000000521541
20120601,2445687.560000000521541,2174299.839999999850988,2153953.149999999906868,2315180.560000000055879,2225800.750000000000000,11314921.860000001266599
20120604,2486482.759999999776483,2190361.600000000558794,2146842.149999999906868,2354784.399999999906868,2240740.949999999720603,11419211.859999999403954
20120605,2494641.799999999813735,2178464.000000000000000,2161775.250000000000000,2347358.680000000167638,2224103.000000000000000,11406342.730000000447035
20120606,2580311.719999999739230,2219510.720000000670552,2191641.450000000186265,2400163.800000000279397,2238703.650000000372529,11630331.340000001713634
20120607,2612947.879999999888241,2209397.759999999776483,2201241.299999999813735,2409239.680000000167638,2236666.350000000093132,11669492.969999998807907
20120608,2669551.219999999739230,2237952.000000000000000,2209418.950000000186265,2405114.279999999795109,2316460.600000000093132,11838497.049999998882413
20120611,2618557.219999999739230,2220700.480000000447035,2188797.050000000279397,2400163.800000000279397,2293031.649999999906868,11721250.200000001117587
20120612,2663941.879999999888241,2236762.240000000223517,2202307.949999999720603,2416665.399999999906868,2299483.100000000093132,11819160.570000000298023
20120613,2599179.500000000000000,2221890.240000000223517,2191997.000000000000000,2370460.919999999925494,2277412.349999999627471,11660940.009999999776483
20120614,2659862.360000000335276,2252824.000000000000000,2244262.850000000093132,2402639.040000000037253,2296427.149999999906868,11856015.400000000372529
20120615,2645074.099999999627471,2263531.839999999850988,2254573.799999999813735,2442242.880000000353903,2300501.750000000000000,11905924.369999999180436
20120618,2668021.400000000372529,2259962.560000000521541,2242485.100000000093132,2477721.320000000298023,2313065.100000000093132,11961255.480000000447035
20120619,2701167.500000000000000,2252824.000000000000000,2255996.000000000000000,2503298.800000000279397,2302539.050000000279397,12015825.350000001490116
20120620,2694028.339999999850988,2247470.080000000074506,2270218.000000000000000,2528876.279999999795109,2326647.100000000093132,12067239.799999998882413
20120621,2613967.759999999776483,2221295.360000000335276,2225063.149999999906868,2464520.040000000037253,2298804.000000000000000,11823650.309999998658895
20120622,2652723.200000000186265,2229028.799999999813735,2252440.500000000000000,2577556.000000000000000,2285222.000000000000000,11996970.500000000000000
20120625,2627226.200000000186265,2224269.759999999776483,2209774.500000000000000,2501648.640000000130385,2315102.400000000372529,11878021.500000000000000
20120626,2645584.040000000037253,2233192.959999999962747,2209774.500000000000000,2540427.399999999906868,2328684.399999999906868,11957663.300000000745058
20120627,2628756.019999999552965,2270670.400000000372529,2233951.899999999906868,2546202.959999999962747,2329023.950000000186265,12008605.230000000447035
20120628,2635895.179999999701977,2277214.080000000074506,2234663.000000000000000,2506599.120000000111759,2319177.000000000000000,11973548.379999998956919
20120629,2702187.379999999888241,2325994.240000000223517,2269862.450000000186265,2550328.359999999869615,2367393.100000000093132,12215765.529999999329448
20120702,2703207.259999999776483,2347409.919999999925494,2272706.850000000093132,2612209.359999999869615,2354829.750000000000000,12290363.139999998733401
20120703,2633855.419999999925494,2354548.480000000447035,2280173.399999999906868,2606433.800000000279397,2402366.750000000000000,12277377.850000001490116
20120705,2657312.660000000149012,2333727.679999999701977,2274129.049999999813735,2619635.080000000074506,2413571.899999999906868,12298376.369999999180436
20120706,2659352.419999999925494,2324804.480000000447035,2249240.549999999813735,2584156.640000000130385,2423079.299999999813735,12240633.390000000596046
20120709,2657822.599999999627471,2319450.560000000521541,2242485.100000000093132,2550328.359999999869615,2436661.300000000279397,12206747.919999999925494
20120710,2662922.000000000000000,2319450.560000000521541,2247462.799999999813735,2522275.640000000130385,2448545.549999999813735,12200656.550000000745058
20120711,2634875.299999999813735,2303983.679999999701977,2223285.399999999906868,2490922.600000000093132,2453638.800000000279397,12106705.779999999329448
20120712,2628756.019999999552965,2279593.600000000558794,2212974.450000000186265,2529701.359999999869615,2455336.550000000279397,12106361.980000000447035
20120713,2656292.780000000260770,2298629.759999999776483,2244618.399999999906868,2559404.240000000223517,2484877.400000000372529,12243822.580000000074506
20120716,2623656.620000000111759,2274834.560000000521541,2223996.500000000000000,2622935.399999999906868,2478086.399999999906868,12223509.480000000447035
20120717,2586431.000000000000000,2311122.240000000223517,2251018.300000000279397,2645212.560000000055879,2482161.000000000000000,12275945.100000001490116
20120718,2596119.860000000335276,2303388.799999999813735,2275551.250000000000000,2636961.760000000242144,2473672.250000000000000,12285693.919999999925494
20120719,2598669.560000000521541,2306958.080000000074506,2264529.199999999720603,2586631.880000000353903,2428851.649999999906868,12185640.370000001043081
20120720,2585411.120000000111759,2291491.200000000186265,2229685.299999999813735,2594057.600000000093132,2453299.250000000000000,12153944.470000000670552
20120723,2598669.560000000521541,2286732.160000000149012,2195196.950000000186265,2567655.040000000037253,2439717.250000000000000,12087970.960000000894070
20120724,2609378.299999999813735,2280188.480000000447035,2164975.200000000186265,2529701.359999999869615,2449564.200000000186265,12033807.539999999105930
20120725,2604278.900000000372529,2290896.320000000298023,2168175.149999999906868,2520625.479999999981374,2447526.899999999906868,12031502.750000001862645
20120726,2698107.860000000335276,2345030.400000000372529,2190574.799999999813735,2614684.600000000093132,2501515.350000000093132,12349913.009999999776483
20120727,2738903.060000000521541,2380128.320000000298023,2230040.850000000093132,2663364.320000000298023,2530377.100000000093132,12542813.650000000372529
20120730,2715445.820000000298023,2412846.720000000670552,2247462.799999999813735,2698842.760000000242144,2545996.399999999906868,12620594.500000001862645
20120731,2660882.240000000223517,2403328.639999999664724,2227552.000000000000000,2662539.240000000223517,2527321.150000000372529,12481623.270000001415610
20120801,2635385.240000000223517,2409872.320000000298023,2252440.500000000000000,2629536.040000000037253,2499817.600000000093132,12427051.700000001117587
20120802,2620596.980000000447035,2372394.879999999888241,2235374.100000000093132,2666664.640000000130385,2514418.250000000000000,12409448.850000001490116
20120803,2666491.580000000074506,2404518.400000000372529,2265240.299999999813735,2701318.000000000465661,2531395.750000000000000,12568964.030000001192093
20120806,2651703.320000000298023,2398569.600000000558794,2258484.850000000093132,2702968.159999999683350,2522227.899999999906868,12533953.830000001937151
20120807,2672100.919999999925494,2372989.759999999776483,2253151.600000000093132,2689766.880000000353903,2512380.949999999720603,12500390.109999999403954
20120808,2691988.580000000074506,2366446.080000000074506,2268795.800000000279397,2705443.399999999906868,2523246.550000000279397,12555920.410000002011657
20120809,2710346.419999999925494,2356928.000000000000000,2271640.200000000186265,2650988.120000000111759,2507627.250000000000000,12497529.990000000223517
20120810,2705756.959999999962747,2343840.639999999664724,2274840.149999999906868,2662539.240000000223517,2501854.900000000372529,12488831.890000000596046
20120813,2693518.400000000372529,2337891.839999999850988,2265951.399999999906868,2646862.719999999739230,2492347.500000000000000,12436571.859999999403954
20120814,2789897.060000000521541,2342650.879999999888241,2259195.950000000186265,2679040.839999999850988,2513060.050000000279397,12583844.780000001192093
20120815,2804685.320000000298023,2340866.240000000223517,2266662.500000000000000,2662539.240000000223517,2528000.250000000000000,12602753.550000000745058
20120816,2871487.459999999962747,2352763.839999999850988,2276617.899999999906868,2674915.440000000409782,2449903.750000000000000,12625688.390000000596046
20120817,2892904.939999999478459,2351574.080000000074506,2315728.399999999906868,2654288.440000000409782,2444470.949999999720603,12658966.809999998658895
20120820,2884745.900000000372529,2348004.799999999813735,2333861.450000000186265,2643562.399999999906868,2454997.000000000000000,12665171.550000000745058
20120821,2871997.400000000372529,2335512.320000000298023,2319283.900000000372529,2630361.120000000111759,2425456.150000000372529,12582610.890000002458692
20120822,2888315.480000000447035,2306363.200000000186265,2327106.000000000000000,2642737.320000000298023,2437000.850000000093132,12601522.849999999627471
20120823,2883726.019999999552965,2267101.120000000111759,2303995.250000000000000,2622935.399999999906868,2429870.300000000279397,12507628.089999999850988
20120824,2904633.560000000521541,2288516.799999999813735,2325328.250000000000000,2613034.440000000409782,2448545.549999999813735,12580058.600000001490116
20120827,2889845.299999999813735,2270670.400000000372529,2317506.150000000372529,2633661.440000000409782,2461788.000000000000000,12573471.290000000968575
20120828,2882706.139999999664724,2260557.440000000409782,2305417.450000000186265,2627885.880000000353903,2458732.049999999813735,12535298.960000000894070
20120829,2898514.280000000260770,2228433.919999999925494,2303995.250000000000000,2641087.159999999683350,2470955.850000000093132,12542986.459999999031425
20120830,2887295.599999999627471,2209397.759999999776483,2292973.199999999720603,2613859.520000000018626,2453299.250000000000000,12456825.329999998211861
20120831,2893924.820000000298023,2224864.639999999664724,2301861.949999999720603,2645212.560000000055879,2465183.500000000000000,12531047.470000000670552
20120904,2895964.580000000074506,2217726.080000000074506,2298306.450000000186265,2650988.120000000111759,2496082.550000000279397,12559067.780000001192093
20120905,2883216.080000000074506,2231408.320000000298023,2294395.399999999906868,2632011.279999999795109,2497440.750000000000000,12538471.830000000074506
20120906,2939819.419999999925494,2269480.639999999664724,2323194.950000000186265,2671615.120000000111759,2540224.050000000279397,12744334.179999999701977
20120907,2919931.759999999776483,2254608.639999999664724,2318572.799999999813735,2675740.520000000018626,2506608.599999999627471,12675462.319999998435378
20120910,2921971.519999999552965,2240331.519999999552965,2322128.300000000279397,2654288.440000000409782,2496082.550000000279397,12634802.330000001937151
20120911,2892395.000000000000000,2246875.200000000186265,2380438.500000000000000,2712044.040000000037253,2514757.800000000279397,12746510.540000000968575
20120912,2909223.019999999552965,2233787.839999999850988,2401415.950000000186265,2753298.040000000037253,2515097.349999999627471,12812822.199999999254942
20120913,2972965.519999999552965,2281378.240000000223517,2433771.000000000000000,2783826.000000000465661,2551429.200000000186265,13023369.960000000894070
20120914,3032118.560000000521541,2267696.000000000000000,2438393.149999999906868,2768974.560000000055879,2529698.000000000000000,13036880.270000001415610
20120917,3004071.860000000335276,2281378.240000000223517,2434837.650000000372529,2761548.839999999850988,2512380.949999999720603,12994217.539999999105930
20120918,3001522.160000000149012,2297440.000000000000000,2434126.549999999813735,2757423.440000000409782,2511022.750000000000000,13001534.900000000372529
20120919,3032628.500000000000000,2291491.200000000186265,2425948.900000000372529,2780525.680000000167638,2525283.850000000093132,13055878.130000000819564
20120920,3022939.639999999664724,2298629.759999999776483,2433771.000000000000000,2776400.279999999795109,2538186.750000000000000,13069927.429999999701977
20120921,3030078.799999999813735,2262342.080000000074506,2439459.799999999813735,2784651.080000000074506,2528000.250000000000000,13044532.009999999776483
20120924,3028548.980000000447035,2267696.000000000000000,2432704.350000000093132,2759073.600000000093132,2537847.199999999720603,13025870.129999998956919
20120925,3045377.000000000000000,2241521.280000000260770,2434837.650000000372529,2775575.200000000186265,2521548.800000000279397,13018859.930000001564622
20120926,3017330.299999999813735,2246280.320000000298023,2409949.149999999906868,2733496.120000000111759,2519171.949999999720603,12926227.839999999850988
20120927,3053536.040000000037253,2278998.720000000670552,2432348.799999999813735,2762373.919999999925494,2512041.399999999906868,13039298.880000000819564
