代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13560384.820000000298023
真實報酬,3560384.820000000298023

夏普值報酬,0.347338482000000
夏普值風險,0.088938640830125
夏普值,3.905372049292112

預期報酬,12744.385345800415962
風險,388828.156887635472231
趨勢值,0.032776395227682
找到最佳解世代,3132
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
AAPL[0](1),MCD[15](2),UNH[23](7),
20100527,4223853.189999999478459,3541498.000000000000000,3408905.249999999534339,11174257.439999999478459
20100528,4283376.820000000298023,3524107.000000000465661,3379838.999999999534339,11187323.820000000298023
20100601,4348736.099999999627471,3497230.000000000000000,3369375.149999999906868,11215342.250000000000000
20100602,4401256.950000001117587,3571537.000000000000000,3477501.599999999627471,11450296.550000000745058
20100603,4387251.390000000596046,3575752.999999999534339,3541447.349999999627471,11504452.740000000223517
20100604,4268204.130000000819564,3515148.000000000000000,3527495.549999999813735,11310848.679999999701977
20100607,4184170.770000000484288,3517783.000000000000000,3541447.349999999627471,11243402.120000001043081
20100608,4157326.779999999795109,3603683.999999999534339,3591441.299999999813735,11352453.079999998211861
20100609,4054619.340000000316650,3597360.000000000465661,3549585.899999999906868,11201566.240000000223517
20100610,4177167.990000000223517,3655857.000000000465661,3569350.949999999720603,11402376.939999999478459
20100611,4227354.580000000074506,3664816.000000000465661,3565863.000000000000000,11458034.580000000074506
20100614,4240193.009999999776483,3652168.000000000000000,3556561.799999999813735,11448923.809999998658895
20100615,4330062.019999999552965,3710138.000000000465661,3626320.799999999813735,11666521.820000000298023
20100616,4456112.060000000521541,3704341.000000000465661,3649573.799999999813735,11810027.859999999403954
20100617,4533142.640000000596046,3691693.000000000000000,3662362.949999999720603,11887199.589999999850988
20100618,4569323.669999999925494,3682733.999999999534339,3642597.899999999441206,11894656.570000000298023
20100621,4505131.519999999552965,3684842.000000000000000,3621670.199999999720603,11811644.719999998807907
20100622,4565822.279999999329448,3617386.000000000000000,3562375.049999999813735,11745584.329999998211861
20100623,4517969.950000001117587,3616858.999999999534339,3512381.099999999627471,11647211.050000000745058
20100624,4485290.310000000521541,3569429.000000000000000,3460061.850000000093132,11514782.160000000149012
20100625,4446775.019999999552965,3553092.000000000000000,3474013.649999999441206,11473881.669999998062849
20100628,4473619.009999999776483,3548349.000000000000000,3393790.799999999813735,11415759.809999998658895
20100629,4271705.519999999552965,3502499.999999999534339,3328682.399999999441206,11102888.919999998062849
20100630,4193507.810000000055879,3471407.000000000465661,3301941.449999999720603,10966857.259999999776483
20100701,4143321.220000000204891,3515674.999999999534339,3237995.699999999720603,10896992.919999999925494
20100702,4117644.360000000335276,3485636.000000000000000,3290314.949999999720603,10893596.310000000521541
20100706,4145655.480000000447035,3484055.000000000000000,3358911.299999999813735,10988622.780000001192093
20100707,4312555.070000000298023,3547295.000000000000000,3394953.449999999720603,11254804.519999999552965
20100708,4303218.029999999329448,3637412.000000000000000,3450760.649999999906868,11391391.679999999701977
20100709,4328894.890000000596046,3647952.000000000000000,3484477.499999999534339,11461325.390000000596046
20100712,4290379.599999999627471,3685896.000000000000000,3492616.049999999813735,11468892.649999998509884
20100713,4198176.330000000074506,3733326.000000000000000,3504242.549999999813735,11435745.879999998956919
20100714,4213349.019999999552965,3736488.000000000465661,3525170.249999999534339,11475008.269999999552965
20100715,4192340.680000000633299,3759149.000000000000000,3590278.649999999441206,11541769.330000000074506
20100716,4166663.820000000763685,3685896.000000000000000,3527495.549999999813735,11380056.370000001043081
20100719,4094301.759999999776483,3684315.000000000000000,3583302.749999999534339,11361920.509999999776483
20100720,4199343.459999999031425,3734907.000000000465661,3584465.399999999441206,11518716.859999999403954
20100721,4239025.880000000819564,3694855.000000000000000,3569350.949999999720603,11503232.830000000074506
20100722,4318390.720000000670552,3762838.000000000465661,3604230.449999999720603,11685460.169999999925494
20100723,4333563.410000000149012,3683788.000000000465661,3594929.250000000000000,11612281.660000000149012
20100726,4323059.240000000223517,3734907.000000000465661,3658874.999999999534339,11716842.240000000223517
20100727,4403591.209999999031425,3710138.000000000465661,3578652.149999999906868,11692382.359999999403954
20100728,4351070.360000001266599,3676937.000000000000000,3526332.899999999441206,11554341.260000001639128
20100729,4303218.029999999329448,3656383.999999999534339,3539122.049999999813735,11498725.079999998211861
20100730,4289212.470000000670552,3674829.000000000000000,3540284.699999999720603,11504327.169999999925494
20100802,4366243.049999998882413,3702233.000000000000000,3655387.049999999813735,11723864.099999997764826
20100803,4367410.179999999701977,3712773.000000000000000,3769326.750000000000000,11849510.929999999701977
20100804,4384917.130000000819564,3725421.000000000000000,3826296.599999999161810,11936635.730000000447035
20100805,4363908.790000000968575,3712773.000000000000000,3885591.750000000000000,11962274.540000000968575
20100806,4337064.799999998882413,3780755.999999999534339,3889079.700000000186265,12006901.500000000000000
20100809,4363908.790000000968575,3842942.000000000000000,3893730.299999999813735,12100582.089999999850988
20100810,4325393.500000000000000,3838726.000000000000000,3875127.899999999441206,12039248.399999998509884
20100811,4171332.340000000316650,3771796.999999999534339,3719332.799999999348074,11662463.139999998733401
20100812,4198176.330000000074506,3797620.000000000000000,3735609.899999999906868,11731407.230000000447035
20100813,4153825.390000000596046,3788661.000000000000000,3723983.399999999906868,11666470.790000000968575
20100816,4129315.660000000614673,3783391.000000000465661,3708868.949999999720603,11621576.610000001266599
20100817,4201677.720000000670552,3858752.000000000000000,3761188.199999999720603,11821618.919999999925494
20100818,4219184.669999999925494,3860333.000000000000000,3783278.549999999813735,11862797.219999998807907
20100819,4166663.820000000763685,3845577.000000000000000,3696079.799999999813735,11708321.620000001043081
20100820,4161995.299999999813735,3851374.000000000000000,3675152.099999999627471,11688522.399999998509884
20100823,4097803.149999999906868,3865076.000000000000000,3662362.949999999720603,11625243.099999999627471
20100824,4000931.360000000335276,3832402.000000000000000,3608881.049999999813735,11442215.410000000149012
20100825,4049950.820000000763685,3857171.000000000000000,3715844.849999999627471,11622967.669999999925494
20100826,4006767.009999999776483,3855590.000000000000000,3703055.699999999720603,11565413.709999999031425
20100827,4028942.480000000447035,3899330.999999999534339,3763513.499999999534339,11691787.980000000447035
20100830,4042948.040000000502914,3833455.999999999534339,3710031.599999999627471,11586436.640000000596046
20100831,4053452.209999999962747,3850320.000000000000000,3687941.249999999534339,11591714.459999999031425
20100901,4173666.600000000093132,3928316.000000000465661,3789091.800000000279397,11891075.400000000372529
20100902,4204011.980000000447035,3953612.000000000000000,3820483.349999999627471,11978108.330000000074506
20100903,4314889.330000000074506,3957301.000000000000000,3942561.599999999161810,12214752.929999999701977
20100907,4298549.509999999776483,3994718.000000000000000,3927447.149999999906868,12220715.660000000149012
20100908,4383750.000000000000000,4009474.000000000000000,3935585.699999999720603,12328810.699999999254942
20100909,4386084.259999999776483,3919357.000000000465661,3955350.750000000000000,12260793.009999999776483
20100910,4391919.910000000149012,3953085.000000000465661,4009995.299999999813735,12355001.210000000894070
20100913,4452610.669999999925494,3929896.999999999534339,4036736.249999999534339,12419244.919999999925494
20100914,4468950.490000000223517,3896696.000000000000000,4023947.099999999627471,12389594.589999999850988
20100915,4505131.519999999552965,3937274.999999999534339,3984417.000000000000000,12426824.519999999552965
20100916,4611340.349999999627471,3942018.000000000000000,3980929.049999999813735,12534288.399999998509884
20100917,4591499.140000000596046,3916721.999999999534339,3968139.899999999906868,12476362.040000000968575
20100920,4722217.700000001117587,3958355.000000000000000,4061151.899999999906868,12741725.600000001490116
20100921,4731554.740000000223517,3979435.000000000465661,4099519.349999999627471,12810510.089999999850988
20100922,4798081.150000000372529,3959408.999999999534339,4148350.649999999906868,12905841.800000000745058
20100923,4816755.230000000447035,3933586.000000000000000,4120447.049999999348074,12870789.279999999329448
20100924,4873944.599999999627471,3957827.999999999534339,4154163.899999999441206,12985937.500000000000000
20100927,4854103.390000000596046,3939910.000000000465661,4109983.199999999720603,12903997.589999999850988
20100928,4782908.459999999031425,3933058.999999999534339,4073941.049999999813735,12789909.509999997913837
20100929,4791078.369999999180436,3923573.000000000000000,4092543.450000000186265,12807195.820000000298023
20100930,4731554.740000000223517,3926735.000000000465661,4082079.599999999627471,12740370.339999999850988
20101001,4710546.400000000372529,3948342.000000000000000,4119284.399999999906868,12778173.800000000745058
20101004,4646354.250000000000000,3949923.000000000000000,4015808.549999999813735,12612086.800000000745058
20101005,4817922.360000001266599,3995771.999999999534339,4077428.999999999534339,12891124.360000001266599
20101006,4806251.060000000521541,3973638.000000000465661,3958838.699999999254942,12738728.759999999776483
20101007,4822590.880000000819564,3997880.000000000000000,3992555.550000000279397,12813027.430000001564622
20101008,4903122.849999999627471,4010527.999999999534339,3993718.199999999720603,12907370.049999998882413
20101011,4924131.189999999478459,3983651.000000000000000,4028597.699999999720603,12936380.889999998733401
20101012,4977819.169999999925494,3983124.000000000000000,4071615.750000000000000,13032559.919999999925494
20101013,5004663.160000000149012,3992083.000000000000000,4106495.249999999534339,13103242.410000000149012
20101014,5040844.189999999478459,4060066.000000000465661,4159977.149999999906868,13260888.339999999850988
20101015,5247426.200000001117587,4083254.000000000000000,4183230.149999999441206,13513911.350000001490116
20101018,5302281.310000000521541,4074821.999999999534339,4214621.699999999254942,13591726.009999999776483
20101019,5159891.450000001117587,4057430.999999999534339,4104169.949999999254942,13321493.400000000372529
20101020,5177398.400000000372529,4079565.000000000000000,4270428.899999998509884,13527393.299999998882413
20101021,5161058.580000000074506,4133846.000000000000000,4242525.300000000745058,13537430.880000000819564
20101022,5126044.679999999701977,4139643.000000000000000,4332049.349999999627471,13597738.029999999329448
20101025,5149387.279999999329448,4147548.000000000000000,4366928.849999999627471,13663865.129999998956919
20101026,5136548.849999999627471,4150710.000000000465661,4368091.500000000000000,13655351.349999999627471
20101027,5133047.459999999031425,4083254.000000000000000,4177416.899999999906868,13393719.359999999403954
20101028,5089863.650000000372529,4083254.000000000000000,4214621.699999999254942,13387740.349999999627471
20101029,5018668.720000000670552,4098537.000000000000000,4191368.699999999254942,13308575.419999999925494
20101101,5071189.570000000298023,4104333.999999999534339,4198344.599999999627471,13373869.169999999925494
20101102,5157557.189999999478459,4131738.000000000465661,4301820.449999999254942,13591116.639999998733401
20101103,5215913.689999999478459,4137008.000000000000000,4262290.349999999627471,13615213.039999999105930
20101104,5306949.830000000074506,4172844.000000000465661,4278567.449999999254942,13758362.279999999329448
20101105,5287108.619999999180436,4179168.000000000000000,4285543.349999999627471,13751820.969999998807907
20101108,5312785.480000000447035,4179695.000000000000000,4315772.250000000000000,13808253.730000000447035
20101109,5269601.669999999925494,4168627.999999999534339,4299495.149999998509884,13737725.819999998435378
20101110,5302281.310000000521541,4189708.000000000000000,4320422.849999999627471,13812413.160000000149012
20101111,5280105.839999999850988,4200248.000000000000000,4356465.000000000000000,13836819.839999999850988
20101112,5135381.720000000670552,4155452.999999999534339,4263453.000000000000000,13554288.720000000670552
20101115,5119041.900000000372529,4167046.999999999534339,4123934.999999999534339,13410024.900000000372529
20101116,5028005.759999999776483,4080092.000000000000000,4070453.099999999627471,13178551.859999999403954
20101117,5010498.810000000521541,4130157.000000000465661,4107657.899999999441206,13248314.710000000894070
20101118,5142384.500000000000000,4164412.000000000000000,4142537.399999999906868,13449334.900000000372529
20101119,5114373.380000000819564,4197086.000000000000000,4185555.449999999720603,13497015.830000000074506
20101122,5225250.730000000447035,4190762.000000000000000,4239037.349999999627471,13655051.080000000074506
20101123,5147053.019999999552965,4163885.000000000465661,4191368.699999999254942,13502307.719999998807907
20101124,5248593.330000000074506,4188654.000000000000000,4206483.150000000372529,13643731.480000000447035
20101126,5252094.720000000670552,4139116.000000000465661,4171603.649999999906868,13562815.370000001043081
20101129,5283607.230000000447035,4124360.000000000465661,4254151.800000000745058,13662120.030000001192093
20101130,5187902.570000000298023,4126468.000000000000000,4246013.250000000000000,13560384.820000000298023
