訓練日期,20180925 - 20181227
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10776280.050000000745058
真實報酬,776280.050000000745058

夏普值報酬,0.068928005000000
夏普值風險,0.043962957027405
夏普值,1.567865531816530

預期報酬,18438.791758287519770
風險,288078.999944406561553
趨勢值,0.064006025298081
找到最佳解世代,2249
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
MCD[15](1),MRK[17](3),PG[21](2),
20181016,3348845.359999999869615,3354054.360000000335276,3204383.700000000651926,9907284.420000001788139
20181017,3403955.060000000055879,3382310.759999999776483,3238005.450000000186265,10024272.269999999552965
20181018,3404771.500000000000000,3400677.419999999925494,3173926.350000000093132,9979376.269999999552965
20181019,3418650.979999999981374,3407270.580000000074506,3453184.650000000372529,10279107.210000000894070
20181022,3401097.519999999552965,3417631.259999999776483,3425496.150000000372529,10244225.929999999701977
20181023,3615821.239999999757856,3395497.080000000074506,3447646.950000000186265,10458966.269999999552965
20181024,3619903.439999999944121,3322030.440000000409782,3538623.450000000186265,10480558.330000001937151
20181025,3578265.000000000000000,3294715.919999999925494,3520428.150000000372529,10393410.070000000298023
20181026,3538055.330000000074506,3315437.280000000260770,3475335.450000000186265,10328829.060000000521541
20181029,3535810.119999999646097,3364885.980000000447035,3490366.350000000093132,10391063.449999999254942
20181030,3643171.979999999981374,3431759.460000000428408,3527943.600000000093132,10602876.040000000968575
20181031,3610718.489999999757856,3466609.020000000018626,3507770.550000000745058,10585099.060000000521541
20181101,3569488.269999999552965,3443532.960000000428408,3543765.600000000558794,10556787.830000001937151
20181102,3607656.839999999850988,3403503.060000000055879,3552467.700000000651926,10563628.600000001490116
20181105,3681952.879999999422580,3443532.960000000428408,3607449.150000000372529,10732935.990000000223517
20181106,3729306.399999999906868,3452480.820000000298023,3619711.200000000651926,10801499.420000001788139
20181107,3760739.339999999850988,3535837.200000000186265,3611009.100000000558794,10907586.640000000596046
20181108,3785844.869999999646097,3554674.800000000279397,3613777.950000000186265,10954298.620000001043081
20181109,3795233.929999999701977,3525476.520000000018626,3655310.700000000186265,10976022.149999998509884
20181112,3763188.660000000149012,3517470.540000000037253,3666781.650000000372529,10947441.850000001490116
20181113,3755840.699999999720603,3513703.020000000018626,3697239.000000000465661,10966783.720000000670552
20181114,3752574.939999999944121,3489214.140000000130385,3698030.100000000093132,10939820.179999999701977
20181115,3746655.750000000000000,3524534.640000000130385,3711478.800000000279397,10982670.190000001341105
20181116,3828912.080000000074506,3581989.320000000298023,3711083.250000000000000,11121985.650000000372529
20181119,3811154.509999999776483,3595646.580000000074506,3690119.100000000558794,11096921.190000001341105
20181120,3749717.399999999906868,3521709.000000000000000,3643048.650000000372529,10914476.050000000745058
20181121,3729510.509999999776483,3522179.940000000409782,3615755.700000000186265,10867447.150000000372529
20181123,3713385.819999999832362,3516528.660000000149012,3620897.850000000558794,10850813.330000001937151
20181126,3753391.379999999422580,3552791.040000000037253,3636719.850000000093132,10942903.269999999552965
20181127,3768495.519999999552965,3595175.640000000130385,3667572.750000000465661,11031244.910000000149012
20181128,3834218.939999999944121,3637089.300000000279397,3679043.700000000651926,11150352.940000001341105
20181129,3862998.449999999720603,3669113.220000000204891,3671528.250000000000000,11203640.919999999925494
20181130,3847690.199999999720603,3736457.640000000130385,3738376.200000000651926,11322525.040000000968575
20181203,3783599.660000000149012,3730806.360000000335276,3691305.750000000000000,11205712.769999999552965
20181204,3776864.029999999795109,3683241.419999999925494,3690910.200000000651926,11151016.650000000372529
20181206,3785232.539999999571592,3690776.460000000428408,3700403.400000000372529,11176413.400000000372529
20181207,3734409.149999999906868,3613071.360000000335276,3656892.900000000372529,11004374.410000000149012
20181210,3768903.739999999757856,3646037.160000000149012,3679834.800000000279397,11094776.700000001117587
20181211,3747268.080000000074506,3631438.020000000018626,3714643.200000000186265,11093350.300000000745058
20181212,3745022.869999999646097,3673822.620000000577420,3719389.800000000279397,11138236.290000000968575
20181213,3805235.319999999832362,3720916.620000000577420,3816695.100000000093132,11342848.040000000968575
20181214,3741144.779999999795109,3601768.800000000279397,3822628.350000000558794,11165542.929999999701977
20181217,3690117.279999999795109,3542901.300000000279397,3669550.500000000000000,10902570.080000000074506
20181218,3668073.399999999906868,3500516.700000000186265,3658475.100000000093132,10827066.199999999254942
20181219,3656847.349999999627471,3474144.060000000055879,3629599.950000000651926,10760592.360000001266599
20181220,3544995.069999999832362,3460957.739999999757856,3598747.050000000745058,10604700.859999999403954
20181221,3554588.239999999757856,3433172.280000000260770,3598351.500000000465661,10586113.019999999552965
20181224,3475597.669999999925494,3350757.780000000260770,3455557.950000000186265,10281914.400000000372529
20181226,3552138.919999999925494,3484975.680000000167638,3563543.100000000558794,10600658.699999999254942
20181227,3586429.399999999906868,3549965.399999999906868,3639884.250000000000000,10776280.050000000745058
