二次加權,一次,二次平均
TRV[22](1),BA[2](3)MCD[15](4)MRK[17](2)TRV[22](12),BA[2](5)MCD[15](3)MRK[17](4)TRV[22](1)
result_train_2010_02(2010 Q1).csv
CSCO[4](3)HD[9](1),CSCO[4](1)HD[9](3),CSCO[4](1)HD[9](2)
result_train_2010_03(2010 Q1).csv
JPM[13](4)UTX[24](3)VZ[26](6)WBA[27](1),CAT[3](9)DIS[6](3)JNJ[12](10)UTX[24](1)VZ[26](4)WMT[28](17),AAPL[0](8)CAT[3](5)DIS[6](4)NKE[19](13)UTX[24](1)VZ[26](7)WBA[27](9)WMT[28](18)
result_train_2010_04(2010 Q1).csv
MMM[16](1),MCD[15](1)MMM[16](12)MSFT[18](8),MCD[15](2)MMM[16](1)
result_train_2010_05(2010 Q1).csv
DD[7](1),,
result_train_2010_06(2010 Q1).csv
JNJ[12](2)MRK[17](1),MRK[17](1)VZ[26](2),MRK[17](1)
result_train_2010_07(2010 Q1).csv
GS[8](3)KO[14](2)VZ[26](1),GS[8](2)KO[14](1)VZ[26](22),GS[8](3)KO[14](1)VZ[26](7)
result_train_2010_08(2010 Q1).csv
MCD[15](1),MCD[15](1),MCD[15](1)
result_train_2010_09(2010 Q1).csv
AAPL[0](7)IBM[10](3)VZ[26](4)WBA[27](8),AAPL[0](2)CSCO[4](12)JNJ[12](4)UNH[23](14)VZ[26](10)WBA[27](18),AAPL[0](6)CSCO[4](16)JNJ[12](5)UNH[23](12)VZ[26](7)WBA[27](11)
result_train_2010_10(2010 Q1).csv
DIS[6](4)GS[8](2)KO[14](3)MCD[15](11)MSFT[18](5)TRV[22](1),DIS[6](4)GS[8](3)IBM[10](16)KO[14](8)MCD[15](9)TRV[22](1),DIS[6](5)GS[8](4)KO[14](7)MCD[15](11)MSFT[18](8)TRV[22](2)
result_train_2010_11(2010 Q1).csv
KO[14](1)NKE[19](2),INTC[11](3)KO[14](1),INTC[11](4)KO[14](1)
result_train_2010_12(2010 Q1).csv
CSCO[4](6)IBM[10](8)KO[14](11)MCD[15](25)TRV[22](10)VZ[26](2),CSCO[4](16)CVX[5](2)IBM[10](17)KO[14](19)MCD[15](27)PG[21](10)VZ[26](1),AAPL[0](9)CAT[3](4)CSCO[4](11)CVX[5](1)IBM[10](14)INTC[11](26)KO[14](18)MCD[15](25)PG[21](13)VZ[26](2)
result_train_2011_01(2011 Q1).csv
CAT[3](9)IBM[10](1)UTX[24](3)XOM[29](2),DIS[6](11)IBM[10](3)INTC[11](12)UNH[23](2)XOM[29](1),DIS[6](17)IBM[10](2)UNH[23](3)XOM[29](1)
result_train_2011_02(2011 Q1).csv
CVX[5](1)KO[14](4),CVX[5](8)DIS[6](2)TRV[22](1)XOM[29](20),CVX[5](1)TRV[22](2)V[25](9)
result_train_2011_03(2011 Q1).csv
CAT[3](1)VZ[26](3),PFE[20](1),CAT[3](1)PFE[20](2)
result_train_2011_04(2011 Q1).csv
AAPL[0](14)AXP[1](8)MRK[17](5)PG[21](17)WBA[27](4),PG[21](7)V[25](4)WBA[27](3),AAPL[0](19)AXP[1](6)MRK[17](4)PG[21](10)WBA[27](3)
result_train_2011_05(2011 Q1).csv
AXP[1](2)MCD[15](1),MCD[15](1),AXP[1](2)MCD[15](1)
result_train_2011_06(2011 Q1).csv
IBM[10](2)MSFT[18](1)VZ[26](3),MCD[15](2)UNH[23](1),MCD[15](2)MSFT[18](1)VZ[26](6)
result_train_2011_07(2011 Q1).csv
AAPL[0](1),AAPL[0](1),AAPL[0](1)
result_train_2011_08(2011 Q1).csv
MCD[15](1),MCD[15](1),MCD[15](1)
result_train_2011_09(2011 Q1).csv
IBM[10](1)VZ[26](2),INTC[11](1),INTC[11](1)VZ[26](2)
result_train_2011_10(2011 Q1).csv
CAT[3](1)MRK[17](6)TRV[22](3)WMT[28](8),CAT[3](1)INTC[11](4)MRK[17](23)TRV[22](6)WMT[28](3),AAPL[0](29)INTC[11](2)TRV[22](5)WMT[28](4)
result_train_2011_11(2011 Q1).csv
HD[9](1),HD[9](1),HD[9](1)
result_train_2011_12(2011 Q1).csv
MCD[15](9)PFE[20](6)PG[21](5)VZ[26](1),MCD[15](2)MSFT[18](6)PFE[20](1)PG[21](4),MCD[15](4)PFE[20](3)PG[21](5)VZ[26](1)
result_train_2012_01(2012 Q1).csv
AAPL[0](6)CAT[3](1)JNJ[12](10)MSFT[18](9)NKE[19](2)UTX[24](12),AAPL[0](12)CAT[3](1)MSFT[18](4)NKE[19](2)UTX[24](10),AAPL[0](7)CAT[3](1)MSFT[18](6)NKE[19](2)UTX[24](11)
result_train_2012_02(2012 Q1).csv
JNJ[12](23)JPM[13](9)KO[14](8)PG[21](1)UNH[23](7)V[25](5)XOM[29](13),CVX[5](5)HD[9](1)KO[14](7)MSFT[18](4)PG[21](10)UNH[23](20)V[25](3),HD[9](1)JPM[13](12)KO[14](9)PG[21](4)UNH[23](13)V[25](3)XOM[29](15)
result_train_2012_03(2012 Q1).csv
KO[14](1),IBM[10](1)KO[14](10)WMT[28](4),KO[14](1)
result_train_2012_04(2012 Q1).csv
AXP[1](8)KO[14](3)TRV[22](2)VZ[26](1),HD[9](1),AXP[1](6)TRV[22](1)VZ[26](2)
result_train_2012_05(2012 Q1).csv
DIS[6](5)WMT[28](1),DIS[6](3)PG[21](4)WMT[28](2),DIS[6](3)WMT[28](1)
result_train_2012_06(2012 Q1).csv
JNJ[12](2)MRK[17](1),JNJ[12](5)MRK[17](1),JNJ[12](4)MRK[17](1)
result_train_2012_07(2012 Q1).csv
GS[8](9)WBA[27](1)WMT[28](15),AAPL[0](11)NKE[19](1)PG[21](3)WBA[27](4)WMT[28](2),WBA[27](1)WMT[28](3)
result_train_2012_08(2012 Q1).csv
AAPL[0](2)HD[9](3)MCD[15](6)NKE[19](7)UNH[23](1)WMT[28](22),AAPL[0](1)HD[9](4)NKE[19](7)UNH[23](2)WMT[28](26),AAPL[0](1)HD[9](5)NKE[19](8)PG[21](7)UNH[23](2)WMT[28](25)
result_train_2012_09(2012 Q1).csv
HD[9](2)MCD[15](9)MRK[17](6)PFE[20](1)WBA[27](7),HD[9](4)MCD[15](5)MRK[17](6)PFE[20](11)TRV[22](9)WBA[27](25),HD[9](5)IBM[10](6)MCD[15](7)MRK[17](11)PFE[20](9)WBA[27](16)
result_train_2012_10(2012 Q1).csv
JNJ[12](1),GS[8](1)TRV[22](2),TRV[22](1)
result_train_2012_11(2012 Q1).csv
BA[2](14)CSCO[4](1)PFE[20](11),BA[2](1),BA[2](4)CSCO[4](1)PFE[20](10)
result_train_2012_12(2012 Q1).csv
DD[7](4)NKE[19](1),DD[7](2)JPM[13](1)NKE[19](14),DD[7](2)NKE[19](5)WBA[27](3)
result_train_2013_01(2013 Q1).csv
MCD[15](1)PG[21](2)TRV[22](7)WMT[28](12),CAT[3](7)DIS[6](16)JNJ[12](1)JPM[13](5)MCD[15](6)MRK[17](11)V[25](20)WBA[27](9)WMT[28](24),CAT[3](10)DIS[6](13)JPM[13](7)MCD[15](1)PG[21](4)V[25](25)WBA[27](12)WMT[28](19)
result_train_2013_02(2013 Q1).csv
VZ[26](1),AXP[1](2)JNJ[12](1)VZ[26](7),JNJ[12](2)VZ[26](1)
result_train_2013_03(2013 Q1).csv
AAPL[0](11)MCD[15](18)MSFT[18](12)TRV[22](3)UNH[23](6)V[25](9)WBA[27](1)WMT[28](15),AAPL[0](17)AXP[1](4)IBM[10](10)MCD[15](11)PFE[20](7)UNH[23](8)VZ[26](2)WBA[27](16)WMT[28](14),AAPL[0](14)AXP[1](5)JNJ[12](1)MCD[15](15)MSFT[18](18)UNH[23](7)VZ[26](2)WBA[27](3)WMT[28](17)
result_train_2013_04(2013 Q1).csv
INTC[11](2)JNJ[12](4)MCD[15](23)VZ[26](1),HD[9](3)KO[14](8)MCD[15](15)MSFT[18](13)NKE[19](2)PFE[20](12)VZ[26](7)WMT[28](6),INTC[11](3)JNJ[12](7)MCD[15](17)NKE[19](4)VZ[26](1)
result_train_2013_05(2013 Q1).csv
AAPL[0](20)AXP[1](2)CSCO[4](6)HD[9](5)INTC[11](15)JPM[13](1)MRK[17](8)TRV[22](28),AAPL[0](23)AXP[1](2)CSCO[4](7)HD[9](4)INTC[11](21)JPM[13](5)MRK[17](18)TRV[22](24),AAPL[0](23)AXP[1](3)CSCO[4](7)HD[9](5)INTC[11](19)JPM[13](1)MMM[16](6)MRK[17](15)TRV[22](26)
result_train_2013_06(2013 Q1).csv
UNH[23](1),UNH[23](1)VZ[26](2),UNH[23](1)
result_train_2013_07(2013 Q1).csv
AAPL[0](6)JNJ[12](1)UTX[24](2),AAPL[0](9)IBM[10](15)JNJ[12](1)PFE[20](4)UTX[24](2),AAPL[0](10)CVX[5](5)IBM[10](15)JNJ[12](1)UTX[24](2)
result_train_2013_08(2013 Q1).csv
AAPL[0](2)MSFT[18](1),AAPL[0](1)MSFT[18](3),AAPL[0](1)MSFT[18](3)
result_train_2013_09(2013 Q1).csv
AAPL[0](12)BA[2](2)NKE[19](1)UNH[23](30)V[25](5),AAPL[0](30)BA[2](2)NKE[19](1)UNH[23](29)V[25](6),AAPL[0](29)BA[2](3)NKE[19](2)UNH[23](30)V[25](6)
result_train_2013_10(2013 Q1).csv
BA[2](1)HD[9](15)KO[14](4)XOM[29](3),AAPL[0](6)DD[7](15)MSFT[18](13)PG[21](1)XOM[29](5),BA[2](1)INTC[11](4)PG[21](2)XOM[29](3)
result_train_2013_11(2013 Q1).csv
AAPL[0](14)AXP[1](1)CVX[5](17)HD[9](12)JPM[13](8)MRK[17](3)UNH[23](2)WMT[28](7),AAPL[0](25)CVX[5](8)IBM[10](23)MRK[17](1)PG[21](5)UNH[23](2),CVX[5](12)HD[9](15)MMM[16](3)MRK[17](1)UNH[23](2)WMT[28](5)
result_train_2013_12(2013 Q1).csv
CAT[3](2)CSCO[4](10)HD[9](4)V[25](7),AAPL[0](12)DD[7](4)INTC[11](2)XOM[29](1),AAPL[0](22)CAT[3](1)DIS[6](3)V[25](6)XOM[29](2)
result_train_2014_01(2014 Q1).csv
DD[7](2)MRK[17](3)MSFT[18](1),MRK[17](1)UTX[24](2),MRK[17](1)UTX[24](4)
result_train_2014_02(2014 Q1).csv
HD[9](3)MRK[17](11)NKE[19](1)UNH[23](2)VZ[26](23)XOM[29](5),DIS[6](6)HD[9](16)MRK[17](5)NKE[19](1)UNH[23](23)VZ[26](30)XOM[29](15),HD[9](9)MRK[17](7)NKE[19](1)UNH[23](6)VZ[26](28)XOM[29](12)
result_train_2014_03(2014 Q1).csv
CVX[5](3)INTC[11](1)JNJ[12](2)MSFT[18](5)PG[21](14),JNJ[12](1)MCD[15](9)PG[21](4)UNH[23](7),CVX[5](3)INTC[11](2)JNJ[12](1)MSFT[18](4)PG[21](9)
result_train_2014_04(2014 Q1).csv
AAPL[0](2)KO[14](8)MCD[15](12)MRK[17](6)TRV[22](1)WMT[28](7)XOM[29](3),CAT[3](1)INTC[11](9)KO[14](3)MCD[15](4)TRV[22](2),AAPL[0](4)KO[14](5)MCD[15](9)MRK[17](10)TRV[22](1)WMT[28](8)XOM[29](2)
result_train_2014_05(2014 Q1).csv
CSCO[4](5)DD[7](6)INTC[11](8)MRK[17](12)VZ[26](2),BA[2](5)CSCO[4](7)DIS[6](4)MCD[15](12)TRV[22](2)VZ[26](1),AAPL[0](1)CSCO[4](5)DD[7](6)MSFT[18](15)VZ[26](2)
result_train_2014_06(2014 Q1).csv
INTC[11](2)NKE[19](5)UNH[23](4),AAPL[0](15)CVX[5](2)INTC[11](1)UNH[23](14),AAPL[0](20)CVX[5](2)INTC[11](1)UNH[23](8)
result_train_2014_07(2014 Q1).csv
AAPL[0](7)DIS[6](12)HD[9](5)INTC[11](3),AAPL[0](6)IBM[10](1)INTC[11](2),AAPL[0](5)DIS[6](15)INTC[11](2)
result_train_2014_08(2014 Q1).csv
CAT[3](5)GS[8](6)HD[9](3)JPM[13](1)UNH[23](2)VZ[26](23)WMT[28](13),CAT[3](1)WMT[28](10),CAT[3](1)WMT[28](12)
result_train_2014_09(2014 Q1).csv
GS[8](8)HD[9](2)JNJ[12](3)KO[14](4)MCD[15](1)NKE[19](5),GS[8](4)JNJ[12](1)KO[14](9)MCD[15](7)MSFT[18](5)NKE[19](8)PFE[20](6)PG[21](2),GS[8](6)JNJ[12](1)KO[14](5)MCD[15](2)NKE[19](4)PG[21](3)
result_train_2014_10(2014 Q1).csv
MMM[16](1)PG[21](8)TRV[22](3)UNH[23](2)V[25](7),WBA[27](1),TRV[22](2)UNH[23](1)
result_train_2014_11(2014 Q1).csv
CAT[3](17)DIS[6](13)IBM[10](23)INTC[11](1)KO[14](4)MCD[15](8)MRK[17](18)PFE[20](10)PG[21](21)WMT[28](7),AAPL[0](10)CAT[3](17)CSCO[4](1)IBM[10](28)JNJ[12](22)KO[14](5)MCD[15](4)PFE[20](19)PG[21](18)TRV[22](6)V[25](8)WMT[28](2),AAPL[0](7)BA[2](8)CSCO[4](1)GS[8](23)IBM[10](25)KO[14](3)PFE[20](14)PG[21](20)TRV[22](10)V[25](12)
result_train_2014_12(2014 Q1).csv
BA[2](11)HD[9](1)WBA[27](2),UTX[24](1)WBA[27](2),HD[9](2)UTX[24](3)WBA[27](1)
result_train_2015_01(2015 Q1).csv
BA[2](1)UTX[24](6),BA[2](4)MRK[17](2)UNH[23](1),BA[2](1)MRK[17](4)UNH[23](2)
result_train_2015_02(2015 Q1).csv
BA[2](15)JPM[13](2)MSFT[18](3)NKE[19](1)WBA[27](9),AAPL[0](6)BA[2](17)JNJ[12](27)JPM[13](1)NKE[19](21)UTX[24](5)VZ[26](16)WBA[27](14),AAPL[0](10)BA[2](18)DIS[6](12)DD[7](4)IBM[10](13)JPM[13](2)NKE[19](6)VZ[26](19)WBA[27](15)
result_train_2015_03(2015 Q1).csv
NKE[19](1)PFE[20](2),UNH[23](1),NKE[19](2)UNH[23](1)
result_train_2015_04(2015 Q1).csv
CAT[3](4)CSCO[4](5)DD[7](2)MSFT[18](1),CAT[3](1)CSCO[4](2)CVX[5](4)DIS[6](5)KO[14](23),CAT[3](2)CSCO[4](3)CVX[5](7)DIS[6](6)DD[7](1)JPM[13](11)KO[14](19)MSFT[18](4)
result_train_2015_05(2015 Q1).csv
GS[8](1)INTC[11](2),GS[8](1)JPM[13](3),GS[8](1)
result_train_2015_06(2015 Q1).csv
DIS[6](2)NKE[19](1),JPM[13](2)NKE[19](1),NKE[19](1)
result_train_2015_07(2015 Q1).csv
TRV[22](2)V[25](1),TRV[22](1)V[25](5)WMT[28](15),TRV[22](2)V[25](1)
result_train_2015_08(2015 Q1).csv
,AXP[1](1),
result_train_2015_09(2015 Q1).csv
NKE[19](1)PG[21](2),MCD[15](2)NKE[19](1),NKE[19](1)PG[21](2)
result_train_2015_10(2015 Q1).csv
AAPL[0](5)DIS[6](1)NKE[19](20)PG[21](17)TRV[22](2)UNH[23](27)VZ[26](4)XOM[29](21),AAPL[0](21)DIS[6](4)NKE[19](20)PG[21](12)TRV[22](1)UNH[23](27)VZ[26](2)XOM[29](16),CVX[5](22)DIS[6](1)INTC[11](7)NKE[19](23)TRV[22](2)UNH[23](27)
result_train_2015_11(2015 Q1).csv
HD[9](1)KO[14](2),HD[9](4)V[25](1),HD[9](1)
result_train_2015_12(2015 Q1).csv
MCD[15](2)UNH[23](8)UTX[24](1)WMT[28](3),MCD[15](1),MCD[15](1)
result_train_2016_01(2016 Q1).csv
VZ[26](1),WMT[28](1),VZ[26](1)
result_train_2016_02(2016 Q1).csv
JNJ[12](2)UTX[24](1),CSCO[4](4)DD[7](2)MMM[16](1)UTX[24](6)XOM[29](3),CSCO[4](3)DD[7](6)UTX[24](1)
result_train_2016_03(2016 Q1).csv
IBM[10](1)JNJ[12](11)KO[14](7)PG[21](30)UNH[23](2)WMT[28](20),IBM[10](1)JNJ[12](24)KO[14](3)PG[21](22)UNH[23](13)WMT[28](17),IBM[10](1)JNJ[12](18)KO[14](3)PG[21](25)UNH[23](6)WMT[28](21)
result_train_2016_04(2016 Q1).csv
XOM[29](1),BA[2](4)CVX[5](1)PFE[20](5)XOM[29](2),BA[2](3)CVX[5](2)PFE[20](7)XOM[29](1)
result_train_2016_05(2016 Q1).csv
AAPL[0](3)CSCO[4](1)IBM[10](12)JPM[13](5),PFE[20](1)XOM[29](6),AAPL[0](2)CSCO[4](1)JPM[13](5)MSFT[18](9)PFE[20](6)
result_train_2016_06(2016 Q1).csv
VZ[26](1)WMT[28](2),VZ[26](1),VZ[26](1)
result_train_2016_07(2016 Q1).csv
AAPL[0](7)JNJ[12](6)MSFT[18](1)WMT[28](18),AAPL[0](15)JNJ[12](2)MSFT[18](1)PFE[20](6)WMT[28](18),AAPL[0](12)JNJ[12](4)MSFT[18](1)PFE[20](2)WMT[28](19)
result_train_2016_08(2016 Q1).csv
CSCO[4](5)INTC[11](1)JPM[13](6)NKE[19](4)PG[21](3)TRV[22](12),CSCO[4](14)GS[8](1)JPM[13](2)NKE[19](4)PG[21](11)V[25](3),GS[8](1)JPM[13](3)NKE[19](5)PG[21](6)TRV[22](15)V[25](2)
result_train_2016_09(2016 Q1).csv
CAT[3](1)UNH[23](2),AAPL[0](1)CAT[3](5)V[25](3),CAT[3](1)UNH[23](2)
result_train_2016_10(2016 Q1).csv
AXP[1](5)BA[2](1)CVX[5](13)GS[8](2)KO[14](3)MCD[15](17)UTX[24](9)VZ[26](28)WMT[28](8),AAPL[0](5)BA[2](4)GS[8](1)KO[14](9),AAPL[0](11)BA[2](2)GS[8](1)KO[14](6)
result_train_2016_11(2016 Q1).csv
DD[7](8)UNH[23](3)VZ[26](1),DIS[6](2)DD[7](24)MMM[16](13)NKE[19](16)UNH[23](3)VZ[26](20),DD[7](18)UNH[23](1)VZ[26](5)
result_train_2016_12(2016 Q1).csv
VZ[26](1),VZ[26](1),JNJ[12](15)JPM[13](4)TRV[22](2)V[25](24)VZ[26](1)
result_train_2017_01(2017 Q1).csv
AAPL[0](5)CSCO[4](2)DIS[6](14)HD[9](3)MCD[15](12)PG[21](7)TRV[22](15),AAPL[0](1)AXP[1](5)HD[9](4)MCD[15](3)PG[21](7),AAPL[0](1)HD[9](3)MCD[15](7)PG[21](6)
result_train_2017_02(2017 Q1).csv
AAPL[0](9)BA[2](2)CVX[5](30)JNJ[12](1)KO[14](24)TRV[22](7)UNH[23](21)VZ[26](13),BA[2](20)CVX[5](25)KO[14](26)MRK[17](17)NKE[19](13)PFE[20](3)TRV[22](1)UTX[24](9),BA[2](2)CVX[5](29)KO[14](25)MRK[17](19)NKE[19](17)PFE[20](3)
result_train_2017_03(2017 Q1).csv
AAPL[0](1)DIS[6](2)KO[14](6)MCD[15](3)MSFT[18](4),AAPL[0](4)DIS[6](1)JNJ[12](3)KO[14](7),AAPL[0](1)DIS[6](2)KO[14](5)MCD[15](4)MSFT[18](3)
result_train_2017_04(2017 Q1).csv
DIS[6](8)HD[9](5)KO[14](18)WBA[27](2),KO[14](2)WMT[28](1),DIS[6](8)HD[9](3)KO[14](12)UNH[23](1)UTX[24](2)WBA[27](5)WMT[28](4)
result_train_2017_05(2017 Q1).csv
CAT[3](4)JNJ[12](7)KO[14](3)MCD[15](1)PG[21](5)TRV[22](2)WMT[28](8),MCD[15](1),MCD[15](1)
result_train_2017_06(2017 Q1).csv
AXP[1](1),AXP[1](1),AXP[1](1)
result_train_2017_07(2017 Q1).csv
BA[2](5)NKE[19](17)PG[21](2)TRV[22](13)UNH[23](11)V[25](7)WBA[27](12)WMT[28](3),BA[2](5)MCD[15](9)MSFT[18](3)UNH[23](7)UTX[24](19)V[25](1)WBA[27](10),BA[2](4)NKE[19](18)PG[21](3)TRV[22](19)UNH[23](11)V[25](1)WBA[27](13)WMT[28](5)
result_train_2017_08(2017 Q1).csv
CAT[3](3)MCD[15](2)MRK[17](4)PG[21](9),CAT[3](5)MCD[15](1)PG[21](3),CAT[3](2)MCD[15](1)PG[21](5)
result_train_2017_09(2017 Q1).csv
BA[2](10)CVX[5](1)HD[9](14)XOM[29](8),CAT[3](4)CSCO[4](13)HD[9](5)INTC[11](2)XOM[29](3),BA[2](8)CVX[5](1)HD[9](7)XOM[29](3)
result_train_2017_10(2017 Q1).csv
AAPL[0](13)INTC[11](3)MCD[15](16)MMM[16](8)NKE[19](6)TRV[22](10)UTX[24](17)WMT[28](14),AXP[1](9)CVX[5](24)INTC[11](16)JNJ[12](5)KO[14](12)MCD[15](7)MMM[16](11)TRV[22](4)UTX[24](10)V[25](6),AAPL[0](16)INTC[11](6)MCD[15](13)MMM[16](10)NKE[19](9)TRV[22](8)UTX[24](17)WMT[28](7)
result_train_2017_11(2017 Q1).csv
CSCO[4](4)CVX[5](20)DIS[6](18)HD[9](1)KO[14](28)NKE[19](3)VZ[26](2),KO[14](18)MCD[15](9)NKE[19](1)PG[21](4),CSCO[4](3)CVX[5](18)DIS[6](12)HD[9](1)KO[14](24)NKE[19](2)VZ[26](4)
result_train_2017_12(2017 Q1).csv
CAT[3](1)CVX[5](3)IBM[10](30)KO[14](23)TRV[22](14)V[25](15),AXP[1](13)BA[2](2)CVX[5](11)HD[9](4)KO[14](26)UTX[24](1)V[25](12),BA[2](3)CVX[5](5)MCD[15](27)
result_train_2018_01(2018 Q1).csv
BA[2](15)GS[8](5)MSFT[18](2)TRV[22](1)UTX[24](14)WMT[28](3),BA[2](10)GS[8](21)IBM[10](17)NKE[19](15)TRV[22](14)UTX[24](9)WMT[28](8),BA[2](12)GS[8](13)MSFT[18](1)TRV[22](2)UTX[24](7)WMT[28](6)
result_train_2018_02(2018 Q1).csv
INTC[11](1),CSCO[4](1),AAPL[0](2)INTC[11](1)
result_train_2018_03(2018 Q1).csv
MCD[15](1),INTC[11](1)MCD[15](5),INTC[11](1)MCD[15](2)
result_train_2018_04(2018 Q1).csv
AXP[1](6)CVX[5](1)HD[9](4)MRK[17](3)VZ[26](2),CVX[5](1)HD[9](16)MRK[17](2),AXP[1](9)CVX[5](1)MCD[15](21)MRK[17](2)VZ[26](6)
result_train_2018_05(2018 Q1).csv
KO[14](1)MSFT[18](6)NKE[19](2),AAPL[0](7)KO[14](21)NKE[19](5)PFE[20](18),AAPL[0](4)NKE[19](2)PFE[20](12)
result_train_2018_06(2018 Q1).csv
VZ[26](1),DIS[6](2)VZ[26](5)WMT[28](4),DIS[6](5)PG[21](1)WMT[28](3)
result_train_2018_07(2018 Q1).csv
DIS[6](6)JPM[13](1)KO[14](5)MRK[17](7),DIS[6](3)HD[9](18)JNJ[12](8)JPM[13](9)KO[14](2)MRK[17](5),DIS[6](7)JPM[13](1)KO[14](4)MRK[17](8)
result_train_2018_08(2018 Q1).csv
AAPL[0](3)AXP[1](4)JNJ[12](13)MCD[15](12)UNH[23](5)V[25](2),AAPL[0](2)AXP[1](3)MCD[15](10)MRK[17](8)NKE[19](6)UNH[23](4)V[25](7),AAPL[0](2)AXP[1](3)CSCO[4](1)MCD[15](9)NKE[19](7)UNH[23](5)V[25](4)WBA[27](18)
result_train_2018_09(2018 Q1).csv
CVX[5](5)DIS[6](1)KO[14](23),DIS[6](18)UTX[24](6)VZ[26](17)XOM[29](3),DIS[6](4)UTX[24](10)VZ[26](25)XOM[29](3)
result_train_2018_10(2018 Q1).csv
MCD[15](3)PG[21](2)WBA[27](6)WMT[28](1),VZ[26](3)WBA[27](1)WMT[28](2),MCD[15](2)WBA[27](3)WMT[28](1)
result_train_2018_11(2018 Q1).csv
MRK[17](1),MRK[17](4)VZ[26](1),VZ[26](1)
result_train_2018_12(2018 Q1).csv
CAT[3](1)NKE[19](2),,
