代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14059474.130000000819564
真實報酬,4059474.130000000819564

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,14920.491295354386239
風險,446674.821763138170354
起點值,0.033403475119684
找到最佳解世代,1620
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](2),
FS( 61 ),5305614.759999999776483,5034623.600000000558794,10340238.359999999403954
FS( 62 ),5302061.099999999627471,5041705.700000000186265,10343766.800000000745058
FS( 63 ),5312722.080000000074506,5007082.100000000558794,10319804.179999999701977
FS( 64 ),5348258.679999999701977,4991344.100000000558794,10339602.780000001192093
FS( 65 ),5557924.620000000111759,5010229.700000000186265,10568154.320000000298023
FS( 66 ),5561478.280000000260770,5124330.200000001117587,10685808.480000000447035
FS( 67 ),5660980.759999999776483,5122756.400000000372529,10783737.160000000149012
FS( 68 ),5707178.339999999850988,5110166.000000000000000,10817344.339999999850988
FS( 69 ),5723169.809999999590218,5131412.299999999813735,10854582.109999999403954
FS( 70 ),5751599.089999999850988,5156593.100000000558794,10908192.190000001341105
FS( 71 ),5682302.719999999739230,5188069.100000000558794,10870371.820000000298023
FS( 72 ),5696517.360000000335276,5199085.700000000186265,10895603.060000000521541
FS( 73 ),5689410.040000000037253,5223479.599999999627471,10912889.640000000596046
FS( 74 ),5701847.850000000558794,5247086.600000000558794,10948934.450000001117587
FS( 75 ),5641435.629999999888241,5235283.100000000558794,10876718.730000000447035
FS( 76 ),5705401.509999999776483,5273054.300000000745058,10978455.810000000521541
FS( 77 ),5796019.839999999850988,5299808.900000000372529,11095828.740000000223517
FS( 78 ),5822672.290000000037253,5256529.400000000372529,11079201.690000001341105
FS( 79 ),5753375.919999999925494,5264398.400000000372529,11017774.320000000298023
FS( 80 ),5861762.549999999813735,5292726.800000000745058,11154489.350000001490116
FS( 81 ),5899075.980000000447035,5277775.700000000186265,11176851.679999999701977
FS( 82 ),5986140.649999999441206,5291153.000000000000000,11277293.649999998509884
FS( 83 ),5964818.689999999478459,5250234.200000000186265,11215052.890000000596046
FS( 84 ),5989694.309999999590218,5317907.600000000558794,11307601.910000000149012
FS( 85 ),6053660.189999999478459,5353318.100000000558794,11406978.289999999105930
FS( 86 ),6080312.639999999664724,5336006.300000000745058,11416318.940000001341105
FS( 87 ),6106965.089999999850988,5327350.400000000372529,11434315.490000000223517
FS( 88 ),6090973.620000000111759,5410761.800000000745058,11501735.420000001788139
FS( 89 ),6137171.200000000186265,5404466.600000000558794,11541637.800000000745058
FS( 90 ),6149609.009999999776483,5392663.100000000558794,11542272.109999999403954
FS( 91 ),6153162.669999999925494,5423352.200000000186265,11576514.870000001043081
FS( 92 ),6236673.679999999701977,5462697.200000000186265,11699370.879999998956919
FS( 93 ),6318407.860000000335276,5442237.799999999813735,11760645.660000000149012
FS( 94 ),6279317.600000000558794,5432008.100000000558794,11711325.700000001117587
FS( 95 ),6272210.279999999329448,5502042.200000000186265,11774252.480000000447035
FS( 96 ),6208244.399999999441206,5535092.000000000931323,11743336.400000000372529
FS( 97 ),6579601.870000000111759,5536665.800000000745058,12116267.670000001788139
FS( 98 ),6764392.189999999478459,5589388.100000000558794,12353780.289999999105930
FS( 99 ),6874555.649999999441206,5598830.900000000372529,12473386.550000000745058
FS( 100 ),6840795.879999999888241,5588601.200000000186265,12429397.080000000074506
FS( 101 ),6650675.070000000298023,5550043.100000000558794,12200718.170000001788139
FS( 102 ),6640014.089999999850988,5535092.000000000931323,12175106.089999999850988
FS( 103 ),6819473.919999999925494,5627946.200000000186265,12447420.120000001043081
FS( 104 ),6627576.279999999329448,5554764.500000000931323,12182340.780000001192093
FS( 105 ),6760838.529999999329448,5620077.200000000186265,12380915.730000000447035
FS( 106 ),6565387.230000000447035,5558699.000000000000000,12124086.230000000447035
FS( 107 ),6497867.689999999478459,5560272.799999999813735,12058140.489999998360872
FS( 108 ),6250888.320000000298023,5462697.200000000186265,11713585.519999999552965
FS( 109 ),5986140.649999999441206,5351744.300000000745058,11337884.949999999254942
FS( 110 ),6446339.620000000111759,5553977.600000000558794,12000317.220000000670552
FS( 111 ),6512082.330000000074506,5546108.600000000558794,12058190.929999999701977
FS( 112 ),6652451.899999999441206,5561059.700000000186265,12213511.599999999627471
FS( 113 ),6558279.909999999217689,5547682.400000000372529,12105962.309999998658895
FS( 114 ),6442785.959999999962747,5476074.500000000931323,11918860.460000000894070
FS( 115 ),6453446.939999999478459,5519354.000000000000000,11972800.939999999478459
FS( 116 ),6405472.529999999329448,5509911.200000000186265,11915383.730000000447035
FS( 117 ),6304193.219999999739230,5461123.400000000372529,11765316.620000001043081
FS( 118 ),6035891.889999999664724,5324202.799999999813735,11360094.689999999478459
FS( 119 ),6151385.839999999850988,5339940.800000000745058,11491326.640000000596046
FS( 120 ),6263326.129999999888241,5324202.799999999813735,11587528.929999999701977
FS( 121 ),6224235.870000000111759,5338367.000000000931323,11562602.870000001043081
FS( 122 ),6195806.589999999850988,5194364.300000000745058,11390170.890000000596046
FS( 123 ),6430348.149999999441206,5288005.400000000372529,11718353.550000000745058
FS( 124 ),6520966.480000000447035,5262037.700000001117587,11783004.180000001564622
FS( 125 ),6620468.959999999962747,5221905.800000000745058,11842374.760000001639128
FS( 126 ),6700426.309999999590218,5332858.700000000186265,12033285.009999999776483
FS( 127 ),6679104.350000000558794,5339153.900000000372529,12018258.250000000000000
FS( 128 ),6497867.689999999478459,5248660.400000000372529,11746528.089999999850988
FS( 129 ),6369935.929999999701977,5252594.900000000372529,11622530.830000000074506
FS( 130 ),6329068.839999999850988,5380859.599999999627471,11709928.439999999478459
FS( 131 ),6172707.799999999813735,5371416.800000000745058,11544124.600000001490116
FS( 132 ),6359274.950000000186265,5458762.700000001117587,11818037.650000002235174
FS( 133 ),6435678.639999999664724,5472140.000000000931323,11907818.640000000596046
FS( 134 ),6455223.769999999552965,5453254.400000000372529,11908478.169999999925494
FS( 135 ),6592039.679999999701977,5539813.400000000372529,12131853.080000000074506
FS( 136 ),6783937.320000000298023,5531157.500000000931323,12315094.820000000298023
FS( 137 ),6901208.100000000558794,5512271.900000000372529,12413480.000000000000000
FS( 138 ),6956289.830000000074506,5498894.599999999627471,12455184.429999999701977
FS( 139 ),6858564.179999999701977,5502042.200000000186265,12360606.379999998956919
FS( 140 ),6950959.339999999850988,5401319.000000000000000,12352278.339999999850988
FS( 141 ),6878109.309999999590218,5400532.099999999627471,12278641.410000000149012
FS( 142 ),6828358.070000000298023,5329711.100000000558794,12158069.170000001788139
FS( 143 ),6769722.679999999701977,5305317.200000000186265,12075039.879999998956919
FS( 144 ),6810589.769999999552965,5298235.100000000558794,12108824.870000001043081
FS( 145 ),6503198.179999999701977,5229774.799999999813735,11732972.980000000447035
FS( 146 ),6384150.570000000298023,5183347.700000001117587,11567498.270000001415610
FS( 147 ),6307746.879999999888241,5249447.299999999813735,11557194.179999999701977
FS( 148 ),6268656.620000000111759,5204594.000000000000000,11473250.620000001043081
FS( 149 ),6311300.540000000037253,5202233.300000000745058,11513533.839999999850988
FS( 150 ),6565387.230000000447035,5296661.300000000745058,11862048.530000001192093
FS( 151 ),6551172.589999999850988,5431221.200000000186265,11982393.789999999105930
FS( 152 ),6590262.850000000558794,5446959.200000000186265,12037222.050000000745058
FS( 153 ),6531627.459999999962747,5503616.000000000000000,12035243.460000000894070
FS( 154 ),6391257.889999999664724,5574437.000000000931323,11965694.890000000596046
FS( 155 ),6414356.679999999701977,5579158.400000000372529,11993515.080000000074506
FS( 156 ),6382373.740000000223517,5612995.100000000558794,11995368.839999999850988
FS( 157 ),6343283.480000000447035,5503616.000000000000000,11846899.480000000447035
FS( 158 ),6233120.019999999552965,5501255.299999999813735,11734375.320000000298023
FS( 159 ),6393034.719999999739230,5576797.700000001117587,11969832.420000001788139
FS( 160 ),6453446.939999999478459,5516993.300000000745058,11970440.240000000223517
FS( 161 ),6574271.379999999888241,5618503.400000000372529,12192774.780000001192093
FS( 162 ),6597370.169999999925494,5500468.400000000372529,12097838.570000000298023
FS( 163 ),6581378.700000000186265,5576797.700000001117587,12158176.400000002235174
FS( 164 ),6703979.969999999739230,5539813.400000000372529,12243793.370000001043081
FS( 165 ),6624022.620000000111759,5490238.700000000186265,12114261.320000000298023
FS( 166 ),6551172.589999999850988,5459549.599999999627471,12010722.189999999478459
FS( 167 ),6529850.629999999888241,5487091.100000000558794,12016941.730000000447035
FS( 168 ),6647121.409999999217689,5528009.900000000372529,12175131.309999998658895
FS( 169 ),6648898.240000000223517,5543747.900000000372529,12192646.140000000596046
FS( 170 ),6675550.689999999478459,5562633.500000000000000,12238184.189999999478459
FS( 171 ),6643567.750000000000000,5543747.900000000372529,12187315.650000000372529
FS( 172 ),6602700.659999999217689,5645258.000000000000000,12247958.660000000149012
FS( 173 ),6643567.750000000000000,5738112.200000000186265,12381679.949999999254942
FS( 174 ),6584932.360000000335276,5731817.000000000931323,12316749.360000001266599
FS( 175 ),6350390.799999999813735,5631880.700000000186265,11982271.500000000000000
FS( 176 ),6391257.889999999664724,5670438.800000000745058,12061696.690000001341105
FS( 177 ),6323738.350000000558794,5657061.500000000000000,11980799.850000001490116
FS( 178 ),6286424.919999999925494,5649192.500000000931323,11935617.420000001788139
FS( 179 ),6396588.379999999888241,5761719.200000000186265,12158307.580000000074506
FS( 180 ),6423240.830000000074506,5764079.900000000372529,12187320.730000000447035
FS( 181 ),6343283.480000000447035,5742046.700000000186265,12085330.179999999701977
FS( 182 ),6336176.159999999217689,5750702.600000000558794,12086878.759999999776483
FS( 183 ),6238450.509999999776483,5771162.000000000931323,12009612.510000001639128
FS( 184 ),6090973.620000000111759,5722374.200000000186265,11813347.820000000298023
FS( 185 ),6165600.480000000447035,5759358.500000000000000,11924958.980000000447035
FS( 186 ),6099857.769999999552965,5756997.799999999813735,11856855.570000000298023
FS( 187 ),6133617.540000000037253,5822310.500000000000000,11955928.039999999105930
FS( 188 ),6154939.500000000000000,5723948.000000000000000,11878887.500000000000000
FS( 189 ),6170930.969999999739230,5749128.800000000745058,11920059.769999999552965
FS( 190 ),6353944.459999999962747,5865590.000000000931323,12219534.460000000894070
FS( 191 ),6400142.040000000037253,5903361.200000000186265,12303503.240000000223517
FS( 192 ),6568940.889999999664724,5908869.500000000931323,12477810.390000000596046
FS( 193 ),6544065.269999999552965,5964739.400000000372529,12508804.669999999925494
FS( 194 ),6673773.860000000335276,5986772.600000000558794,12660546.460000000894070
FS( 195 ),6677327.519999999552965,5852212.700000001117587,12529540.220000000670552
FS( 196 ),6686211.669999999925494,5902574.300000000745058,12588785.970000000670552
FS( 197 ),6778606.830000000074506,5867950.700000000186265,12646557.530000001192093
FS( 198 ),6803482.450000000186265,5818376.000000000000000,12621858.449999999254942
FS( 199 ),6858564.179999999701977,5878967.299999999813735,12737531.480000000447035
FS( 200 ),7020255.709999999962747,5886049.400000000372529,12906305.109999999403954
FS( 201 ),6990049.600000000558794,5848278.200000000186265,12838327.800000000745058
FS( 202 ),7189054.559999999590218,5910443.300000000745058,13099497.859999999403954
FS( 203 ),7203269.200000000186265,5941919.300000000745058,13145188.500000000000000
FS( 204 ),7304548.509999999776483,5912017.099999999627471,13216565.609999999403954
FS( 205 ),7332977.790000000037253,5873459.000000000000000,13206436.789999999105930
FS( 206 ),7420042.459999999962747,5909656.400000000372529,13329698.859999999403954
FS( 207 ),7389836.350000000558794,5882901.800000000745058,13272738.150000002235174
FS( 208 ),7281449.719999999739230,5872672.099999999627471,13154121.820000000298023
FS( 209 ),7293887.529999999329448,5858507.900000000372529,13152395.429999999701977
FS( 210 ),7203269.200000000186265,5863229.300000000745058,13066498.500000000000000
FS( 211 ),7171286.259999999776483,5895492.200000000186265,13066778.460000000894070
FS( 212 ),7073560.610000000335276,5897852.900000000372529,12971413.510000001639128
FS( 213 ),7334754.620000000111759,5966313.200000000186265,13301067.820000000298023
FS( 214 ),7316986.320000000298023,5933263.400000000372529,13250249.720000000670552
FS( 215 ),7341861.939999999478459,5969460.800000000745058,13311322.740000000223517
FS( 216 ),7464463.209999999962747,5988346.400000000372529,13452809.609999999403954
FS( 217 ),7496446.149999999441206,5948214.500000000931323,13444660.650000000372529
FS( 218 ),7578180.330000000074506,5947427.600000000558794,13525607.929999999701977
FS( 219 ),7619047.419999999925494,5960804.900000000372529,13579852.320000000298023
FS( 220 ),7674129.149999999441206,6062315.000000000931323,13736444.150000000372529
FS( 221 ),7988628.059999999590218,6096938.600000000558794,14085566.660000000149012
FS( 222 ),8072139.070000000298023,6084348.200000000186265,14156487.269999999552965
FS( 223 ),7855365.809999999590218,6058380.500000000000000,13913746.309999998658895
FS( 224 ),7882018.259999999776483,6091430.299999999813735,13973448.559999998658895
FS( 225 ),7857142.639999999664724,6172481.000000000000000,14029623.640000000596046
FS( 226 ),7803837.740000000223517,6181136.900000000372529,13984974.640000000596046
FS( 227 ),7839374.339999999850988,6192940.400000000372529,14032314.740000000223517
FS( 228 ),7819829.209999999962747,6197661.800000000745058,14017491.010000001639128
FS( 229 ),7814498.719999999739230,6096938.600000000558794,13911437.320000000298023
FS( 230 ),7748756.009999999776483,6096938.600000000558794,13845694.609999999403954
FS( 231 ),7640369.379999999888241,6119758.700000000186265,13760128.080000000074506
FS( 232 ),7720326.730000000447035,6128414.599999999627471,13848741.330000000074506
FS( 233 ),7851812.149999999441206,6169333.400000000372529,14021145.550000000745058
FS( 234 ),7940653.649999999441206,6177202.400000000372529,14117856.050000000745058
FS( 235 ),8079246.389999999664724,6230711.600000000558794,14309957.990000000223517
FS( 236 ),8049040.279999999329448,6240154.400000000372529,14289194.679999999701977
FS( 237 ),8088130.540000000037253,6240941.300000000745058,14329071.839999999850988
FS( 238 ),8022387.830000000074506,6224416.400000000372529,14246804.230000000447035
FS( 239 ),8072139.070000000298023,6255892.400000000372529,14328031.470000000670552
FS( 240 ),8038379.299999999813735,6271630.400000000372529,14310009.699999999254942
FS( 241 ),7818052.379999999888241,6204743.900000000372529,14022796.280000001192093
FS( 242 ),7793176.759999999776483,6222055.700000000186265,14015232.460000000894070
FS( 243 ),7654584.019999999552965,6092217.200000000186265,13746801.219999998807907
FS( 244 ),7627931.570000000298023,6166972.700000001117587,13794904.270000001415610
FS( 245 ),7828713.360000000335276,6218121.200000000186265,14046834.560000000521541
FS( 246 ),7786069.439999999478459,6266909.000000000000000,14052978.439999999478459
FS( 247 ),7954868.290000000037253,6257466.200000000186265,14212334.490000000223517
FS( 248 ),7835820.679999999701977,6217334.300000000745058,14053154.980000000447035
FS( 249 ),7990404.889999999664724,6254318.600000000558794,14244723.490000000223517
FS( 250 ),7995735.379999999888241,6180350.000000000931323,14176085.380000000819564
FS( 251 ),8043709.790000000037253,6158316.800000000745058,14202026.589999999850988
FS( 252 ),7898009.730000000447035,6161464.400000000372529,14059474.130000000819564
