代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12226818.280000001192093
真實報酬,2226818.280000001192093

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,10377.400394463043995
風險,265084.333049110486172
起點值,0.039147543255755
找到最佳解世代,3199
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
FS( 38 ),10170436.019999999552965,10170436.019999999552965
FS( 39 ),10191143.199999999254942,10191143.199999999254942
FS( 40 ),10205478.939999999478459,10205478.939999999478459
FS( 41 ),10135393.099999999627471,10135393.099999999627471
FS( 42 ),10103535.900000000372529,10103535.900000000372529
FS( 43 ),10141764.540000000968575,10141764.540000000968575
FS( 44 ),10372729.240000000223517,10372729.240000000223517
FS( 45 ),10369543.519999999552965,10369543.519999999552965
FS( 46 ),10344057.759999999776483,10344057.759999999776483
FS( 47 ),10387064.979999998584390,10387064.979999998584390
FS( 48 ),10438036.500000000000000,10438036.500000000000000
FS( 49 ),10501750.900000000372529,10501750.900000000372529
FS( 50 ),10524050.939999999478459,10524050.939999999478459
FS( 51 ),10573429.599999999627471,10573429.599999999627471
FS( 52 ),10621215.400000000372529,10621215.400000000372529
FS( 53 ),10597322.500000000000000,10597322.500000000000000
FS( 54 ),10673779.780000001192093,10673779.780000001192093
FS( 55 ),10727937.019999999552965,10727937.019999999552965
FS( 56 ),10640329.719999998807907,10640329.719999998807907
FS( 57 ),10656258.320000000298023,10656258.320000000298023
FS( 58 ),10713601.280000001192093,10713601.280000001192093
FS( 59 ),10683336.939999999478459,10683336.939999999478459
FS( 60 ),10710415.559999998658895,10710415.559999998658895
FS( 61 ),10627586.839999999850988,10627586.839999999850988
FS( 62 ),10764572.799999998882413,10764572.799999998882413
FS( 63 ),10836251.500000000000000,10836251.500000000000000
FS( 64 ),10801208.580000000074506,10801208.580000000074506
FS( 65 ),10783687.120000001043081,10783687.120000001043081
FS( 66 ),10952530.280000001192093,10952530.280000001192093
FS( 67 ),10939787.400000000372529,10939787.400000000372529
FS( 68 ),10915894.500000000000000,10915894.500000000000000
FS( 69 ),10978016.040000000968575,10978016.040000000968575
FS( 70 ),11057659.040000000968575,11057659.040000000968575
FS( 71 ),11016244.679999999701977,11016244.679999999701977
FS( 72 ),10995537.500000000000000,10995537.500000000000000
FS( 73 ),11137302.040000000968575,11137302.040000000968575
FS( 74 ),11204202.160000000149012,11204202.160000000149012
FS( 75 ),11207387.879999998956919,11207387.879999998956919
FS( 76 ),11314109.500000000000000,11314109.500000000000000
FS( 77 ),11333223.820000000298023,11333223.820000000298023
FS( 78 ),11312516.639999998733401,11312516.639999998733401
FS( 79 ),11234466.500000000000000,11234466.500000000000000
FS( 80 ),11204202.160000000149012,11204202.160000000149012
FS( 81 ),11392159.639999998733401,11392159.639999998733401
FS( 82 ),11244023.660000000149012,11244023.660000000149012
FS( 83 ),11376231.040000000968575,11376231.040000000968575
FS( 84 ),11251987.960000000894070,11251987.960000000894070
FS( 85 ),11255173.679999999701977,11255173.679999999701977
FS( 86 ),11057659.040000000968575,11057659.040000000968575
FS( 87 ),10833065.780000001192093,10833065.780000001192093
FS( 88 ),11242430.799999998882413,11242430.799999998882413
FS( 89 ),11226502.200000001117587,11226502.200000001117587
FS( 90 ),11256766.540000000968575,11256766.540000000968575
FS( 91 ),11229687.919999999925494,11229687.919999999925494
FS( 92 ),11084737.660000000149012,11084737.660000000149012
FS( 93 ),11172344.960000000894070,11172344.960000000894070
FS( 94 ),11153230.639999998733401,11153230.639999998733401
FS( 95 ),11054473.320000000298023,11054473.320000000298023
FS( 96 ),10777315.679999999701977,10777315.679999999701977
FS( 97 ),10809172.879999998956919,10809172.879999998956919
FS( 98 ),10777315.679999999701977,10777315.679999999701977
FS( 99 ),10805987.160000000149012,10805987.160000000149012
FS( 100 ),10514493.780000001192093,10514493.780000001192093
FS( 101 ),10704044.120000001043081,10704044.120000001043081
FS( 102 ),10651479.740000000223517,10651479.740000000223517
FS( 103 ),10570243.879999998956919,10570243.879999998956919
FS( 104 ),10794837.139999998733401,10794837.139999998733401
FS( 105 ),10807580.019999999552965,10807580.019999999552965
FS( 106 ),10624401.120000001043081,10624401.120000001043081
FS( 107 ),10632365.419999999925494,10632365.419999999925494
FS( 108 ),10892001.599999999627471,10892001.599999999627471
FS( 109 ),10872887.280000001192093,10872887.280000001192093
FS( 110 ),11049694.740000000223517,11049694.740000000223517
FS( 111 ),11076773.360000001266599,11076773.360000001266599
FS( 112 ),11038544.719999998807907,11038544.719999998807907
FS( 113 ),11213759.320000000298023,11213759.320000000298023
FS( 114 ),11196237.860000001266599,11196237.860000001266599
FS( 115 ),11158009.219999998807907,11158009.219999998807907
FS( 116 ),11130930.599999999627471,11130930.599999999627471
FS( 117 ),11137302.040000000968575,11137302.040000000968575
FS( 118 ),10933415.960000000894070,10933415.960000000894070
FS( 119 ),10931823.099999999627471,10931823.099999999627471
FS( 120 ),10788465.700000001117587,10788465.700000001117587
FS( 121 ),10739087.040000000968575,10739087.040000000968575
FS( 122 ),10724751.299999998882413,10724751.299999998882413
FS( 123 ),10586172.479999998584390,10586172.479999998584390
FS( 124 ),10492193.740000000223517,10492193.740000000223517
FS( 125 ),10625993.979999998584390,10625993.979999998584390
FS( 126 ),10535200.960000000894070,10535200.960000000894070
FS( 127 ),10530422.379999998956919,10530422.379999998956919
FS( 128 ),10721565.580000000074506,10721565.580000000074506
FS( 129 ),10993944.639999998733401,10993944.639999998733401
FS( 130 ),11025801.839999999850988,11025801.839999999850988
FS( 131 ),11140487.759999999776483,11140487.759999999776483
FS( 132 ),11283845.160000000149012,11283845.160000000149012
FS( 133 ),11293402.320000000298023,11293402.320000000298023
FS( 134 ),11361895.299999998882413,11361895.299999998882413
FS( 135 ),11140487.759999999776483,11140487.759999999776483
FS( 136 ),11135709.179999999701977,11135709.179999999701977
FS( 137 ),11288623.740000000223517,11288623.740000000223517
FS( 138 ),11167566.379999998956919,11167566.379999998956919
FS( 139 ),11373045.320000000298023,11373045.320000000298023
FS( 140 ),11134116.320000000298023,11134116.320000000298023
FS( 141 ),11288623.740000000223517,11288623.740000000223517
FS( 142 ),11213759.320000000298023,11213759.320000000298023
FS( 143 ),11113409.139999998733401,11113409.139999998733401
FS( 144 ),11051287.599999999627471,11051287.599999999627471
FS( 145 ),11107037.700000001117587,11107037.700000001117587
FS( 146 ),11189866.419999999925494,11189866.419999999925494
FS( 147 ),11221723.620000001043081,11221723.620000001043081
FS( 148 ),11259952.259999999776483,11259952.259999999776483
FS( 149 ),11221723.620000001043081,11221723.620000001043081
FS( 150 ),11427202.559999998658895,11427202.559999998658895
FS( 151 ),11615160.040000000968575,11615160.040000000968575
FS( 152 ),11602417.160000000149012,11602417.160000000149012
FS( 153 ),11400123.939999999478459,11400123.939999999478459
FS( 154 ),11478174.080000000074506,11478174.080000000074506
FS( 155 ),11451095.460000000894070,11451095.460000000894070
FS( 156 ),11435166.860000001266599,11435166.860000001266599
FS( 157 ),11662945.839999999850988,11662945.839999999850988
FS( 158 ),11667724.419999999925494,11667724.419999999925494
FS( 159 ),11623124.339999999850988,11623124.339999999850988
FS( 160 ),11640645.799999998882413,11640645.799999998882413
FS( 161 ),11682060.160000000149012,11682060.160000000149012
FS( 162 ),11583302.839999999850988,11583302.839999999850988
FS( 163 ),11658167.259999999776483,11658167.259999999776483
FS( 164 ),11653388.679999999701977,11653388.679999999701977
FS( 165 ),11785596.059999998658895,11785596.059999998658895
FS( 166 ),11586488.559999998658895,11586488.559999998658895
FS( 167 ),11637460.080000000074506,11637460.080000000074506
FS( 168 ),11873203.360000001266599,11873203.360000001266599
FS( 169 ),11949660.639999998733401,11949660.639999998733401
FS( 170 ),11960810.660000000149012,11960810.660000000149012
FS( 171 ),12073903.719999998807907,12073903.719999998807907
FS( 172 ),12118503.799999998882413,12118503.799999998882413
FS( 173 ),11846124.740000000223517,11846124.740000000223517
FS( 174 ),11948067.780000001192093,11948067.780000001192093
FS( 175 ),11877981.939999999478459,11877981.939999999478459
FS( 176 ),11777631.759999999776483,11777631.759999999776483
FS( 177 ),11900281.979999998584390,11900281.979999998584390
FS( 178 ),11914617.719999998807907,11914617.719999998807907
FS( 179 ),11838160.439999999478459,11838160.439999999478459
FS( 180 ),11963996.379999998956919,11963996.379999998956919
FS( 181 ),12027710.780000001192093,12027710.780000001192093
FS( 182 ),11967182.099999999627471,11967182.099999999627471
FS( 183 ),11889131.960000000894070,11889131.960000000894070
FS( 184 ),11962403.519999999552965,11962403.519999999552965
FS( 185 ),11908246.280000001192093,11908246.280000001192093
FS( 186 ),11887539.099999999627471,11887539.099999999627471
FS( 187 ),11858867.620000001043081,11858867.620000001043081
FS( 188 ),11868424.780000001192093,11868424.780000001192093
FS( 189 ),11933732.040000000968575,11933732.040000000968575
FS( 190 ),11938510.620000001043081,11938510.620000001043081
FS( 191 ),12077089.439999999478459,12077089.439999999478459
FS( 192 ),12010189.320000000298023,12010189.320000000298023
FS( 193 ),12083460.879999998956919,12083460.879999998956919
FS( 194 ),12121689.519999999552965,12121689.519999999552965
FS( 195 ),12040453.660000000149012,12040453.660000000149012
FS( 196 ),12038860.799999998882413,12038860.799999998882413
FS( 197 ),12065939.419999999925494,12065939.419999999925494
FS( 198 ),12271418.360000001266599,12271418.360000001266599
FS( 199 ),12341504.200000001117587,12341504.200000001117587
FS( 200 ),12316018.439999999478459,12316018.439999999478459
FS( 201 ),12263454.059999998658895,12263454.059999998658895
FS( 202 ),12330354.179999999701977,12330354.179999999701977
FS( 203 ),12494418.759999999776483,12494418.759999999776483
FS( 204 ),12511940.219999998807907,12511940.219999998807907
FS( 205 ),12535833.120000001043081,12535833.120000001043081
FS( 206 ),12545390.280000001192093,12545390.280000001192093
FS( 207 ),12341504.200000001117587,12341504.200000001117587
FS( 208 ),12341504.200000001117587,12341504.200000001117587
FS( 209 ),12387697.139999998733401,12387697.139999998733401
FS( 210 ),12405218.599999999627471,12405218.599999999627471
FS( 211 ),12488047.320000000298023,12488047.320000000298023
FS( 212 ),12503975.919999999925494,12503975.919999999925494
FS( 213 ),12612290.400000000372529,12612290.400000000372529
FS( 214 ),12631404.719999998807907,12631404.719999998807907
FS( 215 ),12632997.580000000074506,12632997.580000000074506
FS( 216 ),12599547.519999999552965,12599547.519999999552965
FS( 217 ),12663261.919999999925494,12663261.919999999925494
FS( 218 ),12695119.120000001043081,12695119.120000001043081
FS( 219 ),12559726.019999999552965,12559726.019999999552965
FS( 220 ),12594768.939999999478459,12594768.939999999478459
FS( 221 ),12331947.040000000968575,12331947.040000000968575
FS( 222 ),12483268.740000000223517,12483268.740000000223517
FS( 223 ),12586804.639999998733401,12586804.639999998733401
FS( 224 ),12685561.960000000894070,12685561.960000000894070
FS( 225 ),12666447.639999998733401,12666447.639999998733401
FS( 226 ),12585211.780000001192093,12585211.780000001192093
FS( 227 ),12660076.200000001117587,12660076.200000001117587
FS( 228 ),12510347.360000001266599,12510347.360000001266599
FS( 229 ),12465747.280000001192093,12465747.280000001192093
FS( 230 ),12472118.719999998807907,12472118.719999998807907
FS( 231 ),12629811.860000001266599,12629811.860000001266599
FS( 232 ),12644147.599999999627471,12644147.599999999627471
FS( 233 ),12704676.280000001192093,12704676.280000001192093
FS( 234 ),12676004.799999998882413,12676004.799999998882413
FS( 235 ),12797062.160000000149012,12797062.160000000149012
FS( 236 ),12542204.559999998658895,12542204.559999998658895
FS( 237 ),12362211.379999998956919,12362211.379999998956919
FS( 238 ),12354247.080000000074506,12354247.080000000074506
FS( 239 ),12282568.379999998956919,12282568.379999998956919
FS( 240 ),12282568.379999998956919,12282568.379999998956919
FS( 241 ),12261861.200000001117587,12261861.200000001117587
FS( 242 ),12218853.979999998584390,12218853.979999998584390
FS( 243 ),12234782.580000000074506,12234782.580000000074506
FS( 244 ),12252304.040000000968575,12252304.040000000968575
FS( 245 ),12242746.879999998956919,12242746.879999998956919
FS( 246 ),12266639.780000001192093,12266639.780000001192093
FS( 247 ),12258675.479999998584390,12258675.479999998584390
FS( 248 ),12174253.900000000372529,12174253.900000000372529
FS( 249 ),12174253.900000000372529,12174253.900000000372529
FS( 250 ),12263454.059999998658895,12263454.059999998658895
FS( 251 ),12226818.280000001192093,12226818.280000001192093
FS( 252 ),12226818.280000001192093,12226818.280000001192093
