訓練日期,20150429 - 20150730
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10982529.030000001192093
真實報酬,982529.030000001192093

夏普值報酬,0.089552903000000
夏普值風險,0.027658702154944
夏普值,3.237783989224255

預期報酬,15956.707296962575128
風險,92221.795273420400918
趨勢值,0.173025337987120
找到最佳解世代,1840
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,4
DIS[6](4),GS[8](3),JPM[13](2),NKE[19](1),
20150515,2508642.339999999850988,2569365.839999999850988,2624282.080000000074506,2628179.200000000186265,10330469.460000000894070
20150518,2509324.629999999888241,2590757.859999999869615,2645792.440000000409782,2622671.500000000000000,10368546.429999999701977
20150519,2514555.520000000018626,2600124.780000000260770,2669294.500000000465661,2619667.299999999813735,10403642.100000001490116
20150520,2506368.040000000037253,2596074.220000000204891,2648182.480000000447035,2619166.600000000093132,10369791.339999999850988
20150521,2510689.209999999962747,2594428.679999999701977,2654954.260000000242144,2613658.899999999906868,10373731.050000000745058
20150522,2507732.620000000111759,2630503.980000000447035,2647784.140000000130385,2614660.299999999813735,10400681.039999999105930
20150526,2489083.359999999869615,2612529.620000000111759,2618306.980000000447035,2589124.600000000093132,10309044.560000000521541
20150527,2510234.350000000093132,2646453.060000000055879,2647784.140000000130385,2574604.299999999813735,10379075.850000001490116
20150528,2513873.229999999981374,2639111.419999999925494,2637028.960000000428408,2561085.399999999906868,10351099.010000001639128
20150529,2510234.350000000093132,2610124.600000000093132,2620298.680000000167638,2545563.700000000186265,10286221.330000001937151
20150601,2523652.719999999739230,2630630.560000000055879,2632248.879999999888241,2547566.500000000000000,10334098.660000000149012
20150602,2518876.689999999944121,2613162.520000000018626,2629858.839999999850988,2556579.100000000093132,10318477.150000000372529
20150603,2528428.750000000000000,2636706.399999999906868,2656945.960000000428408,2566593.099999999627471,10388674.210000000894070
20150604,2508642.339999999850988,2644048.040000000037253,2642207.379999999888241,2552573.499999999534339,10347471.259999999776483
20150605,2508642.339999999850988,2664047.679999999701977,2685626.440000000409782,2554576.300000000279397,10412892.759999999776483
20150608,2485671.910000000149012,2655693.399999999906868,2664514.420000000391155,2539555.299999999813735,10345435.030000001192093
20150609,2468159.799999999813735,2645946.740000000223517,2676066.280000000260770,2537552.500000000000000,10327725.320000000298023
20150610,2501819.439999999944121,2697971.120000000111759,2719087.000000000465661,2587121.799999999813735,10505999.359999999403954
20150611,2515920.100000000093132,2708224.100000000093132,2729443.839999999850988,2600640.699999999720603,10554228.740000000223517
20150612,2500682.290000000037253,2697085.060000000055879,2718688.660000000149012,2598137.199999999720603,10514593.209999999031425
20150615,2505913.180000000167638,2680629.660000000149012,2708331.819999999832362,2587622.500000000000000,10482497.160000000149012
20150616,2525927.020000000018626,2703414.060000000055879,2723468.740000000223517,2617664.500000000000000,10570474.320000000298023
20150617,2535706.509999999776483,2695439.520000000018626,2714306.920000000391155,2622671.500000000000000,10568124.449999999254942
20150618,2575051.899999999906868,2716578.379999999888241,2739800.680000000167638,2653714.899999999906868,10685145.859999999403954
20150619,2561406.100000000093132,2698730.600000000093132,2711916.879999999888241,2667233.800000000279397,10639287.380000000819564
20150622,2582102.229999999981374,2740755.160000000149012,2746970.799999999813735,2673742.899999999906868,10743571.089999999850988
20150623,2602116.069999999832362,2764678.780000000260770,2778439.660000000149012,2683756.899999999906868,10828991.410000000149012
20150624,2587560.549999999813735,2714426.520000000018626,2749360.839999999850988,2659222.600000000093132,10710570.509999999776483
20150625,2603025.790000000037253,2694047.140000000130385,2734622.260000000242144,2634187.600000000093132,10665882.789999999105930
20150626,2615307.009999999776483,2698477.439999999944121,2746572.460000000428408,2746845.100000000093132,10807202.009999999776483
20150629,2571185.589999999850988,2628605.280000000260770,2676862.960000000428408,2695773.700000000186265,10572427.530000001192093
20150630,2595975.459999999962747,2643035.399999999906868,2699170.000000000465661,2704285.599999999627471,10642466.459999999031425
20150701,2618491.029999999795109,2657592.100000000093132,2711518.540000000037253,2739835.299999999813735,10727436.969999998807907
20150702,2614852.149999999906868,2648225.179999999701977,2689609.839999999850988,2750850.699999999720603,10703537.869999999180436
20150706,2631454.540000000037253,2633541.899999999906868,2682041.379999999888241,2749849.299999999813735,10696887.119999999180436
20150707,2663294.739999999757856,2635693.760000000242144,2660929.359999999869615,2786400.399999999906868,10746318.259999999776483
20150708,2619855.609999999869615,2583163.060000000055879,2606356.780000000260770,2735829.699999999720603,10545205.150000000372529
20150709,2629180.239999999757856,2592656.560000000055879,2633443.899999999906868,2739835.299999999813735,10595116.000000000000000
20150710,2648284.359999999869615,2622782.600000000093132,2670887.859999999869615,2766873.099999999627471,10708827.919999999925494
20150713,2684900.589999999850988,2659870.540000000037253,2712315.220000000204891,2814439.600000000093132,10871525.949999999254942
20150714,2680351.989999999757856,2685692.859999999869615,2750157.520000000484288,2812436.799999999813735,10928639.169999999925494
20150715,2690586.339999999850988,2695819.260000000242144,2756132.620000000111759,2801421.399999999906868,10943959.619999999180436
20150716,2708098.449999999720603,2673288.020000000018626,2770871.200000000186265,2812436.799999999813735,10964694.469999998807907
20150717,2703322.419999999925494,2689490.260000000242144,2756929.299999999813735,2823952.899999999906868,10973694.879999998956919
20150720,2719697.379999999888241,2688604.199999999720603,2758921.000000000465661,2832464.799999999813735,10999687.379999998956919
20150721,2713556.770000000018626,2677338.580000000074506,2752547.560000000055879,2828959.899999999906868,10972402.810000000521541
20150722,2714011.629999999888241,2699490.080000000074506,2791584.879999999888241,2856498.399999999906868,11061584.990000000223517
20150723,2701957.839999999850988,2671642.480000000447035,2774057.920000000391155,2853994.899999999906868,11001653.140000000596046
20150724,2704459.569999999832362,2624807.879999999888241,2744979.100000000093132,2828959.899999999906868,10903206.449999999254942
20150727,2689449.189999999944121,2595314.740000000223517,2709128.500000000465661,2797415.799999999813735,10791308.230000000447035
20150728,2694225.219999999739230,2610757.500000000000000,2710721.859999999869615,2840976.700000000186265,10856681.280000001192093
20150729,2725610.560000000055879,2618352.300000000279397,2746174.120000000111759,2877027.100000000093132,10967164.080000000074506
20150730,2729931.729999999981374,2622909.179999999701977,2750157.520000000484288,2879530.599999999627471,10982529.030000001192093
