訓練日期,20150423 - 20150724
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10925514.120000001043081
真實報酬,925514.120000001043081

夏普值報酬,0.083851412000000
夏普值風險,0.028696512369654
夏普值,2.922007069007854

預期報酬,15332.695524902579564
風險,83951.010032833699370
趨勢值,0.182638606955484
找到最佳解世代,3020
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,4
DIS[6](2),GS[8](4),JPM[13](1),NKE[19](3),
20150522,2553733.520000000484288,2619495.399999999906868,2640211.600000000093132,2606828.799999999813735,10420269.320000000298023
20150526,2534741.500000000000000,2601596.299999999813735,2610818.800000000279397,2581369.600000000093132,10328526.199999999254942
20150527,2556281.230000000447035,2635377.699999999720603,2640211.600000000093132,2566892.799999999813735,10398763.329999998211861
20150528,2559986.990000000223517,2628066.799999999813735,2629487.200000000186265,2553414.399999999906868,10370955.390000000596046
20150529,2556281.230000000447035,2599201.350000000093132,2612804.800000000279397,2537939.200000000186265,10306226.580000001937151
20150601,2569946.220000000204891,2619621.449999999720603,2624720.800000000279397,2539936.000000000000000,10354224.470000000670552
20150602,2565082.410000000149012,2602226.549999999813735,2622337.600000000093132,2548921.600000000093132,10338568.160000000149012
20150603,2574810.030000000260770,2625671.849999999627471,2649347.200000000186265,2558905.599999999627471,10408734.679999999701977
20150604,2554659.959999999962747,2632982.750000000000000,2634650.800000000279397,2544927.999999999534339,10367221.509999999776483
20150605,2554659.959999999962747,2652898.649999999906868,2677945.600000000093132,2546924.800000000279397,10432429.009999999776483
20150608,2531267.350000000093132,2644579.349999999627471,2656894.000000000000000,2531948.799999999813735,10364689.500000000000000
20150609,2513433.379999999888241,2634873.500000000000000,2668412.800000000279397,2529952.000000000000000,10346671.679999999701977
20150610,2547711.660000000149012,2686680.049999999813735,2711310.400000000372529,2579372.799999999813735,10525074.910000000149012
20150611,2562071.480000000447035,2696890.100000000093132,2721637.600000000093132,2592851.199999999720603,10573450.379999998956919
20150612,2546553.610000000335276,2685797.699999999720603,2710913.200000000186265,2590355.199999999720603,10533619.710000000894070
20150615,2551880.640000000130385,2669411.199999999720603,2700586.000000000000000,2579872.000000000000000,10501749.839999999850988
20150616,2572262.320000000298023,2692100.199999999720603,2715679.600000000558794,2609824.000000000000000,10589866.120000001043081
20150617,2582221.549999999813735,2684159.049999999813735,2706544.000000000000000,2614816.000000000000000,10587740.599999999627471
20150618,2622290.080000000074506,2705209.399999999906868,2731964.800000000279397,2645766.399999999906868,10705230.680000001564622
20150619,2608393.480000000447035,2687436.350000000093132,2704160.800000000279397,2659244.800000000279397,10659235.430000001564622
20150622,2629469.990000000223517,2729284.949999999720603,2739114.399999999906868,2665734.399999999906868,10763603.740000000223517
20150623,2649851.669999999925494,2753108.399999999906868,2770493.200000000186265,2675718.399999999906868,10849171.669999999925494
20150624,2635028.629999999888241,2703066.549999999813735,2741497.600000000093132,2651257.600000000093132,10730850.379999998956919
20150625,2650778.110000000335276,2682772.500000000000000,2726801.200000000186265,2626297.600000000093132,10686649.410000000149012
20150626,2663285.049999999813735,2687184.249999999534339,2738717.200000000186265,2738617.600000000093132,10827804.099999999627471
20150629,2618352.709999999962747,2617604.649999999906868,2669207.200000000186265,2687699.200000000186265,10592863.759999999776483
20150630,2643598.200000000186265,2631974.349999999627471,2691450.400000000372529,2696185.599999999627471,10663208.550000000745058
20150701,2666527.589999999850988,2646470.100000000093132,2703763.600000000093132,2731628.799999999813735,10748390.089999999850988
20150702,2662821.830000000074506,2637142.399999999906868,2681917.600000000093132,2742611.199999999720603,10724493.029999999329448
20150706,2679729.360000000335276,2622520.599999999627471,2674370.800000000279397,2741612.799999999813735,10718233.559999998658895
20150707,2712154.760000000242144,2624663.450000000186265,2653319.200000000186265,2778054.399999999906868,10768191.810000000521541
20150708,2667917.250000000000000,2572352.699999999720603,2598902.800000000279397,2727635.199999999720603,10566807.949999999254942
20150709,2677413.260000000242144,2581806.449999999720603,2625912.400000000372529,2731628.799999999813735,10616760.910000000149012
20150710,2696868.500000000000000,2611806.350000000093132,2663249.200000000186265,2758585.599999999627471,10730509.649999998509884
20150713,2734157.709999999962747,2648739.000000000000000,2704558.000000000465661,2806009.600000000093132,10893464.310000000521541
20150714,2729525.510000000242144,2674453.199999999720603,2742292.000000000465661,2804012.799999999813735,10950283.510000001639128
20150715,2739947.959999999962747,2684537.200000000186265,2748250.000000000000000,2793030.399999999906868,10965765.560000000521541
20150716,2757781.930000000167638,2662100.299999999813735,2762946.400000000372529,2804012.799999999813735,10986841.429999999701977
20150717,2752918.120000000111759,2678234.700000000186265,2749044.399999999906868,2815494.399999999906868,10995691.620000001043081
20150720,2769594.040000000037253,2677352.349999999627471,2751030.400000000372529,2823980.799999999813735,11021957.589999999850988
20150721,2763340.570000000298023,2666133.899999999906868,2744675.200000000186265,2820486.399999999906868,10994636.070000000298023
20150722,2763803.790000000037253,2688192.649999999906868,2783600.800000000279397,2847942.399999999906868,11083539.640000000596046
20150723,2751528.459999999962747,2660461.649999999906868,2766124.000000000000000,2845446.399999999906868,11023560.509999999776483
20150724,2754076.169999999925494,2613823.149999999906868,2737128.399999999906868,2820486.399999999906868,10925514.120000001043081
