訓練日期,20150428 - 20150729
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10961874.500000000000000
真實報酬,961874.500000000000000

夏普值報酬,0.087487450000000
夏普值風險,0.027846292472523
夏普值,3.141798861960830

預期報酬,15560.441082901828850
風險,90193.051386385632213
趨勢值,0.172523723764940
找到最佳解世代,1822
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,4
DIS[6](4),GS[8](3),JPM[13](1),NKE[19](2),
20150602,2513389.459999999962747,2626065.110000000335276,2647575.359999999869615,2529225.060000000055879,10316254.990000000223517
20150603,2522920.939999999944121,2649726.169999999925494,2674844.719999999739230,2539131.859999999869615,10386623.689999999478459
20150604,2503177.159999999683350,2657104.350000000093132,2660006.979999999981374,2525262.339999999850988,10345550.830000000074506
20150605,2503177.159999999683350,2677203.529999999795109,2703718.159999999683350,2527243.700000000186265,10411342.550000000745058
20150608,2480256.220000000204891,2668807.669999999925494,2682464.099999999627471,2512383.500000000000000,10343911.490000000223517
20150609,2462781.839999999850988,2659012.500000000000000,2694093.680000000167638,2510402.140000000130385,10326290.160000000149012
20150610,2496368.959999999962747,2711295.810000000055879,2737403.839999999850988,2559440.800000000279397,10504509.410000000149012
20150611,2510439.240000000223517,2721599.819999999832362,2747830.359999999869615,2572814.979999999981374,10552684.400000000372529
20150612,2495234.260000000242144,2710405.340000000316650,2737002.819999999832362,2570338.280000000260770,10512980.699999999254942
20150615,2500453.879999999888241,2693868.040000000037253,2726576.299999999813735,2559936.140000000130385,10480834.359999999403954
20150616,2520424.600000000093132,2716765.840000000316650,2741815.060000000055879,2589656.540000000037253,10568662.039999999105930
20150617,2530183.020000000018626,2708751.610000000335276,2732591.599999999627471,2594609.939999999944121,10566136.169999999925494
20150618,2569443.640000000130385,2729995.680000000167638,2758256.879999999888241,2625321.020000000018626,10683017.220000000670552
20150619,2555827.240000000223517,2712059.069999999832362,2730185.479999999981374,2638695.200000000186265,10636766.990000002086163
20150622,2576478.779999999795109,2754292.790000000037253,2765475.239999999757856,2645134.620000000111759,10741381.429999999701977
20150623,2596449.500000000000000,2778335.479999999981374,2797155.819999999832362,2655041.419999999925494,10826982.220000000670552
20150624,2581925.339999999850988,2727833.110000000335276,2767881.359999999869615,2630769.759999999776483,10708409.570000000298023
20150625,2597357.260000000242144,2707352.299999999813735,2753043.620000000111759,2606002.759999999776483,10663755.940000001341105
20150626,2609612.020000000018626,2711804.649999999906868,2765074.219999999739230,2717454.259999999776483,10803945.149999998509884
20150629,2565585.659999999683350,2641584.729999999981374,2694895.719999999739230,2666929.580000000074506,10568995.689999999478459
20150630,2590322.120000000111759,2656086.669999999925494,2717352.839999999850988,2675350.359999999869615,10639111.990000000223517
20150701,2612789.179999999701977,2670715.819999999832362,2729784.459999999497086,2710519.500000000000000,10723808.959999999031425
20150702,2609158.140000000130385,2661302.279999999795109,2707728.359999999869615,2721416.979999999981374,10699605.759999999776483
20150706,2625724.760000000242144,2646545.919999999925494,2700108.979999999981374,2720426.300000000279397,10692805.960000000894070
20150707,2657496.359999999869615,2648708.490000000223517,2678854.919999999925494,2756586.120000000111759,10741645.890000000596046
20150708,2614150.819999999832362,2595916.340000000316650,2623915.180000000167638,2706556.780000000260770,10540539.120000001043081
20150709,2623455.359999999869615,2605457.090000000316650,2651184.540000000037253,2710519.500000000000000,10590616.490000000223517
20150710,2642518.319999999832362,2635733.069999999832362,2688880.419999999925494,2737267.859999999869615,10704399.669999999925494
20150713,2679055.659999999683350,2673005.600000000093132,2730586.500000000000000,2784325.160000000149012,10866972.919999999925494
20150714,2674516.859999999869615,2698956.439999999944121,2768683.399999999906868,2782343.800000000279397,10924500.500000000000000
20150715,2684729.159999999683350,2709133.240000000223517,2774698.699999999720603,2771446.320000000298023,10940007.419999999925494
20150716,2702203.540000000037253,2686489.860000000335276,2789536.439999999944121,2782343.800000000279397,10960573.640000000596046
20150717,2697437.799999999813735,2702772.740000000223517,2775500.739999999757856,2793736.620000000111759,10969447.899999998509884
20150720,2713777.479999999981374,2701882.270000000018626,2777505.839999999850988,2802157.399999999906868,10995322.990000000223517
20150721,2707650.100000000093132,2690560.580000000074506,2771089.519999999552965,2798690.020000000018626,10967990.219999998807907
20150722,2708103.979999999981374,2712822.330000000074506,2810389.479999999981374,2825933.719999999739230,11057249.510000001639128
20150723,2696076.159999999683350,2684836.130000000353903,2792744.599999999627471,2823457.020000000018626,10997113.910000000149012
20150724,2698572.500000000000000,2637768.430000000167638,2763470.139999999664724,2798690.020000000018626,10898501.089999999850988
20150727,2683594.459999999962747,2608128.500000000000000,2727378.339999999850988,2767483.600000000093132,10786584.900000000372529
20150728,2688360.199999999720603,2623648.120000000111759,2728982.419999999925494,2810578.180000000167638,10851568.919999999925494
20150729,2719677.919999999925494,2631280.720000000204891,2764673.199999999720603,2846242.660000000149012,10961874.500000000000000
