代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12844007.595500000000
真實報酬,2844007.595499999800

夏普值報酬,0.275700759550
夏普值風險,0.074720178712
夏普值,3.689776500837

預期報酬,11451.740810977999
風險,131278.070014099470
起點值,0.087232702383
找到最佳解世代,4969
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,12
1102(1),1301(3),2227(11),2317(16),2408(23),2801(28),2882(31),2885(34),2886(35),3481(43),5880(46),6505(47),
FS( 31 ),801658.432249999950,899404.937249999960,790349.568000000090,826984.292499999980,814404.891500000030,830703.449999999950,926036.386999999990,846655.039999999800,877462.130000000000,820951.612000000080,817060.423999999880,858284.366000000040,10109959.530500000000
FS( 32 ),800115.290999999970,904552.059999999820,790349.568000000090,826984.292499999980,817331.881999999980,833441.281250000000,937117.136750000060,846655.039999999800,869895.760000000130,820951.612000000080,817060.423999999880,858284.366000000040,10122742.713500001000
FS( 33 ),784992.506749999940,911889.447749999930,795845.141999999990,842316.147500000200,819422.589499999890,836179.112499999810,924991.033249999980,850438.224999999860,867904.610000000100,832301.167000000130,819609.096000000020,862495.648249999970,10148388.725500001000
FS( 34 ),784992.506749999940,906632.811749999990,795845.141999999990,845203.314999999940,836775.461750000130,828513.185000000060,927918.023750000050,839845.306999999910,856754.170000000040,832301.167000000130,819609.096000000020,858284.366000000040,10132678.552000001000
FS( 35 ),793942.725999999910,913970.199499999990,794013.283999999990,845203.314999999940,841793.159749999880,833441.281250000000,941089.481000000030,850438.224999999860,871488.680000000050,847433.907000000010,825343.608000000010,862495.648249999970,10220657.514749998000
FS( 36 ),804436.086499999980,930616.213500000190,799548.680999999980,848090.482500000040,848901.565249999990,838369.377499999940,937117.136750000060,858004.594999999860,877462.130000000000,836084.351999999960,819609.096000000020,892243.429249999930,10290487.145250000000
FS( 37 ),807522.369000000060,936858.468750000000,797716.822999999970,855756.410000000030,871272.135499999970,846035.305000000050,949034.169500000080,858004.594999999860,862329.390000000010,836084.351999999960,825343.608000000010,905056.479499999900,10351018.105249997000
FS( 38 ),810608.651499999920,935763.336250000050,797716.822999999970,847094.907499999860,941310.836750000130,846035.305000000050,959069.565500000030,868597.512999999920,875470.980000000210,828517.982000000080,825343.608000000010,900755.595499999940,10436289.104000002000
FS( 39 ),793942.725999999910,930616.213500000190,799548.680999999980,841320.572500000010,907859.516750000070,848773.136249999980,997329.512750000110,858004.594999999860,869895.760000000130,820951.612000000080,828529.447999999970,905056.479499999900,10401832.253250001000
FS( 40 ),818015.729500000020,938939.220499999940,799548.680999999980,848986.499999999770,931275.440749999830,861367.160000000030,997329.512750000110,865570.964999999730,875470.980000000210,820951.612000000080,840635.640000000010,900755.595499999940,10498851.037000000000
FS( 41 ),813386.305749999940,950328.598500000080,801380.539000000110,855756.410000000030,931275.440749999830,856439.063749999970,974122.659499999950,858004.594999999860,867904.610000000100,832301.167000000130,834263.959999999960,883820.864749999950,10458988.214000000000
FS( 42 ),844866.387250000030,959746.738000000130,808707.971000000020,855756.410000000030,931275.440749999830,876699.015000000010,966177.971000000020,850438.224999999860,858347.089999999850,836084.351999999960,840635.640000000010,926292.094249999970,10555031.334249998000
FS( 43 ),841780.104750000060,962813.109000000050,805044.255000000000,859539.594999999860,946537.605500000060,869033.087499999910,994193.451499999970,854221.409999999800,863922.309999999940,832301.167000000130,837449.800000000050,943316.426749999870,10610156.322000002000
FS( 44 ),839002.450499999920,965988.993249999940,797716.822999999970,852869.242499999930,936293.138749999930,864104.991250000200,988130.399749999980,850438.224999999860,869895.760000000130,820951.612000000080,837449.800000000050,934804.260499999860,10557649.696500000000
FS( 45 ),823879.666249999890,954490.101999999960,794013.283999999990,848986.499999999770,933157.077499999900,856439.063749999970,994193.451499999970,843628.491999999850,860338.239999999870,836084.351999999960,831715.288000000060,926292.094249999970,10503221.611249998000
FS( 46 ),832829.885499999860,954490.101999999960,795845.141999999990,858544.020000000020,927094.025749999910,864104.991250000200,1008201.191750000000,850438.224999999860,877462.130000000000,836084.351999999960,837449.800000000050,956039.875249999920,10598587.740499999000
FS( 47 ),832829.885499999860,960732.357250000230,799548.680999999980,866209.947500000010,927094.025749999910,864104.991250000200,1006319.555000000100,846655.039999999800,877462.130000000000,862566.647000000110,837449.800000000050,947527.708999999920,10628504.769250002000
FS( 48 ),844866.387250000030,966974.612500000050,803212.397000000110,882537.377499999940,927094.025749999910,879436.846249999940,1009246.545500000100,868597.512999999920,886621.420000000040,866349.832000000050,852104.663999999990,960340.759250000000,10747386.380000001000
FS( 49 ),844866.387250000030,971136.115999999810,803212.397000000110,884428.969999999860,947373.888500000000,873961.183750000080,1016354.951000000100,883730.252999999790,896178.940000000060,855000.277000000000,855290.503999999960,977275.490000000110,10808813.357500002000
FS( 50 ),846409.528500000010,971136.115999999810,797716.822999999970,869097.115000000110,982079.633000000030,871770.918749999950,1016354.951000000100,876163.882999999800,896178.940000000060,858783.462000000060,855290.503999999960,956039.875249999920,10797025.749500001000
FS( 51 ),837459.309249999930,960732.357250000230,795845.141999999990,878654.635000000010,977898.218000000110,879436.846249999940,1021372.649000000100,887513.437999999850,894187.790000000040,855000.277000000000,855290.503999999960,977275.490000000110,10820670.655750003000
FS( 52 ),841780.104750000060,951423.731000000030,797716.822999999970,871984.282499999860,990233.392249999920,871770.918749999950,1001301.857000000100,883730.252999999790,883037.350000000090,858783.462000000060,849555.991999999970,960340.759250000000,10761662.925500000000
FS( 53 ),844866.387250000030,938939.220499999940,795845.141999999990,876763.042499999980,992115.028999999980,871770.918749999950,1024299.639500000000,879947.067999999970,883037.350000000090,876942.750000000000,849555.991999999970,943316.426749999870,10777402.966250001000
FS( 54 ),830052.231249999950,945181.475750000220,799548.680999999980,871088.265000000130,1012603.962500000000,873961.183750000080,1028271.983750000000,883730.252999999790,896178.940000000060,876942.750000000000,840635.640000000010,943316.426749999870,10801515.792750001000
FS( 55 ),814929.446999999930,934777.717000000060,795845.141999999990,863422.337499999790,996296.443999999900,869033.087499999910,1008201.191750000000,876163.882999999800,883037.350000000090,870133.017000000110,837449.800000000050,943316.426749999870,10692609.843500001000
FS( 56 ),818015.729500000020,937844.088000000110,792181.426000000090,871984.282499999860,996296.443999999900,873961.183750000080,1008201.191750000000,876163.882999999800,879055.050000000280,880725.934999999940,837449.800000000050,926292.094249999970,10698175.107750000000
FS( 57 ),807522.369000000060,941019.972249999880,797716.822999999970,868201.097500000030,991069.675249999970,873961.183750000080,999211.149499999940,868597.512999999920,873479.830000000190,895858.675000000050,834263.959999999960,917779.927999999960,10668686.176250000000
FS( 58 ),795485.867250000010,921198.074000000020,795845.141999999990,863422.337499999790,1011558.608749999900,864104.991250000200,964087.263500000120,861787.779999999910,867904.610000000100,892075.489999999990,831715.288000000060,909267.761749999950,10578457.214000002000
FS( 59 ),789621.930499999900,910794.315250000100,794013.283999999990,862426.762499999950,1033929.179000000000,858629.328750000100,968059.607749999970,861787.779999999910,863922.309999999940,884509.120000000110,828529.447999999970,905056.479499999900,10561283.545250000000
FS( 60 ),791165.071749999890,913970.199499999990,795845.141999999990,868201.097500000030,1017621.660500000000,869033.087499999910,989175.753500000110,865570.964999999730,867904.610000000100,880725.934999999940,834263.959999999960,905056.479499999900,10598537.961749997000
FS( 61 ),792708.212999999870,913970.199499999990,792181.426000000090,870092.689999999940,1002359.495749999900,869033.087499999910,980185.711250000050,861787.779999999910,862329.390000000010,873916.202000000050,831715.288000000060,913568.645750000030,10563852.128749998000
FS( 62 ),797029.008499999880,935763.336250000050,795845.141999999990,874871.449999999950,1018667.014250000000,873961.183750000080,1001301.857000000100,872380.697999999860,867904.610000000100,884509.120000000110,840635.640000000010,930592.978249999930,10693466.038000003000
FS( 63 ),789621.930499999900,924373.958250000030,792181.426000000090,871088.265000000130,1007377.193750000000,873961.183750000080,986248.763000000150,868597.512999999920,860338.239999999870,876942.750000000000,834263.959999999960,917779.927999999960,10602779.111250002000
FS( 64 ),793942.725999999910,943100.724000000050,795845.141999999990,876763.042499999980,1008422.547500000000,881627.111249999960,992311.814750000020,883730.252999999790,867904.610000000100,880725.934999999940,840635.640000000010,964552.041499999930,10729565.587500000000
FS( 65 ),798572.149749999980,952409.350250000020,801380.539000000110,877758.617499999930,987097.331000000010,879436.846249999940,988130.399749999980,879947.067999999970,871488.680000000050,918557.785000000030,840635.640000000010,943316.426749999870,10738734.833250001000
FS( 66 ),793942.725999999910,954490.101999999960,803212.397000000110,876763.042499999980,995251.090249999890,873961.183750000080,986248.763000000150,879947.067999999970,884630.270000000020,922340.970000000090,840635.640000000010,943316.426749999870,10754743.679250002000
FS( 67 ),798572.149749999980,955585.234500000020,805044.255000000000,874871.449999999950,1010513.255000000000,879436.846249999940,996284.159000000100,887513.437999999850,892196.640000000010,952606.449999999950,846370.152000000000,956039.875249999920,10855037.904750001000
FS( 68 ),798572.149749999980,956570.853749999890,805044.255000000000,872979.857500000040,1017621.660500000000,881627.111249999960,1003183.493750000000,887513.437999999850,894187.790000000040,982871.929999999930,846370.152000000000,939015.542750000140,10885562.234250002000
FS( 69 ),792708.212999999870,953504.482749999970,799548.680999999980,870092.689999999940,1015530.953000000000,879436.846249999940,1008201.191750000000,883730.252999999790,881046.200000000070,975305.559999999940,846370.152000000000,939015.542750000140,10844494.765500002000
FS( 70 ),789621.930499999900,946167.094999999970,797716.822999999970,874871.449999999950,997341.797750000030,881627.111249999960,1012382.606750000200,887513.437999999850,890603.720000000090,971522.375000000000,849555.991999999970,934804.260499999860,10833732.599750001000
FS( 71 ),802892.945249999990,944086.343250000030,792181.426000000090,876763.042499999980,999223.434499999860,887102.773750000050,1008201.191750000000,894323.170999999860,894187.790000000040,967739.190000000060,852104.663999999990,926292.094249999970,10845102.066250000000
FS( 72 ),819558.870750000000,959746.738000000130,797716.822999999970,877758.617499999930,985006.623499999990,899696.797500000220,1002347.210750000000,916265.643999999850,901754.159999999920,975305.559999999940,855290.503999999960,930592.978249999930,10921044.527250001000
FS( 73 ),820793.383749999920,961827.489750000070,801380.539000000110,876763.042499999980,968908.175749999940,899696.797500000220,996284.159000000100,916265.643999999850,901754.159999999920,986655.114999999990,855290.503999999960,930592.978249999930,10916215.988500003000
FS( 74 ),810608.651499999920,945181.475750000220,795845.141999999990,870092.689999999940,971835.166250000010,896958.966250000060,974122.659499999950,905672.725999999910,890603.720000000090,971522.375000000000,849555.991999999970,900755.595499999940,10782759.159750000000
FS( 75 ),813386.305749999940,951423.731000000030,797716.822999999970,874871.449999999950,996296.443999999900,892030.870000000000,978095.003750000030,909455.910999999730,886621.420000000040,975305.559999999940,846370.152000000000,900755.595499999940,10822333.266000001000
FS( 76 ),800115.290999999970,926454.709999999850,801380.539000000110,868201.097500000030,1000268.788250000000,892030.870000000000,967223.324750000030,909455.910999999730,879055.050000000280,1001031.218000000000,846370.152000000000,905056.479499999900,10796647.431000000000
FS( 77 ),792708.212999999870,930616.213500000190,797716.822999999970,870092.689999999940,1006331.840000000000,889293.038750000070,965132.617249999890,909455.910999999730,883037.350000000090,997248.033000000050,846370.152000000000,896544.313250000010,10784551.194750000000
FS( 78 ),789621.930499999900,935763.336250000050,794013.283999999990,869097.115000000110,998178.080749999960,892030.870000000000,971195.669000000110,898106.356000000030,879055.050000000280,993464.848000000000,849555.991999999970,896544.313250000010,10766630.844750000000
FS( 79 ),797029.008499999880,948247.846750000030,795845.141999999990,874871.449999999950,992115.028999999980,894768.701250000040,976213.366999999970,912482.458999999920,888612.570000000070,993464.848000000000,855290.503999999960,913568.645750000030,10842513.571249999000
FS( 80 ),805979.227749999960,953504.482749999970,801380.539000000110,871984.282499999860,1002359.495749999900,892030.870000000000,978095.003750000030,912482.458999999920,879055.050000000280,1001031.218000000000,855290.503999999960,917779.927999999960,10870977.060500000000
FS( 81 ),809065.510249999820,941019.972249999880,801380.539000000110,875867.024999999790,1008422.547500000000,892030.870000000000,966177.971000000020,901889.540999999850,879055.050000000280,1076694.918000000100,849555.991999999970,892243.429249999930,10893407.365250001000
FS( 82 ),813386.305749999940,941019.972249999880,797716.822999999970,871984.282499999860,976016.581250000050,896958.966250000060,961160.273000000040,901889.540999999850,875470.980000000210,1057778.993000000000,852104.663999999990,896544.313250000010,10842035.695250001000
FS( 83 ),820793.383749999920,949342.979249999970,799548.680999999980,884428.969999999860,972880.520000000020,901887.062500000000,992311.814750000020,938208.116999999850,890603.720000000090,1053995.808000000000,864210.856000000030,917779.927999999960,10985995.840249998000
FS( 84 ),823879.666249999890,958651.605499999950,803212.397000000110,892094.897500000200,973925.873749999910,909552.990000000110,988130.399749999980,938208.116999999850,894187.790000000040,1027513.513000000000,873131.207999999980,900755.595499999940,10983248.053250000000
FS( 85 ),819558.870750000000,953504.482749999970,808707.971000000020,908422.327500000130,958663.708999999920,909552.990000000110,985203.409250000030,934424.931999999910,890603.720000000090,989681.663000000060,875679.880000000000,896544.313250000010,10930552.268500000000
FS( 86 ),830052.231249999950,953504.482749999970,819738.942000000040,921763.032499999860,961799.770249999940,909552.990000000110,982276.418750000070,938208.116999999850,884630.270000000020,1012380.773000000000,875679.880000000000,900755.595499999940,10990346.503000000000
FS( 87 ),864309.967000000060,977378.371250000080,834433.628999999960,923754.182500000000,956573.001500000010,917218.917500000100,994193.451499999970,953340.856999999960,894187.790000000040,986655.114999999990,878865.719999999970,926292.094249999970,11107207.096500000000
FS( 88 ),864309.967000000060,982635.007250000140,841761.060999999990,931420.109999999990,983961.269749999980,919956.748749999910,993148.097749999960,949557.671999999900,901754.159999999920,937473.709999999960,878865.719999999970,917779.927999999960,11102627.451500000000
FS( 89 ),864309.967000000060,977378.371250000080,838097.345000000090,932316.127499999940,974971.227499999920,922694.579999999960,1000256.503250000000,949557.671999999900,899763.010000000130,933690.525000000020,882051.559999999940,930592.978249999930,11105683.866750002000
FS( 90 ),874803.327499999900,1019102.919500000200,843592.918999999990,940977.630000000000,974971.227499999920,932550.772500000080,1006319.555000000100,957124.041999999900,912904.600000000090,948823.265000000010,890334.743999999950,939015.542750000140,11240524.544750001000
FS( 91 ),876037.840499999930,993038.765999999830,849128.316000000110,941873.647500000200,976016.581250000050,947882.627499999940,1009246.545500000100,957124.041999999900,901754.159999999920,952606.449999999950,890334.743999999950,934804.260499999860,11229851.980749998000
FS( 92 ),873260.186250000030,987891.643249999960,856455.748000000020,932316.127499999940,969744.458749999870,945692.362499999930,1013218.889750000000,957124.041999999900,890603.720000000090,941256.895000000020,887786.071999999930,922080.812000000030,11177434.957000002000
FS( 93 ),873260.186250000030,990958.014250000010,852792.032000000010,931420.109999999990,970789.812500000000,953358.290000000150,1008201.191750000000,957124.041999999900,899763.010000000130,937473.709999999960,890334.743999999950,926292.094249999970,11191771.236999998000
FS( 94 ),891160.624749999960,987891.643249999960,845424.777000000000,933311.702500000130,952600.657249999930,950620.458750000110,1008201.191750000000,949557.671999999900,901754.159999999920,926124.154999999910,884600.232000000080,930592.978249999930,11161844.252500001000
FS( 95 ),892703.765999999950,985810.891499999910,843592.918999999990,937094.887499999950,968908.175749999940,950620.458750000110,1012382.606750000200,960150.589999999730,907329.380000000000,941256.895000000020,884600.232000000080,926292.094249999970,11210746.896500001000
FS( 96 ),900110.844000000040,977378.371250000080,841761.060999999990,937094.887499999950,966817.468250000030,947882.627499999940,1004228.847500000000,957124.041999999900,911311.680000000050,948823.265000000010,887786.071999999930,939015.542750000140,11219338.708750002000
FS( 97 ),907517.921999999900,977378.371250000080,839929.203000000100,935203.295000000040,955527.647750000000,940216.699999999950,1000256.503250000000,941991.302000000030,909320.530000000030,937473.709999999960,878865.719999999970,939015.542750000140,11162700.447000002000
FS( 98 ),914925.000000000000,978473.503749999920,839929.203000000100,927537.367499999930,951555.303499999920,942954.531250000000,993148.097749999960,957124.041999999900,901754.159999999920,948823.265000000010,875679.880000000000,922080.812000000030,11153989.165750002000
FS( 99 ),920788.936749999990,961827.489750000070,839929.203000000100,922758.607500000040,942356.190499999910,938026.435000000060,985203.409250000030,941991.302000000030,907329.380000000000,926124.154999999910,875679.880000000000,900755.595499999940,11062774.584250001000
FS( 100 ),928504.642999999920,955585.234500000020,838097.345000000090,928532.942500000000,948419.242249999890,942954.531250000000,1003183.493750000000,953340.856999999960,899763.010000000130,937473.709999999960,882051.559999999940,909267.761749999950,11127178.331000000000
FS( 101 ),928504.642999999920,948247.846750000030,832601.771000000070,920867.015000000130,963681.406999999890,940216.699999999950,996284.159000000100,945774.486999999850,894187.790000000040,929907.339999999970,882051.559999999940,900755.595499999940,11083084.314250000000
FS( 102 ),925418.360499999840,947262.227500000040,825234.516000000060,931420.109999999990,972880.520000000020,940216.699999999950,1008201.191750000000,949557.671999999900,903745.309999999940,929907.339999999970,882051.559999999940,926292.094249999970,11142191.602000000000
FS( 103 ),931282.297249999950,960732.357250000230,827066.374000000070,937094.887499999950,973925.873749999910,935288.603750000010,1008201.191750000000,945774.486999999850,905338.230000000210,945040.079999999960,884600.232000000080,930592.978249999930,11184941.592500001000
FS( 104 ),930047.784249999910,954490.101999999960,827066.374000000070,939086.037499999980,973925.873749999910,938026.435000000060,1025344.993249999900,945774.486999999850,901754.159999999920,945040.079999999960,882051.559999999940,922080.812000000030,11184692.698750000000
FS( 105 ),926961.501749999940,935763.336250000050,819738.942000000040,925645.774999999790,972880.520000000020,927622.676249999900,1023254.285749999900,938208.116999999850,894187.790000000040,929907.339999999970,882051.559999999940,896544.313250000010,11072770.157250000000
FS( 106 ),897024.561499999950,930616.213500000190,819738.942000000040,931420.109999999990,929184.733249999930,930360.507500000070,1028271.983750000000,941991.302000000030,899763.010000000130,918557.785000000030,878865.719999999970,892243.429249999930,10998042.297750000000
FS( 107 ),918011.282499999970,929521.081000000010,819738.942000000040,932316.127499999940,934202.431250000020,935288.603750000010,1044370.431500000200,949557.671999999900,896178.940000000060,907208.229999999980,884600.232000000080,892243.429249999930,11043241.402750000000
FS( 108 ),918011.282499999970,942005.591499999860,830769.913000000060,932316.127499999940,944446.898000000040,935288.603750000010,1048342.775750000100,979066.514999999780,897771.860000000100,922340.970000000090,884600.232000000080,917779.927999999960,11152744.697000001000
FS( 109 ),907517.921999999900,945181.475750000220,825234.516000000060,933311.702500000130,931275.440749999830,935288.603750000010,1052524.190749999800,967716.959999999850,899763.010000000130,922340.970000000090,887786.071999999930,905056.479499999900,11113001.343000000000
FS( 110 ),926961.501749999940,958651.605499999950,827066.374000000070,940977.630000000000,951555.303499999920,938026.435000000060,1048342.775750000100,967716.959999999850,903745.309999999940,933690.525000000020,890334.743999999950,922080.812000000030,11209153.976500003000
FS( 111 ),925418.360499999840,964893.860749999990,827066.374000000070,945756.390000000130,969744.458749999870,940216.699999999950,1048342.775750000100,979066.514999999780,911311.680000000050,933690.525000000020,890334.743999999950,917779.927999999960,11253626.311749998000
FS( 112 ),925418.360499999840,970150.496750000050,832601.771000000070,944760.814999999940,986051.977250000000,945692.362499999930,1050433.483250000000,971500.144999999790,914895.750000000120,933690.525000000020,887786.071999999930,922080.812000000030,11285066.570250001000
FS( 113 ),932825.438499999930,982635.007250000140,825234.516000000060,946751.964999999970,989188.038499999910,950620.458750000110,1040398.087250000000,971500.144999999790,918479.820000000070,937473.709999999960,890334.743999999950,930592.978249999930,11316038.908499997000
FS( 114 ),935911.720999999900,974312.000250000040,827066.374000000070,946751.964999999970,985006.623499999990,947882.627499999940,1030362.691250000000,963933.774999999910,914895.750000000120,926124.154999999910,890334.743999999950,917779.927999999960,11260366.354499999000
FS( 115 ),926961.501749999940,977378.371250000080,821570.800000000050,944760.814999999940,992115.028999999980,945692.362499999930,1040398.087250000000,967716.959999999850,911311.680000000050,926124.154999999910,890334.743999999950,913568.645750000030,11257937.151500000000
