二次加權,一次,二次平均
JPM[13](2)PG[21](19),BA[2](10)CSCO[4](8)INTC[11](11)JPM[13](13)MRK[17](5)PG[21](19)UNH[23](2),JPM[13](1)MRK[17](6)PG[21](20)UNH[23](4)
result_train_2016_03~2017_02(2016 Q1).csv
AAPL[0](7)GS[8](2)JPM[13](1)PG[21](19),CVX[5](6)INTC[11](7)JPM[13](10)MRK[17](4)MSFT[18](13)PG[21](16)UNH[23](2)V[25](15),AAPL[0](11)GS[8](2)INTC[11](13)JPM[13](1)PG[21](19)UNH[23](5)V[25](17)
result_train_2016_04~2017_03(2016 Q1).csv
AAPL[0](4)BA[2](1)DIS[6](9),CVX[5](4)INTC[11](14)JNJ[12](16)JPM[13](2)MRK[17](3)V[25](15),AAPL[0](7)BA[2](1)JPM[13](2)PG[21](20)UNH[23](4)V[25](15)
result_train_2016_05~2017_04(2016 Q1).csv
AAPL[0](2)BA[2](1)DIS[6](4)MCD[15](6),AAPL[0](2)INTC[11](9)MSFT[18](1)UNH[23](3),AAPL[0](3)BA[2](1)MSFT[18](2)UNH[23](5)
result_train_2016_06~2017_05(2016 Q1).csv
AAPL[0](1)BA[2](2)MCD[15](3),AAPL[0](5)BA[2](3)CAT[3](2)INTC[11](13)MSFT[18](1),AAPL[0](2)BA[2](1)MCD[15](6)MSFT[18](3)
result_train_2016_07~2017_06(2016 Q1).csv
BA[2](2)MCD[15](1)V[25](11),AAPL[0](2)BA[2](4)CAT[3](5)CVX[5](21)MSFT[18](1)V[25](7),AAPL[0](4)BA[2](1)CAT[3](8)MCD[15](2)UNH[23](5)V[25](10)
result_train_2016_08~2017_07(2016 Q1).csv
BA[2](3)MCD[15](1)MMM[16](4)MSFT[18](2)V[25](5),AAPL[0](5)CAT[3](3)JPM[13](6)MSFT[18](1)V[25](9),BA[2](3)MCD[15](1)MMM[16](6)MSFT[18](2)V[25](4)
result_train_2016_09~2017_08(2016 Q1).csv
BA[2](2)JNJ[12](8)KO[14](6)MCD[15](1)UNH[23](5)V[25](4),AAPL[0](4)AXP[1](6)CAT[3](5)MSFT[18](2)UNH[23](1),AAPL[0](6)BA[2](4)CAT[3](7)JNJ[12](11)MCD[15](3)MSFT[18](1)UNH[23](2)V[25](5)
result_train_2016_10~2017_09(2016 Q1).csv
BA[2](1)MCD[15](4)MSFT[18](2)V[25](3),AAPL[0](5)BA[2](3)DD[7](7)MCD[15](4)MSFT[18](1)UNH[23](2)UTX[24](12),BA[2](2)HD[9](12)MCD[15](4)MSFT[18](1)UNH[23](3)V[25](5)
result_train_2016_11~2017_10(2016 Q1).csv
BA[2](1)MCD[15](4)MMM[16](8)V[25](2),AAPL[0](6)BA[2](5)HD[9](11)KO[14](18)MCD[15](1)MMM[16](4)UNH[23](3)V[25](10),BA[2](1)MCD[15](3)MMM[16](6)V[25](4)
result_train_2016_12~2017_11(2016 Q1).csv
BA[2](2)CAT[3](1)HD[9](14)MCD[15](6)UNH[23](3)V[25](4),BA[2](5)HD[9](11)JNJ[12](6)KO[14](7)MCD[15](2)V[25](1),BA[2](3)CAT[3](2)HD[9](14)MCD[15](5)UNH[23](4)V[25](1)
result_train_2017(2017 Q1).csv
AXP[1](6)BA[2](2)CAT[3](1)CVX[5](10)MCD[15](7)MSFT[18](5)PFE[20](17)UNH[23](3)WMT[28](8),AAPL[0](8)BA[2](3)DD[7](9)KO[14](12)MCD[15](2)MMM[16](4)UNH[23](5)V[25](1),AXP[1](7)BA[2](3)CAT[3](1)KO[14](15)MCD[15](5)PFE[20](18)UNH[23](4)V[25](2)WMT[28](9)
result_train_2017_02~2018_01(2017 Q1).csv
AXP[1](5)BA[2](2)CAT[3](1)CVX[5](7)INTC[11](11)MCD[15](8)UNH[23](4),AXP[1](10)KO[14](11)MCD[15](2)V[25](1),AXP[1](7)BA[2](3)CAT[3](1)INTC[11](17)MCD[15](6)UNH[23](4)
result_train_2017_03~2018_02(2017 Q1).csv
BA[2](1)CSCO[4](2)MSFT[18](3),MCD[15](4)MSFT[18](3)V[25](1),BA[2](2)CSCO[4](6)MSFT[18](3)
result_train_2017_04~2018_03(2017 Q1).csv
BA[2](3)CSCO[4](1)INTC[11](6),BA[2](3)MCD[15](11)MSFT[18](4)V[25](1),BA[2](3)INTC[11](8)MSFT[18](2)
result_train_2017_05~2018_04(2017 Q1).csv
BA[2](4)INTC[11](5),BA[2](2)INTC[11](10)MCD[15](11)V[25](1),BA[2](2)INTC[11](5)V[25](1)
result_train_2017_06~2018_05(2017 Q1).csv
CSCO[4](4)INTC[11](3)MRK[17](25)NKE[19](7)V[25](1),AXP[1](7)BA[2](2)INTC[11](8)V[25](1),AXP[1](8)BA[2](3)INTC[11](4)V[25](1)
result_train_2017_07~2018_06(2017 Q1).csv
INTC[11](3)MRK[17](15)MSFT[18](1)NKE[19](4)V[25](2),CSCO[4](6)INTC[11](3)MSFT[18](1)V[25](2),BA[2](4)INTC[11](3)MSFT[18](1)V[25](2)
result_train_2017_08~2018_07(2017 Q1).csv
MRK[17](10)MSFT[18](2)NKE[19](3)V[25](1),MSFT[18](1)V[25](2),MSFT[18](2)V[25](1)
result_train_2017_09~2018_08(2017 Q1).csv
MRK[17](6)MSFT[18](2)NKE[19](3)V[25](1),INTC[11](7)MRK[17](28)MSFT[18](1)NKE[19](3)V[25](2),CSCO[4](5)INTC[11](7)MSFT[18](1)NKE[19](3)V[25](2)
result_train_2017_10~2018_09(2017 Q1).csv
MRK[17](4)NKE[19](3)V[25](1),INTC[11](11)MRK[17](28)MSFT[18](1)NKE[19](3)V[25](2),INTC[11](13)MRK[17](11)MSFT[18](2)NKE[19](3)V[25](1)
result_train_2017_11~2018_10(2017 Q1).csv
AAPL[0](2)MRK[17](1)MSFT[18](3)PFE[20](4),AAPL[0](7)CSCO[4](5)INTC[11](17)MRK[17](8)MSFT[18](1)NKE[19](4)UNH[23](3),AAPL[0](4)MRK[17](2)MSFT[18](1)
result_train_2017_12~2018_11(2017 Q1).csv
MCD[15](11)MRK[17](1)PFE[20](2),INTC[11](13)MRK[17](6)MSFT[18](1)PFE[20](9)V[25](2),MRK[17](1)
result_train_2018(2018 Q1).csv
MCD[15](5)MRK[17](1)PG[21](2),MRK[17](3)MSFT[18](1),MRK[17](1)
result_train_2018_02~2019_01(2018 Q1).csv
MCD[15](3)PG[21](1),INTC[11](10)MRK[17](1)NKE[19](5)PFE[20](3),MRK[17](1)
result_train_2018_03~2019_02(2018 Q1).csv
MRK[17](1)PG[21](2),MRK[17](1),MRK[17](1)
result_train_2018_04~2019_03(2018 Q1).csv
MRK[17](2)PG[21](1),MRK[17](1)PG[21](4),MRK[17](1)PG[21](2)
result_train_2018_05~2019_04(2018 Q1).csv
PG[21](1),MRK[17](2)PG[21](1),PG[21](1)
result_train_2018_06~2019_05(2018 Q1).csv
PG[21](1),PG[21](1),PG[21](1)
result_train_2018_07~2019_06(2018 Q1).csv
PG[21](1),MCD[15](2)MRK[17](3)PG[21](1),MCD[15](2)MRK[17](3)PG[21](1)
result_train_2018_08~2019_07(2018 Q1).csv
MCD[15](6)PG[21](1)V[25](2),MCD[15](2)MRK[17](3)PG[21](1),MCD[15](2)PG[21](1)V[25](3)
result_train_2018_09~2019_08(2018 Q1).csv
MCD[15](4)PG[21](1)V[25](2),MCD[15](2)MRK[17](3)PG[21](1),MCD[15](2)PG[21](1)V[25](4)
result_train_2018_10~2019_09(2018 Q1).csv
HD[9](7)KO[14](6)MCD[15](3)PG[21](1),PG[21](1),PG[21](1)
result_train_2018_11~2019_10(2018 Q1).csv
HD[9](2)KO[14](5)PG[21](1),PG[21](1),PG[21](1)
result_train_2018_12~2019_11(2018 Q1).csv
AAPL[0](3)PG[21](1)WMT[28](2),PG[21](1),PG[21](1)
