二次加權,一次,二次平均
MCD[15](7)MSFT[18](2)UNH[23](1),CAT[3](2)DD[7](3)JNJ[12](9)MRK[17](1),CAT[3](5)DD[7](3)JNJ[12](9)MRK[17](1)MSFT[18](4)UNH[23](2)
result_train_2014_Q2(2014 Q1).csv
CSCO[4](12)CVX[5](16)INTC[11](1)TRV[22](2)UNH[23](8),CAT[3](5)CSCO[4](11)INTC[11](12)KO[14](6)MCD[15](10)TRV[22](1)VZ[26](13),CSCO[4](8)INTC[11](3)MCD[15](14)TRV[22](1)
result_train_2014_Q3(2014 Q1).csv
GS[8](2)JNJ[12](1)NKE[19](3)PG[21](5),AAPL[0](3)GS[8](2)MSFT[18](1)PG[21](4),GS[8](1)NKE[19](5)PG[21](3)
result_train_2014_Q4(2014 Q1).csv
UTX[24](2)WBA[27](1)WMT[28](8),UNH[23](2)WBA[27](1),UNH[23](2)WBA[27](1)
result_train_2015_Q1(2015 Q1).csv
UNH[23](3)WBA[27](1),BA[2](3)PFE[20](5)UNH[23](1)WBA[27](7),BA[2](4)PFE[20](6)UNH[23](2)WBA[27](1)
result_train_2015_Q2(2015 Q1).csv
DIS[6](4)GS[8](2)JPM[13](1)NKE[19](3),DIS[6](3)GS[8](2)JPM[13](1)NKE[19](5),DIS[6](3)GS[8](2)JPM[13](1)
result_train_2015_Q3(2015 Q1).csv
INTC[11](2)NKE[19](1),HD[9](1)NKE[19](2),NKE[19](1)
result_train_2015_Q4(2015 Q1).csv
HD[9](2)MCD[15](1),HD[9](2)MCD[15](1)PG[21](5),HD[9](4)JNJ[12](2)MCD[15](1)
result_train_2016_Q1(2016 Q1).csv
AAPL[0](5)IBM[10](2)KO[14](1)MCD[15](23)UNH[23](4)WMT[28](24),KO[14](3)VZ[26](1)WMT[28](2),KO[14](1)UNH[23](3)WMT[28](6)
result_train_2016_Q2(2016 Q1).csv
JNJ[12](2)VZ[26](1)WMT[28](4),PFE[20](3)VZ[26](26)XOM[29](1),PFE[20](3)VZ[26](7)XOM[29](1)
result_train_2016_Q3(2016 Q1).csv
AAPL[0](3)JPM[13](5)PG[21](1)V[25](2),AAPL[0](2)INTC[11](4)PG[21](3)V[25](1),AAPL[0](5)CSCO[4](3)JPM[13](2)PG[21](4)V[25](1)
result_train_2016_Q4(2016 Q1).csv
AAPL[0](23)BA[2](5)CVX[5](1)JPM[13](4)MSFT[18](16)VZ[26](6),BA[2](1)GS[8](2)MSFT[18](4),AAPL[0](20)BA[2](2)CVX[5](3)JPM[13](4)MSFT[18](8)
result_train_2017_Q1(2017 Q1).csv
AAPL[0](1)DIS[6](8)KO[14](12)MMM[16](3)MSFT[18](15),AAPL[0](1)DIS[6](6)HD[9](4)KO[14](23)MCD[15](2)MSFT[18](9),AAPL[0](1)DIS[6](6)KO[14](18)MCD[15](2)MSFT[18](12)
result_train_2017_Q2(2017 Q1).csv
BA[2](3)JNJ[12](1)JPM[13](14)KO[14](8)MCD[15](6)TRV[22](4),BA[2](7)JNJ[12](13)MCD[15](1)UNH[23](2)WMT[28](10),BA[2](3)JNJ[12](5)KO[14](7)MCD[15](1)UNH[23](4)
result_train_2017_Q3(2017 Q1).csv
AXP[1](6)CAT[3](2)HD[9](4)MCD[15](21)PFE[20](1)V[25](5),AXP[1](17)CAT[3](1)HD[9](19)MCD[15](9)PG[21](4)UNH[23](5)V[25](2),AAPL[0](14)BA[2](3)CAT[3](2)HD[9](11)MCD[15](16)MSFT[18](13)PG[21](6)UNH[23](7)V[25](1)
result_train_2017_Q4(2017 Q1).csv
BA[2](2)CAT[3](5)CVX[5](13)HD[9](1)MSFT[18](18)NKE[19](3)PG[21](16)V[25](20)WBA[27](17)WMT[28](7),AAPL[0](10)CAT[3](2)CSCO[4](11)CVX[5](25)DIS[6](18)HD[9](16)KO[14](21)MSFT[18](7)NKE[19](3)TRV[22](12)V[25](9)WMT[28](1),AAPL[0](16)CVX[5](20)HD[9](1)NKE[19](3)TRV[22](17)V[25](14)WMT[28](2)
result_train_2018_Q1(2018 Q1).csv
INTC[11](1),BA[2](3)CSCO[4](1)INTC[11](8),CSCO[4](1)INTC[11](2)
result_train_2018_Q2(2018 Q1).csv
HD[9](1)PG[21](5)V[25](2),HD[9](1)NKE[19](4)V[25](2)VZ[26](17),AAPL[0](10)CVX[5](8)HD[9](2)MRK[17](6)NKE[19](5)UNH[23](3)V[25](1)VZ[26](16)
result_train_2018_Q3(2018 Q1).csv
AAPL[0](7)CSCO[4](2)HD[9](10)PFE[20](3)WBA[27](11)XOM[29](14),AAPL[0](4)CSCO[4](17)HD[9](19)MRK[17](1)MSFT[18](7)PFE[20](2)WBA[27](6)XOM[29](28),AAPL[0](7)HD[9](17)MRK[17](1)MSFT[18](9)PFE[20](2)WBA[27](6)
result_train_2018_Q4(2018 Q1).csv
MRK[17](1)PG[21](2),PG[21](1),PG[21](1)
