代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13052210.280000001192093
真實報酬,3052210.280000001192093

夏普值報酬,0.296521028000000
夏普值風險,0.096264624080016
夏普值,3.080269941671706

二次趨勢線,55.469305273133621 x^2 + -1059.458038984516406 x + 10000000.000000000000000
二次平均預期報酬,12974.276195118289252
風險,374857.366997699718922
二次平均趨勢值,0.034611234398384
一次趨勢線,9445.000457037011074 x + 10000000.000000000000000
一次預期報酬,9445.000457037011074
一次風險,545123.691259381361306
一次趨勢值,0.017326343742677
找到最佳解世代,1915
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
FS( 146 ),11594128.199999999254942,11594128.199999999254942
FS( 147 ),11729135.799999998882413,11729135.799999998882413
FS( 148 ),11695903.160000000149012,11695903.160000000149012
FS( 149 ),11657477.919999999925494,11657477.919999999925494
FS( 150 ),11642938.640000000596046,11642938.640000000596046
FS( 151 ),11639823.080000000074506,11639823.080000000074506
FS( 152 ),11673055.720000000670552,11673055.720000000670552
FS( 153 ),11719789.119999999180436,11719789.119999999180436
FS( 154 ),11767561.040000000968575,11767561.040000000968575
FS( 155 ),11728097.280000001192093,11728097.280000001192093
FS( 156 ),11758214.359999999403954,11758214.359999999403954
FS( 157 ),11823641.119999999180436,11823641.119999999180436
FS( 158 ),11642938.640000000596046,11642938.640000000596046
FS( 159 ),11420695.359999999403954,11420695.359999999403954
FS( 160 ),11533894.040000000968575,11533894.040000000968575
FS( 161 ),11521431.799999998882413,11521431.799999998882413
FS( 162 ),11686556.480000000447035,11686556.480000000447035
FS( 163 ),11766522.519999999552965,11766522.519999999552965
FS( 164 ),11829872.240000000223517,11829872.240000000223517
FS( 165 ),11888029.359999999403954,11888029.359999999403954
FS( 166 ),11868297.480000000447035,11868297.480000000447035
FS( 167 ),11880759.720000000670552,11880759.720000000670552
FS( 168 ),11863104.880000000819564,11863104.880000000819564
FS( 169 ),11855835.240000000223517,11855835.240000000223517
FS( 170 ),11885952.320000000298023,11885952.320000000298023
FS( 171 ),11810140.359999999403954,11810140.359999999403954
FS( 172 ),11775869.199999999254942,11775869.199999999254942
FS( 173 ),12067693.320000000298023,12067693.320000000298023
FS( 174 ),12090540.759999999776483,12090540.759999999776483
FS( 175 ),12101964.480000000447035,12101964.480000000447035
FS( 176 ),12107157.080000000074506,12107157.080000000074506
FS( 177 ),12171545.320000000298023,12171545.320000000298023
FS( 178 ),12055231.080000000074506,12055231.080000000074506
FS( 179 ),12073924.440000001341105,12073924.440000001341105
FS( 180 ),12143505.280000001192093,12143505.280000001192093
FS( 181 ),12238010.599999999627471,12238010.599999999627471
FS( 182 ),12202700.919999999925494,12202700.919999999925494
FS( 183 ),12115465.240000000223517,12115465.240000000223517
FS( 184 ),12222432.799999998882413,12222432.799999998882413
FS( 185 ),12225548.359999999403954,12225548.359999999403954
FS( 186 ),12337708.519999999552965,12337708.519999999552965
FS( 187 ),12313822.559999998658895,12313822.559999998658895
FS( 188 ),12332515.919999999925494,12332515.919999999925494
FS( 189 ),12469600.559999998658895,12469600.559999998658895
FS( 190 ),12403135.280000001192093,12403135.280000001192093
FS( 191 ),12269166.199999999254942,12269166.199999999254942
FS( 192 ),12211009.080000000074506,12211009.080000000074506
FS( 193 ),12379249.320000000298023,12379249.320000000298023
FS( 194 ),12296167.720000000670552,12296167.720000000670552
FS( 195 ),12011613.240000000223517,12011613.240000000223517
FS( 196 ),11992919.880000000819564,11992919.880000000819564
FS( 197 ),12118580.799999998882413,12118580.799999998882413
FS( 198 ),12196469.799999998882413,12196469.799999998882413
FS( 199 ),11955533.160000000149012,11955533.160000000149012
FS( 200 ),12111311.160000000149012,12111311.160000000149012
FS( 201 ),11961764.280000001192093,11961764.280000001192093
FS( 202 ),12202700.919999999925494,12202700.919999999925494
FS( 203 ),12024075.480000000447035,12024075.480000000447035
FS( 204 ),12238010.599999999627471,12238010.599999999627471
FS( 205 ),12296167.720000000670552,12296167.720000000670552
FS( 206 ),12379249.320000000298023,12379249.320000000298023
FS( 207 ),12506987.280000001192093,12506987.280000001192093
FS( 208 ),12552682.160000000149012,12552682.160000000149012
FS( 209 ),12709498.679999999701977,12709498.679999999701977
FS( 210 ),12854891.480000000447035,12854891.480000000447035
FS( 211 ),12941088.640000000596046,12941088.640000000596046
FS( 212 ),12872546.320000000298023,12872546.320000000298023
FS( 213 ),12614993.359999999403954,12614993.359999999403954
FS( 214 ),12530873.240000000223517,12530873.240000000223517
FS( 215 ),11984611.720000000670552,11984611.720000000670552
FS( 216 ),12052115.519999999552965,12052115.519999999552965
FS( 217 ),12151813.440000001341105,12151813.440000001341105
FS( 218 ),12206855.000000000000000,12206855.000000000000000
FS( 219 ),12122734.880000000819564,12122734.880000000819564
FS( 220 ),12247357.280000001192093,12247357.280000001192093
FS( 221 ),12377172.280000001192093,12377172.280000001192093
FS( 222 ),12321092.199999999254942,12321092.199999999254942
FS( 223 ),12168429.759999999776483,12168429.759999999776483
FS( 224 ),12101964.480000000447035,12101964.480000000447035
FS( 225 ),12220355.759999999776483,12220355.759999999776483
FS( 226 ),12140389.720000000670552,12140389.720000000670552
FS( 227 ),12157006.040000000968575,12157006.040000000968575
FS( 228 ),12293052.160000000149012,12293052.160000000149012
FS( 229 ),12157006.040000000968575,12157006.040000000968575
FS( 230 ),12170506.799999998882413,12170506.799999998882413
FS( 231 ),12342901.119999999180436,12342901.119999999180436
FS( 232 ),12304475.880000000819564,12304475.880000000819564
FS( 233 ),12118580.799999998882413,12118580.799999998882413
FS( 234 ),12169468.280000001192093,12169468.280000001192093
FS( 235 ),12166352.720000000670552,12166352.720000000670552
FS( 236 ),12298244.759999999776483,12298244.759999999776483
FS( 237 ),12424944.199999999254942,12424944.199999999254942
FS( 238 ),12460253.880000000819564,12460253.880000000819564
FS( 239 ),12623301.519999999552965,12623301.519999999552965
FS( 240 ),12763501.720000000670552,12763501.720000000670552
FS( 241 ),12818543.280000001192093,12818543.280000001192093
FS( 242 ),12827889.959999999031425,12827889.959999999031425
FS( 243 ),12790503.240000000223517,12790503.240000000223517
FS( 244 ),12886047.080000000074506,12886047.080000000074506
FS( 245 ),12858007.040000000968575,12858007.040000000968575
FS( 246 ),12859045.559999998658895,12859045.559999998658895
FS( 247 ),12897470.799999998882413,12897470.799999998882413
FS( 248 ),12804004.000000000000000,12804004.000000000000000
FS( 249 ),12791541.759999999776483,12791541.759999999776483
FS( 250 ),12874623.359999999403954,12874623.359999999403954
FS( 251 ),13067788.080000000074506,13067788.080000000074506
FS( 252 ),13052210.280000001192093,13052210.280000001192093
