代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13201870.000000000000
真實報酬,3201870.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,24489.851813933605
風險,130657.244747490610
起點值,0.187435850658
找到最佳解世代,1391
找到最佳解實驗#,3
找到最佳解次數,21

投資組合檔數,10
1216(2)[5],1301(3)[1],1326(5)[14],1722(7)[9],2308(12)[8],2347(18)[3],2412(24)[2],2892(38)[19],3045(40)[7],9999(49)[47],
FS( 9 ),1041500.000000000000,1078330.000000000000,1024700.000000000000,1032399.999999999900,1089040.000000000000,1046560.000000000000,1027359.999999999900,1033299.999999999900,996430.000000000000,1000000.000000000000,10369620.000000000000
FS( 10 ),1052500.000000000000,1086940.000000000000,1056620.000000000000,1012300.000000000100,1104760.000000000000,1076080.000000000000,1033439.999999999900,1052169.999999999800,998109.999999999880,1000000.000000000000,10472920.000000000000
FS( 11 ),1052500.000000000000,1100800.000000000000,1048260.000000000100,1012300.000000000100,1090840.000000000000,1077520.000000000000,1024319.999999999900,1055500.000000000000,994960.000000000000,1000000.000000000000,10457000.000000000000
FS( 12 ),1041500.000000000000,1093030.000000000000,1034390.000000000000,1011100.000000000100,1063120.000000000000,1070320.000000000200,1025839.999999999900,1057720.000000000000,1006090.000000000000,1000000.000000000000,10403110.000000000000
FS( 13 ),1047000.000000000000,1077700.000000000000,1034390.000000000000,1001050.000000000000,1100080.000000000000,1061920.000000000000,1028879.999999999900,1063269.999999999500,1018900.000000000000,1000000.000000000000,10433190.000000000000
FS( 14 ),1054000.000000000000,1080850.000000000000,1051110.000000000000,1005550.000000000100,1132480.000000000000,1091680.000000000000,1031920.000000000000,1063269.999999999500,1022050.000000000000,1000000.000000000000,10532910.000000000000
FS( 15 ),1051500.000000000000,1091560.000000000000,1053770.000000000000,1010050.000000000000,1109320.000000000000,1074640.000000000000,1038000.000000000000,1052169.999999999800,1023729.999999999900,1000000.000000000000,10504740.000000000000
FS( 16 ),1047000.000000000000,1082320.000000000000,1048260.000000000100,1006600.000000000000,1063120.000000000000,1074640.000000000000,1036479.999999999800,1049949.999999999800,1022050.000000000000,1000000.000000000000,10430420.000000000000
FS( 17 ),1052500.000000000000,1099330.000000000000,1052440.000000000000,1062550.000000000000,1067800.000000000000,1088800.000000000000,1048640.000000000000,1046619.999999999900,1033180.000000000000,1000000.000000000000,10551860.000000000000
FS( 18 ),1054000.000000000000,1084000.000000000000,1034390.000000000000,1060300.000000000000,1090840.000000000000,1078960.000000000000,1045599.999999999900,1055500.000000000000,1042840.000000000000,1000000.000000000000,10546430.000000000000
FS( 19 ),1052500.000000000000,1064050.000000000000,1012159.999999999900,1079350.000000000000,1100080.000000000000,1070320.000000000200,1041039.999999999900,1046619.999999999900,1041160.000000000000,1000000.000000000000,10507280.000000000000
FS( 20 ),1073500.000000000000,1070140.000000000000,1035909.999999999900,1072600.000000000000,1114000.000000000000,1080400.000000000000,1041039.999999999900,1055500.000000000000,1041160.000000000000,1000000.000000000000,10584250.000000000000
FS( 21 ),1086000.000000000000,1080850.000000000000,1024700.000000000000,1049200.000000000000,1104760.000000000000,1074640.000000000000,1050160.000000000000,1049949.999999999800,1044520.000000000000,1000000.000000000000,10564780.000000000000
FS( 22 ),1068000.000000000000,1066990.000000000000,1013680.000000000000,1037949.999999999900,1086280.000000000000,1063360.000000000000,1056240.000000000000,1046619.999999999900,1041160.000000000000,1000000.000000000000,10480280.000000000000
FS( 23 ),1077500.000000000000,1080850.000000000000,1027550.000000000000,1060300.000000000000,1114000.000000000000,1085920.000000000000,1065360.000000000000,1077700.000000000000,1047670.000000000000,1000000.000000000000,10636850.000000000000
FS( 24 ),1087000.000000000000,1090090.000000000000,1033060.000000000000,1096149.999999999800,1104760.000000000000,1121200.000000000000,1069920.000000000000,1077700.000000000000,1038009.999999999900,1000000.000000000000,10717890.000000000000
FS( 25 ),1102500.000000000000,1096180.000000000000,1039899.999999999900,1096149.999999999800,1109320.000000000000,1129600.000000000000,1072959.999999999800,1074370.000000000000,1034859.999999999900,1000000.000000000000,10755840.000000000000
FS( 26 ),1086000.000000000000,1088410.000000000000,1049780.000000000000,1132000.000000000000,1109320.000000000000,1112800.000000000000,1071439.999999999800,1077700.000000000000,1034859.999999999900,1000000.000000000000,10762310.000000000000
FS( 27 ),1108000.000000000000,1096180.000000000000,1052440.000000000000,1126300.000000000000,1077040.000000000000,1119760.000000000000,1072959.999999999800,1074370.000000000000,1034859.999999999900,1000000.000000000000,10761910.000000000000
FS( 28 ),1108000.000000000000,1102270.000000000000,1053770.000000000000,1137550.000000000000,1086280.000000000000,1119760.000000000000,1063840.000000000000,1116550.000000000000,1033180.000000000000,1000000.000000000000,10821200.000000000000
FS( 29 ),1108000.000000000000,1103740.000000000000,1044079.999999999900,1147600.000000000000,1095519.999999999500,1126960.000000000000,1051679.999999999800,1105450.000000000000,1017220.000000000000,1000000.000000000000,10800250.000000000000
FS( 30 ),1098500.000000000000,1108360.000000000000,1042750.000000000000,1117449.999999999800,1095519.999999999500,1105600.000000000000,1053199.999999999800,1081029.999999999500,1007770.000000000000,1000000.000000000000,10710180.000000000000
FS( 31 ),1102500.000000000000,1114660.000000000200,1027550.000000000000,1104850.000000000200,1081600.000000000000,1100080.000000000000,1055670.000000000000,1095460.000000000000,1006090.000000000000,1000000.000000000000,10688460.000000000000
FS( 32 ),1113500.000000000000,1120750.000000000000,1038569.999999999900,1131100.000000000200,1081600.000000000000,1095520.000000000000,1058900.000000000000,1106560.000000000000,1020370.000000000000,1000000.000000000000,10766870.000000000000
FS( 33 ),1123000.000000000000,1120750.000000000000,1034390.000000000000,1133350.000000000000,1081600.000000000000,1108240.000000000000,1062130.000000000000,1112110.000000000000,1026880.000000000000,1000000.000000000000,10802450.000000000000
FS( 34 ),1199000.000000000000,1114660.000000000200,1024700.000000000000,1139050.000000000000,1072360.000000000000,1154560.000000000000,1073530.000000000000,1109890.000000000000,1025200.000000000000,1000000.000000000000,10912950.000000000000
FS( 35 ),1177000.000000000000,1112980.000000000000,1034390.000000000000,1176400.000000000000,1114000.000000000000,1135360.000000000000,1079990.000000000000,1097680.000000000000,1031710.000000000000,1000000.000000000000,10959510.000000000000
FS( 36 ),1186500.000000000000,1132930.000000000000,1024700.000000000000,1176400.000000000000,1155519.999999999500,1129120.000000000000,1075050.000000000000,1074370.000000000000,1036330.000000000000,1000000.000000000000,10990920.000000000000
FS( 37 ),1174000.000000000000,1122220.000000000000,1024700.000000000000,1199200.000000000000,1141720.000000000000,1133920.000000000000,1073530.000000000000,1077700.000000000000,1038009.999999999900,1000000.000000000000,10985000.000000000000
FS( 38 ),1168000.000000000000,1128310.000000000000,1035909.999999999900,1199200.000000000000,1150959.999999999500,1132240.000000000000,1073530.000000000000,1120990.000000000000,1041160.000000000000,1000000.000000000000,11050300.000000000000
FS( 39 ),1166500.000000000000,1122220.000000000000,1024700.000000000000,1193500.000000000000,1150959.999999999500,1141840.000000000000,1065360.000000000000,1118769.999999999500,1049140.000000000000,1000000.000000000000,11032990.000000000000
FS( 40 ),1133500.000000000000,1100800.000000000000,1017860.000000000000,1149250.000000000000,1100080.000000000000,1109920.000000000000,1060610.000000000000,1081029.999999999500,1041160.000000000000,1000000.000000000000,10794210.000000000000
FS( 41 ),1107500.000000000000,1106890.000000000000,1020520.000000000100,1149250.000000000000,1104760.000000000000,1101760.000000000000,1068590.000000000000,1065490.000000000000,1041160.000000000000,1000000.000000000000,10765920.000000000000
FS( 42 ),1121000.000000000000,1110040.000000000000,1028880.000000000000,1178649.999999999800,1155519.999999999500,1109920.000000000000,1070300.000000000000,1068820.000000000000,1041160.000000000000,1000000.000000000000,10884290.000000000000
FS( 43 ),1169500.000000000000,1129990.000000000000,1024700.000000000000,1176400.000000000000,1146280.000000000000,1082560.000000000000,1075050.000000000000,1077700.000000000000,1033180.000000000000,1000000.000000000000,10915360.000000000000
FS( 44 ),1166500.000000000000,1129990.000000000000,1034390.000000000000,1159450.000000000000,1187920.000000000000,1087360.000000000000,1083220.000000000000,1081029.999999999500,1038009.999999999900,1000000.000000000000,10967870.000000000000
FS( 45 ),1183500.000000000000,1132930.000000000000,1031730.000000000000,1176400.000000000000,1187920.000000000000,1098640.000000000200,1102600.000000000000,1081029.999999999500,1047670.000000000000,1000000.000000000000,11042420.000000000000
FS( 46 ),1180000.000000000000,1145110.000000000000,1039899.999999999900,1193500.000000000000,1197160.000000000000,1093840.000000000000,1102600.000000000000,1077700.000000000000,1045990.000000000000,1000000.000000000000,11075800.000000000000
FS( 47 ),1172500.000000000000,1143640.000000000000,1046930.000000000000,1165150.000000000000,1192480.000000000000,1106560.000000000000,1107350.000000000000,1101010.000000000000,1045990.000000000000,1000000.000000000000,11081610.000000000000
FS( 48 ),1177000.000000000000,1142170.000000000000,1055290.000000000000,1170700.000000000000,1183240.000000000000,1132240.000000000000,1112290.000000000000,1109890.000000000000,1044520.000000000000,1000000.000000000000,11127340.000000000000
FS( 49 ),1175500.000000000000,1145110.000000000000,1063650.000000000000,1154800.000000000200,1183240.000000000000,1122640.000000000200,1107350.000000000000,1109890.000000000000,1036330.000000000000,1000000.000000000000,11098510.000000000000
FS( 50 ),1189500.000000000000,1143640.000000000000,1062130.000000000000,1160500.000000000000,1206400.000000000000,1120960.000000000000,1113810.000000000000,1101010.000000000000,1039690.000000000100,1000000.000000000000,11137640.000000000000
FS( 51 ),1178500.000000000000,1140700.000000000000,1053770.000000000000,1165150.000000000000,1187920.000000000000,1124320.000000000200,1121980.000000000000,1088800.000000000000,1042840.000000000000,1000000.000000000000,11103980.000000000000
FS( 52 ),1200500.000000000000,1152880.000000000000,1066310.000000000000,1135600.000000000200,1192480.000000000000,1137040.000000000000,1120270.000000000000,1104340.000000000000,1047670.000000000000,1000000.000000000000,11157090.000000000000
FS( 53 ),1227000.000000000000,1191100.000000000000,1088540.000000000000,1145800.000000000000,1220199.999999999500,1153120.000000000000,1136420.000000000000,1133200.000000000000,1063630.000000000000,1000000.000000000000,11359010.000000000000
FS( 54 ),1223500.000000000000,1189630.000000000000,1084360.000000000000,1161700.000000000000,1210959.999999999500,1149760.000000000000,1139650.000000000000,1138750.000000000000,1053970.000000000000,1000000.000000000000,11352280.000000000000
FS( 55 ),1227000.000000000000,1198870.000000000000,1096900.000000000000,1170700.000000000000,1229440.000000000000,1154560.000000000000,1141360.000000000000,1142080.000000000000,1055650.000000000000,1000000.000000000000,11416560.000000000000
FS( 56 ),1222000.000000000000,1188160.000000000200,1085690.000000000000,1162750.000000000000,1229440.000000000000,1148320.000000000200,1131670.000000000000,1138750.000000000000,1052500.000000000000,1000000.000000000000,11359280.000000000000
FS( 57 ),1230000.000000000000,1189630.000000000000,1092720.000000000000,1161700.000000000000,1229440.000000000000,1167520.000000000000,1136420.000000000000,1158730.000000000000,1047670.000000000000,1000000.000000000000,11413830.000000000000
FS( 58 ),1245500.000000000000,1195720.000000000000,1099560.000000000000,1166199.999999999800,1243360.000000000000,1181920.000000000000,1138130.000000000000,1158730.000000000000,1055650.000000000000,1000000.000000000000,11484770.000000000000
FS( 59 ),1245500.000000000000,1195720.000000000000,1099560.000000000000,1160500.000000000000,1252600.000000000000,1172320.000000000200,1138130.000000000000,1165390.000000000000,1052500.000000000000,1000000.000000000000,11482220.000000000000
FS( 60 ),1250000.000000000000,1208110.000000000000,1101080.000000000000,1162750.000000000000,1266400.000000000000,1181920.000000000000,1138130.000000000000,1190920.000000000000,1045990.000000000000,1000000.000000000000,11545300.000000000000
FS( 61 ),1254500.000000000000,1214200.000000000000,1101080.000000000000,1174149.999999999800,1266400.000000000000,1169200.000000000000,1144590.000000000000,1194250.000000000000,1047670.000000000000,1000000.000000000000,11566040.000000000000
FS( 62 ),1284000.000000000000,1228060.000000000000,1109250.000000000000,1168450.000000000000,1252600.000000000000,1174000.000000000000,1155800.000000000000,1231990.000000000000,1050820.000000000000,1000000.000000000000,11654970.000000000000
FS( 63 ),1284000.000000000000,1229530.000000000000,1102410.000000000000,1171900.000000000000,1271080.000000000000,1177120.000000000000,1155800.000000000000,1217560.000000000000,1050820.000000000000,1000000.000000000000,11660220.000000000000
FS( 64 ),1282500.000000000000,1218820.000000000000,1105260.000000000000,1181050.000000000200,1261840.000000000000,1178800.000000000000,1155800.000000000000,1223110.000000000000,1055650.000000000000,1000000.000000000000,11662830.000000000000
FS( 65 ),1275000.000000000000,1217350.000000000000,1094050.000000000000,1154800.000000000200,1271080.000000000000,1193200.000000000000,1155800.000000000000,1208680.000000000000,1061950.000000000000,1000000.000000000000,11631910.000000000000
FS( 66 ),1275000.000000000000,1221760.000000000000,1101080.000000000000,1171900.000000000000,1275640.000000000000,1180240.000000000000,1155800.000000000000,1219779.999999999500,1057120.000000000000,1000000.000000000000,11658320.000000000000
FS( 67 ),1272000.000000000000,1232680.000000000000,1107920.000000000000,1250200.000000000000,1280320.000000000000,1162719.999999999800,1151050.000000000000,1246420.000000000000,1055650.000000000000,1000000.000000000000,11758960.000000000000
FS( 68 ),1242500.000000000000,1231000.000000000000,1101080.000000000000,1295650.000000000000,1280320.000000000000,1172320.000000000200,1152570.000000000000,1231990.000000000000,1053970.000000000000,1000000.000000000000,11761400.000000000000
FS( 69 ),1276500.000000000000,1229530.000000000000,1101080.000000000000,1284250.000000000000,1252600.000000000000,1178800.000000000000,1154280.000000000000,1237540.000000000000,1055650.000000000000,1000000.000000000000,11770230.000000000000
FS( 70 ),1287500.000000000000,1232680.000000000000,1116280.000000000000,1261600.000000000000,1257160.000000000000,1220320.000000000200,1162260.000000000000,1228660.000000000000,1060480.000000000000,1000000.000000000000,11826940.000000000000
FS( 71 ),1284000.000000000000,1229530.000000000000,1113430.000000000000,1261600.000000000000,1252600.000000000000,1196320.000000000200,1185060.000000000000,1205350.000000000000,1071610.000000000000,1000000.000000000000,11799500.000000000000
FS( 72 ),1259500.000000000000,1209580.000000000000,1105260.000000000000,1261600.000000000000,1252600.000000000000,1218640.000000000200,1172140.000000000000,1188700.000000000000,1066780.000000000000,1000000.000000000000,11734800.000000000000
FS( 73 ),1261000.000000000000,1202020.000000000000,1094050.000000000000,1216149.999999999800,1252600.000000000000,1226800.000000000000,1163970.000000000000,1182040.000000000000,1066780.000000000000,1000000.000000000000,11665410.000000000000
FS( 74 ),1270500.000000000000,1232680.000000000000,1101080.000000000000,1210450.000000000000,1238680.000000000000,1191520.000000000000,1160740.000000000000,1199800.000000000000,1076440.000000000000,1000000.000000000000,11681890.000000000000
FS( 75 ),1303000.000000000000,1298410.000000000200,1150860.000000000000,1238950.000000000000,1257160.000000000000,1202800.000000000000,1163970.000000000000,1214230.000000000000,1087570.000000000000,1000000.000000000000,11916950.000000000000
FS( 76 ),1282500.000000000000,1298410.000000000200,1173090.000000000000,1238950.000000000000,1266400.000000000000,1213840.000000000000,1172140.000000000000,1219779.999999999500,1097020.000000000000,1000000.000000000000,11962130.000000000000
FS( 77 ),1286000.000000000000,1267750.000000000000,1177270.000000000000,1216149.999999999800,1247920.000000000000,1174000.000000000000,1178600.000000000000,1190920.000000000000,1090720.000000000000,1000000.000000000000,11829330.000000000000
FS( 78 ),1279500.000000000000,1260190.000000000000,1170430.000000000000,1238950.000000000000,1206400.000000000000,1181920.000000000000,1175370.000000000000,1179820.000000000000,1089040.000000000000,1000000.000000000000,11781620.000000000000
FS( 79 ),1256500.000000000000,1290850.000000000000,1175940.000000000000,1221850.000000000200,1243360.000000000000,1204240.000000000000,1175370.000000000000,1173160.000000000000,1084420.000000000000,1000000.000000000000,11825690.000000000000
FS( 80 ),1251500.000000000000,1316890.000000000000,1185630.000000000000,1227550.000000000000,1224880.000000000000,1202800.000000000000,1175370.000000000000,1167610.000000000000,1089040.000000000000,1000000.000000000000,11841270.000000000000
FS( 81 ),1242500.000000000000,1336840.000000000000,1191140.000000000000,1278699.999999999800,1229440.000000000000,1202800.000000000000,1175370.000000000000,1173160.000000000000,1090720.000000000000,1000000.000000000000,11920670.000000000000
FS( 82 ),1254500.000000000000,1373590.000000000000,1243770.000000000000,1284250.000000000000,1266400.000000000000,1205920.000000000000,1188290.000000000000,1194250.000000000000,1098700.000000000000,1000000.000000000000,12109670.000000000000
FS( 83 ),1247000.000000000000,1421050.000000000000,1278540.000000000000,1284250.000000000000,1243360.000000000000,1228240.000000000000,1183350.000000000000,1199800.000000000000,1106680.000000000000,1000000.000000000000,12192270.000000000000
FS( 84 ),1222000.000000000000,1442680.000000000000,1277210.000000000000,1273000.000000000000,1224880.000000000000,1242880.000000000200,1176890.000000000000,1176490.000000000000,1114660.000000000000,1000000.000000000000,12150690.000000000000
FS( 85 ),1239000.000000000000,1425670.000000000000,1300770.000000000000,1273000.000000000000,1238680.000000000000,1247680.000000000000,1183350.000000000000,1190920.000000000000,1127470.000000000000,1000000.000000000000,12226540.000000000000
FS( 86 ),1251500.000000000000,1387450.000000000000,1264670.000000000000,1233250.000000000000,1234120.000000000000,1233280.000000000000,1181830.000000000000,1179820.000000000000,1119490.000000000000,1000000.000000000000,12085410.000000000000
FS( 87 ),1287500.000000000000,1413490.000000000000,1281390.000000000000,1255900.000000000000,1257160.000000000000,1249120.000000000000,1188290.000000000000,1203130.000000000000,1125790.000000000000,1000000.000000000000,12261770.000000000000
FS( 88 ),1272000.000000000000,1405719.999999999800,1281390.000000000000,1233250.000000000000,1252600.000000000000,1250800.000000000000,1186580.000000000000,1199800.000000000000,1125790.000000000000,1000000.000000000000,12207930.000000000000
FS( 89 ),1282500.000000000000,1413490.000000000000,1275690.000000000000,1233250.000000000000,1266400.000000000000,1246000.000000000000,1197980.000000000000,1199800.000000000000,1122640.000000000000,1000000.000000000000,12237750.000000000000
FS( 90 ),1301500.000000000000,1430290.000000000000,1279870.000000000000,1244500.000000000000,1266400.000000000000,1236399.999999999800,1201210.000000000000,1205350.000000000000,1117810.000000000000,1000000.000000000000,12283330.000000000000
FS( 91 ),1315500.000000000000,1465570.000000000000,1340859.999999999800,1324000.000000000000,1275640.000000000000,1225120.000000000000,1215650.000000000000,1214230.000000000000,1122640.000000000000,1000000.000000000000,12499210.000000000000
FS( 92 ),1335500.000000000000,1490140.000000000200,1361760.000000000000,1375150.000000000000,1280320.000000000000,1220320.000000000200,1233510.000000000000,1208680.000000000000,1119490.000000000000,1000000.000000000000,12624870.000000000000
FS( 93 ),1332500.000000000000,1491610.000000000000,1364609.999999999800,1363750.000000000000,1261840.000000000000,1212399.999999999800,1264099.999999999500,1199800.000000000000,1122640.000000000000,1000000.000000000000,12613250.000000000000
FS( 94 ),1321500.000000000000,1482370.000000000000,1367270.000000000000,1341100.000000000200,1275640.000000000000,1226800.000000000000,1257640.000000000000,1199800.000000000000,1132299.999999999800,1000000.000000000000,12604420.000000000000
FS( 95 ),1313500.000000000000,1456330.000000000000,1331170.000000000000,1346800.000000000000,1266400.000000000000,1234719.999999999800,1239970.000000000000,1190920.000000000000,1125790.000000000000,1000000.000000000000,12505600.000000000000
FS( 96 ),1293500.000000000000,1414960.000000000000,1300770.000000000000,1312750.000000000000,1266400.000000000000,1225120.000000000000,1223820.000000000000,1167610.000000000000,1127470.000000000000,1000000.000000000000,12332400.000000000000
FS( 97 ),1301500.000000000000,1392070.000000000000,1291080.000000000200,1267300.000000000200,1266400.000000000000,1228240.000000000000,1227050.000000000000,1144300.000000000000,1109830.000000000000,1000000.000000000000,12227770.000000000000
FS( 98 ),1292000.000000000000,1428820.000000000000,1323000.000000000000,1284250.000000000000,1275640.000000000000,1226800.000000000000,1230280.000000000000,1138750.000000000000,1119490.000000000000,1000000.000000000000,12319030.000000000000
FS( 99 ),1273500.000000000000,1410340.000000000200,1307609.999999999800,1278699.999999999800,1266400.000000000000,1212399.999999999800,1227050.000000000000,1129870.000000000000,1116340.000000000000,1000000.000000000000,12222210.000000000000
FS( 100 ),1279500.000000000000,1431760.000000000000,1309130.000000000000,1289949.999999999800,1275640.000000000000,1220320.000000000200,1220590.000000000000,1162060.000000000000,1116340.000000000000,1000000.000000000000,12305290.000000000000
FS( 101 ),1289000.000000000000,1430290.000000000000,1295260.000000000000,1273000.000000000000,1289560.000000000000,1220320.000000000200,1239970.000000000000,1162060.000000000000,1145110.000000000000,1000000.000000000000,12344570.000000000000
FS( 102 ),1289000.000000000000,1421050.000000000000,1295260.000000000000,1312750.000000000000,1312600.000000000000,1246000.000000000000,1236740.000000000000,1179820.000000000000,1130620.000000000000,1000000.000000000000,12423840.000000000000
FS( 103 ),1290500.000000000000,1422729.999999999800,1284050.000000000000,1273000.000000000000,1280320.000000000000,1250800.000000000000,1235030.000000000000,1170940.000000000000,1116340.000000000000,1000000.000000000000,12323710.000000000000
FS( 104 ),1292000.000000000000,1428820.000000000000,1289560.000000000200,1284250.000000000000,1284880.000000000000,1244320.000000000200,1227050.000000000000,1165390.000000000000,1116340.000000000000,1000000.000000000000,12332610.000000000000
FS( 105 ),1289000.000000000000,1431760.000000000000,1288230.000000000000,1278699.999999999800,1294120.000000000000,1247680.000000000000,1222110.000000000000,1188700.000000000000,1113190.000000000000,1000000.000000000000,12353490.000000000000
FS( 106 ),1289000.000000000000,1431760.000000000000,1285380.000000000000,1278699.999999999800,1326400.000000000000,1246000.000000000000,1205960.000000000000,1170940.000000000000,1114660.000000000000,1000000.000000000000,12348800.000000000000
FS( 107 ),1307500.000000000000,1444150.000000000200,1285380.000000000000,1324000.000000000000,1326400.000000000000,1255600.000000000000,1214130.000000000000,1185370.000000000000,1121170.000000000000,1000000.000000000000,12463700.000000000000
FS( 108 ),1324500.000000000000,1431760.000000000000,1299250.000000000000,1295650.000000000000,1317160.000000000000,1255600.000000000000,1220590.000000000000,1190920.000000000000,1122640.000000000000,1000000.000000000000,12458070.000000000000
FS( 109 ),1323000.000000000000,1480900.000000000200,1307609.999999999800,1341100.000000000200,1368040.000000000000,1260399.999999999800,1223820.000000000000,1273060.000000000000,1124320.000000000000,1000000.000000000000,12702250.000000000000
FS( 110 ),1334000.000000000000,1482370.000000000000,1314640.000000000000,1352500.000000000000,1381840.000000000000,1273120.000000000000,1225340.000000000000,1330779.999999999500,1117810.000000000000,1000000.000000000000,12812400.000000000000
FS( 111 ),1310500.000000000000,1479430.000000000000,1326990.000000000200,1335399.999999999800,1363360.000000000000,1276480.000000000000,1217360.000000000000,1341880.000000000000,1113190.000000000000,1000000.000000000000,12764590.000000000000
FS( 112 ),1331000.000000000000,1497700.000000000000,1338199.999999999800,1352500.000000000000,1340320.000000000000,1266880.000000000200,1212420.000000000000,1420690.000000000000,1117810.000000000000,1000000.000000000000,12877520.000000000000
FS( 113 ),1343000.000000000000,1502320.000000000000,1339530.000000000000,1346800.000000000000,1349560.000000000000,1279600.000000000000,1212420.000000000000,1418470.000000000000,1113190.000000000000,1000000.000000000000,12904890.000000000000
FS( 114 ),1369500.000000000000,1508410.000000000000,1339530.000000000000,1318300.000000000000,1363360.000000000000,1276480.000000000000,1215650.000000000000,1400710.000000000000,1124320.000000000000,1000000.000000000000,12916260.000000000000
FS( 115 ),1354000.000000000000,1500850.000000000000,1349220.000000000200,1284250.000000000000,1349560.000000000000,1289200.000000000000,1218880.000000000000,1391830.000000000000,1129150.000000000000,1000000.000000000000,12866940.000000000000
FS( 116 ),1338500.000000000000,1467040.000000000000,1342380.000000000000,1273000.000000000000,1340320.000000000000,1308399.999999999800,1212420.000000000000,1377400.000000000000,1119490.000000000000,1000000.000000000000,12778950.000000000000
FS( 117 ),1345000.000000000000,1476279.999999999800,1346560.000000000200,1261600.000000000000,1326400.000000000000,1346800.000000000000,1205960.000000000000,1397380.000000000000,1109830.000000000000,1000000.000000000000,12815810.000000000000
FS( 118 ),1351000.000000000000,1485520.000000000000,1358910.000000000000,1289949.999999999800,1326400.000000000000,1332399.999999999800,1196270.000000000000,1386279.999999999500,1116340.000000000000,1000000.000000000000,12843070.000000000000
FS( 119 ),1354000.000000000000,1513029.999999999800,1399190.000000000000,1295650.000000000000,1344880.000000000000,1313200.000000000000,1188290.000000000000,1418470.000000000000,1111510.000000000000,1000000.000000000000,12938220.000000000000
FS( 120 ),1338500.000000000000,1513029.999999999800,1396339.999999999800,1284250.000000000000,1335640.000000000000,1298800.000000000000,1202730.000000000000,1402930.000000000000,1114660.000000000000,1000000.000000000000,12886880.000000000000
FS( 121 ),1326000.000000000000,1532979.999999999800,1397859.999999999800,1307050.000000000000,1317160.000000000000,1303600.000000000000,1228570.000000000000,1449550.000000000000,1122640.000000000000,1000000.000000000000,12985410.000000000000
FS( 122 ),1320000.000000000000,1522270.000000000000,1378480.000000000000,1295650.000000000000,1312600.000000000000,1316560.000000000000,1220590.000000000000,1447330.000000000000,1124320.000000000000,1000000.000000000000,12937800.000000000000
