代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11943310.000000000000
真實報酬,1943310.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,14277.524280684169
風險,91136.087960498000
起點值,0.156661588183
找到最佳解世代,1863
找到最佳解實驗#,1
找到最佳解次數,34

投資組合檔數,2
2412(25)[3],3045(42)[2],
FS( 44 ),5391050.000000000000,5253120.000000000000,10644170.000000000000
FS( 45 ),5441100.000000000000,5253120.000000000000,10694220.000000000000
FS( 46 ),5466399.999999999100,5227920.000000000000,10694320.000000000000
FS( 47 ),5491700.000000000000,5328720.000000000000,10820420.000000000000
FS( 48 ),5516450.000000000900,5253120.000000000000,10769570.000000000000
FS( 49 ),5491700.000000000000,5303520.000000000000,10795220.000000000000
FS( 50 ),5541750.000000000000,5354479.999999999100,10896230.000000000000
FS( 51 ),5541750.000000000000,5354479.999999999100,10896230.000000000000
FS( 52 ),5591800.000000000000,5354479.999999999100,10946280.000000000000
FS( 53 ),5617100.000000000000,5328720.000000000000,10945820.000000000000
FS( 54 ),5567050.000000000000,5328720.000000000000,10895770.000000000000
FS( 55 ),5541750.000000000000,5278320.000000000000,10820070.000000000000
FS( 56 ),5617100.000000000000,5328720.000000000000,10945820.000000000000
FS( 57 ),5567050.000000000000,5328720.000000000000,10895770.000000000000
FS( 58 ),5567050.000000000000,5328720.000000000000,10895770.000000000000
FS( 59 ),5441100.000000000000,5227920.000000000000,10669020.000000000000
FS( 60 ),5491700.000000000000,5303520.000000000000,10795220.000000000000
FS( 61 ),5516450.000000000900,5303520.000000000000,10819970.000000000000
FS( 62 ),5567050.000000000000,5404880.000000000000,10971930.000000000000
FS( 63 ),5567050.000000000000,5379680.000000000000,10946730.000000000000
FS( 64 ),5591800.000000000000,5379680.000000000000,10971480.000000000000
FS( 65 ),5567050.000000000000,5354479.999999999100,10921530.000000000000
FS( 66 ),5617100.000000000000,5430080.000000000900,11047180.000000000000
FS( 67 ),5641850.000000000000,5430080.000000000900,11071930.000000000000
FS( 68 ),5567050.000000000000,5430080.000000000900,10997130.000000000000
FS( 69 ),5541750.000000000000,5404880.000000000000,10946630.000000000000
FS( 70 ),5591800.000000000000,5404880.000000000000,10996680.000000000000
FS( 71 ),5617100.000000000000,5404880.000000000000,11021980.000000000000
FS( 72 ),5667150.000000000000,5404880.000000000000,11072030.000000000000
FS( 73 ),5591800.000000000000,5430080.000000000900,11021880.000000000000
FS( 74 ),5591800.000000000000,5430080.000000000900,11021880.000000000000
FS( 75 ),5541750.000000000000,5404880.000000000000,10946630.000000000000
FS( 76 ),5541750.000000000000,5430080.000000000900,10971830.000000000000
FS( 77 ),5617100.000000000000,5481040.000000000000,11098140.000000000000
FS( 78 ),5617100.000000000000,5481040.000000000000,11098140.000000000000
FS( 79 ),5567050.000000000000,5430080.000000000900,10997130.000000000000
FS( 80 ),5591800.000000000000,5455840.000000000000,11047640.000000000000
FS( 81 ),5617100.000000000000,5506240.000000000900,11123340.000000000000
FS( 82 ),5641850.000000000000,5632800.000000000000,11274650.000000000000
FS( 83 ),5617100.000000000000,5658000.000000000000,11275100.000000000000
FS( 84 ),5667150.000000000000,5658000.000000000000,11325150.000000000000
FS( 85 ),5692450.000000000900,5632800.000000000000,11325250.000000000000
FS( 86 ),5617100.000000000000,5632800.000000000000,11249900.000000000000
FS( 87 ),5617100.000000000000,5683200.000000000900,11300300.000000000000
FS( 88 ),5641850.000000000000,5708960.000000000000,11350810.000000000000
FS( 89 ),5567050.000000000000,5632800.000000000000,11199850.000000000000
FS( 90 ),5591800.000000000000,5658000.000000000000,11249800.000000000000
FS( 91 ),5591800.000000000000,5632800.000000000000,11224600.000000000000
FS( 92 ),5617100.000000000000,5658000.000000000000,11275100.000000000000
FS( 93 ),5617100.000000000000,5683200.000000000900,11300300.000000000000
FS( 94 ),5591800.000000000000,5607599.999999999100,11199400.000000000000
FS( 95 ),5617100.000000000000,5658000.000000000000,11275100.000000000000
FS( 96 ),5591800.000000000000,5683200.000000000900,11275000.000000000000
FS( 97 ),5591800.000000000000,5683200.000000000900,11275000.000000000000
FS( 98 ),5617100.000000000000,5632800.000000000000,11249900.000000000000
FS( 99 ),5641850.000000000000,5632800.000000000000,11274650.000000000000
FS( 100 ),5692450.000000000900,5708960.000000000000,11401410.000000000000
FS( 101 ),5692450.000000000900,5683200.000000000900,11375650.000000002000
FS( 102 ),5692450.000000000900,5708960.000000000000,11401410.000000000000
FS( 103 ),5717200.000000000000,5759360.000000000000,11476560.000000000000
FS( 104 ),5742500.000000000000,5809760.000000000000,11552260.000000000000
FS( 105 ),5692450.000000000900,5784560.000000000000,11477010.000000000000
FS( 106 ),5692450.000000000900,5835520.000000000000,11527970.000000000000
FS( 107 ),5717200.000000000000,5885920.000000000000,11603120.000000000000
FS( 108 ),5692450.000000000900,5784560.000000000000,11477010.000000000000
FS( 109 ),5717200.000000000000,5835520.000000000000,11552720.000000000000
FS( 110 ),5742500.000000000000,5860720.000000000000,11603220.000000000000
FS( 111 ),5742500.000000000000,5809760.000000000000,11552260.000000000000
FS( 112 ),5767250.000000000900,5809760.000000000000,11577010.000000000000
FS( 113 ),5742500.000000000000,5809760.000000000000,11552260.000000000000
FS( 114 ),5717200.000000000000,5734160.000000000000,11451360.000000000000
FS( 115 ),5692450.000000000900,5759360.000000000000,11451810.000000000000
FS( 116 ),5717200.000000000000,5759360.000000000000,11476560.000000000000
FS( 117 ),5792550.000000000000,5860720.000000000000,11653270.000000000000
FS( 118 ),5917950.000000000000,6025360.000000000000,11943310.000000000000
