代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10925282.330750002000
真實報酬,925282.330750001590

夏普值報酬,0.083828233075
夏普值風險,0.026183843964
夏普值,3.201525077405

預期報酬,16105.414150224877
風險,45288.622736378711
起點值,0.355617220775
找到最佳解世代,5053
找到最佳解實驗#,2
找到最佳解次數,1

投資組合檔數,8
1102(1),2357(20),2409(24),2474(27),2801(28),2892(40),3045(43),4904(45),
FS( 22 ),1291546.447999999600,1236644.088000000000,1304009.261000000200,1402942.756249999600,1285450.434500000000,1292471.311999999900,1248762.247999999900,1256433.794000000000,10318260.341750000000
FS( 23 ),1344590.684000000100,1242259.131000000100,1278203.957000000200,1439181.686249999800,1296322.113500000200,1299460.248500000200,1248762.247999999900,1249624.061000000200,10398404.129250001000
FS( 24 ),1344590.684000000100,1260975.941000000100,1231969.454000000100,1448838.763749999700,1300204.855999999700,1303342.991000000200,1248762.247999999900,1246219.194500000400,10384904.132250002000
FS( 25 ),1344590.684000000100,1275909.566000000100,1221217.244000000200,1429524.608749999700,1304087.598499999800,1303342.991000000200,1265726.845999999900,1256433.794000000000,10400833.332249999000
FS( 26 ),1360838.468000000300,1292754.695000000100,1242721.663999999900,1453667.302500000000,1318065.471499999800,1310331.927500000200,1260111.803000000100,1249624.061000000200,10488115.392500002000
FS( 27 ),1362749.972000000100,1270294.523000000000,1226593.348999999900,1444010.224999999400,1339808.829500000000,1314214.670000000200,1265726.845999999900,1256433.794000000000,10479832.208499998000
FS( 28 ),1358449.088000000000,1274037.884999999800,1237345.559000000100,1415038.992499999700,1336702.635500000100,1310331.927500000200,1265726.845999999900,1264856.358500000100,10462489.291999999000
FS( 29 ),1358449.088000000000,1275909.566000000100,1231969.454000000100,1405381.914999999800,1347574.314500000100,1310331.927500000200,1277076.400999999800,1275070.958000000100,10481763.624000002000
FS( 30 ),1386165.896000000200,1272166.203999999900,1216916.360000000100,1386067.759999999300,1343691.572000000200,1310331.927500000200,1271461.358000000000,1280267.859500000000,10467068.937000001000
FS( 31 ),1388555.275999999800,1270294.523000000000,1226593.348999999900,1402942.756249999600,1343691.572000000200,1310331.927500000200,1282810.913000000400,1271666.091500000100,10496886.408250000000
FS( 32 ),1400024.300000000000,1272166.203999999900,1263150.863000000100,1402942.756249999600,1339808.829500000000,1310331.927500000200,1271461.358000000000,1273458.126500000200,10533344.364749998000
FS( 33 ),1411493.324000000000,1289011.333000000100,1263150.863000000100,1393285.678749999500,1328937.150500000000,1299460.248500000200,1282810.913000000400,1281880.691000000100,10550030.201750001000
FS( 34 ),1422962.347999999800,1283396.290000000000,1263150.863000000100,1395724.837499999700,1332819.893000000200,1314214.670000000200,1282810.913000000400,1281880.691000000100,10576960.505500000000
FS( 35 ),1432041.992000000100,1272166.203999999900,1231969.454000000100,1376410.682499999600,1325830.956499999900,1314214.670000000200,1282810.913000000400,1283672.726000000000,10519117.597999999000
FS( 36 ),1443988.892000000000,1287139.652000000000,1237345.559000000100,1402942.756249999600,1332819.893000000200,1318097.412499999900,1282810.913000000400,1281880.691000000100,10587025.768749999000
FS( 37 ),1443988.892000000000,1289011.333000000100,1231969.454000000100,1402942.756249999600,1328937.150500000000,1318097.412499999900,1288425.956000000000,1281880.691000000100,10585253.645250000000
FS( 38 ),1439210.132000000000,1281524.608999999700,1247022.548000000200,1410210.453749999600,1328937.150500000000,1318097.412499999900,1282810.913000000400,1299084.227000000000,10606897.445750000000
FS( 39 ),1448289.775999999800,1285267.970999999900,1247022.548000000200,1419867.531249999800,1321948.213999999900,1318097.412499999900,1294160.467999999600,1300697.058500000300,10635350.979249999000
FS( 40 ),1446378.272000000100,1279652.927999999800,1263150.863000000100,1412599.833749999800,1325830.956499999900,1318097.412499999900,1288425.956000000000,1299084.227000000000,10633220.448749999000
FS( 41 ),1441599.512000000100,1285267.970999999900,1252398.652999999900,1393285.678749999500,1311076.534999999900,1325086.348999999700,1288425.956000000000,1285285.557500000100,10582426.212249998000
FS( 42 ),1395245.540000000300,1289011.333000000100,1231969.454000000100,1395724.837499999700,1314959.277499999900,1321203.606500000500,1294160.467999999600,1290482.459000000000,10532756.975500001000
FS( 43 ),1427741.108000000000,1292754.695000000100,1226593.348999999900,1393285.678749999500,1321948.213999999900,1332075.285500000000,1299775.510999999900,1290482.459000000000,10584656.300249999000
FS( 44 ),1427741.108000000000,1320829.910000000100,1237345.559000000100,1475420.616249999300,1321948.213999999900,1346053.158500000400,1299775.510999999900,1297292.192000000000,10726406.268749999000
FS( 45 ),1411493.324000000000,1317086.548000000000,1237345.559000000100,1441571.066249999700,1321948.213999999900,1346053.158500000400,1305510.023000000000,1283672.726000000000,10664680.618750000000
FS( 46 ),1441599.512000000100,1322701.591000000000,1252398.652999999900,1460934.999999999800,1325830.956499999900,1353818.643500000200,1299775.510999999900,1297292.192000000000,10754352.059000000000
FS( 47 ),1439210.132000000000,1318958.228999999800,1252398.652999999900,1516438.306249999400,1328937.150500000000,1342946.964500000000,1305510.023000000000,1299084.227000000000,10803483.685249997000
FS( 48 ),1439210.132000000000,1307728.143000000200,1247022.548000000200,1562334.313749999700,1336702.635500000100,1339064.221999999800,1322474.620999999800,1293887.325500000300,10848423.940750001000
FS( 49 ),1450679.156000000000,1326405.129999999900,1237345.559000000100,1576819.929999999700,1343691.572000000200,1342946.964500000000,1328209.133000000100,1307506.791500000300,10913604.236000000000
FS( 50 ),1455457.916000000000,1332020.173000000000,1231969.454000000100,1564723.693749999400,1339808.829500000000,1335958.027999999900,1322474.620999999800,1299084.227000000000,10881496.942249998000
FS( 51 ),1441599.512000000100,1333891.853999999800,1242721.663999999900,1552677.236250000100,1336702.635500000100,1342946.964500000000,1322474.620999999800,1302489.093499999700,10875503.580749998000
FS( 52 ),1416272.084000000000,1335763.535000000100,1231969.454000000100,1533363.081249999800,1339808.829500000000,1335958.027999999900,1328209.133000000100,1302489.093499999700,10823833.238249999000
FS( 53 ),1413882.704000000100,1354480.344999999700,1237345.559000000100,1528534.542499999700,1343691.572000000200,1339064.221999999800,1345293.200000000200,1302489.093499999700,10864781.238000000000
FS( 54 ),1434431.372000000200,1356352.026000000100,1221217.244000000200,1506781.228749999300,1343691.572000000200,1339064.221999999800,1322474.620999999800,1310911.658000000300,10834923.943750000000
FS( 55 ),1404325.184000000100,1356352.026000000100,1247022.548000000200,1555066.616249999300,1347574.314500000100,1346053.158500000400,1322474.620999999800,1299084.227000000000,10877952.695249999000
FS( 56 ),1404325.184000000100,1358223.706999999900,1231969.454000000100,1552677.236250000100,1347574.314500000100,1346053.158500000400,1322474.620999999800,1300697.058500000300,10863994.733750001000
FS( 57 ),1432041.992000000100,1367582.111999999700,1226593.348999999900,1603352.003749999700,1343691.572000000200,1339064.221999999800,1322474.620999999800,1290482.459000000000,10925282.330750002000
