代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12147264.099999999627471
真實報酬,2147264.099999999627471

夏普值報酬,0.206026410000000
夏普值風險,0.068453248287160
夏普值,3.009738984711460

預期報酬,19511.984619632839895
風險,166394.512774373783031
趨勢值,0.117263389845617
找到最佳解世代,1982
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
KO[14](2),MCD[15](1),VZ[26](3),
20100802,3658882.510000000242144,3501815.859999999869615,3829509.500000000000000,10990208.870000001043081
20100803,3656288.490000000223517,3511785.260000000242144,3826918.500000000000000,10994993.250000000000000
20100804,3667961.580000000540167,3523748.539999999571592,3808781.500000000000000,11000492.620000001043081
20100805,3656288.490000000223517,3511785.260000000242144,3828214.000000000000000,10996288.750000000000000
20100806,3680931.680000000167638,3576087.889999999664724,3828214.000000000000000,11085234.570000000298023
20100809,3704277.860000000335276,3634907.350000000093132,3868374.500000000000000,11207560.710000000894070
20100810,3695198.790000000037253,3630919.589999999850988,3889102.500000000000000,11215221.879999998956919
20100811,3634239.320000000298023,3567613.899999999441206,3829509.500000000000000,11031363.719999998807907
20100812,3612190.150000000372529,3592038.930000000167638,3927967.500000000000000,11132197.580000000074506
20100813,3614784.170000000391155,3583564.939999999944121,3890398.000000000000000,11088748.109999999403954
20100816,3623863.240000000223517,3578580.240000000223517,3881329.500000000000000,11083773.980000000447035
20100817,3639427.360000000335276,3649861.449999999720603,3908535.000000000000000,11197824.810000000521541
20100818,3621269.220000000670552,3651356.859999999869615,3905944.000000000000000,11178571.080000000074506
20100819,3584952.940000000409782,3637399.699999999720603,3837282.500000000000000,11059636.140000000596046
20100820,3586249.950000000186265,3642882.869999999646097,3804895.000000000000000,11034028.820000000298023
20100823,3605705.100000000558794,3655843.089999999850988,3810077.000000000000000,11071626.190000001341105
20100824,3609596.129999999888241,3624937.949999999720603,3817850.000000000000000,11052385.080000000074506
20100825,3592735.000000000000000,3648366.039999999571592,3842464.500000000000000,11083566.539999999105930
20100826,3577170.879999999888241,3646870.629999999888241,3821736.500000000000000,11045779.009999999776483
20100827,3642021.379999999888241,3688243.639999999664724,3865783.500000000000000,11196049.519999999552965
20100830,3603111.080000000540167,3625934.889999999664724,3813963.500000000000000,11043010.470000000670552
20100831,3623863.240000000223517,3641885.930000000167638,3825623.000000000000000,11091373.169999999925494
20100901,3717247.960000000428408,3715659.490000000223517,3920194.500000000000000,11353102.950000001117587
20100902,3721138.990000000223517,3739586.049999999813735,3900762.000000000000000,11361488.039999999105930
20100903,3732812.080000000540167,3743075.339999999850988,3912421.500000000000000,11388309.919999999925494
20100907,3738000.120000000111759,3778466.709999999497086,3915012.500000000000000,11431480.330000000074506
20100908,3750970.220000000670552,3792423.869999999646097,3946104.500000000000000,11489499.589999999850988
20100909,3780801.450000000186265,3707185.500000000000000,3995333.500000000000000,11483321.449999999254942
20100910,3795068.560000000521541,3739087.580000000074506,3992742.500000000000000,11526899.640000000596046
20100913,3763940.320000000298023,3717154.899999999441206,4003106.500000000000000,11484202.719999998807907
20100914,3735406.100000000558794,3685751.289999999571592,4004402.000000000000000,11425560.390000000596046
20100915,3723733.010000000242144,3724133.479999999515712,4040676.000000000000000,11488543.490000000223517
20100916,3730218.060000000521541,3728619.709999999497086,4070472.500000000000000,11529311.269999999552965
20100917,3732812.080000000540167,3704693.149999999441206,4104155.500000000000000,11541661.730000000447035
20100920,3760049.290000000037253,3744072.279999999795109,4157271.000000000465661,11661393.570000000298023
20100921,3769128.360000000335276,3764011.080000000074506,4187067.500000000000000,11720207.940000001341105
20100922,3776910.420000000391155,3745069.219999999739230,4196136.000000000000000,11718116.640000000596046
20100923,3753564.240000000223517,3720644.189999999944121,4167635.000000000000000,11641844.429999999701977
20100924,3801553.610000000335276,3743573.809999999590218,4228523.500000000000000,11773651.919999999925494
20100927,3800256.600000000558794,3726625.830000000074506,4257024.500000000000000,11783907.929999999701977
20100928,3832681.850000000558794,3720145.719999999739230,4238887.500000000000000,11791716.070000000298023
20100929,3810632.680000000167638,3711173.260000000242144,4231114.500000000000000,11752921.440000001341105
20100930,3795068.560000000521541,3714164.080000000074506,4222046.000000000000000,11731279.640000000596046
20101001,3833978.860000000335276,3734601.350000000093132,4260911.000000000000000,11829492.210000000894070
20101004,3818414.740000000223517,3736096.760000000242144,4279048.000000000000000,11833560.500000000000000
20101005,3868998.129999999888241,3779463.649999999441206,4349005.000000000000000,11997467.779999999329448
20101006,3875483.180000000167638,3758527.910000000149012,4307549.000000000000000,11941561.089999999850988
20101007,3854731.020000000018626,3781457.529999999795109,4266093.000000000000000,11902282.550000000745058
20101008,3853434.010000000242144,3793420.809999999590218,4253138.000000000000000,11899993.820000000298023
20101011,3862513.080000000540167,3767998.839999999850988,4279048.000000000000000,11909560.919999999925494
20101012,3865107.100000000558794,3767500.369999999646097,4215568.500000000000000,11848176.970000000670552
20101013,3887156.270000000018626,3775974.359999999869615,4172817.000000000000000,11835948.629999998956919
20101014,3885859.260000000242144,3840276.990000000223517,4202613.500000000000000,11928750.750000000000000
20101015,3887156.270000000018626,3862209.669999999925494,4201318.000000000000000,11950684.939999999478459
20101018,3891047.300000000279397,3854234.149999999441206,4222046.000000000000000,11967328.449999999254942
20101019,3913096.470000000670552,3837784.639999999664724,4166339.499999999534339,11917221.609999999403954
20101020,3966273.879999999888241,3858720.379999999888241,4228523.500000000000000,12053518.759999999776483
20101021,3987026.040000000037253,3910062.789999999571592,4212977.500000000000000,12110067.330000000074506
20101022,3996105.110000000335276,3915545.959999999497086,4157271.000000000465661,12068923.070000000298023
20101025,3957194.810000000521541,3923023.010000000242144,4190954.000000000000000,12071172.820000000298023
20101026,3971461.920000000391155,3926013.830000000074506,4210386.500000000000000,12107863.250000000000000
20101027,3968867.900000000372529,3862209.669999999925494,4211682.000000000000000,12042760.570000000298023
20101028,3970164.910000000149012,3862209.669999999925494,4198727.000000000000000,12031102.580000000074506
20101029,3976649.960000000428408,3876665.299999999813735,4207795.500000000000000,12061111.759999999776483
20101101,4002590.160000000149012,3882148.469999999739230,4197431.500000000000000,12082171.129999998956919
20101102,4011669.230000000447035,3908068.910000000149012,4249251.500000000000000,12168990.640000000596046
20101103,4018154.280000000260770,3913053.609999999869615,4273866.000000000000000,12205074.890000000596046
20101104,4050579.530000000260770,3946949.570000000298023,4342527.500000000000000,12340057.600000001490116
20101105,4058361.590000000316650,3952931.209999999497086,4330868.000000000000000,12342161.800000000745058
20101108,4050579.530000000260770,3953429.680000000167638,4297185.000000000000000,12301195.210000000894070
20101109,4062252.620000000111759,3942961.809999999590218,4276457.000000000000000,12281672.429999999701977
20101110,4057064.580000000540167,3962900.609999999869615,4255729.000000000000000,12275695.190000001341105
20101111,4072628.700000000186265,3972870.010000000242144,4227228.000000000000000,12272727.710000000894070
20101112,4080410.760000000242144,3930500.059999999590218,4218159.500000000000000,12229071.320000000298023
20101115,4083004.780000000260770,3941466.399999999441206,4245365.000000000000000,12269837.179999999701977
20101116,4025936.340000000316650,3859218.850000000093132,4170225.999999999534339,12055382.189999999478459
20101117,4054470.560000000521541,3906573.500000000000000,4189658.500000000465661,12150703.560000000521541
20101118,4140073.220000000670552,3938974.049999999813735,4229819.000000000000000,12308867.269999999552965
20101119,4171201.459999999962747,3969879.189999999944121,4222046.000000000000000,12363127.650000000372529
20101122,4168607.440000000409782,3963897.549999999813735,4210386.500000000000000,12342892.490000000223517
20101123,4125806.110000000335276,3938475.580000000074506,4196136.000000000000000,12260418.690000001341105
20101124,4190656.610000000800937,3961903.669999999925494,4190954.000000000000000,12343515.280000001192093
20101126,4158231.360000000800937,3915047.490000000223517,4172817.000000000000000,12246096.850000001490116
20101129,4111539.000000000000000,3901090.330000000074506,4132656.500000000000000,12145286.830000000074506
20101130,4097271.890000000130385,3903084.209999999497086,4146906.999999999534339,12147264.099999999627471
