代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11866100.399999998509884
真實報酬,1866100.399999998509884

夏普值報酬,0.177910040000000
夏普值風險,0.051422372485660
夏普值,3.459778913343840

預期報酬,14015.740699442658297
風險,264750.831914078036789
趨勢值,0.052939364148972
找到最佳解世代,2038
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
MRK[17](2),PG[21](1),
20181023,5255864.959999999031425,5253766.169999998994172,10509631.129999998956919
20181024,5142147.200000000186265,5392403.269999999552965,10534550.469999998807907
20181025,5099867.519999998621643,5364675.849999999627471,10464543.369999997317791
20181026,5131941.759999999776483,5295960.069999999366701,10427901.829999998211861
20181029,5208482.559999999590218,5318865.329999999143183,10527347.889999998733401
20181030,5311994.879999999888241,5376128.479999999515712,10688123.359999999403954
20181031,5365937.919999998994172,5345387.209999999962747,10711325.129999998956919
20181101,5330218.879999999888241,5400239.280000000260770,10730458.160000000149012
20181102,5268257.279999999329448,5413500.219999999739230,10681757.500000000000000
20181105,5330218.879999999888241,5497285.250000000000000,10827504.129999998956919
20181106,5344069.119999999180436,5515971.120000000111759,10860040.239999998360872
20181107,5473095.039999999105930,5502710.179999999701977,10975805.219999998807907
20181108,5502253.439999999478459,5506929.569999999366701,11009183.009999997913837
20181109,5457057.919999998994172,5570220.419999998994172,11027278.339999997988343
20181112,5444665.599999999627471,5587700.750000000000000,11032366.349999999627471
20181113,5438833.919999998994172,5634114.039999999105930,11072947.959999997168779
20181114,5400928.000000000000000,5635319.579999999143183,11036247.579999998211861
20181115,5455600.000000000000000,5655813.759999999776483,11111413.759999999776483
20181116,5544533.119999999180436,5655210.989999999292195,11199744.109999999403954
20181119,5565672.959999999031425,5623264.179999999701977,11188937.139999998733401
20181120,5451226.239999999292195,5551534.549999998882413,11002760.789999999105930
20181121,5451955.200000000186265,5509943.419999998994172,10961898.619999999180436
20181123,5443207.679999999701977,5517779.429999999701977,10960987.109999999403954
20181126,5499337.599999999627471,5541890.229999999515712,11041227.829999998211861
20181127,5564944.000000000000000,5588906.289999999105930,11153850.289999999105930
20181128,5629821.439999999478459,5606386.620000000111759,11236208.059999998658895
20181129,5679390.719999998807907,5594933.989999999292195,11274324.709999997168779
20181130,5783632.000000000000000,5696802.120000000111759,11480434.120000001043081
20181203,5774884.479999999515712,5625072.489999999292195,11399956.969999998807907
20181204,5701259.519999998621643,5624469.719999999739230,11325729.239999998360872
20181206,5712922.879999999888241,5638936.199999999254942,11351859.079999998211861
20181207,5592644.479999999515712,5572631.500000000000000,11165275.980000000447035
20181210,5643671.679999999701977,5607592.160000000149012,11251263.839999999850988
20181211,5621073.919999998994172,5660635.919999998994172,11281709.839999997988343
20181212,5686680.319999999366701,5667869.160000000149012,11354549.480000000447035
20181213,5759576.319999999366701,5816150.579999999143183,11575726.899999998509884
20181214,5575149.439999999478459,5825192.129999999888241,11400341.570000000298023
20181217,5484029.439999999478459,5591920.139999999664724,11075949.579999998211861
20181218,5418423.039999999105930,5575042.579999999143183,10993465.619999997317791
20181219,5377601.279999999329448,5531040.370000000111759,10908641.649999998509884
20181220,5357190.399999999441206,5484024.309999999590218,10841214.709999999031425
20181221,5314181.759999999776483,5483421.539999999105930,10797603.299999998882413
20181224,5186613.759999999776483,5265821.569999999366701,10452435.329999998211861
20181226,5394367.359999999403954,5430377.780000000260770,10824745.140000000596046
20181227,5494963.839999998919666,5546712.389999999664724,11041676.229999998584390
20181228,5494234.879999999888241,5496079.709999999962747,10990314.589999999850988
20181231,5570046.719999998807907,5540684.689999999478459,11110731.409999998286366
20190102,5510272.000000000000000,5502107.410000000149012,11012379.410000000149012
20190103,5397283.200000000186265,5463530.129999999888241,10860813.330000000074506
20190104,5559841.279999999329448,5575042.579999999143183,11134883.859999999403954
20190107,5498608.639999999664724,5552740.089999999850988,11051348.730000000447035
20190108,5539430.399999999441206,5573234.269999999552965,11112664.669999998062849
20190109,5497150.719999998807907,5482216.000000000000000,10979366.719999998807907
20190110,5429357.439999999478459,5495476.939999999478459,10924834.379999998956919
20190111,5459973.759999999776483,5531643.139999999664724,10991616.899999998509884
20190114,5348442.879999999888241,5494271.400000000372529,10842714.280000001192093
20190115,5430815.359999999403954,5546109.620000000111759,10976924.980000000447035
20190116,5438833.919999998994172,5507532.339999999850988,10946366.259999997913837
20190117,5511000.959999999031425,5463530.129999999888241,10974531.089999999850988
20190118,5530682.879999999888241,5510546.189999999478459,11041229.070000000298023
20190122,5527767.039999999105930,5451474.729999999515712,10979241.769999999552965
20190123,5499337.599999999627471,5716693.530000000260770,11216031.129999998956919
20190124,5333863.679999999701977,5684143.949999999254942,11018007.629999998956919
20190125,5317826.559999999590218,5641950.049999998882413,10959776.609999999403954
20190128,5315639.679999999701977,5637127.889999999664724,10952767.570000000298023
20190129,5338237.439999999478459,5638333.429999999701977,10976570.869999999180436
20190130,5348442.879999999888241,5697404.889999999664724,11045847.769999999552965
20190131,5425712.639999999664724,5814945.039999999105930,11240657.679999999701977
20190201,5572962.559999999590218,5875222.039999999105930,11448184.599999997764826
20190204,5603578.879999999888241,5908977.160000000149012,11512556.039999999105930
20190205,5623989.759999999776483,5873413.729999999515712,11497403.489999998360872
20190206,5641484.799999999813735,5902346.689999999478459,11543831.489999998360872
20190207,5599934.079999999143183,5855330.629999999888241,11455264.709999999031425
20190208,5650961.279999999329448,5889688.519999999552965,11540649.799999998882413
20190211,5591915.519999998621643,5923443.639999999664724,11515359.159999998286366
20190212,5723857.279999999329448,5983117.870000000111759,11706975.149999998509884
20190213,5760305.279999999329448,5981912.329999999143183,11742217.609999999403954
20190214,5754473.599999999627471,5934896.269999999552965,11689369.869999999180436
20190215,5817893.119999999180436,5936101.809999999590218,11753994.929999999701977
20190219,5776342.399999999441206,6027120.079999999143183,11803462.479999998584390
20190220,5790192.639999999664724,5984323.410000000149012,11774516.050000000745058
20190221,5819351.039999999105930,6014461.910000000149012,11833812.949999999254942
20190222,5887873.279999999329448,6042792.099999999627471,11930665.379999998956919
20190225,5859443.839999998919666,6001803.739999999292195,11861247.579999998211861
20190226,5885686.399999999441206,6017475.759999999776483,11903162.160000000149012
20190227,5876938.879999999888241,5962020.919999998994172,11838959.799999998882413
20190228,5925779.200000000186265,5940321.199999999254942,11866100.399999998509884
