代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11586607.279999999329448
真實報酬,1586607.279999999329448

夏普值報酬,0.149960728000000
夏普值風險,0.042266611159471
夏普值,3.547971410203697

預期報酬,12283.552054668947676
風險,137676.678847853007028
趨勢值,0.089220281586278
找到最佳解世代,2443
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
MCD[15](2),PG[21](1),WMT[28](21),
20160121,3986590.300000000279397,3554809.520000000018626,3181165.319999999832362,10722566.140000000596046
20160122,4005535.100000000093132,3584463.279999999795109,3222805.799999999813735,10812805.179999999701977
20160125,4032599.100000000093132,3560832.939999999944121,3261875.879999999888241,10855308.919999999925494
20160126,4074210.000000000465661,3651647.580000000074506,3290150.279999999795109,11016008.859999999403954
20160127,4089095.200000000186265,3651184.239999999757856,3287579.879999999888241,11027860.320000000298023
20160128,4140178.500000000000000,3698444.919999999925494,3301460.039999999571592,11140084.459999999031425
20160129,4187540.500000000000000,3785089.500000000000000,3411473.159999999683350,11384104.160000000149012
20160201,4215619.400000000372529,3758679.120000000111759,3470078.279999999795109,11444377.800000000745058
20160202,4193291.600000000093132,3716978.520000000018626,3437177.159999999683350,11347448.279999999329448
20160203,4109393.200000000186265,3757752.439999999944121,3406846.439999999478459,11273993.080000000074506
20160204,4081990.899999999906868,3739218.840000000316650,3414557.639999999664724,11235768.379999998956919
20160205,3904045.100000000093132,3762385.840000000316650,3444374.279999999795109,11110806.220000000670552
20160208,3926034.600000000093132,3828180.120000000111759,3439233.479999999981374,11193449.200000001117587
20160209,3958511.400000000372529,3829106.800000000279397,3383198.759999999776483,11170817.960000000894070
20160210,3976441.300000000279397,3781846.120000000111759,3382170.600000000093132,11140459.019999999552965
20160211,3949039.000000000000000,3702151.640000000130385,3358008.839999999385327,11009200.480000000447035
20160212,3989635.000000000465661,3752655.699999999720603,3402219.720000000204891,11144511.419999999925494
20160216,4031922.500000000465661,3774896.020000000018626,3387825.479999999981374,11194645.000000000000000
20160217,4013654.300000000279397,3820303.340000000316650,3398621.159999999683350,11232579.800000000745058
20160218,3963924.200000000186265,3798526.360000000335276,3296319.240000000223517,11058770.800000000745058
20160219,3942273.000000000000000,3789722.900000000372529,3324079.559999999590218,11056076.460000000894070
20160222,3980839.200000000186265,3805476.459999999962747,3373945.319999999366701,11160261.980000000447035
20160223,3954790.100000000093132,3790649.580000000074506,3417642.120000000111759,11163082.800000000745058
20160224,3960202.900000000372529,3779066.080000000074506,3450543.240000000223517,11189813.220000000670552
20160225,4004520.200000000186265,3815206.600000000093132,3497838.600000000093132,11317566.400000000372529
20160226,3960202.900000000372529,3757752.439999999944121,3419184.359999999869615,11137140.699999999254942
20160229,3964600.799999999813735,3720221.900000000372529,3410445.000000000000000,11095268.699999999254942
20160301,4020758.600000000093132,3763775.860000000335276,3416613.959999999497086,11201149.419999999925494
20160302,4008241.500000000000000,3824936.739999999757856,3403761.959999999497086,11236941.199999999254942
20160303,3947685.799999999813735,3838373.600000000093132,3400163.399999999906868,11186223.800000000745058
20160304,3964262.500000000465661,3868490.699999999720603,3433064.520000000018626,11265818.720000000670552
20160307,3963247.600000000093132,3850420.439999999944121,3490127.399999999906868,11303796.439999999478459
20160308,4006211.700000000186265,3848567.080000000074506,3497838.600000000093132,11352618.380000000819564
20160309,4047484.300000000279397,3843933.679999999701977,3471620.520000000018626,11363039.500000000000000
20160310,4058986.500000000000000,3812426.560000000055879,3465451.559999999590218,11336865.620000001043081
20160311,4112099.600000000093132,3787869.540000000037253,3453113.639999999664724,11353083.780000001192093
20160314,4157770.100000000093132,3760995.820000000298023,3462881.159999999683350,11381648.080000000074506
20160315,4175700.000000000465661,3767482.580000000074506,3500409.000000000000000,11443592.580000000074506
20160316,4178744.700000000186265,3768872.600000000093132,3495268.199999999720603,11442886.500000000000000
20160317,4166565.899999999906868,3834203.540000000037253,3467507.879999999888241,11468278.320000000298023
20160318,4197689.500000000000000,3852737.140000000130385,3441803.879999999888241,11492231.519999999552965
20160321,4188555.400000000372529,3860613.919999999925494,3494240.039999999571592,11543410.359999999403954
20160322,4188893.699999999720603,3833740.199999999720603,3489099.240000000223517,11511734.140000000596046
20160323,4201410.800000000745058,3837446.919999999925494,3468021.959999999497086,11506880.679999999701977
20160324,4170963.800000000279397,3840690.300000000279397,3495782.279999999795109,11507437.380000000819564
20160328,4166904.200000000186265,3828180.120000000111759,3501951.240000000223517,11497036.560000000521541
20160329,4193968.200000000186265,3836520.239999999757856,3497324.520000000018626,11527813.959999999031425
20160330,4256892.000000000000000,3830960.160000000149012,3536908.679999999701977,11624761.839999999850988
20160331,4251817.500000000000000,3813816.580000000074506,3520972.199999999720603,11586607.279999999329448
