代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12908829.739999998360872
真實報酬,2908829.739999998360872

夏普值報酬,0.282182974000000
夏普值風險,0.074901458517363
夏普值,3.767389575392382

預期報酬,26220.647247732111282
風險,236483.428961548459483
趨勢值,0.110877313319047
找到最佳解世代,2497
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
BA[2](2),DD[7](15),UNH[23](1),
20130416,3766359.539999999571592,3181315.300000000279397,3917050.680000000167638,10864726.519999999552965
20130417,3757690.339999999385327,3184267.100000000093132,3868407.540000000037253,10810365.980000000447035
20130418,3732983.119999999646097,3171721.949999999720603,3722478.119999999646097,10627184.189999999478459
20130419,3812739.759999999310821,3210833.299999999813735,3744305.169999999925494,10767879.229999998584390
20130422,3768526.839999999385327,3256586.200000000186265,3693167.509999999776483,10718281.549999998882413
20130423,3822275.879999999888241,3327429.400000000372529,3650760.669999999925494,10800466.949999999254942
20130424,3937142.779999999329448,3380561.800000000279397,3666351.419999999925494,10984057.000000000000000
20130425,3973553.419999999925494,3570214.950000000186265,3700651.070000000298023,11244420.440000001341105
20130426,4024701.699999999254942,3511916.900000000372529,3709381.889999999664724,11246001.489999998360872
20130429,3983523.000000000000000,3559145.699999999720603,3742434.279999999795109,11285103.979999998584390
20130430,3962283.459999999497086,3563573.399999999906868,3737445.239999999757856,11263303.099999999627471
20130501,3952313.879999999888241,3483874.800000000279397,3724349.009999999776483,11160538.689999999478459
20130502,3996960.259999999310821,3480923.000000000000000,3709381.889999999664724,11187266.149999998509884
20130503,4063279.639999999199063,3568739.050000000279397,3674458.609999999869615,11306478.299999998882413
20130506,4082785.339999999385327,3573904.700000000186265,3754283.250000000000000,11410974.289999999105930
20130507,4108792.939999999944121,3629988.899999999906868,3772992.149999999906868,11511774.990000000223517
20130508,4076283.439999999944121,3627037.100000000093132,3898341.779999999795109,11601663.320000000298023
20130509,4100990.659999999683350,3669838.199999999720603,3867160.279999999795109,11637990.139999998733401
20130510,4084952.639999999199063,3621133.500000000000000,3923286.979999999515712,11629374.119999997317791
20130513,4107492.560000000055879,3610064.250000000000000,3890858.219999999739230,11608416.030000001192093
20130514,4166009.659999999683350,3670576.150000000372529,3849698.639999999664724,11686285.449999999254942
20130515,4205454.519999999552965,3714115.200000000186265,3842215.080000000074506,11761785.800000000745058
20130516,4186382.279999999329448,3689024.900000000372529,3875267.469999999739230,11750675.649999998509884
20130517,4287811.919999999925494,3764295.799999999813735,3918921.570000000298023,11971030.289999999105930
20130520,4279142.719999999739230,3742157.300000000279397,3901459.930000000167638,11922760.949999999254942
20130521,4280443.099999999627471,3759868.100000000093132,3920792.459999999962747,11961104.660000000149012
20130522,4244899.379999999888241,3690500.799999999813735,3883998.290000000037253,11819399.469999998807907
20130523,4323789.099999999627471,3689024.900000000372529,3888987.330000000074506,11901802.330000000074506
20130524,4334625.599999999627471,3686811.050000000279397,3870278.430000000167638,11891716.080000000074506
20130528,4339393.659999999217689,3682383.350000000093132,3950103.070000000298023,11971881.080000000074506
20130529,4295180.740000000223517,3672052.049999999813735,3950726.700000000186265,11917960.490000000223517
20130530,4358032.439999999478459,3657293.050000000279397,4032422.229999999515712,12047748.719999998807907
20130531,4292146.519999999552965,3621133.500000000000000,3905825.339999999850988,11819106.359999999403954
20130603,4366701.639999999664724,3608588.350000000093132,3916427.049999999813735,11891718.039999999105930
20130604,4317720.659999999217689,3638106.350000000093132,3888987.330000000074506,11844815.339999999850988
20130605,4269173.139999999664724,3537007.200000000186265,3850945.899999999906868,11657127.240000000223517
20130606,4324222.559999999590218,3561359.549999999813735,3861547.609999999869615,11747130.719999998807907
20130607,4442557.139999999664724,3610064.250000000000000,3902083.560000000055879,11954705.949999999254942
20130610,4431720.639999999664724,3607850.399999999906868,3971306.489999999757856,12010878.529999999329448
20130611,4410481.099999999627471,3573166.750000000000000,3986897.239999999757856,11970546.089999999850988
20130612,4372770.079999999143183,3551028.250000000000000,3980660.939999999944121,11904460.269999999552965
20130613,4428252.959999999031425,3641058.150000000372529,4000617.100000000093132,12069929.209999999031425
20130614,4413948.779999999329448,3573904.700000000186265,3978790.049999999813735,11966644.529999999329448
20130617,4465963.979999999515712,3587925.750000000000000,4014336.959999999962747,12068227.689999999478459
20130618,4511477.279999999329448,3638106.350000000093132,4096032.490000000223517,12245617.119999999180436
20130619,4432154.099999999627471,3583498.050000000279397,4069840.030000000260770,12085493.179999999701977
20130620,4319021.040000000037253,3488302.500000000465661,3978790.049999999813735,11786114.589999999850988
20130621,4333758.679999999701977,3429266.500000000000000,3985026.349999999627471,11748052.529999999329448
20130624,4241431.699999999254942,3399748.500000000000000,4031798.600000000093132,11672979.799999998882413
20130625,4276975.419999999925494,3415245.450000000186265,3974424.639999999664724,11666646.509999999776483
20130626,4367135.099999999627471,3384251.550000000279397,4039905.790000000037253,11791293.440000001341105
20130627,4471165.500000000000000,3399748.500000000000000,4121601.320000000298023,11992516.320000000298023
20130628,4440389.839999999850988,3380561.800000000279397,4083559.890000000130385,11904512.530000001192093
20130701,4475066.639999999664724,3415245.450000000186265,4092914.339999999850988,11983227.429999999701977
20130702,4398344.219999999739230,3409341.850000000093132,4070463.659999999683350,11878150.730000000447035
20130703,4459895.540000000037253,3407865.950000000186265,4087301.670000000391155,11955064.160000000149012
20130705,4516678.799999999813735,3435170.100000000093132,4126590.359999999869615,12078440.259999999776483
20130708,4524047.620000000111759,3477233.250000000000000,4213274.929999999701977,12214556.800000000745058
20130709,4537484.879999999888241,3575380.600000000093132,4238843.759999999776483,12351710.240000000223517
20130710,4573028.599999999627471,3551028.250000000000000,4221382.119999999180436,12345439.969999998807907
20130711,4632846.079999999143183,3593829.350000000093132,4263165.330000000074506,12489841.759999999776483
20130712,4415682.620000000111759,3585711.900000000372529,4240714.650000000372529,12242110.170000001788139
20130715,4579963.959999999031425,3615229.900000000372529,4217016.710000000894070,12412211.570000000298023
20130716,4517979.179999999701977,3570214.950000000186265,4172738.979999999515712,12260934.109999999403954
20130717,4542252.939999999478459,3649913.550000000279397,4130332.140000000130385,12322499.630000000819564
20130718,4665355.579999999143183,3634416.600000000093132,4399740.299999998882413,12699513.479999998584390
20130719,4636313.759999999776483,3643272.000000000000000,4455867.000000000000000,12735453.759999999776483
20130722,4631979.159999999217689,3635154.549999999813735,4501391.990000000223517,12768526.699999999254942
20130723,4672290.939999999478459,3630726.850000000093132,4533197.119999999180436,12836215.909999998286366
20130724,4635880.299999999813735,3612278.100000000093132,4523219.039999999105930,12771378.439999999478459
20130725,4625043.799999999813735,3677217.700000000186265,4528831.710000000894070,12831094.210000000894070
20130726,4577363.199999999254942,3646961.750000000000000,4503262.879999998956919,12727588.829999998211861
20130729,4543119.859999999403954,3677955.650000000372529,4539433.419999999925494,12760509.929999999701977
20130730,4582998.179999999701977,3684597.200000000186265,4507004.660000000149012,12774601.039999999105930
20130731,4555690.199999999254942,3682383.350000000093132,4543175.199999999254942,12781249.749999998137355
20130801,4625043.799999999813735,3720018.799999999813735,4562507.730000000447035,12907571.330000000074506
20130802,4677059.000000000000000,3806358.950000000186265,4506381.029999999329448,12989799.979999998584390
20130805,4659720.599999999627471,3833663.100000000093132,4573733.070000000298023,13067117.769999999552965
20130806,4639781.439999999478459,3789386.100000000093132,4567496.769999999552965,12996665.309999998658895
20130807,4612906.919999999925494,3813738.450000000186265,4547540.609999999403954,12974186.980000000447035
20130808,4587766.240000000223517,3878678.050000000279397,4563754.990000000223517,13030200.280000001192093
20130809,4565659.779999999329448,3997488.000000000000000,4548164.240000000223517,13111313.019999999552965
20130812,4518412.639999999664724,3938452.000000000000000,4514488.220000000670552,12971353.860000001266599
20130813,4604671.179999999701977,3980515.149999999906868,4574356.699999999254942,13159544.029999999329448
20130814,4514944.959999999031425,3967232.049999999813735,4520724.519999999552965,13002902.529999997466803
20130815,4452960.179999999701977,3904506.299999999813735,4452748.849999999627471,12810216.329999998211861
20130816,4485036.219999999739230,3876464.200000000186265,4454619.740000000223517,12816121.160000000149012
20130819,4539218.719999999739230,3849160.049999999813735,4472081.379999998956919,12860461.149999998509884
20130820,4535317.579999999143183,3883105.750000000000000,4518853.629999998956919,12937277.959999997168779
20130821,4504108.459999999031425,3903030.399999999906868,4480812.199999999254942,12887952.059999998658895
20130822,4557424.040000000037253,3908196.050000000279397,4488295.759999999776483,12953916.849999999627471
20130823,4572161.679999999701977,4071283.000000000000000,4523842.669999999925494,13167288.349999999627471
20130826,4574328.979999999515712,4061689.649999999906868,4513864.589999999850988,13149884.219999998807907
20130827,4473766.259999999776483,3947307.400000000372529,4460232.410000000149012,12881307.070000000298023
20130828,4476367.019999999552965,3935500.200000000186265,4461479.669999999925494,12873347.889999998733401
20130829,4548321.379999999888241,3942879.700000000186265,4517606.369999999180436,13008808.449999999254942
20130830,4504541.919999999925494,3930334.549999999813735,4473952.269999999552965,12908829.739999998360872
