代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11989402.220799999000
真實報酬,1989402.220799999300

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,9433.071934968857
風險,166350.352690412520
起點值,0.056706053113
找到最佳解世代,1480
找到最佳解實驗#,1
找到最佳解次數,16

投資組合檔數,9
2330(19)[4],2354(20)[5],2412(24)[7],2884(33)[6],2891(38)[12],3008(41)[13],3045(42)[2],4938(46)[1],9999(50)[28],
FS( 10 ),1147211.000000000000,1135051.000000000200,1111111.000000000000,1111111.000000000000,1135201.000000000000,1111111.000000000000,1132671.000000000200,1142851.000000000000,1111111.000000000000,10137430.000000000000
FS( 11 ),1147211.000000000000,1142611.000000000000,1111111.000000000000,1113660.999999999800,1127171.000000000000,1111111.000000000000,1138691.000000000000,1144691.000000000000,1111111.000000000000,10147370.000000000000
FS( 12 ),1138211.000000000200,1160431.000000000200,1109941.000000000000,1100060.999999999800,1111111.000000000000,1111111.000000000000,1138691.000000000000,1202651.000000000000,1111111.000000000000,10183320.000000000000
FS( 13 ),1147211.000000000000,1154491.000000000200,1122421.000000000000,1116210.999999999800,1119141.000000000000,1111111.000000000000,1143451.000000000000,1185861.000000000000,1111111.000000000000,10211010.000000000000
FS( 14 ),1160811.000000000000,1151431.000000000200,1125801.000000000000,1127260.999999999800,1151261.000000000200,1111111.000000000000,1144711.000000000000,1196901.000000000000,1111111.000000000000,10280400.000000000000
FS( 15 ),1151711.000000000000,1148551.000000000200,1124630.999999999500,1156160.999999999800,1161481.000000000200,1111111.000000000000,1148351.000000000000,1170911.000000000200,1111111.000000000000,10284020.000000000000
FS( 16 ),1160811.000000000000,1157551.000000000200,1129181.000000000000,1195260.999999999800,1169511.000000000200,1111111.000000000000,1155490.999999999800,1202651.000000000000,1111111.000000000000,10392680.000000000000
FS( 17 ),1156310.999999999800,1157551.000000000200,1128011.000000000000,1189310.999999999800,1174621.000000000000,1111111.000000000000,1150730.999999999800,1185861.000000000000,1111111.000000000000,10364620.000000000000
FS( 18 ),1151711.000000000000,1153051.000000000200,1128011.000000000000,1204611.000000000000,1164401.000000000000,1111111.000000000000,1154371.000000000000,1185861.000000000000,1111111.000000000000,10364240.000000000000
FS( 19 ),1160811.000000000000,1155931.000000000200,1128011.000000000000,1210560.999999999800,1180461.000000000000,1111111.000000000000,1165151.000000000000,1200581.000000000000,1111111.000000000000,10423730.000000000000
FS( 20 ),1156310.999999999800,1194451.000000000200,1130221.000000000000,1213960.999999999800,1180461.000000000000,1111111.000000000000,1167531.000000000000,1204490.999999999800,1111111.000000000000,10469650.000000000000
FS( 21 ),1147211.000000000000,1197691.000000000200,1121251.000000000000,1204611.000000000000,1167320.999999999800,1111111.000000000000,1148351.000000000000,1200581.000000000000,1111111.000000000000,10409240.000000000000
FS( 22 ),1187811.000000000000,1203991.000000000200,1113321.000000000000,1195260.999999999800,1180461.000000000000,1111111.000000000000,1112371.000000000000,1219441.000000000000,1111111.000000000000,10434880.000000000000
FS( 23 ),1165311.000000000000,1196071.000000000500,1109941.000000000000,1192710.999999999800,1164401.000000000000,1111111.000000000000,1091931.000000000200,1196901.000000000000,1111111.000000000000,10339490.000000000000
FS( 24 ),1183311.000000000000,1197691.000000000200,1121251.000000000000,1210560.999999999800,1174621.000000000000,1111111.000000000000,1097951.000000000000,1191381.000000000200,1111111.000000000000,10398990.000000000000
FS( 25 ),1178810.999999999800,1189771.000000000200,1116701.000000000000,1216510.999999999800,1167320.999999999800,1111111.000000000000,1103971.000000000000,1196901.000000000000,1111111.000000000000,10392210.000000000000
FS( 26 ),1174311.000000000000,1184911.000000000200,1111111.000000000000,1213960.999999999800,1174621.000000000000,1111111.000000000000,1099071.000000000000,1159181.000000000000,1111111.000000000000,10339390.000000000000
FS( 27 ),1174311.000000000000,1199311.000000000200,1114491.000000000000,1219910.999999999800,1185570.999999999800,1111111.000000000000,1096691.000000000000,1186551.000000000000,1111111.000000000000,10399060.000000000000
FS( 28 ),1156310.999999999800,1184911.000000000200,1109941.000000000000,1198660.999999999800,1174621.000000000000,1111111.000000000000,1096691.000000000000,1163091.000000000000,1111111.000000000000,10306450.000000000000
FS( 29 ),1156310.999999999800,1176991.000000000200,1108901.000000000000,1208010.999999999800,1174621.000000000000,1111111.000000000000,1089551.000000000000,1184710.999999999800,1111111.000000000000,10321320.000000000000
FS( 30 ),1138211.000000000200,1167451.000000000200,1112281.000000000000,1189310.999999999800,1174621.000000000000,1111111.000000000000,1096691.000000000000,1176891.000000000000,1111111.000000000000,10277680.000000000000
FS( 31 ),1142711.000000000000,1170691.000000000200,1106561.000000000000,1198660.999999999800,1164401.000000000000,1111111.000000000000,1091931.000000000200,1170911.000000000200,1111111.000000000000,10268090.000000000000
FS( 32 ),1133711.000000000000,1154671.000000000200,1104351.000000000000,1189310.999999999800,1151261.000000000200,1111111.000000000000,1084791.000000000000,1139631.000000000200,1111111.000000000000,10179950.000000000000
FS( 33 ),1151711.000000000000,1165831.000000000200,1107731.000000000000,1186760.999999999800,1164401.000000000000,1111111.000000000000,1091931.000000000200,1135721.000000000000,1111111.000000000000,10226310.000000000000
FS( 34 ),1156310.999999999800,1191391.000000000200,1111111.000000000000,1189310.999999999800,1173891.000000000000,1111111.000000000000,1090671.000000000200,1157341.000000000000,1111111.000000000000,10292250.000000000000
FS( 35 ),1156310.999999999800,1191391.000000000200,1111111.000000000000,1183361.000000000000,1165131.000000000000,1111111.000000000000,1094311.000000000000,1169071.000000000000,1111111.000000000000,10292910.000000000000
FS( 36 ),1129211.000000000000,1186531.000000000200,1106561.000000000000,1171460.999999999800,1154181.000000000000,1111111.000000000000,1079891.000000000200,1167001.000000000000,1111111.000000000000,10217060.000000000000
FS( 37 ),1133711.000000000000,1191391.000000000200,1107731.000000000000,1174010.999999999800,1143231.000000000200,1111111.000000000000,1075131.000000000000,1159181.000000000000,1111111.000000000000,10206610.000000000000
FS( 38 ),1138211.000000000200,1213531.000000000200,1108901.000000000000,1168060.999999999800,1151991.000000000000,1111111.000000000000,1096691.000000000000,1167001.000000000000,1111111.000000000000,10266610.000000000000
FS( 39 ),1129211.000000000000,1194451.000000000200,1105521.000000000000,1165510.999999999800,1143231.000000000200,1111111.000000000000,1079891.000000000200,1155271.000000000000,1111111.000000000000,10195310.000000000000
FS( 40 ),1120211.000000000000,1194451.000000000200,1105521.000000000000,1152760.999999999800,1151991.000000000000,1111111.000000000000,1108730.999999999800,1077071.000000000000,1111111.000000000000,10132960.000000000000
FS( 41 ),1115611.000000000000,1200931.000000000200,1099800.999999999800,1134910.999999999800,1143231.000000000200,1111111.000000000000,1102711.000000000000,1075231.000000000000,1111111.000000000000,10094650.000000000000
FS( 42 ),1111111.000000000000,1200931.000000000200,1107731.000000000000,1131510.999999999800,1138121.000000000000,1111111.000000000000,1112371.000000000000,1110421.000000000000,1111111.000000000000,10134420.000000000000
FS( 43 ),1124711.000000000000,1210471.000000000200,1107731.000000000000,1122160.999999999800,1121331.000000000000,1111111.000000000000,1108730.999999999800,1133881.000000000200,1111111.000000000000,10151240.000000000000
FS( 44 ),1120211.000000000000,1210471.000000000200,1105521.000000000000,1146810.999999999800,1129361.000000000000,1111111.000000000000,1112371.000000000000,1114331.000000000000,1111111.000000000000,10161300.000000000000
FS( 45 ),1151711.000000000000,1218391.000000000200,1108901.000000000000,1168060.999999999800,1165131.000000000000,1111111.000000000000,1123151.000000000000,1139631.000000000200,1111111.000000000000,10297200.000000000000
FS( 46 ),1165311.000000000000,1229551.000000000200,1100971.000000000000,1158710.999999999800,1165131.000000000000,1111111.000000000000,1108730.999999999800,1137791.000000000000,1111111.000000000000,10288420.000000000000
FS( 47 ),1156310.999999999800,1227931.000000000200,1100971.000000000000,1171460.999999999800,1146151.000000000000,1111111.000000000000,1121891.000000000200,1127901.000000000000,1111111.000000000000,10274840.000000000000
FS( 48 ),1133711.000000000000,1223071.000000000500,1105521.000000000000,1152760.999999999800,1149070.999999999800,1111111.000000000000,1119511.000000000000,1108351.000000000000,1111111.000000000000,10214220.000000000000
FS( 49 ),1156310.999999999800,1221631.000000000200,1104351.000000000000,1152760.999999999800,1160021.000000000000,1111111.000000000000,1127911.000000000000,1069251.000000000000,1111111.000000000000,10214460.000000000000
FS( 50 ),1115611.000000000000,1183291.000000000200,1100971.000000000000,1146810.999999999800,1129361.000000000000,1111111.000000000000,1137571.000000000000,1055681.000000000000,1111111.000000000000,10091520.000000000000
FS( 51 ),1120211.000000000000,1211911.000000000200,1104351.000000000000,1152760.999999999800,1141040.999999999800,1111111.000000000000,1147091.000000000000,1080981.000000000000,1111111.000000000000,10180570.000000000000
FS( 52 ),1124711.000000000000,1189771.000000000200,1105521.000000000000,1125560.999999999800,1124251.000000000000,1111111.000000000000,1154371.000000000000,1063501.000000000000,1111111.000000000000,10109910.000000000000
FS( 53 ),1124711.000000000000,1189771.000000000200,1105521.000000000000,1144260.999999999800,1116221.000000000000,1111111.000000000000,1156751.000000000000,1071321.000000000000,1111111.000000000000,10130780.000000000000
FS( 54 ),1142711.000000000000,1151611.000000000000,1092001.000000000000,1113660.999999999800,1102351.000000000000,1111111.000000000000,1168651.000000000000,1063501.000000000000,1111111.000000000000,10056710.000000000000
FS( 55 ),1165311.000000000000,1191391.000000000200,1100971.000000000000,1144260.999999999800,1151991.000000000000,1111111.000000000000,1166270.999999999800,1084891.000000000000,1111111.000000000000,10227310.000000000000
FS( 56 ),1156310.999999999800,1189771.000000000200,1107731.000000000000,1140861.000000000000,1151991.000000000000,1111111.000000000000,1156751.000000000000,1075231.000000000000,1111111.000000000000,10200870.000000000000
FS( 57 ),1192411.000000000200,1197691.000000000200,1106561.000000000000,1144260.999999999800,1151991.000000000000,1111111.000000000000,1149471.000000000000,1065341.000000000000,1111111.000000000000,10229950.000000000000
FS( 58 ),1178810.999999999800,1203991.000000000200,1104351.000000000000,1140861.000000000000,1146151.000000000000,1111111.000000000000,1153111.000000000000,1102601.000000000000,1111111.000000000000,10252100.000000000000
FS( 59 ),1160811.000000000000,1194451.000000000200,1107731.000000000000,1134910.999999999800,1127171.000000000000,1111111.000000000000,1159131.000000000000,1108351.000000000000,1111111.000000000000,10214780.000000000000
FS( 60 ),1183311.000000000000,1194451.000000000200,1106561.000000000000,1134910.999999999800,1138121.000000000000,1111111.000000000000,1151851.000000000000,1114331.000000000000,1111111.000000000000,10245760.000000000000
FS( 61 ),1183311.000000000000,1229551.000000000200,1111111.000000000000,1158710.999999999800,1165131.000000000000,1111111.000000000000,1149471.000000000000,1120081.000000000000,1111111.000000000000,10339590.000000000000
FS( 62 ),1192411.000000000200,1229551.000000000200,1115661.000000000000,1174010.999999999800,1195790.999999999800,1111111.000000000000,1162770.999999999800,1122151.000000000000,1111111.000000000000,10414570.000000000000
FS( 63 ),1187811.000000000000,1272391.000000000200,1119040.999999999800,1171460.999999999800,1189951.000000000200,1111111.000000000000,1189091.000000000000,1086960.999999999800,1111111.000000000000,10438930.000000000000
FS( 64 ),1205911.000000000000,1293091.000000000500,1119040.999999999800,1179960.999999999800,1184841.000000000000,1111111.000000000000,1189091.000000000000,1094781.000000000000,1111111.000000000000,10488940.000000000000
FS( 65 ),1210411.000000000000,1301011.000000000200,1116701.000000000000,1186760.999999999800,1189951.000000000200,1111111.000000000000,1184331.000000000000,1104441.000000000000,1111111.000000000000,10515830.000000000000
FS( 66 ),1219411.000000000000,1301011.000000000200,1116701.000000000000,1179960.999999999800,1192871.000000000000,1111111.000000000000,1185451.000000000000,1080981.000000000000,1111111.000000000000,10498610.000000000000
FS( 67 ),1219411.000000000000,1302631.000000000200,1115661.000000000000,1186760.999999999800,1184841.000000000000,1111111.000000000000,1179571.000000000000,1079141.000000000000,1111111.000000000000,10490240.000000000000
FS( 68 ),1219411.000000000000,1274011.000000000200,1116701.000000000000,1183361.000000000000,1170971.000000000000,1111111.000000000000,1189091.000000000000,1073161.000000000200,1111111.000000000000,10448930.000000000000
FS( 69 ),1210411.000000000000,1299571.000000000500,1113321.000000000000,1189310.999999999800,1165131.000000000000,1111111.000000000000,1171171.000000000200,1086960.999999999800,1111111.000000000000,10458100.000000000000
FS( 70 ),1242011.000000000000,1307491.000000000200,1119040.999999999800,1195260.999999999800,1184841.000000000000,1111111.000000000000,1183071.000000000000,1123990.999999999800,1111111.000000000000,10577930.000000000000
FS( 71 ),1237511.000000000000,1317031.000000000200,1120080.999999999800,1202060.999999999800,1179001.000000000000,1111111.000000000000,1180691.000000000000,1200121.000000000000,1111111.000000000000,10658720.000000000000
FS( 72 ),1219411.000000000000,1309111.000000000200,1115661.000000000000,1186760.999999999800,1151991.000000000000,1111111.000000000000,1169911.000000000000,1254861.000000000000,1111111.000000000000,10629930.000000000000
FS( 73 ),1237511.000000000000,1337731.000000000000,1116701.000000000000,1189310.999999999800,1168051.000000000000,1111111.000000000000,1185451.000000000000,1256931.000000000000,1111111.000000000000,10713910.000000000000
FS( 74 ),1246511.000000000000,1324951.000000000200,1121251.000000000000,1195260.999999999800,1162941.000000000000,1111111.000000000000,1180691.000000000000,1307761.000000000000,1111111.000000000000,10761590.000000000000
FS( 75 ),1228511.000000000000,1329811.000000000200,1117870.999999999800,1189310.999999999800,1141040.999999999800,1111111.000000000000,1169911.000000000000,1307761.000000000000,1111111.000000000000,10706440.000000000000
FS( 76 ),1214911.000000000200,1332871.000000000000,1119040.999999999800,1186760.999999999800,1151991.000000000000,1111111.000000000000,1178311.000000000000,1309601.000000000000,1111111.000000000000,10715710.000000000000
FS( 77 ),1255510.999999999800,1356811.000000000200,1124630.999999999500,1198660.999999999800,1168051.000000000000,1111111.000000000000,1186711.000000000000,1331221.000000000000,1111111.000000000000,10843820.000000000000
FS( 78 ),1282611.000000000000,1380571.000000000500,1129181.000000000000,1195260.999999999800,1179001.000000000000,1111111.000000000000,1180691.000000000000,1393551.000000000000,1111111.000000000000,10963090.000000000000
FS( 79 ),1278111.000000000000,1398211.000000000500,1128011.000000000000,1198660.999999999800,1170971.000000000000,1111111.000000000000,1180691.000000000000,1462091.000000000000,1111111.000000000000,11038970.000000000000
FS( 80 ),1278111.000000000000,1379131.000000000200,1124630.999999999500,1208010.999999999800,1179001.000000000000,1111111.000000000000,1181951.000000000000,1415171.000000000000,1111111.000000000000,10988230.000000000000
FS( 81 ),1282611.000000000000,1404511.000000000200,1115661.000000000000,1198660.999999999800,1173891.000000000000,1111111.000000000000,1174671.000000000200,1426901.000000000000,1111111.000000000000,10999130.000000000000
FS( 82 ),1282611.000000000000,1388671.000000000200,1117870.999999999800,1208010.999999999800,1168051.000000000000,1111111.000000000000,1172291.000000000000,1467841.000000000000,1111111.000000000000,11027570.000000000000
FS( 83 ),1291611.000000000000,1388671.000000000200,1117870.999999999800,1202060.999999999800,1170971.000000000000,1111111.000000000000,1180691.000000000000,1446451.000000000000,1111111.000000000000,11020550.000000000000
FS( 84 ),1305211.000000000000,1380571.000000000500,1122421.000000000000,1202060.999999999800,1170971.000000000000,1111111.000000000000,1185451.000000000000,1419081.000000000000,1111111.000000000000,11007990.000000000000
FS( 85 ),1291611.000000000000,1404511.000000000200,1115661.000000000000,1189310.999999999800,1143231.000000000200,1111111.000000000000,1183071.000000000000,1446451.000000000000,1111111.000000000000,10996070.000000000000
FS( 86 ),1269111.000000000000,1401271.000000000200,1113321.000000000000,1177410.999999999800,1124251.000000000000,1111111.000000000000,1180691.000000000000,1446451.000000000000,1111111.000000000000,10934730.000000000000
FS( 87 ),1273611.000000000000,1429891.000000000200,1119040.999999999800,1189310.999999999800,1132281.000000000000,1111111.000000000000,1204770.999999999800,1458181.000000000000,1111111.000000000000,11029310.000000000000
FS( 88 ),1282611.000000000000,1468231.000000000000,1120080.999999999800,1186760.999999999800,1151991.000000000000,1111111.000000000000,1210651.000000000000,1434721.000000000000,1111111.000000000000,11077270.000000000000
FS( 89 ),1269111.000000000000,1447531.000000000200,1120080.999999999800,1195260.999999999800,1160021.000000000000,1111111.000000000000,1192730.999999999800,1434721.000000000000,1111111.000000000000,11041680.000000000000
FS( 90 ),1273611.000000000000,1375891.000000000200,1122421.000000000000,1195260.999999999800,1154181.000000000000,1111111.000000000000,1196371.000000000000,1444381.000000000200,1111111.000000000000,10984340.000000000000
FS( 91 ),1273611.000000000000,1390111.000000000200,1119040.999999999800,1192710.999999999800,1138121.000000000000,1111111.000000000000,1204770.999999999800,1428740.999999999800,1111111.000000000000,10969330.000000000000
FS( 92 ),1255510.999999999800,1355191.000000000200,1112281.000000000000,1168060.999999999800,1118411.000000000000,1111111.000000000000,1192730.999999999800,1393551.000000000000,1111111.000000000000,10817960.000000000000
FS( 93 ),1242011.000000000000,1391731.000000000000,1108901.000000000000,1165510.999999999800,1113301.000000000000,1111111.000000000000,1186711.000000000000,1399531.000000000000,1111111.000000000000,10829920.000000000000
FS( 94 ),1246511.000000000000,1406131.000000000200,1109941.000000000000,1165510.999999999800,1127171.000000000000,1111111.000000000000,1184331.000000000000,1403441.000000000000,1111111.000000000000,10865260.000000000000
FS( 95 ),1255510.999999999800,1390111.000000000200,1106561.000000000000,1156160.999999999800,1124251.000000000000,1111111.000000000000,1174671.000000000200,1462091.000000000000,1111111.000000000000,10891580.000000000000
FS( 96 ),1228511.000000000000,1364731.000000000000,1111111.000000000000,1158710.999999999800,1113301.000000000000,1111111.000000000000,1198751.000000000000,1424831.000000000000,1111111.000000000000,10822170.000000000000
FS( 97 ),1205911.000000000000,1371031.000000000200,1108901.000000000000,1146810.999999999800,1102351.000000000000,1111111.000000000000,1177051.000000000000,1393551.000000000000,1111111.000000000000,10727830.000000000000
FS( 98 ),1214911.000000000200,1391731.000000000000,1111111.000000000000,1152760.999999999800,1102351.000000000000,1111111.000000000000,1193851.000000000000,1395621.000000000000,1111111.000000000000,10784560.000000000000
FS( 99 ),1273611.000000000000,1356811.000000000200,1116701.000000000000,1174010.999999999800,1124251.000000000000,1111111.000000000000,1216671.000000000200,1356521.000000000000,1111111.000000000000,10840800.000000000000
FS( 100 ),1278111.000000000000,1398211.000000000500,1117870.999999999800,1198660.999999999800,1135201.000000000000,1111111.000000000000,1203511.000000000000,1432651.000000000000,1111111.000000000000,10986440.000000000000
FS( 101 ),1269111.000000000000,1390111.000000000200,1111111.000000000000,1195260.999999999800,1135201.000000000000,1111111.000000000000,1210651.000000000000,1419081.000000000000,1111111.000000000000,10952750.000000000000
FS( 102 ),1273611.000000000000,1388671.000000000200,1122421.000000000000,1202060.999999999800,1143231.000000000200,1111111.000000000000,1210651.000000000000,1419081.000000000000,1111111.000000000000,10981950.000000000000
FS( 103 ),1269111.000000000000,1380571.000000000500,1121251.000000000000,1202060.999999999800,1135201.000000000000,1111111.000000000000,1216671.000000000200,1411261.000000000000,1111111.000000000000,10958350.000000000000
FS( 104 ),1282611.000000000000,1382191.000000000200,1122421.000000000000,1202060.999999999800,1138121.000000000000,1111111.000000000000,1216671.000000000200,1422990.999999999800,1111111.000000000000,10989290.000000000000
FS( 105 ),1278111.000000000000,1385431.000000000200,1120080.999999999800,1198660.999999999800,1141040.999999999800,1111111.000000000000,1204770.999999999800,1420921.000000000000,1111111.000000000000,10971240.000000000000
FS( 106 ),1300711.000000000200,1367971.000000000200,1124630.999999999500,1198660.999999999800,1146151.000000000000,1111111.000000000000,1216671.000000000200,1428740.999999999800,1111111.000000000000,11005760.000000000000
FS( 107 ),1291611.000000000000,1371031.000000000200,1124630.999999999500,1198660.999999999800,1141040.999999999800,1111111.000000000000,1240751.000000000000,1448291.000000000000,1111111.000000000000,11038240.000000000000
FS( 108 ),1300711.000000000200,1361491.000000000200,1133601.000000000000,1204611.000000000000,1143231.000000000200,1111111.000000000000,1258671.000000000200,1442541.000000000000,1111111.000000000000,11067080.000000000000
FS( 109 ),1287111.000000000000,1369591.000000000500,1122421.000000000000,1186760.999999999800,1132281.000000000000,1111111.000000000000,1252651.000000000000,1460021.000000000000,1111111.000000000000,11033060.000000000000
FS( 110 ),1233010.999999999800,1334491.000000000200,1116701.000000000000,1158710.999999999800,1110381.000000000000,1111111.000000000000,1222691.000000000000,1424831.000000000000,1111111.000000000000,10823040.000000000000
FS( 111 ),1237511.000000000000,1332871.000000000000,1116701.000000000000,1158710.999999999800,1110381.000000000000,1111111.000000000000,1210651.000000000000,1409191.000000000000,1111111.000000000000,10798240.000000000000
FS( 112 ),1273611.000000000000,1347271.000000000200,1120080.999999999800,1183361.000000000000,1127171.000000000000,1111111.000000000000,1258671.000000000200,1487391.000000000000,1111111.000000000000,11019780.000000000000
FS( 113 ),1237511.000000000000,1387051.000000000200,1122421.000000000000,1189310.999999999800,1132281.000000000000,1111111.000000000000,1270711.000000000000,1506941.000000000000,1111111.000000000000,11068450.000000000000
FS( 114 ),1219411.000000000000,1348891.000000000200,1130221.000000000000,1183361.000000000000,1129361.000000000000,1111111.000000000000,1300671.000000000200,1477731.000000000000,1111111.000000000000,11011870.000000000000
FS( 115 ),1223911.000000000000,1375891.000000000200,1134771.000000000000,1195260.999999999800,1138121.000000000000,1111111.000000000000,1330770.999999999800,1499121.000000000000,1111111.000000000000,11120070.000000000000
FS( 116 ),1201411.000000000000,1372651.000000000200,1132561.000000000000,1192710.999999999800,1124251.000000000000,1111111.000000000000,1300671.000000000200,1469911.000000000200,1111111.000000000000,11016390.000000000000
FS( 117 ),1214911.000000000200,1361491.000000000200,1128011.000000000000,1177410.999999999800,1129361.000000000000,1111111.000000000000,1270711.000000000000,1485551.000000000000,1111111.000000000000,10989670.000000000000
FS( 118 ),1264611.000000000000,1339351.000000000000,1131391.000000000000,1162111.000000000000,1116221.000000000000,1111111.000000000000,1300671.000000000200,1501191.000000000000,1111111.000000000000,11037770.000000000000
FS( 119 ),1282611.000000000000,1317031.000000000200,1132561.000000000000,1162111.000000000000,1127171.000000000000,1111111.000000000000,1300671.000000000200,1522581.000000000000,1111111.000000000000,11066960.000000000000
FS( 120 ),1273611.000000000000,1334491.000000000200,1138151.000000000000,1156160.999999999800,1124251.000000000000,1111111.000000000000,1276730.999999999800,1598710.999999999800,1111111.000000000000,11124330.000000000000
FS( 121 ),1300711.000000000200,1345651.000000000200,1144911.000000000000,1168060.999999999800,1132281.000000000000,1111111.000000000000,1300671.000000000200,1567431.000000000000,1111111.000000000000,11181940.000000000000
FS( 122 ),1291611.000000000000,1359871.000000000000,1148291.000000000000,1168060.999999999800,1138121.000000000000,1111111.000000000000,1300671.000000000200,1561681.000000000000,1111111.000000000000,11190530.000000000000
FS( 123 ),1336811.000000000000,1367971.000000000200,1150501.000000000000,1168060.999999999800,1146151.000000000000,1111111.000000000000,1300671.000000000200,1559611.000000000000,1111111.000000000000,11252000.000000000000
FS( 124 ),1336811.000000000000,1377511.000000000200,1148291.000000000000,1165510.999999999800,1141040.999999999800,1111111.000000000000,1300671.000000000200,1571341.000000000000,1111111.000000000000,11263400.000000000000
FS( 125 ),1354810.999999999800,1382191.000000000200,1150501.000000000000,1177410.999999999800,1146151.000000000000,1111111.000000000000,1300671.000000000200,1571341.000000000000,1111111.000000000000,11305300.000000000000
FS( 126 ),1350311.000000000000,1380571.000000000500,1150501.000000000000,1179960.999999999800,1132281.000000000000,1111111.000000000000,1306691.000000000000,1657361.000000000000,1111111.000000000000,11379900.000000000000
FS( 127 ),1323211.000000000000,1372651.000000000200,1144911.000000000000,1177410.999999999800,1127171.000000000000,1111111.000000000000,1294651.000000000000,1639881.000000000200,1111111.000000000000,11302110.000000000000
FS( 128 ),1300711.000000000200,1371031.000000000200,1150501.000000000000,1189310.999999999800,1118411.000000000000,1111111.000000000000,1252651.000000000000,1676911.000000000200,1111111.000000000000,11281750.000000000000
FS( 129 ),1314211.000000000200,1359871.000000000000,1149461.000000000000,1192710.999999999800,1129361.000000000000,1111111.000000000000,1276730.999999999800,1675071.000000000200,1111111.000000000000,11319640.000000000000
FS( 130 ),1332211.000000000000,1340791.000000000200,1150501.000000000000,1198660.999999999800,1124251.000000000000,1111111.000000000000,1258671.000000000200,1661270.999999999800,1111111.000000000000,11288580.000000000000
FS( 131 ),1345811.000000000000,1334491.000000000200,1153880.999999999500,1204611.000000000000,1141040.999999999800,1111111.000000000000,1264691.000000000000,1659431.000000000000,1111111.000000000000,11326180.000000000000
FS( 132 ),1341310.999999999800,1345651.000000000200,1156221.000000000000,1202060.999999999800,1151991.000000000000,1111111.000000000000,1282751.000000000000,1635971.000000000000,1111111.000000000000,11338180.000000000000
FS( 133 ),1318711.000000000000,1323331.000000000200,1156221.000000000000,1192710.999999999800,1154181.000000000000,1111111.000000000000,1288770.999999999800,1577321.000000000200,1111111.000000000000,11233470.000000000000
FS( 134 ),1309711.000000000000,1301011.000000000200,1151671.000000000000,1186760.999999999800,1143231.000000000200,1111111.000000000000,1288770.999999999800,1622171.000000000000,1111111.000000000000,11225550.000000000000
