代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11997436.143999999000
真實報酬,1997436.143999999400

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8959.350237565943
風險,88669.538540355847
起點值,0.101042030725
找到最佳解世代,1813
找到最佳解實驗#,1
找到最佳解次數,10

投資組合檔數,13
1102(1)[45],2227(11)[20],2354(19)[23],2357(20)[35],2408(23)[21],2409(24)[26],2884(33)[16],2885(34)[8],2891(38)[4],2892(39)[2],3045(42)[17],5880(46)[1],9999(49)[43],
FS( 219 ),771190.000000000120,979110.000000000000,900360.000000000000,793049.999999999880,1508900.000000000000,863069.999999999880,859390.000000000000,914070.000000000000,893430.000000000120,976990.000000000000,819840.000000000000,956849.999999999880,769230.000000000000,12005490.000000000000
FS( 220 ),766990.000000000000,1003110.000000000000,894960.000000000000,796049.999999999880,1493599.999999999800,856169.999999999880,857090.000000000000,910670.000000000120,893430.000000000120,989240.000000000000,819840.000000000000,965700.000000000000,769230.000000000000,12016090.000000000000
FS( 221 ),768390.000000000000,999110.000000000000,894960.000000000000,797549.999999999880,1485099.999999999800,869969.999999999880,859390.000000000000,910670.000000000120,895730.000000000000,986790.000000000000,816340.000000000000,971599.999999999880,769230.000000000000,12024840.000000000000
FS( 222 ),769790.000000000000,999110.000000000000,911159.999999999880,803549.999999999880,1507200.000000000200,876869.999999999880,854790.000000000120,910670.000000000120,888830.000000000230,972089.999999999880,819840.000000000000,962750.000000000000,769230.000000000000,12045890.000000000000
FS( 223 ),768390.000000000000,997110.000000000000,893159.999999999880,811049.999999999880,1439200.000000000200,863069.999999999880,857090.000000000000,914070.000000000000,895730.000000000000,959839.999999999880,819840.000000000000,965700.000000000000,769230.000000000000,11953490.000000000000
FS( 224 ),768390.000000000000,997110.000000000000,907560.000000000000,809549.999999999880,1435800.000000000000,863069.999999999880,859390.000000000000,914070.000000000000,891130.000000000120,962290.000000000000,816340.000000000000,965700.000000000000,769230.000000000000,11959640.000000000000
FS( 225 ),765589.999999999880,1003110.000000000000,922860.000000000000,811049.999999999880,1412000.000000000000,863069.999999999880,857090.000000000000,917470.000000000000,888830.000000000230,962290.000000000000,819840.000000000000,965700.000000000000,769230.000000000000,11958140.000000000000
FS( 226 ),768390.000000000000,1021110.000000000000,912960.000000000000,808049.999999999880,1505500.000000000000,869969.999999999880,861689.999999999880,920869.999999999880,888830.000000000230,967190.000000000000,812840.000000000000,968650.000000000120,769230.000000000000,12075290.000000000000
FS( 227 ),775390.000000000000,1021110.000000000000,907560.000000000000,811049.999999999880,1474900.000000000000,863069.999999999880,859390.000000000000,920869.999999999880,895730.000000000000,964740.000000000000,809340.000000000000,965700.000000000000,769230.000000000000,12038090.000000000000
FS( 228 ),773990.000000000000,1017110.000000000000,907560.000000000000,818549.999999999880,1451099.999999999800,873419.999999999880,863990.000000000000,920869.999999999880,895730.000000000000,959839.999999999880,809340.000000000000,968650.000000000120,769230.000000000000,12029390.000000000000
FS( 229 ),768390.000000000000,1017110.000000000000,903960.000000000000,820049.999999999880,1466400.000000000000,876869.999999999880,863990.000000000000,910670.000000000120,895730.000000000000,954940.000000000000,812840.000000000000,968650.000000000120,769230.000000000000,12028840.000000000000
FS( 230 ),768390.000000000000,1033110.000000000000,911159.999999999880,814049.999999999880,1505500.000000000000,873419.999999999880,861689.999999999880,917470.000000000000,891130.000000000120,959839.999999999880,816340.000000000000,965700.000000000000,769230.000000000000,12087040.000000000000
FS( 231 ),759990.000000000000,1033110.000000000000,912960.000000000000,814049.999999999880,1514000.000000000000,866519.999999999880,859390.000000000000,917470.000000000000,893430.000000000120,959839.999999999880,816340.000000000000,965700.000000000000,769230.000000000000,12082040.000000000000
FS( 232 ),759990.000000000000,1045110.000000000000,894960.000000000000,818549.999999999880,1469800.000000000000,866519.999999999880,861689.999999999880,907270.000000000000,893430.000000000120,957390.000000000120,823340.000000000000,965700.000000000000,769230.000000000000,12032990.000000000000
FS( 233 ),755790.000000000000,1051110.000000000000,885060.000000000000,805049.999999999880,1427300.000000000000,859619.999999999880,857090.000000000000,910670.000000000120,893430.000000000120,957390.000000000120,819840.000000000000,965700.000000000000,769230.000000000000,11957290.000000000000
FS( 234 ),761390.000000000000,1047110.000000000000,884159.999999999880,847049.999999999880,1415400.000000000000,852719.999999999880,857090.000000000000,917470.000000000000,891130.000000000120,954940.000000000000,816340.000000000000,962750.000000000000,769230.000000000000,11976790.000000000000
FS( 235 ),759990.000000000000,1047110.000000000000,854460.000000000000,850049.999999999880,1427300.000000000000,856169.999999999880,861689.999999999880,920869.999999999880,893430.000000000120,954940.000000000000,816340.000000000000,965700.000000000000,769230.000000000000,11977290.000000000000
FS( 236 ),764190.000000000120,1035110.000000000000,844560.000000000000,848549.999999999880,1423900.000000000000,856169.999999999880,857090.000000000000,914070.000000000000,895730.000000000000,950040.000000000000,816340.000000000000,968650.000000000120,769230.000000000000,11943640.000000000000
FS( 237 ),755790.000000000000,1031110.000000000000,845460.000000000000,850049.999999999880,1405200.000000000200,866519.999999999880,854790.000000000120,917470.000000000000,891130.000000000120,942690.000000000000,816340.000000000000,962750.000000000000,769230.000000000000,11908540.000000000000
FS( 238 ),755790.000000000000,1035110.000000000000,858960.000000000000,859049.999999999880,1425599.999999999800,869969.999999999880,859390.000000000000,924270.000000000000,900330.000000000230,945140.000000000120,819840.000000000000,962750.000000000000,769230.000000000000,11985440.000000000000
FS( 239 ),765589.999999999880,1037110.000000000000,847260.000000000120,856049.999999999880,1415400.000000000000,883769.999999999880,861689.999999999880,937869.999999999880,898030.000000000120,947589.999999999880,823340.000000000000,962750.000000000000,769230.000000000000,12005690.000000000000
FS( 240 ),765589.999999999880,1043110.000000000000,852659.999999999880,856049.999999999880,1449400.000000000000,887219.999999999880,870890.000000000000,951470.000000000000,909530.000000000120,959839.999999999880,819840.000000000000,968650.000000000120,769230.000000000000,12103490.000000000000
FS( 241 ),766990.000000000000,1053110.000000000000,846360.000000000000,842549.999999999880,1483400.000000000000,901019.999999999880,880090.000000000000,965070.000000000000,934830.000000000230,967190.000000000000,826840.000000000000,980450.000000000000,769230.000000000000,12217140.000000000000
FS( 242 ),765589.999999999880,1061110.000000000000,854460.000000000000,847049.999999999880,1512300.000000000000,904469.999999999880,880090.000000000000,954869.999999999880,939430.000000000120,969640.000000000120,826840.000000000000,980450.000000000000,769230.000000000000,12265540.000000000000
FS( 243 ),762790.000000000000,1063110.000000000000,847260.000000000120,847049.999999999880,1497000.000000000000,928619.999999999880,877790.000000000120,944670.000000000120,930230.000000000000,964740.000000000000,826840.000000000000,974550.000000000000,769230.000000000000,12233890.000000000000
FS( 244 ),757190.000000000120,1049110.000000000000,837360.000000000000,842549.999999999880,1468099.999999999800,911369.999999999880,873189.999999999880,941270.000000000000,918730.000000000000,962290.000000000000,826840.000000000000,968650.000000000120,769230.000000000000,12125890.000000000000
FS( 245 ),754390.000000000000,1047110.000000000000,827460.000000000000,848549.999999999880,1435800.000000000000,918269.999999999880,873189.999999999880,951470.000000000000,925630.000000000120,959839.999999999880,826840.000000000000,977500.000000000000,769230.000000000000,12115290.000000000000
FS( 246 ),754390.000000000000,1051110.000000000000,824760.000000000120,835049.999999999880,1422200.000000000200,911369.999999999880,873189.999999999880,954869.999999999880,925630.000000000120,962290.000000000000,823340.000000000000,974550.000000000000,769230.000000000000,12081990.000000000000
FS( 247 ),792190.000000000120,1047110.000000000000,808560.000000000000,856049.999999999880,1344000.000000000000,890669.999999999880,866290.000000000120,951470.000000000000,921030.000000000120,952490.000000000000,819840.000000000000,968650.000000000120,779076.143999999970,11997436.143999999000
