代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11997436.143999999000
真實報酬,1997436.143999999400

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8959.350237565943
風險,88669.538540355847
起點值,0.101042030725
找到最佳解世代,1813
找到最佳解實驗#,1
找到最佳解次數,10

投資組合檔數,13
1102(1)[45],2227(11)[20],2354(19)[23],2357(20)[35],2408(23)[21],2409(24)[26],2884(33)[16],2885(34)[8],2891(38)[4],2892(39)[2],3045(42)[17],5880(46)[1],9999(49)[43],
FS( 28 ),721910.000000000000,761870.000000000000,796860.000000000000,790379.999999999880,810540.000000000000,858239.999999999770,763250.000000000000,799150.000000000000,789010.000000000000,796670.000000000120,769230.000000000000,780440.000000000000,769230.000000000000,10206790.000000000000
FS( 29 ),733950.000000000000,756310.000000000000,797670.000000000000,795989.999999999770,812070.000000000000,858239.999999999770,769230.000000000000,805270.000000000000,789010.000000000000,798630.000000000000,779240.000000000000,782800.000000000000,769230.000000000000,10247650.000000000000
FS( 30 ),749070.000000000000,761870.000000000000,790830.000000000120,805859.999999999880,800510.000000000000,865139.999999999880,775670.000000000000,824989.999999999880,789010.000000000000,801080.000000000000,775880.000000000000,785750.000000000000,769230.000000000000,10294900.000000000000
FS( 31 ),750190.000000000120,765550.000000000000,795960.000000000000,808679.999999999770,787420.000000000000,874799.999999999880,773370.000000000120,824989.999999999880,786710.000000000120,801080.000000000000,782530.000000000000,785750.000000000000,769230.000000000000,10306270.000000000000
FS( 32 ),740950.000000000000,759990.000000000000,789930.000000000000,803039.999999999880,789800.000000000120,861689.999999999880,765090.000000000000,815470.000000000000,775670.000000000120,796670.000000000120,779240.000000000000,780440.000000000000,769230.000000000000,10227220.000000000000
FS( 33 ),743469.999999999880,761870.000000000000,796860.000000000000,803039.999999999880,809690.000000000000,861689.999999999880,773370.000000000120,818869.999999999880,777970.000000000120,798630.000000000000,782530.000000000000,777490.000000000000,769230.000000000000,10274720.000000000000
FS( 34 ),731430.000000000000,765550.000000000000,798570.000000000000,794610.000000000000,812920.000000000000,868589.999999999880,773370.000000000120,818869.999999999880,775670.000000000120,796670.000000000120,779240.000000000000,777490.000000000000,769230.000000000000,10262220.000000000000
FS( 35 ),724710.000000000000,761870.000000000000,800280.000000000000,791789.999999999880,817850.000000000000,861689.999999999880,765090.000000000000,818869.999999999880,769230.000000000000,791770.000000000120,769230.000000000000,777490.000000000000,769230.000000000000,10219110.000000000000
FS( 36 ),721910.000000000000,758150.000000000000,789030.000000000000,798809.999999999880,811220.000000000000,858239.999999999770,771530.000000000000,808670.000000000120,769230.000000000000,791770.000000000120,765940.000000000000,780440.000000000000,769230.000000000000,10194180.000000000000
FS( 37 ),728630.000000000000,759990.000000000000,811530.000000000000,808679.999999999770,806290.000000000000,861689.999999999880,773370.000000000120,821590.000000000000,775670.000000000120,798630.000000000000,769230.000000000000,785750.000000000000,769230.000000000000,10270290.000000000000
FS( 38 ),736750.000000000000,765550.000000000000,817560.000000000000,797399.999999999770,814619.999999999880,865139.999999999880,771530.000000000000,821590.000000000000,780270.000000000120,798630.000000000000,762580.000000000000,785750.000000000000,769230.000000000000,10286610.000000000000
FS( 39 ),739550.000000000000,765550.000000000000,823589.999999999880,786149.999999999770,819550.000000000120,898259.999999999770,763250.000000000000,812070.000000000000,782570.000000000120,798630.000000000000,745990.000000000000,780440.000000000000,769230.000000000000,10284840.000000000000
FS( 40 ),743469.999999999880,761870.000000000000,821880.000000000000,777689.999999999880,793200.000000000000,881699.999999999880,763250.000000000000,812070.000000000000,782570.000000000120,801080.000000000000,749280.000000000000,782800.000000000000,769230.000000000000,10240100.000000000000
FS( 41 ),750190.000000000120,763710.000000000000,830520.000000000120,770639.999999999880,790650.000000000000,885149.999999999880,769230.000000000000,844710.000000000000,789010.000000000000,809900.000000000000,765940.000000000000,794010.000000000000,769230.000000000000,10332900.000000000000
FS( 42 ),752990.000000000000,767390.000000000000,834030.000000000000,779099.999999999880,791499.999999999880,865139.999999999880,769230.000000000000,844710.000000000000,795450.000000000120,816760.000000000000,762580.000000000000,802270.000000000000,769230.000000000000,10350390.000000000000
FS( 43 ),749070.000000000000,772910.000000000000,870300.000000000000,767819.999999999880,779090.000000000000,832019.999999999880,767390.000000000000,841310.000000000000,789010.000000000000,814800.000000000120,759289.999999999880,804630.000000000000,769230.000000000000,10316880.000000000000
FS( 44 ),758589.999999999880,783990.000000000000,859050.000000000000,774869.999999999770,781640.000000000000,845129.999999999880,769230.000000000000,844710.000000000000,802350.000000000120,816760.000000000000,765940.000000000000,804630.000000000000,769230.000000000000,10376130.000000000000
FS( 45 ),789670.000000000120,798750.000000000000,858240.000000000000,779099.999999999880,777390.000000000000,828569.999999999880,777510.000000000120,858310.000000000000,808790.000000000120,821170.000000000120,765940.000000000000,807579.999999999880,769230.000000000000,10440260.000000000000
FS( 46 ),789670.000000000120,806110.000000000000,878040.000000000000,793200.000000000000,799660.000000000000,798899.999999999880,781650.000000000120,854910.000000000000,817530.000000000120,823620.000000000000,765940.000000000000,807579.999999999880,769230.000000000000,10486050.000000000000
FS( 47 ),789670.000000000120,802430.000000000000,888480.000000000000,804450.000000000000,792350.000000000000,791999.999999999880,781650.000000000120,854910.000000000000,815230.000000000000,823620.000000000000,775880.000000000000,810530.000000000000,769230.000000000000,10500440.000000000000
FS( 48 ),799190.000000000120,807950.000000000000,897120.000000000000,817139.999999999770,792350.000000000000,805799.999999999880,789930.000000000000,861710.000000000000,815230.000000000000,828030.000000000120,772590.000000000000,818200.000000000000,769230.000000000000,10574480.000000000000
FS( 49 ),800310.000000000120,813510.000000000000,881550.000000000000,800219.999999999880,793200.000000000000,795449.999999999880,794070.000000000000,861710.000000000000,819830.000000000230,830480.000000000120,775880.000000000000,818200.000000000000,769230.000000000000,10553650.000000000000
FS( 50 ),797790.000000000000,820870.000000000000,879839.999999999880,803039.999999999880,788100.000000000000,802350.000000000000,785790.000000000120,861710.000000000000,819830.000000000230,828030.000000000120,775880.000000000000,815840.000000000000,769230.000000000000,10548310.000000000000
FS( 51 ),797790.000000000000,817190.000000000000,878940.000000000000,804450.000000000000,788950.000000000000,798899.999999999880,789930.000000000000,861710.000000000000,819830.000000000230,828030.000000000120,782530.000000000000,818200.000000000000,769230.000000000000,10555690.000000000000
FS( 52 ),814030.000000000000,809790.000000000000,885870.000000000000,801629.999999999880,774160.000000000000,789239.999999999770,783950.000000000000,854910.000000000000,815230.000000000000,828030.000000000120,779240.000000000000,812890.000000000120,769230.000000000000,10518210.000000000000
FS( 53 ),815430.000000000000,807950.000000000000,881550.000000000000,800219.999999999880,787420.000000000000,795449.999999999880,781650.000000000120,864430.000000000000,808790.000000000120,828030.000000000120,785890.000000000120,812890.000000000120,769230.000000000000,10538940.000000000000
FS( 54 ),822150.000000000000,806110.000000000000,885870.000000000000,801629.999999999880,785720.000000000000,818909.999999999880,781650.000000000120,861710.000000000000,808790.000000000120,828030.000000000120,779240.000000000000,815840.000000000000,769230.000000000000,10564890.000000000000
FS( 55 ),828870.000000000000,804270.000000000000,860760.000000000120,814319.999999999880,776540.000000000000,818909.999999999880,777510.000000000120,848110.000000000000,808790.000000000120,821170.000000000120,785890.000000000120,807579.999999999880,769230.000000000000,10521960.000000000000
FS( 56 ),835589.999999999880,804270.000000000000,850409.999999999880,810089.999999999880,773310.000000000000,818909.999999999880,779810.000000000000,861710.000000000000,804190.000000000230,830480.000000000120,785890.000000000120,804630.000000000000,769230.000000000000,10528530.000000000000
FS( 57 ),840910.000000000000,804270.000000000000,862560.000000000000,801629.999999999880,765830.000000000000,798899.999999999880,779810.000000000000,848110.000000000000,806490.000000000120,830480.000000000120,785890.000000000120,804630.000000000000,769230.000000000000,10498750.000000000000
FS( 58 ),847910.000000000000,802430.000000000000,849600.000000000000,812909.999999999880,770760.000000000000,802350.000000000000,767390.000000000000,858310.000000000000,812930.000000000120,832929.999999999880,785890.000000000120,810530.000000000000,769230.000000000000,10523180.000000000000
FS( 59 ),847910.000000000000,796910.000000000000,850409.999999999880,814319.999999999880,783170.000000000000,798899.999999999880,757270.000000000000,851510.000000000000,811090.000000000120,832929.999999999880,789180.000000000000,810530.000000000000,769230.000000000000,10513370.000000000000
FS( 60 ),845109.999999999880,789510.000000000000,860760.000000000120,808679.999999999770,790650.000000000000,808559.999999999880,757270.000000000000,854910.000000000000,812930.000000000120,832929.999999999880,785890.000000000120,810530.000000000000,769230.000000000000,10526970.000000000000
FS( 61 ),850430.000000000000,791350.000000000000,857339.999999999880,811499.999999999770,791499.999999999880,808559.999999999880,765090.000000000000,851510.000000000000,812930.000000000120,832929.999999999880,792539.999999999880,812890.000000000120,769230.000000000000,10547810.000000000000
FS( 62 ),849310.000000000120,791350.000000000000,854730.000000000000,807269.999999999880,791499.999999999880,818909.999999999880,767390.000000000000,851510.000000000000,815230.000000000000,832929.999999999880,789180.000000000000,810530.000000000000,769230.000000000000,10549080.000000000000
FS( 63 ),846510.000000000000,783990.000000000000,847800.000000000000,811499.999999999770,790650.000000000000,812009.999999999770,765090.000000000000,844710.000000000000,815230.000000000000,837339.999999999880,789180.000000000000,810530.000000000000,769230.000000000000,10523780.000000000000
FS( 64 ),819350.000000000000,783990.000000000000,853020.000000000120,814319.999999999880,755119.999999999880,798899.999999999880,760950.000000000000,848110.000000000000,819830.000000000230,834890.000000000120,792539.999999999880,807579.999999999880,769230.000000000000,10457840.000000000000
FS( 65 ),838390.000000000000,783990.000000000000,851310.000000000000,817139.999999999770,759200.000000000000,795449.999999999880,760950.000000000000,854910.000000000000,823970.000000000120,841749.999999999880,795830.000000000000,812890.000000000120,769230.000000000000,10505020.000000000000
FS( 66 ),838390.000000000000,795070.000000000000,862560.000000000000,838289.999999999880,767530.000000000000,802350.000000000000,767390.000000000000,881430.000000000000,817530.000000000120,850570.000000000000,795830.000000000000,812890.000000000120,769230.000000000000,10599070.000000000000
FS( 67 ),828870.000000000000,789510.000000000000,863370.000000000000,835469.999999999880,756820.000000000000,802350.000000000000,763250.000000000000,871230.000000000000,828570.000000000120,850570.000000000000,799190.000000000000,815840.000000000000,769230.000000000000,10574280.000000000000
FS( 68 ),846510.000000000000,791350.000000000000,860760.000000000120,839700.000000000000,773310.000000000000,812009.999999999770,763250.000000000000,871230.000000000000,830410.000000000230,855470.000000000000,795830.000000000000,818200.000000000000,769230.000000000000,10627270.000000000000
FS( 69 ),845109.999999999880,791350.000000000000,870300.000000000000,836879.999999999880,788100.000000000000,812009.999999999770,767390.000000000000,881430.000000000000,837310.000000000120,848610.000000000000,799190.000000000000,818200.000000000000,769230.000000000000,10665120.000000000000
FS( 70 ),845109.999999999880,796910.000000000000,878040.000000000000,828420.000000000000,801360.000000000000,808559.999999999880,765090.000000000000,874630.000000000000,835010.000000000000,846160.000000000000,809130.000000000000,815840.000000000000,769230.000000000000,10673500.000000000000
FS( 71 ),851830.000000000000,789510.000000000000,878940.000000000000,842489.999999999880,803910.000000000000,802350.000000000000,769230.000000000000,874630.000000000000,835010.000000000000,848610.000000000000,812490.000000000000,818200.000000000000,769230.000000000000,10696440.000000000000
FS( 72 ),854630.000000000000,791350.000000000000,878040.000000000000,846719.999999999880,800510.000000000000,798899.999999999880,771530.000000000000,867830.000000000000,828570.000000000120,844199.999999999880,809130.000000000000,818200.000000000000,769230.000000000000,10678850.000000000000
FS( 73 ),846510.000000000000,785830.000000000000,879839.999999999880,848129.999999999880,806290.000000000000,805799.999999999880,769230.000000000000,871230.000000000000,832710.000000000120,848610.000000000000,809130.000000000000,818200.000000000000,769230.000000000000,10690750.000000000000
FS( 74 ),831670.000000000120,795070.000000000000,868589.999999999880,849539.999999999880,829410.000000000000,798899.999999999880,765090.000000000000,871230.000000000000,832710.000000000120,844199.999999999880,812490.000000000000,818200.000000000000,769230.000000000000,10686340.000000000000
FS( 75 ),830270.000000000000,793190.000000000000,864270.000000000120,863639.999999999770,806290.000000000000,802350.000000000000,763250.000000000000,864430.000000000000,826270.000000000120,846160.000000000000,822500.000000000000,818200.000000000000,769230.000000000000,10670060.000000000000
FS( 76 ),842310.000000000120,809790.000000000000,870300.000000000000,865049.999999999880,809690.000000000000,791999.999999999880,765090.000000000000,854910.000000000000,817530.000000000120,846160.000000000000,809130.000000000000,826459.999999999880,769230.000000000000,10677660.000000000000
FS( 77 ),824670.000000000120,809790.000000000000,869399.999999999880,865049.999999999880,807990.000000000000,808559.999999999880,765090.000000000000,854910.000000000000,821670.000000000120,850570.000000000000,809130.000000000000,834720.000000000000,769230.000000000000,10690790.000000000000
FS( 78 ),824670.000000000120,809790.000000000000,863370.000000000000,866460.000000000000,826180.000000000120,798899.999999999880,767390.000000000000,858310.000000000000,821670.000000000120,850570.000000000000,809130.000000000000,832359.999999999880,769230.000000000000,10698040.000000000000
FS( 79 ),840910.000000000000,815350.000000000000,857339.999999999880,873509.999999999880,821249.999999999880,795449.999999999880,771530.000000000000,848110.000000000000,821670.000000000120,846160.000000000000,809130.000000000000,829410.000000000000,769230.000000000000,10699060.000000000000
FS( 80 ),865550.000000000000,819030.000000000000,868589.999999999880,891809.999999999880,812920.000000000000,795449.999999999880,775670.000000000000,864430.000000000000,826270.000000000120,855470.000000000000,819140.000000000120,837670.000000000120,769230.000000000000,10801240.000000000000
FS( 81 ),859950.000000000000,807950.000000000000,853020.000000000120,870689.999999999880,823630.000000000000,808559.999999999880,775670.000000000000,871230.000000000000,821670.000000000120,855470.000000000000,822500.000000000000,840030.000000000000,769230.000000000000,10779610.000000000000
FS( 82 ),854630.000000000000,807950.000000000000,844380.000000000000,870689.999999999880,814619.999999999880,815459.999999999880,775670.000000000000,871230.000000000000,815230.000000000000,855470.000000000000,825789.999999999880,842980.000000000000,769230.000000000000,10763340.000000000000
FS( 83 ),859950.000000000000,806110.000000000000,848700.000000000000,860819.999999999880,808840.000000000000,838919.999999999880,783950.000000000000,858310.000000000000,815230.000000000000,855470.000000000000,819140.000000000120,842980.000000000000,769230.000000000000,10767660.000000000000
FS( 84 ),845109.999999999880,793190.000000000000,840870.000000000000,841109.999999999880,803910.000000000000,828569.999999999880,783950.000000000000,851510.000000000000,817530.000000000120,857429.999999999880,825789.999999999880,848290.000000000120,769230.000000000000,10706500.000000000000
FS( 85 ),842310.000000000120,791350.000000000000,830520.000000000120,853769.999999999880,792350.000000000000,858239.999999999770,783950.000000000000,854910.000000000000,819830.000000000230,857429.999999999880,819140.000000000120,842980.000000000000,769230.000000000000,10716020.000000000000
FS( 86 ),857430.000000000000,795070.000000000000,843480.000000000000,846719.999999999880,813770.000000000000,861689.999999999880,785790.000000000120,851510.000000000000,819830.000000000230,859880.000000000000,822500.000000000000,848290.000000000120,769230.000000000000,10775200.000000000000
FS( 87 ),840910.000000000000,804270.000000000000,835740.000000000000,834059.999999999880,807140.000000000000,861689.999999999880,787630.000000000000,838590.000000000000,808790.000000000120,846160.000000000000,819140.000000000120,834720.000000000000,769230.000000000000,10688080.000000000000
FS( 88 ),832790.000000000000,824550.000000000000,829710.000000000000,828420.000000000000,799660.000000000000,878249.999999999880,785329.999999999880,838590.000000000000,808790.000000000120,841749.999999999880,825789.999999999880,834720.000000000000,769230.000000000000,10697590.000000000000
FS( 89 ),830270.000000000000,859630.000000000000,828810.000000000000,836879.999999999880,807140.000000000000,872039.999999999880,783490.000000000000,844710.000000000000,817530.000000000120,841749.999999999880,822500.000000000000,837670.000000000120,769230.000000000000,10751660.000000000000
FS( 90 ),814030.000000000000,863310.000000000000,814140.000000000000,849539.999999999880,796430.000000000120,838919.999999999880,777050.000000000000,831790.000000000000,804190.000000000230,830480.000000000120,802480.000000000000,829410.000000000000,769230.000000000000,10621010.000000000000
FS( 91 ),797790.000000000000,863310.000000000000,826200.000000000000,838289.999999999880,786570.000000000000,832019.999999999880,777050.000000000000,828390.000000000000,802350.000000000120,830480.000000000120,799190.000000000000,824100.000000000000,769230.000000000000,10574980.000000000000
FS( 92 ),815430.000000000000,866990.000000000000,835740.000000000000,857999.999999999770,789800.000000000120,835469.999999999880,781189.999999999880,841310.000000000000,806490.000000000120,837339.999999999880,805840.000000000000,834720.000000000000,769230.000000000000,10677560.000000000000
FS( 93 ),827469.999999999880,865150.000000000000,827100.000000000000,855179.999999999770,776540.000000000000,822359.999999999770,774750.000000000000,844710.000000000000,806490.000000000120,844199.999999999880,802480.000000000000,837670.000000000120,769230.000000000000,10653340.000000000000
FS( 94 ),843710.000000000000,876230.000000000000,834030.000000000000,879149.999999999770,801360.000000000000,852029.999999999880,783490.000000000000,858310.000000000000,817530.000000000120,853020.000000000000,812490.000000000000,840030.000000000000,769230.000000000000,10820620.000000000000
FS( 95 ),839790.000000000000,878070.000000000000,834839.999999999880,873509.999999999880,817170.000000000000,852029.999999999880,783490.000000000000,858310.000000000000,823970.000000000120,857429.999999999880,812490.000000000000,848290.000000000120,769230.000000000000,10848630.000000000000
FS( 96 ),832790.000000000000,892830.000000000000,847800.000000000000,863639.999999999770,809690.000000000000,845129.999999999880,779350.000000000000,858310.000000000000,823970.000000000120,846160.000000000000,805840.000000000000,842980.000000000000,769230.000000000000,10817730.000000000000
FS( 97 ),819350.000000000000,913110.000000000000,853020.000000000120,863639.999999999770,817170.000000000000,845129.999999999880,774750.000000000000,854910.000000000000,826270.000000000120,841749.999999999880,809130.000000000000,842980.000000000000,769230.000000000000,10830450.000000000000
FS( 98 ),819350.000000000000,913110.000000000000,850409.999999999880,879149.999999999770,836890.000000000000,852029.999999999880,781189.999999999880,861710.000000000000,828570.000000000120,868699.999999999880,809130.000000000000,848290.000000000120,769230.000000000000,10917770.000000000000
FS( 99 ),819350.000000000000,914950.000000000000,853020.000000000120,874920.000000000000,834510.000000000000,841679.999999999880,785329.999999999880,861710.000000000000,832710.000000000120,868699.999999999880,819140.000000000120,851240.000000000000,769230.000000000000,10926500.000000000000
FS( 100 ),828870.000000000000,913110.000000000000,853920.000000000000,874920.000000000000,844369.999999999880,845129.999999999880,783490.000000000000,861710.000000000000,832710.000000000120,873600.000000000000,829150.000000000000,856550.000000000000,769230.000000000000,10966770.000000000000
FS( 101 ),822150.000000000000,902030.000000000000,846990.000000000000,873509.999999999880,842670.000000000000,832019.999999999880,783490.000000000000,861710.000000000000,828570.000000000120,868699.999999999880,815780.000000000000,854190.000000000000,769230.000000000000,10901050.000000000000
FS( 102 ),804510.000000000000,920470.000000000000,842670.000000000000,869279.999999999880,846070.000000000000,815459.999999999880,783490.000000000000,864430.000000000000,832710.000000000120,871150.000000000000,825789.999999999880,856550.000000000000,769230.000000000000,10901820.000000000000
FS( 103 ),789670.000000000120,926030.000000000000,857339.999999999880,867869.999999999770,854230.000000000000,778889.999999999880,777050.000000000000,858310.000000000000,832710.000000000120,868699.999999999880,815780.000000000000,859500.000000000000,769230.000000000000,10855320.000000000000
FS( 104 ),794990.000000000000,949990.000000000000,855630.000000000000,846719.999999999880,860860.000000000000,789239.999999999770,777050.000000000000,864430.000000000000,835010.000000000000,868699.999999999880,815780.000000000000,856550.000000000000,769230.000000000000,10884190.000000000000
FS( 105 ),789670.000000000120,966590.000000000000,840060.000000000000,853769.999999999880,850999.999999999880,769230.000000000000,781189.999999999880,861710.000000000000,839150.000000000000,871150.000000000000,825789.999999999880,856550.000000000000,769230.000000000000,10875100.000000000000
FS( 106 ),774830.000000000000,968430.000000000000,832230.000000000000,822779.999999999880,864260.000000000000,772679.999999999880,783490.000000000000,861710.000000000000,846050.000000000230,871150.000000000000,829150.000000000000,856550.000000000000,769230.000000000000,10852550.000000000000
FS( 107 ),770630.000000000000,990590.000000000000,835740.000000000000,817139.999999999770,907100.000000000000,778889.999999999880,783490.000000000000,861710.000000000000,854790.000000000120,878010.000000000000,825789.999999999880,859500.000000000000,769230.000000000000,10932620.000000000000
