代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,15284120.000000000000
真實報酬,5284120.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,20340.313890784168
風險,360514.704803303120
起點值,0.056420205944
找到最佳解世代,1548
找到最佳解實驗#,8
找到最佳解次數,6

投資組合檔數,2
2382(22)[2],4904(45)[1],
FS( 23 ),5077350.000000000000,5111540.000000000000,10188890.000000000000
FS( 24 ),5051169.999999999100,5064350.000000000900,10115520.000000000000
FS( 25 ),5153510.000000000000,4978550.000000000900,10132060.000000000000
FS( 26 ),5145180.000000000000,5010010.000000000900,10155190.000000000000
FS( 27 ),5497419.999999999100,4978550.000000000900,10475970.000000000000
FS( 28 ),5393890.000000000000,4947090.000000000900,10340980.000000000000
FS( 29 ),5368900.000000000000,4898470.000000001900,10267370.000000002000
FS( 30 ),5411740.000000000000,4951380.000000000900,10363120.000000000000
FS( 31 ),5342720.000000000900,4978550.000000000900,10321270.000000002000
FS( 32 ),5179690.000000000000,5027170.000000000900,10206860.000000000000
FS( 33 ),5222530.000000000000,5107250.000000000000,10329780.000000000000
FS( 34 ),5136850.000000000000,5048620.000000000900,10185470.000000000000
FS( 35 ),5102339.999999999100,5171600.000000000900,10273940.000000000000
FS( 36 ),5188020.000000000000,5203060.000000000900,10391080.000000000000
FS( 37 ),5188020.000000000000,5213070.000000000900,10401090.000000000000
FS( 38 ),5179690.000000000000,5261690.000000000900,10441380.000000000000
FS( 39 ),5094010.000000000000,5261690.000000000900,10355700.000000000000
FS( 40 ),5145180.000000000000,5230230.000000001900,10375410.000000002000
FS( 41 ),5171360.000000000000,5314600.000000000900,10485960.000000000000
FS( 42 ),5385560.000000000000,5459030.000000000900,10844590.000000000000
FS( 43 ),5428400.000000000000,5587730.000000001900,11016130.000000002000
FS( 44 ),5454580.000000000000,5779350.000000000900,11233930.000000000000
FS( 45 ),5393890.000000000000,5769340.000000000900,11163230.000000000000
FS( 46 ),5342720.000000000900,5918060.000000000900,11260780.000000002000
FS( 47 ),5265370.000000000000,6099670.000000000900,11365040.000000000000
FS( 48 ),5351050.000000000900,5929500.000000000000,11280550.000000000000
FS( 49 ),5188020.000000000000,5886600.000000000900,11074620.000000000000
FS( 50 ),5273700.000000000000,5747890.000000000900,11021590.000000000000
FS( 51 ),5462910.000000000000,5833690.000000000900,11296600.000000000000
FS( 52 ),5420070.000000000000,5939510.000000000900,11359580.000000000000
FS( 53 ),5377230.000000000000,6056770.000000000900,11434000.000000000000
FS( 54 ),5351050.000000000900,6302730.000000001900,11653780.000000004000
FS( 55 ),5299880.000000000000,6111110.000000000900,11410990.000000000000
FS( 56 ),5222530.000000000000,5908050.000000000900,11130580.000000000000
FS( 57 ),5067830.000000000000,6015300.000000000900,11083130.000000000000
FS( 58 ),4819120.000000000000,6015300.000000000900,10834420.000000000000
FS( 59 ),4656089.999999999100,6206920.000000000900,10863010.000000000000
FS( 60 ),4733440.000000000000,6185470.000000001900,10918910.000000002000
FS( 61 ),4947640.000000000000,6335620.000000000900,11283260.000000000000
FS( 62 ),5067830.000000000000,6249820.000000000900,11317650.000000000000
FS( 63 ),5094010.000000000000,6121120.000000000900,11215130.000000000000
FS( 64 ),5316540.000000000000,6249820.000000000900,11566360.000000000000
FS( 65 ),5316540.000000000000,6357070.000000000900,11673610.000000000000
FS( 66 ),5334390.000000000000,6357070.000000000900,11691460.000000000000
FS( 67 ),5308210.000000000000,6228370.000000000900,11536580.000000000000
FS( 68 ),5299880.000000000000,6324180.000000001900,11624060.000000002000
FS( 69 ),5324870.000000000000,6388530.000000000900,11713400.000000000000
FS( 70 ),5171360.000000000000,6388530.000000000900,11559890.000000000000
FS( 71 ),5179690.000000000000,6314170.000000000900,11493860.000000000000
FS( 72 ),5067830.000000000000,6335620.000000000900,11403450.000000000000
FS( 73 ),5051169.999999999100,6314170.000000000900,11365340.000000000000
FS( 74 ),5222530.000000000000,6292720.000000001900,11515250.000000002000
FS( 75 ),5334390.000000000000,6238380.000000000900,11572770.000000000000
FS( 76 ),5257040.000000000000,5886600.000000000900,11143640.000000000000
FS( 77 ),5128520.000000000000,5833690.000000000900,10962210.000000000000
FS( 78 ),5291550.000000000900,6003860.000000000900,11295410.000000002000
FS( 79 ),5257040.000000000000,6164020.000000000900,11421060.000000000000
FS( 80 ),5324870.000000000000,6121120.000000000900,11445990.000000000000
FS( 81 ),5342720.000000000900,6068210.000000000900,11410930.000000002000
FS( 82 ),5385560.000000000000,6089660.000000000900,11475220.000000000000
FS( 83 ),5428400.000000000000,6121120.000000000900,11549520.000000000000
FS( 84 ),5497419.999999999100,6142570.000000000900,11639990.000000000000
FS( 85 ),5497419.999999999100,6111110.000000000900,11608530.000000000000
FS( 86 ),5445060.000000000000,6099670.000000000900,11544730.000000000000
FS( 87 ),5436730.000000000000,6099670.000000000900,11536400.000000000000
FS( 88 ),5540260.000000000000,6121120.000000000900,11661380.000000000000
FS( 89 ),5608089.999999999100,6111110.000000000900,11719200.000000000000
FS( 90 ),5642600.000000000000,6056770.000000000900,11699370.000000000000
FS( 91 ),5642600.000000000000,6056770.000000000900,11699370.000000000000
FS( 92 ),5642600.000000000000,6035320.000000000900,11677920.000000000000
FS( 93 ),5693770.000000000000,5855140.000000000900,11548910.000000000000
FS( 94 ),5711620.000000000000,5800800.000000000900,11512420.000000000000
FS( 95 ),5711620.000000000000,5875160.000000000900,11586780.000000000000
FS( 96 ),5668780.000000000000,6035320.000000000900,11704100.000000000000
FS( 97 ),5608089.999999999100,5896610.000000000900,11504700.000000000000
FS( 98 ),5634270.000000000000,5939510.000000000900,11573780.000000000000
FS( 99 ),5540260.000000000000,6089660.000000000900,11629920.000000000000
FS( 100 ),5454580.000000000000,6121120.000000000900,11575700.000000000000
FS( 101 ),5462910.000000000000,6078220.000000001900,11541130.000000002000
FS( 102 ),5822290.000000000000,6068210.000000000900,11890500.000000000000
FS( 103 ),5788970.000000000900,6121120.000000000900,11910090.000000002000
FS( 104 ),5865130.000000000000,6089660.000000000900,11954790.000000000000
FS( 105 ),5711620.000000000000,6249820.000000000900,11961440.000000000000
FS( 106 ),5813960.000000000000,6142570.000000000900,11956530.000000000000
FS( 107 ),6166200.000000000000,6164020.000000000900,12330220.000000000000
FS( 108 ),6123360.000000000000,6154010.000000000900,12277370.000000000000
FS( 109 ),6123360.000000000000,6099670.000000000900,12223030.000000000000
FS( 110 ),6199520.000000000000,6046760.000000000900,12246280.000000000000
FS( 111 ),6037680.000000000000,5993850.000000000900,12031530.000000000000
FS( 112 ),6071000.000000000000,6238380.000000000900,12309380.000000000000
FS( 113 ),6003169.999999999100,6419990.000000000000,12423160.000000000000
FS( 114 ),5968660.000000000000,6206920.000000000900,12175580.000000000000
FS( 115 ),5993650.000000000000,6175460.000000000900,12169110.000000000000
FS( 116 ),5899640.000000000000,6164020.000000000900,12063660.000000000000
FS( 117 ),6003169.999999999100,6164020.000000000900,12167190.000000000000
FS( 118 ),5950810.000000000000,6228370.000000000900,12179180.000000000000
FS( 119 ),5865130.000000000000,6655940.000000000900,12521070.000000000000
FS( 120 ),6268540.000000000000,6623050.000000000900,12891590.000000000000
FS( 121 ),6148350.000000000000,6441440.000000000900,12589790.000000000000
FS( 122 ),6217370.000000000000,6495780.000000000900,12713150.000000000000
FS( 123 ),6088850.000000000000,6367080.000000000900,12455930.000000000000
FS( 124 ),6105510.000000000000,6335620.000000000900,12441130.000000000000
FS( 125 ),6037680.000000000000,6281280.000000000900,12318960.000000000000
FS( 126 ),6037680.000000000000,6292720.000000001900,12330400.000000002000
FS( 127 ),6062669.999999999100,6419990.000000000000,12482660.000000000000
FS( 128 ),6062669.999999999100,6388530.000000000900,12451200.000000000000
FS( 129 ),6037680.000000000000,6302730.000000001900,12340410.000000002000
FS( 130 ),6046010.000000000000,6281280.000000000900,12327290.000000000000
FS( 131 ),6019830.000000000000,6388530.000000000900,12408360.000000000000
FS( 132 ),6062669.999999999100,6335620.000000000900,12398290.000000000000
FS( 133 ),5993650.000000000000,6259830.000000000900,12253480.000000000000
FS( 134 ),6019830.000000000000,6238380.000000000900,12258210.000000000000
FS( 135 ),6080520.000000000000,6154010.000000000900,12234530.000000000000
FS( 136 ),6028160.000000000000,6357070.000000000900,12385230.000000000000
FS( 137 ),6199520.000000000000,6505790.000000000000,12705310.000000000000
FS( 138 ),6166200.000000000000,6335620.000000000900,12501820.000000000000
FS( 139 ),6003169.999999999100,6398540.000000000000,12401710.000000000000
FS( 140 ),6166200.000000000000,6335620.000000000900,12501820.000000000000
FS( 141 ),6191190.000000000000,6388530.000000000900,12579720.000000000000
FS( 142 ),6234030.000000000000,6281280.000000000900,12515310.000000000000
FS( 143 ),6662430.000000000000,6495780.000000000900,13158210.000000000000
FS( 144 ),6654100.000000000000,6505790.000000000000,13159890.000000000000
FS( 145 ),6525580.000000000000,6505790.000000000000,13031370.000000000000
FS( 146 ),6491070.000000000000,6419990.000000000000,12911060.000000000000
FS( 147 ),6474410.000000000000,6314170.000000000900,12788580.000000000000
FS( 148 ),6294720.000000000900,6281280.000000000900,12576000.000000002000
FS( 149 ),6491070.000000000000,6441440.000000000900,12932510.000000000000
FS( 150 ),6431570.000000000000,6708850.000000000900,13140420.000000000000
FS( 151 ),6414910.000000000000,6655940.000000000900,13070850.000000000000
FS( 152 ),6414910.000000000000,6665950.000000000900,13080860.000000000000
FS( 153 ),6500589.999999999100,6698840.000000000900,13199430.000000000000
FS( 154 ),6414910.000000000000,6976260.000000000900,13391170.000000000000
FS( 155 ),6517250.000000000000,6964820.000000000900,13482070.000000000000
FS( 156 ),6611260.000000000000,6869010.000000000900,13480270.000000000000
FS( 157 ),6619589.999999999100,6804660.000000000900,13424250.000000000000
FS( 158 ),6602930.000000000000,6859000.000000000000,13461930.000000000000
FS( 159 ),6576750.000000000000,7072070.000000000900,13648820.000000000000
FS( 160 ),6525580.000000000000,6943370.000000000900,13468950.000000000000
FS( 161 ),6457750.000000000000,6826110.000000000900,13283860.000000000000
FS( 162 ),6388730.000000000000,6826110.000000000900,13214840.000000000000
FS( 163 ),6619589.999999999100,6816100.000000000900,13435690.000000000000
FS( 164 ),6996820.000000000000,6933360.000000000900,13930180.000000000000
FS( 165 ),6996820.000000000000,6954810.000000000900,13951630.000000000000
FS( 166 ),7418080.000000000000,6964820.000000000900,14382900.000000000000
FS( 167 ),6980160.000000000000,6816100.000000000900,13796260.000000000000
FS( 168 ),7057510.000000000000,6943370.000000000900,14000880.000000000000
FS( 169 ),6963500.000000000000,6921920.000000000900,13885420.000000000000
FS( 170 ),6894480.000000000000,6933360.000000000900,13827840.000000000000
FS( 171 ),7006339.999999999100,6954810.000000000900,13961150.000000000000
FS( 172 ),6894480.000000000000,7189330.000000000900,14083810.000000000000
FS( 173 ),7108680.000000000000,7328040.000000000000,14436720.000000000000
FS( 174 ),6945650.000000000000,7349490.000000000000,14295140.000000000000
FS( 175 ),7126530.000000000000,7423850.000000000900,14550380.000000000000
FS( 176 ),6696940.000000000000,7306590.000000000900,14003530.000000000000
FS( 177 ),7057510.000000000000,7263690.000000000900,14321200.000000000000
FS( 178 ),6996820.000000000000,7263690.000000000900,14260510.000000000000
FS( 179 ),6705270.000000000000,7275130.000000000900,13980400.000000000000
FS( 180 ),6714790.000000000000,7413840.000000000900,14128630.000000000000
FS( 181 ),6508919.999999999100,7413840.000000000900,13922760.000000000000
FS( 182 ),6482740.000000000000,7456740.000000000000,13939480.000000000000
FS( 183 ),6817130.000000000000,7285140.000000000900,14102270.000000000000
FS( 184 ),6843310.000000000000,7007720.000000001900,13851030.000000002000
FS( 185 ),6723120.000000000000,7124980.000000001900,13848100.000000002000
FS( 186 ),6586270.000000000000,7189330.000000000900,13775600.000000000000
FS( 187 ),6594600.000000000000,7285140.000000000900,13879740.000000000000
FS( 188 ),6654100.000000000000,7167880.000000000900,13821980.000000000000
FS( 189 ),6619589.999999999100,7082080.000000000900,13701670.000000000000
FS( 190 ),6792140.000000000000,7114970.000000001900,13907110.000000002000
FS( 191 ),6637440.000000000000,7124980.000000001900,13762420.000000002000
FS( 192 ),7006339.999999999100,7146430.000000001900,14152770.000000000000
FS( 193 ),6971830.000000000000,7157870.000000000900,14129700.000000000000
FS( 194 ),6859970.000000000900,7072070.000000000900,13932040.000000002000
FS( 195 ),6817130.000000000000,6900470.000000001900,13717600.000000002000
FS( 196 ),6886150.000000000000,6804660.000000000900,13690810.000000000000
FS( 197 ),7151520.000000000000,7082080.000000000900,14233600.000000000000
FS( 198 ),7049180.000000000000,7072070.000000000900,14121250.000000000000
FS( 199 ),6971830.000000000000,6954810.000000000900,13926640.000000000000
FS( 200 ),6731450.000000000000,6869010.000000000900,13600460.000000000000
FS( 201 ),6765960.000000000000,6954810.000000000900,13720770.000000000000
FS( 202 ),6765960.000000000000,6921920.000000000900,13687880.000000000000
FS( 203 ),6723120.000000000000,7019160.000000000900,13742280.000000000000
FS( 204 ),6808800.000000000900,6997710.000000000900,13806510.000000002000
FS( 205 ),6808800.000000000900,6933360.000000000900,13742160.000000002000
FS( 206 ),6843310.000000000000,6943370.000000000900,13786680.000000000000
FS( 207 ),6877820.000000000000,6997710.000000000900,13875530.000000000000
FS( 208 ),7065839.999999999100,7029170.000000000900,14095010.000000000000
FS( 209 ),7039660.000000000000,6997710.000000000900,14037370.000000000000
FS( 210 ),7057510.000000000000,7093520.000000000900,14151030.000000000000
FS( 211 ),6868300.000000000900,7103530.000000000900,13971830.000000002000
FS( 212 ),6765960.000000000000,7189330.000000000900,13955290.000000000000
FS( 213 ),6637440.000000000000,7382380.000000000900,14019820.000000000000
FS( 214 ),6629110.000000000000,7734160.000000000900,14363270.000000000000
FS( 215 ),6594600.000000000000,7563990.000000000000,14158590.000000000000
FS( 216 ),6594600.000000000000,7669810.000000000900,14264410.000000000000
FS( 217 ),6568419.999999999100,7616900.000000000900,14185320.000000000000
FS( 218 ),6500589.999999999100,7552550.000000000900,14053140.000000000000
FS( 219 ),6156680.000000000000,7626910.000000000900,13783590.000000000000
FS( 220 ),6500589.999999999100,7638350.000000000900,14138940.000000000000
FS( 221 ),6517250.000000000000,7616900.000000000900,14134150.000000000000
FS( 222 ),6405390.000000000000,7595450.000000000900,14000840.000000000000
FS( 223 ),6388730.000000000000,7451020.000000000900,13839750.000000000000
FS( 224 ),6251880.000000000000,7439580.000000000900,13691460.000000000000
FS( 225 ),6260210.000000000000,7495350.000000000900,13755560.000000000000
FS( 226 ),6466080.000000000000,7829970.000000001900,14296050.000000002000
FS( 227 ),6560089.999999999100,7918630.000000000900,14478720.000000000000
FS( 228 ),6757630.000000000000,8464890.000000000000,15222520.000000000000
FS( 229 ),6494640.000000000000,8286140.000000001900,14780780.000000002000
FS( 230 ),6458940.000000000000,8353350.000000000900,14812290.000000000000
FS( 231 ),6675520.000000000000,8241810.000000000000,14917330.000000000000
FS( 232 ),6757630.000000000000,8030170.000000000900,14787800.000000000000
FS( 233 ),6919470.000000000900,8108820.000000000900,15028290.000000002000
FS( 234 ),7226490.000000000000,8030170.000000000900,15256660.000000000000
FS( 235 ),7064650.000000000000,8030170.000000000900,15094820.000000000000
FS( 236 ),7090830.000000000000,7874300.000000000900,14965130.000000000000
FS( 237 ),7100350.000000000000,8085940.000000000900,15186290.000000000000
FS( 238 ),7109870.000000000000,8153150.000000000900,15263020.000000000000
FS( 239 ),7027760.000000000000,8141710.000000000900,15169470.000000000000
FS( 240 ),7072980.000000000000,8230370.000000000900,15303350.000000000000
FS( 241 ),7046800.000000000900,8208920.000000000900,15255720.000000002000
FS( 242 ),7100350.000000000000,8420560.000000000000,15520910.000000000000
FS( 243 ),7001580.000000000000,8420560.000000000000,15422140.000000000000
FS( 244 ),6901620.000000000000,8387670.000000000000,15289290.000000000000
FS( 245 ),6783810.000000000000,8409120.000000000000,15192930.000000000000
FS( 246 ),6738589.999999999100,8387670.000000000000,15126260.000000000000
FS( 247 ),6757630.000000000000,8276130.000000000900,15033760.000000000000
FS( 248 ),6838550.000000000900,8241810.000000000000,15080360.000000000000
FS( 249 ),7027760.000000000000,8241810.000000000000,15269570.000000000000
FS( 250 ),7019430.000000000000,8264690.000000000900,15284120.000000000000
