代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11713948.719999998807907
真實報酬,1713948.719999998807907

夏普值報酬,0.162694872000000
夏普值風險,0.049135562760317
夏普值,3.311142945357613

二次趨勢線,107.065451291741283 x^2 + -613.004238175800765 x + 10000000.000000000000000
二次平均預期報酬,13091.373527167093926
風險,177860.890830766118597
二次平均趨勢值,0.073604565152119
一次趨勢線,9624.972092403873830 x + 10000000.000000000000000
一次預期報酬,9624.972092403873830
一次風險,263902.833495489729103
一次趨勢值,0.036471651194182
找到最佳解世代,2099
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
FS( 77 ),10463513.379999998956919,10463513.379999998956919
FS( 78 ),10392293.439999999478459,10392293.439999999478459
FS( 79 ),10778749.179999997839332,10778749.179999997839332
FS( 80 ),10742555.439999999478459,10742555.439999999478459
FS( 81 ),10714534.479999998584390,10714534.479999998584390
FS( 82 ),10715702.019999999552965,10715702.019999999552965
FS( 83 ),10917686.439999999478459,10917686.439999999478459
FS( 84 ),10892000.559999998658895,10892000.559999998658895
FS( 85 ),10840628.799999997019768,10840628.799999997019768
FS( 86 ),10730880.039999997243285,10730880.039999997243285
FS( 87 ),10803267.519999999552965,10803267.519999999552965
FS( 88 ),10858141.899999998509884,10858141.899999998509884
FS( 89 ),10952712.639999998733401,10952712.639999998733401
FS( 90 ),11047283.379999998956919,11047283.379999998956919
FS( 91 ),11044948.299999997019768,11044948.299999997019768
FS( 92 ),10817278.000000000000000,10817278.000000000000000
FS( 93 ),10888497.939999999478459,10888497.939999999478459
FS( 94 ),11063628.939999999478459,11063628.939999999478459
FS( 95 ),10981901.139999998733401,10981901.139999998733401
FS( 96 ),11029770.279999997466803,11029770.279999997466803
FS( 97 ),10875655.000000000000000,10875655.000000000000000
FS( 98 ),10775246.559999998658895,10775246.559999998658895
FS( 99 ),10827785.859999997541308,10827785.859999997541308
FS( 100 ),10774079.019999999552965,10774079.019999999552965
FS( 101 ),10817278.000000000000000,10817278.000000000000000
FS( 102 ),10726209.879999998956919,10726209.879999998956919
FS( 103 ),10753063.299999997019768,10753063.299999997019768
FS( 104 ),10946874.939999999478459,10946874.939999999478459
FS( 105 ),10911848.739999998360872,10911848.739999998360872
FS( 106 ),11152361.979999998584390,11152361.979999998584390
FS( 107 ),11150026.899999998509884,11150026.899999998509884
FS( 108 ),11173377.699999999254942,11173377.699999999254942
FS( 109 ),11132513.799999997019768,11132513.799999997019768
FS( 110 ),11209571.439999999478459,11209571.439999999478459
FS( 111 ),11260943.199999999254942,11260943.199999999254942
FS( 112 ),11315817.579999998211861,11315817.579999998211861
FS( 113 ),11445414.519999999552965,11445414.519999999552965
FS( 114 ),11497953.819999998435378,11497953.819999998435378
FS( 115 ),11441911.899999998509884,11441911.899999998509884
FS( 116 ),11396377.839999997988343,11396377.839999997988343
FS( 117 ),11458257.459999999031425,11458257.459999999031425
FS( 118 ),11382367.359999997541308,11382367.359999997541308
FS( 119 ),11353178.859999997541308,11353178.859999997541308
FS( 120 ),11537650.179999997839332,11537650.179999997839332
FS( 121 ),11582016.699999999254942,11582016.699999999254942
FS( 122 ),11511964.299999997019768,11511964.299999997019768
FS( 123 ),11692933.000000000000000,11692933.000000000000000
FS( 124 ),11739634.599999997764826,11739634.599999997764826
FS( 125 ),11626383.219999998807907,11626383.219999998807907
FS( 126 ),11769990.639999998733401,11769990.639999998733401
FS( 127 ),11713948.719999998807907,11713948.719999998807907
