代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12792389.072749998000
真實報酬,2792389.072749998400

夏普值報酬,0.270538907275
夏普值風險,0.072053490402
夏普值,3.754695376537

預期報酬,11328.892085125592
風險,125540.938872847110
起點值,0.090240619409
找到最佳解世代,3894
找到最佳解實驗#,1
找到最佳解次數,44

投資組合檔數,12
1102(1),1301(3),1326(5),2227(11),2325(17),2408(23),2474(27),2801(28),2882(31),2885(34),2886(35),3481(43),
FS( 12 ),798572.149749999980,832784.727000000070,859866.347499999920,825277.572000000040,830394.958999999920,885280.834500000000,984207.184250000050,831238.146249999990,846430.886999999870,835394.501750000050,874641.801750000100,801991.226999999960,10206084.337750001000
FS( 13 ),792708.212999999870,831799.107750000320,856182.720000000200,827109.430000000050,830394.958999999920,882991.012000000100,966824.444750000260,828500.314999999940,842050.356999999840,835394.501750000050,876682.730500000180,820907.152000000000,10191548.942750001000
FS( 14 ),816472.588249999910,840122.114750000070,867432.717500000030,847299.691000000110,838996.726999999960,877495.438000000080,972618.691250000270,831238.146249999990,852563.628999999840,835394.501750000050,876682.730500000180,828473.521999999880,10284794.497250000000
FS( 15 ),822336.525000000020,842202.866500000240,874003.512500000190,841804.116999999970,839892.744499999910,884135.923249999880,959566.703000000100,831238.146249999990,854753.893999999740,843060.429250000040,868927.201250000040,820907.152000000000,10282833.214500001000
FS( 16 ),825422.807500000000,846364.370000000340,874899.530000000030,845467.833000000100,845089.646000000070,890776.408499999900,975515.814499999980,836166.242499999930,855849.026499999920,846893.393000000040,876682.730500000180,820907.152000000000,10340038.954000000000
FS( 17 ),822336.525000000020,843188.485749999990,869224.752500000180,843635.975000000090,851182.564999999940,904057.379000000070,947978.210000000200,828500.314999999940,849497.258000000030,835394.501750000050,864845.343750000000,801991.226999999960,10261836.537750000000
FS( 18 ),843323.245999999930,846364.370000000340,875795.547500000100,847299.691000000110,853691.413999999870,906347.201499999970,952338.828500000180,841641.905000000030,856944.158999999750,843060.429250000040,870968.130000000120,805774.412000000010,10343553.333750002000
FS( 19 ),825422.807500000000,836946.230500000180,865541.125000000230,845467.833000000100,836308.674499999960,878411.366999999970,939286.840250000120,823572.218750000000,844240.621999999860,835394.501750000050,859130.743250000060,798208.042000000020,10187935.005500000000
FS( 20 ),828509.089999999850,841107.734000000170,874003.512500000190,836268.720000000090,839892.744499999910,882991.012000000100,942183.963500000190,826310.050000000050,843145.489500000030,839227.465500000170,855457.071499999850,820907.152000000000,10230008.005000001000
FS( 21 ),828509.089999999850,848445.121750000170,874003.512500000190,841804.116999999970,838100.709499999880,895127.071250000040,961030.198250000130,838904.073750000100,851687.522999999930,846893.393000000040,851375.214000000040,817123.966999999950,10293007.991000000000
FS( 22 ),834373.026749999960,844283.618250000170,872111.920000000160,841804.116999999970,844193.628499999880,901767.556500000180,946544.582000000170,836166.242499999930,844240.621999999860,843060.429250000040,851375.214000000040,817123.966999999950,10277048.923750000000
FS( 23 ),835916.167999999950,850525.873499999990,872111.920000000160,841804.116999999970,844193.628499999880,895127.071250000040,919006.977500000150,831238.146249999990,847306.992999999900,843060.429250000040,855457.071499999850,828473.521999999880,10264225.917750001000
FS( 24 ),835916.167999999950,854687.377000000090,877687.140000000130,845467.833000000100,845089.646000000070,893982.159999999920,911779.103000000120,826310.050000000050,845335.754499999690,843060.429250000040,851375.214000000040,805774.412000000010,10236469.286750000000
FS( 25 ),839002.450499999920,857753.748000000020,877687.140000000130,839972.259000000080,845089.646000000070,898561.805000000050,914676.226250000180,836166.242499999930,842050.356999999840,839227.465500000170,849742.470999999900,790641.671999999900,10230575.482750000000
FS( 26 ),828509.089999999850,858848.880500000200,888937.137500000190,838140.401000000070,845985.663499999910,900851.627500000060,926264.719250000200,836166.242499999930,855849.026499999920,843060.429250000040,851375.214000000040,798208.042000000020,10272200.473500000000
FS( 27 ),809065.510249999820,853592.244500000150,897399.525000000370,832605.004000000070,849390.529999999800,898561.805000000050,920470.472750000190,828500.314999999940,841174.250999999810,828495.167000000130,843619.684749999900,790641.671999999900,10193520.181250000000
FS( 28 ),813386.305749999940,856768.128750000270,897399.525000000370,827109.430000000050,845985.663499999910,879556.278249999970,907418.484500000140,823572.218750000000,835917.614999999760,839227.465500000170,843619.684749999900,790641.671999999900,10160606.471750002000
FS( 29 ),804436.086499999980,859834.499750000190,897399.525000000370,825277.572000000040,846702.477499999920,881846.100750000100,908881.979750000170,831238.146249999990,841174.250999999810,832328.130749999890,841986.941750000110,786858.487000000080,10157968.198000001000
FS( 30 ),813386.305749999940,865091.135750000020,909545.540000000040,827109.430000000050,848494.512499999950,882991.012000000100,917573.349500000130,833975.977499999800,852563.628999999840,843060.429250000040,849742.470999999900,790641.671999999900,10234179.464250000000
FS( 31 ),819558.870750000000,882722.769000000090,937720.312500000230,827109.430000000050,849390.529999999800,895127.071250000040,924801.224000000280,831238.146249999990,854753.893999999740,843060.429250000040,851375.214000000040,798208.042000000020,10315069.933000000000
FS( 32 ),811843.164499999960,911962.806750000110,947078.717500000030,825277.572000000040,848494.512499999950,905202.290250000080,927698.347250000220,833975.977499999800,851687.522999999930,872957.546499999940,851375.214000000040,798208.042000000020,10385765.713749999000
FS( 33 ),809065.510249999820,908786.922500000220,942399.515000000130,810582.885000000130,845089.646000000070,902912.467749999950,926264.719250000200,833975.977499999800,848402.125499999850,872957.546499999940,857089.814500000090,820907.152000000000,10378438.281750001000
FS( 34 ),814929.446999999930,902544.667250000060,942399.515000000130,810582.885000000130,845089.646000000070,916422.420500000120,914676.226250000180,828500.314999999940,847306.992999999900,872957.546499999940,849742.470999999900,828473.521999999880,10373629.654500000000
FS( 35 ),843323.245999999930,911962.806750000110,951757.920000000160,817910.317000000040,845089.646000000070,907492.112750000200,929161.842500000140,836166.242499999930,850592.390499999860,876790.510249999930,857089.814500000090,843606.262000000100,10470947.110750001000
FS( 36 ),834373.026749999960,911962.806750000110,961116.325000000190,816078.459000000030,843297.610999999920,923062.905750000150,919006.977500000150,831238.146249999990,852563.628999999840,869124.582750000060,851375.214000000040,847389.446999999930,10460593.130750000000
FS( 37 ),839002.450499999920,910867.674250000160,948970.310000000060,814246.601000000020,841505.575999999880,915277.509250000000,914676.226250000180,828500.314999999940,855849.026499999920,869124.582750000060,845660.613499999980,832256.707000000050,10415941.591999998000
FS( 38 ),841780.104750000060,918205.062000000150,960220.307500000110,812414.743000000020,841505.575999999880,908637.023999999980,914676.226250000180,833975.977499999800,858915.397499999850,876790.510249999930,843619.684749999900,817123.966999999950,10427868.580500001000
FS( 39 ),830052.231249999950,916124.310250000210,955541.105000000210,812414.743000000020,849390.529999999800,916422.420500000120,919006.977500000150,828500.314999999940,862200.794999999810,879856.881250000090,841986.941750000110,801991.226999999960,10413492.477499999000
FS( 40 ),828509.089999999850,911962.806750000110,956437.122500000060,817910.317000000040,841505.575999999880,910697.864250000100,907418.484500000140,831238.146249999990,858915.397499999850,876790.510249999930,839946.012999999920,832256.707000000050,10413592.035000000000
FS( 41 ),819558.870750000000,907801.303250000230,952753.495000000110,808751.027000000120,837204.691999999810,890776.408499999900,865395.263750000160,828500.314999999940,847306.992999999900,869124.582750000060,837905.084249999840,836039.891999999990,10301121.927250002000
FS( 42 ),813386.305749999940,910867.674250000160,951757.920000000160,803215.630000000000,837204.691999999810,895127.071250000040,853806.770750000140,826310.050000000050,837888.853499999850,846893.393000000040,857089.814500000090,824690.337000000060,10258242.512000000000
FS( 43 ),813386.305749999940,914043.558500000160,956437.122500000060,799551.914000000110,836308.674499999960,893982.159999999920,846578.896250000220,828500.314999999940,850592.390499999860,865291.619000000060,853416.142750000120,839823.076999999930,10297916.175750000000
FS( 44 ),816472.588249999910,917109.929499999970,964003.492500000170,805087.310999999990,837204.691999999810,895127.071250000040,866858.759000000190,833975.977499999800,856944.158999999750,872957.546499999940,855457.071499999850,843606.262000000100,10364808.859999999000
FS( 45 ),823879.666249999890,925432.936500000190,976149.507500000070,808751.027000000120,840788.761999999990,898561.805000000050,876983.756750000180,836166.242499999930,857820.264999999780,872957.546499999940,878315.473500000080,847389.446999999930,10443200.435500000000
FS( 46 ),805979.227749999960,903639.799750000240,950861.902499999850,794056.339999999970,822510.004999999890,859634.822499999890,843681.773000000160,828500.314999999940,823214.077999999860,843060.429250000040,857089.814500000090,805774.412000000010,10138006.919250000000
FS( 47 ),822336.525000000020,926528.069000000130,977045.525000000370,801383.772000000000,834695.842999999880,899706.716249999940,859601.017250000150,833975.977499999800,872714.066999999690,872957.546499999940,891785.603249999930,832256.707000000050,10424991.368750000000
FS( 48 ),804436.086499999980,911962.806750000110,966791.102500000040,795888.197999999970,823406.022499999850,878411.366999999970,829196.156750000200,826310.050000000050,920899.896999999880,857625.691499999960,891785.603249999930,824690.337000000060,10331407.318750000000
FS( 49 ),802892.945249999990,912948.426000000210,965795.527499999850,794056.339999999970,820001.155999999840,877495.438000000080,820504.787000000130,826310.050000000050,967333.514999999780,865291.619000000060,905663.918749999950,809557.596999999950,10367855.319499999000
FS( 50 ),801658.432249999950,911962.806750000110,960220.307500000110,797720.056000000100,819105.138499999880,867420.219000000160,821938.415000000150,828500.314999999940,945211.838499999840,857625.691499999960,905663.918749999950,813340.782000000010,10330371.920750000000
FS( 51 ),800115.290999999970,917109.929499999970,975253.489999999990,797720.056000000100,819105.138499999880,870625.970500000170,819041.291750000090,831238.146249999990,956820.242999999900,857625.691499999960,897908.389500000050,813340.782000000010,10355908.419499999000
FS( 52 ),784992.506749999940,924447.317250000080,976149.507500000070,803215.630000000000,824302.039999999920,872915.792999999950,820504.787000000130,833975.977499999800,944116.705999999890,861458.655250000070,895867.460750000090,824690.337000000060,10366640.718000000000
FS( 53 ),784992.506749999940,919190.681250000140,962111.900000000370,803215.630000000000,824302.039999999920,891921.319750000140,837887.526500000040,826310.050000000050,947183.077000000050,850726.356750000040,884438.259749999850,824690.337000000060,10356973.684749998000
FS( 54 ),793942.725999999910,926528.069000000130,966791.102500000040,801383.772000000000,848494.512499999950,897416.893750000050,848012.524250000130,831238.146249999990,960981.746499999780,861458.655250000070,899541.132500000070,839823.076999999930,10475616.357500000000
FS( 55 ),804436.086499999980,943174.083000000330,983616.320000000070,806919.168999999990,862293.181999999910,905202.290250000080,855270.266000000180,836166.242499999930,956820.242999999900,869124.582750000060,905663.918749999950,828473.521999999880,10557163.905749999000
FS( 56 ),807522.369000000060,949416.338250000150,993970.300000000280,805087.310999999990,857992.297999999950,929703.390999999950,848012.524250000130,843832.170000000040,969304.753499999880,869124.582750000060,890152.860249999910,828473.521999999880,10592596.420000000000
FS( 57 ),810608.651499999920,948321.205750000200,986503.487500000280,805087.310999999990,861397.164499999960,1006412.444750000100,837887.526500000040,843832.170000000040,979818.025499999760,879856.881250000090,903622.989999999990,820907.152000000000,10684259.010250000000
FS( 58 ),793942.725999999910,943174.083000000330,990187.114999999990,806919.168999999990,864085.216999999830,969775.284749999990,845115.401000000190,846570.001249999970,1019899.874999999900,869124.582750000060,897908.389500000050,813340.782000000010,10660046.626250001000
FS( 59 ),818015.729500000020,951497.090000000080,993970.300000000280,806919.168999999990,861397.164499999960,995421.296749999980,878447.252000000090,859164.025000000020,1019899.874999999900,876790.510249999930,903622.989999999990,813340.782000000010,10778490.184000000000
FS( 60 ),813386.305749999940,962886.468000000230,998649.502500000180,808751.027000000120,850286.547499999870,995421.296749999980,892932.868250000060,854235.928749999960,995587.933499999810,869124.582750000060,895867.460750000090,824690.337000000060,10761824.258500000000
FS( 61 ),844866.387250000030,972304.607500000270,1011791.092500000000,816078.459000000030,857992.297999999950,995421.296749999980,872653.005500000090,874495.880000000000,987264.926499999940,861458.655250000070,886071.002749999870,828473.521999999880,10808875.133000001000
FS( 62 ),841780.104750000060,975370.978500000200,1008007.907500000200,812414.743000000020,849390.529999999800,1012137.001000000000,890035.745000000230,866829.952499999900,1016614.477499999800,865291.619000000060,891785.603249999930,824690.337000000060,10854352.999000000000
FS( 63 ),839002.450499999920,978546.862750000090,1000541.095000000200,805087.310999999990,841505.575999999880,1000916.870750000000,890035.745000000230,861901.856250000190,1010262.708999999800,861458.655250000070,897908.389500000050,813340.782000000010,10800512.302999999000
FS( 64 ),823879.666249999890,967047.971500000100,992078.707500000020,801383.772000000000,839892.744499999910,997482.137000000100,876983.756750000180,854235.928749999960,1016614.477499999800,854559.320500000030,888111.931499999950,828473.521999999880,10740747.935750000000
FS( 65 ),832829.885499999860,967047.971500000100,1003328.705000000300,803215.630000000000,846702.477499999920,990841.651750000080,885704.993750000140,861901.856250000190,1031289.252999999700,861458.655250000070,905663.918749999950,828473.521999999880,10818462.520250000000
FS( 66 ),832829.885499999860,973290.226750000380,999545.520000000020,806919.168999999990,855483.449000000020,990841.651750000080,878447.252000000090,861901.856250000190,1029318.014500000000,857625.691499999960,905663.918749999950,854955.817000000040,10846826.452000001000
FS( 67 ),844866.387250000030,979532.482000000190,1002432.687500000200,810582.885000000130,857992.297999999950,990841.651750000080,879880.880000000240,877233.711249999930,1032384.385499999900,879856.881250000090,915052.190999999880,858739.001999999980,10929399.442500001000
FS( 68 ),844866.387250000030,983693.985499999950,1003328.705000000300,810582.885000000130,853691.413999999870,1013052.930000000100,878447.252000000090,871758.048750000070,1039831.286499999800,895188.736249999840,924848.649000000090,847389.446999999930,10966683.726250000000
FS( 69 ),846409.528500000010,983693.985499999950,1001437.112500000300,805087.310999999990,852795.396499999920,1051063.983500000100,884241.498500000220,869567.783749999940,1039831.286499999800,887522.808749999970,924848.649000000090,851172.631999999980,10997675.975999998000
FS( 70 ),837459.309249999930,973290.226750000380,1001437.112500000300,803215.630000000000,848494.512499999950,1046484.338500000000,882807.870500000080,877233.711249999930,1045087.922499999900,899021.700000000070,922807.720250000010,847389.446999999930,10984733.500999998000
FS( 71 ),841780.104750000060,963981.600500000180,999545.520000000020,805087.310999999990,845985.663499999910,1059994.291249999800,887138.621750000050,869567.783749999940,1024061.378500000000,895188.736249999840,911378.519250000010,851172.631999999980,10954886.162499998000
FS( 72 ),844866.387250000030,951497.090000000080,990187.114999999990,803215.630000000000,848494.512499999950,1062055.131499999900,894396.363500000210,869567.783749999940,1048154.293500000100,891355.772500000080,911378.519250000010,869331.919999999930,10984504.518750001000
FS( 73 ),830052.231249999950,957739.345250000360,987399.505000000120,806919.168999999990,843297.610999999920,1084495.391999999800,884241.498500000220,871758.048750000070,1052315.796999999800,895188.736249999840,924848.649000000090,869331.919999999930,11007591.903000001000
FS( 74 ),814929.446999999930,947335.586500000210,975253.489999999990,803215.630000000000,842401.593499999840,1066634.776499999900,866858.759000000190,866829.952499999900,1031289.252999999700,887522.808749999970,911378.519250000010,862522.187000000030,10876176.003000000000
FS( 75 ),818015.729500000020,950401.957500000250,982720.302499999990,799551.914000000110,842401.593499999840,1066634.776499999900,859601.017250000150,871758.048750000070,1031289.252999999700,887522.808749999970,907296.661750000090,873115.104999999860,10890313.168000000000
FS( 76 ),807522.369000000060,953577.841750000020,985507.912500000090,805087.310999999990,839892.744499999910,1060910.220249999800,853806.770750000140,871758.048750000070,1021871.113500000000,879856.881250000090,901582.061250000140,888247.844999999970,10869625.119500000000
FS( 77 ),795485.867250000010,933755.943500000170,961116.325000000190,803215.630000000000,838100.709499999880,1083350.480750000100,839321.154500000180,861901.856250000190,985074.661499999810,872957.546499999940,895867.460750000090,884464.659999999920,10754616.295500001000
FS( 78 ),789621.930499999900,923352.184750000250,948970.310000000060,801383.772000000000,832007.790500000000,1107851.581499999900,843681.773000000160,856426.193750000090,989236.164999999800,872957.546499999940,891785.603249999930,876898.290000000040,10734177.140750002000
FS( 79 ),791165.071749999890,926528.069000000130,958328.714999999850,803215.630000000000,830394.958999999920,1089990.966000000000,843681.773000000160,866829.952499999900,1011357.841499999900,876790.510249999930,895867.460750000090,873115.104999999860,10767270.053750001000
FS( 80 ),792708.212999999870,926528.069000000130,951757.920000000160,799551.914000000110,832007.790500000000,1073275.261749999600,848012.524250000130,866829.952499999900,1001939.702000000000,872957.546499999940,890152.860249999910,866305.371999999970,10722031.125749998000
FS( 81 ),797029.008499999880,948321.205750000200,968682.695000000070,803215.630000000000,837204.691999999810,1091135.877249999900,850909.647500000200,871758.048750000070,1024061.378500000000,883689.845000000090,895867.460750000090,876898.290000000040,10848777.778999999000
FS( 82 ),789621.930499999900,936931.827750000170,963007.917500000210,799551.914000000110,836308.674499999960,1078770.835749999900,842218.277750000120,871758.048750000070,1008291.470499999900,879856.881250000090,888111.931499999950,869331.919999999930,10763765.629750000000
FS( 83 ),793942.725999999910,955658.593500000190,978041.100000000090,803215.630000000000,851182.564999999940,1079915.747000000200,850909.647500000200,879423.976249999950,1014643.238999999900,895188.736249999840,895867.460750000090,873115.104999999860,10871108.526250001000
FS( 84 ),798572.149749999980,964967.219750000160,987399.505000000120,808751.027000000120,847598.494999999880,1056559.557499999900,855270.266000000180,877233.711249999930,1010262.708999999800,891355.772500000080,899541.132500000070,910946.954999999960,10908462.500250001000
FS( 85 ),793942.725999999910,967047.971500000100,986503.487500000280,810582.885000000130,845089.646000000070,1065489.865249999800,850909.647500000200,871758.048750000070,1008291.470499999900,891355.772500000080,913011.262250000030,914730.140000000010,10918716.922750002000
FS( 86 ),798572.149749999980,968143.104000000170,993970.300000000280,812414.743000000020,851899.378999999960,1082205.569499999800,843681.773000000160,877233.711249999930,1018804.742499999700,899021.700000000070,920766.791499999930,944995.619999999880,11011713.583499998000
FS( 87 ),798572.149749999980,969128.723250000040,991182.690000000180,812414.743000000020,847598.494999999880,1089990.966000000000,848012.524250000130,879423.976249999950,1026032.616999999600,899021.700000000070,922807.720250000010,975261.099999999860,11059451.404749999000
FS( 88 ),792708.212999999870,966062.352250000110,986503.487500000280,806919.168999999990,842401.593499999840,1087701.143500000000,850909.647500000200,877233.711249999930,1031289.252999999700,895188.736249999840,909337.590499999930,967694.729999999860,11013953.627250001000
FS( 89 ),789621.930499999900,958724.964500000120,971470.305000000170,805087.310999999990,845089.646000000070,1067779.687750000000,848012.524250000130,879423.976249999950,1035669.782999999800,899021.700000000070,919134.048500000150,963911.544999999930,10982951.421750000000
FS( 90 ),802892.945249999990,956644.212750000180,972366.322500000240,799551.914000000110,847598.494999999880,1069840.527999999900,834990.403250000090,884899.638750000040,1031289.252999999700,905921.034749999990,922807.720250000010,960128.359999999990,10988934.827499999000
FS( 91 ),819558.870750000000,972304.607500000270,993970.300000000280,805087.310999999990,855483.449000000020,1054269.734999999900,823401.910250000190,897493.662500000210,1025156.510999999800,928152.224499999890,930563.249500000030,967694.729999999860,11073140.561000003000
FS( 92 ),820793.383749999920,974385.359250000210,1000541.095000000200,808751.027000000120,854587.431499999950,1036638.101750000100,827732.661500000280,897493.662500000210,1018804.742499999700,928152.224499999890,930563.249500000030,979044.284999999920,11077491.223750003000
FS( 93 ),810608.651499999920,957739.345250000360,989291.097499999920,803215.630000000000,848494.512499999950,1039843.853250000000,836424.031250000120,894755.831250000050,995587.933499999810,917419.926000000090,919134.048500000150,963911.544999999930,10976430.405500000000
FS( 94 ),813386.305749999940,963981.600500000180,993074.282500000200,805087.310999999990,850286.547499999870,1066634.776499999900,848012.524250000130,889827.734999999990,999749.436999999800,921252.889750000090,915052.190999999880,967694.729999999860,11034044.330750000000
FS( 95 ),800115.290999999970,939012.579499999990,960220.307500000110,808751.027000000120,848494.512499999950,1070985.439250000100,843681.773000000160,889827.734999999990,988360.058999999780,921252.889750000090,907296.661750000090,993420.387999999920,10971422.663249999000
FS( 96 ),792708.212999999870,943174.083000000330,963007.917500000210,805087.310999999990,848494.512499999950,1077625.924500000000,875550.128750000270,887089.903750000060,986169.793999999760,921252.889750000090,911378.519250000010,989637.202999999980,11001180.400000000000
FS( 97 ),789621.930499999900,948321.205750000200,975253.489999999990,801383.772000000000,846702.477499999920,1068695.616749999800,904521.361250000190,889827.734999999990,992521.562499999880,909753.998499999990,907296.661750000090,985854.017999999920,11019757.829499999000
FS( 98 ),797029.008499999880,960805.716250000170,982720.302499999990,803215.630000000000,851182.564999999940,1062055.131499999900,908881.979750000170,892565.566250000030,997778.198499999710,924319.260750000130,917093.119749999950,985854.017999999920,11083504.496749999000
FS( 99 ),805979.227749999960,966062.352250000110,982720.302499999990,808751.027000000120,848494.512499999950,1073275.261749999600,940750.335500000160,889827.734999999990,999749.436999999800,924319.260750000130,907296.661750000090,993420.387999999920,11140650.501750000000
FS( 100 ),809065.510249999820,953577.841750000020,967687.120000000110,808751.027000000120,840788.761999999990,1079915.747000000200,927698.347250000220,889827.734999999990,987264.926499999940,913586.962249999980,907296.661750000090,1069084.088000000000,11154548.728750002000
FS( 101 ),813386.305749999940,953577.841750000020,972366.322500000240,805087.310999999990,846702.477499999920,1044423.498250000100,943647.458750000220,894755.831250000050,982008.290499999770,913586.962249999980,903622.989999999990,1050168.162999999900,11123337.452500002000
FS( 102 ),820793.383749999920,961900.848750000120,981724.727500000040,806919.168999999990,851899.378999999960,1040988.764500000000,943647.458750000220,899683.927499999990,1014643.238999999900,950383.414250000030,919134.048500000150,1046384.977999999900,11238107.338499999000
FS( 103 ),823879.666249999890,971209.475000000090,993970.300000000280,810582.885000000130,853691.413999999870,1042133.675749999900,956669.579750000150,907349.855000000100,1010262.708999999800,950383.414250000030,922807.720250000010,1019902.683000000000,11262847.377250001000
FS( 104 ),819558.870750000000,966062.352250000110,988295.522500000200,816078.459000000030,851899.378999999960,1025417.971500000000,959566.703000000100,907349.855000000100,1007196.337999999800,946550.450500000040,919134.048500000150,982070.832999999980,11189184.783000000000
FS( 105 ),830052.231249999950,966062.352250000110,984611.895000000020,827109.430000000050,856200.262999999920,1028852.705250000000,950875.333250000140,907349.855000000100,1004129.966999999700,950383.414250000030,913011.262250000030,1004769.943000000000,11223412.651500000000
FS( 106 ),864309.967000000060,989936.240750000230,1003328.705000000300,841804.116999999970,864085.216999999830,1023128.149000000000,972618.691250000270,915015.782500000090,1016614.477499999800,965715.269250000010,922807.720250000010,979044.284999999920,11358412.621500000000
FS( 107 ),864309.967000000060,995192.876750000290,1009899.500000000200,849131.549000000000,870894.949999999950,1053124.823750000000,978412.937750000160,917753.613749999900,1015519.344999999900,961882.305500000020,930563.249500000030,929862.879999999890,11376551.998000003000
FS( 108 ),864309.967000000060,989936.240750000230,1003328.705000000300,845467.833000000100,870894.949999999950,1043278.587000000100,966824.444750000260,920491.444999999950,1022966.245999999800,961882.305500000020,928522.320750000070,926079.694999999950,11343986.739750002000
FS( 109 ),874803.327499999900,1031660.789000000300,1008007.907500000200,850963.407000000010,870178.135999999940,1043278.587000000100,981310.061000000340,930347.637500000070,1029318.014500000000,969548.233000000010,941992.450499999920,941212.434999999940,11472624.985500002000
FS( 110 ),876037.840499999930,1005596.635500000000,998649.502500000180,856498.804000000120,868386.100999999910,1044423.498250000100,975515.814499999980,945679.492499999930,1032384.385499999900,969548.233000000010,930563.249500000030,944995.619999999880,11448283.176750001000
FS( 111 ),873260.186250000030,1000449.512750000100,999545.520000000020,863826.236000000030,864981.234499999900,1037554.030750000000,958133.075000000190,943489.227499999920,1036545.889000000000,969548.233000000010,919134.048500000150,933646.064999999940,11400117.258249998000
FS( 112 ),873260.186250000030,1003515.883750000200,993970.300000000280,860162.520000000020,864085.216999999830,1038698.942000000000,952338.828500000180,951155.155000000140,1031289.252999999700,969548.233000000010,928522.320750000070,929862.879999999890,11396413.719250001000
FS( 113 ),891160.624749999960,1000449.512750000100,992078.707500000020,852795.265000000010,862293.181999999910,1018777.486250000100,940750.335500000160,948417.323750000100,1031289.252999999700,961882.305500000020,930563.249500000030,918513.324999999840,11348974.570500001000
FS( 114 ),892703.765999999950,998368.761000000060,1000541.095000000200,850963.407000000010,861397.164499999960,1036638.101750000100,950875.333250000140,948417.323750000100,1035669.782999999800,972614.603999999930,936277.849999999980,933646.064999999940,11418117.254250001000
FS( 115 ),900110.844000000040,989936.240750000230,998649.502500000180,849131.549000000000,861397.164499999960,1034348.279249999900,950875.333250000140,945679.492499999930,1027127.749499999800,969548.233000000010,940359.707500000020,941212.434999999940,11408380.530750001000
