代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12648674.975250000000
真實報酬,2648674.975250000100

夏普值報酬,0.256167497525
夏普值風險,0.082588468612
夏普值,3.101734441017

預期報酬,12086.784366149965
風險,312302.318883995410
起點值,0.038702192188
找到最佳解世代,3990
找到最佳解實驗#,3
找到最佳解次數,11

投資組合檔數,2
2347(18),4904(45),
FS( 48 ),5114223.879499999800,5038415.145999999700,10152639.025500000000
FS( 49 ),5233593.321999998800,4992419.581000000200,10226012.902999999000
FS( 50 ),5285681.805999998900,5095143.009500000600,10380824.815499999000
FS( 51 ),5331259.229499999400,5124273.534000000000,10455532.763499999000
FS( 52 ),5406136.425249999400,5170269.098999999500,10576405.524249999000
FS( 53 ),5517909.630500000000,5272992.527500000800,10790902.158000000000
FS( 54 ),5622086.598500000300,5260727.043500000600,10882813.642000001000
FS( 55 ),5517909.630500000000,5203999.179999999700,10721908.810500000000
FS( 56 ),5569998.114500000100,5203999.179999999700,10773997.294500001000
FS( 57 ),5271574.508250000000,5164136.356999999800,10435710.865249999000
FS( 58 ),5054539.158250000300,5147271.316500000700,10201810.474750001000
FS( 59 ),5308470.517749999600,5128873.090500000900,10437343.608250000000
FS( 60 ),5375751.476249999400,5174868.655500000300,10550620.131749999000
FS( 61 ),5338855.466749998700,5369583.214000000600,10708438.680749999000
FS( 62 ),5398540.187999999200,5329720.390999999800,10728260.579000000000
FS( 63 ),5435436.197499999800,5329720.390999999800,10765156.588500001000
FS( 64 ),5502717.155999999500,5260727.043500000600,10763444.199500000000
FS( 65 ),5525505.867749999300,5341985.874999999100,10867491.742749998000
FS( 66 ),5510313.393249999700,5352718.173499999600,10863031.566749999000
FS( 67 ),5495120.918750000200,5295990.309999999600,10791111.228750000000
FS( 68 ),5427839.960249999500,5249994.745000001000,10677834.705250001000
FS( 69 ),5479928.444249998800,5181001.397500000000,10660929.841750000000
FS( 70 ),5562401.877249999900,5467707.085999999200,11030108.963250000000
FS( 71 ),5487524.681499999900,5421711.520999999700,10909236.202500001000
FS( 72 ),5479928.444249998800,5444709.303500000400,10924637.747749999000
FS( 73 ),5375751.476249999400,5237729.260999999000,10613480.737249998000
FS( 74 ),5218400.847499999200,5318988.092500000300,10537388.939999999000
FS( 75 ),5285681.805999998900,5449308.859999999400,10734990.665999997000
FS( 76 ),5413732.662499999600,5449308.859999999400,10863041.522499999000
FS( 77 ),5510313.393249999700,5289857.568000000000,10800170.961250000000
FS( 78 ),5533102.104999999500,5277592.083999999800,10810694.188999999000
FS( 79 ),5562401.877249999900,5277592.083999999800,10839993.961250000000
FS( 80 ),5338855.466749998700,5214731.478500000200,10553586.945249999000
FS( 81 ),4972065.725249999200,5170269.098999999500,10142334.824249998000
FS( 82 ),4628064.695500000400,5398713.738500000000,10026778.434000000000
FS( 83 ),4950362.190250000000,5398713.738500000000,10349075.928750001000
FS( 84 ),5039346.683749998900,5404846.480500000500,10444193.164249999000
FS( 85 ),4994854.436999999900,5312855.350500000600,10307709.787500001000
FS( 86 ),5017643.148749999700,5237729.260999999000,10255372.409750000000
FS( 87 ),4919977.241249999000,5352718.173499999600,10272695.414749999000
FS( 88 ),5054539.158250000300,5472306.642500000100,10526845.800750000000
FS( 89 ),5046942.921000000100,5421711.520999999700,10468654.442000000000
FS( 90 ),5099031.404999999300,5329720.390999999800,10428751.796000000000
FS( 91 ),5189101.075249999800,5363450.472000000100,10552551.547249999000
FS( 92 ),5458224.909249999600,5329720.390999999800,10787945.300249999000
FS( 93 ),5383347.713499999600,5295990.309999999600,10679338.023499999000
FS( 94 ),5495120.918750000200,5243862.003000000500,10738982.921750002000
FS( 95 ),5420243.722999998400,5300589.866500000500,10720833.589499999000
FS( 96 ),5487524.681499999900,5329720.390999999800,10817245.072500000000
FS( 97 ),5413732.662499999600,5381848.697999999900,10795581.360500000000
FS( 98 ),5427839.960249999500,5467707.085999999200,10895547.046249999000
FS( 99 ),5338855.466749998700,5404846.480500000500,10743701.947249999000
FS( 100 ),5293278.043249999200,5536700.433500000300,10829978.476749999000
FS( 101 ),5473417.383749999100,5570430.514499999600,11043847.898249999000
FS( 102 ),5533102.104999999500,5581162.813000000100,11114264.918000000000
FS( 103 ),5495120.918750000200,5633291.120000001000,11128412.038750000000
FS( 104 ),5533102.104999999500,5633291.120000001000,11166393.225000001000
FS( 105 ),5592786.826249999000,5599561.039000000800,11192347.865249999000
FS( 106 ),5569998.114500000100,5690018.983500000100,11260017.098000001000
FS( 107 ),5629682.835749999600,5844870.718999998600,11474553.554749999000
FS( 108 ),5614490.361250000100,5982857.414000000800,11597347.775250001000
FS( 109 ),5547209.402750000400,6188304.270999999700,11735513.673750000000
FS( 110 ),5465821.146499999800,6177571.972500000100,11643393.118999999000
FS( 111 ),5510313.393249999700,6337023.264499999600,11847336.657749999000
FS( 112 ),5450628.671999999300,6531737.822999999900,11982366.494999999000
FS( 113 ),5525505.867749999300,6349288.748499999800,11874794.616249999000
FS( 114 ),5331259.229499999400,6303293.183500000300,11634552.412999999000
FS( 115 ),5279170.745500000200,6154574.190000000400,11433744.935500000000
FS( 116 ),5352962.764499999600,6246565.320000001200,11599528.084500000000
FS( 117 ),5331259.229499999400,6360021.047000000300,11691280.276500000000
FS( 118 ),5263978.270999999700,6485742.257999999400,11749720.528999999000
FS( 119 ),5427839.960249999500,6749450.164000000800,12177290.124250000000
FS( 120 ),5346451.703999999000,6544003.307000000000,11890455.011000000000
FS( 121 ),5256382.033749999500,6326290.966000000000,11582672.999749999000
FS( 122 ),5166312.363499999000,6441279.878499999600,11607592.241999999000
FS( 123 ),5173908.600750000200,6441279.878499999600,11615188.479249999000
FS( 124 ),5158716.126249998800,6646726.735500000400,11805442.861749999000
FS( 125 ),5114223.879499999800,6623728.953000000700,11737952.832500000000
FS( 126 ),5263978.270999999700,6784713.430499999800,12048691.701499999000
FS( 127 ),5360559.001750000800,6692722.300500000800,12053281.302250002000
FS( 128 ),5338855.466749998700,6554735.605500000500,11893591.072249999000
FS( 129 ),5443032.434750000000,6692722.300500000800,12135754.735250000000
FS( 130 ),5450628.671999999300,6807711.213000000500,12258339.885000000000
FS( 131 ),5450628.671999999300,6807711.213000000500,12258339.885000000000
FS( 132 ),5338855.466749998700,6669724.518000000200,12008579.984749999000
FS( 133 ),5406136.425249999400,6772447.946500000500,12178584.371750001000
FS( 134 ),5443032.434750000000,6841441.293999998800,12284473.728749998000
FS( 135 ),5427839.960249999500,6841441.293999998800,12269281.254249997000
FS( 136 ),5427839.960249999500,6761715.648000000000,12189555.608250000000
FS( 137 ),5256382.033749999500,6784713.430499999800,12041095.464249998000
FS( 138 ),5263978.270999999700,6761715.648000000000,12025693.919000000000
FS( 139 ),5263978.270999999700,6738717.865500000300,12002696.136500001000
FS( 140 ),5218400.847499999200,6680456.816500000700,11898857.664000001000
FS( 141 ),5225997.084749999500,6303293.183500000300,11529290.268250000000
FS( 142 ),5211889.786999999500,6246565.320000001200,11458455.107000001000
FS( 143 ),5323662.992250000100,6429014.394500000400,11752677.386750001000
FS( 144 ),5352962.764499999600,6600731.170500000000,11953693.934999999000
FS( 145 ),5443032.434750000000,6554735.605500000500,11997768.040250000000
FS( 146 ),5458224.909249999600,6498007.741999999600,11956232.651249999000
FS( 147 ),5479928.444249998800,6521005.524500001200,12000933.968750000000
FS( 148 ),5450628.671999999300,6554735.605500000500,12005364.277500000000
FS( 149 ),5465821.146499999800,6577733.388000000300,12043554.534499999000
FS( 150 ),5495120.918750000200,6544003.307000000000,12039124.225749999000
FS( 151 ),5495120.918750000200,6531737.822999999900,12026858.741750000000
FS( 152 ),5525505.867749999300,6531737.822999999900,12057243.690749999000
FS( 153 ),5547209.402750000400,6554735.605500000500,12101945.008250002000
FS( 154 ),5569998.114500000100,6544003.307000000000,12114001.421500001000
FS( 155 ),5585190.588999999700,6485742.257999999400,12070932.846999999000
FS( 156 ),5585190.588999999700,6485742.257999999400,12070932.846999999000
FS( 157 ),5607979.300749999500,6462744.475500000600,12070723.776250001000
FS( 158 ),5607979.300749999500,6269563.102500000000,11877542.403250000000
FS( 159 ),5675260.259249999200,6211302.053500000400,11886562.312750001000
FS( 160 ),5734944.980499999600,6291027.699500001000,12025972.680000000000
FS( 161 ),5637279.072999998900,6462744.475500000600,12100023.548500000000
FS( 162 ),5637279.072999998900,6314025.481999999800,11951304.555000000000
FS( 163 ),5681771.319749999800,6360021.047000000300,12041792.366750000000
FS( 164 ),5600383.063499999200,6521005.524500001200,12121388.588000000000
FS( 165 ),5487524.681499999900,6554735.605500000500,12042260.287000000000
FS( 166 ),5406136.425249999400,6508740.040500001100,11914876.465750001000
FS( 167 ),5338855.466749998700,6498007.741999999600,11836863.208749998000
FS( 168 ),5473417.383749999100,6554735.605500000500,12028152.989250001000
FS( 169 ),5479928.444249998800,6521005.524500001200,12000933.968750000000
FS( 170 ),5413732.662499999600,6692722.300500000800,12106454.963000000000
FS( 171 ),5390943.950749999800,6577733.388000000300,11968677.338750001000
FS( 172 ),5458224.909249999600,6600731.170500000000,12058956.079750000000
FS( 173 ),5525505.867749999300,6589998.872000000400,12115504.739750000000
FS( 174 ),5465821.146499999800,6531737.822999999900,11997558.969500000000
FS( 175 ),5427839.960249999500,6475009.959500000800,11902849.919750001000
FS( 176 ),5502717.155999999500,6418282.095999999900,11920999.252000000000
FS( 177 ),5510313.393249999700,6680456.816500000700,12190770.209750000000
FS( 178 ),5479928.444249998800,6875171.374999999100,12355099.819249999000
FS( 179 ),5413732.662499999600,6646726.735500000400,12060459.398000000000
FS( 180 ),5443032.434750000000,6612996.654499999200,12056029.089249998000
FS( 181 ),5420243.722999998400,6600731.170500000000,12020974.893499998000
FS( 182 ),5540698.342249999800,6600731.170500000000,12141429.512750000000
FS( 183 ),5592786.826249999000,6669724.518000000200,12262511.344249999000
FS( 184 ),5562401.877249999900,7128146.982500000900,12690548.859750001000
FS( 185 ),5600383.063499999200,7092883.716000000000,12693266.779500000000
FS( 186 ),5562401.877249999900,6898169.157500001600,12460571.034750002000
FS( 187 ),5569998.114500000100,6956430.206499998500,12526428.320999999000
FS( 188 ),5502717.155999999500,6818443.511500000000,12321160.667500000000
FS( 189 ),5592786.826249999000,6784713.430499999800,12377500.256749999000
FS( 190 ),5540698.342249999800,6726452.381499999200,12267150.723749999000
FS( 191 ),5479928.444249998800,6738717.865500000300,12218646.309749998000
FS( 192 ),5562401.877249999900,6875171.374999999100,12437573.252249999000
FS( 193 ),5577594.351750000400,6841441.293999998800,12419035.645749999000
FS( 194 ),5533102.104999999500,6749450.164000000800,12282552.269000001000
FS( 195 ),5622086.598500000300,6726452.381499999200,12348538.980000000000
FS( 196 ),5644875.310249999200,6841441.293999998800,12486316.604249999000
FS( 197 ),5660067.784749999600,6784713.430499999800,12444781.215250000000
FS( 198 ),5547209.402750000400,6703454.598999999500,12250664.001750000000
FS( 199 ),5562401.877249999900,6680456.816500000700,12242858.693750001000
FS( 200 ),5495120.918750000200,6589998.872000000400,12085119.790750001000
FS( 201 ),5525505.867749999300,6807711.213000000500,12333217.080750000000
FS( 202 ),5510313.393249999700,6967162.504999999900,12477475.898249999000
FS( 203 ),5458224.909249999600,6784713.430499999800,12242938.339749999000
FS( 204 ),5427839.960249999500,6852173.592500000300,12280013.552749999000
FS( 205 ),5465821.146499999800,6784713.430499999800,12250534.577000000000
FS( 206 ),5458224.909249999600,6841441.293999998800,12299666.203249998000
FS( 207 ),5458224.909249999600,6726452.381499999200,12184677.290749999000
FS( 208 ),5510313.393249999700,6956430.206499998500,12466743.599749997000
FS( 209 ),5510313.393249999700,6967162.504999999900,12477475.898249999000
FS( 210 ),5510313.393249999700,6967162.504999999900,12477475.898249999000
FS( 211 ),5450628.671999999300,6875171.374999999100,12325800.046999998000
FS( 212 ),5487524.681499999900,6761715.648000000000,12249240.329500001000
FS( 213 ),5458224.909249999600,6726452.381499999200,12184677.290749999000
FS( 214 ),5413732.662499999600,6898169.157500001600,12311901.820000000000
FS( 215 ),5450628.671999999300,7184874.845999999900,12635503.517999999000
FS( 216 ),5435436.197499999800,7128146.982500000900,12563583.180000000000
FS( 217 ),5458224.909249999600,7138879.281000000400,12597104.190250000000
FS( 218 ),5435436.197499999800,7174142.547499999400,12609578.744999999000
FS( 219 ),5413732.662499999600,7471580.534500000100,12885313.197000001000
FS( 220 ),5352962.764499999600,7459315.050500000800,12812277.815000001000
FS( 221 ),5233593.321999998800,7356591.622000000400,12590184.943999998000
FS( 222 ),5083838.930499999800,7287598.274500001200,12371437.205000002000
FS( 223 ),5151119.888999999500,7345859.323499999000,12496979.212499999000
FS( 224 ),5151119.888999999500,7574303.963000000500,12725423.852000000000
FS( 225 ),5151119.888999999500,7436317.268000000200,12587437.157000000000
FS( 226 ),5196697.312500000000,7310596.057000000000,12507293.369500000000
FS( 227 ),5225997.084749999500,7310596.057000000000,12536593.141750000000
FS( 228 ),5151119.888999999500,7299863.758499999500,12450983.647499999000
FS( 229 ),5285681.805999998900,7425584.969499999700,12711266.775500000000
FS( 230 ),5181504.837999999500,7448582.751999999400,12630087.590000000000
FS( 231 ),5189101.075249999800,7459315.050500000800,12648416.125750002000
FS( 232 ),5173908.600750000200,7299863.758499999500,12473772.359250000000
FS( 233 ),5263978.270999999700,7436317.268000000200,12700295.539000001000
FS( 234 ),5308470.517749999600,7413319.485500000400,12721790.003249999000
FS( 235 ),5323662.992250000100,7425584.969499999700,12749247.961750001000
FS( 236 ),5316066.754999999900,7448582.751999999400,12764649.506999999000
FS( 237 ),5285681.805999998900,7700025.173999999600,12985706.979999999000
FS( 238 ),5323662.992250000100,7848744.167499999500,13172407.159750000000
FS( 239 ),5189101.075249999800,7871741.949999999300,13060843.025249999000
FS( 240 ),5166312.363499999000,7951467.595999999900,13117779.959500000000
FS( 241 ),5054539.158250000300,7825746.384999999800,12880285.543250000000
FS( 242 ),5069731.632749999900,7779750.820000001200,12849482.452750001000
FS( 243 ),5106627.642249999600,7779750.820000001200,12886378.462250002000
FS( 244 ),5091435.167749999100,7792016.304000000500,12883451.471749999000
FS( 245 ),5099031.404999999300,7940735.297499999400,13039766.702499999000
FS( 246 ),5091435.167749999100,7940735.297499999400,13032170.465249998000
FS( 247 ),5083838.930499999800,7986730.862499998900,13070569.792999998000
FS( 248 ),5114223.879499999800,7802748.602500000000,12916972.482000001000
FS( 249 ),5069731.632749999900,7505310.615500000300,12575042.248250000000
FS( 250 ),5017643.148749999700,7631031.826500000400,12648674.975250000000
