代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13002593.386500001000
真實報酬,3002593.386500001000

夏普值報酬,0.291559338650
夏普值風險,0.081069149421
夏普值,3.596427750063

預期報酬,12961.497765563106
風險,154597.527431050980
起點值,0.083840265630
找到最佳解世代,3700
找到最佳解實驗#,1
找到最佳解次數,17

投資組合檔數,9
1101(0),1301(3),2317(16),2330(18),2408(23),2474(27),2882(31),2892(39),3481(43),
FS( 52 ),1343192.370000000300,1169030.402500000300,1192426.064000000000,1280458.302249999700,1115738.354499999900,987095.198999999910,1163912.968000000100,1198276.499249999600,1280540.165499999900,10730671.325000001000
FS( 53 ),1337617.150000000100,1166193.013750000200,1179204.828000000200,1256833.307499999900,1120367.778250000000,985263.340999999900,1162320.048000000000,1205355.037499999900,1313453.875000000200,10726609.379000001000
FS( 54 ),1312528.660000000100,1162011.598750000100,1163275.628000000300,1266938.393749999800,1103701.852749999800,983391.659999999920,1173151.904000000100,1209287.558750000100,1280540.165499999900,10654828.421500001000
FS( 55 ),1347174.669999999900,1167686.376250000200,1172514.564000000000,1260178.439499999900,1102158.711499999700,1009316.433000000000,1169966.064000000200,1205355.037499999900,1291889.720500000300,10726241.016250001000
FS( 56 ),1410095.010000000500,1142149.877500000200,1167257.928000000100,1250073.353250000200,1102158.711499999700,998205.815999999990,1153081.112000000000,1194343.977999999900,1313453.875000000200,10730820.661250001000
FS( 57 ),1442749.870000000300,1142149.877500000200,1168532.264000000200,1239968.266999999500,1103701.852749999800,1000077.497000000000,1137789.080000000100,1183332.918499999900,1307779.097499999900,10726081.724250000000
FS( 58 ),1440758.720000000000,1159174.209999999700,1173948.192000000000,1246728.221249999900,1106788.135249999800,1001909.354999999900,1162320.048000000000,1190411.456749999900,1313453.875000000200,10795493.213249998000
FS( 59 ),1440758.720000000000,1152006.070000000100,1185895.091999999900,1243313.399000000000,1097837.916000000000,1018595.192000000000,1162320.048000000000,1183332.918499999900,1307779.097499999900,10791839.453000002000
FS( 60 ),1450316.240000000000,1154843.458750000200,1209788.892000000000,1266938.393749999800,1102158.711499999700,1026002.269999999900,1191311.192000000000,1201422.516249999900,1330478.207500000300,10933260.881749999000
FS( 61 ),1442749.870000000300,1157680.847499999900,1209788.892000000000,1266938.393749999800,1129317.997500000100,1013019.972000000000,1211381.984000000200,1201422.516249999900,1313453.875000000200,10945755.347999999000
FS( 62 ),1412086.160000000100,1163355.625000000000,1220461.456000000000,1263593.261749999800,1130861.138750000200,1024130.588999999900,1217435.080000000100,1198276.499249999600,1286214.943000000200,10916415.752750000000
FS( 63 ),1390979.970000000000,1159174.209999999700,1216479.156000000200,1250073.353250000200,1138268.216750000100,1031537.667000000000,1249612.064000000200,1201422.516249999900,1286214.943000000200,10923763.096249999000
FS( 64 ),1390979.970000000000,1144987.266250000100,1203098.628000000300,1260178.439499999900,1126231.714999999900,1020427.049999999900,1232727.112000000000,1194343.977999999900,1263515.833000000300,10836490.991750000000
FS( 65 ),1352749.889999999700,1126469.571250000000,1195134.028000000200,1243313.399000000000,1111417.558999999900,1013019.972000000000,1209789.064000000200,1187265.439750000100,1240816.723000000000,10679976.646000000000
FS( 66 ),1371864.930000000200,1140656.515000000100,1216479.156000000200,1250073.353250000200,1118824.636999999900,1003781.036000000000,1212974.904000000100,1205355.037499999900,1206768.058000000400,10726778.626750002000
FS( 67 ),1396555.189999999900,1150662.043750000200,1231771.188000000100,1263593.261749999800,1133947.421249999900,1024130.588999999900,1229541.272000000100,1205355.037499999900,1257841.055500000200,10893398.058750000000
FS( 68 ),1438767.570000000300,1164848.987500000000,1256302.156000000200,1280458.302249999700,1139811.357999999800,1033409.348000000000,1243558.968000000100,1216366.096999999800,1263515.833000000300,11037039.619750001000
FS( 69 ),1438767.570000000300,1170523.765000000100,1251682.688000000100,1314118.693000000000,1150304.718499999700,1072276.596000000100,1254072.240000000000,1227377.156500000000,1252166.277999999900,11131290.704999998000
FS( 70 ),1400537.490000000000,1163355.625000000000,1236390.656000000200,1307428.428999999800,1168205.157000000100,1107081.898000000000,1267771.352000000000,1234455.694750000000,1252166.277999999900,11137393.579750001000
FS( 71 ),1371864.930000000200,1139312.488750000000,1224125.172000000000,1283803.434249999900,1165427.502750000000,1108993.402000000000,1243558.968000000100,1230523.173499999800,1235141.945500000400,11002752.016750000000
FS( 72 ),1362307.410000000100,1133637.711250000200,1228744.640000000100,1273698.348000000000,1136725.075500000000,1078090.754000000000,1221895.256000000100,1212433.575749999800,1195418.502999999800,10842952.273500001000
FS( 73 ),1331643.700000000000,1120794.793750000200,1221098.624000000100,1253418.485249999700,1165427.502750000000,1097404.909000000000,1220620.919999999900,1216366.096999999800,1172719.393000000200,10799495.424750000000
FS( 74 ),1320095.029999999800,1119450.767500000300,1216479.156000000200,1253418.485249999700,1153391.000999999900,1099356.236000000000,1203735.968000000100,1205355.037499999900,1184068.948000000100,10755351.629250001000
FS( 75 ),1302971.139999999700,1110938.601250000100,1219505.703999999900,1243313.399000000000,1166662.015750000000,1149573.039000000100,1208196.144000000100,1205355.037499999900,1172719.393000000200,10779235.473499998000
FS( 76 ),1328059.630000000100,1132144.348750000100,1265541.091999999900,1304013.606749999800,1187957.364999999800,1219103.997000000000,1235912.952000000000,1234455.694750000000,1201093.280500000300,11108282.966750000000
FS( 77 ),1324077.330000000100,1130800.322500000000,1262355.252000000100,1307428.428999999800,1184871.082500000000,1195927.011000000200,1229541.272000000100,1230523.173499999800,1229467.168000000300,11094992.040499998000
FS( 78 ),1392971.120000000300,1142149.877500000200,1259328.703999999900,1314118.693000000000,1177464.004500000000,1203652.673000000000,1244833.304000000000,1234455.694750000000,1240816.723000000000,11209791.793749999000
FS( 79 ),1373856.080000000100,1144987.266250000100,1253275.608000000000,1324293.469499999900,1186414.223749999700,1186250.021999999900,1248019.144000000100,1234455.694750000000,1229467.168000000300,11181019.676250000000
FS( 80 ),1373856.080000000100,1150662.043750000200,1256302.156000000200,1337743.687749999600,1195364.442999999700,1207515.504000000000,1249612.064000000200,1238388.215999999800,1229467.168000000300,11238912.362500001000
FS( 81 ),1383413.600000000100,1146331.292500000200,1242443.752000000100,1307428.428999999800,1213264.881500000100,1170798.698000000100,1240373.128000000000,1227377.156500000000,1201093.280500000300,11132525.218000000000
FS( 82 ),1404519.790000000000,1150662.043750000200,1256302.156000000200,1324293.469499999900,1216351.164000000100,1176612.856000000100,1251204.984000000200,1234455.694750000000,1206768.058000000400,11221171.216000000000
FS( 83 ),1367882.630000000100,1137819.126250000200,1244036.672000000000,1304013.606749999800,1178698.517499999600,1159210.205000000100,1232727.112000000000,1219512.114000000100,1195418.502999999800,11039319.486500001000
FS( 84 ),1371864.930000000200,1143493.903750000100,1247063.220000000000,1327638.601499999900,1184871.082500000000,1163073.036000000100,1231134.192000000000,1219512.114000000100,1229467.168000000300,11118119.247749999000
FS( 85 ),1379431.300000000000,1153499.432500000100,1251682.688000000100,1334398.555749999800,1201228.379749999800,1188201.348999999900,1243558.968000000100,1234455.694750000000,1223792.390500000000,11210249.758250000000
FS( 86 ),1396555.189999999900,1147824.655000000500,1253275.608000000000,1327638.601499999900,1210178.598999999900,1168887.194000000100,1232727.112000000000,1230523.173499999800,1223792.390500000000,11191403.523499999000
FS( 87 ),1404519.790000000000,1156336.821250000000,1262355.252000000100,1337743.687749999600,1201228.379749999800,1132170.388000000000,1237187.288000000200,1234455.694750000000,1240816.723000000000,11206815.024499999000
FS( 88 ),1406112.710000000400,1162011.598750000100,1259328.703999999900,1341158.509999999800,1199685.238500000000,1122533.222000000100,1234320.032000000100,1227377.156500000000,1206768.058000000400,11159296.229750002000
FS( 89 ),1383413.600000000100,1166193.013750000200,1276213.656000000200,1337743.687749999600,1205857.803499999900,1126396.053000000100,1229541.272000000100,1223444.635249999800,1184068.948000000100,11132873.669250002000
FS( 90 ),1383413.600000000100,1167686.376250000200,1283859.672000000000,1351263.596249999900,1208944.085999999900,1141847.377000000100,1249612.064000000200,1216366.096999999800,1195418.502999999800,11198412.371500000000
FS( 91 ),1343192.370000000300,1160518.236250000300,1286886.220000000000,1344503.641999999500,1205857.803499999900,1134121.715000000100,1228266.936000000000,1212433.575749999800,1184068.948000000100,11099850.446500001000
FS( 92 ),1375847.229999999700,1164848.987500000000,1277806.576000000100,1341158.509999999800,1180241.658749999700,1116719.064000000000,1220620.919999999900,1205355.037499999900,1184068.948000000100,11066667.931750000000
FS( 93 ),1383413.600000000100,1169030.402500000300,1288479.140000000100,1330983.733499999900,1183327.941249999900,1118670.391000000100,1228266.936000000000,1205355.037499999900,1178394.170500000500,11085922.352250000000
FS( 94 ),1396555.189999999900,1176198.542500000200,1291505.688000000100,1334398.555749999800,1184871.082500000000,1130258.884000000100,1244833.304000000000,1209287.558750000100,1184068.948000000100,11151978.753500000000
FS( 95 ),1433192.350000000100,1200241.678749999700,1296125.156000000200,1351263.596249999900,1201228.379749999800,1139896.050000000000,1248019.144000000100,1212433.575749999800,1195418.502999999800,11277819.433500001000
FS( 96 ),1415670.229999999700,1240114.457500000000,1313010.108000000000,1357953.860249999700,1214808.022750000000,1143758.881000000100,1243558.968000000100,1212433.575749999800,1195418.502999999800,11336727.606250001000
FS( 97 ),1408103.860000000100,1235783.706250000000,1325275.591999999900,1344503.641999999500,1211721.740250000000,1141847.377000000100,1238780.208000000100,1209287.558750000100,1229467.168000000300,11344771.852249999000
FS( 98 ),1419652.529999999800,1227271.540000000000,1323682.672000000000,1361368.682499999900,1229930.807000000000,1126396.053000000100,1237187.288000000200,1209287.558750000100,1240816.723000000000,11375594.854249999000
FS( 99 ),1436776.419999999900,1240114.457500000000,1346780.011999999900,1374818.900750000000,1217894.305249999700,1145710.208000000100,1241966.048000000000,1219512.114000000100,1263515.833000000300,11487089.298500001000
FS( 100 ),1440758.720000000000,1240114.457500000000,1345187.091999999900,1364713.814499999900,1238881.026250000100,1132170.388000000000,1244833.304000000000,1205355.037499999900,1269190.610500000000,11481205.450250002000
FS( 101 ),1440758.720000000000,1238621.095000000200,1342160.544000000200,1344503.641999999500,1228387.665749999900,1126396.053000000100,1249612.064000000200,1201422.516249999900,1246491.500500000300,11418354.800500002000
FS( 102 ),1450316.240000000000,1248626.623750000500,1332921.608000000000,1351263.596249999900,1219437.446499999800,1126396.053000000100,1254072.240000000000,1212433.575749999800,1223792.390500000000,11419260.773749998000
FS( 103 ),1452307.389999999700,1245789.235000000100,1340567.624000000100,1344503.641999999500,1229930.807000000000,1132170.388000000000,1258851.000000000000,1212433.575749999800,1201093.280500000300,11417647.942250000000
FS( 104 ),1433192.350000000100,1240114.457500000000,1329895.060000000100,1351263.596249999900,1222215.100750000000,1116719.064000000000,1254072.240000000000,1201422.516249999900,1246491.500500000300,11395386.885250000000
FS( 105 ),1390979.970000000000,1234439.680000000200,1299151.703999999900,1327638.601499999900,1195364.442999999700,1060688.102999999900,1237187.288000000200,1201422.516249999900,1252166.277999999900,11199039.583749998000
FS( 106 ),1377440.150000000100,1238621.095000000200,1285452.591999999900,1317533.515250000200,1201228.379749999800,1045236.779000000000,1223488.176000000200,1198276.499249999600,1235141.945500000400,11122420.131750003000
FS( 107 ),1383413.600000000100,1242951.846250000200,1290072.060000000100,1317533.515250000200,1199685.238500000000,1035599.613000000000,1241966.048000000000,1205355.037499999900,1257841.055500000200,11174419.014000000000
FS( 108 ),1423634.830000000100,1247133.261250000200,1313010.108000000000,1347848.774000000000,1201228.379749999800,1062639.429999999900,1251204.984000000200,1205355.037499999900,1263515.833000000300,11315571.637500001000
FS( 109 ),1438767.570000000300,1258482.816249999900,1305364.091999999900,1344503.641999999500,1205857.803499999900,1076139.427000000100,1252479.320000000100,1216366.096999999800,1269190.610500000000,11367152.378249999000
FS( 110 ),1392971.120000000300,1228764.902500000300,1265541.091999999900,1300668.474749999600,1153391.000999999900,1031736.781999999900,1202143.048000000000,1198276.499249999600,1206768.058000000400,10980261.977500001000
FS( 111 ),1463457.830000000100,1259976.178749999700,1282426.044000000200,1324293.469499999900,1207400.944750000000,1052962.441000000100,1274143.032000000100,1212433.575749999800,1246491.500500000300,11323586.016249999000
FS( 112 ),1438767.570000000300,1240114.457500000000,1244036.672000000000,1297323.342750000100,1178698.517499999600,1012422.627000000000,1344231.512000000100,1198276.499249999600,1235141.945500000400,11189014.143500000000
FS( 113 ),1421643.680000000200,1241458.483750000100,1244036.672000000000,1290563.388499999900,1177464.004500000000,1000834.134000000000,1411771.320000000100,1201422.516249999900,1212442.835500000000,11201638.034499999000
FS( 114 ),1408103.860000000100,1240114.457500000000,1244036.672000000000,1287148.566249999900,1163884.361499999900,1002745.638000000000,1379594.335999999900,1198276.499249999600,1218117.613000000100,11142023.003500000000
FS( 115 ),1402528.639999999700,1247133.261250000200,1244036.672000000000,1287148.566249999900,1168205.157000000100,998882.806999999910,1396479.288000000200,1201422.516249999900,1218117.613000000100,11163955.520750001000
FS( 116 ),1388988.820000000300,1257138.790000000000,1268567.640000000100,1297323.342750000100,1171291.439499999900,1000834.134000000000,1378001.416000000000,1212433.575749999800,1235141.945500000400,11209722.103500001000
FS( 117 ),1375847.229999999700,1249970.649999999900,1273187.108000000000,1293908.520499999900,1196907.584249999800,1024011.120000000000,1382461.592000000200,1205355.037499999900,1235141.945500000400,11236791.787749998000
FS( 118 ),1412086.160000000100,1259976.178749999700,1273187.108000000000,1293908.520499999900,1204314.662249999800,1037511.117000000000,1402532.384000000100,1209287.558750000100,1257841.055500000200,11350645.744750001000
FS( 119 ),1423634.830000000100,1282675.288750000100,1277806.576000000100,1314118.693000000000,1214808.022750000000,1047188.106000000000,1396479.288000000200,1219512.114000000100,1240816.723000000000,11417040.641500000000
FS( 120 ),1425227.750000000000,1291187.455000000300,1290072.060000000100,1324293.469499999900,1247831.245500000000,1037511.117000000000,1414638.576000000100,1223444.635249999800,1240816.723000000000,11495024.031250000000
FS( 121 ),1410095.010000000500,1289694.092500000500,1276213.656000000200,1307428.428999999800,1351221.709249999800,1024011.120000000000,1429930.608000000000,1227377.156500000000,1229467.168000000300,11545439.949250001000
FS( 122 ),1410095.010000000500,1282675.288750000100,1266974.720000000000,1300668.474749999600,1301841.189249999800,1033648.286000000000,1488231.480000000200,1227377.156500000000,1218117.613000000100,11529630.218250001000
FS( 123 ),1419652.529999999800,1294024.843750000000,1279240.203999999900,1314118.693000000000,1336407.553249999900,1078090.754000000000,1488231.480000000200,1230523.173499999800,1218117.613000000100,11658407.844499998000
FS( 124 ),1404519.790000000000,1309555.813750000200,1290072.060000000100,1300668.474749999600,1336407.553249999900,1097404.909000000000,1452868.656000000000,1223444.635249999800,1235141.945500000400,11650084.837499999000
FS( 125 ),1414077.310000000100,1322398.731250000200,1290072.060000000100,1307428.428999999800,1336407.553249999900,1070365.092000000200,1440762.464000000200,1230523.173499999800,1240816.723000000000,11652852.535999998000
FS( 126 ),1423634.830000000100,1326580.146250000200,1296125.156000000200,1307428.428999999800,1358937.415499999900,1093542.078000000000,1483452.720000000000,1230523.173499999800,1235141.945500000400,11755366.893750001000
FS( 127 ),1423634.830000000100,1330910.897499999700,1285452.591999999900,1273698.348000000000,1343814.631249999900,1093542.078000000000,1474213.784000000200,1238388.215999999800,1218117.613000000100,11681773.989750000000
FS( 128 ),1408103.860000000100,1315230.591250000100,1279240.203999999900,1280458.302249999700,1339185.207500000000,1076139.427000000100,1483452.720000000000,1238388.215999999800,1240816.723000000000,11661016.250999998000
FS( 129 ),1417661.380000000100,1315230.591250000100,1294532.236000000300,1300668.474749999600,1330234.988250000200,1087767.743000000000,1504797.848000000000,1245466.754250000000,1240816.723000000000,11737177.738499999000
FS( 130 ),1421643.680000000200,1323742.757500000100,1306797.720000000000,1297323.342750000100,1330234.988250000200,1078090.754000000000,1501930.592000000200,1252545.292499999700,1280540.165499999900,11792850.292500000000
FS( 131 ),1457882.610000000100,1332254.923750000300,1332921.608000000000,1324293.469499999900,1330234.988250000200,1080002.257999999900,1506390.768000000200,1270634.890249999900,1286214.943000000200,11920831.458750000000
FS( 132 ),1455891.460000000400,1337929.701250000200,1335948.156000000200,1327638.601499999900,1360171.928499999900,1078090.754000000000,1517222.624000000100,1270634.890249999900,1269190.610500000000,11952719.726000002000
FS( 133 ),1453900.310000000100,1337929.701250000200,1311417.188000000100,1320878.647249999900,1411404.217999999600,1085816.416000000000,1517222.624000000100,1266702.368999999900,1274865.388000000300,11980137.861499999000
FS( 134 ),1452307.389999999700,1323742.757500000100,1326709.220000000000,1327638.601499999900,1405231.652999999900,1083904.912000000000,1524868.639999999900,1281645.949749999900,1269190.610500000000,11995240.734250002000
FS( 135 ),1446333.939999999900,1311049.176250000000,1316036.656000000200,1337743.687749999600,1423440.719749999900,1089679.247000000000,1494284.576000000100,1270634.890249999900,1274865.388000000300,11964069.280999999000
