代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13519813.903499998000
真實報酬,3519813.903499998200

夏普值報酬,0.343281390350
夏普值風險,0.094789956569
夏普值,3.621495385973

預期報酬,15961.020730746593
風險,123600.543572277340
起點值,0.129133904022
找到最佳解世代,3562
找到最佳解實驗#,7
找到最佳解次數,18

投資組合檔數,9
1101(0),2308(14),2317(16),2347(20),2382(24),2454(27),2474(28),2498(29),2882(33),
FS( 42 ),1243055.968000000100,1129709.428000000100,1218663.933999999900,1331644.284999999700,1094464.819750000000,1114585.968999999800,1368019.055500000000,997747.070999999880,1095897.581000000000,10593789.111250000000
FS( 43 ),1260617.911000000100,1119275.802000000100,1210540.041999999900,1331644.284999999700,1082756.857750000000,1120887.958750000200,1343826.583000000100,994262.558499999930,1093189.617000000100,10557002.615000000000
FS( 44 ),1269578.086000000100,1154001.458000000100,1226548.888000000000,1389905.333999999800,1116417.248500000000,1141048.352500000000,1388089.847500000100,997747.070999999880,1130424.122000000000,10813761.407499999000
FS( 45 ),1281405.517000000000,1150497.034000000000,1224876.321999999900,1370989.409000000000,1101364.154499999900,1149889.058500000000,1392121.926249999800,1011615.430749999900,1123992.707500000000,10806752.559500000000
FS( 46 ),1273878.970000000200,1150497.034000000000,1213646.236000000000,1372502.682999999700,1104709.286500000200,1133491.938249999900,1331819.948499999900,949312.347249999990,1141932.969000000300,10671792.412500001000
FS( 47 ),1298967.460000000000,1136638.629999999900,1223442.694000000400,1376664.186500000100,1108054.418500000100,1147380.209500000100,1343826.583000000100,952727.169499999960,1163596.681000000100,10751299.032000002000
FS( 48 ),1287140.028999999900,1143567.831999999900,1215318.801999999900,1366449.586999999800,1109726.984500000300,1156191.048250000000,1359954.898000000000,966595.529250000020,1191691.807499999900,10796637.517500000000
FS( 49 ),1281405.517000000000,1150497.034000000000,1216991.368000000000,1370989.409000000000,1118089.814500000100,1162493.037999999900,1392121.926249999800,949312.347249999990,1178828.978500000000,10820730.432499999000
FS( 50 ),1287140.028999999900,1143567.831999999900,1194531.196000000000,1370989.409000000000,1136697.111250000100,1162493.037999999900,1359954.898000000000,949312.347249999990,1185260.393000000200,10789947.253500000000
FS( 51 ),1307569.228000000100,1143567.831999999900,1191425.001999999900,1391418.607999999800,1151750.205250000100,1186476.439749999900,1359954.898000000000,959696.194499999870,1187968.357000000300,10879827.764500000000
FS( 52 ),1306135.599999999900,1136638.629999999900,1186646.241999999900,1373637.638499999900,1140042.243250000100,1175126.884750000200,1351890.740500000300,945827.834749999920,1191691.807499999900,10807638.621249998000
FS( 53 ),1309361.263000000300,1136638.629999999900,1189752.436000000000,1357748.261500000000,1145059.941249999900,1186476.439749999900,1376083.213000000000,990847.736249999960,1178828.978500000000,10870797.899249999000
FS( 54 ),1300401.088000000200,1146992.609999999900,1210540.041999999900,1359261.535500000000,1182065.463999999900,1188985.288750000100,1384057.768750000000,997747.070999999880,1185260.393000000200,10955312.261000000000
FS( 55 ),1287140.028999999900,1146992.609999999900,1212212.608000000000,1362288.083499999900,1190428.294000000000,1180174.450000000200,1416314.398749999900,980463.888999999850,1190337.825500000000,10966353.187750001000
FS( 56 ),1287140.028999999900,1146992.609999999900,1218663.933999999900,1385365.511999999900,1183738.030000000000,1180174.450000000200,1428321.033249999600,1042766.972499999900,1193045.789500000200,11066209.360250000000
FS( 57 ),1278179.853999999800,1150497.034000000000,1215318.801999999900,1400119.933499999800,1156767.903250000200,1191524.004999999900,1412282.319999999800,1018514.765499999700,1177474.996500000100,11000680.613750000000
FS( 58 ),1275312.597999999800,1160930.659999999900,1223442.694000000400,1391418.607999999800,1155095.337250000100,1186476.439749999900,1456545.584499999900,1084302.361499999900,1183906.411000000100,11117431.694000000000
FS( 59 ),1254883.399000000000,1164355.438000000100,1213646.236000000000,1383852.237999999900,1151750.205250000100,1172588.168500000100,1416314.398749999900,1115453.903249999700,1176459.510000000000,11049304.496750001000
FS( 60 ),1271011.713999999900,1199081.093999999800,1210540.041999999900,1372502.682999999700,1168684.936000000000,1178890.158250000100,1424288.954500000000,1105070.055999999900,1196769.240000000200,11126839.877750000000
FS( 61 ),1266352.422999999700,1202585.518000000200,1194531.196000000000,1376664.186500000100,1187083.162000000200,1188985.288750000100,1424288.954500000000,1080817.848999999900,1199138.708499999900,11120448.286250001000
FS( 62 ),1273878.970000000200,1181718.266000000100,1210540.041999999900,1388392.059999999600,1209035.590750000200,1188985.288750000100,1440417.269499999900,1080817.848999999900,1199138.708499999900,11172925.044499999000
FS( 63 ),1273878.970000000200,1181718.266000000100,1202655.088000000000,1372502.682999999700,1188755.728000000100,1206636.833499999900,1432353.112000000000,1077333.336500000000,1221140.916000000000,11156975.933000000000
FS( 64 ),1263485.166999999900,1160930.659999999900,1200982.522000000100,1349046.935999999800,1151750.205250000100,1212968.690500000000,1440417.269499999900,1073918.514250000000,1208955.078000000200,11062456.042499999000
FS( 65 ),1238396.677000000100,1171364.285999999800,1194531.196000000000,1315376.589500000000,1160322.106000000100,1283574.869500000000,1508873.006499999900,1122353.237999999900,1202185.168000000100,11196978.136499999000
FS( 66 ),1222268.362000000200,1143567.831999999900,1188079.869999999900,1341858.884499999900,1148405.073249999900,1277272.879749999800,1492744.691500000200,1049666.307249999800,1181536.942500000100,11045401.842750002000
FS( 67 ),1216533.849999999900,1129709.428000000100,1200982.522000000100,1321429.685499999900,1188755.728000000100,1282320.445000000100,1500808.848999999900,1087786.873999999800,1199138.708499999900,11127467.090000000000
FS( 68 ),1223701.990000000000,1129709.428000000100,1202655.088000000000,1330131.010999999700,1209035.590750000200,1276018.455249999900,1512815.483499999900,1132737.085249999800,1193722.780500000100,11210527.912249999000
FS( 69 ),1223701.990000000000,1129709.428000000100,1192858.629999999900,1304027.034499999800,1155095.337250000100,1272225.314499999900,1480648.455250000100,1132737.085249999800,1185598.888500000100,11076603.163249999000
FS( 70 ),1222268.362000000200,1133134.206000000000,1208867.476000000000,1306675.264000000000,1114744.682500000100,1267177.749250000100,1504840.927750000000,1108554.568499999800,1189660.834500000100,11055925.070499999000
FS( 71 ),1240188.712000000100,1136638.629999999900,1202655.088000000000,1304027.034499999800,1124780.078500000100,1239431.074000000000,1512815.483499999900,1150089.957499999800,1193722.780500000100,11104349.838499999000
FS( 72 ),1222268.362000000200,1129709.428000000100,1200982.522000000100,1295325.708999999800,1104709.286500000200,1233129.084250000100,1496776.770249999800,1143120.932499999900,1185598.888500000100,11011621.982999999000
FS( 73 ),1222268.362000000200,1115771.378000000000,1216991.368000000000,1302513.760499999900,1116417.248500000000,1228081.518999999900,1488712.612750000100,1139706.110249999900,1186952.870500000000,11017416.229499999000
FS( 74 ),1264918.795000000200,1122700.580000000100,1215318.801999999900,1286624.383499999800,1109726.984500000300,1228081.518999999900,1484680.534000000200,1129322.262999999800,1200492.690500000300,11041867.551500000000
FS( 75 ),1281405.517000000000,1146992.609999999900,1220097.561999999900,1260142.088499999800,1081084.291750000100,1236922.225000000100,1500808.848999999900,1132737.085249999800,1231972.772000000100,11092164.000499999000
FS( 76 ),1307569.228000000100,1146992.609999999900,1223442.694000000400,1273383.235999999800,1103036.720500000100,1281066.020500000100,1504840.927750000000,1146605.444999999800,1236034.718000000100,11222972.599750001000
FS( 77 ),1268144.457999999900,1133134.206000000000,1223442.694000000400,1276409.784000000000,1087774.555750000100,1249526.204499999800,1492744.691500000200,1163888.627000000100,1236034.718000000100,11131100.938750001000
FS( 78 ),1254883.399000000000,1129709.428000000100,1210540.041999999900,1257493.858999999900,1067703.763750000200,1239431.074000000000,1452513.505750000000,1153504.779749999800,1227910.826000000100,10993691.677250000000
FS( 79 ),1269578.086000000100,1178293.488000000100,1204088.716000000200,1257493.858999999900,1072721.461750000000,1262130.184000000400,1448481.426999999700,1150089.957499999800,1250928.520000000000,11093806.699250000000
FS( 80 ),1300401.088000000200,1164355.438000000100,1212212.608000000000,1257493.858999999900,1074394.027749999900,1272225.314499999900,1460577.663250000000,1170857.652000000000,1278346.655500000100,11190865.306000002000
FS( 81 ),1298967.460000000000,1199081.093999999800,1218663.933999999900,1267708.458499999900,1077739.159750000100,1281066.020500000100,1460577.663250000000,1181241.499249999600,1271576.745500000000,11256623.034750000000
FS( 82 ),1340184.265000000100,1216443.922000000000,1216991.368000000000,1247279.259499999900,1103036.720500000100,1273509.606250000000,1456545.584499999900,1163888.627000000100,1278346.655500000100,11296227.008250000000
FS( 83 ),1369573.639000000000,1219948.345999999900,1224876.321999999900,1248792.533499999900,1104709.286500000200,1289876.859250000000,1476616.376500000000,1136221.597750000000,1283762.583499999900,11354378.544000000000
FS( 84 ),1394662.129000000000,1219948.345999999900,1258566.580000000100,1299487.212500000100,1124780.078500000100,1292415.575500000000,1504840.927750000000,1122353.237999999900,1281054.619500000500,11498109.706750000000
FS( 85 ),1379967.442000000000,1247744.800000000000,1261672.773999999700,1292299.160999999800,1116417.248500000000,1277272.879749999800,1508873.006499999900,1132737.085249999800,1276992.673500000300,11493978.070499998000
FS( 86 ),1385701.953999999900,1240735.952000000000,1260000.207999999900,1274896.509999999800,1114744.682500000100,1288622.434750000000,1508873.006499999900,1125837.750499999800,1267514.799499999700,11466928.297749998000
FS( 87 ),1371007.267000000000,1230381.972000000100,1274575.426000000000,1304027.034499999800,1111399.550499999900,1289876.859250000000,1512815.483499999900,1091201.696249999800,1286470.547500000100,11471756.836499998000
FS( 88 ),1371007.267000000000,1181718.266000000100,1264778.968000000100,1286624.383499999800,1114744.682500000100,1278527.304249999800,1516847.562250000000,1094686.208749999800,1281054.619500000500,11389990.261750000000
FS( 89 ),1320830.287000000200,1192151.892000000000,1266451.534000000000,1308188.537999999900,1131679.413249999800,1277272.879749999800,1609406.169999999700,1098170.721249999900,1267514.799499999700,11471667.234749999000
FS( 90 ),1334091.345999999900,1219948.345999999900,1284132.946000000000,1286624.383499999800,1150077.639250000200,1272225.314499999900,1605374.091250000300,1098170.721249999900,1278346.655500000100,11528992.443250000000
FS( 91 ),1340184.265000000100,1247744.800000000000,1288911.706000000000,1304027.034499999800,1160322.106000000100,1276018.455249999900,1641662.800000000000,1098170.721249999900,1272930.727500000000,11629973.615499999000
FS( 92 ),1348786.032999999800,1244240.375999999900,1261672.773999999700,1292299.160999999800,1140042.243250000100,1277272.879749999800,1641662.800000000000,1063534.666999999900,1283762.583499999900,11553274.517500000000
FS( 93 ),1381401.070000000100,1244240.375999999900,1266451.534000000000,1277544.739499999900,1138369.677249999900,1254573.769750000000,1601342.012500000200,1066949.489249999900,1263452.853500000000,11494326.521749999000
FS( 94 ),1366706.382999999900,1226877.548000000200,1266451.534000000000,1273383.235999999800,1151750.205250000100,1244478.639250000000,1577239.141750000000,1084302.361499999900,1275638.691500000000,11466828.740250001000
FS( 95 ),1338750.637000000100,1199081.093999999800,1252115.254000000000,1260142.088499999800,1143387.375250000000,1244478.639250000000,1561110.826750000000,1080817.848999999900,1259390.907500000000,11339275.671249999000
FS( 96 ),1334091.345999999900,1216443.922000000000,1260000.207999999900,1257493.858999999900,1128125.210500000000,1260875.759499999900,1577239.141750000000,1084302.361499999900,1267514.799499999700,11386087.607750000000
FS( 97 ),1338750.637000000100,1216443.922000000000,1272902.860000000100,1277544.739499999900,1141714.809250000200,1247017.355500000100,1625534.485000000100,1084302.361499999900,1263452.853500000000,11467665.023250001000
FS( 98 ),1353445.323999999800,1254674.002000000100,1279354.186000000000,1277544.739499999900,1153422.771250000000,1274764.030749999900,1613438.248749999800,1053150.819749999800,1282408.601500000100,11542203.723500000000
FS( 99 ),1359179.836000000100,1275461.608000000000,1274575.426000000000,1273383.235999999800,1156767.903250000200,1283574.869500000000,1553136.270999999900,1032383.125249999900,1281054.619500000500,11489517.894500000000
FS( 100 ),1365272.754999999700,1272036.830000000100,1274575.426000000000,1282084.561500000100,1172030.068000000000,1281066.020500000100,1597399.535500000000,1015030.252999999800,1294594.439500000100,11554090.889000000000
FS( 101 ),1352011.696000000000,1282470.456000000000,1276009.054000000000,1286624.383499999800,1170357.502000000100,1270970.889999999900,1597399.535500000000,1053150.819749999800,1294594.439500000100,11583589.776249999000
FS( 102 ),1354878.952000000000,1278966.031999999900,1274575.426000000000,1286624.383499999800,1175375.200000000000,1277272.879749999800,1553136.270999999900,1053150.819749999800,1298656.385500000100,11552637.349500000000
FS( 103 ),1359179.836000000100,1272036.830000000100,1279354.186000000000,1292299.160999999800,1175375.200000000000,1273509.606250000000,1565142.905499999900,1056565.642000000000,1294594.439500000100,11568058.806250002000
FS( 104 ),1360613.463999999900,1272036.830000000100,1288911.706000000000,1309701.811999999900,1172030.068000000000,1292415.575500000000,1589335.378000000300,1066949.489249999900,1300010.367499999900,11652005.690250000000
FS( 105 ),1387135.582000000200,1275461.608000000000,1295363.031999999900,1314241.633999999800,1182065.463999999900,1313860.260999999900,1629566.563749999700,1056565.642000000000,1334198.412999999900,11788459.199750001000
FS( 106 ),1376741.778999999900,1303258.061999999900,1292017.899999999900,1382338.963999999900,1185410.595999999900,1311321.544750000100,1613438.248749999800,1053150.819749999800,1328782.485000000100,11846461.399249999000
FS( 107 ),1352011.696000000000,1289399.658000000100,1296796.660000000100,1407307.984999999600,1172030.068000000000,1305019.554999999900,1641662.800000000000,1035797.947500000000,1351800.179000000000,11851827.548500000000
FS( 108 ),1326923.206000000200,1275461.608000000000,1280787.814000000000,1395580.111500000100,1156767.903250000200,1291161.151000000100,1625534.485000000100,1035797.947500000000,1340968.323000000100,11728983.549250001000
FS( 109 ),1298967.460000000000,1265107.628000000000,1274575.426000000000,1417522.584499999900,1193982.496750000200,1281066.020500000100,1589335.378000000300,1001231.583499999800,1320658.593000000100,11642448.170250000000
FS( 110 ),1315095.774999999900,1265107.628000000000,1274575.426000000000,1423197.361999999700,1185410.595999999900,1248271.779999999800,1621502.406250000000,983878.711249999930,1336906.377000000100,11653947.061500000000
FS( 111 ),1307569.228000000100,1268532.406000000200,1282460.379999999900,1437951.783499999900,1193982.496750000200,1219270.680250000000,1621502.406250000000,976979.376499999780,1330136.466999999900,11638386.224250000000
FS( 112 ),1278179.853999999800,1268532.406000000200,1298469.226000000000,1416009.310499999900,1193982.496750000200,1231874.659750000100,1661733.592000000200,966595.529250000020,1323366.557000000500,11638744.631250000000
FS( 113 ),1304701.972000000100,1244240.375999999900,1309699.311999999900,1391418.607999999800,1195655.062750000000,1244478.639250000000,1689958.143250000000,963111.016749999950,1308472.755000000100,11651736.885000002000
FS( 114 ),1304701.972000000100,1272036.830000000100,1319256.831999999900,1412982.762500000200,1229315.453500000100,1240715.365750000100,1697932.699000000000,983878.711249999930,1305764.791000000000,11766586.416999999000
FS( 115 ),1313662.147000000100,1268532.406000000200,1327141.786000000100,1510588.935499999900,1273011.240250000000,1240715.365750000100,1661733.592000000200,980463.888999999850,1283762.583499999900,11859612.945000000000
FS( 116 ),1332657.718000000100,1275461.608000000000,1343150.632000000000,1513615.483499999900,1325278.927750000000,1249526.204499999800,1701964.777750000100,1035797.947500000000,1283762.583499999900,12061216.882500000000
FS( 117 ),1310794.890999999800,1296328.860000000100,1352708.151999999800,1522316.808999999900,1296636.235000000100,1247017.355500000100,1689958.143250000000,1004646.405749999900,1300010.367499999900,12020418.219000001000
FS( 118 ),1304701.972000000100,1282470.456000000000,1351274.523999999700,1551447.333499999900,1308344.197000000200,1239431.074000000000,1689958.143250000000,1015030.252999999800,1293240.457500000000,12035899.410250001000
FS( 119 ),1315095.774999999900,1310187.264000000000,1373495.757999999900,1568849.984500000000,1348903.922500000100,1226827.094499999900,1726157.250250000000,1018514.765499999700,1294594.439500000100,12182627.253750000000
FS( 120 ),1337317.009000000100,1317116.466000000000,1362265.672000000000,1586252.635499999900,1310016.763000000000,1171333.743999999900,1722125.171500000200,1080817.848999999900,1313888.683000000000,12201134.992999999000
FS( 121 ),1345918.777000000000,1317116.466000000000,1357486.912000000000,1594953.960999999700,1320261.229750000200,1199080.419250000000,1750260.120999999800,1080817.848999999900,1311180.719000000300,12277077.454000000000
FS( 122 ),1353445.323999999800,1289399.658000000100,1352708.151999999800,1548420.785500000000,1321933.795750000000,1206636.833499999900,1718093.092750000100,1053150.819749999800,1297302.403500000000,12141091.864750000000
FS( 123 ),1350578.068000000000,1303258.061999999900,1370389.564000000000,1574524.761999999900,1311689.329000000100,1220525.104749999900,1705996.856500000000,1042766.972499999900,1291886.475499999900,12171616.194250001000
FS( 124 ),1319396.659000000000,1278966.031999999900,1368716.998000000100,1501887.609999999600,1278028.938249999900,1202873.560000000100,1681893.985750000000,1018514.765499999700,1258036.925500000100,11908316.473999999000
FS( 125 ),1269578.086000000100,1223452.770000000000,1311132.939999999900,1478431.862999999900,1267993.542250000200,1204127.984500000000,1673829.828250000000,970080.041749999970,1215724.988000000100,11614353.043750001000
FS( 126 ),1292874.541000000000,1209514.720000000000,1320929.398000000000,1475783.633499999800,1264648.410250000200,1220525.104749999900,1730189.329000000100,973494.863999999830,1218432.952000000000,11706393.952499999000
FS( 127 ),1298967.460000000000,1206089.942000000000,1312805.506000000100,1536692.911999999800,1274683.806249999900,1225572.669999999900,1826690.413749999800,990847.736249999960,1240096.664000000100,11912448.110250000000
FS( 128 ),1319396.659000000000,1209514.720000000000,1317584.266000000100,1522316.808999999900,1261303.278250000200,1226827.094499999900,1790491.306750000000,956211.681999999910,1237388.699999999700,11841035.515500000000
FS( 129 ),1329790.462000000100,1219948.345999999900,1296796.660000000100,1490159.736500000100,1256285.580250000100,1249526.204499999800,1814683.779249999900,976979.376499999780,1241450.645999999900,11875621.791000001000
FS( 130 ),1348786.032999999800,1278966.031999999900,1327141.786000000100,1513615.483499999900,1274683.806249999900,1287368.010250000100,1895146.150750000000,973494.863999999830,1256682.943500000100,12155886.109250002000
FS( 131 ),1353445.323999999800,1261603.203999999900,1333593.112000000000,1490159.736500000100,1262975.844249999800,1274764.030749999900,1826690.413749999800,970080.041749999970,1245512.591999999900,12018825.299000001000
FS( 132 ),1362047.091999999900,1261603.203999999900,1346495.764000000000,1504914.157999999800,1261303.278250000200,1281066.020500000100,1774452.593500000000,963111.016749999950,1262098.871500000100,12017092.998500001000
FS( 133 ),1369573.639000000000,1261603.203999999900,1346495.764000000000,1536692.911999999800,1278028.938249999900,1274764.030749999900,1810651.700499999800,983878.711249999930,1248220.556000000100,12109910.455749998000
FS( 134 ),1371007.267000000000,1285895.233999999900,1351274.523999999700,1519290.260999999700,1262975.844249999800,1286113.585749999900,1818715.858000000000,980463.888999999850,1267514.799499999700,12143252.262499999000
FS( 135 ),1363480.720000000200,1292824.436000000000,1354380.718000000100,1496212.832499999800,1274683.806249999900,1289876.859250000000,1806619.621750000200,983878.711249999930,1267514.799499999700,12129473.504500000000
