訓練日期,20171218 - 20180322
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11186061.310000000521541
真實報酬,1186061.310000000521541

夏普值報酬,0.109906131000000
夏普值風險,0.049932669464788
夏普值,2.201086626812646

預期報酬,28165.800262958415260
風險,261082.403949019935681
趨勢值,0.107880882958540
找到最佳解世代,2232
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
BA[2](3),CSCO[4](1),INTC[11](6),
20180111,3720934.200000000186265,3500041.620000000577420,3247307.249999999534339,10468284.070000000298023
20180112,3812674.799999999813735,3567248.760000000242144,3234590.399999999906868,10614514.960000000894070
20180116,3800767.800000000279397,3538445.700000000186265,3227109.899999999906868,10566324.400000000372529
20180117,3980506.799999999813735,3596051.820000000763685,3320616.149999999906868,10897175.770000001415610
20180118,3857467.800000000279397,3604780.020000000018626,3327348.599999999627471,10789597.419999999925494
20180119,3829911.600000000093132,3603907.200000000186265,3352782.299999999813735,10786602.100000001490116
20180122,3832973.399999999906868,3636201.540000000037253,3422350.949999999720603,10891526.889999998733401
20180123,3805643.999999999534339,3674605.620000000577420,3445540.500000000000000,10925791.120000001043081
20180124,3795438.000000000000000,3680715.360000000335276,3404397.749999999534339,10880552.109999999403954
20180125,3890920.800000000279397,3657149.220000000204891,3388688.699999999720603,10936759.720000000670552
20180126,3892168.200000000186265,3714755.340000000782311,3746256.599999999627471,11353181.140000000596046
20180129,3864952.199999999720603,3740067.120000000577420,3738776.099999999627471,11343796.419999999925494
20180130,3829684.799999999813735,3687697.920000000391155,3649758.149999999441206,11167141.870000001043081
20180131,4018609.200000000186265,3625727.700000000186265,3601134.899999999906868,11245472.800000000745058
20180201,4047753.000000000000000,3639692.820000000763685,3564480.449999999720603,11251927.269999999552965
20180202,3956692.800000000279397,3572485.680000000167638,3452272.949999999720603,10981452.429999999701977
20180205,3729552.599999999627471,3384829.380000000353903,3330340.799999999813735,10444723.780000001192093
20180206,3865972.800000000279397,3506151.360000000335276,3359514.749999999534339,10731639.910000000149012
20180207,3947734.200000000186265,3520989.300000000745058,3381208.199999999720603,10849932.700000001117587
20180208,3738397.800000000279397,3383956.560000000521541,3197935.949999999720603,10320291.310000000521541
20180209,3774345.599999999627471,3450290.880000000353903,3287701.949999999720603,10512339.429999999701977
20180212,3898745.399999999906868,3543682.620000000577420,3353530.349999999627471,10795959.370000001043081
20180213,3891487.800000000279397,3598670.280000000260770,3325852.500000000000000,10816011.580000000074506
20180214,3910652.400000000372529,3673732.800000000745058,3394673.100000000093132,10979059.300000000745058
20180215,4042309.799999999813735,3847423.980000000447035,3435067.799999999813735,11324802.580000000074506
20180216,4026207.000000000000000,3869244.480000000447035,3408138.000000000000000,11303590.480000000447035
20180220,4007042.400000000372529,3845678.340000000782311,3464989.799999999813735,11317711.540000000968575
20180221,3995929.200000000186265,3780216.840000000782311,3436563.899999999441206,11212710.940000001341105
20180222,4036186.200000000186265,3747922.500000000000000,3426091.199999999720603,11210200.900000000372529
20180223,4044577.800000000279397,3840441.420000000391155,3570464.849999999627471,11455485.070000000298023
20180226,4121916.600000000093132,3959144.940000000409782,3673695.749999999534339,11754758.290000000968575
20180227,4135070.999999999534339,3931214.700000000186265,3733539.749999999534339,11799826.449999999254942
20180228,4107514.799999999813735,3908521.380000000353903,3687160.649999999441206,11703197.829999998211861
20180301,3965538.000000000000000,3822985.020000000018626,3578693.399999999906868,11367217.419999999925494
20180302,3908611.200000000186265,3845678.340000000782311,3663971.099999999627471,11418261.640000000596046
20180305,4000238.399999999906868,3885828.060000000521541,3721570.949999999720603,11607638.410000000149012
20180306,3956806.200000000186265,3865753.200000000186265,3793383.750000000000000,11615944.150000000372529
20180307,3935487.000000000000000,3857897.820000000763685,3839014.799999999813735,11632400.620000001043081
20180308,3954651.600000000093132,3870117.300000000745058,3795627.899999999906868,11620397.800000000745058
20180309,4020310.199999999720603,3960017.760000000242144,3904095.149999999441206,11884424.109999999403954
20180312,3903168.000000000000000,3975728.520000000018626,3853975.799999999813735,11732873.320000000298023
20180313,3840571.200000000186265,3941688.540000000037253,3873425.099999999627471,11655685.839999999850988
20180314,3745201.799999999813735,3952162.380000000353903,3879409.499999999534339,11576774.679999999701977
20180315,3742026.600000000093132,3956526.480000000447035,3806100.600000000093132,11504654.679999999701977
20180316,3747583.200000000186265,3928596.240000000223517,3827794.049999999813735,11503974.490000000223517
20180319,3762211.799999999813735,3864007.560000000521541,3802360.349999999627471,11428580.710000000894070
20180320,3828777.599999999627471,3872735.760000000242144,3856219.949999999720603,11557734.309999998658895
20180321,3822767.400000000372529,3867498.840000000782311,3856968.000000000000000,11547235.240000002086163
20180322,3624430.800000000279397,3759269.160000000614673,3802360.349999999627471,11186061.310000000521541
