代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11525769.070000000298023
真實報酬,1525769.070000000298023

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,9696.505317493631082
風險,316966.467921523319092
起點值,0.030591580810038
找到最佳解世代,2017
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](2),MCD[15](1),
FS( 58 ),5741615.000000000000000,5077685.299999999813735,10819300.300000000745058
FS( 59 ),5700084.559999999590218,5011097.900000000372529,10711182.460000000894070
FS( 60 ),5651137.969999999739230,4988162.240000000223517,10639300.210000000894070
FS( 61 ),5685252.259999999776483,4981503.500000000000000,10666755.759999999776483
FS( 62 ),5428653.469999999739230,4917135.679999999701977,10345789.149999998509884
FS( 63 ),5329277.059999999590218,4873483.940000000409782,10202761.000000000000000
FS( 64 ),5265498.169999999925494,4935632.179999999701977,10201130.349999999627471
FS( 65 ),5232867.110000000335276,4893460.160000000149012,10126327.269999999552965
FS( 66 ),5268464.630000000819564,4891240.580000000074506,10159705.210000000894070
FS( 67 ),5480566.520000000484288,4980023.780000000260770,10460590.300000000745058
FS( 68 ),5468700.679999999701977,5106539.839999999850988,10575240.519999999552965
FS( 69 ),5501331.740000000223517,5121337.040000000037253,10622668.780000001192093
FS( 70 ),5452385.149999999441206,5174606.959999999962747,10626992.109999999403954
FS( 71 ),5335209.979999999515712,5241194.360000000335276,10576404.339999999850988
FS( 72 ),5354491.969999999739230,5245633.520000000484288,10600125.490000000223517
FS( 73 ),5327793.830000000074506,5277447.500000000000000,10605241.330000000074506
FS( 74 ),5295162.770000000484288,5174606.959999999962747,10469769.730000000447035
FS( 75 ),5203202.509999999776483,5172387.379999999888241,10375589.890000000596046
FS( 76 ),5336693.209999999031425,5243413.940000000409782,10580107.149999998509884
FS( 77 ),5387123.030000000260770,5187184.580000000074506,10574307.609999999403954
FS( 78 ),5487982.669999999925494,5282626.520000000484288,10770609.190000001341105
FS( 79 ),5507264.660000000149012,5171647.520000000484288,10678912.179999999701977
FS( 80 ),5493915.589999999850988,5243413.940000000409782,10737329.530000001192093
FS( 81 ),5596258.459999999031425,5208640.520000000484288,10804898.980000000447035
FS( 82 ),5529513.110000000335276,5162029.339999999850988,10691542.449999999254942
FS( 83 ),5468700.679999999701977,5133174.799999999813735,10601875.480000000447035
FS( 84 ),5450901.919999999925494,5159069.900000000372529,10609971.820000000298023
FS( 85 ),5548795.099999999627471,5197542.620000000111759,10746337.719999998807907
FS( 86 ),5550278.330000000074506,5212339.820000000298023,10762618.150000000372529
FS( 87 ),5572526.780000000260770,5230096.459999999962747,10802623.240000000223517
FS( 88 ),5545828.639999999664724,5212339.820000000298023,10758168.460000000894070
FS( 89 ),5511714.349999999627471,5307781.759999999776483,10819496.109999999403954
FS( 90 ),5545828.639999999664724,5395085.240000000223517,10940913.879999998956919
FS( 91 ),5496882.049999999813735,5389166.360000000335276,10886048.410000000149012
FS( 92 ),5301095.690000000409782,5295204.139999999664724,10596299.830000000074506
FS( 93 ),5335209.979999999515712,5331457.280000000260770,10666667.259999999776483
FS( 94 ),5278847.240000000223517,5318879.660000000149012,10597726.900000000372529
FS( 95 ),5247699.410000000149012,5311481.060000000521541,10559180.470000000670552
FS( 96 ),5339659.669999999925494,5417281.040000000037253,10756940.710000000894070
FS( 97 ),5361908.120000000111759,5419500.620000000111759,10781408.740000000223517
FS( 98 ),5295162.770000000484288,5398784.540000000037253,10693947.310000000521541
FS( 99 ),5289229.849999999627471,5406923.000000000000000,10696152.849999999627471
FS( 100 ),5207652.200000000186265,5426159.360000000335276,10633811.560000000521541
FS( 101 ),5084544.110000000335276,5380288.040000000037253,10464832.150000000372529
FS( 102 ),5146839.770000000484288,5415061.459999999962747,10561901.230000000447035
FS( 103 ),5091960.259999999776483,5412841.879999999888241,10504802.140000000596046
FS( 104 ),5120141.630000000819564,5474250.259999999776483,10594391.890000000596046
FS( 105 ),5137940.389999999664724,5381767.759999999776483,10519708.149999998509884
FS( 106 ),5151289.459999999031425,5405443.280000000260770,10556732.739999998360872
FS( 107 ),5304062.149999999441206,5514942.560000000521541,10819004.710000000894070
FS( 108 ),5342626.130000000819564,5550455.839999999850988,10893081.970000000670552
FS( 109 ),5483532.979999999515712,5555634.860000000335276,11039167.839999999850988
FS( 110 ),5462767.759999999776483,5608164.919999999925494,11070932.679999999701977
FS( 111 ),5571043.549999999813735,5628881.000000000000000,11199924.550000000745058
FS( 112 ),5574010.009999999776483,5502364.940000000409782,11076374.949999999254942
FS( 113 ),5581426.160000000149012,5549715.980000000447035,11131142.140000000596046
FS( 114 ),5658554.120000000111759,5517162.139999999664724,11175716.259999999776483
FS( 115 ),5679319.339999999850988,5470550.959999999962747,11149870.300000000745058
FS( 116 ),5725299.469999999739230,5527520.179999999701977,11252819.649999998509884
FS( 117 ),5860273.399999999441206,5534178.919999999925494,11394452.320000000298023
FS( 118 ),5835058.490000000223517,5498665.639999999664724,11333724.129999998956919
FS( 119 ),6001180.250000000000000,5557114.580000000074506,11558294.830000000074506
FS( 120 ),6013046.089999999850988,5586708.980000000447035,11599755.070000000298023
FS( 121 ),6097590.200000000186265,5558594.299999999813735,11656184.500000000000000
FS( 122 ),6121321.880000000819564,5522341.160000000149012,11643663.040000000968575
FS( 123 ),6194000.149999999441206,5556374.719999999739230,11750374.869999999180436
FS( 124 ),6168785.240000000223517,5531219.480000000447035,11700004.720000000670552
FS( 125 ),6078308.209999999031425,5521601.299999999813735,11599909.509999997913837
FS( 126 ),6088690.819999999366701,5508283.820000000298023,11596974.640000000596046
FS( 127 ),6013046.089999999850988,5512722.980000000447035,11525769.070000000298023
