代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14051204.599999999627471
真實報酬,4051204.599999999627471

夏普值報酬,0.396420460000000
夏普值風險,0.113414154636750
夏普值,3.495334962991879

二次趨勢線,-0.637302832928246 x^2 + 18092.445676968542102 x + 10000000.000000000000000
二次加權預期報酬,17878.736793659933028
風險,403766.970134950999636
二次加權趨勢值,0.044279839897960
一次趨勢線,17972.234905233752215 x + 10000000.000000000000000
一次預期報酬,17972.234905233752215
一次風險,403792.171803414996248
一次趨勢值,0.044508626368278
找到最佳解世代,2333
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](2),
FS( 71 ),6097557.200000000186265,5648462.099999999627471,11746019.300000000745058
FS( 72 ),6105967.599999999627471,5698343.799999998882413,11804311.399999998509884
FS( 73 ),6068120.799999999813735,5638485.759999999776483,11706606.559999998658895
FS( 74 ),6141711.800000000745058,5766364.299999998882413,11908076.099999999627471
FS( 75 ),6206892.400000000372529,5852523.599999999627471,12059416.000000000000000
FS( 76 ),6217405.400000000372529,5765457.359999999403954,11982862.759999999776483
FS( 77 ),6185866.400000000372529,5802641.899999999441206,11988508.300000000745058
FS( 78 ),6021863.600000000558794,5750946.319999999366701,11772809.919999999925494
FS( 79 ),6005042.799999999813735,5801734.959999999031425,11806777.759999997913837
FS( 80 ),6183763.799999999813735,5803548.839999999850988,11987312.640000000596046
FS( 81 ),6141711.800000000745058,5824408.459999999031425,11966120.259999999776483
FS( 82 ),6133301.400000000372529,5845268.079999999143183,11978569.480000000447035
FS( 83 ),6026068.799999999813735,5768178.179999999701977,11794246.980000000447035
FS( 84 ),6005042.799999999813735,5736435.279999999329448,11741478.079999998211861
FS( 85 ),5916733.600000000558794,5762736.539999999105930,11679470.140000000596046
FS( 86 ),5893605.000000000000000,5668414.779999999329448,11562019.779999999329448
FS( 87 ),5902015.400000000372529,5620346.959999999031425,11522362.359999999403954
FS( 88 ),5807398.400000000372529,5585883.239999999292195,11393281.640000000596046
FS( 89 ),5674934.599999999627471,5616719.199999999254942,11291653.799999998882413
FS( 90 ),5702268.400000000372529,5497003.119999999180436,11199271.519999999552965
FS( 91 ),5941964.800000000745058,5496096.179999999701977,11438060.980000000447035
FS( 92 ),5899912.799999999813735,5536908.479999999515712,11436821.279999999329448
FS( 93 ),5847347.799999999813735,5592231.819999999366701,11439579.619999999180436
FS( 94 ),5916733.600000000558794,5635764.939999999478459,11552498.539999999105930
FS( 95 ),5832629.599999999627471,5623067.779999999329448,11455697.379999998956919
FS( 96 ),5857860.799999999813735,5661159.259999999776483,11519020.059999998658895
FS( 97 ),5763243.799999999813735,5615812.259999999776483,11379056.059999998658895
FS( 98 ),5870476.400000000372529,5638485.759999999776483,11508962.160000000149012
FS( 99 ),5954580.400000000372529,5682925.819999999366701,11637506.219999998807907
FS( 100 ),6017658.400000000372529,5711040.959999999031425,11728699.359999999403954
FS( 101 ),6070223.400000000372529,5746411.619999999180436,11816635.019999999552965
FS( 102 ),6278380.799999999813735,5751853.259999999776483,12030234.059999998658895
FS( 103 ),6356177.000000000000000,5769085.119999999180436,12125262.119999999180436
FS( 104 ),6280483.400000000372529,5767271.239999999292195,12047754.640000000596046
FS( 105 ),6356177.000000000000000,5703785.439999999478459,12059962.439999999478459
FS( 106 ),6328843.200000000186265,5662973.139999998733401,11991816.339999999850988
FS( 107 ),6427665.400000000372529,5693809.099999999627471,12121474.500000000000000
FS( 108 ),6440281.000000000000000,5650275.979999999515712,12090556.980000000447035
FS( 109 ),6337253.600000000558794,5573186.079999999143183,11910439.679999999701977
FS( 110 ),6324638.000000000000000,5613998.379999998956919,11938636.379999998956919
FS( 111 ),6366690.000000000000000,5608556.739999999292195,11975246.739999998360872
FS( 112 ),6312022.400000000372529,5652089.859999999403954,11964112.259999999776483
FS( 113 ),6238431.400000000372529,5682925.819999999366701,11921357.219999998807907
FS( 114 ),6326740.600000000558794,5676577.239999999292195,12003317.839999999850988
FS( 115 ),6290996.400000000372529,5682018.879999998956919,11973015.279999999329448
FS( 116 ),6185866.400000000372529,5648462.099999999627471,11834328.500000000000000
FS( 117 ),6459204.400000000372529,5757294.899999999441206,12216499.300000000745058
FS( 118 ),6360382.200000000186265,5714668.719999998807907,12075050.919999998062849
FS( 119 ),6248944.400000000372529,5731900.579999999143183,11980844.980000000447035
FS( 120 ),5939862.200000000186265,5749132.439999999478459,11688994.640000000596046
FS( 121 ),6099659.800000000745058,5721924.239999999292195,11821584.039999999105930
FS( 122 ),6185866.400000000372529,5787223.919999999925494,11973090.320000000298023
FS( 123 ),6244739.200000000186265,5779968.399999999441206,12024707.599999999627471
FS( 124 ),5986119.400000000372529,5698343.799999998882413,11684463.199999999254942
FS( 125 ),5769551.600000000558794,5662066.199999999254942,11431617.800000000745058
FS( 126 ),5849450.400000000372529,5794479.439999999478459,11643929.839999999850988
FS( 127 ),5883092.000000000000000,5807176.599999999627471,11690268.599999999627471
FS( 128 ),5984016.800000000745058,5914195.519999998621643,11898212.320000000298023
FS( 129 ),5769551.600000000558794,5809897.419999999925494,11579449.019999999552965
FS( 130 ),5870476.400000000372529,5747318.559999998658895,11617794.959999999031425
FS( 131 ),5830527.000000000000000,5706506.259999999776483,11537033.259999999776483
FS( 132 ),5893605.000000000000000,5765457.359999999403954,11659062.359999999403954
FS( 133 ),5859963.400000000372529,5736435.279999999329448,11596398.679999999701977
FS( 134 ),5967196.000000000000000,5785410.039999999105930,11752606.039999999105930
FS( 135 ),6019761.000000000000000,5767271.239999999292195,11787032.239999998360872
FS( 136 ),6110172.799999999813735,5805362.719999999739230,11915535.519999999552965
FS( 137 ),6084941.600000000558794,5828036.219999999739230,11912977.820000000298023
FS( 138 ),6095454.599999999627471,5847988.899999999441206,11943443.500000000000000
FS( 139 ),6057607.799999999813735,5871569.339999998919666,11929177.139999998733401
FS( 140 ),6019761.000000000000000,5874290.159999999217689,11894051.160000000149012
FS( 141 ),5918836.200000000186265,5883359.559999999590218,11802195.759999999776483
FS( 142 ),6028171.400000000372529,5918730.219999999739230,11946901.620000001043081
FS( 143 ),6068120.799999999813735,5838919.499999999068677,11907040.299999998882413
FS( 144 ),6145917.000000000000000,5790851.679999999701977,11936768.679999999701977
FS( 145 ),6278380.799999999813735,5802641.899999999441206,12081022.699999999254942
FS( 146 ),6274175.600000000558794,5810804.359999998472631,12084979.959999999031425
FS( 147 ),6286791.200000000186265,5770899.000000000000000,12057690.199999999254942
FS( 148 ),6328843.200000000186265,5752760.199999999254942,12081603.399999998509884
FS( 149 ),6576950.000000000000000,5774526.759999999776483,12351476.759999999776483
FS( 150 ),6581155.200000000186265,5906033.059999999590218,12487188.259999999776483
FS( 151 ),6698900.799999999813735,5904219.179999998770654,12603119.979999998584390
FS( 152 ),6753568.399999999441206,5889708.139999998733401,12643276.539999999105930
FS( 153 ),6772491.800000000745058,5914195.519999998621643,12686687.320000000298023
FS( 154 ),6806133.399999999441206,5943217.599999999627471,12749351.000000000000000
FS( 155 ),6724132.000000000000000,5979495.200000000186265,12703627.199999999254942
FS( 156 ),6740952.800000000745058,5992192.359999998472631,12733145.160000000149012
FS( 157 ),6732542.400000001303852,6020307.499999999068677,12752849.900000000372529
FS( 158 ),6747260.600000000558794,6047515.700000000186265,12794776.300000000745058
FS( 159 ),6675772.200000000186265,6033911.599999999627471,12709683.800000000745058
FS( 160 ),6751465.799999999813735,6077444.719999999739230,12828910.519999999552965
FS( 161 ),6858698.399999999441206,6108280.679999998770654,12966979.079999998211861
FS( 162 ),6890237.400000001303852,6058398.979999999515712,12948636.380000000819564
FS( 163 ),6808236.000000000931323,6067468.379999999888241,12875704.380000000819564
FS( 164 ),6936494.600000000558794,6100118.219999999739230,13036612.820000000298023
FS( 165 ),6980649.200000001117587,6082886.359999998472631,13063535.559999998658895
FS( 166 ),7083676.599999999627471,6098304.339999998919666,13181980.939999997615814
FS( 167 ),7058445.400000000372529,6051143.459999999031425,13109588.859999999403954
FS( 168 ),7087881.800000000745058,6129140.299999998882413,13217022.099999999627471
FS( 169 ),7163575.400000000372529,6169952.599999999627471,13333528.000000000000000
FS( 170 ),7195114.400000000372529,6149999.919999999925494,13345114.320000000298023
FS( 171 ),7226653.399999999441206,6140023.579999999143183,13366676.979999998584390
FS( 172 ),7207730.000000000000000,6236159.219999999739230,13443889.219999998807907
FS( 173 ),7262397.599999999627471,6228903.700000000186265,13491301.300000000745058
FS( 174 ),7277115.799999999813735,6215299.599999999627471,13492415.399999998509884
FS( 175 ),7281321.000000000931323,6250670.259999999776483,13531991.260000001639128
FS( 176 ),7380143.200000000186265,6296017.259999999776483,13676160.460000000894070
FS( 177 ),7476862.800000000745058,6272436.819999999366701,13749299.620000001043081
FS( 178 ),7430605.600000000558794,6260646.599999999627471,13691252.199999999254942
FS( 179 ),7422195.199999999254942,6341364.259999999776483,13763559.459999999031425
FS( 180 ),7346501.599999999627471,6379455.739999999292195,13725957.339999999850988
FS( 181 ),7785945.000000000000000,6381269.619999999180436,14167214.619999999180436
FS( 182 ),8004615.400000000372529,6442034.599999999627471,14446650.000000000000000
FS( 183 ),8134976.599999999627471,6452917.879999999888241,14587894.480000000447035
FS( 184 ),8095027.200000000186265,6441127.659999999217689,14536154.859999999403954
FS( 185 ),7870049.000000000000000,6396687.599999999627471,14266736.599999999627471
FS( 186 ),7857433.399999999441206,6379455.739999999292195,14236889.139999998733401
FS( 187 ),8069796.000000000931323,6486474.659999999217689,14556270.660000000149012
FS( 188 ),7842715.199999999254942,6402129.239999999292195,14244844.439999997615814
FS( 189 ),8000410.199999999254942,6477405.259999999776483,14477815.459999999031425
FS( 190 ),7769124.200000001117587,6406663.939999999478459,14175788.140000000596046
FS( 191 ),7689225.400000000372529,6408477.819999999366701,14097703.219999998807907
FS( 192 ),7396964.000000000000000,6296017.259999999776483,13692981.259999999776483
FS( 193 ),7083676.599999999627471,6168138.719999999739230,13251815.320000000298023
FS( 194 ),7628250.000000000000000,6401222.299999998882413,14029472.299999998882413
FS( 195 ),7706046.200000000186265,6392152.899999999441206,14098199.099999999627471
FS( 196 ),7872151.599999999627471,6409384.759999999776483,14281536.359999999403954
FS( 197 ),7760713.799999999813735,6393966.779999999329448,14154680.579999998211861
FS( 198 ),7624044.799999999813735,6311435.239999999292195,13935480.039999999105930
FS( 199 ),7636660.400000000372529,6361316.939999999478459,13997977.339999999850988
FS( 200 ),7579890.199999999254942,6350433.659999999217689,13930323.859999999403954
FS( 201 ),7460041.999999999068677,6294203.379999999888241,13754245.379999998956919
FS( 202 ),7142549.400000000372529,6136395.819999999366701,13278945.219999998807907
FS( 203 ),7279218.399999999441206,6154534.619999999180436,13433753.019999999552965
FS( 204 ),7411682.200000000186265,6136395.819999999366701,13548078.019999999552965
FS( 205 ),7365425.000000000000000,6152720.739999999292195,13518145.739999998360872
FS( 206 ),7331783.399999999441206,5986750.719999999739230,13318534.119999999180436
FS( 207 ),7609326.599999999627471,6094676.579999999143183,13704003.179999999701977
FS( 208 ),7716559.200000001117587,6064747.559999999590218,13781306.760000001639128
FS( 209 ),7834304.799999999813735,6018493.619999999180436,13852798.419999998062849
FS( 210 ),7928921.800000000745058,6146372.159999999217689,14075293.960000000894070
FS( 211 ),7903690.600000000558794,6153627.679999998770654,14057318.279999999329448
FS( 212 ),7689225.400000000372529,6049329.579999999143183,13738554.980000000447035
FS( 213 ),7537838.200000000186265,6053864.279999999329448,13591702.480000000447035
FS( 214 ),7489478.399999999441206,6201695.499999999068677,13691173.899999998509884
FS( 215 ),7304449.600000000558794,6190812.219999999739230,13495261.820000000298023
FS( 216 ),7525222.599999999627471,6291482.559999999590218,13816705.160000000149012
FS( 217 ),7615634.400000000372529,6306900.540000000037253,13922534.940000001341105
FS( 218 ),7638763.000000000000000,6285133.979999999515712,13923896.980000000447035
FS( 219 ),7800663.200000000186265,6384897.379999999888241,14185560.580000000074506
FS( 220 ),8027744.000000000000000,6374921.040000000037253,14402665.039999999105930
FS( 221 ),8166515.600000000558794,6353154.479999999515712,14519670.080000000074506
FS( 222 ),8231696.200000000186265,6337736.499999999068677,14569432.699999999254942
FS( 223 ),8116053.200000000186265,6341364.259999999776483,14457417.460000000894070
FS( 224 ),8225388.399999999441206,6225275.939999999478459,14450664.339999999850988
FS( 225 ),8139181.800000000745058,6224368.999999999068677,14363550.800000000745058
FS( 226 ),8080309.000000000000000,6142744.399999999441206,14223053.399999998509884
FS( 227 ),8010923.200000000186265,6114629.259999999776483,14125552.460000000894070
FS( 228 ),8059283.000000000000000,6106466.799999998882413,14165749.799999998882413
FS( 229 ),7695533.200000000186265,6027563.019999998621643,13723096.219999998807907
FS( 230 ),7554659.000000000000000,5974053.559999999590218,13528712.559999998658895
FS( 231 ),7464247.200000000186265,6050236.519999998621643,13514483.719999998807907
FS( 232 ),7417990.000000000000000,5998540.939999999478459,13416530.939999999478459
FS( 233 ),7468452.400000001303852,5995820.119999999180436,13464272.519999999552965
FS( 234 ),7769124.200000001117587,6104652.919999999925494,13873777.120000001043081
FS( 235 ),7752303.399999999441206,6259739.659999999217689,14012043.059999998658895
FS( 236 ),7798560.600000000558794,6277878.459999999031425,14076439.059999998658895
FS( 237 ),7729174.799999999813735,6343178.139999998733401,14072352.939999997615814
FS( 238 ),7563069.400000000372529,6424802.739999999292195,13987872.140000000596046
FS( 239 ),7590403.200000000186265,6430244.379999999888241,14020647.580000000074506
FS( 240 ),7552556.400000000372529,6469242.799999998882413,14021799.199999999254942
FS( 241 ),7506299.200000001117587,6343178.139999998733401,13849477.339999999850988
FS( 242 ),7375938.000000000000000,6340457.319999999366701,13716395.320000000298023
FS( 243 ),7565171.999999999068677,6427523.559999999590218,13992695.559999998658895
FS( 244 ),7636660.400000000372529,6358596.119999999180436,13995256.519999999552965
FS( 245 ),7779637.200000000186265,6475591.379999999888241,14255228.580000000074506
FS( 246 ),7806971.000000000931323,6339550.379999999888241,14146521.380000000819564
FS( 247 ),7788047.599999999627471,6427523.559999999590218,14215571.160000000149012
FS( 248 ),7933126.999999999068677,6384897.379999999888241,14318024.379999998956919
FS( 249 ),7838510.000000000000000,6327760.159999999217689,14166270.160000000149012
FS( 250 ),7752303.399999999441206,6292389.499999999068677,14044692.899999998509884
FS( 251 ),7727072.200000000186265,6324132.399999999441206,14051204.599999999627471
