代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13380161.919999999925494
真實報酬,3380161.919999999925494

夏普值報酬,0.329316192000000
夏普值風險,0.083044703926519
夏普值,3.965529123824581

二次趨勢線,51.973848485524286 x^2 + -890.599475071035840 x + 10000000.000000000000000
二次加權預期報酬,16537.964383741440543
風險,388824.889182390586939
二次加權趨勢值,0.042533193845993
一次趨勢線,8912.928947611992044 x + 10000000.000000000000000
一次預期報酬,8912.928947611992044
一次風險,535296.268829708453268
一次趨勢值,0.016650459692345
找到最佳解世代,2449
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
FS( 209 ),12347845.119999999180436,12347845.119999999180436
FS( 210 ),12340278.399999998509884,12340278.399999998509884
FS( 211 ),12371626.240000000223517,12371626.240000000223517
FS( 212 ),12292716.159999998286366,12292716.159999998286366
FS( 213 ),12257044.479999998584390,12257044.479999998584390
FS( 214 ),12560794.240000000223517,12560794.240000000223517
FS( 215 ),12584575.359999999403954,12584575.359999999403954
FS( 216 ),12596465.919999999925494,12596465.919999999925494
FS( 217 ),12601870.719999998807907,12601870.719999998807907
FS( 218 ),12668890.240000000223517,12668890.240000000223517
FS( 219 ),12547822.719999998807907,12547822.719999998807907
FS( 220 ),12567280.000000000000000,12567280.000000000000000
FS( 221 ),12639704.320000000298023,12639704.320000000298023
FS( 222 ),12738071.679999999701977,12738071.679999999701977
FS( 223 ),12701319.039999999105930,12701319.039999999105930
FS( 224 ),12610518.399999998509884,12610518.399999998509884
FS( 225 ),12721857.279999999329448,12721857.279999999329448
FS( 226 ),12725100.159999998286366,12725100.159999998286366
FS( 227 ),12841843.839999997988343,12841843.839999997988343
FS( 228 ),12816981.759999997913837,12816981.759999997913837
FS( 229 ),12836439.039999999105930,12836439.039999999105930
FS( 230 ),12979125.759999997913837,12979125.759999997913837
FS( 231 ),12909944.320000000298023,12909944.320000000298023
FS( 232 ),12770500.479999998584390,12770500.479999998584390
FS( 233 ),12709966.719999998807907,12709966.719999998807907
FS( 234 ),12885082.240000000223517,12885082.240000000223517
FS( 235 ),12798605.439999999478459,12798605.439999999478459
FS( 236 ),12502422.399999998509884,12502422.399999998509884
FS( 237 ),12482965.119999999180436,12482965.119999999180436
FS( 238 ),12613761.279999999329448,12613761.279999999329448
FS( 239 ),12694833.279999999329448,12694833.279999999329448
FS( 240 ),12444050.560000000521541,12444050.560000000521541
FS( 241 ),12606194.560000000521541,12606194.560000000521541
FS( 242 ),12450536.320000000298023,12450536.320000000298023
FS( 243 ),12701319.039999999105930,12701319.039999999105930
FS( 244 ),12515393.919999999925494,12515393.919999999925494
FS( 245 ),12738071.679999999701977,12738071.679999999701977
FS( 246 ),12798605.439999999478459,12798605.439999999478459
FS( 247 ),12885082.240000000223517,12885082.240000000223517
FS( 248 ),13018040.320000000298023,13018040.320000000298023
FS( 249 ),13065602.560000000521541,13065602.560000000521541
FS( 250 ),13228827.519999997690320,13228827.519999997690320
FS( 251 ),13380161.919999999925494,13380161.919999999925494
