代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11617744.998350000000
真實報酬,1617744.998350000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12335.224763765706
風險,94000.894073635645
起點值,0.131224547227
找到最佳解世代,1250
找到最佳解實驗#,1
找到最佳解次數,46

投資組合檔數,12
1476(7)[5],2324(16)[16],2330(18)[3],2408(23)[9],2412(25)[10],2884(34)[7],2887(37)[4],2892(40)[2],3008(42)[18],3481(44)[20],5880(47)[1],9999(50)[37],
FS( 40 ),881933.000000000000,852252.999999999880,895293.000000000000,927513.000000000000,867733.000000000000,850833.000000000120,896693.000000000000,857333.000000000000,833333.000000000000,905273.000000000120,854792.999999999880,833333.000000000000,10456320.000000000000
FS( 41 ),876213.000000000000,847853.000000000000,895293.000000000000,924282.999999999880,863893.000000000000,850833.000000000120,893093.000000000120,857333.000000000000,833333.000000000000,908573.000000000000,854792.999999999880,833333.000000000000,10438830.000000000000
FS( 42 ),880033.000000000000,850053.000000000000,906893.000000000000,942473.000000000000,867733.000000000000,852833.000000000120,910373.000000000000,859733.000000000000,833333.000000000000,938273.000000000120,860012.999999999880,833333.000000000000,10535080.000000000000
FS( 43 ),878133.000000000000,850053.000000000000,901093.000000000000,934143.000000000000,867733.000000000000,848333.000000000120,910373.000000000000,859733.000000000000,833333.000000000000,944873.000000000000,862912.999999999880,833333.000000000000,10524050.000000000000
FS( 44 ),880993.000000000000,850053.000000000000,904973.000000000000,909323.000000000000,863893.000000000000,848333.000000000120,913253.000000000000,859733.000000000000,833333.000000000000,948173.000000000000,860012.999999999880,833333.000000000000,10505410.000000000000
FS( 45 ),880033.000000000000,839493.000000000000,910773.000000000000,914423.000000000000,871493.000000000000,848333.000000000120,913253.000000000000,868853.000000000000,833333.000000000000,931673.000000000000,862912.999999999880,833333.000000000000,10507910.000000000000
FS( 46 ),870513.000000000000,845653.000000000000,906893.000000000000,901162.999999999880,867733.000000000000,846333.000000000120,910373.000000000000,866453.000000000000,833333.000000000000,908573.000000000000,860012.999999999880,833333.000000000000,10450370.000000000000
FS( 47 ),868593.000000000000,845653.000000000000,889493.000000000000,906093.000000000120,867733.000000000000,846333.000000000120,910373.000000000000,866453.000000000000,833333.000000000000,925073.000000000000,862912.999999999880,833333.000000000000,10455380.000000000000
FS( 48 ),885753.000000000000,845653.000000000000,891413.000000000000,901162.999999999880,867733.000000000000,846333.000000000120,910373.000000000000,868853.000000000000,833333.000000000000,908573.000000000000,860012.999999999880,833333.000000000000,10452530.000000000000
FS( 49 ),889553.000000000000,852252.999999999880,887533.000000000000,896233.000000000000,867733.000000000000,839333.000000000120,906773.000000000000,864053.000000000120,833333.000000000000,898673.000000000000,857693.000000000000,833333.000000000000,10426500.000000000000
FS( 50 ),889553.000000000000,852252.999999999880,891413.000000000000,897763.000000000000,871493.000000000000,846333.000000000120,903172.999999999880,859733.000000000000,833333.000000000000,925073.000000000000,857693.000000000000,833333.000000000000,10461150.000000000000
FS( 51 ),885753.000000000000,850053.000000000000,904973.000000000000,896233.000000000000,863893.000000000000,843833.000000000120,910373.000000000000,868853.000000000000,833333.000000000000,934973.000000000000,857693.000000000000,833333.000000000000,10483300.000000000000
FS( 52 ),880033.000000000000,854012.999999999880,910773.000000000000,929213.000000000120,867733.000000000000,843833.000000000120,903172.999999999880,870773.000000000120,833333.000000000000,941573.000000000000,857693.000000000000,833333.000000000000,10525480.000000000000
FS( 53 ),891473.000000000000,850053.000000000000,924333.000000000000,925813.000000000000,863893.000000000000,843833.000000000120,906773.000000000000,873173.000000000120,833333.000000000000,948173.000000000000,854792.999999999880,833333.000000000000,10548980.000000000000
FS( 54 ),897193.000000000000,850053.000000000000,920453.000000000000,934313.000000000000,863893.000000000000,841833.000000000120,910373.000000000000,873173.000000000120,833333.000000000000,987113.000000000000,860012.999999999880,833333.000000000000,10605080.000000000000
FS( 55 ),944833.000000000000,845653.000000000000,930133.000000000000,941113.000000000000,871493.000000000000,839333.000000000120,913253.000000000000,879893.000000000000,833333.000000000000,990412.999999999880,857693.000000000000,833333.000000000000,10680480.000000000000
FS( 56 ),941013.000000000000,835533.000000000000,926253.000000000000,936013.000000000000,871493.000000000000,839333.000000000120,913253.000000000000,886613.000000000000,833333.000000000000,1003613.000000000000,857693.000000000000,833333.000000000000,10677480.000000000000
FS( 57 ),965793.000000000000,839493.000000000000,946253.000000000000,954713.000000000120,875333.000000000000,848333.000000000120,923333.000000000000,899572.999999999880,833333.000000000000,1053113.000000000000,868132.999999999880,833333.000000000000,10840740.000000000000
FS( 58 ),956253.000000000000,850053.000000000000,932253.000000000000,973412.999999999880,875333.000000000000,852833.000000000120,923333.000000000000,908692.999999999880,833333.000000000000,1049813.000000000000,871032.999999999880,833333.000000000000,10859680.000000000000
FS( 59 ),973413.000000000000,843893.000000000000,920253.000000000000,966613.000000000000,871493.000000000000,848333.000000000120,916853.000000000120,899572.999999999880,833333.000000000000,1026713.000000000000,873353.000000000000,833333.000000000000,10807160.000000000000
FS( 60 ),971513.000000000000,850053.000000000000,926253.000000000000,964912.999999999880,867733.000000000000,852833.000000000120,919732.999999999880,908692.999999999880,833333.000000000000,1016813.000000000000,881473.000000000000,833333.000000000000,10826680.000000000000
FS( 61 ),967693.000000000000,850053.000000000000,920253.000000000000,973412.999999999880,867733.000000000000,852833.000000000120,919732.999999999880,906293.000000000000,833333.000000000000,1046513.000000000000,881473.000000000000,833333.000000000000,10852660.000000000000
FS( 62 ),1008673.000000000000,854012.999999999880,922253.000000000000,964912.999999999880,875333.000000000000,855333.000000000120,926933.000000000000,908692.999999999880,833333.000000000000,1072253.000000000200,886693.000000000000,833333.000000000000,10941760.000000000000
FS( 63 ),984853.000000000000,843893.000000000000,914253.000000000000,956412.999999999880,867733.000000000000,855333.000000000120,923333.000000000000,906293.000000000000,833333.000000000000,1043213.000000000000,884372.999999999880,833333.000000000000,10846360.000000000000
FS( 64 ),980093.000000000000,847853.000000000000,920253.000000000000,976813.000000000000,875333.000000000000,857333.000000000000,926933.000000000000,908692.999999999880,833333.000000000000,1059713.000000000000,889592.999999999880,833333.000000000000,10909280.000000000000
FS( 65 ),977233.000000000000,847853.000000000000,916253.000000000000,976813.000000000000,871493.000000000000,850833.000000000120,926933.000000000000,908692.999999999880,833333.000000000000,1043213.000000000000,889592.999999999880,833333.000000000000,10875580.000000000000
FS( 66 ),955313.000000000000,841693.000000000120,910253.000000000000,975113.000000000000,871493.000000000000,848333.000000000120,926933.000000000000,903893.000000000000,833333.000000000000,1013513.000000000100,889592.999999999880,833333.000000000000,10802800.000000000000
FS( 67 ),961973.000000000000,856213.000000000000,910253.000000000000,981912.999999999880,871493.000000000000,850833.000000000120,923333.000000000000,899572.999999999880,833333.000000000000,1010213.000000000000,884372.999999999880,833333.000000000000,10816840.000000000000
FS( 68 ),963893.000000000000,883053.000000000000,934253.000000000000,997213.000000000120,875333.000000000000,855333.000000000120,933413.000000000120,899572.999999999880,833333.000000000000,1043213.000000000000,889592.999999999880,833333.000000000000,10941540.000000000000
FS( 69 ),971513.000000000000,876893.000000000000,928253.000000000000,998912.999999999880,875333.000000000000,857333.000000000000,929813.000000000000,901972.999999999880,833333.000000000000,1046513.000000000000,894812.999999999880,833333.000000000000,10948020.000000000000
FS( 70 ),976273.000000000000,879093.000000000000,944253.000000000000,1004013.000000000000,879173.000000000000,864333.000000000120,943492.999999999880,903893.000000000000,833333.000000000000,1010213.000000000000,897712.999999999880,833333.000000000000,10969120.000000000000
FS( 71 ),974373.000000000000,883053.000000000000,938253.000000000000,1005713.000000000100,879173.000000000000,871333.000000000120,939893.000000000000,910613.000000000000,833333.000000000000,1000313.000000000000,897712.999999999880,833333.000000000000,10967100.000000000000
FS( 72 ),967693.000000000000,883053.000000000000,938253.000000000000,1038013.000000000000,883013.000000000000,873333.000000000120,953573.000000000000,917333.000000000000,833333.000000000000,990412.999999999880,908732.999999999770,833333.000000000000,11020080.000000000000
FS( 73 ),959113.000000000000,866773.000000000000,942253.000000000000,1083913.000000000000,886773.000000000000,875833.000000000120,946373.000000000000,919733.000000000000,833333.000000000000,1026713.000000000000,911052.999999999880,833333.000000000000,11085200.000000000000
FS( 74 ),969593.000000000000,862373.000000000000,944253.000000000000,1072013.000000000000,883013.000000000000,884833.000000000120,946373.000000000000,917333.000000000000,833333.000000000000,1030013.000000000000,905833.000000000000,833333.000000000000,11082300.000000000000
FS( 75 ),969593.000000000000,856213.000000000000,948253.000000000000,1075413.000000000000,879173.000000000000,886833.000000000000,936293.000000000000,915413.000000000000,833333.000000000000,980513.000000000120,900612.999999999770,833333.000000000000,11014980.000000000000
FS( 76 ),966753.000000000000,862373.000000000000,942253.000000000000,1117913.000000000000,870693.000000000000,886833.000000000000,933413.000000000120,915413.000000000000,833333.000000000000,973912.999999999880,897712.999999999880,833333.000000000000,11033940.000000000000
FS( 77 ),973413.000000000000,862373.000000000000,944253.000000000000,1146813.000000000000,870693.000000000000,884833.000000000120,939893.000000000000,917333.000000000000,833333.000000000000,977213.000000000000,900612.999999999770,833333.000000000000,11084100.000000000000
FS( 78 ),970673.000000000000,860173.000000000000,942253.000000000000,1129813.000000000000,870693.000000000000,882333.000000000000,943492.999999999880,913013.000000000000,833333.000000000000,987113.000000000000,900612.999999999770,833333.000000000000,11066840.000000000000
FS( 79 ),955673.000000000000,856213.000000000000,938253.000000000000,1109413.000000000000,870693.000000000000,880333.000000000120,939893.000000000000,906293.000000000000,833333.000000000000,964013.000000000120,894812.999999999880,833333.000000000000,10982260.000000000000
FS( 80 ),962673.000000000000,884813.000000000120,948253.000000000000,1128113.000000000000,870693.000000000000,886833.000000000000,946373.000000000000,910613.000000000000,833333.000000000000,990412.999999999880,902932.999999999880,833333.000000000000,11098380.000000000000
FS( 81 ),954673.000000000000,880413.000000000000,938253.000000000000,1119613.000000000000,866693.000000000000,882333.000000000000,939893.000000000000,908692.999999999880,833333.000000000000,967313.000000000000,894812.999999999880,833333.000000000000,11019360.000000000000
FS( 82 ),955673.000000000000,882613.000000000000,944253.000000000000,1102613.000000000000,858693.000000000000,877833.000000000120,943492.999999999880,908692.999999999880,833333.000000000000,977213.000000000000,900612.999999999770,833333.000000000000,11018360.000000000000
FS( 83 ),966673.000000000000,889213.000000000000,934253.000000000000,1112813.000000000000,858693.000000000000,884833.000000000120,943492.999999999880,915413.000000000000,833333.000000000000,970613.000000000000,902932.999999999880,833333.000000000000,11045600.000000000000
FS( 84 ),970673.000000000000,898012.999999999880,950253.000000000000,1099213.000000000000,858693.000000000000,886833.000000000000,953573.000000000000,924053.000000000120,833333.000000000000,964013.000000000120,908732.999999999770,833333.000000000000,11080720.000000000000
FS( 85 ),980673.000000000000,891413.000000000000,940253.000000000000,1095813.000000000000,858693.000000000000,884833.000000000120,949973.000000000000,924053.000000000120,833333.000000000000,954113.000000000000,905833.000000000000,833333.000000000000,11052320.000000000000
FS( 86 ),1007673.000000000000,898012.999999999880,938253.000000000000,1090713.000000000000,862693.000000000000,893833.000000000120,956453.000000000000,937972.999999999880,833333.000000000000,967313.000000000000,911052.999999999880,833333.000000000000,11130640.000000000000
FS( 87 ),1023673.000000000000,891413.000000000000,950253.000000000000,1095813.000000000000,858693.000000000000,898333.000000000120,956453.000000000000,937972.999999999880,833333.000000000000,950813.000000000000,919172.999999999880,833333.000000000000,11149260.000000000000
FS( 88 ),1020673.000000000000,882613.000000000000,956253.000000000000,1116213.000000000000,862693.000000000000,893833.000000000120,956453.000000000000,933173.000000000120,833333.000000000000,950813.000000000000,919172.999999999880,833333.000000000000,11158560.000000000000
FS( 89 ),1035673.000000000000,889213.000000000000,944253.000000000000,1099213.000000000000,858693.000000000000,906833.000000000120,953573.000000000000,925972.999999999880,833333.000000000000,924412.999999999880,913952.999999999880,833333.000000000000,11118460.000000000000
FS( 90 ),1021673.000000000000,873813.000000000120,942253.000000000000,1070313.000000000000,858693.000000000000,901833.000000000120,933413.000000000120,916373.000000000000,833333.000000000000,901313.000000000000,902932.999999999880,833333.000000000000,10989280.000000000000
FS( 91 ),1017673.000000000000,891413.000000000000,936253.000000000000,1063513.000000000000,858693.000000000000,899333.000000000000,939893.000000000000,911572.999999999880,833333.000000000000,937613.000000000000,905833.000000000000,833333.000000000000,11028460.000000000000
FS( 92 ),1001673.000000000000,882613.000000000000,930253.000000000000,1094113.000000000000,858693.000000000000,891833.000000000120,929813.000000000000,899572.999999999880,833333.000000000000,911213.000000000000,897712.999999999880,833333.000000000000,10964160.000000000000
FS( 93 ),1003673.000000000000,880413.000000000000,942253.000000000000,1097513.000000000000,862693.000000000000,894333.000000000120,923333.000000000000,906773.000000000120,833333.000000000000,927713.000000000000,897712.999999999880,833333.000000000000,11003080.000000000000
FS( 94 ),998673.000000000000,871613.000000000000,938253.000000000000,1097513.000000000000,862693.000000000000,894333.000000000120,932693.000000000000,906773.000000000120,833333.000000000000,921113.000000000000,906992.999999999880,833333.000000000000,10997320.000000000000
FS( 95 ),1015673.000000000000,869413.000000000000,942253.000000000000,1109413.000000000000,862693.000000000000,904333.000000000120,939893.000000000000,925972.999999999880,833333.000000000000,931013.000000000120,921492.999999999880,833333.000000000000,11088820.000000000000
FS( 96 ),1002673.000000000000,887012.999999999880,936253.000000000000,1095813.000000000000,862693.000000000000,904333.000000000120,932693.000000000000,921173.000000000120,833333.000000000000,921113.000000000000,915693.000000000000,833333.000000000000,11046120.000000000000
FS( 97 ),1002673.000000000000,904613.000000000000,932253.000000000000,1111113.000000000000,862693.000000000000,901833.000000000120,932693.000000000000,921173.000000000120,833333.000000000000,934313.000000000000,921492.999999999880,833333.000000000000,11091520.000000000000
FS( 98 ),984673.000000000000,920012.999999999880,944253.000000000000,1100913.000000000000,866693.000000000000,904333.000000000120,936293.000000000000,925972.999999999880,833333.000000000000,960713.000000000000,921492.999999999880,833333.000000000000,11132020.000000000000
FS( 99 ),992673.000000000000,920012.999999999880,948253.000000000000,1104313.000000000000,866693.000000000000,911833.000000000000,939893.000000000000,928373.000000000000,833333.000000000000,947513.000000000120,924392.999999999770,833333.000000000000,11150620.000000000000
FS( 100 ),1008673.000000000000,935413.000000000000,954253.000000000000,1129813.000000000000,866693.000000000000,919333.000000000120,965093.000000000120,937972.999999999880,833333.000000000000,947513.000000000120,930193.000000000000,833333.000000000000,11261620.000000000000
FS( 101 ),1005673.000000000000,946413.000000000000,956253.000000000000,1126413.000000000000,870693.000000000000,924333.000000000000,961492.999999999880,935572.999999999880,833333.000000000000,954113.000000000000,930193.000000000000,833333.000000000000,11277820.000000000000
FS( 102 ),997673.000000000000,935413.000000000000,950253.000000000000,1138313.000000000000,874693.000000000000,929333.000000000120,965093.000000000120,940373.000000000000,833333.000000000000,960713.000000000000,935992.999999999880,833333.000000000000,11294520.000000000000
FS( 103 ),990673.000000000000,937613.000000000000,950253.000000000000,1124713.000000000000,874693.000000000000,926833.000000000120,957893.000000000000,937972.999999999880,833333.000000000000,950813.000000000000,933092.999999999880,833333.000000000000,11251220.000000000000
FS( 104 ),1001673.000000000000,946413.000000000000,956253.000000000000,1133213.000000000000,878693.000000000000,939333.000000000120,965093.000000000120,940373.000000000000,833333.000000000000,973912.999999999880,933092.999999999880,833333.000000000000,11334720.000000000000
FS( 105 ),1000673.000000000000,955213.000000000000,952253.000000000000,1141713.000000000000,882693.000000000000,934333.000000000230,965093.000000000120,945173.000000000120,833333.000000000000,973912.999999999880,935992.999999999880,833333.000000000000,11353720.000000000000
FS( 106 ),1012673.000000000000,957413.000000000000,952253.000000000000,1136613.000000000200,878693.000000000000,934333.000000000230,965093.000000000120,957173.000000000120,833333.000000000000,964013.000000000120,938892.999999999770,833333.000000000000,11363820.000000000000
FS( 107 ),1000673.000000000000,950813.000000000120,956253.000000000000,1129813.000000000000,882693.000000000000,929333.000000000120,954293.000000000000,947572.999999999880,833333.000000000000,950813.000000000000,930193.000000000000,833333.000000000000,11299120.000000000000
FS( 108 ),997673.000000000000,950813.000000000120,958253.000000000000,1121313.000000000000,878693.000000000000,926833.000000000120,961492.999999999880,949972.999999999880,833333.000000000000,960713.000000000000,933092.999999999880,833333.000000000000,11305520.000000000000
FS( 109 ),967673.000000000000,966213.000000000000,954253.000000000000,1112813.000000000000,874693.000000000000,921833.000000000230,947093.000000000120,949972.999999999880,833333.000000000000,944213.000000000000,930193.000000000000,833333.000000000000,11235620.000000000000
FS( 110 ),972673.000000000000,950813.000000000120,954253.000000000000,1100913.000000000000,878693.000000000000,916833.000000000120,950693.000000000000,949972.999999999880,833333.000000000000,944213.000000000000,927292.999999999880,833333.000000000000,11213020.000000000000
FS( 111 ),976673.000000000000,968413.000000000000,958253.000000000000,1138313.000000000000,882693.000000000000,921833.000000000230,954293.000000000000,952373.000000000000,833333.000000000000,957412.999999999880,933092.999999999880,833333.000000000000,11310020.000000000000
FS( 112 ),948673.000000000000,966213.000000000000,954253.000000000000,1133213.000000000000,878693.000000000000,914333.000000000120,954293.000000000000,949972.999999999880,833333.000000000000,944213.000000000000,930193.000000000000,833333.000000000000,11240720.000000000000
FS( 113 ),955673.000000000000,981613.000000000000,962253.000000000000,1197813.000000000000,878693.000000000000,916833.000000000120,957893.000000000000,954773.000000000120,833333.000000000000,940912.999999999880,933092.999999999880,833333.000000000000,11346220.000000000000
FS( 114 ),941673.000000000000,972813.000000000120,958253.000000000000,1168913.000000000000,874693.000000000000,916833.000000000120,950693.000000000000,949972.999999999880,833333.000000000000,950813.000000000000,927292.999999999880,833333.000000000000,11278620.000000000000
