代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12091750.000000000000
真實報酬,2091750.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,14776.487015210056
風險,172875.349013316500
起點值,0.085474806556
找到最佳解世代,1977
找到最佳解實驗#,1
找到最佳解次數,45

投資組合檔數,2
2002(7)[4],2354(20)[1],
FS( 36 ),5090090.000000000000,5478160.000000000000,10568250.000000000000
FS( 37 ),5099330.000000000000,5521160.000000000000,10620490.000000000000
FS( 38 ),5120120.000000000000,5485900.000000000000,10606020.000000000000
FS( 39 ),5168630.000000000000,5442900.000000000000,10611530.000000000000
FS( 40 ),5219450.000000000000,5406780.000000000000,10626230.000000000000
FS( 41 ),5249480.000000000000,5414520.000000000000,10664000.000000000000
FS( 42 ),5189420.000000000000,5393020.000000000000,10582440.000000000000
FS( 43 ),5189420.000000000000,5335400.000000000000,10524820.000000000000
FS( 44 ),5207900.000000000000,5342280.000000000000,10550180.000000000000
FS( 45 ),5147840.000000000000,5221020.000000000000,10368860.000000000000
FS( 46 ),5129360.000000000000,5192640.000000000000,10322000.000000000000
FS( 47 ),5168630.000000000000,5221020.000000000000,10389650.000000000000
FS( 48 ),5129360.000000000000,5192640.000000000000,10322000.000000000000
FS( 49 ),5159390.000000000000,5178020.000000000000,10337410.000000000000
FS( 50 ),5198660.000000000000,5221020.000000000000,10419680.000000000000
FS( 51 ),5228690.000000000000,5414520.000000000000,10643210.000000000000
FS( 52 ),5261030.000000000000,5449780.000000000000,10710810.000000000000
FS( 53 ),5281820.000000000000,5485900.000000000000,10767720.000000000000
FS( 54 ),5281820.000000000000,5571040.000000000000,10852860.000000000000
FS( 55 ),5344190.000000000000,5542660.000000000000,10886850.000000000000
FS( 56 ),5397320.000000000000,5528040.000000000000,10925360.000000000000
FS( 57 ),5385770.000000000000,5514280.000000000000,10900050.000000000000
FS( 58 ),5427350.000000000000,5557280.000000000000,10984630.000000000000
FS( 59 ),5427350.000000000000,5557280.000000000000,10984630.000000000000
FS( 60 ),5427350.000000000000,5535780.000000000000,10963130.000000000000
FS( 61 ),5448140.000000000000,5549540.000000000000,10997680.000000000000
FS( 62 ),5448140.000000000000,5733580.000000000000,11181720.000000000000
FS( 63 ),5406560.000000000000,5749060.000000000900,11155620.000000000000
FS( 64 ),5438900.000000000000,5779160.000000000000,11218060.000000000000
FS( 65 ),5438900.000000000000,5741320.000000000000,11180220.000000000000
FS( 66 ),5448140.000000000000,5749060.000000000900,11197200.000000000000
FS( 67 ),5448140.000000000000,5711219.999999999100,11159360.000000000000
FS( 68 ),5459690.000000000000,5688000.000000000000,11147690.000000000000
FS( 69 ),5480480.000000000000,5756799.999999999100,11237280.000000000000
FS( 70 ),5459690.000000000000,5688000.000000000000,11147690.000000000000
FS( 71 ),5489720.000000000000,5650160.000000000000,11139880.000000000000
FS( 72 ),5468930.000000000000,5604580.000000000000,11073510.000000000000
FS( 73 ),5468930.000000000000,5620060.000000000900,11088990.000000000000
FS( 74 ),5418110.000000000000,5543520.000000000000,10961630.000000000000
FS( 75 ),5489720.000000000000,5596839.999999999100,11086560.000000000000
FS( 76 ),5575190.000000000000,5718960.000000000000,11294150.000000000000
FS( 77 ),5552090.000000000000,5718960.000000000000,11271050.000000000000
FS( 78 ),5531300.000000000000,5695740.000000000000,11227040.000000000000
FS( 79 ),5459690.000000000000,5718960.000000000000,11178650.000000000000
FS( 80 ),5522060.000000000000,5824740.000000000000,11346800.000000000000
FS( 81 ),5480480.000000000000,5733580.000000000000,11214060.000000000000
FS( 82 ),5448140.000000000000,5733580.000000000000,11181720.000000000000
FS( 83 ),5364980.000000000000,5764540.000000000000,11129520.000000000000
FS( 84 ),5448140.000000000000,5764540.000000000000,11212680.000000000000
FS( 85 ),5406560.000000000000,5810120.000000000000,11216680.000000000000
FS( 86 ),5323400.000000000000,5810120.000000000000,11133520.000000000000
FS( 87 ),5344190.000000000000,5847960.000000000000,11192150.000000000000
FS( 88 ),5332640.000000000000,5901280.000000000000,11233920.000000000000
FS( 89 ),5397320.000000000000,5893540.000000000000,11290860.000000000000
FS( 90 ),5374220.000000000000,5870320.000000000000,11244540.000000000000
FS( 91 ),5427350.000000000000,5863440.000000000900,11290790.000000000000
FS( 92 ),5344190.000000000000,5680259.999999999100,11024450.000000000000
FS( 93 ),5364980.000000000000,5817000.000000000000,11181980.000000000000
FS( 94 ),5397320.000000000000,5711219.999999999100,11108540.000000000000
FS( 95 ),5397320.000000000000,5711219.999999999100,11108540.000000000000
FS( 96 ),5281820.000000000000,5528900.000000000000,10810720.000000000000
FS( 97 ),5323400.000000000000,5718960.000000000000,11042360.000000000000
FS( 98 ),5397320.000000000000,5711219.999999999100,11108540.000000000000
FS( 99 ),5418110.000000000000,5749060.000000000900,11167170.000000000000
FS( 100 ),5406560.000000000000,5779160.000000000000,11185720.000000000000
FS( 101 ),5397320.000000000000,5733580.000000000000,11130900.000000000000
FS( 102 ),5427350.000000000000,5733580.000000000000,11160930.000000000000
FS( 103 ),5427350.000000000000,5901280.000000000000,11328630.000000000000
FS( 104 ),5448140.000000000000,5901280.000000000000,11349420.000000000000
FS( 105 ),5459690.000000000000,6105960.000000000000,11565650.000000000000
FS( 106 ),5489720.000000000000,6204860.000000000900,11694580.000000000000
FS( 107 ),5480480.000000000000,6242700.000000000000,11723180.000000000000
FS( 108 ),5438900.000000000000,6242700.000000000000,11681600.000000000000
FS( 109 ),5468930.000000000000,6250440.000000000900,11719370.000000000000
FS( 110 ),5468930.000000000000,6113700.000000000000,11582630.000000000000
FS( 111 ),5418110.000000000000,6235820.000000000000,11653930.000000000000
FS( 112 ),5480480.000000000000,6273660.000000000000,11754140.000000000000
FS( 113 ),5448140.000000000000,6319240.000000000000,11767380.000000000000
FS( 114 ),5418110.000000000000,6281400.000000000900,11699510.000000000000
FS( 115 ),5406560.000000000000,6418139.999999999100,11824700.000000000000
FS( 116 ),5418110.000000000000,6357080.000000000000,11775190.000000000000
FS( 117 ),5406560.000000000000,6380299.999999999100,11786860.000000000000
FS( 118 ),5418110.000000000000,6394920.000000000000,11813030.000000000000
FS( 119 ),5438900.000000000000,6509299.999999999100,11948200.000000000000
FS( 120 ),5448140.000000000000,6622820.000000000000,12070960.000000000000
FS( 121 ),5397320.000000000000,6707100.000000000900,12104420.000000000000
FS( 122 ),5448140.000000000000,6615940.000000000900,12064080.000000000000
FS( 123 ),5418110.000000000000,6737200.000000000000,12155310.000000000000
FS( 124 ),5448140.000000000000,6661520.000000000900,12109660.000000000000
FS( 125 ),5468930.000000000000,6661520.000000000900,12130450.000000000000
FS( 126 ),5468930.000000000000,6622820.000000000000,12091750.000000000000
