代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12292160.000000000000
真實報酬,2292160.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,18473.231490689621
風險,184213.186817756620
起點值,0.100281808321
找到最佳解世代,1626
找到最佳解實驗#,1
找到最佳解次數,38

投資組合檔數,3
1101(0)[5],2301(13)[4],2330(20)[1],
FS( 100 ),3993573.000000000000,3714012.999999999500,4008613.000000000000,11716200.000000000000
FS( 101 ),3988333.000000000000,3723933.000000000500,4008613.000000000000,11720880.000000000000
FS( 102 ),3993573.000000000000,3737573.000000000000,3965373.000000000000,11696520.000000000000
FS( 103 ),4004053.000000000500,3732613.000000000000,3929493.000000000000,11666160.000000000000
FS( 104 ),4018463.000000000000,3746253.000000000000,3941453.000000000000,11706170.000000000000
FS( 105 ),4055143.000000000500,3761132.999999999500,4008613.000000000000,11824890.000000000000
FS( 106 ),4074793.000000000000,3756173.000000000000,4028393.000000000000,11859360.000000000000
FS( 107 ),4085272.999999999500,3945893.000000000000,4028393.000000000000,12059560.000000000000
FS( 108 ),4100993.000000000000,3969453.000000000000,4028393.000000000000,12098840.000000000000
FS( 109 ),4141602.999999999500,3997973.000000000000,4087733.000000000000,12227310.000000000000
FS( 110 ),4069553.000000000500,3993013.000000000000,4087733.000000000000,12150300.000000000000
FS( 111 ),4009293.000000000000,3945893.000000000000,4166393.000000000500,12121580.000000000000
FS( 112 ),3988333.000000000000,3945893.000000000000,4245513.000000000000,12179740.000000000000
FS( 113 ),3988333.000000000000,3945893.000000000000,4245513.000000000000,12179740.000000000000
FS( 114 ),3916283.000000000000,4081052.999999999500,4324633.000000000000,12321970.000000000000
FS( 115 ),3829823.000000000000,4118253.000000000000,4245513.000000000000,12193590.000000000000
FS( 116 ),3916283.000000000000,4123213.000000000000,4186173.000000000500,12225670.000000000000
FS( 117 ),3937243.000000000000,4048813.000000000000,4245513.000000000000,12231570.000000000000
FS( 118 ),3911043.000000000000,4038893.000000000000,4166393.000000000500,12116330.000000000000
FS( 119 ),3875673.000000000000,4033933.000000000500,4107513.000000000500,12017120.000000000000
FS( 120 ),3896633.000000000000,4248453.000000000000,4147073.000000000000,12292160.000000000000
