代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11656569.996700000000
真實報酬,1656569.996700000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13365.537153845806
風險,65863.133014815918
起點值,0.202928961045
找到最佳解世代,1383
找到最佳解實驗#,1
找到最佳解次數,45

投資組合檔數,15
1216(2)[7],2324(16)[18],2330(18)[3],2408(23)[9],2412(25)[21],2454(26)[4],2823(29)[14],2884(34)[5],2887(37)[8],2891(39)[12],2892(40)[2],3008(42)[25],3045(43)[30],5880(47)[1],9999(50)[41],
FS( 7 ),675905.999999999880,666666.000000000000,692796.000000000000,684996.000000000000,675246.000000000230,630515.999999999880,668916.000000000000,663156.000000000000,669516.000000000000,671846.000000000000,666666.000000000000,666666.000000000000,672366.000000000120,673105.999999999880,666666.000000000000,10045040.000000000000
FS( 8 ),682866.000000000120,652046.000000000000,698616.000000000120,677456.000000000000,675246.000000000230,643535.999999999880,667666.000000000000,666666.000000000000,674646.000000000000,675176.000000000000,668566.000000000000,666666.000000000000,680946.000000000000,673105.999999999880,666666.000000000000,10069880.000000000000
FS( 9 ),676986.000000000000,655446.000000000000,694236.000000000000,687596.000000000000,681006.000000000000,646416.000000000000,676666.000000000000,668616.000000000000,677496.000000000230,680726.000000000000,668566.000000000000,666666.000000000000,683826.000000000120,673105.999999999880,666666.000000000000,10104030.000000000000
FS( 10 ),676986.000000000000,666666.000000000000,694236.000000000000,720356.000000000120,683886.000000000000,646416.000000000000,674416.000000000000,668616.000000000000,687756.000000000230,687755.999999999880,673886.000000000000,666666.000000000000,680946.000000000000,675406.000000000000,666666.000000000000,10170670.000000000000
FS( 11 ),683946.000000000000,666666.000000000000,689886.000000000000,700206.000000000000,683886.000000000000,637745.999999999880,686666.000000000000,670176.000000000000,690606.000000000120,694786.000000000000,668566.000000000000,666666.000000000000,680946.000000000000,675406.000000000000,666666.000000000000,10162830.000000000000
FS( 12 ),682866.000000000120,668366.000000000000,688446.000000000000,691366.000000000000,683886.000000000000,642065.999999999880,696916.000000000000,677195.999999999880,705996.000000000230,692936.000000000000,671986.000000000000,666666.000000000000,678126.000000000120,677706.000000000120,666666.000000000000,10191200.000000000000
FS( 13 ),682866.000000000120,673126.000000000000,687005.999999999880,682526.000000000000,683886.000000000000,642065.999999999880,683416.000000000000,677195.999999999880,690606.000000000120,687755.999999999880,670466.000000000000,666666.000000000000,680946.000000000000,675406.000000000000,666666.000000000000,10150610.000000000000
FS( 14 ),681666.000000000000,676186.000000000000,685535.999999999880,682526.000000000000,681006.000000000000,640625.999999999880,686666.000000000000,675636.000000000000,690606.000000000120,678876.000000000000,670466.000000000000,666666.000000000000,678126.000000000120,675406.000000000000,666666.000000000000,10136670.000000000000
FS( 15 ),673626.000000000000,668366.000000000000,691356.000000000000,678626.000000000000,683886.000000000000,630515.999999999880,683416.000000000000,675636.000000000000,692886.000000000230,684056.000000000000,675406.000000000000,666666.000000000000,680946.000000000000,675406.000000000000,666666.000000000000,10127470.000000000000
FS( 16 ),676986.000000000000,676186.000000000000,691356.000000000000,681226.000000000120,683886.000000000000,627605.999999999880,684666.000000000000,677195.999999999880,690606.000000000120,673696.000000000000,671986.000000000000,666666.000000000000,678126.000000000120,675406.000000000000,666666.000000000000,10122270.000000000000
FS( 17 ),681666.000000000000,668366.000000000000,692796.000000000000,686296.000000000000,683886.000000000000,652205.999999999880,682416.000000000000,675636.000000000000,695736.000000000230,673696.000000000000,671986.000000000000,666666.000000000000,672366.000000000120,673105.999999999880,666666.000000000000,10143500.000000000000
FS( 18 ),706026.000000000120,668366.000000000000,697146.000000000000,686296.000000000000,689586.000000000120,686916.000000000000,687916.000000000000,677195.999999999880,700866.000000000230,685906.000000000000,673886.000000000000,666666.000000000000,672366.000000000120,677706.000000000120,666666.000000000000,10243520.000000000000
FS( 19 ),718746.000000000000,666666.000000000000,697146.000000000000,683696.000000000000,689586.000000000120,689796.000000000000,685666.000000000000,679146.000000000000,700866.000000000230,685906.000000000000,675406.000000000000,666666.000000000000,675246.000000000230,677706.000000000120,666666.000000000000,10258920.000000000000
FS( 20 ),712866.000000000120,653746.000000000000,685535.999999999880,686296.000000000000,692466.000000000230,691235.999999999880,673416.000000000000,673685.999999999880,711126.000000000230,675176.000000000000,675406.000000000000,666666.000000000000,669546.000000000120,671266.000000000000,666666.000000000000,10205110.000000000000
FS( 21 ),707106.000000000000,666666.000000000000,697146.000000000000,693836.000000000000,695346.000000000120,685475.999999999880,673416.000000000000,673685.999999999880,711126.000000000230,675176.000000000000,675406.000000000000,666666.000000000000,675246.000000000230,675406.000000000000,666666.000000000000,10238380.000000000000
FS( 22 ),711785.999999999880,668366.000000000000,702966.000000000000,720356.000000000120,695346.000000000120,702815.999999999880,677916.000000000000,675636.000000000000,713976.000000000120,680726.000000000000,675406.000000000000,666666.000000000000,675246.000000000230,675406.000000000000,666666.000000000000,10309290.000000000000
FS( 23 ),708306.000000000000,664966.000000000000,702966.000000000000,717885.999999999880,692466.000000000230,707166.000000000000,677916.000000000000,675636.000000000000,711126.000000000230,684056.000000000000,675406.000000000000,666666.000000000000,675246.000000000230,675406.000000000000,666666.000000000000,10301890.000000000000
FS( 24 ),706026.000000000120,666666.000000000000,711666.000000000000,731796.000000000000,695346.000000000120,728855.999999999880,673416.000000000000,677195.999999999880,724806.000000000120,682576.000000000120,677306.000000000000,666666.000000000000,678126.000000000120,679546.000000000000,666666.000000000000,10366670.000000000000
FS( 25 ),706026.000000000120,666666.000000000000,707316.000000000000,725426.000000000000,695346.000000000120,734645.999999999880,673416.000000000000,673685.999999999880,724806.000000000120,682576.000000000120,677306.000000000000,666666.000000000000,675246.000000000230,681846.000000000000,666666.000000000000,10357650.000000000000
FS( 26 ),716346.000000000000,666666.000000000000,710226.000000000000,706446.000000000000,692466.000000000230,754895.999999999880,671166.000000000000,673685.999999999880,727086.000000000120,680726.000000000000,677306.000000000000,666666.000000000000,675246.000000000230,679546.000000000000,666666.000000000000,10365150.000000000000
FS( 27 ),702546.000000000000,658506.000000000000,714576.000000000000,710346.000000000000,698166.000000000000,760655.999999999880,673416.000000000000,673685.999999999880,727086.000000000120,684056.000000000000,684526.000000000120,666666.000000000000,675246.000000000230,681846.000000000000,666666.000000000000,10378000.000000000000
FS( 28 ),697866.000000000120,663266.000000000000,711666.000000000000,700206.000000000000,695346.000000000120,750546.000000000000,667666.000000000000,672126.000000000000,724806.000000000120,684056.000000000000,682626.000000000000,666666.000000000000,675246.000000000230,679546.000000000000,666666.000000000000,10338310.000000000000
FS( 29 ),694386.000000000000,663266.000000000000,698616.000000000120,703976.000000000120,695346.000000000120,744755.999999999880,668916.000000000000,672126.000000000000,724806.000000000120,684056.000000000000,682626.000000000000,666666.000000000000,672366.000000000120,681846.000000000000,666666.000000000000,10320430.000000000000
FS( 30 ),703626.000000000000,663266.000000000000,700056.000000000000,700206.000000000000,695346.000000000120,740435.999999999880,669916.000000000000,672126.000000000000,724806.000000000120,685906.000000000000,684526.000000000120,666666.000000000000,675246.000000000230,679546.000000000000,666666.000000000000,10328350.000000000000
FS( 31 ),706026.000000000120,668366.000000000000,697146.000000000000,696436.000000000000,695346.000000000120,749105.999999999880,668916.000000000000,666666.000000000000,721956.000000000120,684056.000000000000,680726.000000000000,666666.000000000000,675246.000000000230,677706.000000000120,666666.000000000000,10321040.000000000000
FS( 32 ),696666.000000000000,668366.000000000000,700056.000000000000,697606.000000000120,698166.000000000000,751985.999999999880,667666.000000000000,672126.000000000000,719106.000000000120,684056.000000000000,677306.000000000000,666666.000000000000,672366.000000000120,677706.000000000120,666666.000000000000,10316520.000000000000
FS( 33 ),695586.000000000000,666666.000000000000,710226.000000000000,696436.000000000000,692466.000000000230,757775.999999999880,668916.000000000000,670176.000000000000,724806.000000000120,682576.000000000120,684526.000000000120,666666.000000000000,675246.000000000230,677706.000000000120,666666.000000000000,10336450.000000000000
FS( 34 ),694386.000000000000,669725.999999999880,714576.000000000000,721656.000000000000,695346.000000000120,765005.999999999880,675666.000000000000,670176.000000000000,719106.000000000120,687755.999999999880,686046.000000000000,666666.000000000000,678126.000000000120,677706.000000000120,666666.000000000000,10388620.000000000000
FS( 35 ),695586.000000000000,666666.000000000000,724746.000000000120,719056.000000000000,692466.000000000230,770796.000000000000,675666.000000000000,670176.000000000000,721956.000000000120,689605.999999999880,687946.000000000120,666666.000000000000,680946.000000000000,675406.000000000000,666666.000000000000,10404360.000000000000
FS( 36 ),702546.000000000000,666666.000000000000,721836.000000000120,725556.000000000000,692466.000000000230,805505.999999999880,673416.000000000000,668616.000000000000,724806.000000000120,684056.000000000000,687946.000000000120,666666.000000000000,683826.000000000120,679546.000000000000,666666.000000000000,10450130.000000000000
FS( 37 ),717546.000000000000,663266.000000000000,729096.000000000000,730755.999999999880,698166.000000000000,809825.999999999770,676666.000000000000,666666.000000000000,727086.000000000120,687755.999999999880,693265.999999999880,666666.000000000000,686646.000000000120,677706.000000000120,666666.000000000000,10497790.000000000000
FS( 38 ),718746.000000000000,655446.000000000000,726186.000000000000,726856.000000000120,698166.000000000000,793925.999999999770,672166.000000000000,666666.000000000000,727086.000000000120,684056.000000000000,698585.999999999880,666666.000000000000,683826.000000000120,677706.000000000120,666666.000000000000,10462760.000000000000
FS( 39 ),723306.000000000000,658506.000000000000,741186.000000000000,741156.000000000000,701046.000000000120,805505.999999999880,685666.000000000000,673685.999999999880,735066.000000000120,698116.000000000000,708845.999999999880,666666.000000000000,686646.000000000120,685986.000000000000,666666.000000000000,10578060.000000000000
FS( 40 ),725586.000000000000,666666.000000000000,730686.000000000000,755456.000000000000,701046.000000000120,806945.999999999880,686666.000000000000,677195.999999999880,735066.000000000120,698116.000000000000,716066.000000000000,666666.000000000000,686646.000000000120,688286.000000000000,666666.000000000000,10607770.000000000000
FS( 41 ),729065.999999999880,661906.000000000120,721686.000000000000,750255.999999999880,698166.000000000000,789605.999999999880,682416.000000000000,673685.999999999880,729936.000000000120,694786.000000000000,708845.999999999880,666666.000000000000,686646.000000000120,690126.000000000000,666666.000000000000,10550470.000000000000
FS( 42 ),718746.000000000000,666666.000000000000,726186.000000000000,748956.000000000000,695346.000000000120,799715.999999999880,690166.000000000000,677195.999999999880,732216.000000000120,701816.000000000120,716066.000000000000,666666.000000000000,680946.000000000000,696566.000000000120,666666.000000000000,10583930.000000000000
FS( 43 ),723306.000000000000,666666.000000000000,721686.000000000000,755456.000000000000,695346.000000000120,779465.999999999880,691166.000000000000,677195.999999999880,732216.000000000120,703666.000000000000,714166.000000000000,666666.000000000000,683826.000000000120,696566.000000000120,666666.000000000000,10574070.000000000000
FS( 44 ),724506.000000000000,669725.999999999880,723186.000000000000,748956.000000000000,701046.000000000120,799715.999999999880,690166.000000000000,679146.000000000000,737916.000000000000,705146.000000000000,716066.000000000000,666666.000000000000,686646.000000000120,700706.000000000120,666666.000000000000,10616270.000000000000
FS( 45 ),718746.000000000000,661906.000000000120,717186.000000000000,742456.000000000000,695346.000000000120,788136.000000000000,695666.000000000000,679146.000000000000,735066.000000000120,708846.000000000000,714166.000000000000,666666.000000000000,683826.000000000120,698866.000000000000,666666.000000000000,10572700.000000000000
FS( 46 ),723306.000000000000,664966.000000000000,721686.000000000000,758056.000000000000,701046.000000000120,792485.999999999880,705916.000000000000,680705.999999999880,737916.000000000000,712176.000000000000,716066.000000000000,666666.000000000000,686646.000000000120,703006.000000000000,666666.000000000000,10637320.000000000000
FS( 47 ),724506.000000000000,664966.000000000000,718686.000000000000,758056.000000000000,698166.000000000000,784985.999999999880,705916.000000000000,675636.000000000000,737916.000000000000,710696.000000000000,716066.000000000000,666666.000000000000,686646.000000000120,703006.000000000000,666666.000000000000,10618590.000000000000
FS( 48 ),715266.000000000000,660206.000000000000,714186.000000000000,756755.999999999880,698166.000000000000,775985.999999999880,694666.000000000000,673685.999999999880,737916.000000000000,703666.000000000000,712265.999999999880,666666.000000000000,683826.000000000120,703006.000000000000,666666.000000000000,10562940.000000000000
FS( 49 ),712866.000000000120,671426.000000000000,714186.000000000000,761956.000000000000,698166.000000000000,766985.999999999880,750666.000000000000,675636.000000000000,735066.000000000120,703666.000000000000,708845.999999999880,666666.000000000000,675246.000000000230,698866.000000000000,666666.000000000000,10606920.000000000000
FS( 50 ),715266.000000000000,692166.000000000000,732186.000000000000,773656.000000000000,701046.000000000120,787985.999999999880,731666.000000000000,679146.000000000000,743046.000000000120,712176.000000000000,708845.999999999880,666666.000000000000,672846.000000000120,703006.000000000000,666666.000000000000,10686380.000000000000
FS( 51 ),714065.999999999880,687406.000000000120,727686.000000000000,774956.000000000000,701046.000000000120,789485.999999999880,730416.000000000000,680705.999999999880,740196.000000000120,715876.000000000000,710746.000000000000,666666.000000000000,672846.000000000120,707146.000000000000,666666.000000000000,10685920.000000000000
FS( 52 ),715266.000000000000,689106.000000000000,739686.000000000000,778856.000000000120,703926.000000000120,781985.999999999880,732666.000000000000,686166.000000000000,751026.000000000000,728086.000000000000,712265.999999999880,666666.000000000000,675846.000000000120,709446.000000000000,666666.000000000000,10737670.000000000000
FS( 53 ),716346.000000000000,692166.000000000000,735186.000000000000,780156.000000000000,703926.000000000120,789485.999999999880,732666.000000000000,691626.000000000000,748176.000000000120,729936.000000000000,717585.999999999880,666666.000000000000,669846.000000000120,709446.000000000000,666666.000000000000,10749890.000000000000
FS( 54 ),714065.999999999880,692166.000000000000,735186.000000000000,804856.000000000120,706806.000000000120,789485.999999999880,733666.000000000000,693185.999999999880,759006.000000000230,737336.000000000000,722906.000000000000,666666.000000000000,666846.000000000120,718186.000000000000,666666.000000000000,10807040.000000000000
FS( 55 ),715266.000000000000,679586.000000000000,738186.000000000000,839956.000000000000,709626.000000000230,778985.999999999880,734916.000000000000,695136.000000000000,753306.000000000120,726236.000000000000,724806.000000000000,666666.000000000000,672846.000000000120,720026.000000000000,666666.000000000000,10822220.000000000000
FS( 56 ),715266.000000000000,676186.000000000000,739686.000000000000,830856.000000000120,706806.000000000120,808985.999999999880,739416.000000000000,702156.000000000000,753306.000000000120,733636.000000000000,722906.000000000000,666666.000000000000,669846.000000000120,715886.000000000000,666666.000000000000,10848280.000000000000
FS( 57 ),711785.999999999880,671426.000000000000,742686.000000000000,833456.000000000000,703926.000000000120,802985.999999999880,739416.000000000000,703715.999999999880,745326.000000000120,728086.000000000000,721386.000000000000,666666.000000000000,672846.000000000120,711745.999999999880,666666.000000000000,10822130.000000000000
FS( 58 ),711785.999999999880,676186.000000000000,738186.000000000000,865956.000000000000,697566.000000000120,792485.999999999880,734916.000000000000,703715.999999999880,743046.000000000120,722536.000000000000,721386.000000000000,666666.000000000000,672846.000000000120,709446.000000000000,666666.000000000000,10823400.000000000000
FS( 59 ),718746.000000000000,676186.000000000000,739686.000000000000,888056.000000000000,697566.000000000120,786485.999999999880,728166.000000000000,702156.000000000000,748176.000000000120,718836.000000000000,722906.000000000000,666666.000000000000,678846.000000000120,711745.999999999880,666666.000000000000,10850900.000000000000
FS( 60 ),715266.000000000000,674486.000000000000,738186.000000000000,875056.000000000000,697566.000000000120,793985.999999999880,734916.000000000000,700205.999999999880,751026.000000000000,713286.000000000000,719486.000000000000,666666.000000000000,672846.000000000120,711745.999999999880,666666.000000000000,10831400.000000000000
FS( 61 ),717546.000000000000,671426.000000000000,735186.000000000000,859456.000000000000,697566.000000000120,802985.999999999880,731666.000000000000,698646.000000000000,748176.000000000120,715136.000000000000,714166.000000000000,666666.000000000000,672846.000000000120,707146.000000000000,666666.000000000000,10805290.000000000000
FS( 62 ),717546.000000000000,693526.000000000120,742686.000000000000,873755.999999999880,697566.000000000120,814985.999999999880,733666.000000000000,703715.999999999880,753306.000000000120,722536.000000000000,717585.999999999880,666666.000000000000,678846.000000000120,713586.000000000000,666666.000000000000,10896650.000000000000
FS( 63 ),693186.000000000000,690126.000000000000,735186.000000000000,867255.999999999880,694566.000000000120,825485.999999999880,729416.000000000000,700205.999999999880,748176.000000000120,722536.000000000000,716066.000000000000,666666.000000000000,675846.000000000120,707146.000000000000,666666.000000000000,10838540.000000000000
FS( 64 ),686346.000000000000,691826.000000000000,739686.000000000000,854255.999999999880,688566.000000000120,823985.999999999880,728166.000000000000,696695.999999999880,751026.000000000000,718836.000000000000,716066.000000000000,666666.000000000000,678846.000000000120,711745.999999999880,666666.000000000000,10819390.000000000000
FS( 65 ),700146.000000000120,696926.000000000000,732186.000000000000,862056.000000000000,688566.000000000120,903485.999999999880,731666.000000000000,702156.000000000000,751026.000000000000,707736.000000000000,721386.000000000000,666666.000000000000,678846.000000000120,713586.000000000000,666666.000000000000,10923110.000000000000
FS( 66 ),697866.000000000120,703725.999999999880,744186.000000000000,851656.000000000000,688566.000000000120,925985.999999999880,729416.000000000000,703715.999999999880,759006.000000000230,715136.000000000000,728226.000000000000,666666.000000000000,678846.000000000120,718186.000000000000,666666.000000000000,10977860.000000000000
FS( 67 ),707466.000000000000,698626.000000000000,736686.000000000000,849056.000000000000,688566.000000000120,898985.999999999880,729416.000000000000,702156.000000000000,756156.000000000000,707736.000000000000,728226.000000000000,666666.000000000000,675846.000000000120,715886.000000000000,666666.000000000000,10928150.000000000000
FS( 68 ),711065.999999999880,703725.999999999880,735186.000000000000,845156.000000000000,691566.000000000120,895985.999999999880,729416.000000000000,709176.000000000000,761286.000000000000,715136.000000000000,739246.000000000000,666666.000000000000,675846.000000000120,720026.000000000000,666666.000000000000,10966160.000000000000
FS( 69 ),706266.000000000000,698626.000000000000,744186.000000000000,849056.000000000000,688566.000000000120,892985.999999999880,734916.000000000000,712685.999999999880,761286.000000000000,720686.000000000000,739246.000000000000,666666.000000000000,675846.000000000120,726466.000000000000,666666.000000000000,10984160.000000000000
FS( 70 ),708666.000000000000,691826.000000000000,748686.000000000000,864656.000000000000,691566.000000000120,886985.999999999880,735916.000000000000,709176.000000000000,761286.000000000000,720686.000000000000,735446.000000000120,666666.000000000000,675846.000000000120,726466.000000000000,666666.000000000000,10990550.000000000000
FS( 71 ),706266.000000000000,696926.000000000000,739686.000000000000,851656.000000000000,688566.000000000120,877985.999999999880,730416.000000000000,719316.000000000000,759006.000000000230,715136.000000000000,729746.000000000000,666666.000000000000,675846.000000000120,722326.000000000000,666666.000000000000,10946220.000000000000
FS( 72 ),711065.999999999880,685026.000000000120,738186.000000000000,829556.000000000000,688566.000000000120,865985.999999999880,725916.000000000000,715416.000000000000,743046.000000000120,704036.000000000000,722146.000000000000,666666.000000000000,678846.000000000120,713586.000000000000,666666.000000000000,10854720.000000000000
FS( 73 ),709866.000000000120,698626.000000000000,733686.000000000000,824356.000000000120,688566.000000000120,883985.999999999880,722666.000000000000,713465.999999999880,748176.000000000120,711436.000000000000,718345.999999999880,666666.000000000000,672846.000000000120,715886.000000000000,666666.000000000000,10875250.000000000000
FS( 74 ),707466.000000000000,691826.000000000000,729186.000000000000,847755.999999999880,688566.000000000120,865985.999999999880,720416.000000000000,707616.000000000000,740196.000000000120,711436.000000000000,708845.999999999880,666666.000000000000,675846.000000000120,709446.000000000000,666666.000000000000,10837930.000000000000
FS( 75 ),726666.000000000000,690126.000000000000,738186.000000000000,850356.000000000120,691566.000000000120,840485.999999999880,733666.000000000000,709566.000000000000,735066.000000000120,718836.000000000000,714546.000000000000,666666.000000000000,675846.000000000120,709446.000000000000,666666.000000000000,10867700.000000000000
FS( 76 ),730266.000000000000,683326.000000000000,735186.000000000000,850356.000000000120,691566.000000000120,844985.999999999880,740416.000000000000,709566.000000000000,742476.000000000120,722536.000000000000,714546.000000000000,666666.000000000000,675846.000000000120,716806.000000000000,666666.000000000000,10891220.000000000000
FS( 77 ),735065.999999999880,681626.000000000000,738186.000000000000,859456.000000000000,691566.000000000120,841985.999999999880,753916.000000000000,717366.000000000000,748176.000000000120,726236.000000000000,729746.000000000000,666666.000000000000,678846.000000000120,728306.000000000000,666666.000000000000,10963820.000000000000
FS( 78 ),737466.000000000000,695225.999999999880,733686.000000000000,849056.000000000000,691566.000000000120,828485.999999999880,752916.000000000000,717366.000000000000,742476.000000000120,720686.000000000000,725946.000000000120,666666.000000000000,672846.000000000120,723706.000000000120,666666.000000000000,10924770.000000000000
FS( 79 ),733866.000000000120,708826.000000000000,730686.000000000000,860755.999999999880,691566.000000000120,841985.999999999880,749416.000000000000,715416.000000000000,742476.000000000120,720686.000000000000,725946.000000000120,666666.000000000000,678846.000000000120,728306.000000000000,666666.000000000000,10962120.000000000000
FS( 80 ),742266.000000000000,720725.999999999880,739686.000000000000,852956.000000000000,694566.000000000120,837485.999999999880,744916.000000000000,717366.000000000000,745326.000000000120,722536.000000000000,729746.000000000000,666666.000000000000,672846.000000000120,728306.000000000000,666666.000000000000,10982070.000000000000
FS( 81 ),754266.000000000000,720725.999999999880,742686.000000000000,855556.000000000000,694566.000000000120,838985.999999999880,746166.000000000000,723215.999999999880,748176.000000000120,724386.000000000000,731646.000000000000,666666.000000000000,675846.000000000120,730605.999999999880,666666.000000000000,11020170.000000000000
FS( 82 ),773466.000000000000,732626.000000000000,747186.000000000000,875056.000000000000,694566.000000000120,844985.999999999880,752916.000000000000,729066.000000000000,768126.000000000230,722536.000000000000,739246.000000000000,666666.000000000000,675846.000000000120,735206.000000000120,666666.000000000000,11124170.000000000000
FS( 83 ),786665.999999999880,741126.000000000000,748686.000000000000,872456.000000000000,697566.000000000120,832985.999999999880,753916.000000000000,732965.999999999880,765276.000000000000,726236.000000000000,737345.999999999880,666666.000000000000,675846.000000000120,735206.000000000120,666666.000000000000,11139620.000000000000
FS( 84 ),778266.000000000000,732626.000000000000,744186.000000000000,881556.000000000000,700566.000000000120,840485.999999999880,757166.000000000000,736866.000000000000,768126.000000000230,726236.000000000000,741146.000000000000,666666.000000000000,681846.000000000120,739806.000000000000,666666.000000000000,11162220.000000000000
FS( 85 ),785466.000000000000,734326.000000000000,744186.000000000000,871156.000000000000,700566.000000000120,826985.999999999880,755166.000000000000,734916.000000000000,762426.000000000120,722536.000000000000,739246.000000000000,666666.000000000000,678846.000000000120,737506.000000000000,666666.000000000000,11126670.000000000000
FS( 86 ),789065.999999999880,741126.000000000000,748686.000000000000,877656.000000000000,703566.000000000120,831485.999999999880,755166.000000000000,744666.000000000000,768126.000000000230,724386.000000000000,741146.000000000000,666666.000000000000,675846.000000000120,737506.000000000000,666666.000000000000,11171770.000000000000
FS( 87 ),787866.000000000120,747926.000000000000,745686.000000000000,884156.000000000000,706566.000000000120,837485.999999999880,758416.000000000000,740766.000000000120,768126.000000000230,724386.000000000000,744946.000000000120,666666.000000000000,678846.000000000120,739806.000000000000,666666.000000000000,11198320.000000000000
FS( 88 ),783065.999999999880,749626.000000000000,745686.000000000000,880256.000000000000,703566.000000000120,841985.999999999880,769666.000000000000,740766.000000000120,768126.000000000230,720686.000000000000,754446.000000000120,666666.000000000000,678846.000000000120,742105.999999999880,666666.000000000000,11212170.000000000000
FS( 89 ),783065.999999999880,744526.000000000120,748686.000000000000,875056.000000000000,706566.000000000120,838985.999999999880,759416.000000000000,736866.000000000000,759576.000000000120,718836.000000000000,746845.999999999880,666666.000000000000,678846.000000000120,735206.000000000120,666666.000000000000,11165820.000000000000
FS( 90 ),784266.000000000000,744526.000000000120,750186.000000000000,868556.000000000000,703566.000000000120,864485.999999999880,770666.000000000000,734916.000000000000,765276.000000000000,722536.000000000000,748746.000000000000,666666.000000000000,675846.000000000120,737506.000000000000,666666.000000000000,11204420.000000000000
FS( 91 ),784266.000000000000,756426.000000000000,747186.000000000000,862056.000000000000,700566.000000000120,840485.999999999880,752916.000000000000,731016.000000000120,753876.000000000230,716986.000000000000,748746.000000000000,666666.000000000000,675846.000000000120,735206.000000000120,666666.000000000000,11138920.000000000000
FS( 92 ),791466.000000000000,744526.000000000120,747186.000000000000,852956.000000000000,703566.000000000120,843485.999999999880,760666.000000000000,727116.000000000000,756726.000000000120,709586.000000000000,748746.000000000000,666666.000000000000,672846.000000000120,732906.000000000000,666666.000000000000,11125120.000000000000
FS( 93 ),799866.000000000120,758126.000000000000,750186.000000000000,881556.000000000000,706566.000000000120,849485.999999999880,761666.000000000000,731016.000000000120,759576.000000000120,720686.000000000000,750646.000000000000,666666.000000000000,675846.000000000120,737506.000000000000,666666.000000000000,11216070.000000000000
FS( 94 ),798665.999999999880,756426.000000000000,747186.000000000000,877656.000000000000,703566.000000000120,862985.999999999880,753916.000000000000,725166.000000000000,759576.000000000120,718836.000000000000,748746.000000000000,666666.000000000000,672846.000000000120,735206.000000000120,666666.000000000000,11194120.000000000000
