代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11469409.995500000000
真實報酬,1469409.995500000200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13775.450247299510
風險,93512.107111204881
起點值,0.147311943585
找到最佳解世代,2175
找到最佳解實驗#,2
找到最佳解次數,28

投資組合檔數,11
1301(3)[2],1303(4)[1],1326(5)[7],2317(16)[9],2408(23)[4],2801(28)[14],2885(34)[6],2886(35)[5],3008(41)[22],3481(43)[18],9999(49)[31],
FS( 12 ),913649.999999999880,916610.000000000000,946409.999999999880,962129.999999999770,971090.000000000120,912090.000000000120,916650.000000000000,959940.000000000120,909090.000000000000,880040.000000000120,909090.000000000000,10196800.000000000000
FS( 13 ),912570.000000000000,918210.000000000000,941970.000000000120,959730.000000000000,968590.000000000000,909090.000000000000,916650.000000000000,962190.000000000120,909090.000000000000,900790.000000000120,909090.000000000000,10207980.000000000000
FS( 14 ),921689.999999999880,922690.000000000000,955530.000000000000,957449.999999999880,962590.000000000000,912090.000000000120,916650.000000000000,962190.000000000120,909090.000000000000,909090.000000000000,909090.000000000000,10238160.000000000000
FS( 15 ),923970.000000000120,928770.000000000000,963449.999999999880,952889.999999999880,969840.000000000000,912090.000000000120,925050.000000000000,953640.000000000120,909090.000000000000,900790.000000000120,909090.000000000000,10248680.000000000000
FS( 16 ),928530.000000000000,940770.000000000000,964530.000000000000,955169.999999999880,977090.000000000000,917490.000000000120,929250.000000000000,962190.000000000120,909090.000000000000,900790.000000000120,909090.000000000000,10294000.000000000000
FS( 17 ),925050.000000000000,940770.000000000000,957690.000000000120,944730.000000000000,991590.000000000120,909090.000000000000,916650.000000000000,949140.000000000120,909090.000000000000,880040.000000000120,909090.000000000000,10232940.000000000000
FS( 18 ),928530.000000000000,945250.000000000000,965610.000000000000,955169.999999999880,994089.999999999880,923490.000000000120,925050.000000000000,955890.000000000230,909090.000000000000,884190.000000000230,909090.000000000000,10295460.000000000000
FS( 19 ),918210.000000000120,937730.000000000000,953250.000000000120,945929.999999999880,963590.000000000000,903690.000000000120,916650.000000000000,942840.000000000000,909090.000000000000,875890.000000000000,909090.000000000000,10175970.000000000000
FS( 20 ),922770.000000000000,930210.000000000000,963449.999999999880,948209.999999999880,968590.000000000000,906690.000000000230,920850.000000000120,938790.000000000120,909090.000000000000,900790.000000000120,909090.000000000000,10218540.000000000000
FS( 21 ),930810.000000000000,946850.000000000000,963449.999999999880,951689.999999999880,981840.000000000120,920490.000000000120,929250.000000000000,934290.000000000230,909090.000000000000,896640.000000000000,909090.000000000000,10273500.000000000000
FS( 22 ),926250.000000000000,943810.000000000000,961169.999999999880,952889.999999999880,989090.000000000000,917490.000000000120,925050.000000000000,934290.000000000230,909090.000000000000,896640.000000000000,909090.000000000000,10264870.000000000000
FS( 23 ),933090.000000000000,946850.000000000000,961169.999999999880,959730.000000000000,981840.000000000120,912090.000000000120,925050.000000000000,938790.000000000120,909090.000000000000,909090.000000000000,909090.000000000000,10285890.000000000000
FS( 24 ),937649.999999999880,952930.000000000000,967889.999999999880,957449.999999999880,980590.000000000000,906690.000000000230,925050.000000000000,934290.000000000230,909090.000000000000,884190.000000000230,909090.000000000000,10264920.000000000000
FS( 25 ),941009.999999999880,952930.000000000000,967889.999999999880,970169.999999999880,985590.000000000000,917490.000000000120,920850.000000000120,932490.000000000230,909090.000000000000,867590.000000000000,909090.000000000000,10274200.000000000000
FS( 26 ),942210.000000000120,955810.000000000000,981449.999999999880,975929.999999999880,988090.000000000120,917490.000000000120,925050.000000000000,934290.000000000230,909090.000000000000,875890.000000000000,909090.000000000000,10314400.000000000000
FS( 27 ),936450.000000000000,954370.000000000000,991650.000000000000,978209.999999999880,985590.000000000000,909090.000000000000,909090.000000000000,925740.000000000120,909090.000000000000,867590.000000000000,909090.000000000000,10275970.000000000000
FS( 28 ),939930.000000000120,954370.000000000000,991650.000000000000,971369.999999999880,964840.000000000120,903690.000000000120,920850.000000000120,925740.000000000120,909090.000000000000,867590.000000000000,909090.000000000000,10258220.000000000000
FS( 29 ),943290.000000000000,949890.000000000000,991650.000000000000,979409.999999999880,967339.999999999880,912090.000000000120,913289.999999999880,923940.000000000120,909090.000000000000,863440.000000000230,909090.000000000000,10262530.000000000000
FS( 30 ),949050.000000000000,961890.000000000000,1006290.000000000000,981689.999999999880,968590.000000000000,915090.000000000000,925050.000000000000,932490.000000000230,909090.000000000000,867590.000000000000,909090.000000000000,10325920.000000000000
FS( 31 ),968370.000000000000,966370.000000000000,1040250.000000000100,985169.999999999880,981840.000000000120,912090.000000000120,925050.000000000000,934290.000000000230,909090.000000000000,875890.000000000000,909090.000000000000,10407510.000000000000
FS( 32 ),1000409.999999999900,983010.000000000000,1051530.000000000000,997889.999999999880,992840.000000000000,915090.000000000000,957810.000000000000,934290.000000000230,909090.000000000000,875890.000000000000,909090.000000000000,10526950.000000000000
FS( 33 ),996930.000000000120,976930.000000000000,1045889.999999999900,1007129.999999999800,990340.000000000000,915090.000000000000,957810.000000000000,940590.000000000120,909090.000000000000,900790.000000000120,909090.000000000000,10549690.000000000000
FS( 34 ),990090.000000000000,975490.000000000000,1045889.999999999900,1005929.999999999900,1005090.000000000000,909090.000000000000,957810.000000000000,932490.000000000230,909090.000000000000,909090.000000000000,909090.000000000000,10549160.000000000000
FS( 35 ),1000409.999999999900,981570.000000000000,1057170.000000000000,1023330.000000000000,995340.000000000000,917490.000000000120,962009.999999999880,940590.000000000120,909090.000000000000,925690.000000000230,909090.000000000000,10621790.000000000000
FS( 36 ),1000409.999999999900,987490.000000000000,1068449.999999999800,1022129.999999999800,1012340.000000000000,912090.000000000120,953610.000000000000,934290.000000000230,909090.000000000000,929840.000000000000,909090.000000000000,10638840.000000000000
FS( 37 ),999210.000000000120,987490.000000000000,1053810.000000000000,1019849.999999999900,1003840.000000000000,909090.000000000000,953610.000000000000,927990.000000000120,909090.000000000000,913240.000000000120,909090.000000000000,10586320.000000000000
FS( 38 ),1007250.000000000000,990530.000000000000,1067370.000000000200,1012889.999999999900,996590.000000000000,915090.000000000000,962009.999999999880,925740.000000000120,909090.000000000000,896640.000000000000,909090.000000000000,10592300.000000000000
FS( 39 ),1004970.000000000100,993570.000000000000,1061730.000000000000,1018649.999999999900,1005090.000000000000,909090.000000000000,965370.000000000000,923940.000000000120,909090.000000000000,880040.000000000120,909090.000000000000,10580640.000000000000
FS( 40 ),1000409.999999999900,981570.000000000000,1062810.000000000000,1010610.000000000000,998840.000000000000,912090.000000000120,962009.999999999880,921690.000000000000,909090.000000000000,913240.000000000120,909090.000000000000,10581460.000000000000
FS( 41 ),995850.000000000000,975490.000000000000,1058370.000000000200,987449.999999999880,977090.000000000000,909090.000000000000,953610.000000000000,919440.000000000000,909090.000000000000,917390.000000000000,909090.000000000000,10511970.000000000000
FS( 42 ),999210.000000000120,967970.000000000000,1057170.000000000000,977129.999999999770,981840.000000000120,906690.000000000230,929250.000000000000,940590.000000000120,909090.000000000000,904940.000000000230,909090.000000000000,10482980.000000000000
FS( 43 ),1002689.999999999900,975490.000000000000,1062810.000000000000,980610.000000000000,980590.000000000000,909090.000000000000,949410.000000000000,936540.000000000230,909090.000000000000,921540.000000000120,909090.000000000000,10536960.000000000000
FS( 44 ),1006050.000000000000,979970.000000000000,1071930.000000000200,997889.999999999880,981840.000000000120,915090.000000000000,957810.000000000000,938790.000000000120,909090.000000000000,925690.000000000230,909090.000000000000,10593250.000000000000
FS( 45 ),1015170.000000000000,990530.000000000000,1086570.000000000000,992129.999999999770,985590.000000000000,917490.000000000120,957810.000000000000,963990.000000000120,909090.000000000000,929840.000000000000,909090.000000000000,10657310.000000000000
FS( 46 ),991290.000000000000,974050.000000000000,1056090.000000000000,962129.999999999770,943090.000000000000,909090.000000000000,925050.000000000000,940590.000000000120,909090.000000000000,884190.000000000230,909090.000000000000,10403760.000000000000
FS( 47 ),1016370.000000000000,998050.000000000000,1087650.000000000000,974849.999999999880,986840.000000000000,915090.000000000000,957810.000000000000,978840.000000000000,909090.000000000000,913240.000000000120,909090.000000000000,10646930.000000000000
FS( 48 ),1000409.999999999900,978530.000000000000,1075290.000000000000,945929.999999999880,963590.000000000000,906690.000000000230,941009.999999999880,978840.000000000000,909090.000000000000,904940.000000000230,909090.000000000000,10513420.000000000000
FS( 49 ),1001490.000000000100,967970.000000000000,1074090.000000000000,945929.999999999880,962590.000000000000,906690.000000000230,949410.000000000000,994140.000000000120,909090.000000000000,888340.000000000000,909090.000000000000,10508840.000000000000
FS( 50 ),1000409.999999999900,975490.000000000000,1067370.000000000200,945929.999999999880,951590.000000000000,909090.000000000000,941009.999999999880,994140.000000000120,909090.000000000000,892490.000000000120,909090.000000000000,10495710.000000000000
FS( 51 ),1006050.000000000000,986050.000000000000,1085490.000000000000,945929.999999999880,955090.000000000000,912090.000000000120,941009.999999999880,985590.000000000120,909090.000000000000,892490.000000000120,909090.000000000000,10527980.000000000000
FS( 52 ),1014090.000000000000,996610.000000000000,1086570.000000000000,964409.999999999880,957589.999999999880,915090.000000000000,945210.000000000000,983340.000000000120,909090.000000000000,904940.000000000230,909090.000000000000,10586040.000000000000
FS( 53 ),1008330.000000000000,989090.000000000000,1069650.000000000000,967889.999999999880,978340.000000000000,906690.000000000230,933450.000000000000,970740.000000000120,909090.000000000000,904940.000000000230,909090.000000000000,10547310.000000000000
FS( 54 ),1016370.000000000000,984450.000000000000,1075290.000000000000,967889.999999999880,984339.999999999880,912090.000000000120,945210.000000000000,987390.000000000120,909090.000000000000,921540.000000000120,909090.000000000000,10612760.000000000000
FS( 55 ),1034610.000000000100,999650.000000000000,1095570.000000000000,971369.999999999880,992840.000000000000,917490.000000000120,953610.000000000000,994140.000000000120,909090.000000000000,909090.000000000000,909090.000000000000,10686560.000000000000
FS( 56 ),1041450.000000000000,1005570.000000000000,1108050.000000000000,980610.000000000000,1019590.000000000000,925890.000000000120,953610.000000000000,977040.000000000120,909090.000000000000,909090.000000000000,909090.000000000000,10739090.000000000000
FS( 57 ),1040250.000000000000,1005570.000000000000,1099050.000000000000,970169.999999999880,1103340.000000000000,925890.000000000120,965370.000000000000,991890.000000000230,909090.000000000000,900790.000000000120,909090.000000000000,10820510.000000000000
FS( 58 ),1034610.000000000100,1002690.000000000000,1103490.000000000000,963209.999999999880,1063340.000000000000,928890.000000000120,953610.000000000000,985590.000000000120,909090.000000000000,892490.000000000120,909090.000000000000,10746110.000000000000
FS( 59 ),1043730.000000000000,1013090.000000000000,1108050.000000000000,972449.999999999880,1091340.000000000000,942690.000000000120,962009.999999999880,991890.000000000230,909090.000000000000,892490.000000000120,909090.000000000000,10835930.000000000000
FS( 60 ),1056210.000000000000,1008610.000000000000,1113690.000000000200,980610.000000000000,1091340.000000000000,937290.000000000120,953610.000000000000,983340.000000000120,909090.000000000000,904940.000000000230,909090.000000000000,10847830.000000000000
FS( 61 ),1066530.000000000000,1014690.000000000000,1129530.000000000000,980610.000000000000,1091340.000000000000,959490.000000000000,945210.000000000000,972540.000000000120,909090.000000000000,909090.000000000000,909090.000000000000,10887220.000000000000
FS( 62 ),1069890.000000000000,1035810.000000000100,1124970.000000000000,985169.999999999880,1109590.000000000000,951090.000000000120,949410.000000000000,978840.000000000000,909090.000000000000,904940.000000000230,909090.000000000000,10927900.000000000000
FS( 63 ),1073370.000000000000,1040289.999999999900,1115970.000000000000,977129.999999999770,1097340.000000000000,945690.000000000230,945210.000000000000,985590.000000000120,909090.000000000000,892490.000000000120,909090.000000000000,10891270.000000000000
FS( 64 ),1060770.000000000000,1029730.000000000000,1105769.999999999800,972449.999999999880,1093590.000000000000,937290.000000000120,937650.000000000000,974790.000000000120,909090.000000000000,909090.000000000000,909090.000000000000,10839320.000000000000
FS( 65 ),1060770.000000000000,1044769.999999999900,1119330.000000000000,983969.999999999880,1086340.000000000000,945690.000000000230,945210.000000000000,994140.000000000120,909090.000000000000,909090.000000000000,909090.000000000000,10907500.000000000000
FS( 66 ),1067610.000000000200,1044769.999999999900,1114769.999999999800,993209.999999999880,1086340.000000000000,945690.000000000230,941009.999999999880,994140.000000000120,909090.000000000000,938140.000000000000,909090.000000000000,10943870.000000000000
FS( 67 ),1074450.000000000000,1067490.000000000000,1118250.000000000000,1012889.999999999900,1086340.000000000000,962490.000000000120,965370.000000000000,1004490.000000000100,909090.000000000000,942290.000000000120,909090.000000000000,11052250.000000000000
FS( 68 ),1079009.999999999800,1083970.000000000000,1119330.000000000000,1015169.999999999900,1110590.000000000000,956490.000000000120,982170.000000000000,1015290.000000000200,909090.000000000000,929840.000000000000,909090.000000000000,11110050.000000000000
FS( 69 ),1079009.999999999800,1096130.000000000000,1117050.000000000000,996689.999999999880,1152090.000000000000,954090.000000000000,973770.000000000000,1015290.000000000200,909090.000000000000,933990.000000000120,909090.000000000000,11136300.000000000000
FS( 70 ),1067610.000000000200,1094530.000000000000,1117050.000000000000,1008209.999999999900,1147090.000000000000,962490.000000000120,986370.000000000000,1013040.000000000200,909090.000000000000,929840.000000000000,909090.000000000000,11144420.000000000000
FS( 71 ),1057410.000000000000,1085570.000000000000,1114769.999999999800,1000169.999999999900,1161840.000000000000,954090.000000000000,982170.000000000000,1000440.000000000000,909090.000000000000,933990.000000000120,909090.000000000000,11108640.000000000000
FS( 72 ),1043730.000000000000,1056930.000000000000,1103490.000000000000,1005929.999999999900,1164090.000000000000,954090.000000000000,977970.000000000120,1000440.000000000000,909090.000000000000,953910.000000000230,909090.000000000000,11078770.000000000000
FS( 73 ),1050570.000000000000,1087010.000000000000,1100130.000000000000,999090.000000000000,1188590.000000000000,956490.000000000120,982170.000000000000,1015290.000000000200,909090.000000000000,953910.000000000230,909090.000000000000,11151440.000000000000
FS( 74 ),1039170.000000000000,1096130.000000000000,1085490.000000000000,989849.999999999880,1169090.000000000000,951090.000000000120,973770.000000000000,1000440.000000000000,909090.000000000000,946440.000000000230,909090.000000000000,11069660.000000000000
FS( 75 ),1042530.000000000000,1096130.000000000000,1094490.000000000000,1000169.999999999900,1169090.000000000000,956490.000000000120,973770.000000000000,995940.000000000120,909090.000000000000,958060.000000000120,909090.000000000000,11104860.000000000000
FS( 76 ),1046009.999999999900,1099010.000000000000,1097850.000000000000,995610.000000000000,1162840.000000000000,956490.000000000120,965370.000000000000,989640.000000000230,909090.000000000000,974660.000000000230,909090.000000000000,11105670.000000000000
FS( 77 ),1024290.000000000000,1076450.000000000000,1068449.999999999800,989849.999999999880,1187340.000000000000,945690.000000000230,957810.000000000000,983340.000000000120,909090.000000000000,970510.000000000120,909090.000000000000,11021920.000000000000
FS( 78 ),1012890.000000000000,1064450.000000000000,1053810.000000000000,988649.999999999880,1214090.000000000000,939690.000000000120,957810.000000000000,978840.000000000000,909090.000000000000,962210.000000000230,909090.000000000000,10990630.000000000000
FS( 79 ),1016370.000000000000,1067490.000000000000,1065090.000000000000,995610.000000000000,1194590.000000000000,951090.000000000120,962009.999999999880,983340.000000000120,909090.000000000000,958060.000000000120,909090.000000000000,11011840.000000000000
FS( 80 ),1016370.000000000000,1059970.000000000000,1057170.000000000000,997889.999999999880,1176340.000000000000,951090.000000000120,957810.000000000000,977040.000000000120,909090.000000000000,950590.000000000000,909090.000000000000,10962460.000000000000
FS( 81 ),1040250.000000000000,1073410.000000000000,1077570.000000000000,1003649.999999999900,1195840.000000000000,956490.000000000120,969570.000000000120,983340.000000000120,909090.000000000000,962210.000000000230,909090.000000000000,11080520.000000000000
FS( 82 ),1027770.000000000000,1073410.000000000000,1070730.000000000000,999090.000000000000,1182340.000000000000,956490.000000000120,965370.000000000000,974790.000000000120,909090.000000000000,953910.000000000230,909090.000000000000,11022090.000000000000
FS( 83 ),1048290.000000000000,1076450.000000000000,1088850.000000000000,1005929.999999999900,1183590.000000000000,964890.000000000120,982170.000000000000,983340.000000000120,909090.000000000000,958060.000000000120,909090.000000000000,11109760.000000000000
FS( 84 ),1058490.000000000000,1076450.000000000000,1100130.000000000000,1007129.999999999800,1158090.000000000000,962490.000000000120,977970.000000000120,987390.000000000120,909090.000000000000,999560.000000000120,909090.000000000000,11145890.000000000000
FS( 85 ),1060770.000000000000,1083970.000000000000,1099050.000000000000,1005929.999999999900,1167840.000000000000,956490.000000000120,977970.000000000120,1002240.000000000000,909090.000000000000,1003710.000000000200,909090.000000000000,11176160.000000000000
FS( 86 ),1061970.000000000000,1109570.000000000000,1108050.000000000000,1003649.999999999900,1186090.000000000000,962490.000000000120,986370.000000000000,1010790.000000000100,909090.000000000000,1036910.000000000100,909090.000000000000,11284080.000000000000
FS( 87 ),1063050.000000000000,1109570.000000000000,1104690.000000000200,1001369.999999999900,1194590.000000000000,964890.000000000120,986370.000000000000,1013040.000000000200,909090.000000000000,1070110.000000000000,909090.000000000000,11325870.000000000000
FS( 88 ),1059690.000000000000,1115650.000000000000,1099050.000000000000,997889.999999999880,1192090.000000000000,962490.000000000120,982170.000000000000,998190.000000000000,909090.000000000000,1061810.000000000000,909090.000000000000,11287220.000000000000
FS( 89 ),1051650.000000000000,1105090.000000000000,1080930.000000000200,1003649.999999999900,1170340.000000000000,964890.000000000120,986370.000000000000,1008990.000000000100,909090.000000000000,1057660.000000000000,909090.000000000000,11247760.000000000000
FS( 90 ),1049370.000000000000,1094530.000000000000,1082010.000000000000,1005929.999999999900,1172590.000000000000,970890.000000000120,993930.000000000000,1013040.000000000200,909090.000000000000,1053510.000000000000,909090.000000000000,11253990.000000000000
FS( 91 ),1066530.000000000000,1109570.000000000000,1108050.000000000000,1007129.999999999800,1155590.000000000000,984690.000000000230,1018289.999999999900,1021590.000000000000,909090.000000000000,1061810.000000000000,909090.000000000000,11351440.000000000000
FS( 92 ),1068810.000000000000,1109570.000000000000,1115970.000000000000,1005929.999999999900,1136340.000000000000,984690.000000000230,1018289.999999999900,1021590.000000000000,909090.000000000000,1074260.000000000000,909090.000000000000,11353640.000000000000
FS( 93 ),1050570.000000000000,1099010.000000000000,1102410.000000000000,997889.999999999880,1139840.000000000000,981690.000000000230,1006530.000000000000,1008990.000000000100,909090.000000000000,1057660.000000000000,909090.000000000000,11262780.000000000000
FS( 94 ),1057410.000000000000,1103650.000000000000,1106970.000000000000,1003649.999999999900,1169090.000000000000,976290.000000000230,1010730.000000000000,1004490.000000000100,909090.000000000000,1061810.000000000000,909090.000000000000,11312280.000000000000
FS( 95 ),1030050.000000000000,1112610.000000000000,1067370.000000000200,995610.000000000000,1173840.000000000000,976290.000000000230,1010730.000000000000,995940.000000000120,909090.000000000000,1090030.000000000000,909090.000000000000,11270660.000000000000
FS( 96 ),1034610.000000000100,1094530.000000000000,1070730.000000000000,997889.999999999880,1181090.000000000000,973290.000000000120,1010730.000000000000,1000440.000000000000,909090.000000000000,1085880.000000000000,909090.000000000000,11267380.000000000000
FS( 97 ),1040250.000000000000,1094530.000000000000,1085490.000000000000,996689.999999999880,1171340.000000000000,976290.000000000230,998130.000000000000,995940.000000000120,909090.000000000000,1081730.000000000000,909090.000000000000,11258580.000000000000
FS( 98 ),1053930.000000000000,1111170.000000000000,1094490.000000000000,1003649.999999999900,1164090.000000000000,979290.000000000230,1014090.000000000000,1006740.000000000100,909090.000000000000,1081730.000000000000,909090.000000000000,11327370.000000000000
FS( 99 ),1059690.000000000000,1111170.000000000000,1094490.000000000000,1000169.999999999900,1176340.000000000000,976290.000000000230,1014090.000000000000,995940.000000000120,909090.000000000000,1090030.000000000000,909090.000000000000,11336400.000000000000
FS( 100 ),1046009.999999999900,1124770.000000000000,1076370.000000000200,1004849.999999999900,1183590.000000000000,976290.000000000230,1002330.000000000000,995940.000000000120,909090.000000000000,1173030.000000000000,909090.000000000000,11401370.000000000000
FS( 101 ),1046009.999999999900,1126210.000000000000,1082010.000000000000,1000169.999999999900,1144840.000000000000,981690.000000000230,1002330.000000000000,991890.000000000230,909090.000000000000,1152280.000000000000,909090.000000000000,11345620.000000000000
FS( 102 ),1055130.000000000000,1124770.000000000000,1093290.000000000000,1015169.999999999900,1141090.000000000000,987090.000000000120,1042650.000000000000,1008990.000000000100,909090.000000000000,1148130.000000000000,909090.000000000000,11434500.000000000000
FS( 103 ),1065330.000000000000,1135330.000000000000,1108050.000000000000,1024409.999999999900,1142340.000000000000,995490.000000000120,1042650.000000000000,1013040.000000000200,909090.000000000000,1119080.000000000000,909090.000000000000,11463910.000000000000
FS( 104 ),1059690.000000000000,1136770.000000000000,1101209.999999999800,1044090.000000000000,1124090.000000000000,995490.000000000120,1038450.000000000000,1008990.000000000100,909090.000000000000,1077580.000000000000,909090.000000000000,11404550.000000000000
FS( 105 ),1059690.000000000000,1138210.000000000000,1096769.999999999800,1060170.000000000000,1127840.000000000000,995490.000000000120,1042650.000000000000,1002240.000000000000,909090.000000000000,1102480.000000000000,909090.000000000000,11443730.000000000000
FS( 106 ),1085850.000000000000,1166850.000000000000,1119330.000000000000,1062569.999999999800,1121590.000000000000,1003890.000000000200,1059450.000000000000,1013040.000000000200,909090.000000000000,1074260.000000000000,909090.000000000000,11525020.000000000000
FS( 107 ),1091610.000000000200,1180450.000000000000,1127250.000000000000,1071809.999999999800,1154340.000000000000,1006890.000000000000,1055250.000000000000,1021590.000000000000,909090.000000000000,1020310.000000000100,909090.000000000000,11547690.000000000000
FS( 108 ),1085850.000000000000,1175970.000000000000,1119330.000000000000,1072890.000000000000,1143590.000000000000,1009890.000000000100,1055250.000000000000,1019340.000000000100,909090.000000000000,1016160.000000000200,909090.000000000000,11516460.000000000000
FS( 109 ),1131570.000000000000,1194050.000000000000,1124970.000000000000,1083330.000000000000,1143590.000000000000,1020690.000000000100,1063650.000000000000,1034190.000000000100,909090.000000000000,1032760.000000000000,909090.000000000000,11646990.000000000000
FS( 110 ),1103009.999999999800,1169890.000000000000,1113690.000000000200,1084410.000000000000,1144840.000000000000,1037490.000000000000,1063650.000000000000,1021590.000000000000,909090.000000000000,1036910.000000000100,909090.000000000000,11593670.000000000000
FS( 111 ),1097370.000000000000,1163970.000000000000,1114769.999999999800,1072890.000000000000,1137340.000000000000,1035090.000000000100,1063650.000000000000,1008990.000000000100,909090.000000000000,1024460.000000000200,909090.000000000000,11536720.000000000000
FS( 112 ),1100730.000000000000,1159330.000000000000,1108050.000000000000,1071809.999999999800,1138590.000000000000,1043490.000000000200,1063650.000000000000,1019340.000000000100,909090.000000000000,1020310.000000000100,909090.000000000000,11543490.000000000000
FS( 113 ),1097370.000000000000,1138210.000000000000,1105769.999999999800,1074090.000000000000,1116840.000000000000,1040490.000000000200,1055250.000000000000,1021590.000000000000,909090.000000000000,1007860.000000000000,909090.000000000000,11475660.000000000000
FS( 114 ),1095090.000000000000,1129250.000000000000,1115970.000000000000,1078650.000000000000,1136340.000000000000,1040490.000000000200,1067010.000000000000,1027890.000000000100,909090.000000000000,1024460.000000000200,909090.000000000000,11533340.000000000000
FS( 115 ),1085850.000000000000,1123170.000000000000,1113690.000000000200,1078650.000000000000,1133840.000000000000,1037490.000000000000,1063650.000000000000,1032390.000000000200,909090.000000000000,1032760.000000000000,909090.000000000000,11519680.000000000000
FS( 116 ),1085850.000000000000,1129250.000000000000,1102410.000000000000,1076370.000000000000,1120340.000000000000,1029090.000000000000,1046850.000000000100,1030140.000000000200,909090.000000000000,1020310.000000000100,909090.000000000000,11458800.000000000000
FS( 117 ),1087050.000000000000,1127810.000000000000,1099050.000000000000,1067129.999999999500,1115590.000000000000,1032090.000000000100,1063650.000000000000,1021590.000000000000,909090.000000000000,1032760.000000000000,913589.995499999960,11469409.995500000000
