代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12324310.000000000000
真實報酬,2324310.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,16997.608672292099
風險,129721.565102778640
起點值,0.131031480069
找到最佳解世代,1448
找到最佳解實驗#,1
找到最佳解次數,35

投資組合檔數,2
2412(24)[3],3045(40)[1],
FS( 41 ),5153520.000000000000,5461720.000000000000,10615240.000000000000
FS( 42 ),5169680.000000000000,5503370.000000000000,10673050.000000000000
FS( 43 ),5193920.000000000000,5486710.000000000900,10680630.000000000000
FS( 44 ),5258560.000000000900,5644980.000000000000,10903540.000000000000
FS( 45 ),5290880.000000000000,5493850.000000000000,10784730.000000000000
FS( 46 ),5339360.000000000000,5493850.000000000000,10833210.000000000000
FS( 47 ),5315120.000000000000,5511700.000000000000,10826820.000000000000
FS( 48 ),5339360.000000000000,5521220.000000000000,10860580.000000000000
FS( 49 ),5339360.000000000000,5521220.000000000000,10860580.000000000000
FS( 50 ),5339360.000000000000,5503370.000000000000,10842730.000000000000
FS( 51 ),5339360.000000000000,5466480.000000000000,10805840.000000000000
FS( 52 ),5371680.000000000000,5476000.000000000000,10847680.000000000000
FS( 53 ),5323200.000000000000,5458150.000000000000,10781350.000000000000
FS( 54 ),5331280.000000000000,5521220.000000000000,10852500.000000000000
FS( 55 ),5347440.000000000000,5593810.000000000000,10941250.000000000000
FS( 56 ),5363600.000000000000,5611659.999999999100,10975260.000000000000
FS( 57 ),5395920.000000000000,5621180.000000000000,11017100.000000000000
FS( 58 ),5387840.000000000000,5611659.999999999100,10999500.000000000000
FS( 59 ),5452480.000000000000,5674730.000000000000,11127210.000000000000
FS( 60 ),5436320.000000000000,5729470.000000000000,11165790.000000000000
FS( 61 ),5412080.000000000000,5719950.000000000000,11132030.000000000000
FS( 62 ),5412080.000000000000,5719950.000000000000,11132030.000000000000
FS( 63 ),5460560.000000000900,5738990.000000000000,11199550.000000000000
FS( 64 ),5492880.000000000000,5719950.000000000000,11212830.000000000000
FS( 65 ),5541360.000000000000,5756840.000000000000,11298200.000000000000
FS( 66 ),5565600.000000000000,5702100.000000000000,11267700.000000000000
FS( 67 ),5581760.000000000000,5684250.000000000000,11266010.000000000000
FS( 68 ),5573680.000000000000,5684250.000000000000,11257930.000000000000
FS( 69 ),5581760.000000000000,5684250.000000000000,11266010.000000000000
FS( 70 ),5533280.000000000000,5674730.000000000000,11208010.000000000000
FS( 71 ),5468640.000000000000,5584290.000000000900,11052930.000000000000
FS( 72 ),5476720.000000000000,5530740.000000000000,11007460.000000000000
FS( 73 ),5489850.000000000000,5521220.000000000000,11011070.000000000000
FS( 74 ),5507020.000000000000,5602140.000000000000,11109160.000000000000
FS( 75 ),5524190.000000000000,5639030.000000000000,11163220.000000000000
FS( 76 ),5584790.000000000000,5629510.000000000000,11214300.000000000000
FS( 77 ),5619130.000000000000,5666400.000000000000,11285530.000000000000
FS( 78 ),5592870.000000000000,5692579.999999999100,11285450.000000000000
FS( 79 ),5584790.000000000000,5702100.000000000000,11286890.000000000000
FS( 80 ),5584790.000000000000,5719950.000000000000,11304740.000000000000
FS( 81 ),5541360.000000000000,5765170.000000000000,11306530.000000000000
FS( 82 ),5516110.000000000000,5719950.000000000000,11236060.000000000000
FS( 83 ),5558530.000000000000,5719950.000000000000,11278480.000000000000
FS( 84 ),5567620.000000000000,5719950.000000000000,11287570.000000000000
FS( 85 ),5592870.000000000000,5674730.000000000000,11267600.000000000000
FS( 86 ),5636300.000000000000,5702100.000000000000,11338400.000000000000
FS( 87 ),5739320.000000000000,5756840.000000000000,11496160.000000000000
FS( 88 ),5739320.000000000000,5747320.000000000000,11486640.000000000000
FS( 89 ),5764570.000000000000,5747320.000000000000,11511890.000000000000
FS( 90 ),5790830.000000000000,5738990.000000000000,11529820.000000000000
FS( 91 ),5764570.000000000000,5692579.999999999100,11457150.000000000000
FS( 92 ),5798909.999999999100,5711620.000000000000,11510530.000000000000
FS( 93 ),5842340.000000000000,5729470.000000000000,11571810.000000000000
FS( 94 ),5833250.000000000000,5756840.000000000000,11590090.000000000000
FS( 95 ),5919100.000000000000,5847280.000000000000,11766380.000000000000
FS( 96 ),5936270.000000000000,5792540.000000000900,11728810.000000000000
FS( 97 ),5945360.000000000000,5802060.000000000000,11747420.000000000000
FS( 98 ),5893850.000000000000,5784210.000000000900,11678060.000000000000
FS( 99 ),5919100.000000000000,5756840.000000000000,11675940.000000000000
FS( 100 ),5928190.000000000000,5802060.000000000000,11730250.000000000000
FS( 101 ),5928190.000000000000,5784210.000000000900,11712400.000000000000
FS( 102 ),5928190.000000000000,5747320.000000000000,11675510.000000000000
FS( 103 ),5962530.000000000000,5756840.000000000000,11719370.000000000000
FS( 104 ),6022120.000000000000,5774690.000000000000,11796810.000000000000
FS( 105 ),6022120.000000000000,5774690.000000000000,11796810.000000000000
FS( 106 ),6022120.000000000000,5802060.000000000000,11824180.000000000000
FS( 107 ),6022120.000000000000,5837760.000000000000,11859880.000000000000
FS( 108 ),6022120.000000000000,5810390.000000000000,11832510.000000000000
FS( 109 ),5996870.000000000000,5802060.000000000000,11798930.000000000000
FS( 110 ),6004950.000000000000,5792540.000000000900,11797490.000000000000
FS( 111 ),6014040.000000000000,5802060.000000000000,11816100.000000000000
FS( 112 ),6056460.000000000000,5829430.000000000000,11885890.000000000000
FS( 113 ),6177659.999999999100,5892500.000000000000,12070160.000000000000
FS( 114 ),6108980.000000000000,5865130.000000000000,11974110.000000000000
FS( 115 ),6065550.000000000000,5865130.000000000000,11930680.000000000000
FS( 116 ),6048380.000000000000,5919870.000000000000,11968250.000000000000
FS( 117 ),6065550.000000000000,5982940.000000000000,12048490.000000000000
FS( 118 ),6108980.000000000000,6036490.000000000000,12145470.000000000000
FS( 119 ),6143320.000000000000,6000790.000000000900,12144110.000000000000
FS( 120 ),6126150.000000000000,5991270.000000000000,12117420.000000000000
FS( 121 ),6126150.000000000000,5965090.000000000000,12091240.000000000000
FS( 122 ),6126150.000000000000,5991270.000000000000,12117420.000000000000
FS( 123 ),6126150.000000000000,6000790.000000000900,12126940.000000000000
FS( 124 ),6194830.000000000000,6046010.000000000000,12240840.000000000000
FS( 125 ),6168570.000000000000,6091230.000000000000,12259800.000000000000
FS( 126 ),6134230.000000000000,6136450.000000000000,12270680.000000000000
FS( 127 ),6168570.000000000000,6209040.000000000900,12377610.000000000000
FS( 128 ),6160490.000000000000,6163820.000000000000,12324310.000000000000
