代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12830620.000000000000
真實報酬,2830620.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,24919.740495638478
風險,79173.193397486742
起點值,0.314749720534
找到最佳解世代,1828
找到最佳解實驗#,25
找到最佳解次數,1

投資組合檔數,9
1102(1)[11],1216(2)[12],2002(7)[44],2880(29)[19],2892(39)[26],2912(40)[9],3008(41)[1],3045(42)[21],4938(46)[2],
FS( 10 ),1162910.999999999500,1147230.999999999800,1152931.000000000200,1150591.000000000200,1142731.000000000200,1060351.000000000000,1129991.000000000000,1164231.000000000000,1166411.000000000000,10277380.000000000000
FS( 11 ),1165871.000000000000,1147230.999999999800,1150891.000000000000,1154350.999999999800,1142731.000000000200,1063050.999999999800,1134711.000000000000,1184871.000000000000,1165011.000000000000,10308720.000000000000
FS( 12 ),1164390.999999999500,1124551.000000000000,1131001.000000000000,1141191.000000000000,1133431.000000000200,1041630.999999999900,1129991.000000000000,1188871.000000000000,1160811.000000000000,10215870.000000000000
FS( 13 ),1171790.999999999800,1146111.000000000000,1139671.000000000000,1154350.999999999800,1145521.000000000500,1073731.000000000000,1205511.000000000000,1206951.000000000000,1167811.000000000000,10411450.000000000000
FS( 14 ),1165871.000000000000,1142751.000000000000,1135081.000000000000,1154350.999999999800,1142731.000000000200,1065691.000000000000,1205511.000000000000,1197831.000000000000,1190561.000000000000,10400380.000000000000
FS( 15 ),1171790.999999999800,1136871.000000000000,1131001.000000000000,1147771.000000000000,1136221.000000000200,1068391.000000000000,1196071.000000000000,1175911.000000000000,1169211.000000000000,10333240.000000000000
FS( 16 ),1179560.999999999800,1147230.999999999800,1126411.000000000000,1144011.000000000000,1130641.000000000200,1068391.000000000000,1276321.000000000000,1177191.000000000000,1174811.000000000000,10424570.000000000000
FS( 17 ),1181040.999999999800,1160671.000000000000,1133041.000000000000,1154350.999999999800,1133431.000000000200,1076371.000000000000,1299921.000000000000,1190151.000000000000,1186361.000000000200,10515340.000000000000
FS( 18 ),1173270.999999999800,1146111.000000000000,1128960.999999999800,1141191.000000000000,1130641.000000000200,1060351.000000000000,1332961.000000000000,1169351.000000000000,1189161.000000000000,10472000.000000000000
FS( 19 ),1171790.999999999800,1140230.999999999800,1119781.000000000000,1137431.000000000000,1120411.000000000200,1065691.000000000000,1332961.000000000000,1164231.000000000000,1179011.000000000000,10431540.000000000000
FS( 20 ),1171790.999999999800,1147230.999999999800,1117741.000000000000,1141191.000000000000,1124131.000000000200,1076371.000000000000,1342401.000000000000,1168071.000000000000,1203160.999999999800,10492090.000000000000
FS( 21 ),1174750.999999999800,1160671.000000000000,1126411.000000000000,1150591.000000000200,1136221.000000000200,1129771.000000000000,1342401.000000000000,1171911.000000000000,1209111.000000000200,10601840.000000000000
FS( 22 ),1185480.999999999800,1153950.999999999800,1135081.000000000000,1154350.999999999800,1142731.000000000200,1113751.000000000000,1323521.000000000000,1177191.000000000000,1204911.000000000000,10590970.000000000000
FS( 23 ),1178080.999999999800,1165151.000000000000,1122331.000000000000,1144011.000000000000,1136221.000000000200,1108410.999999999500,1332961.000000000000,1181031.000000000000,1198961.000000000000,10567160.000000000000
FS( 24 ),1184000.999999999800,1160671.000000000000,1135081.000000000000,1137431.000000000000,1130641.000000000200,1124431.000000000000,1328241.000000000000,1188871.000000000000,1194761.000000000000,10584130.000000000000
FS( 25 ),1186960.999999999800,1162911.000000000000,1126411.000000000000,1147771.000000000000,1136221.000000000200,1127131.000000000000,1347121.000000000000,1186151.000000000000,1207711.000000000000,10628390.000000000000
FS( 26 ),1178080.999999999800,1171871.000000000000,1131001.000000000000,1141191.000000000000,1130641.000000000200,1135111.000000000000,1351841.000000000000,1188871.000000000000,1214710.999999999800,10643320.000000000000
FS( 27 ),1161060.999999999800,1205751.000000000000,1115701.000000000200,1137431.000000000000,1126921.000000000200,1143151.000000000000,1356561.000000000000,1186151.000000000000,1223111.000000000000,10655840.000000000000
FS( 28 ),1164390.999999999500,1205751.000000000000,1111111.000000000000,1147771.000000000000,1124131.000000000200,1145791.000000000000,1332961.000000000000,1195271.000000000000,1240261.000000000000,10667440.000000000000
FS( 29 ),1171790.999999999800,1196791.000000000000,1128960.999999999800,1141191.000000000000,1130641.000000000200,1145791.000000000000,1328241.000000000000,1217191.000000000000,1254611.000000000000,10715210.000000000000
FS( 30 ),1158100.999999999800,1185311.000000000000,1117741.000000000000,1141191.000000000000,1124131.000000000200,1169850.999999999500,1366001.000000000000,1227591.000000000000,1265811.000000000000,10755730.000000000000
FS( 31 ),1162910.999999999500,1156190.999999999800,1126411.000000000000,1130850.999999999800,1117621.000000000200,1180531.000000000000,1337681.000000000000,1217191.000000000000,1237461.000000000000,10666850.000000000000
FS( 32 ),1150700.999999999800,1151711.000000000000,1109071.000000000000,1128031.000000000000,1117621.000000000200,1167151.000000000000,1304641.000000000000,1197831.000000000000,1237461.000000000000,10564220.000000000000
FS( 33 ),1161060.999999999800,1153950.999999999800,1122331.000000000000,1137431.000000000000,1124131.000000000200,1191211.000000000000,1323521.000000000000,1212071.000000000000,1251811.000000000000,10677520.000000000000
FS( 34 ),1179560.999999999800,1158431.000000000000,1126411.000000000000,1130850.999999999800,1124131.000000000200,1241971.000000000000,1323521.000000000000,1213351.000000000000,1265811.000000000000,10764040.000000000000
FS( 35 ),1181040.999999999800,1178591.000000000000,1119781.000000000000,1130850.999999999800,1126921.000000000200,1225951.000000000000,1370721.000000000000,1210791.000000000000,1280161.000000000000,10824810.000000000000
FS( 36 ),1181040.999999999800,1185311.000000000000,1133041.000000000000,1128031.000000000000,1117621.000000000200,1220611.000000000000,1384881.000000000000,1235431.000000000000,1260211.000000000000,10846180.000000000000
FS( 37 ),1162910.999999999500,1192311.000000000000,1133041.000000000000,1141191.000000000000,1130641.000000000200,1199251.000000000000,1370721.000000000000,1240551.000000000000,1271411.000000000000,10842030.000000000000
FS( 38 ),1171790.999999999800,1214711.000000000000,1131001.000000000000,1144011.000000000000,1136221.000000000200,1220611.000000000000,1389601.000000000000,1245671.000000000000,1318311.000000000000,10971930.000000000000
FS( 39 ),1179560.999999999800,1187551.000000000000,1133041.000000000000,1150591.000000000200,1136221.000000000200,1215271.000000000000,1427361.000000000000,1245671.000000000000,1327061.000000000000,11002330.000000000000
FS( 40 ),1179560.999999999800,1176351.000000000200,1137631.000000000000,1134611.000000000000,1139941.000000000200,1204590.999999999500,1469851.000000000000,1231431.000000000000,1342461.000000000000,11016430.000000000000
FS( 41 ),1179560.999999999800,1176351.000000000200,1137631.000000000000,1144011.000000000000,1142731.000000000200,1215271.000000000000,1455691.000000000000,1231431.000000000000,1348410.999999999800,11031090.000000000000
FS( 42 ),1179560.999999999800,1171871.000000000000,1137631.000000000000,1134611.000000000000,1142731.000000000200,1217910.999999999500,1441531.000000000000,1231431.000000000000,1322861.000000000200,10980140.000000000000
FS( 43 ),1181040.999999999800,1169631.000000000200,1133041.000000000000,1147771.000000000000,1139941.000000000200,1225951.000000000000,1535931.000000000000,1239271.000000000000,1309911.000000000000,11082490.000000000000
FS( 44 ),1181040.999999999800,1171871.000000000000,1137631.000000000000,1147771.000000000000,1139941.000000000200,1247311.000000000000,1578411.000000000000,1245671.000000000000,1316910.999999999800,11166560.000000000000
FS( 45 ),1203610.999999999800,1183071.000000000000,1141710.999999999800,1154350.999999999800,1139941.000000000200,1257991.000000000000,1564251.000000000000,1253511.000000000000,1328460.999999999800,11226900.000000000000
FS( 46 ),1223591.000000000000,1169631.000000000200,1137631.000000000000,1150591.000000000200,1139941.000000000200,1231291.000000000000,1573691.000000000000,1266471.000000000000,1322861.000000000200,11215700.000000000000
FS( 47 ),1191770.999999999800,1176351.000000000200,1135081.000000000000,1150591.000000000200,1142731.000000000200,1236631.000000000000,1488731.000000000000,1258631.000000000000,1298711.000000000000,11079230.000000000000
FS( 48 ),1214341.000000000000,1171871.000000000000,1146301.000000000000,1137431.000000000000,1133431.000000000200,1263331.000000000000,1526491.000000000000,1272871.000000000000,1328460.999999999800,11194530.000000000000
FS( 49 ),1212860.999999999800,1174111.000000000000,1135081.000000000000,1137431.000000000000,1126921.000000000200,1257991.000000000000,1540651.000000000000,1271591.000000000000,1336861.000000000000,11193500.000000000000
FS( 50 ),1217300.999999999800,1169631.000000000200,1135081.000000000000,1147771.000000000000,1133431.000000000200,1274011.000000000000,1540651.000000000000,1269031.000000000000,1338261.000000000000,11225170.000000000000
FS( 51 ),1218780.999999999800,1169631.000000000200,1137631.000000000000,1144011.000000000000,1133431.000000000200,1260631.000000000000,1540651.000000000000,1271591.000000000000,1325660.999999999800,11202020.000000000000
FS( 52 ),1222110.999999999800,1174111.000000000000,1128960.999999999800,1141191.000000000000,1126921.000000000200,1268671.000000000000,1550091.000000000000,1261191.000000000000,1329861.000000000000,11203110.000000000000
FS( 53 ),1222110.999999999800,1178591.000000000000,1126411.000000000000,1144011.000000000000,1124131.000000000200,1257991.000000000000,1649221.000000000000,1253511.000000000000,1335461.000000000000,11291440.000000000000
FS( 54 ),1238760.999999999800,1203511.000000000000,1128960.999999999800,1144011.000000000000,1120411.000000000200,1249951.000000000000,1625621.000000000000,1253511.000000000000,1339660.999999999800,11304400.000000000000
FS( 55 ),1238760.999999999800,1192311.000000000000,1135081.000000000000,1144011.000000000000,1124131.000000000200,1257991.000000000000,1686981.000000000000,1253511.000000000000,1365211.000000000000,11397990.000000000000
FS( 56 ),1217300.999999999800,1180831.000000000000,1117741.000000000000,1134611.000000000000,1114831.000000000200,1252651.000000000000,1800271.000000000000,1243111.000000000000,1331261.000000000000,11392610.000000000000
FS( 57 ),1208420.999999999800,1178591.000000000000,1111111.000000000000,1130850.999999999800,1120411.000000000200,1247311.000000000000,1908831.000000000000,1262471.000000000000,1329861.000000000000,11497860.000000000000
FS( 58 ),1223591.000000000000,1180831.000000000000,1109071.000000000000,1141191.000000000000,1126921.000000000200,1263331.000000000000,1861631.000000000000,1269031.000000000000,1339660.999999999800,11515260.000000000000
FS( 59 ),1223591.000000000000,1171871.000000000000,1117741.000000000000,1128031.000000000000,1111111.000000000000,1271311.000000000000,1809711.000000000000,1271591.000000000000,1329861.000000000000,11434820.000000000000
FS( 60 ),1232470.999999999800,1180831.000000000000,1119781.000000000000,1144011.000000000000,1124131.000000000200,1281991.000000000000,1880511.000000000000,1267751.000000000000,1339660.999999999800,11571140.000000000000
FS( 61 ),1214341.000000000000,1180831.000000000000,1113151.000000000000,1141191.000000000000,1124131.000000000200,1268671.000000000000,1899391.000000000000,1259911.000000000000,1338261.000000000000,11539880.000000000000
FS( 62 ),1217300.999999999800,1171871.000000000000,1117741.000000000000,1144011.000000000000,1126921.000000000200,1257991.000000000000,1918271.000000000000,1253511.000000000000,1396711.000000000000,11604330.000000000000
FS( 63 ),1205091.000000000000,1169631.000000000200,1111111.000000000000,1141191.000000000000,1130641.000000000200,1257991.000000000000,1875791.000000000000,1243111.000000000000,1422261.000000000000,11556820.000000000000
FS( 64 ),1208420.999999999800,1180831.000000000000,1111111.000000000000,1147771.000000000000,1136221.000000000200,1271311.000000000000,1856911.000000000000,1270311.000000000000,1369761.000000000000,11552650.000000000000
FS( 65 ),1212860.999999999800,1178591.000000000000,1119781.000000000000,1147771.000000000000,1133431.000000000200,1271311.000000000000,1852191.000000000000,1259911.000000000000,1436261.000000000000,11612110.000000000000
FS( 66 ),1208420.999999999800,1160671.000000000000,1117741.000000000000,1147771.000000000000,1126921.000000000200,1276651.000000000000,1861631.000000000000,1244391.000000000000,1450611.000000000000,11594810.000000000000
FS( 67 ),1226550.999999999800,1165151.000000000000,1124371.000000000000,1141191.000000000000,1130641.000000000200,1265971.000000000000,1828591.000000000000,1248231.000000000000,1476161.000000000000,11606860.000000000000
FS( 68 ),1237280.999999999800,1183071.000000000000,1119781.000000000000,1150591.000000000200,1130641.000000000200,1276651.000000000000,1823871.000000000000,1249671.000000000000,1490511.000000000000,11662070.000000000000
FS( 69 ),1223591.000000000000,1185311.000000000000,1113151.000000000000,1154350.999999999800,1124131.000000000200,1276651.000000000000,1852191.000000000000,1266471.000000000000,1510461.000000000000,11706310.000000000000
FS( 70 ),1241720.999999999800,1185311.000000000000,1109071.000000000000,1150591.000000000200,1133431.000000000200,1276651.000000000000,1838031.000000000000,1266471.000000000000,1507661.000000000000,11708940.000000000000
FS( 71 ),1232470.999999999800,1183071.000000000000,1106521.000000000000,1147771.000000000000,1136221.000000000200,1279350.999999999500,1899391.000000000000,1267751.000000000000,1567160.999999999800,11819710.000000000000
FS( 72 ),1214341.000000000000,1176351.000000000200,1097851.000000000000,1154350.999999999800,1133431.000000000200,1279350.999999999500,1880511.000000000000,1277991.000000000000,1544410.999999999800,11758590.000000000000
FS( 73 ),1202130.999999999800,1180831.000000000000,1097851.000000000000,1144011.000000000000,1130641.000000000200,1300711.000000000000,1871071.000000000000,1290951.000000000000,1507661.000000000000,11725860.000000000000
FS( 74 ),1196210.999999999800,1192311.000000000000,1109071.000000000000,1160931.000000000000,1136221.000000000200,1308751.000000000000,1904111.000000000000,1305191.000000000000,1561561.000000000000,11874360.000000000000
FS( 75 ),1194730.999999999800,1194551.000000000000,1113151.000000000000,1164691.000000000000,1142731.000000000200,1340791.000000000000,1993801.000000000000,1303911.000000000000,1564361.000000000000,12012720.000000000000
FS( 76 ),1199170.999999999800,1212471.000000000000,1104480.999999999800,1160931.000000000000,1142731.000000000200,1354111.000000000000,1946601.000000000000,1289671.000000000000,1555960.999999999800,11966130.000000000000
FS( 77 ),1203610.999999999800,1210230.999999999800,1102441.000000000000,1167511.000000000000,1149241.000000000200,1354111.000000000000,1904111.000000000000,1294951.000000000000,1564361.000000000000,11950570.000000000000
FS( 78 ),1202130.999999999800,1214711.000000000000,1109071.000000000000,1184431.000000000000,1158541.000000000200,1362151.000000000000,1932431.000000000000,1293671.000000000000,1612661.000000000000,12069800.000000000000
FS( 79 ),1200650.999999999500,1221431.000000000000,1102441.000000000000,1191011.000000000000,1161331.000000000200,1362151.000000000000,1904111.000000000000,1289671.000000000000,1680910.999999999800,12113710.000000000000
FS( 80 ),1203610.999999999800,1203511.000000000000,1084591.000000000000,1217331.000000000000,1167841.000000000200,1396831.000000000000,1880511.000000000000,1290951.000000000000,1678111.000000000000,12123290.000000000000
FS( 81 ),1209900.999999999500,1214711.000000000000,1102441.000000000000,1217331.000000000000,1170631.000000000200,1338090.999999999500,1861631.000000000000,1296231.000000000000,1666561.000000000000,12077530.000000000000
FS( 82 ),1197690.999999999800,1194551.000000000000,1093261.000000000000,1197591.000000000200,1167841.000000000200,1338090.999999999500,1899391.000000000000,1292231.000000000000,1638211.000000000000,12018860.000000000000
FS( 83 ),1199170.999999999800,1196791.000000000000,1095811.000000000000,1204171.000000000000,1165051.000000000200,1322071.000000000000,1904111.000000000000,1279431.000000000000,1629811.000000000000,11996420.000000000000
FS( 84 ),1214341.000000000000,1199031.000000000000,1097851.000000000000,1206991.000000000000,1165051.000000000200,1330111.000000000000,1960761.000000000000,1277991.000000000000,1649761.000000000000,12101890.000000000000
FS( 85 ),1212860.999999999800,1210230.999999999800,1093261.000000000000,1204171.000000000000,1165051.000000000200,1343431.000000000000,1951321.000000000000,1283271.000000000000,1615461.000000000000,12079060.000000000000
FS( 86 ),1229510.999999999800,1212471.000000000000,1097851.000000000000,1217331.000000000000,1177141.000000000200,1346131.000000000000,1979641.000000000000,1292231.000000000000,1646961.000000000000,12199270.000000000000
FS( 87 ),1209900.999999999500,1214711.000000000000,1097851.000000000000,1213571.000000000200,1174351.000000000000,1327410.999999999500,1993801.000000000000,1290951.000000000000,1663761.000000000000,12186310.000000000000
FS( 88 ),1225071.000000000000,1221431.000000000000,1095811.000000000000,1221091.000000000200,1170631.000000000200,1300711.000000000000,1974921.000000000000,1289671.000000000000,1627011.000000000000,12126350.000000000000
FS( 89 ),1222110.999999999800,1219190.999999999800,1102441.000000000000,1223911.000000000000,1174351.000000000000,1306051.000000000000,1965481.000000000000,1288391.000000000000,1592711.000000000000,12094640.000000000000
FS( 90 ),1217300.999999999800,1212471.000000000000,1095811.000000000000,1217331.000000000000,1174351.000000000000,1314090.999999999500,1951321.000000000000,1290951.000000000000,1592711.000000000000,12066340.000000000000
FS( 91 ),1223591.000000000000,1210230.999999999800,1095811.000000000000,1223911.000000000000,1174351.000000000000,1306051.000000000000,1998521.000000000000,1290951.000000000000,1646961.000000000000,12170380.000000000000
FS( 92 ),1230990.999999999800,1214711.000000000000,1115701.000000000200,1223911.000000000000,1174351.000000000000,1332751.000000000000,1965481.000000000000,1300071.000000000000,1635411.000000000000,12193380.000000000000
FS( 93 ),1235800.999999999800,1219190.999999999800,1124371.000000000000,1221091.000000000200,1177141.000000000200,1322071.000000000000,2097641.000000000000,1311751.000000000000,1638211.000000000000,12347270.000000000000
FS( 94 ),1232470.999999999800,1214711.000000000000,1124371.000000000000,1204171.000000000000,1177141.000000000200,1338090.999999999500,2092921.000000000200,1303911.000000000000,1641011.000000000000,12328800.000000000000
FS( 95 ),1235800.999999999800,1210230.999999999800,1117741.000000000000,1221091.000000000200,1183651.000000000200,1330111.000000000000,2159011.000000000000,1302631.000000000000,1643811.000000000200,12404080.000000000000
FS( 96 ),1244680.999999999500,1212471.000000000000,1119781.000000000000,1227671.000000000000,1190161.000000000200,1346131.000000000000,2116531.000000000000,1305191.000000000000,1621061.000000000000,12383680.000000000000
FS( 97 ),1249121.000000000000,1221431.000000000000,1106521.000000000000,1234251.000000000000,1192951.000000000200,1340791.000000000000,2125971.000000000000,1297511.000000000000,1607061.000000000000,12375610.000000000000
FS( 98 ),1253930.999999999500,1228151.000000000000,1113151.000000000000,1240831.000000000000,1195741.000000000200,1332751.000000000000,2140131.000000000000,1293671.000000000000,1587111.000000000000,12385470.000000000000
FS( 99 ),1255410.999999999800,1225911.000000000000,1104480.999999999800,1237071.000000000200,1205971.000000000200,1340791.000000000000,2149571.000000000000,1289511.000000000000,1553160.999999999800,12361880.000000000000
FS( 100 ),1259850.999999999800,1228151.000000000000,1106521.000000000000,1240831.000000000000,1205971.000000000200,1348771.000000000000,2277021.000000000000,1278471.000000000000,1649761.000000000000,12595350.000000000000
FS( 101 ),1262810.999999999800,1223671.000000000000,1109071.000000000000,1240831.000000000000,1205971.000000000200,1348771.000000000000,2225091.000000000000,1270311.000000000000,1615461.000000000000,12501990.000000000000
FS( 102 ),1259850.999999999800,1244111.000000000000,1109071.000000000000,1243651.000000000000,1211551.000000000200,1348771.000000000000,2229811.000000000000,1278471.000000000000,1621061.000000000000,12546350.000000000000
FS( 103 ),1255410.999999999800,1259791.000000000000,1106521.000000000000,1230491.000000000000,1202251.000000000200,1348771.000000000000,2291181.000000000000,1263431.000000000000,1643811.000000000200,12601660.000000000000
FS( 104 ),1267621.000000000000,1277711.000000000000,1102441.000000000000,1234251.000000000000,1202251.000000000200,1343431.000000000000,2267581.000000000000,1245671.000000000000,1649761.000000000000,12590720.000000000000
FS( 105 ),1272060.999999999800,1282190.999999999800,1106521.000000000000,1227671.000000000000,1192951.000000000200,1346131.000000000000,2319501.000000000000,1259271.000000000000,1683711.000000000000,12690010.000000000000
FS( 106 ),1273540.999999999800,1291431.000000000000,1111111.000000000000,1243651.000000000000,1205971.000000000200,1348771.000000000000,2333661.000000000000,1257991.000000000000,1723611.000000000000,12789740.000000000000
FS( 107 ),1275020.999999999800,1286671.000000000000,1109071.000000000000,1243651.000000000000,1208761.000000000200,1346131.000000000000,2262851.000000000000,1261991.000000000000,1683711.000000000000,12677860.000000000000
FS( 108 ),1279830.999999999800,1304871.000000000000,1106521.000000000000,1250231.000000000000,1220851.000000000000,1354111.000000000000,2371421.000000000000,1256551.000000000000,1723611.000000000000,12868000.000000000000
FS( 109 ),1258371.000000000000,1288911.000000000000,1102441.000000000000,1234251.000000000000,1215271.000000000500,1343431.000000000000,2385581.000000000000,1257991.000000000000,1734811.000000000000,12821060.000000000000
FS( 110 ),1258371.000000000000,1279950.999999999800,1099891.000000000000,1240831.000000000000,1224571.000000000200,1354111.000000000000,2446951.000000000000,1249671.000000000000,1718011.000000000000,12872360.000000000000
FS( 111 ),1258371.000000000000,1302631.000000000200,1099891.000000000000,1250231.000000000000,1233871.000000000200,1340791.000000000000,2456391.000000000000,1245671.000000000000,1771910.999999999800,12959760.000000000000
FS( 112 ),1262810.999999999800,1275471.000000000000,1102441.000000000000,1237071.000000000200,1233871.000000000200,1332751.000000000000,2517751.000000000000,1249671.000000000000,1734811.000000000000,12946650.000000000000
FS( 113 ),1261330.999999999800,1282190.999999999800,1106521.000000000000,1250231.000000000000,1245961.000000000200,1348771.000000000000,2418621.000000000000,1253831.000000000000,1703661.000000000000,12871120.000000000000
FS( 114 ),1252450.999999999500,1286671.000000000000,1102441.000000000000,1250231.000000000000,1240381.000000000200,1343431.000000000000,2277021.000000000000,1270311.000000000000,1726411.000000000000,12749350.000000000000
FS( 115 ),1255410.999999999800,1291431.000000000000,1119781.000000000000,1243651.000000000000,1245961.000000000200,1348771.000000000000,2399741.000000000000,1273031.000000000000,1737611.000000000200,12915390.000000000000
FS( 116 ),1267621.000000000000,1304871.000000000000,1122331.000000000000,1256811.000000000000,1249681.000000000200,1348771.000000000000,2385581.000000000000,1275751.000000000000,1740761.000000000000,12952180.000000000000
FS( 117 ),1262810.999999999800,1298151.000000000000,1124371.000000000000,1260571.000000000200,1261771.000000000500,1359451.000000000000,2361981.000000000000,1275751.000000000000,1774710.999999999800,12979570.000000000000
FS( 118 ),1262810.999999999800,1293671.000000000000,1128960.999999999800,1269971.000000000000,1268281.000000000500,1354111.000000000000,2201491.000000000000,1273031.000000000000,1732011.000000000000,12784340.000000000000
FS( 119 ),1269100.999999999800,1325031.000000000000,1139671.000000000000,1283131.000000000000,1305481.000000000200,1359451.000000000000,2159011.000000000000,1273031.000000000000,1689311.000000000000,12803220.000000000000
FS( 120 ),1297960.999999999800,1331751.000000000000,1150891.000000000000,1280311.000000000000,1284091.000000000200,1372831.000000000000,2210931.000000000000,1281191.000000000000,1621061.000000000000,12831020.000000000000
FS( 121 ),1305360.999999999800,1336230.999999999800,1157521.000000000000,1297231.000000000000,1293391.000000000200,1370131.000000000000,2243971.000000000000,1281191.000000000000,1652561.000000000200,12937590.000000000000
FS( 122 ),1287230.999999999800,1313831.000000000000,1144261.000000000000,1283131.000000000000,1284091.000000000200,1351471.000000000000,2229811.000000000000,1273031.000000000000,1663761.000000000000,12830620.000000000000
