代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11064159.998550000000
真實報酬,1064159.998549999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,18055.087995742524
風險,38408.353103497437
起點值,0.470082326808
找到最佳解世代,1909
找到最佳解實驗#,24
找到最佳解次數,2

投資組合檔數,15
1102(1)[39],1326(5)[29],2002(7)[46],2412(24)[26],2880(29)[3],2882(31)[10],2885(34)[2],2887(36)[1],2892(39)[5],3008(41)[23],3045(42)[41],3481(44)[12],4904(45)[35],4938(46)[19],9999(50)[43],
FS( 8 ),663466.000000000230,656366.000000000000,669365.999999999880,666666.000000000000,665046.000000000120,695735.999999999880,670906.000000000000,683826.000000000000,670516.000000000000,666666.000000000000,656906.000000000000,703386.000000000000,655866.000000000000,732966.000000000120,666666.000000000000,10124360.000000000000
FS( 9 ),669266.000000000120,663166.000000000000,666666.000000000000,669306.000000000000,670446.000000000120,702576.000000000000,673026.000000000000,681186.000000000000,670516.000000000000,666666.000000000000,657626.000000000000,706106.000000000000,653945.999999999880,739936.000000000000,666666.000000000000,10157110.000000000000
FS( 10 ),661866.000000000230,658866.000000000000,662766.000000000000,667946.000000000000,672605.999999999880,700295.999999999880,673026.000000000000,693066.000000000120,666666.000000000000,666666.000000000000,666026.000000000000,706106.000000000000,651906.000000000000,749626.000000000000,666666.000000000000,10164110.000000000000
FS( 11 ),671666.000000000000,655465.999999999880,660365.999999999880,669946.000000000000,670446.000000000120,707135.999999999770,675146.000000000120,695706.000000000000,672166.000000000000,666666.000000000000,666026.000000000000,709506.000000000000,654906.000000000000,748266.000000000000,666666.000000000000,10190090.000000000000
FS( 12 ),666666.000000000000,664066.000000000000,658866.000000000000,670586.000000000000,668826.000000000000,706375.999999999880,673026.000000000000,695706.000000000000,673816.000000000120,666666.000000000000,666666.000000000000,725145.999999999880,659826.000000000000,777166.000000000000,666666.000000000000,10240080.000000000000
FS( 13 ),656866.000000000230,658066.000000000120,653766.000000000000,671226.000000000000,672605.999999999880,701815.999999999880,666666.000000000000,690426.000000000000,672166.000000000000,666666.000000000000,671786.000000000000,721746.000000000000,665586.000000000000,766116.000000000000,666666.000000000000,10202180.000000000000
FS( 14 ),650266.000000000000,660666.000000000000,653766.000000000000,673226.000000000000,666666.000000000000,701815.999999999880,662426.000000000000,688446.000000000000,670516.000000000000,666666.000000000000,678266.000000000000,727866.000000000000,681306.000000000120,748266.000000000000,666666.000000000000,10196840.000000000000
FS( 15 ),647066.000000000120,667466.000000000000,660365.999999999880,677226.000000000000,676386.000000000000,703336.000000000000,666666.000000000000,690426.000000000000,673816.000000000120,666666.000000000000,685386.000000000000,733986.000000000000,705666.000000000000,774446.000000000000,666666.000000000000,10295580.000000000000
FS( 16 ),646266.000000000000,672666.000000000120,662766.000000000000,680506.000000000000,678546.000000000120,705615.999999999880,673026.000000000000,695706.000000000000,677666.000000000000,666666.000000000000,684746.000000000000,740106.000000000000,695945.999999999880,775806.000000000000,666666.000000000000,10322710.000000000000
FS( 17 ),648666.000000000120,672666.000000000120,657666.000000000000,682506.000000000000,676386.000000000000,706375.999999999880,677266.000000000000,695706.000000000000,677666.000000000000,666666.000000000000,677626.000000000000,731266.000000000000,691986.000000000000,771726.000000000000,666666.000000000000,10300850.000000000000
FS( 18 ),651066.000000000120,672666.000000000120,656466.000000000000,678506.000000000000,680166.000000000000,707895.999999999770,679916.000000000000,697686.000000000000,681516.000000000000,666666.000000000000,680266.000000000000,721746.000000000000,685146.000000000000,775806.000000000000,666666.000000000000,10302190.000000000000
FS( 19 ),650266.000000000000,678666.000000000000,660365.999999999880,681866.000000000000,689886.000000000000,717205.999999999880,686276.000000000000,704946.000000000000,687016.000000000000,666666.000000000000,679626.000000000000,733986.000000000000,695945.999999999880,799266.000000000000,666666.000000000000,10398660.000000000000
FS( 20 ),649466.000000000120,676866.000000000000,656466.000000000000,680506.000000000000,693666.000000000000,718725.999999999770,690516.000000000000,707586.000000000000,688666.000000000000,666666.000000000000,677626.000000000000,725145.999999999880,694986.000000000000,832416.000000000000,666666.000000000000,10425980.000000000000
FS( 21 ),651066.000000000120,663166.000000000000,645966.000000000120,677226.000000000000,708786.000000000000,717205.999999999880,690516.000000000000,716826.000000000000,692516.000000000000,666666.000000000000,678266.000000000000,737386.000000000000,691026.000000000120,831056.000000000000,666666.000000000000,10434350.000000000000
FS( 22 ),654466.000000000120,673466.000000000000,656466.000000000000,680506.000000000000,708786.000000000000,721005.999999999880,692636.000000000120,714846.000000000120,694166.000000000000,666666.000000000000,680906.000000000000,737386.000000000000,691026.000000000120,825446.000000000000,666666.000000000000,10464450.000000000000
FS( 23 ),647866.000000000120,671766.000000000000,651066.000000000000,673866.000000000000,697446.000000000120,714166.000000000000,690516.000000000000,707586.000000000000,692516.000000000000,666666.000000000000,678906.000000000000,755746.000000000000,683225.999999999880,811676.000000000000,666666.000000000000,10409690.000000000000
FS( 24 ),648666.000000000120,670066.000000000000,652566.000000000000,670586.000000000000,701226.000000000000,718725.999999999770,690516.000000000000,712206.000000000000,690866.000000000000,666666.000000000000,672506.000000000000,743506.000000000000,677346.000000000000,807596.000000000000,666666.000000000000,10389720.000000000000
FS( 25 ),656866.000000000230,668365.999999999880,653766.000000000000,673226.000000000000,702846.000000000000,719485.999999999880,698996.000000000000,710226.000000000120,690866.000000000000,666666.000000000000,671786.000000000000,770706.000000000120,674466.000000000000,817285.999999999880,666666.000000000000,10442230.000000000000
FS( 26 ),656066.000000000120,669166.000000000000,651066.000000000000,677226.000000000000,701226.000000000000,719485.999999999880,710126.000000000120,714846.000000000120,690866.000000000000,666666.000000000000,674426.000000000000,764586.000000000000,690065.999999999880,800626.000000000000,666666.000000000000,10453120.000000000000
FS( 27 ),665066.000000000120,670865.999999999880,653766.000000000000,681146.000000000000,708786.000000000000,730125.999999999880,716486.000000000000,719466.000000000000,698016.000000000000,666666.000000000000,678906.000000000000,755746.000000000000,694986.000000000000,815926.000000000000,666666.000000000000,10522630.000000000000
FS( 28 ),654466.000000000120,670066.000000000000,653766.000000000000,680506.000000000000,706626.000000000000,729365.999999999880,718606.000000000000,726726.000000000120,696365.999999999880,666666.000000000000,678266.000000000000,776826.000000000120,694026.000000000120,824086.000000000120,666666.000000000000,10543040.000000000000
FS( 29 ),662666.000000000120,666666.000000000000,652566.000000000000,677866.000000000000,710946.000000000120,726326.000000000000,716486.000000000000,726726.000000000120,694166.000000000000,666666.000000000000,677626.000000000000,764586.000000000000,697866.000000000000,806236.000000000000,666666.000000000000,10514070.000000000000
FS( 30 ),661066.000000000120,669166.000000000000,656466.000000000000,678506.000000000000,712566.000000000000,724045.999999999880,716486.000000000000,733985.999999999880,696365.999999999880,666666.000000000000,676986.000000000000,764586.000000000000,696906.000000000000,789576.000000000000,666666.000000000000,10510050.000000000000
FS( 31 ),658466.000000000230,670865.999999999880,652566.000000000000,679866.000000000000,708786.000000000000,727086.000000000000,723376.000000000120,736626.000000000000,696365.999999999880,666666.000000000000,678266.000000000000,758466.000000000000,696906.000000000000,789576.000000000000,666666.000000000000,10510560.000000000000
FS( 32 ),661866.000000000230,672666.000000000120,652566.000000000000,678506.000000000000,712566.000000000000,731645.999999999770,716486.000000000000,745865.999999999880,696365.999999999880,666666.000000000000,678266.000000000000,764586.000000000000,696906.000000000000,815926.000000000000,666666.000000000000,10557560.000000000000
FS( 33 ),665866.000000000120,680366.000000000000,664266.000000000000,680506.000000000000,712566.000000000000,733166.000000000000,714366.000000000120,743226.000000000120,696365.999999999880,666666.000000000000,682826.000000000000,755746.000000000000,698826.000000000000,810316.000000000000,666666.000000000000,10571750.000000000000
FS( 34 ),668466.000000000230,684666.000000000000,669365.999999999880,683146.000000000000,710946.000000000120,733925.999999999880,723376.000000000120,741245.999999999880,698016.000000000000,666666.000000000000,688666.000000000000,758466.000000000000,696906.000000000000,811676.000000000000,666666.000000000000,10602210.000000000000
FS( 35 ),666666.000000000000,682866.000000000000,669365.999999999880,679866.000000000000,701226.000000000000,732406.000000000000,727616.000000000120,741245.999999999880,698016.000000000000,666666.000000000000,684746.000000000000,758466.000000000000,692945.999999999880,813035.999999999880,666666.000000000000,10581810.000000000000
FS( 36 ),668466.000000000230,688865.999999999880,665466.000000000000,679866.000000000000,710946.000000000120,732406.000000000000,727616.000000000120,736626.000000000000,701866.000000000000,666666.000000000000,684106.000000000000,752346.000000000000,694986.000000000000,814396.000000000000,666666.000000000000,10591300.000000000000
FS( 37 ),673266.000000000000,693166.000000000000,666666.000000000000,679866.000000000000,714726.000000000000,738865.999999999880,738216.000000000000,733985.999999999880,705715.999999999880,666666.000000000000,685386.000000000000,755746.000000000000,694986.000000000000,803346.000000000000,666666.000000000000,10617280.000000000000
FS( 38 ),675666.000000000120,687166.000000000120,658866.000000000000,677866.000000000000,718505.999999999880,737156.000000000000,736096.000000000000,738606.000000000120,707366.000000000000,666666.000000000000,681546.000000000000,767986.000000000000,690065.999999999880,796546.000000000000,666666.000000000000,10606780.000000000000
FS( 39 ),678266.000000000000,693166.000000000000,662766.000000000000,677226.000000000000,722286.000000000000,743615.999999999880,733976.000000000000,741245.999999999880,709016.000000000000,666666.000000000000,679626.000000000000,820346.000000000000,690065.999999999880,786856.000000000000,666666.000000000000,10671800.000000000000
FS( 40 ),679066.000000000120,693166.000000000000,657666.000000000000,680506.000000000000,720126.000000000000,745135.999999999770,727086.000000000000,736626.000000000000,715066.000000000120,666666.000000000000,677546.000000000000,814226.000000000000,694986.000000000000,770366.000000000000,666666.000000000000,10644910.000000000000
FS( 41 ),681466.000000000120,694866.000000000000,658866.000000000000,678506.000000000000,722286.000000000000,752166.000000000000,740866.000000000120,736626.000000000000,715066.000000000120,666666.000000000000,672026.000000000000,869306.000000000000,690065.999999999880,817285.999999999880,666666.000000000000,10762740.000000000000
FS( 42 ),683066.000000000120,702666.000000000120,660365.999999999880,677866.000000000000,722286.000000000000,749885.999999999770,731856.000000000000,741245.999999999880,715066.000000000120,666666.000000000000,667946.000000000000,893786.000000000000,687186.000000000120,800626.000000000000,666666.000000000000,10767190.000000000000
FS( 43 ),681466.000000000120,698365.999999999880,660365.999999999880,677226.000000000000,723906.000000000000,745895.999999999770,738746.000000000000,741245.999999999880,718366.000000000000,666666.000000000000,672026.000000000000,952266.000000000000,687186.000000000120,803346.000000000000,666666.000000000000,10833750.000000000000
FS( 44 ),679066.000000000120,688066.000000000000,658866.000000000000,675866.000000000000,716346.000000000000,744375.999999999880,740866.000000000120,736626.000000000000,712866.000000000000,666666.000000000000,664506.000000000000,964506.000000000000,680346.000000000000,814396.000000000000,666666.000000000000,10810040.000000000000
FS( 45 ),685666.000000000120,683666.000000000000,656466.000000000000,674586.000000000000,718505.999999999880,745895.999999999770,733976.000000000000,736626.000000000000,712866.000000000000,666666.000000000000,655626.000000000000,949546.000000000000,675426.000000000000,817285.999999999880,666666.000000000000,10779480.000000000000
FS( 46 ),688066.000000000120,681866.000000000000,658866.000000000000,674586.000000000000,714726.000000000000,741906.000000000000,736096.000000000000,738606.000000000120,707366.000000000000,666666.000000000000,662426.000000000000,964506.000000000000,677346.000000000000,833776.000000000000,666666.000000000000,10813480.000000000000
FS( 47 ),688866.000000000120,681866.000000000000,661566.000000000120,677866.000000000000,723906.000000000000,756156.000000000000,733976.000000000000,741245.999999999880,715066.000000000120,666666.000000000000,661786.000000000000,940025.999999999880,686106.000000000000,853155.999999999880,666666.000000000000,10854930.000000000000
FS( 48 ),689666.000000000000,680966.000000000000,660365.999999999880,677866.000000000000,723906.000000000000,756916.000000000000,747756.000000000000,755766.000000000000,716716.000000000000,666666.000000000000,663786.000000000000,925066.000000000000,687186.000000000120,833776.000000000000,666666.000000000000,10853080.000000000000
FS( 49 ),692266.000000000120,680966.000000000000,658866.000000000000,677226.000000000000,727686.000000000000,778385.999999999770,761006.000000000000,767646.000000000000,723865.999999999880,666666.000000000000,661066.000000000000,918266.000000000000,690065.999999999880,853155.999999999880,666666.000000000000,10923810.000000000000
FS( 50 ),680666.000000000120,680966.000000000000,656466.000000000000,675866.000000000000,718505.999999999880,771166.000000000000,754116.000000000120,750485.999999999880,720566.000000000120,666666.000000000000,661786.000000000000,918266.000000000000,694026.000000000120,858596.000000000000,666666.000000000000,10874820.000000000000
FS( 51 ),680666.000000000120,676566.000000000000,654966.000000000000,675866.000000000000,722286.000000000000,805175.999999999880,765776.000000000000,755766.000000000000,726066.000000000000,666666.000000000000,657626.000000000000,943426.000000000000,695945.999999999880,850436.000000000000,666666.000000000000,10943910.000000000000
FS( 52 ),680666.000000000120,679166.000000000000,654966.000000000000,676586.000000000000,727686.000000000000,820945.999999999880,765776.000000000000,767646.000000000000,731566.000000000000,666666.000000000000,655626.000000000000,940025.999999999880,690065.999999999880,876616.000000000000,666666.000000000000,11000680.000000000000
FS( 53 ),683066.000000000120,675666.000000000000,656466.000000000000,674586.000000000000,720126.000000000000,817906.000000000000,756766.000000000000,765006.000000000000,731566.000000000000,666666.000000000000,657626.000000000000,941386.000000000000,684426.000000000000,858596.000000000000,666666.000000000000,10956530.000000000000
FS( 54 ),682266.000000000120,680066.000000000000,658866.000000000000,680986.000000000000,727686.000000000000,824175.999999999880,751996.000000000000,765006.000000000000,738716.000000000000,666666.000000000000,659706.000000000000,950906.000000000000,683346.000000000000,843466.000000000120,666666.000000000000,10980530.000000000000
FS( 55 ),677466.000000000120,684466.000000000000,656466.000000000000,680986.000000000000,727686.000000000000,828925.999999999880,751996.000000000000,763025.999999999880,735416.000000000000,666666.000000000000,667946.000000000000,957025.999999999880,682266.000000000000,854516.000000000000,666666.000000000000,11001530.000000000000
FS( 56 ),679066.000000000120,685366.000000000000,666666.000000000000,678186.000000000000,723906.000000000000,830445.999999999880,761006.000000000000,769626.000000000000,738716.000000000000,666666.000000000000,669306.000000000000,950906.000000000000,681306.000000000120,859956.000000000000,666666.000000000000,11027800.000000000000
FS( 57 ),685666.000000000120,689866.000000000000,668166.000000000000,680266.000000000000,731465.999999999880,830445.999999999880,761006.000000000000,772266.000000000000,740916.000000000000,666666.000000000000,670666.000000000000,957025.999999999880,680225.999999999880,861486.000000000000,666666.000000000000,11062810.000000000000
FS( 58 ),683066.000000000120,688066.000000000000,669365.999999999880,680986.000000000000,733626.000000000000,854195.999999999880,772666.000000000000,772266.000000000000,748066.000000000120,666666.000000000000,670666.000000000000,960426.000000000000,682266.000000000000,877976.000000000000,666666.000000000000,11126980.000000000000
FS( 59 ),683066.000000000120,692465.999999999880,672066.000000000000,678186.000000000000,739026.000000000000,852675.999999999880,763656.000000000000,776886.000000000000,751916.000000000120,666666.000000000000,669306.000000000000,950906.000000000000,677106.000000000000,857236.000000000000,666666.000000000000,11097840.000000000000
FS( 60 ),686466.000000000120,700466.000000000000,678366.000000000000,676106.000000000000,746586.000000000120,866925.999999999880,761006.000000000000,786786.000000000000,773916.000000000000,666666.000000000000,669306.000000000000,963145.999999999880,669906.000000000000,836496.000000000000,666666.000000000000,11148820.000000000000
FS( 61 ),702066.000000000120,702266.000000000000,684966.000000000000,678186.000000000000,744965.999999999880,846406.000000000000,758886.000000000120,779525.999999999880,761266.000000000000,666666.000000000000,673386.000000000000,900586.000000000000,677106.000000000000,803346.000000000000,666666.000000000000,11046300.000000000000
FS( 62 ),706066.000000000120,708466.000000000000,688866.000000000000,678186.000000000000,754686.000000000000,859705.999999999880,765776.000000000000,786786.000000000000,766766.000000000000,666666.000000000000,673386.000000000000,919626.000000000000,677106.000000000000,818646.000000000000,666666.000000000000,11137410.000000000000
FS( 63 ),696266.000000000120,696965.999999999880,681066.000000000000,677546.000000000000,746586.000000000120,851345.999999999880,770016.000000000000,774906.000000000000,761266.000000000000,666666.000000000000,669306.000000000000,910106.000000000000,669906.000000000000,824086.000000000120,668115.998550000020,11064159.998550000000
