代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10966166.666425001000
真實報酬,966166.666425000880

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,17642.185450035780
風險,77641.010956865328
起點值,0.227227662708
找到最佳解世代,1840
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,9
1216(2)[4],2303(12)[3],2330(18)[9],2408(23)[5],2881(31)[16],2884(34)[7],2912(41)[14],5880(47)[1],9999(50)[26],
FS( 12 ),1158801.000000000000,1143511.000000000000,1116111.000000000000,1095811.000000000000,1114561.000000000500,1123081.000000000000,1115111.000000000000,1116151.000000000000,1111111.000000000000,10094250.000000000000
FS( 13 ),1166401.000000000000,1151611.000000000000,1121111.000000000000,1107711.000000000000,1136411.000000000200,1135681.000000000000,1113111.000000000000,1134151.000000000000,1111111.000000000000,10177300.000000000000
FS( 14 ),1170201.000000000000,1147561.000000000000,1113611.000000000000,1094111.000000000000,1129511.000000000200,1135681.000000000000,1107111.000000000000,1126951.000000000200,1111111.000000000000,10135850.000000000000
FS( 15 ),1164501.000000000000,1151611.000000000000,1108611.000000000000,1109411.000000000000,1122611.000000000000,1132531.000000000000,1105111.000000000000,1134151.000000000000,1111111.000000000000,10139650.000000000000
FS( 16 ),1177801.000000000000,1163761.000000000000,1123611.000000000000,1099211.000000000000,1123761.000000000200,1135681.000000000000,1097111.000000000000,1134151.000000000000,1111111.000000000000,10166200.000000000000
FS( 17 ),1196801.000000000000,1155661.000000000000,1128611.000000000000,1102611.000000000000,1126061.000000000500,1145130.999999999800,1105111.000000000000,1137750.999999999800,1111111.000000000000,10208850.000000000000
FS( 18 ),1227201.000000000000,1216411.000000000000,1136111.000000000000,1128111.000000000000,1121461.000000000200,1154581.000000000000,1103111.000000000000,1144951.000000000200,1111111.000000000000,10343050.000000000000
FS( 19 ),1248100.999999999800,1212361.000000000000,1138611.000000000000,1124711.000000000000,1127211.000000000200,1160880.999999999800,1113111.000000000000,1144951.000000000200,1111111.000000000000,10381050.000000000000
FS( 20 ),1234801.000000000000,1212361.000000000000,1131111.000000000000,1136611.000000000000,1144461.000000000200,1167181.000000000000,1117111.000000000000,1152151.000000000000,1111111.000000000000,10406900.000000000000
FS( 21 ),1246201.000000000000,1212361.000000000000,1131111.000000000000,1123011.000000000000,1142161.000000000200,1164031.000000000000,1113111.000000000000,1148551.000000000000,1111111.000000000000,10391650.000000000000
FS( 22 ),1251901.000000000000,1208311.000000000000,1138611.000000000000,1131511.000000000000,1144461.000000000200,1179781.000000000000,1117111.000000000000,1148551.000000000000,1111111.000000000000,10431350.000000000000
FS( 23 ),1250001.000000000000,1224511.000000000000,1133611.000000000000,1140011.000000000000,1150211.000000000200,1173481.000000000200,1115111.000000000000,1152151.000000000000,1111111.000000000000,10450200.000000000000
FS( 24 ),1242401.000000000000,1305511.000000000000,1133611.000000000000,1134911.000000000200,1144461.000000000200,1173481.000000000200,1121111.000000000000,1155750.999999999800,1111111.000000000000,10522350.000000000000
FS( 25 ),1242401.000000000000,1341961.000000000000,1138611.000000000000,1128111.000000000000,1137561.000000000500,1167181.000000000000,1115111.000000000000,1144951.000000000200,1111111.000000000000,10527000.000000000000
FS( 26 ),1244301.000000000000,1341961.000000000000,1141111.000000000000,1119611.000000000000,1141011.000000000200,1164031.000000000000,1105111.000000000000,1148551.000000000000,1111111.000000000000,10516800.000000000000
FS( 27 ),1244301.000000000000,1305511.000000000000,1136111.000000000000,1111111.000000000000,1129511.000000000200,1157731.000000000200,1105111.000000000000,1144951.000000000200,1111111.000000000000,10445450.000000000000
FS( 28 ),1255701.000000000000,1325761.000000000000,1136111.000000000000,1099211.000000000000,1126061.000000000500,1151431.000000000000,1097111.000000000000,1141351.000000000000,1111111.000000000000,10443850.000000000000
FS( 29 ),1269001.000000000000,1321711.000000000000,1141111.000000000000,1136611.000000000000,1130661.000000000200,1157731.000000000200,1103111.000000000000,1148551.000000000000,1111111.000000000000,10519600.000000000000
FS( 30 ),1267100.999999999800,1305511.000000000000,1136111.000000000000,1131511.000000000000,1123761.000000000200,1148281.000000000000,1125111.000000000000,1144951.000000000200,1111111.000000000000,10493450.000000000000
FS( 31 ),1257600.999999999800,1293361.000000000000,1146111.000000000000,1196111.000000000000,1127211.000000000200,1151431.000000000000,1119111.000000000000,1148551.000000000000,1111111.000000000000,10550600.000000000000
FS( 32 ),1265201.000000000000,1277161.000000000000,1141111.000000000000,1167211.000000000000,1118011.000000000200,1151431.000000000000,1107111.000000000000,1141351.000000000000,1111111.000000000000,10479700.000000000000
FS( 33 ),1274701.000000000000,1293361.000000000000,1143611.000000000000,1208011.000000000000,1118011.000000000200,1148281.000000000000,1103111.000000000000,1152151.000000000000,1111111.000000000000,10552350.000000000000
FS( 34 ),1276600.999999999800,1265011.000000000000,1143611.000000000000,1323611.000000000000,1111111.000000000000,1154581.000000000000,1113111.000000000000,1152151.000000000000,1111111.000000000000,10650900.000000000000
FS( 35 ),1289901.000000000000,1293361.000000000000,1148611.000000000000,1396711.000000000000,1118011.000000000200,1157731.000000000200,1121111.000000000000,1152151.000000000000,1111111.000000000000,10788700.000000000000
FS( 36 ),1267100.999999999800,1301461.000000000000,1158611.000000000000,1347411.000000000200,1114561.000000000500,1154581.000000000000,1107111.000000000000,1141351.000000000000,1111111.000000000000,10703300.000000000000
FS( 37 ),1265201.000000000000,1273111.000000000000,1158611.000000000000,1408611.000000000000,1106511.000000000200,1154581.000000000000,1109111.000000000000,1130551.000000000000,1111111.000000000000,10717400.000000000000
FS( 38 ),1255701.000000000000,1289311.000000000000,1156111.000000000000,1495310.999999999800,1111111.000000000000,1151431.000000000000,1107111.000000000000,1134151.000000000000,1111111.000000000000,10811350.000000000000
FS( 39 ),1240501.000000000000,1260961.000000000000,1143611.000000000000,1468111.000000000000,1109961.000000000200,1151431.000000000000,1111111.000000000000,1126951.000000000200,1111111.000000000000,10723750.000000000000
FS( 40 ),1227201.000000000000,1236661.000000000000,1136111.000000000000,1468111.000000000000,1105361.000000000000,1141981.000000000200,1103111.000000000000,1126951.000000000200,1111111.000000000000,10656600.000000000000
FS( 41 ),1223401.000000000000,1240711.000000000000,1121111.000000000000,1408611.000000000000,1113411.000000000200,1145130.999999999800,1113111.000000000000,1134151.000000000000,1111111.000000000000,10610750.000000000000
FS( 42 ),1208201.000000000000,1240711.000000000000,1126111.000000000000,1468111.000000000000,1115711.000000000200,1145130.999999999800,1125111.000000000000,1141351.000000000000,1111111.000000000000,10681550.000000000000
FS( 43 ),1213901.000000000000,1256911.000000000000,1121111.000000000000,1498711.000000000000,1115711.000000000200,1145130.999999999800,1107111.000000000000,1130551.000000000000,1111111.000000000000,10700250.000000000000
FS( 44 ),1236701.000000000000,1232611.000000000000,1133611.000000000000,1498711.000000000000,1122611.000000000000,1141981.000000000200,1127111.000000000000,1134151.000000000000,1111111.000000000000,10738600.000000000000
FS( 45 ),1225301.000000000000,1220461.000000000000,1133611.000000000000,1507211.000000000000,1120311.000000000500,1145130.999999999800,1123111.000000000000,1134151.000000000000,1111111.000000000000,10720400.000000000000
FS( 46 ),1219601.000000000000,1232611.000000000000,1153611.000000000000,1582011.000000000000,1126061.000000000500,1145130.999999999800,1121111.000000000000,1134151.000000000000,1111111.000000000000,10825400.000000000000
FS( 47 ),1234801.000000000000,1285261.000000000000,1163611.000000000000,1549711.000000000000,1120311.000000000500,1148281.000000000000,1115111.000000000000,1137750.999999999800,1111111.000000000000,10865950.000000000000
FS( 48 ),1229101.000000000000,1277161.000000000000,1173611.000000000000,1524211.000000000000,1118011.000000000200,1154581.000000000000,1117111.000000000000,1144951.000000000200,1111111.000000000000,10849850.000000000000
FS( 49 ),1238601.000000000000,1265011.000000000000,1173611.000000000000,1481711.000000000000,1122611.000000000000,1157731.000000000200,1121111.000000000000,1148551.000000000000,1111111.000000000000,10820050.000000000000
FS( 50 ),1261401.000000000000,1285261.000000000000,1216111.000000000000,1498711.000000000000,1124911.000000000200,1164031.000000000000,1149111.000000000000,1155750.999999999800,1111111.000000000000,10966400.000000000000
FS( 51 ),1274701.000000000000,1293361.000000000000,1238611.000000000000,1500411.000000000200,1126061.000000000500,1157731.000000000200,1145111.000000000000,1166551.000000000000,1111111.000000000000,11013650.000000000000
FS( 52 ),1270901.000000000000,1297411.000000000000,1238611.000000000000,1520810.999999999800,1130661.000000000200,1160880.999999999800,1145111.000000000000,1173750.999999999800,1111111.000000000000,11049250.000000000000
FS( 53 ),1263301.000000000200,1297411.000000000000,1241111.000000000000,1551411.000000000200,1134111.000000000000,1167181.000000000000,1147111.000000000000,1170151.000000000000,1111111.000000000000,11082900.000000000000
FS( 54 ),1270901.000000000000,1293361.000000000000,1228611.000000000000,1502111.000000000000,1134111.000000000000,1167181.000000000000,1147111.000000000000,1177351.000000000000,1111111.000000000000,11031850.000000000000
FS( 55 ),1248100.999999999800,1297411.000000000000,1238611.000000000000,1505511.000000000000,1122611.000000000000,1160880.999999999800,1155111.000000000000,1170151.000000000000,1111111.000000000000,11009500.000000000000
FS( 56 ),1240501.000000000000,1273111.000000000000,1246111.000000000000,1510611.000000000000,1120311.000000000500,1164031.000000000000,1161111.000000000000,1177351.000000000000,1111111.000000000000,11004250.000000000000
FS( 57 ),1238601.000000000000,1265011.000000000000,1238611.000000000000,1525911.000000000200,1121461.000000000200,1160880.999999999800,1175111.000000000000,1170151.000000000000,1111111.000000000000,11006850.000000000000
FS( 58 ),1267100.999999999800,1269061.000000000000,1246111.000000000000,1527611.000000000000,1122611.000000000000,1160880.999999999800,1203111.000000000000,1170151.000000000000,1111111.000000000000,11077750.000000000000
FS( 59 ),1253801.000000000200,1265011.000000000000,1241111.000000000000,1512310.999999999800,1120311.000000000500,1157731.000000000200,1199111.000000000000,1180951.000000000200,1111111.000000000000,11041450.000000000000
FS( 60 ),1234801.000000000000,1260961.000000000000,1241111.000000000000,1503810.999999999800,1127211.000000000200,1160880.999999999800,1201111.000000000000,1188151.000000000000,1111111.000000000000,11029150.000000000000
FS( 61 ),1223401.000000000000,1265011.000000000000,1231111.000000000000,1525911.000000000200,1124911.000000000200,1154581.000000000000,1199111.000000000000,1177351.000000000000,1111111.000000000000,11012500.000000000000
FS( 62 ),1229101.000000000000,1256911.000000000000,1246111.000000000000,1457911.000000000200,1134111.000000000000,1157731.000000000200,1201111.000000000000,1180951.000000000200,1111111.000000000000,10975050.000000000000
FS( 63 ),1231001.000000000000,1285261.000000000000,1266111.000000000000,1454511.000000000000,1138711.000000000200,1160880.999999999800,1189111.000000000000,1180951.000000000200,1111111.000000000000,11017650.000000000000
FS( 64 ),1227201.000000000000,1260961.000000000000,1266111.000000000000,1430711.000000000000,1139861.000000000000,1157731.000000000200,1189111.000000000000,1180951.000000000200,1113527.666424999900,10966166.666425001000
