訓練日期,20150629 - 20150929
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10664401.839999999850988
真實報酬,664401.839999999850988

夏普值報酬,0.057740184000000
夏普值風險,0.023332328468833
夏普值,2.474685888171381

預期報酬,12030.398816740496841
風險,260206.982311446015956
趨勢值,0.046233958481334
找到最佳解世代,2489
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](1),NKE[19](2),
FS( 36 ),5554544.319999999366701,5331535.189999999478459,10886079.509999997913837
FS( 37 ),5552735.040000000037253,5338035.879999999888241,10890770.919999999925494
FS( 38 ),5452320.000000000000000,5214522.769999999552965,10666842.769999999552965
FS( 39 ),5254203.839999999850988,4962853.199999999254942,10217057.039999999105930
FS( 40 ),5090464.000000000000000,4823552.699999999254942,9914016.699999999254942
FS( 41 ),5019449.759999999776483,4807765.309999999590218,9827215.070000000298023
FS( 42 ),5243800.480000000447035,5050148.179999999701977,10293948.660000000149012
FS( 43 ),5322051.839999999850988,5229381.490000000223517,10551433.330000000074506
FS( 44 ),5315719.359999999403954,5223809.469999999739230,10539528.829999998211861
FS( 45 ),5267773.439999999478459,5189448.679999999701977,10457222.119999999180436
FS( 46 ),5114436.959999999031425,5044576.160000000149012,10159013.119999999180436
FS( 47 ),5268678.080000000074506,5140229.169999999925494,10408907.250000000000000
FS( 48 ),5274105.919999999925494,5147658.529999999329448,10421764.449999999254942
FS( 49 ),5175500.160000000149012,5093795.669999999925494,10269295.830000000074506
FS( 50 ),5266416.480000000447035,5189448.679999999701977,10455865.160000000149012
FS( 51 ),5155145.759999999776483,5101225.029999999329448,10256370.789999999105930
FS( 52 ),5178666.399999999441206,5125370.449999999254942,10304036.849999997764826
FS( 53 ),5221636.799999999813735,5192234.689999999478459,10413871.489999998360872
FS( 54 ),5189522.080000000074506,5195949.370000000111759,10385471.449999999254942
FS( 55 ),5255108.480000000447035,5286030.360000000335276,10541138.839999999850988
FS( 56 ),5329288.959999999031425,5366824.649999999441206,10696113.609999999403954
FS( 57 ),5333359.839999999850988,5352894.599999999627471,10686254.439999999478459
FS( 58 ),5207162.559999999590218,5342679.229999999515712,10549841.789999999105930
FS( 59 ),5273201.279999999329448,5412329.479999999515712,10685530.759999997913837
FS( 60 ),5237920.319999999366701,5385398.049999999813735,10623318.369999999180436
FS( 61 ),5254656.160000000149012,5360323.959999999962747,10614980.120000001043081
FS( 62 ),5262345.599999999627471,5330606.519999999552965,10592952.119999999180436
FS( 63 ),5280438.399999999441206,5804228.219999999739230,11084666.619999999180436
FS( 64 ),5161025.919999999925494,5671428.410000000149012,10832454.330000000074506
FS( 65 ),5107199.839999999850988,5557202.000000000000000,10664401.839999999850988
