代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11133030.000000000000
真實報酬,1133030.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10603.143439695848
風險,78107.234260778438
起點值,0.135751106028
找到最佳解世代,1778
找到最佳解實驗#,1
找到最佳解次數,23

投資組合檔數,10
1301(3)[9],2303(13)[27],2317(16)[7],2801(28)[2],2882(31)[5],2885(34)[1],2886(35)[3],3481(43)[17],4904(44)[31],9999(49)[28],
FS( 8 ),1014820.000000000000,991990.000000000000,1032500.000000000000,1002639.999999999800,997660.000000000000,987260.000000000000,986079.999999999880,963200.000000000000,1017359.999999999900,1000000.000000000000,9993510.000000000000
FS( 9 ),1018590.000000000100,1004450.000000000000,1025090.000000000100,996699.999999999880,991419.999999999880,1000000.000000000000,986079.999999999880,963200.000000000000,1015960.000000000100,1000000.000000000000,10001490.000000000000
FS( 10 ),1022230.000000000100,996440.000000000000,1033800.000000000000,1005939.999999999900,997660.000000000000,991809.999999999880,984160.000000000120,958600.000000000000,1018619.999999999900,1000000.000000000000,10009260.000000000000
FS( 11 ),1028470.000000000000,1004450.000000000000,1036270.000000000000,1009239.999999999900,1011180.000000000100,1004550.000000000000,993280.000000000120,963200.000000000000,1018619.999999999900,1000000.000000000000,10069260.000000000000
FS( 12 ),1049400.000000000000,1008900.000000000000,1040040.000000000000,1005939.999999999900,1013779.999999999900,1004550.000000000000,995200.000000000000,972400.000000000000,1018619.999999999900,1000000.000000000000,10108830.000000000000
FS( 13 ),1084109.999999999800,1004450.000000000000,1053820.000000000000,1009239.999999999900,1010140.000000000100,1040040.000000000100,995200.000000000000,972400.000000000000,1011899.999999999900,1000000.000000000000,10181300.000000000000
FS( 14 ),1080340.000000000000,1008900.000000000000,1063830.000000000000,1009239.999999999900,1006239.999999999900,1040040.000000000100,1001920.000000000000,1000000.000000000000,1015960.000000000100,1000000.000000000000,10226470.000000000000
FS( 15 ),1072930.000000000000,1004450.000000000000,1062530.000000000000,1002639.999999999800,1004940.000000000000,1040040.000000000100,993280.000000000120,1009200.000000000000,1011899.999999999900,1000000.000000000000,10201910.000000000000
FS( 16 ),1084109.999999999800,1008900.000000000000,1081380.000000000200,1011880.000000000000,1008840.000000000000,1044589.999999999900,1001920.000000000000,1027600.000000000000,1015960.000000000100,1000000.000000000000,10285180.000000000000
FS( 17 ),1084109.999999999800,996440.000000000000,1080080.000000000000,1005939.999999999900,1011180.000000000100,1035489.999999999900,995200.000000000000,1032200.000000000000,1018619.999999999900,1000000.000000000000,10259260.000000000000
FS( 18 ),1082810.000000000200,991990.000000000000,1077610.000000000000,1002639.999999999800,1015080.000000000000,1035489.999999999900,988480.000000000000,1013800.000000000100,1014700.000000000000,1000000.000000000000,10222600.000000000000
FS( 19 ),1091520.000000000000,1008900.000000000000,1070070.000000000000,1009239.999999999900,1018720.000000000100,1044589.999999999900,986079.999999999880,995400.000000000000,1018619.999999999900,1000000.000000000000,10243140.000000000000
FS( 20 ),1089050.000000000200,1013350.000000000000,1076310.000000000000,1002639.999999999800,1022620.000000000000,1048230.000000000000,984160.000000000120,977000.000000000000,1011899.999999999900,1000000.000000000000,10225260.000000000000
FS( 21 ),1084109.999999999800,1013350.000000000000,1067600.000000000000,1005939.999999999900,1018720.000000000100,1044589.999999999900,981760.000000000000,1013800.000000000100,1014700.000000000000,1000000.000000000000,10244570.000000000000
FS( 22 ),1079170.000000000000,1008900.000000000000,1042510.000000000000,1002639.999999999800,1004940.000000000000,1035489.999999999900,979359.999999999880,1018400.000000000000,1009239.999999999900,1000000.000000000000,10180650.000000000000
FS( 23 ),1082810.000000000200,1000000.000000000000,1031330.000000000000,1000000.000000000000,993760.000000000000,1009100.000000000100,1001920.000000000000,1004600.000000000000,1006580.000000000000,1000000.000000000000,10130100.000000000000
FS( 24 ),1086580.000000000000,1000000.000000000000,1035099.999999999900,1002639.999999999800,1008840.000000000000,1030940.000000000100,997600.000000000120,1023000.000000000000,1010640.000000000100,1000000.000000000000,10195340.000000000000
FS( 25 ),1090220.000000000000,1004450.000000000000,1053820.000000000000,1009239.999999999900,1016379.999999999900,1040040.000000000100,1000000.000000000000,1027600.000000000000,1020019.999999999900,1000000.000000000000,10261770.000000000000
FS( 26 ),1100100.000000000000,1008900.000000000000,1047580.000000000000,1011880.000000000000,1017419.999999999900,1040040.000000000100,1026880.000000000100,1032200.000000000000,1017359.999999999900,1000000.000000000000,10302360.000000000000
FS( 27 ),1074230.000000000000,991990.000000000000,1015080.000000000000,1002639.999999999800,976340.000000000000,1004550.000000000000,1001920.000000000000,981600.000000000000,1017359.999999999900,1000000.000000000000,10065710.000000000000
FS( 28 ),1101400.000000000000,1000000.000000000000,1028859.999999999900,1009239.999999999900,1035100.000000000000,1040040.000000000100,1042720.000000000000,1013800.000000000100,1002660.000000000000,1000000.000000000000,10273820.000000000000
FS( 29 ),1084109.999999999800,978640.000000000000,997530.000000000000,1000000.000000000000,1092300.000000000000,1021840.000000000000,1042720.000000000000,1004600.000000000000,974660.000000000000,1000000.000000000000,10196400.000000000000
FS( 30 ),1085280.000000000000,974190.000000000000,997530.000000000000,1000000.000000000000,1147420.000000000000,1030940.000000000100,1059040.000000000000,986200.000000000000,985300.000000000000,1000000.000000000000,10265900.000000000000
FS( 31 ),1084109.999999999800,974190.000000000000,997530.000000000000,1002639.999999999800,1121160.000000000000,1021840.000000000000,1059040.000000000000,990800.000000000120,972000.000000000000,1000000.000000000000,10223310.000000000000
FS( 32 ),1090220.000000000000,974190.000000000000,997530.000000000000,1005939.999999999900,1134940.000000000000,1021840.000000000000,1049920.000000000000,990800.000000000120,986700.000000000000,1000000.000000000000,10252080.000000000000
FS( 33 ),1098930.000000000000,978640.000000000000,1017550.000000000100,1009239.999999999900,1119860.000000000000,1026390.000000000000,1047520.000000000000,1004600.000000000000,998600.000000000120,1000000.000000000000,10301330.000000000000
FS( 34 ),1092690.000000000000,974190.000000000000,1021320.000000000000,1000000.000000000000,1123500.000000000000,1013649.999999999900,1034079.999999999900,1004600.000000000000,990619.999999999880,1000000.000000000000,10254650.000000000000
FS( 35 ),1101400.000000000000,983090.000000000000,1021320.000000000000,1005939.999999999900,1139880.000000000000,1026390.000000000000,1051840.000000000000,1023000.000000000000,1001260.000000000000,1000000.000000000000,10354120.000000000000
FS( 36 ),1121160.000000000000,983090.000000000000,1025090.000000000100,1011880.000000000000,1134940.000000000000,1035489.999999999900,1059040.000000000000,1009200.000000000000,994680.000000000120,1000000.000000000000,10374570.000000000000
FS( 37 ),1128570.000000000000,987540.000000000000,1035099.999999999900,1021120.000000000000,1149760.000000000000,1035489.999999999900,1040799.999999999900,1009200.000000000000,1002660.000000000000,1000000.000000000000,10410240.000000000000
FS( 38 ),1127270.000000000000,978640.000000000000,1023790.000000000000,1021120.000000000000,1162240.000000000000,1048230.000000000000,1056640.000000000000,1000000.000000000000,1003920.000000000000,1000000.000000000000,10421850.000000000000
FS( 39 ),1121160.000000000000,978640.000000000000,1016250.000000000000,1024419.999999999900,1209820.000000000000,1035489.999999999900,1049920.000000000000,990800.000000000120,998600.000000000120,1000000.000000000000,10425100.000000000000
FS( 40 ),1131040.000000000000,978640.000000000000,1026259.999999999900,1039599.999999999900,1209820.000000000000,1044589.999999999900,1056640.000000000000,990800.000000000120,1000000.000000000000,1000000.000000000000,10477390.000000000000
FS( 41 ),1144560.000000000200,978640.000000000000,1035099.999999999900,1033659.999999999900,1180959.999999999800,1035489.999999999900,1047520.000000000000,1004600.000000000000,1000000.000000000000,1000000.000000000000,10460530.000000000000
FS( 42 ),1155740.000000000000,970630.000000000000,1035099.999999999900,1058080.000000000000,1171080.000000000000,1026390.000000000000,1036000.000000000000,1009200.000000000000,1001260.000000000000,1000000.000000000000,10463480.000000000000
FS( 43 ),1159380.000000000000,978640.000000000000,1040040.000000000000,1048840.000000000000,1205920.000000000000,1030940.000000000100,1042720.000000000000,1004600.000000000000,998600.000000000120,1000000.000000000000,10509680.000000000000
FS( 44 ),1163150.000000000000,974190.000000000000,1031330.000000000000,1042900.000000000000,1198380.000000000000,1026390.000000000000,1049920.000000000000,990800.000000000120,994680.000000000120,1000000.000000000000,10471740.000000000000
FS( 45 ),1149500.000000000000,966180.000000000000,1026259.999999999900,1033659.999999999900,1205920.000000000000,1018200.000000000000,1038400.000000000100,1009200.000000000000,993280.000000000000,1000000.000000000000,10440600.000000000000
FS( 46 ),1149500.000000000000,983090.000000000000,1038740.000000000000,1042900.000000000000,1223340.000000000000,1026390.000000000000,1059040.000000000000,1009200.000000000000,993280.000000000000,1000000.000000000000,10525480.000000000000
FS( 47 ),1156910.000000000000,978640.000000000000,1048750.000000000000,1042900.000000000000,1221000.000000000000,1021840.000000000000,1059040.000000000000,1041400.000000000000,1002660.000000000000,1000000.000000000000,10573140.000000000000
FS( 48 ),1164320.000000000000,983090.000000000000,1070070.000000000000,1061380.000000000000,1224640.000000000200,1048230.000000000000,1070080.000000000000,1045999.999999999900,998600.000000000120,1000000.000000000000,10666410.000000000000
FS( 49 ),1169260.000000000000,978640.000000000000,1072540.000000000000,1054780.000000000000,1233480.000000000000,1066430.000000000000,1081600.000000000200,1032200.000000000000,997340.000000000120,1000000.000000000000,10686270.000000000000
FS( 50 ),1169260.000000000000,974190.000000000000,1052520.000000000000,1052139.999999999800,1233480.000000000000,1057330.000000000000,1081600.000000000200,1036800.000000000100,984040.000000000000,1000000.000000000000,10641360.000000000000
FS( 51 ),1156910.000000000000,974190.000000000000,1065000.000000000000,1061380.000000000000,1239720.000000000000,1070980.000000000000,1079200.000000000000,1032200.000000000000,981380.000000000000,1000000.000000000000,10660960.000000000000
FS( 52 ),1145859.999999999800,966180.000000000000,1056290.000000000000,1052139.999999999800,1214760.000000000000,1066430.000000000000,1065760.000000000000,1036800.000000000100,977320.000000000000,1000000.000000000000,10581540.000000000000
FS( 53 ),1131040.000000000000,974190.000000000000,1062530.000000000000,1052139.999999999800,1243360.000000000000,1061880.000000000000,1065760.000000000000,1058880.000000000000,976060.000000000120,1000000.000000000000,10625840.000000000000
FS( 54 ),1138450.000000000000,974190.000000000000,1055120.000000000000,1054780.000000000000,1248300.000000000000,1066430.000000000000,1081600.000000000200,1058880.000000000000,972000.000000000000,1000000.000000000000,10649750.000000000000
FS( 55 ),1126100.000000000000,974190.000000000000,1045109.999999999900,1048840.000000000000,1223340.000000000000,1057330.000000000000,1065760.000000000000,1050600.000000000000,969340.000000000120,1000000.000000000000,10560610.000000000000
FS( 56 ),1129740.000000000000,974190.000000000000,1056290.000000000000,1054780.000000000000,1223340.000000000000,1057330.000000000000,1060960.000000000000,1063480.000000000000,965280.000000000000,1000000.000000000000,10585390.000000000000
FS( 57 ),1133510.000000000000,974190.000000000000,1051350.000000000000,1054780.000000000000,1212160.000000000000,1048230.000000000000,1054240.000000000000,1081880.000000000000,966680.000000000120,1000000.000000000000,10577020.000000000000
FS( 58 ),1109980.000000000000,974190.000000000000,1045109.999999999900,1042900.000000000000,1168480.000000000000,1040040.000000000100,1047520.000000000000,1077280.000000000000,966680.000000000120,1000000.000000000000,10472180.000000000000
FS( 59 ),1097630.000000000000,974190.000000000000,1043810.000000000000,1036299.999999999900,1173420.000000000000,1040040.000000000100,1042720.000000000000,1068080.000000000000,957300.000000000000,1000000.000000000000,10433490.000000000000
FS( 60 ),1101400.000000000000,974190.000000000000,1051350.000000000000,1048840.000000000000,1199680.000000000000,1044589.999999999900,1047520.000000000000,1063480.000000000000,961359.999999999880,1000000.000000000000,10492410.000000000000
FS( 61 ),1101400.000000000000,974190.000000000000,1053820.000000000000,1048840.000000000000,1188500.000000000000,1040040.000000000100,1040799.999999999900,1055200.000000000000,962619.999999999880,1000000.000000000000,10465410.000000000000
FS( 62 ),1127270.000000000000,978640.000000000000,1060060.000000000000,1054780.000000000000,1214760.000000000000,1052780.000000000000,1047520.000000000000,1068080.000000000000,965280.000000000000,1000000.000000000000,10569170.000000000000
FS( 63 ),1113750.000000000000,974190.000000000000,1055120.000000000000,1054780.000000000000,1196040.000000000000,1048230.000000000000,1038400.000000000100,1058880.000000000000,967939.999999999880,1000000.000000000000,10507330.000000000000
FS( 64 ),1135980.000000000000,983090.000000000000,1062530.000000000000,1064020.000000000000,1203580.000000000000,1066430.000000000000,1047520.000000000000,1063480.000000000000,984040.000000000000,1000000.000000000000,10610670.000000000000
FS( 65 ),1147030.000000000000,983090.000000000000,1063830.000000000000,1061380.000000000000,1198380.000000000000,1061880.000000000000,1051840.000000000000,1109480.000000000000,973399.999999999880,1000000.000000000000,10650310.000000000000
FS( 66 ),1149500.000000000000,978640.000000000000,1062530.000000000000,1054780.000000000000,1196040.000000000000,1061880.000000000000,1067679.999999999800,1114080.000000000000,987960.000000000120,1000000.000000000000,10673090.000000000000
FS( 67 ),1150800.000000000200,983090.000000000000,1060060.000000000000,1061380.000000000000,1208520.000000000000,1070980.000000000000,1076800.000000000000,1150880.000000000000,994680.000000000120,1000000.000000000000,10757190.000000000000
FS( 68 ),1151970.000000000000,1000000.000000000000,1057590.000000000000,1064020.000000000000,1217100.000000000000,1070980.000000000000,1079200.000000000000,1187680.000000000000,994680.000000000120,1000000.000000000000,10823220.000000000000
FS( 69 ),1148330.000000000000,1000000.000000000000,1053820.000000000000,1061380.000000000000,1223340.000000000000,1066430.000000000000,1063359.999999999800,1178480.000000000000,993280.000000000000,1000000.000000000000,10788420.000000000000
FS( 70 ),1139619.999999999800,1004450.000000000000,1060060.000000000000,1064020.000000000000,1228540.000000000000,1070980.000000000000,1074880.000000000000,1173880.000000000000,992019.999999999880,1000000.000000000000,10808450.000000000000
FS( 71 ),1137150.000000000000,1004450.000000000000,1062530.000000000000,1070620.000000000000,1223340.000000000000,1079170.000000000000,1079200.000000000000,1169280.000000000000,993280.000000000000,1000000.000000000000,10819020.000000000000
FS( 72 ),1155740.000000000000,1017800.000000000000,1063830.000000000000,1085800.000000000000,1216060.000000000000,1105559.999999999800,1088320.000000000000,1178480.000000000000,993280.000000000000,1000000.000000000000,10904870.000000000000
FS( 73 ),1158210.000000000000,1017800.000000000000,1062530.000000000000,1085800.000000000000,1208520.000000000000,1105559.999999999800,1088320.000000000000,1192280.000000000000,1000000.000000000000,1000000.000000000000,10919020.000000000000
FS( 74 ),1138450.000000000000,1004450.000000000000,1053820.000000000000,1082500.000000000000,1180959.999999999800,1092820.000000000000,1074880.000000000000,1173880.000000000000,1006580.000000000000,1000000.000000000000,10808340.000000000000
FS( 75 ),1145859.999999999800,1004450.000000000000,1060060.000000000000,1076560.000000000000,1185900.000000000200,1097370.000000000000,1070080.000000000000,1178480.000000000000,1002660.000000000000,1000000.000000000000,10821420.000000000000
FS( 76 ),1116220.000000000000,1004450.000000000000,1051350.000000000000,1076560.000000000000,1172380.000000000000,1097370.000000000000,1060960.000000000000,1209760.000000000000,1005320.000000000000,1000000.000000000000,10794370.000000000000
FS( 77 ),1121160.000000000000,1000000.000000000000,1053820.000000000000,1073260.000000000000,1169780.000000000000,1097370.000000000000,1065760.000000000000,1205160.000000000000,1005320.000000000000,1000000.000000000000,10791630.000000000000
FS( 78 ),1127270.000000000000,1000000.000000000000,1052520.000000000000,1076560.000000000000,1177320.000000000000,1083720.000000000000,1060960.000000000000,1200560.000000000000,1001260.000000000000,1000000.000000000000,10780170.000000000000
FS( 79 ),1142090.000000000000,996440.000000000000,1060060.000000000000,1079860.000000000000,1183560.000000000000,1101010.000000000000,1072480.000000000000,1200560.000000000000,1009239.999999999900,1000000.000000000000,10845300.000000000000
FS( 80 ),1148330.000000000000,978640.000000000000,1056290.000000000000,1076560.000000000000,1185900.000000000200,1101010.000000000000,1060960.000000000000,1209760.000000000000,1009239.999999999900,1000000.000000000000,10826690.000000000000
FS( 81 ),1133510.000000000000,974190.000000000000,1061360.000000000000,1076560.000000000000,1171080.000000000000,1088270.000000000000,1060960.000000000000,1301760.000000000000,974660.000000000000,1000000.000000000000,10842350.000000000000
FS( 82 ),1133510.000000000000,983090.000000000000,1056290.000000000000,1082500.000000000000,1164840.000000000000,1088270.000000000000,1056640.000000000000,1278760.000000000000,977320.000000000000,1000000.000000000000,10821220.000000000000
FS( 83 ),1143390.000000000000,987540.000000000000,1072540.000000000000,1088440.000000000000,1203580.000000000000,1131950.000000000000,1074880.000000000000,1274160.000000000000,982640.000000000120,1000000.000000000000,10959120.000000000000
FS( 84 ),1154440.000000000000,991990.000000000000,1082550.000000000000,1097680.000000000000,1198380.000000000000,1131950.000000000000,1079200.000000000000,1241960.000000000200,979979.999999999880,1000000.000000000000,10958130.000000000000
FS( 85 ),1148330.000000000000,987540.000000000000,1103870.000000000200,1097680.000000000000,1194740.000000000000,1127400.000000000000,1074880.000000000000,1195960.000000000200,982640.000000000120,1000000.000000000000,10913040.000000000000
FS( 86 ),1148330.000000000000,991990.000000000000,1121290.000000000000,1097680.000000000000,1191100.000000000000,1131950.000000000000,1067679.999999999800,1223560.000000000000,984040.000000000000,1000000.000000000000,10957620.000000000000
FS( 87 ),1176670.000000000000,1000000.000000000000,1123890.000000000000,1106920.000000000000,1205920.000000000000,1150150.000000000000,1079200.000000000000,1192280.000000000000,978720.000000000120,1000000.000000000000,11013750.000000000000
FS( 88 ),1182910.000000000000,1008900.000000000000,1133900.000000000000,1110219.999999999500,1204620.000000000000,1145600.000000000000,1088320.000000000000,1132480.000000000000,976060.000000000120,1000000.000000000000,10983010.000000000000
FS( 89 ),1176670.000000000000,1008900.000000000000,1135070.000000000000,1113520.000000000000,1213459.999999999800,1145600.000000000000,1085920.000000000000,1127880.000000000000,984040.000000000000,1000000.000000000000,10991060.000000000000
FS( 90 ),1226200.000000000000,1013350.000000000000,1146380.000000000200,1125400.000000000000,1221000.000000000000,1154700.000000000000,1101760.000000000000,1146280.000000000000,978720.000000000120,1000000.000000000000,11113790.000000000000
FS( 91 ),1195260.000000000000,1017800.000000000000,1147550.000000000000,1143880.000000000000,1224640.000000000200,1154700.000000000000,1088320.000000000000,1150880.000000000000,984040.000000000000,1000000.000000000000,11107070.000000000000
FS( 92 ),1189150.000000000000,1013350.000000000000,1135070.000000000000,1141240.000000000000,1229580.000000000000,1154700.000000000000,1074880.000000000000,1137080.000000000000,990619.999999999880,1000000.000000000000,11065670.000000000000
FS( 93 ),1192790.000000000000,1013350.000000000000,1133900.000000000000,1150480.000000000000,1223340.000000000000,1154700.000000000000,1085920.000000000000,1132480.000000000000,998600.000000000120,1000000.000000000000,11085560.000000000000
FS( 94 ),1189150.000000000000,1013350.000000000000,1136370.000000000200,1147180.000000000000,1223340.000000000000,1145600.000000000000,1088320.000000000000,1118680.000000000000,1002660.000000000000,1000000.000000000000,11064650.000000000000
FS( 95 ),1186680.000000000000,1013350.000000000000,1141310.000000000000,1147180.000000000000,1228540.000000000000,1158339.999999999800,1095040.000000000000,1137080.000000000000,995939.999999999880,1000000.000000000000,11103460.000000000000
FS( 96 ),1176670.000000000000,996440.000000000000,1141310.000000000000,1143880.000000000000,1218400.000000000200,1154700.000000000000,1099840.000000000200,1146280.000000000000,997340.000000000120,1000000.000000000000,11074860.000000000000
FS( 97 ),1176670.000000000000,1013350.000000000000,1138840.000000000000,1134640.000000000000,1213459.999999999800,1136500.000000000200,1097440.000000000000,1132480.000000000000,1003920.000000000000,1000000.000000000000,11047300.000000000000
FS( 98 ),1177970.000000000000,1098790.000000000000,1128830.000000000000,1137940.000000000000,1204620.000000000000,1154700.000000000000,1088320.000000000000,1146280.000000000000,1003920.000000000000,1000000.000000000000,11141370.000000000000
FS( 99 ),1158210.000000000000,1069420.000000000200,1122590.000000000000,1132000.000000000000,1194740.000000000000,1136500.000000000200,1095040.000000000000,1118680.000000000000,1005320.000000000000,1000000.000000000000,11032500.000000000000
FS( 100 ),1150800.000000000200,1060519.999999999800,1130130.000000000200,1137940.000000000000,1217100.000000000000,1150150.000000000000,1085920.000000000000,1132480.000000000000,1003920.000000000000,1000000.000000000000,11068960.000000000000
FS( 101 ),1142090.000000000000,1048060.000000000000,1120120.000000000200,1134640.000000000000,1208520.000000000000,1141049.999999999800,1079200.000000000000,1123280.000000000000,1003920.000000000000,1000000.000000000000,11000880.000000000000
FS( 102 ),1140920.000000000000,1043610.000000000000,1133900.000000000000,1134640.000000000000,1223340.000000000000,1145600.000000000000,1090720.000000000000,1123280.000000000000,1017359.999999999900,1000000.000000000000,11053370.000000000000
FS( 103 ),1156910.000000000000,1072979.999999999800,1141310.000000000000,1128699.999999999500,1223340.000000000000,1141049.999999999800,1092640.000000000000,1141680.000000000000,1018619.999999999900,1000000.000000000000,11117230.000000000000
FS( 104 ),1149500.000000000000,1056070.000000000000,1143910.000000000000,1132000.000000000000,1244660.000000000000,1141049.999999999800,1088320.000000000000,1141680.000000000000,1017359.999999999900,1000000.000000000000,11114550.000000000000
FS( 105 ),1127270.000000000000,1043610.000000000000,1126360.000000000000,1119459.999999999500,1242060.000000000000,1131950.000000000000,1079200.000000000000,1123280.000000000000,1006580.000000000000,1000000.000000000000,10999770.000000000000
FS( 106 ),1121160.000000000000,1043610.000000000000,1133900.000000000000,1122760.000000000000,1248300.000000000000,1136500.000000000200,1085920.000000000000,1109480.000000000000,1010640.000000000100,1000000.000000000000,11012270.000000000000
FS( 107 ),1119859.999999999800,1051620.000000000000,1135070.000000000000,1128699.999999999500,1268320.000000000000,1145600.000000000000,1081600.000000000200,1095680.000000000000,1010640.000000000100,1000000.000000000000,11037090.000000000000
FS( 108 ),1134680.000000000000,1051620.000000000000,1135070.000000000000,1128699.999999999500,1273260.000000000000,1181089.999999999800,1083520.000000000000,1114080.000000000000,1015960.000000000100,1000000.000000000000,11117980.000000000000
FS( 109 ),1138450.000000000000,1056070.000000000000,1136370.000000000200,1128699.999999999500,1278459.999999999800,1167440.000000000000,1085920.000000000000,1114080.000000000000,1005320.000000000000,1000000.000000000000,11110810.000000000000
FS( 110 ),1154440.000000000000,1069420.000000000200,1146380.000000000200,1132000.000000000000,1273260.000000000000,1167440.000000000000,1090720.000000000000,1127880.000000000000,1015960.000000000100,1000000.000000000000,11177500.000000000000
FS( 111 ),1161850.000000000000,1069420.000000000200,1152620.000000000200,1134640.000000000000,1273260.000000000000,1181089.999999999800,1099840.000000000200,1127880.000000000000,1017359.999999999900,1000000.000000000000,11217960.000000000000
FS( 112 ),1168090.000000000000,1060519.999999999800,1151320.000000000000,1141240.000000000000,1275860.000000000000,1171990.000000000000,1104160.000000000000,1127880.000000000000,1013300.000000000000,1000000.000000000000,11214360.000000000000
FS( 113 ),1182910.000000000000,1060519.999999999800,1153920.000000000000,1147180.000000000000,1263380.000000000000,1171990.000000000000,1108480.000000000000,1132480.000000000000,1023939.999999999900,1000000.000000000000,11244800.000000000000
FS( 114 ),1173030.000000000000,1051620.000000000000,1153920.000000000000,1143880.000000000000,1250900.000000000200,1162890.000000000000,1104160.000000000000,1118680.000000000000,1017359.999999999900,1000000.000000000000,11176440.000000000000
FS( 115 ),1176670.000000000000,1069420.000000000200,1151320.000000000000,1141240.000000000000,1263380.000000000000,1167440.000000000000,1099840.000000000200,1118680.000000000000,1020019.999999999900,1000000.000000000000,11208010.000000000000
FS( 116 ),1181609.999999999800,1056070.000000000000,1142610.000000000000,1143880.000000000000,1253500.000000000000,1167440.000000000000,1097440.000000000000,1100280.000000000000,1020019.999999999900,1000000.000000000000,11162850.000000000000
FS( 117 ),1181609.999999999800,1056070.000000000000,1141310.000000000000,1147180.000000000000,1248300.000000000000,1158339.999999999800,1095040.000000000000,1100280.000000000000,1020019.999999999900,1000000.000000000000,11148150.000000000000
FS( 118 ),1184210.000000000000,1043610.000000000000,1150150.000000000000,1147180.000000000000,1241020.000000000000,1145600.000000000000,1097440.000000000000,1109480.000000000000,1026600.000000000100,1000000.000000000000,11145290.000000000000
FS( 119 ),1177970.000000000000,1043610.000000000000,1153920.000000000000,1150480.000000000000,1238420.000000000000,1145600.000000000000,1117600.000000000200,1183080.000000000000,1017359.999999999900,1000000.000000000000,11228040.000000000000
FS( 120 ),1165619.999999999800,1051620.000000000000,1152620.000000000200,1150480.000000000000,1223340.000000000000,1150150.000000000000,1124800.000000000000,1146280.000000000000,1018619.999999999900,1000000.000000000000,11183530.000000000000
FS( 121 ),1151970.000000000000,1051620.000000000000,1147550.000000000000,1147180.000000000000,1216060.000000000000,1136500.000000000200,1115679.999999999800,1150880.000000000000,1010640.000000000100,1004950.000000000000,11133030.000000000000
