代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11290634.998350000000
真實報酬,1290634.998350000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10797.890721696212
風險,54807.049702975950
起點值,0.197016456463
找到最佳解世代,1801
找到最佳解實驗#,4
找到最佳解次數,4

投資組合檔數,12
2324(16)[4],2325(17)[16],2382(21)[19],2474(27)[2],2886(36)[7],2892(40)[3],2912(41)[18],3008(42)[15],3045(43)[8],4904(45)[9],5880(47)[1],9999(50)[44],
FS( 15 ),844143.000000000000,836933.000000000000,880092.999999999880,887182.999999999880,849673.000000000000,847373.000000000000,828953.000000000000,833333.000000000000,840933.000000000000,864053.000000000000,848053.000000000000,833333.000000000000,10194060.000000000000
FS( 16 ),841793.000000000000,834233.000000000000,881492.999999999770,919192.999999999880,840553.000000000120,847373.000000000000,834773.000000000120,833333.000000000000,833333.000000000000,864053.000000000000,848053.000000000000,833333.000000000000,10211520.000000000000
FS( 17 ),830982.999999999880,826493.000000000120,877432.999999999880,906083.000000000000,840553.000000000120,847373.000000000000,826043.000000000000,833333.000000000000,814373.000000000000,834413.000000000120,842293.000000000000,833333.000000000000,10112710.000000000000
FS( 18 ),830982.999999999880,832433.000000000000,865392.999999999880,922102.999999999880,837133.000000000000,849973.000000000000,828953.000000000000,833333.000000000000,818133.000000000000,836693.000000000120,844853.000000000000,833333.000000000000,10133320.000000000000
FS( 19 ),835213.000000000000,837653.000000000000,866792.999999999880,922102.999999999880,851573.000000000000,859333.000000000000,823133.000000000000,833333.000000000000,837173.000000000000,841253.000000000230,857013.000000000000,833333.000000000000,10197910.000000000000
FS( 20 ),837563.000000000000,839453.000000000000,860072.999999999880,935182.999999999880,854993.000000000000,866613.000000000000,827513.000000000000,833333.000000000000,833333.000000000000,838973.000000000120,865973.000000000000,833333.000000000000,10226340.000000000000
FS( 21 ),835213.000000000000,837653.000000000000,848032.999999999880,938092.999999999770,851573.000000000000,864533.000000000120,823133.000000000000,833333.000000000000,829573.000000000000,841253.000000000230,868533.000000000000,833333.000000000000,10204260.000000000000
FS( 22 ),830982.999999999880,841973.000000000000,853492.999999999770,929362.999999999880,845872.999999999880,866613.000000000000,821692.999999999880,833333.000000000000,837173.000000000000,842453.000000000120,868533.000000000000,833333.000000000000,10204820.000000000000
FS( 23 ),837563.000000000000,849892.999999999880,878833.000000000000,951203.000000000000,854993.000000000000,871293.000000000000,817343.000000000000,833333.000000000000,837173.000000000000,837893.000000000120,871733.000000000000,833333.000000000000,10274590.000000000000
FS( 24 ),846493.000000000000,856733.000000000000,882892.999999999880,957022.999999999880,862213.000000000000,873893.000000000000,814433.000000000120,833333.000000000000,837173.000000000000,835613.000000000230,871733.000000000000,833333.000000000000,10304870.000000000000
FS( 25 ),846493.000000000000,856733.000000000000,885552.999999999880,945382.999999999880,860313.000000000120,873893.000000000000,808613.000000000000,833333.000000000000,848533.000000000000,842453.000000000120,874933.000000000000,833333.000000000000,10309570.000000000000
FS( 26 ),855423.000000000000,856013.000000000000,886812.999999999880,959933.000000000000,872853.000000000000,878573.000000000120,812963.000000000000,833333.000000000000,844773.000000000000,837893.000000000120,883253.000000000000,833333.000000000000,10355160.000000000000
FS( 27 ),864353.000000000120,854213.000000000000,888213.000000000000,954112.999999999770,862213.000000000000,881173.000000000120,817343.000000000000,833333.000000000000,848533.000000000000,842453.000000000120,883253.000000000000,833333.000000000000,10362530.000000000000
FS( 28 ),857302.999999999880,850793.000000000000,876172.999999999880,936652.999999999880,851573.000000000000,878573.000000000120,812963.000000000000,833333.000000000000,848533.000000000000,848093.000000000120,880693.000000000000,833333.000000000000,10308020.000000000000
FS( 29 ),850723.000000000120,849892.999999999880,878833.000000000000,930833.000000000000,860313.000000000120,878573.000000000120,812963.000000000000,833333.000000000000,856133.000000000000,854933.000000000120,883253.000000000000,833333.000000000000,10323120.000000000000
FS( 30 ),850723.000000000120,848093.000000000000,872112.999999999770,919192.999999999880,862213.000000000000,878573.000000000120,818783.000000000000,833333.000000000000,852373.000000000000,858413.000000000120,877493.000000000000,833333.000000000000,10304640.000000000000
FS( 31 ),859652.999999999880,847193.000000000000,860072.999999999880,929362.999999999880,867532.999999999880,878573.000000000120,814433.000000000120,833333.000000000000,859973.000000000000,852653.000000000000,877493.000000000000,833333.000000000000,10313610.000000000000
FS( 32 ),862003.000000000000,847193.000000000000,858812.999999999880,929362.999999999880,871333.000000000000,878573.000000000120,810053.000000000120,833333.000000000000,852373.000000000000,853853.000000000230,880693.000000000000,833333.000000000000,10310920.000000000000
FS( 33 ),857302.999999999880,847193.000000000000,884152.999999999880,923542.999999999880,869433.000000000000,871293.000000000000,810053.000000000120,833333.000000000000,859973.000000000000,859493.000000000120,871733.000000000000,833333.000000000000,10320840.000000000000
FS( 34 ),859652.999999999880,846473.000000000000,882892.999999999880,925012.999999999880,862213.000000000000,881173.000000000120,811523.000000000120,833333.000000000000,859973.000000000000,859493.000000000120,868533.000000000000,833333.000000000000,10323610.000000000000
FS( 35 ),850723.000000000120,848093.000000000000,866792.999999999880,913372.999999999770,867532.999999999880,881173.000000000120,805703.000000000000,833333.000000000000,859973.000000000000,860693.000000000120,868533.000000000000,833333.000000000000,10289260.000000000000
FS( 36 ),862003.000000000000,844673.000000000000,888213.000000000000,929362.999999999880,860313.000000000120,883772.999999999880,810053.000000000120,833333.000000000000,859973.000000000000,859493.000000000120,874933.000000000000,833333.000000000000,10339460.000000000000
FS( 37 ),872813.000000000000,845572.999999999880,886812.999999999880,929362.999999999880,854993.000000000000,883772.999999999880,807143.000000000000,833333.000000000000,863733.000000000000,859493.000000000120,874933.000000000000,833333.000000000000,10345300.000000000000
FS( 38 ),872813.000000000000,846473.000000000000,886812.999999999880,933742.999999999880,864112.999999999880,883772.999999999880,807143.000000000000,833333.000000000000,859973.000000000000,871013.000000000120,874933.000000000000,833333.000000000000,10367460.000000000000
FS( 39 ),870933.000000000120,845572.999999999880,898852.999999999880,939562.999999999880,865633.000000000000,883772.999999999880,810053.000000000120,833333.000000000000,867573.000000000000,872093.000000000120,877493.000000000000,833333.000000000000,10398210.000000000000
FS( 40 ),868583.000000000000,844673.000000000000,885552.999999999880,935182.999999999880,862213.000000000000,883772.999999999880,810053.000000000120,833333.000000000000,863733.000000000000,871013.000000000120,874933.000000000000,833333.000000000000,10366380.000000000000
FS( 41 ),846493.000000000000,841973.000000000000,884152.999999999880,923542.999999999880,854993.000000000000,888453.000000000000,807143.000000000000,833333.000000000000,863733.000000000000,861773.000000000000,874933.000000000000,833333.000000000000,10313860.000000000000
FS( 42 ),855423.000000000000,841253.000000000120,890872.999999999880,925012.999999999880,860313.000000000120,885853.000000000000,804263.000000000000,833333.000000000000,867573.000000000000,865253.000000000230,871733.000000000000,833333.000000000000,10334220.000000000000
FS( 43 ),866232.999999999880,844673.000000000000,898852.999999999880,923542.999999999880,856893.000000000000,893132.999999999880,828953.000000000000,833333.000000000000,871333.000000000000,865253.000000000230,877493.000000000000,833333.000000000000,10393030.000000000000
FS( 44 ),875163.000000000000,848993.000000000120,913552.999999999880,973042.999999999880,858413.000000000000,902493.000000000120,844942.999999999880,833333.000000000000,871333.000000000000,869813.000000000120,877493.000000000000,833333.000000000000,10501910.000000000000
FS( 45 ),870933.000000000120,848093.000000000000,913552.999999999880,952643.000000000000,860313.000000000120,902493.000000000120,846413.000000000000,833333.000000000000,875173.000000000000,860693.000000000120,880693.000000000000,833333.000000000000,10477670.000000000000
FS( 46 ),881743.000000000000,851693.000000000000,916213.000000000000,964312.999999999880,864112.999999999880,907693.000000000000,863843.000000000000,833333.000000000000,871333.000000000000,869813.000000000120,883253.000000000000,833333.000000000000,10540680.000000000000
FS( 47 ),899603.000000000120,851693.000000000000,916213.000000000000,997762.999999999880,871333.000000000000,900413.000000000000,859493.000000000000,833333.000000000000,875173.000000000000,871013.000000000120,883253.000000000000,833333.000000000000,10592620.000000000000
FS( 48 ),894902.999999999880,851693.000000000000,909632.999999999770,1025423.000000000000,874753.000000000000,897812.999999999880,868222.999999999880,833333.000000000000,886533.000000000000,867533.000000000120,880693.000000000000,833333.000000000000,10623870.000000000000
FS( 49 ),888323.000000000000,850793.000000000000,921532.999999999880,1034152.999999999800,878173.000000000000,900413.000000000000,881303.000000000120,833333.000000000000,890373.000000000000,876653.000000000000,883253.000000000000,833333.000000000000,10671640.000000000000
FS( 50 ),897253.000000000000,851693.000000000000,898852.999999999880,1026862.999999999800,874753.000000000000,895732.999999999880,869663.000000000000,833333.000000000000,886533.000000000000,871013.000000000120,883253.000000000000,833333.000000000000,10622280.000000000000
FS( 51 ),888323.000000000000,851693.000000000000,905572.999999999880,1019602.999999999900,871333.000000000000,900413.000000000000,868222.999999999880,833333.000000000000,886533.000000000000,873293.000000000000,883253.000000000000,833333.000000000000,10614910.000000000000
FS( 52 ),888323.000000000000,861233.000000000000,905572.999999999880,1007962.999999999900,869433.000000000000,895732.999999999880,874043.000000000000,833333.000000000000,890373.000000000000,873293.000000000000,883253.000000000000,833333.000000000000,10615890.000000000000
FS( 53 ),897253.000000000000,864653.000000000000,913552.999999999880,1005052.999999999900,867532.999999999880,897812.999999999880,871133.000000000000,833333.000000000000,901813.000000000000,873293.000000000000,883253.000000000000,833333.000000000000,10642020.000000000000
FS( 54 ),897253.000000000000,867173.000000000000,913552.999999999880,991942.999999999880,869433.000000000000,897812.999999999880,876923.000000000000,833333.000000000000,886533.000000000000,878933.000000000120,892213.000000000000,833333.000000000000,10638440.000000000000
FS( 55 ),893023.000000000000,872392.999999999880,866792.999999999880,1021042.999999999900,885393.000000000000,902493.000000000120,878393.000000000000,833333.000000000000,886533.000000000000,871013.000000000120,901173.000000000000,833333.000000000000,10644920.000000000000
FS( 56 ),877513.000000000000,869873.000000000000,858812.999999999880,1019602.999999999900,891093.000000000000,902493.000000000120,879833.000000000000,833333.000000000000,886533.000000000000,872093.000000000120,898613.000000000000,833333.000000000000,10623130.000000000000
FS( 57 ),884093.000000000000,865553.000000000000,856152.999999999880,1050143.000000000000,883872.999999999880,897812.999999999880,882743.000000000000,833333.000000000000,886533.000000000000,865253.000000000230,895413.000000000000,833333.000000000000,10634240.000000000000
FS( 58 ),897253.000000000000,869873.000000000000,873512.999999999880,1047232.999999999900,881973.000000000120,907693.000000000000,910373.000000000000,833333.000000000000,897973.000000000000,873293.000000000000,904373.000000000000,833333.000000000000,10730220.000000000000
FS( 59 ),897253.000000000000,863753.000000000120,866792.999999999880,1067633.000000000000,871333.000000000000,907693.000000000000,901643.000000000000,833333.000000000000,901813.000000000000,875573.000000000230,906933.000000000000,833333.000000000000,10727090.000000000000
FS( 60 ),886443.000000000000,864653.000000000000,866792.999999999880,1053053.000000000000,864112.999999999880,907693.000000000000,906023.000000000120,833333.000000000000,905573.000000000000,878933.000000000120,910133.000000000000,833333.000000000000,10710080.000000000000
FS( 61 ),912763.000000000000,866453.000000000000,881492.999999999770,1048703.000000000000,876653.000000000000,907693.000000000000,901643.000000000000,833333.000000000000,897973.000000000000,878933.000000000120,910133.000000000000,833333.000000000000,10749110.000000000000
FS( 62 ),919343.000000000000,865553.000000000000,874772.999999999880,1047232.999999999900,869433.000000000000,909772.999999999880,911812.999999999880,833333.000000000000,905573.000000000000,883493.000000000120,915893.000000000000,833333.000000000000,10769550.000000000000
FS( 63 ),901953.000000000120,861953.000000000000,874772.999999999880,1044323.000000000000,869433.000000000000,909772.999999999880,906023.000000000120,833333.000000000000,897973.000000000000,881213.000000000120,910133.000000000000,833333.000000000000,10724220.000000000000
FS( 64 ),908533.000000000120,862853.000000000000,880092.999999999880,1047232.999999999900,869433.000000000000,912373.000000000000,898733.000000000000,833333.000000000000,901813.000000000000,880133.000000000230,915893.000000000000,833333.000000000000,10743760.000000000000
FS( 65 ),894902.999999999880,861953.000000000000,876172.999999999880,1021042.999999999900,865633.000000000000,897812.999999999880,897293.000000000000,833333.000000000000,897973.000000000000,878933.000000000120,901173.000000000000,833333.000000000000,10659560.000000000000
FS( 66 ),893023.000000000000,863753.000000000120,881492.999999999770,1022512.999999999900,865633.000000000000,893132.999999999880,897293.000000000000,833333.000000000000,905573.000000000000,884693.000000000120,901173.000000000000,833333.000000000000,10674950.000000000000
FS( 67 ),901953.000000000120,864653.000000000000,870852.999999999880,1025423.000000000000,867532.999999999880,893132.999999999880,895823.000000000000,833333.000000000000,901813.000000000000,881213.000000000120,904373.000000000000,833333.000000000000,10673440.000000000000
FS( 68 ),903833.000000000000,864653.000000000000,865392.999999999880,1006492.999999999900,862213.000000000000,881173.000000000120,894383.000000000000,833333.000000000000,878933.000000000000,869813.000000000120,895413.000000000000,833333.000000000000,10588970.000000000000
FS( 69 ),908533.000000000120,860333.000000000000,858812.999999999880,1019602.999999999900,865633.000000000000,881173.000000000120,908933.000000000120,833333.000000000000,875173.000000000000,869813.000000000120,889653.000000000000,833333.000000000000,10604330.000000000000
FS( 70 ),906183.000000000120,856733.000000000000,860072.999999999880,1021042.999999999900,871333.000000000000,888453.000000000000,906023.000000000120,833333.000000000000,882773.000000000000,868733.000000000120,901173.000000000000,833333.000000000000,10629190.000000000000
FS( 71 ),912763.000000000000,861233.000000000000,878833.000000000000,1025423.000000000000,867532.999999999880,895732.999999999880,904553.000000000120,833333.000000000000,878933.000000000000,864053.000000000000,904373.000000000000,833333.000000000000,10660100.000000000000
FS( 72 ),912763.000000000000,864653.000000000000,889472.999999999880,1061813.000000000000,878173.000000000000,905092.999999999880,919103.000000000000,833333.000000000000,890373.000000000000,860693.000000000120,906933.000000000000,833333.000000000000,10755740.000000000000
FS( 73 ),910413.000000000000,865553.000000000000,861472.999999999880,1080713.000000000000,885393.000000000000,909772.999999999880,936533.000000000120,833333.000000000000,890373.000000000000,857213.000000000120,915893.000000000000,833333.000000000000,10780000.000000000000
FS( 74 ),903833.000000000000,856733.000000000000,860072.999999999880,1074893.000000000000,883872.999999999880,897812.999999999880,913283.000000000000,833333.000000000000,882773.000000000000,858413.000000000120,910133.000000000000,833333.000000000000,10708490.000000000000
FS( 75 ),901953.000000000120,855113.000000000000,866792.999999999880,1079273.000000000000,874753.000000000000,893132.999999999880,919103.000000000000,833333.000000000000,886533.000000000000,862973.000000000120,910133.000000000000,833333.000000000000,10716430.000000000000
FS( 76 ),915112.999999999880,861233.000000000000,870852.999999999880,1074893.000000000000,881973.000000000120,921732.999999999880,917633.000000000000,833333.000000000000,886533.000000000000,871013.000000000120,915893.000000000000,833333.000000000000,10783540.000000000000
FS( 77 ),917463.000000000000,856733.000000000000,880092.999999999880,1082183.000000000000,885393.000000000000,921732.999999999880,917633.000000000000,833333.000000000000,897973.000000000000,880133.000000000230,919093.000000000000,833333.000000000000,10825100.000000000000
FS( 78 ),917463.000000000000,860333.000000000000,873512.999999999880,1089443.000000000000,889193.000000000000,926933.000000000000,916192.999999999880,833333.000000000000,909413.000000000000,888053.000000000000,924853.000000000000,833333.000000000000,10862060.000000000000
FS( 79 ),908533.000000000120,849892.999999999880,874772.999999999880,1082183.000000000000,883872.999999999880,921732.999999999880,913283.000000000000,833333.000000000000,894133.000000000000,889253.000000000230,922293.000000000000,833333.000000000000,10806620.000000000000
FS( 80 ),908533.000000000120,853313.000000000120,876172.999999999880,1111283.000000000000,883872.999999999880,924333.000000000000,910373.000000000000,833333.000000000000,905573.000000000000,886973.000000000120,924853.000000000000,833333.000000000000,10851950.000000000000
FS( 81 ),910413.000000000000,841253.000000000120,870852.999999999880,1157842.999999999800,883872.999999999880,921732.999999999880,923453.000000000000,833333.000000000000,894133.000000000000,882413.000000000120,928053.000000000000,833333.000000000000,10880690.000000000000
FS( 82 ),915112.999999999880,839453.000000000000,882892.999999999880,1134563.000000000000,881973.000000000120,921732.999999999880,940913.000000000000,833333.000000000000,894133.000000000000,893813.000000000120,924853.000000000000,833333.000000000000,10896110.000000000000
FS( 83 ),894902.999999999880,851693.000000000000,874772.999999999880,1117103.000000000000,887292.999999999880,924333.000000000000,959813.000000000000,833333.000000000000,905573.000000000000,882413.000000000120,924853.000000000000,833333.000000000000,10889420.000000000000
FS( 84 ),899603.000000000120,841253.000000000120,874772.999999999880,1105463.000000000000,891093.000000000000,924333.000000000000,955433.000000000000,833333.000000000000,909413.000000000000,883493.000000000120,924853.000000000000,833333.000000000000,10876380.000000000000
FS( 85 ),915112.999999999880,849892.999999999880,897592.999999999880,1138913.000000000000,894513.000000000000,931613.000000000000,951083.000000000000,833333.000000000000,905573.000000000000,888053.000000000000,928053.000000000000,833333.000000000000,10967070.000000000000
FS( 86 ),915112.999999999880,854213.000000000000,896193.000000000000,1128743.000000000000,899833.000000000000,924333.000000000000,962692.999999999880,833333.000000000000,905573.000000000000,884693.000000000120,928053.000000000000,833333.000000000000,10966110.000000000000
FS( 87 ),917463.000000000000,865553.000000000000,888213.000000000000,1146203.000000000000,892612.999999999880,929013.000000000000,951083.000000000000,833333.000000000000,901813.000000000000,882413.000000000120,931253.000000000000,833333.000000000000,10972290.000000000000
FS( 88 ),924043.000000000000,867173.000000000000,881492.999999999770,1112722.999999999800,887292.999999999880,926933.000000000000,938002.999999999880,833333.000000000000,905573.000000000000,888053.000000000000,928053.000000000000,833333.000000000000,10926010.000000000000
FS( 89 ),928273.000000000000,866453.000000000000,880092.999999999880,1105463.000000000000,883872.999999999880,926933.000000000000,936533.000000000120,833333.000000000000,901813.000000000000,884693.000000000120,928053.000000000000,833333.000000000000,10908850.000000000000
FS( 90 ),917463.000000000000,875993.000000000120,894932.999999999880,1101083.000000000000,887292.999999999880,933693.000000000000,939442.999999999880,833333.000000000000,905573.000000000000,882413.000000000120,928053.000000000000,833333.000000000000,10932610.000000000000
FS( 91 ),928273.000000000000,882833.000000000000,889472.999999999880,1120013.000000000000,891093.000000000000,929013.000000000000,964163.000000000000,833333.000000000000,901813.000000000000,880133.000000000230,928053.000000000000,833333.000000000000,10981530.000000000000
FS( 92 ),917463.000000000000,881213.000000000000,910892.999999999880,1125833.000000000000,889193.000000000000,929013.000000000000,974333.000000000000,833333.000000000000,894133.000000000000,884693.000000000120,924853.000000000000,833333.000000000000,10998290.000000000000
FS( 93 ),917463.000000000000,884632.999999999880,925592.999999999880,1117103.000000000000,889193.000000000000,931613.000000000000,958343.000000000000,833333.000000000000,894133.000000000000,883493.000000000120,931253.000000000000,833333.000000000000,10999490.000000000000
FS( 94 ),915112.999999999880,881213.000000000000,940292.999999999880,1120013.000000000000,883872.999999999880,933693.000000000000,952523.000000000120,833333.000000000000,897973.000000000000,882413.000000000120,931253.000000000000,833333.000000000000,11005030.000000000000
FS( 95 ),897253.000000000000,888053.000000000000,950933.000000000000,1102553.000000000000,874753.000000000000,933693.000000000000,938002.999999999880,833333.000000000000,890373.000000000000,888053.000000000000,922293.000000000000,833333.000000000000,10952630.000000000000
FS( 96 ),915112.999999999880,884632.999999999880,942952.999999999880,1108372.999999999800,874753.000000000000,933693.000000000000,949613.000000000000,833333.000000000000,897973.000000000000,896093.000000000120,928053.000000000000,833333.000000000000,10997920.000000000000
FS( 97 ),917463.000000000000,884632.999999999880,940292.999999999880,1114193.000000000000,880073.000000000000,933693.000000000000,955433.000000000000,833333.000000000000,897973.000000000000,888053.000000000000,928053.000000000000,833333.000000000000,11006530.000000000000
FS( 98 ),912763.000000000000,879413.000000000000,939032.999999999880,1131652.999999999800,883872.999999999880,933693.000000000000,949613.000000000000,833333.000000000000,897973.000000000000,883493.000000000120,928053.000000000000,833333.000000000000,11006230.000000000000
FS( 99 ),915112.999999999880,881213.000000000000,934973.000000000000,1163663.000000000000,887292.999999999880,936293.000000000000,955433.000000000000,833333.000000000000,901813.000000000000,890333.000000000000,933813.000000000000,833333.000000000000,11066610.000000000000
FS( 100 ),915112.999999999880,881213.000000000000,921532.999999999880,1207313.000000000000,891093.000000000000,936293.000000000000,946703.000000000000,833333.000000000000,897973.000000000000,893813.000000000120,937013.000000000000,833333.000000000000,11094730.000000000000
FS( 101 ),915112.999999999880,879413.000000000000,942952.999999999880,1184033.000000000000,887292.999999999880,936293.000000000000,965603.000000000000,833333.000000000000,897973.000000000000,888053.000000000000,933813.000000000000,833333.000000000000,11097210.000000000000
FS( 102 ),903833.000000000000,886433.000000000000,942952.999999999880,1207313.000000000000,894513.000000000000,946173.000000000120,965603.000000000000,833333.000000000000,897973.000000000000,888053.000000000000,937013.000000000000,833333.000000000000,11136530.000000000000
FS( 103 ),910413.000000000000,879413.000000000000,969692.999999999880,1218953.000000000000,889193.000000000000,943573.000000000120,958343.000000000000,833333.000000000000,897973.000000000000,885773.000000000000,933813.000000000000,833333.000000000000,11153810.000000000000
FS( 104 ),910413.000000000000,870773.000000000000,968433.000000000000,1213133.000000000000,887292.999999999880,943573.000000000120,946703.000000000000,833333.000000000000,894133.000000000000,882413.000000000120,937013.000000000000,833333.000000000000,11120550.000000000000
FS( 105 ),910413.000000000000,871673.000000000000,964372.999999999880,1200053.000000000000,892612.999999999880,946173.000000000120,949613.000000000000,833333.000000000000,897973.000000000000,882413.000000000120,933813.000000000000,833333.000000000000,11115780.000000000000
FS( 106 ),917463.000000000000,870773.000000000000,961713.000000000000,1227683.000000000000,885393.000000000000,940973.000000000000,946703.000000000000,833333.000000000000,897973.000000000000,886973.000000000120,931253.000000000000,833333.000000000000,11133570.000000000000
FS( 107 ),917463.000000000000,869873.000000000000,952333.000000000000,1213133.000000000000,891093.000000000000,936293.000000000000,946703.000000000000,833333.000000000000,894133.000000000000,885773.000000000000,931253.000000000000,833333.000000000000,11104720.000000000000
FS( 108 ),915112.999999999880,869873.000000000000,965772.999999999770,1230593.000000000000,887292.999999999880,946173.000000000120,948173.000000000120,833333.000000000000,897973.000000000000,889253.000000000230,931253.000000000000,833333.000000000000,11148140.000000000000
FS( 109 ),919343.000000000000,869873.000000000000,1011132.999999999900,1218953.000000000000,894513.000000000000,948253.000000000000,940913.000000000000,833333.000000000000,901813.000000000000,893813.000000000120,931253.000000000000,833333.000000000000,11196530.000000000000
FS( 110 ),915112.999999999880,868973.000000000000,1007072.999999999900,1248053.000000000000,897933.000000000000,950853.000000000000,943822.999999999880,833333.000000000000,905573.000000000000,909773.000000000000,928053.000000000000,833333.000000000000,11241890.000000000000
FS( 111 ),915112.999999999880,865553.000000000000,1004412.999999999900,1250963.000000000000,896413.000000000000,950853.000000000000,935093.000000000000,833333.000000000000,909413.000000000000,910973.000000000120,933813.000000000000,833333.000000000000,11239270.000000000000
FS( 112 ),910413.000000000000,868973.000000000000,991112.999999999770,1242233.000000000000,896413.000000000000,958132.999999999880,935093.000000000000,833333.000000000000,913173.000000000000,916613.000000000230,931253.000000000000,833333.000000000000,11230080.000000000000
FS( 113 ),899603.000000000120,866453.000000000000,993772.999999999770,1236412.999999999500,891093.000000000000,965413.000000000000,940913.000000000000,833333.000000000000,909413.000000000000,916613.000000000230,931253.000000000000,833333.000000000000,11217610.000000000000
FS( 114 ),903833.000000000000,865553.000000000000,1008473.000000000000,1259722.999999999500,905153.000000000000,979453.000000000000,967072.999999999880,833333.000000000000,913173.000000000000,916613.000000000230,942773.000000000000,833333.000000000000,11328490.000000000000
