代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12357699.516249999000
真實報酬,2357699.516249999400

夏普值報酬,0.227069951625
夏普值風險,0.072558263818
夏普值,3.129484357488

預期報酬,18919.363718277058
風險,258016.858118058040
起點值,0.073326075886
找到最佳解世代,3491
找到最佳解實驗#,2
找到最佳解次數,43

投資組合檔數,2
2325(16),2412(24),
FS( 20 ),5512982.794999999900,4886420.696250000000,10399403.491250001000
FS( 21 ),5581319.062999999200,5021121.993750000400,10602441.056750000000
FS( 22 ),5505217.310000000500,4951581.080000000100,10456798.390000001000
FS( 23 ),5526960.667999998700,4931321.128750001100,10458281.796750000000
FS( 24 ),5685376.561999999000,4946652.983749999700,10632029.545750000000
FS( 25 ),5651208.427999999400,4956509.176250000500,10607717.604249999000
FS( 26 ),5721097.792999998700,4956509.176250000500,10677606.969249999000
FS( 27 ),5817389.807000000000,4906680.647500001800,10724070.454500001000
FS( 28 ),5915234.917999998700,4956509.176250000500,10871744.094249999000
FS( 29 ),5957168.536999999500,4956509.176250000500,10913677.713250000000
FS( 30 ),5963380.924999999800,4981149.657500000700,10944530.582500000000
FS( 31 ),5853111.037999998800,4981149.657500000700,10834260.695499999000
FS( 32 ),5873301.298999999600,5001409.608749999700,10874710.907749999000
FS( 33 ),5935425.178999999500,5001409.608749999700,10936834.787749998000
FS( 34 ),5881066.783999999100,5006337.705000000100,10887404.489000000000
FS( 35 ),6019292.416999999400,5006337.705000000100,11025630.122000000000
FS( 36 ),5783221.673000000400,4956509.176250000500,10739730.849250000000
FS( 37 ),5749053.539000000800,4996481.512500001100,10745535.051500002000
FS( 38 ),5429115.557000000000,4966365.368750000400,10395480.925750000000
FS( 39 ),5303314.699999999300,4986625.320000000300,10289940.020000000000
FS( 40 ),5512982.794999999900,4981149.657500000700,10494132.452500001000
FS( 41 ),5699354.435000000500,5021121.993750000400,10720476.428750001000
FS( 42 ),5699354.435000000500,5016193.897500001800,10715548.332500003000
FS( 43 ),5631018.166999999400,5031525.752499999500,10662543.919499999000
FS( 44 ),5567341.190000000400,5011265.801250000500,10578606.991250001000
FS( 45 ),5533173.056000000800,5011265.801250000500,10544438.857250001000
FS( 46 ),5567341.190000000400,5006337.705000000100,10573678.895000000000
FS( 47 ),5617040.294000000700,5006337.705000000100,10623377.999000002000
FS( 48 ),5665186.300999998100,5031525.752499999500,10696712.053499997000
FS( 49 ),5617040.294000000700,5026597.656250000900,10643637.950250002000
FS( 50 ),5685376.561999999000,5026597.656250000900,10711974.218249999000
FS( 51 ),5915234.917999998700,5046310.041250000700,10961544.959249999000
FS( 52 ),6123349.915999999300,5016193.897500001800,11139543.813500002000
FS( 53 ),5943190.664000000800,5071498.088750000100,11014688.752750002000
FS( 54 ),5977358.798000000400,5081354.281250000900,11058713.079250000000
FS( 55 ),5949403.052000001100,5071498.088750000100,11020901.140750002000
FS( 56 ),5845345.552999999400,5076426.185000000500,10921771.738000000000
FS( 57 ),6053460.550999998100,5081354.281250000900,11134814.832249999000
FS( 58 ),6053460.550999998100,5105994.762500001100,11159455.313499998000
FS( 59 ),6025504.804999998800,5105994.762500001100,11131499.567499999000
FS( 60 ),6081416.296999999300,5105994.762500001100,11187411.059500001000
FS( 61 ),5977358.798000000400,5105994.762500001100,11083353.560500002000
FS( 62 ),6005314.544000000700,5066022.426250000500,11071336.970250001000
FS( 63 ),6005314.544000000700,5105994.762500001100,11111309.306500003000
FS( 64 ),6033270.290000000000,5081354.281250000900,11114624.571250001000
FS( 65 ),6207217.154000000100,5081354.281250000900,11288571.435250001000
FS( 66 ),6179261.407999998900,5081354.281250000900,11260615.689250000000
FS( 67 ),6151305.661999999500,5031525.752499999500,11182831.414499998000
FS( 68 ),6193239.281000001400,5041381.945000000300,11234621.226000002000
FS( 69 ),6081416.296999999300,5006337.705000000100,11087754.002000000000
FS( 70 ),5999102.156000001400,5006337.705000000100,11005439.861000001000
FS( 71 ),6137327.789000000800,5031525.752499999500,11168853.541500000000
FS( 72 ),6081416.296999999300,4986625.320000000300,11068041.616999999000
FS( 73 ),6025504.804999998800,4946652.983749999700,10972157.788749998000
FS( 74 ),6171495.923000000400,5056166.233749999700,11227662.156750001000
FS( 75 ),6213429.541999999400,5021121.993750000400,11234551.535750000000
FS( 76 ),6255363.160999999400,5081354.281250000900,11336717.442250000000
FS( 77 ),6185473.795999999200,5046310.041250000700,11231783.837250000000
FS( 78 ),6221195.027000000700,5051238.137500001100,11272433.164500002000
FS( 79 ),6269341.033999999100,5031525.752499999500,11300866.786499999000
FS( 80 ),6275553.421999999300,5031525.752499999500,11307079.174500000000
FS( 81 ),6379610.920999999200,5046310.041250000700,11425920.962250000000
FS( 82 ),6213429.541999999400,5031525.752499999500,11244955.294499999000
FS( 83 ),5999102.156000001400,5071498.088750000100,11070600.244750001000
FS( 84 ),6275553.421999999300,5076426.185000000500,11351979.607000001000
FS( 85 ),6275553.421999999300,5036453.848749999900,11312007.270749999000
FS( 86 ),6275553.421999999300,5016193.897500001800,11291747.319500001000
FS( 87 ),6275553.421999999300,5031525.752499999500,11307079.174500000000
FS( 88 ),6359420.660000000100,5031525.752499999500,11390946.412500000000
FS( 89 ),6345442.786999999500,5011265.801250000500,11356708.588250000000
FS( 90 ),6221195.027000000700,5001409.608749999700,11222604.635749999000
FS( 91 ),6373398.532999998900,5006337.705000000100,11379736.237999998000
FS( 92 ),6345442.786999999500,4981149.657500000700,11326592.444499999000
FS( 93 ),6351655.174999999800,4971293.465000000800,11322948.640000001000
FS( 94 ),6983765.654000000100,4981149.657500000700,11964915.311500002000
FS( 95 ),6831562.148000000000,4981149.657500000700,11812711.805500001000
FS( 96 ),6949597.519999999600,5001409.608749999700,11951007.128750000000
FS( 97 ),6929407.258999998700,5006337.705000000100,11935744.963999998000
FS( 98 ),7109566.510999999900,4991553.416250000700,12101119.927250002000
FS( 99 ),6983765.654000000100,5051238.137500001100,12035003.791500002000
FS( 100 ),7289725.762999999300,5051238.137500001100,12340963.900500000000
FS( 101 ),7289725.762999999300,5051238.137500001100,12340963.900500000000
FS( 102 ),7303703.635999999900,5056166.233749999700,12359869.869750001000
FS( 103 ),7261770.016999999100,5056166.233749999700,12317936.250749998000
FS( 104 ),7219836.398000000000,5031525.752499999500,12251362.150500000000
FS( 105 ),7219836.398000000000,5036453.848749999900,12256290.246750001000
FS( 106 ),7289725.762999999300,5036453.848749999900,12326179.611749999000
FS( 107 ),7191880.652000000700,4991553.416250000700,12183434.068250000000
FS( 108 ),7219836.398000000000,5021121.993750000400,12240958.391750000000
FS( 109 ),7247792.144000000300,5016193.897500001800,12263986.041500002000
FS( 110 ),7275747.889999999700,5041381.945000000300,12317129.835000001000
FS( 111 ),7165478.002999999600,5051238.137500001100,12216716.140500002000
FS( 112 ),7165478.002999999600,5081354.281250000900,12246832.284250000000
FS( 113 ),7289725.762999999300,5131182.810000000500,12420908.572999999000
FS( 114 ),7317681.508999998700,5156370.857499999900,12474052.366499998000
FS( 115 ),7303703.635999999900,5206199.386249999500,12509903.022250000000
FS( 116 ),7345637.254999999000,5131182.810000000500,12476820.064999999000
FS( 117 ),7275747.889999999700,5081354.281250000900,12357102.171250001000
FS( 118 ),7275747.889999999700,5156370.857499999900,12432118.747499999000
FS( 119 ),7303703.635999999900,5156370.857499999900,12460074.493500000000
FS( 120 ),7247792.144000000300,5105994.762500001100,12353786.906500001000
FS( 121 ),7177902.779000000100,5105994.762500001100,12283897.541500002000
FS( 122 ),7151500.129999999000,5181011.338750000100,12332511.468750000000
FS( 123 ),7247792.144000000300,5181011.338750000100,12428803.482750000000
FS( 124 ),7233814.270999999700,5181011.338750000100,12414825.609749999000
FS( 125 ),7109566.510999999900,5206199.386249999500,12315765.897250000000
FS( 126 ),7165478.002999999600,5231387.433750000800,12396865.436750000000
FS( 127 ),7151500.129999999000,5206199.386249999500,12357699.516249999000
