代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11887887.307999998000
真實報酬,1887887.307999998300

夏普值報酬,0.180088730800
夏普值風險,0.055165769829
夏普值,3.264501363046

預期報酬,16830.058579365334
風險,98817.526709623315
起點值,0.170314509377
找到最佳解世代,3774
找到最佳解實驗#,3
找到最佳解次數,8

投資組合檔數,8
2308(14),2317(16),2347(20),2454(27),2474(28),2498(29),2801(30),2882(33),
FS( 57 ),1299232.542500000200,1367233.777250000300,1569430.926499999600,1357217.339999999900,1584634.800000000000,1144175.732000000300,1352443.516750000000,1324171.525499999800,10998540.160499999000
FS( 58 ),1312274.575000000200,1376373.155750000200,1559813.671999999800,1350487.252999999800,1633816.204999999800,1219361.555999999900,1359621.612500000000,1331359.576999999600,11143107.606249999000
FS( 59 ),1316555.547500000100,1365352.140500000200,1551450.841999999700,1331969.558000000000,1589114.887500000200,1254963.318000000000,1359621.612500000000,1323036.569999999600,11092064.476000000000
FS( 60 ),1359962.617500000200,1361857.672250000300,1538906.596999999800,1340372.210999999900,1597975.505000000100,1243096.064000000200,1356545.285750000000,1345735.679999999700,11144451.632500000000
FS( 61 ),1364343.147499999700,1343847.720500000300,1543506.153500000000,1353832.384999999800,1597975.505000000100,1215379.256000000100,1363723.381499999900,1348383.909499999800,11130991.458500000000
FS( 62 ),1338259.082500000000,1361857.672250000300,1556468.539999999600,1353832.384999999800,1615895.855000000200,1215379.256000000100,1367825.150500000200,1348383.909499999800,11157901.850749999000
FS( 63 ),1338259.082500000000,1352987.098999999900,1538906.596999999800,1377367.777999999900,1606935.680000000200,1211396.956000000200,1363723.381499999900,1372974.611999999700,11162551.186000001000
FS( 64 ),1312274.575000000200,1351105.462250000100,1512981.823999999600,1385810.254000000000,1615895.855000000200,1207494.302000000100,1363723.381499999900,1359355.145999999700,11108640.799750000000
FS( 65 ),1325316.607500000200,1343847.720500000300,1475767.230499999600,1479951.825999999900,1691957.785000000100,1262848.271999999900,1356545.285750000000,1351788.775999999800,11288023.503250001000
FS( 66 ),1290571.040000000000,1336589.978750000200,1505037.135499999600,1471549.173000000000,1674037.435000000500,1179777.493999999900,1348341.747750000100,1328711.347499999500,11134615.351500001000
FS( 67 ),1273248.034999999900,1351105.462250000100,1482457.494499999600,1478279.259999999800,1682997.610000000100,1223343.856000000100,1356545.285750000000,1348383.909499999800,11196360.912999999000
FS( 68 ),1273248.034999999900,1352987.098999999900,1492074.748999999400,1469876.606999999800,1696338.314999999700,1274715.526000000100,1348341.747750000100,1342330.813499999700,11249912.892250000000
FS( 69 ),1273248.034999999900,1341966.083750000500,1463222.985499999700,1464819.085999999900,1660597.172500000100,1274715.526000000100,1348341.747750000100,1333251.169499999600,11160161.806000000000
FS( 70 ),1277529.007500000100,1359976.035500000200,1466149.975999999800,1458088.998999999800,1687477.697500000500,1247078.364000000100,1356545.285750000000,1337790.991499999800,11190636.356750000000
FS( 71 ),1281909.537500000100,1352987.098999999900,1463222.985499999700,1421093.431999999800,1696338.314999999700,1294547.379999999900,1356545.285750000000,1342330.813499999700,11208974.848249998000
FS( 72 ),1273248.034999999900,1351105.462250000100,1453605.730999999900,1412690.778999999900,1678517.522500000200,1286582.779999999800,1348341.747750000100,1333251.169499999600,11137343.227000000000
FS( 73 ),1255825.472499999900,1369115.414000000100,1461550.419499999600,1405960.692000000000,1669557.347500000100,1282680.126000000200,1348341.747750000100,1334764.443499999800,11127795.662750000000
FS( 74 ),1264486.975000000100,1367233.777250000300,1443988.476499999600,1405960.692000000000,1665077.260000000500,1270812.872000000000,1348341.747750000100,1349897.183499999800,11115798.984000001000
FS( 75 ),1294852.012500000200,1372609.882250000300,1414718.571499999600,1417748.300000000000,1682997.610000000100,1274715.526000000100,1348341.747750000100,1385080.803999999800,11191064.454000002000
FS( 76 ),1294852.012500000200,1376373.155750000200,1429353.523999999500,1476606.693999999900,1687477.697500000500,1290565.080000000100,1352443.516750000000,1389620.625999999700,11297292.306500001000
FS( 77 ),1277529.007500000100,1376373.155750000200,1432698.655999999700,1434553.605999999900,1674037.435000000500,1310317.288000000200,1348341.747750000100,1389620.625999999700,11243471.522000002000
FS( 78 ),1273248.034999999900,1361857.672250000300,1411791.580999999800,1421093.431999999800,1629336.117500000200,1298450.034000000000,1344239.978750000200,1380540.981999999600,11120557.832499998000
FS( 79 ),1333978.110000000100,1354599.930500000000,1411791.580999999800,1451358.912000000000,1624856.029999999800,1294547.379999999900,1356545.285750000000,1406266.639999999900,11233943.869250001000
FS( 80 ),1316555.547500000100,1363739.309000000100,1411791.580999999800,1464819.085999999900,1638296.292500000200,1318281.887999999800,1406791.956000000000,1436910.438499999700,11357186.098500000000
FS( 81 ),1359962.617500000200,1370997.050750000200,1423081.401499999700,1476606.693999999900,1638296.292500000200,1330149.142000000000,1398588.418000000300,1429344.068499999800,11427025.684749998000
FS( 82 ),1381666.152500000100,1369115.414000000100,1400501.760499999600,1466531.474999999900,1633816.204999999800,1310317.288000000200,1394486.649000000000,1436910.438499999700,11393345.382500000000
FS( 83 ),1386046.682500000100,1377985.987250000200,1402174.326499999500,1488354.479000000100,1656117.085000000200,1278697.825999999900,1406791.956000000000,1442963.534499999800,11439131.876750000000
FS( 84 ),1386046.682500000100,1415887.527500000300,1458205.287499999600,1491739.433999999900,1687477.697500000500,1262848.271999999900,1406791.956000000000,1439936.986499999900,11548933.843500001000
FS( 85 ),1420792.250000000200,1419381.995750000200,1450260.598999999500,1471549.173000000000,1691957.785000000100,1274715.526000000100,1413970.051750000100,1435397.164499999500,11578024.545000002000
FS( 86 ),1412031.190000000400,1417500.359000000200,1431026.089999999600,1486681.912999999900,1691957.785000000100,1266830.572000000200,1402690.187000000200,1424804.246499999400,11533522.342500001000
FS( 87 ),1399088.715000000100,1433897.479250000100,1463222.985499999700,1488354.479000000100,1696338.314999999700,1227246.510000000200,1398588.418000000300,1445990.082499999600,11552726.984250000000
FS( 88 ),1338259.082500000000,1422876.464000000200,1443988.476499999600,1473221.738999999800,1700818.402500000100,1231228.810000000100,1383206.784250000000,1439936.986499999900,11433536.745250002000
FS( 89 ),1351301.115000000000,1424758.100750000200,1467822.541999999700,1471549.173000000000,1803661.300000000000,1235211.109999999900,1379105.015250000200,1424804.246499999400,11558212.602499999000
FS( 90 ),1386046.682500000100,1444649.689250000300,1443988.476499999600,1464819.085999999900,1799181.212500000100,1235211.109999999900,1391410.322250000000,1436910.438499999700,11602217.017500000000
FS( 91 ),1420792.250000000200,1450025.794250000000,1463222.985499999700,1469876.606999999800,1839502.000000000000,1235211.109999999900,1391410.322250000000,1430857.342499999800,11700898.411499998000
FS( 92 ),1416411.720000000200,1419381.995750000200,1450260.598999999500,1471549.173000000000,1839502.000000000000,1195627.048000000000,1394486.649000000000,1442963.534499999800,11630182.719249999000
FS( 93 ),1416411.720000000200,1424758.100750000200,1433953.080499999700,1441283.692999999700,1794701.125000000000,1199529.702000000000,1387308.553250000100,1420264.424499999700,11518210.399000000000
FS( 94 ),1394708.185000000100,1424758.100750000200,1429353.523999999500,1427823.518999999900,1767920.157500000000,1219361.555999999900,1391410.322250000000,1433883.890499999500,11489219.254999999000
FS( 95 ),1359962.617500000200,1408629.785750000300,1414718.571499999600,1427823.518999999900,1749999.807500000300,1215379.256000000100,1383206.784250000000,1415724.602499999800,11375444.944000000000
FS( 96 ),1381666.152500000100,1417500.359000000200,1411791.580999999800,1449686.345999999900,1767920.157500000000,1219361.555999999900,1376028.688500000200,1424804.246499999400,11448759.086999997000
FS( 97 ),1381666.152500000100,1432015.842500000300,1433953.080499999700,1431208.473999999900,1821581.650000000100,1219361.555999999900,1383206.784250000000,1420264.424499999700,11523257.964250000000
FS( 98 ),1429453.752500000400,1439273.584250000300,1433953.080499999700,1468204.041000000000,1808141.387500000200,1183759.794000000200,1394486.649000000000,1441450.260499999900,11598722.549249999000
FS( 99 ),1455438.260000000000,1433897.479250000100,1429353.523999999500,1479951.825999999900,1741139.189999999700,1160025.286000000300,1391410.322250000000,1439936.986499999900,11531152.874000000000
FS( 100 ),1451157.287499999900,1433897.479250000100,1438970.778500000000,1476606.693999999900,1790320.595000000000,1140193.432000000000,1391410.322250000000,1455069.726499999900,11577626.314999998000
FS( 101 ),1464199.320000000100,1435510.310750000400,1443988.476499999600,1463146.520000000000,1790320.595000000000,1183759.794000000200,1391410.322250000000,1455069.726499999900,11627405.065000001000
FS( 102 ),1459818.790000000000,1433897.479250000100,1443988.476499999600,1471549.173000000000,1741139.189999999700,1183759.794000000200,1391410.322250000000,1459609.548499999600,11585172.773499997000
FS( 103 ),1451157.287499999900,1439273.584250000300,1450260.598999999500,1466531.474999999900,1754479.895000000000,1187662.447999999900,1394486.649000000000,1455069.726499999900,11598921.664250001000
FS( 104 ),1451157.287499999900,1450025.794250000000,1469495.107999999800,1491739.433999999900,1781360.420000000400,1199529.702000000000,1394486.649000000000,1461122.822499999500,11698917.217249999000
FS( 105 ),1455438.260000000000,1457283.536000000300,1474512.805999999900,1520332.347999999800,1826061.737500000000,1187662.447999999900,1413970.051750000100,1499332.990999999900,11834594.178250000000
FS( 106 ),1490183.827500000400,1453520.262500000200,1549778.275999999800,1516947.392999999700,1808141.387500000200,1183759.794000000200,1422173.589750000000,1493279.894999999600,11917784.425249999000
FS( 107 ),1472860.822500000000,1458896.367500000400,1577375.614999999800,1508544.739999999800,1839502.000000000000,1163927.939999999900,1441656.992500000200,1519005.552999999600,11981770.030499998000
FS( 108 ),1455438.260000000000,1440886.415750000200,1564413.228500000000,1490066.867999999800,1821581.650000000100,1163927.939999999900,1418071.820750000000,1506899.360999999600,11861285.544000000000
FS( 109 ),1442495.784999999700,1433897.479250000100,1588665.435499999700,1476606.693999999900,1781360.420000000400,1124423.524000000200,1409868.282750000200,1484200.250999999700,11741517.871500002000
FS( 110 ),1442495.784999999700,1433897.479250000100,1594937.557999999700,1432881.039999999800,1817101.562500000000,1104591.669999999900,1426275.358750000100,1502359.538999999900,11754539.992500000000
FS( 111 ),1446776.757500000100,1442768.052500000500,1611245.076499999500,1394212.906999999900,1817101.562500000000,1096706.716000000000,1418071.820750000000,1494793.168999999500,11721676.061750000000
FS( 112 ),1446776.757500000100,1460778.004250000200,1586992.869499999600,1411018.213000000000,1861802.880000000100,1084839.462000000100,1402690.187000000200,1487226.798999999900,11742125.172250001000
FS( 113 ),1416411.720000000200,1473411.851000000300,1559813.671999999800,1427823.518999999900,1893163.492500000200,1080857.162000000000,1413970.051750000100,1470580.784999999500,11736032.253250001000
FS( 114 ),1451157.287499999900,1484164.061000000200,1583647.737499999800,1422805.821000000000,1902024.110000000100,1104591.669999999900,1433453.454500000200,1467554.236999999700,11849398.378500000000
FS( 115 ),1446776.757500000100,1493034.634250000100,1691528.244499999600,1422805.821000000000,1861802.880000000100,1100689.015999999800,1413970.051750000100,1442963.534499999800,11873570.939500000000
FS( 116 ),1455438.260000000000,1511044.586000000100,1694873.376499999500,1434553.605999999900,1906504.197500000500,1163927.939999999900,1413970.051750000100,1442963.534499999800,12023275.552250000000
FS( 117 ),1481522.325000000200,1521796.796000000300,1704490.630999999800,1431208.473999999900,1893163.492500000200,1128326.178000000300,1433453.454500000200,1461122.822499999500,12055084.173500000000
FS( 118 ),1464199.320000000100,1520183.964500000200,1736687.526499999700,1421093.431999999800,1893163.492500000200,1140193.432000000000,1426275.358750000100,1453556.452499999900,12055352.978750002000
FS( 119 ),1498845.330000000500,1545182.852750000100,1755922.035499999500,1404288.125999999700,1933384.722500000100,1144175.732000000300,1429351.685499999900,1455069.726499999900,12166220.210749999000
FS( 120 ),1507506.832500000000,1532549.006000000100,1775156.544499999600,1330296.992000000100,1928904.635000000500,1215379.256000000100,1418071.820750000000,1476633.880999999800,12184498.967750000000
FS( 121 ),1507506.832500000000,1527172.901000000300,1784773.798999999400,1367292.558999999900,1960165.689999999700,1215379.256000000100,1426275.358750000100,1473607.332999999600,12262173.729249999000
FS( 122 ),1472860.822500000000,1521796.796000000300,1733342.394499999700,1377367.777999999900,1924424.547500000100,1183759.794000000200,1418071.820750000000,1458096.274499999600,12089720.227750000000
FS( 123 ),1490183.827500000400,1541688.384500000200,1762194.157999999800,1395885.472999999800,1910984.285000000100,1171892.540000000000,1426275.358750000100,1452043.178499999900,12151147.205250002000
FS( 124 ),1459818.790000000000,1539806.747750000300,1681910.989999999800,1372350.079999999800,1884203.317500000100,1144175.732000000300,1391410.322250000000,1414211.328499999800,11887887.307999998000
