代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11374217.669000000000
真實報酬,1374217.668999999800

夏普值報酬,0.128721766900
夏普值風險,0.037571510658
夏普值,3.426047147068

預期報酬,11324.374973256770
風險,68717.595952991367
起點值,0.164795854922
找到最佳解世代,3306
找到最佳解實驗#,12
找到最佳解次數,13

投資組合檔數,10
2303(13),2317(16),2382(21),2408(23),2885(34),2892(39),3008(41),3481(43),4938(45),5880(46),
FS( 8 ),989640.901250000110,1005904.270000000000,1023508.594499999900,1031572.991999999900,1019631.017999999900,1023502.784000000000,1000000.000000000000,1025917.095750000100,982177.334749999920,1015419.374000000100,10117274.364250001000
FS( 9 ),989640.901250000110,1017373.294000000000,1018600.409750000000,1027192.462000000100,1032772.607999999900,1035608.976000000000,1000000.000000000000,1021387.229500000000,983342.157499999740,1015419.374000000100,10141337.411999999000
FS( 10 ),981487.142000000110,1009368.871000000000,1026724.301750000100,1040115.025499999900,1028392.078000000000,1026688.624000000100,1000000.000000000000,1025917.095750000100,993178.438499999930,1008609.641000000100,10140481.217500001000
FS( 11 ),989640.901250000110,1015103.383000000000,1026724.301750000100,1042086.264000000000,1024011.548000000200,1020954.112000000000,1000000.000000000000,1047660.453750000000,980883.087249999870,1008609.641000000100,10155673.692000000000
FS( 12 ),989640.901250000110,1008293.650000000100,1002521.873500000000,1063550.860999999800,1028392.078000000000,1017768.272000000000,1000000.000000000000,1047660.453750000000,992013.615749999760,998016.723000000000,10147858.428249998000
FS( 13 ),989640.901250000110,999094.537000000010,1005737.580750000100,1046466.793999999900,1019631.017999999900,1012033.760000000000,1000000.000000000000,1039506.694500000200,977259.194249999830,994233.538000000060,10083604.017750001000
FS( 14 ),989640.901250000110,1009368.871000000000,1000829.396000000100,1046466.793999999900,1019631.017999999900,1008847.920000000000,1000000.000000000000,1052190.319999999800,994472.685999999990,994233.538000000060,10115681.444250001000
FS( 15 ),989640.901250000110,1004829.049000000100,994397.981500000110,1040991.131499999900,1010869.958000000000,1006299.248000000000,1000000.000000000000,1070309.784999999900,1000555.649249999900,990450.353000000000,10108344.056500001000
FS( 16 ),989640.901250000110,999094.537000000010,992705.504000000070,1062455.728500000000,1002985.004000000100,997378.895999999950,1000000.000000000000,1065779.918750000000,992013.615749999760,987423.805000000170,10089477.910249999000
FS( 17 ),989640.901250000110,997899.846999999950,984750.859750000060,1085891.563999999800,1002985.004000000100,994193.055999999980,1000000.000000000000,1056720.186250000300,989554.545499999890,983640.620000000110,10085276.583749998000
FS( 18 ),989640.901250000110,1004829.049000000100,994397.981500000110,1068807.496999999700,1007365.534000000000,1003113.407999999900,1000000.000000000000,1052190.319999999800,988260.297999999840,990450.353000000000,10099055.341750000000
FS( 19 ),989640.901250000110,1007098.960000000000,995921.211249999930,1052818.562499999800,1002985.004000000100,1003113.407999999900,1000000.000000000000,1044036.560749999900,993178.438499999930,987423.805000000170,10076216.851249998000
FS( 20 ),994170.767499999960,1012833.472000000000,1012168.995250000000,1069902.629499999800,1015250.488000000000,1015219.600000000000,1000000.000000000000,1056720.186250000300,1003014.719500000000,998016.723000000000,10177297.580999998000
FS( 21 ),989640.901250000110,1008293.650000000100,1005737.580750000100,1058075.198499999900,1010869.958000000000,1008847.920000000000,1000000.000000000000,1047660.453750000000,995637.508749999800,990450.353000000000,10115213.524000000000
FS( 22 ),998700.633750000040,1015103.383000000000,1015384.702500000100,1059170.331000000000,1028392.078000000000,1017768.272000000000,1000000.000000000000,1052190.319999999800,1000555.649249999900,998016.723000000000,10185282.092499999000
FS( 23 ),998700.633750000040,1016298.072999999900,1010476.517750000000,1036829.627999999900,1024011.548000000200,1015219.600000000000,1000000.000000000000,1097488.982499999900,1017769.140999999900,998016.723000000000,10214810.846999999000
FS( 24 ),994170.767499999960,1015103.383000000000,1010476.517750000000,1045371.661499999900,1024011.548000000200,1020954.112000000000,1000000.000000000000,1102018.848750000100,1027605.421999999800,998016.723000000000,10237728.983499998000
FS( 25 ),998700.633750000040,1012833.472000000000,1010476.517750000000,1061360.595999999700,1032772.607999999900,1029874.464000000000,1000000.000000000000,1138257.778749999800,1012851.000499999800,1004826.456000000000,10301953.526749998000
FS( 26 ),1015914.125500000100,1010563.561000000100,1017077.179999999900,1068807.496999999700,1032772.607999999900,1029874.464000000000,1000000.000000000000,1174496.708749999800,1012851.000499999800,1004826.456000000000,10367183.600749999000
FS( 27 ),1015914.125500000100,1007098.960000000000,1036371.423500000000,1066617.231999999600,1028392.078000000000,1026688.624000000100,1000000.000000000000,1165436.976250000100,1011686.177750000000,1004826.456000000000,10363032.052999999000
FS( 28 ),1020443.991750000000,1012833.472000000000,1034848.193750000100,1047561.926499999900,1032772.607999999900,1029874.464000000000,1000000.000000000000,1160907.109999999900,1022687.281499999800,1008609.641000000100,10370538.688500000000
FS( 29 ),1020443.991750000000,1015103.383000000000,1059050.622000000000,1049533.164999999800,1040657.562000000000,1032423.136000000100,1000000.000000000000,1156377.243750000100,963669.595499999940,1011636.188999999900,10348894.888000000000
FS( 30 ),1034033.590500000200,1016298.072999999900,1067005.266249999900,1034639.362999999900,1066064.635999999900,1035608.976000000000,1000000.000000000000,1165436.976250000100,947750.351249999830,1015419.374000000100,10382256.606249999000
FS( 31 ),1034033.590500000200,1015103.383000000000,1075129.158250000100,1017774.322499999900,1066064.635999999900,1035608.976000000000,1000000.000000000000,1179026.575000000000,956292.384749999970,1015419.374000000100,10394452.399999999000
FS( 32 ),1020443.991750000000,1007098.960000000000,1067005.266249999900,1020840.693500000100,1053799.152000000000,1029874.464000000000,1000000.000000000000,1160907.109999999900,961210.525249999830,1008609.641000000100,10329789.803749999000
FS( 33 ),1020443.991750000000,1012833.472000000000,1068697.743749999900,1046466.793999999900,1058179.682000000000,1032423.136000000100,1000000.000000000000,1165436.976250000100,957586.632249999910,1004826.456000000000,10366894.884000000000
FS( 34 ),1020443.991750000000,1004829.049000000100,1067005.266249999900,1050628.297500000100,1058179.682000000000,1029874.464000000000,1000000.000000000000,1196240.066750000000,957586.632249999910,1004826.456000000000,10389613.905500000000
FS( 35 ),1015914.125500000100,1007098.960000000000,1075129.158250000100,1056980.065999999900,1058179.682000000000,1023502.784000000000,1000000.000000000000,1191710.200500000000,969881.983499999860,1004826.456000000000,10403223.415750001000
FS( 36 ),1015914.125500000100,1005904.270000000000,1063789.558999999900,1048438.032500000000,1045038.092000000200,1023502.784000000000,1000000.000000000000,1187180.334250000100,963669.595499999940,1008609.641000000100,10362046.433750000000
FS( 37 ),1012290.232500000200,1012833.472000000000,1067005.266249999900,1042086.264000000000,1061684.106000000100,1032423.136000000100,1000000.000000000000,1187180.334250000100,972341.053749999960,1015419.374000000100,10403263.238749998000
FS( 38 ),994170.767499999960,1009368.871000000000,1068697.743749999900,1052818.562499999800,1061684.106000000100,1032423.136000000100,1000000.000000000000,1196240.066750000000,977259.194249999830,1015419.374000000100,10408081.821750000000
FS( 39 ),989640.901250000110,1014028.162000000000,1063789.558999999900,1059170.331000000000,1049418.622000000000,1032423.136000000100,1000000.000000000000,1286837.391750000000,988260.297999999840,1008609.641000000100,10492178.042000001000
FS( 40 ),998700.633750000040,1009368.871000000000,1049234.252499999900,1025221.223499999800,1049418.622000000000,1035608.976000000000,1000000.000000000000,1264188.060499999900,989554.545499999890,1011636.188999999900,10432931.373749997000
FS( 41 ),1003230.500000000200,1024302.496000000000,1050926.730000000000,1021935.825999999900,1091471.710000000000,1047078.000000000000,1000000.000000000000,1259658.194249999900,998096.578999999790,1026012.292000000100,10522712.327250000000
FS( 42 ),1007760.366250000100,1033501.609000000100,1042802.838000000100,1023030.958499999700,1091471.710000000000,1055998.352000000000,1000000.000000000000,1227949.130500000200,1012851.000499999800,1036605.210000000100,10531971.174750000000
FS( 43 ),1003230.500000000200,1053094.525000000100,1028247.531500000000,1007042.023999999900,1087091.179999999900,1053449.679999999900,1000000.000000000000,1182650.468000000100,1015310.070750000000,1039631.757999999900,10469747.737249998000
FS( 44 ),1007760.366250000100,1069103.371000000000,1034848.193750000100,1010327.421499999800,1091471.710000000000,1055998.352000000000,1000000.000000000000,1209829.665499999900,1025146.351749999900,1039631.757999999900,10544117.189749999000
FS( 45 ),1015914.125500000100,1071492.750999999700,1065482.036499999900,1004851.758999999700,1108993.829999999800,1061732.864000000100,1000000.000000000000,1179026.575000000000,1069409.616250000000,1043414.943000000000,10620318.500250001000
FS( 46 ),1024973.857999999900,1080691.863999999800,1070390.221249999900,1033544.230500000100,1104613.300000000000,1064918.703999999900,1000000.000000000000,1120138.313750000000,1074327.756749999700,1043414.943000000000,10617013.191250000000
FS( 47 ),1024973.857999999900,1081767.085000000000,1073605.928500000200,1024126.090999999900,1104613.300000000000,1064918.703999999900,1000000.000000000000,1115608.447499999800,1064491.475750000000,1047198.128000000100,10601303.017750001000
FS( 48 ),1029503.724250000100,1092160.888000000000,1075129.158250000100,1024126.090999999900,1113374.360000000100,1070653.215999999800,1000000.000000000000,1133727.912500000100,1068244.793499999700,1057034.409000000000,10663954.552500000000
FS( 49 ),1034033.590500000200,1093236.109000000200,1076821.635750000100,1025221.223499999800,1113374.360000000100,1073839.055999999900,1000000.000000000000,1138257.778749999800,1058408.512500000000,1057034.409000000000,10670226.674999999000
FS( 50 ),1029503.724250000100,1081767.085000000000,1062266.329250000000,1018650.428499999900,1113374.360000000100,1070653.215999999800,1000000.000000000000,1124668.180000000200,1038735.950499999900,1054007.861000000000,10593627.134500001000
FS( 51 ),1029503.724250000100,1080691.863999999800,1065482.036499999900,1019745.560999999900,1113374.360000000100,1070653.215999999800,1000000.000000000000,1120138.313750000000,1044818.913749999800,1057034.409000000000,10601442.398250001000
FS( 52 ),1029503.724250000100,1082961.775000000100,1057358.144499999700,1000690.255500000100,1104613.300000000000,1070653.215999999800,1000000.000000000000,1106548.714999999600,1037441.702999999900,1050224.676000000000,10539995.509250000000
FS( 53 ),1029503.724250000100,1087501.596999999800,1042802.838000000100,1017774.322499999900,1116878.784000000200,1070653.215999999800,1000000.000000000000,1124668.180000000200,1041195.020749999900,1050224.676000000000,10581202.358500000000
FS( 54 ),1012290.232500000200,1087501.596999999800,1041279.608250000000,1015584.057499999900,1113374.360000000100,1070653.215999999800,1000000.000000000000,1133727.912500000100,1059573.335249999800,1054007.861000000000,10587992.180000000000
FS( 55 ),1029503.724250000100,1085231.686000000000,1071913.450999999900,1003756.626499999900,1095852.240000000000,1061732.864000000100,1000000.000000000000,1120138.313750000000,1053490.371999999700,1043414.943000000000,10565034.220500000000
FS( 56 ),1116477.156250000200,1076032.572999999600,1070390.221249999900,999595.122999999910,1113374.360000000100,1073839.055999999900,1000000.000000000000,1133727.912500000100,1046113.161249999900,1039631.757999999900,10669181.321250001000
FS( 57 ),1086580.039000000100,1070298.061000000000,1050926.730000000000,989957.956999999940,1095852.240000000000,1073839.055999999900,1000000.000000000000,1106548.714999999600,1053490.371999999700,1039631.757999999900,10567124.927999999000
FS( 58 ),1077520.306499999900,1077227.263000000000,1076821.635750000100,996309.725499999830,1108993.829999999800,1077024.895999999900,1000000.000000000000,1120138.313750000000,1053490.371999999700,1047198.128000000100,10634724.470500000000
FS( 59 ),1064836.681000000100,1068028.150000000100,1075129.158250000100,1012298.659999999900,1100232.770000000000,1077024.895999999900,1000000.000000000000,1111078.581250000000,1060867.582750000100,1047198.128000000100,10616694.607250001000
FS( 60 ),1060306.814749999900,1080691.863999999800,1075129.158250000100,1021935.825999999900,1104613.300000000000,1077024.895999999900,1000000.000000000000,1111078.581250000000,1054655.194749999800,1047198.128000000100,10632633.763000000000
FS( 61 ),1090203.932000000000,1087501.596999999800,1089684.464750000000,1023030.958499999700,1100232.770000000000,1077024.895999999900,1000000.000000000000,1129198.046249999700,1062032.405499999900,1050224.676000000000,10709133.745999999000
FS( 62 ),1072990.440250000200,1089890.977000000200,1073605.928500000200,1023030.958499999700,1100232.770000000000,1077024.895999999900,1000000.000000000000,1129198.046249999700,1063326.652999999900,1047198.128000000100,10676498.797500001000
FS( 63 ),1060306.814749999900,1073762.662000000000,1071913.450999999900,1021935.825999999900,1091471.710000000000,1082759.407999999800,1000000.000000000000,1111078.581250000000,1055949.442249999800,1047198.128000000100,10616376.023250001000
FS( 64 ),1060306.814749999900,1080691.863999999800,1080037.343000000100,976159.287499999860,1095852.240000000000,1079573.568000000000,1000000.000000000000,1097488.982499999900,1063326.652999999900,1043414.943000000000,10576851.695750002000
FS( 65 ),1068460.574000000000,1081767.085000000000,1089684.464750000000,981415.923499999920,1104613.300000000000,1088493.919999999900,1000000.000000000000,1083899.383749999800,1064491.475750000000,1050224.676000000000,10613050.802749999000
FS( 66 ),1068460.574000000000,1081767.085000000000,1107455.478500000000,992148.221999999950,1138781.434000000100,1099962.943999999900,1000000.000000000000,1102018.848750000100,1071868.686499999800,1050224.676000000000,10712687.948750000000
FS( 67 ),1072990.440250000200,1082961.775000000100,1107455.478500000000,978349.552499999760,1125639.844000000300,1099962.943999999900,1000000.000000000000,1102018.848750000100,1070703.863749999800,1054007.861000000000,10694090.607750000000
FS( 68 ),1086580.039000000100,1092160.888000000000,1110671.185749999900,999595.122999999910,1125639.844000000300,1106334.623999999800,1000000.000000000000,1115608.447499999800,1096459.389000000000,1057034.409000000000,10790083.949250001000
FS( 69 ),1086580.039000000100,1097895.400000000100,1110671.185749999900,1018650.428499999900,1138781.434000000100,1097414.271999999900,1000000.000000000000,1115608.447499999800,1098918.459249999800,1057034.409000000000,10821554.074999999000
FS( 70 ),1077520.306499999900,1096700.710000000200,1102716.541499999800,1035734.495500000000,1130020.374000000100,1094228.431999999800,1000000.000000000000,1115608.447499999800,1112508.057999999700,1054007.861000000000,10819045.226000000000
FS( 71 ),1077520.306499999900,1099090.090000000100,1117102.600249999900,1039019.893000000000,1130020.374000000100,1097414.271999999900,1000000.000000000000,1120138.313750000000,1139557.830750000000,1057034.409000000000,10876898.089250000000
FS( 72 ),1068460.574000000000,1099090.090000000100,1089684.464750000000,1034639.362999999900,1121259.314000000200,1091679.760000000000,1000000.000000000000,1106548.714999999600,1133345.442749999900,1057034.409000000000,10801742.132499998000
FS( 73 ),1086580.039000000100,1096700.710000000200,1097808.356750000000,1042086.264000000000,1125639.844000000300,1097414.271999999900,1000000.000000000000,1106548.714999999600,1129721.549749999800,1057034.409000000000,10839534.159500001000
FS( 74 ),1072990.440250000200,1088696.287000000000,1097808.356750000000,1071873.868000000000,1125639.844000000300,1091679.760000000000,1000000.000000000000,1088429.250000000000,1113672.880750000000,1057034.409000000000,10807825.095750002000
FS( 75 ),1072990.440250000200,1087501.596999999800,1107455.478500000000,1042086.264000000000,1116878.784000000200,1094228.431999999800,1000000.000000000000,1088429.250000000000,1134639.690250000000,1057034.409000000000,10801244.345000001000
FS( 76 ),1060306.814749999900,1095625.488999999600,1107455.478500000000,1046466.793999999900,1104613.300000000000,1094228.431999999800,1000000.000000000000,1097488.982499999900,1133345.442749999900,1067627.326999999800,10807158.060499998000
FS( 77 ),1060306.814749999900,1099090.090000000100,1050926.730000000000,1044276.529000000000,1104613.300000000000,1099962.943999999900,1000000.000000000000,1169966.842500000000,1145640.793999999800,1078220.244999999900,10853004.289249998000
FS( 78 ),1068460.574000000000,1097895.400000000100,1041279.608250000000,1067712.364499999900,1108993.829999999800,1099962.943999999900,1000000.000000000000,1133727.912500000100,1139557.830750000000,1075193.696999999900,10832784.161000000000
FS( 79 ),1068460.574000000000,1093236.109000000200,1038063.900999999800,1061360.595999999700,1095852.240000000000,1094228.431999999800,1000000.000000000000,1138257.778749999800,1157936.145249999800,1071410.511999999900,10818806.288000001000
FS( 80 ),1072990.440250000200,1173758.215000000100,1059050.622000000000,1050628.297500000100,1116878.784000000200,1106334.623999999800,1000000.000000000000,1147317.511250000000,1172690.566750000000,1082003.429999999900,10981652.490750000000
FS( 81 ),1068460.574000000000,1165753.792000000100,1050926.730000000000,1064426.966999999700,1125639.844000000300,1106334.623999999800,1000000.000000000000,1142787.645000000000,1162854.285750000000,1085029.977999999900,10972214.439750001000
FS( 82 ),1064836.681000000100,1151895.388000000000,1050926.730000000000,1052818.562499999800,1125639.844000000300,1106334.623999999800,1000000.000000000000,1182650.468000000100,1151853.181999999800,1088813.162999999900,10975768.642500000000
FS( 83 ),1064836.681000000100,1156554.679000000000,1068697.743749999900,1045371.661499999900,1108993.829999999800,1106334.623999999800,1000000.000000000000,1255128.328000000000,1148099.864249999600,1088813.162999999900,11042830.574500000000
FS( 84 ),1064836.681000000100,1161094.500999999900,1060573.851749999900,1039019.893000000000,1100232.770000000000,1108883.295999999900,1000000.000000000000,1214359.531750000100,1134639.690250000000,1095622.895999999900,10979263.110750001000
FS( 85 ),1051247.082250000000,1165753.792000000100,1060573.851749999900,1024126.090999999900,1104613.300000000000,1108883.295999999900,1000000.000000000000,1291367.257999999900,1130886.372499999800,1088813.162999999900,11026264.206500001000
FS( 86 ),1060306.814749999900,1179492.727000000200,1067005.266249999900,1051723.429999999900,1100232.770000000000,1112069.135999999700,1000000.000000000000,1286837.391750000000,1143181.723749999900,1095622.895999999900,11096472.155500000000
FS( 87 ),1051247.082250000000,1158824.590000000100,1062266.329250000000,1043181.396499999800,1083586.756000000300,1094228.431999999800,1000000.000000000000,1286837.391750000000,1140722.653500000000,1078220.244999999900,10999114.876249999000
FS( 88 ),1055776.948500000400,1165753.792000000100,1068697.743749999900,1033544.230500000100,1083586.756000000300,1088493.919999999900,1000000.000000000000,1331230.081000000000,1128427.302249999900,1078220.244999999900,11033731.018999999000
FS( 89 ),1060306.814749999900,1162289.190999999900,1055834.914750000000,1043181.396499999800,1091471.710000000000,1088493.919999999900,1000000.000000000000,1340289.813499999900,1144475.971249999900,1082003.429999999900,11068347.161749998000
FS( 90 ),1046717.216000000100,1148430.787000000000,1049234.252499999900,1029382.727000000000,1074825.696000000500,1073839.055999999900,1000000.000000000000,1318546.455500000200,1123509.161749999700,1071410.511999999900,10935895.863750001000
FS( 91 ),1038563.456750000100,1150700.697999999600,1041279.608250000000,1016679.189999999700,1070445.166000000200,1073839.055999999900,1000000.000000000000,1277777.659250000000,1101377.529499999700,1064600.778999999900,10835263.142749999000
FS( 92 ),1042187.349750000200,1156554.679000000000,1042802.838000000100,1020840.693500000100,1087091.179999999900,1082759.407999999800,1000000.000000000000,1268717.926750000100,1128427.302249999900,1078220.244999999900,10907601.622249998000
FS( 93 ),1042187.349750000200,1162289.190999999900,1065482.036499999900,1003756.626499999900,1091471.710000000000,1091679.760000000000,1000000.000000000000,1237008.863000000100,1127262.479499999900,1082003.429999999900,10903141.446249999000
FS( 94 ),1051247.082250000000,1172563.525000000100,1078344.865500000100,1035734.495500000000,1108993.829999999800,1103148.784000000000,1000000.000000000000,1326700.214750000000,1146935.041500000100,1085029.977999999900,11108697.816500001000
FS( 95 ),1060306.814749999900,1176028.125999999900,1044495.315500000000,1056103.960000000000,1108993.829999999800,1108883.295999999900,1000000.000000000000,1314016.589250000000,1160395.215499999900,1095622.895999999900,11124846.043000000000
FS( 96 ),1060306.814749999900,1177222.815999999900,1042802.838000000100,1046466.793999999900,1108993.829999999800,1094228.431999999800,1000000.000000000000,1282307.525500000000,1142016.900999999800,1088813.162999999900,11043159.114250001000
FS( 97 ),1055776.948500000400,1182957.328000000000,1050926.730000000000,1056103.960000000000,1104613.300000000000,1088493.919999999900,1000000.000000000000,1277777.659250000000,1146935.041500000100,1088813.162999999900,11052398.050250001000
FS( 98 ),1055776.948500000400,1196696.263000000000,1055834.914750000000,1081511.033999999800,1113374.360000000100,1123538.159999999900,1000000.000000000000,1300426.990500000100,1160395.215499999900,1095622.895999999900,11183176.782250000000
FS( 99 ),1055776.948500000400,1202430.775000000100,1067005.266249999900,1078444.662999999700,1113374.360000000100,1123538.159999999900,1000000.000000000000,1286837.391750000000,1160395.215499999900,1099406.080999999800,11187208.861000001000
FS( 100 ),1068460.574000000000,1202430.775000000100,1059050.622000000000,1091148.199999999700,1113374.360000000100,1129909.840000000100,1000000.000000000000,1322170.348499999800,1172690.566750000000,1106215.813999999800,11265451.100249998000
FS( 101 ),1060306.814749999900,1196696.263000000000,1060573.851749999900,1088957.935000000100,1113374.360000000100,1123538.159999999900,1000000.000000000000,1291367.257999999900,1160395.215499999900,1103189.266000000100,11198399.124000000000
FS( 102 ),1068460.574000000000,1208165.287000000000,1062266.329250000000,1093338.464999999900,1116878.784000000200,1126723.999999999800,1000000.000000000000,1246068.595500000100,1156771.322499999800,1106215.813999999800,11184889.171249999000
FS( 103 ),1060306.814749999900,1242691.828000000000,1055834.914750000000,1103851.736999999700,1108993.829999999800,1123538.159999999900,1000000.000000000000,1187180.334250000100,1156771.322499999800,1109998.998999999800,11149167.940249998000
FS( 104 ),1072990.440250000200,1242691.828000000000,1070390.221249999900,1112393.770499999900,1116878.784000000200,1123538.159999999900,1000000.000000000000,1209829.665499999900,1148099.864249999600,1106215.813999999800,11203028.547750000000
FS( 105 ),1068460.574000000000,1242691.828000000000,1060573.851749999900,1099690.233499999900,1113374.360000000100,1126723.999999999800,1000000.000000000000,1174496.708749999800,1135804.513000000000,1106215.813999999800,11128031.882999999000
FS( 106 ),1077520.306499999900,1225488.292000000100,1060573.851749999900,1116774.300499999700,1113374.360000000100,1126723.999999999800,1000000.000000000000,1169966.842500000000,1138263.583249999900,1106215.813999999800,11134901.350499999000
FS( 107 ),1072990.440250000200,1242691.828000000000,1088161.235000000100,1171968.978499999700,1113374.360000000100,1135644.352000000000,1000000.000000000000,1179026.575000000000,1166607.603500000000,1109998.998999999800,11280464.371250000000
FS( 108 ),1064836.681000000100,1236957.315999999900,1086468.757500000100,1138019.870999999800,1121259.314000000200,1126723.999999999800,1000000.000000000000,1191710.200500000000,1197281.269249999900,1109998.998999999800,11273256.408249998000
FS( 109 ),1068460.574000000000,1231222.804000000000,1076821.635750000100,1123126.068999999700,1113374.360000000100,1132458.511999999900,1000000.000000000000,1179026.575000000000,1192363.128749999900,1113782.184000000100,11230635.842500001000
FS( 110 ),1072990.440250000200,1219753.780000000000,1068697.743749999900,1108232.266999999500,1104613.300000000000,1129909.840000000100,1000000.000000000000,1169966.842500000000,1169066.673750000100,1109998.998999999800,11153229.886249999000
FS( 111 ),1068460.574000000000,1214019.268000000400,1067005.266249999900,1108232.266999999500,1104613.300000000000,1129909.840000000100,1000000.000000000000,1218889.397999999800,1162854.285750000000,1109998.998999999800,11183983.197999999000
FS( 112 ),1072990.440250000200,1225488.292000000100,1084945.527749999900,1101661.471999999800,1104613.300000000000,1138193.023999999700,1000000.000000000000,1191710.200500000000,1194822.198999999800,1109998.998999999800,11224423.454499999000
FS( 113 ),1082050.172750000100,1242691.828000000000,1078344.865500000100,1106042.001999999900,1113374.360000000100,1132458.511999999900,1000000.000000000000,1223419.264250000000,1177608.707249999700,1109998.998999999800,11265988.710749999000
FS( 114 ),1082050.172750000100,1242691.828000000000,1104239.771249999800,1114584.035499999800,1113374.360000000100,1132458.511999999900,1000000.000000000000,1237008.863000000100,1189904.058500000000,1106215.813999999800,11322527.414999999000
FS( 115 ),1086580.039000000100,1254160.852000000200,1122010.784999999900,1114584.035499999800,1121259.314000000200,1135644.352000000000,1000000.000000000000,1241538.729249999900,1188739.235750000000,1113782.184000000100,11378299.526500002000
FS( 116 ),1090203.932000000000,1248426.340000000100,1139781.798750000100,1110203.505499999700,1130020.374000000100,1138193.023999999700,1000000.000000000000,1227949.130500000200,1188739.235750000000,1113782.184000000100,11387299.524500001000
FS( 117 ),1090203.932000000000,1231222.804000000000,1152644.627750000200,1114584.035499999800,1116878.784000000200,1138193.023999999700,1000000.000000000000,1232478.996749999900,1194822.198999999800,1103189.266000000100,11374217.669000000000
