代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12246106.620250002000
真實報酬,2246106.620250001500

夏普值報酬,0.215910662025
夏普值風險,0.063593941462
夏普值,3.395145151562

預期報酬,16171.902782083507
風險,148360.174894603290
起點值,0.109004338891
找到最佳解世代,3597
找到最佳解實驗#,1
找到最佳解次數,43

投資組合檔數,2
2412(24),3045(40),
FS( 32 ),5123658.592500000300,5310511.483500002000,10434170.076000001000
FS( 33 ),5091481.608500001000,5400969.428000001200,10492451.036500003000
FS( 34 ),5139747.084499999900,5409192.877500002300,10548939.962000001000
FS( 35 ),5123658.592500000300,5492602.151000001500,10616260.743500002000
FS( 36 ),5107570.100500000600,5476155.252000001300,10583725.352500003000
FS( 37 ),5131702.838500000500,5426814.555000001600,10558517.393500002000
FS( 38 ),5131702.838500000500,5409192.877500002300,10540895.716000002000
FS( 39 ),5091481.608500001000,5335181.832000000400,10426663.440500002000
FS( 40 ),5131702.838500000500,5409192.877500002300,10540895.716000002000
FS( 41 ),5123658.592500000300,5426814.555000001600,10550473.147500001000
FS( 42 ),5139747.084499999900,5467931.802500002100,10607678.887000002000
FS( 43 ),5163879.822500000700,5451484.903500000900,10615364.726000002000
FS( 44 ),5228233.790500002000,5607730.444000001100,10835964.234500002000
FS( 45 ),5260410.774500000300,5458533.574500001000,10718944.349000001000
FS( 46 ),5308676.250500000100,5458533.574500001000,10767209.825000001000
FS( 47 ),5284543.512500000200,5476155.252000001300,10760698.764500001000
FS( 48 ),5308676.250500000100,5485553.480000001400,10794229.730500001000
FS( 49 ),5308676.250500000100,5485553.480000001400,10794229.730500001000
FS( 50 ),5308676.250500000100,5467931.802500002100,10776608.053000003000
FS( 51 ),5308676.250500000100,5431513.669000001600,10740189.919500001000
FS( 52 ),5340853.234500000300,5440911.896999999900,10781765.131500000000
FS( 53 ),5292587.758500000500,5423290.219500000600,10715877.978000000000
FS( 54 ),5300632.004500000700,5485553.480000001400,10786185.484500002000
FS( 55 ),5316720.496500000400,5557214.968500001400,10873935.465000002000
FS( 56 ),5332808.988500000900,5574836.646000001600,10907645.634500002000
FS( 57 ),5364985.972500000100,5584234.874000000800,10949220.846500002000
FS( 58 ),5356941.726499999900,5574836.646000001600,10931778.372500002000
FS( 59 ),5421295.694500000200,5637099.906500001400,11058395.601000002000
FS( 60 ),5405207.202500000600,5691139.717500001200,11096346.920000002000
FS( 61 ),5381074.464499999800,5681741.489500001100,11062815.954000000000
FS( 62 ),5381074.464499999800,5681741.489500001100,11062815.954000000000
FS( 63 ),5429339.940500001400,5700537.945500001300,11129877.886000004000
FS( 64 ),5461516.924500000700,5681741.489500001100,11143258.414000001000
FS( 65 ),5509782.400500000500,5718159.623000000600,11227942.023500001000
FS( 66 ),5533915.138500000400,5664119.812000000800,11198034.950500000000
FS( 67 ),5550003.630500000000,5646498.134500000600,11196501.765000001000
FS( 68 ),5541959.384500000600,5646498.134500000600,11188457.519000001000
FS( 69 ),5550003.630500000000,5646498.134500000600,11196501.765000001000
FS( 70 ),5501738.154500000200,5637099.906500001400,11138838.061000001000
FS( 71 ),5437384.186500000800,5547816.740500001200,10985200.927000001000
FS( 72 ),5445428.432500000100,5494951.708000001500,10940380.140500002000
FS( 73 ),5458500.332250000900,5485553.480000001400,10944053.812250003000
FS( 74 ),5475594.354999999500,5565438.418000000500,11041032.773000000000
FS( 75 ),5492688.377750000000,5601856.551500001900,11094544.929250002000
FS( 76 ),5553020.222750000700,5592458.323500000900,11145478.546250001000
FS( 77 ),5587208.268250000700,5628876.457000000400,11216084.725250002000
FS( 78 ),5561064.468750000000,5654721.584000000700,11215786.052750001000
FS( 79 ),5553020.222750000700,5664119.812000000800,11217140.034750002000
FS( 80 ),5553020.222750000700,5681741.489500001100,11234761.712250002000
FS( 81 ),5509782.400500000500,5726383.072500001600,11236165.473000001000
FS( 82 ),5484644.131750000600,5681741.489500001100,11166385.621250002000
FS( 83 ),5526876.423250000900,5681741.489500001100,11208617.912750002000
FS( 84 ),5535926.200000000200,5681741.489500001100,11217667.689500000000
FS( 85 ),5561064.468750000000,5637099.906500001400,11198164.375250001000
FS( 86 ),5604302.291000000200,5664119.812000000800,11268422.103000000000
FS( 87 ),5706866.427500000200,5718159.623000000600,11425026.050500002000
FS( 88 ),5706866.427500000200,5708761.395000001400,11415627.822500002000
FS( 89 ),5732004.696250000000,5708761.395000001400,11440766.091250002000
FS( 90 ),5758148.495749999800,5700537.945500001300,11458686.441250000000
FS( 91 ),5732004.696250000000,5654721.584000000700,11386726.280250002000
FS( 92 ),5766192.741749999100,5673518.040000001900,11439710.781750001000
FS( 93 ),5809430.564000000200,5691139.717500001200,11500570.281500001000
FS( 94 ),5800380.787250000100,5718159.623000000600,11518540.410250001000
FS( 95 ),5885850.901000000500,5807442.789000001700,11693293.690000001000
FS( 96 ),5902944.923750000100,5753402.978000001100,11656347.901750002000
FS( 97 ),5911994.700500000300,5762801.206000001200,11674795.906500001000
FS( 98 ),5860712.632250000700,5745179.528500000900,11605892.160750002000
FS( 99 ),5885850.901000000500,5718159.623000000600,11604010.524000000000
FS( 100 ),5894900.677749999800,5762801.206000001200,11657701.883750001000
FS( 101 ),5894900.677749999800,5745179.528500000900,11640080.206250001000
FS( 102 ),5894900.677749999800,5708761.395000001400,11603662.072750002000
FS( 103 ),5929088.723250000700,5718159.623000000600,11647248.346250001000
FS( 104 ),5988415.037499999600,5735781.300500001800,11724196.338000001000
FS( 105 ),5988415.037499999600,5735781.300500001800,11724196.338000001000
FS( 106 ),5988415.037499999600,5762801.206000001200,11751216.243500002000
FS( 107 ),5988415.037499999600,5798044.561000000700,11786459.598500000000
FS( 108 ),5988415.037499999600,5771024.655500001300,11759439.693000000000
FS( 109 ),5963276.768749999800,5762801.206000001200,11726077.974750001000
FS( 110 ),5971321.014750001000,5753402.978000001100,11724723.992750002000
FS( 111 ),5980370.791500000300,5762801.206000001200,11743171.997500002000
FS( 112 ),6022603.083000000600,5789821.111500000600,11812424.194500001000
FS( 113 ),6143266.772999999100,5852084.372000000400,11995351.145000000000
FS( 114 ),6074890.682000000000,5825064.466500001000,11899955.148500001000
FS( 115 ),6031652.859749999800,5825064.466500001000,11856717.326250002000
FS( 116 ),6014558.837000000300,5879104.277500001700,11893663.114500001000
FS( 117 ),6031652.859749999800,5941367.538000001600,11973020.397750001000
FS( 118 ),6074890.682000000000,5994232.570500001300,12069123.252500001000
FS( 119 ),6109078.727500000000,5958989.215500001800,12068067.943000002000
FS( 120 ),6091984.704750000500,5949590.987500001700,12041575.692250002000
FS( 121 ),6091984.704750000500,5923745.860500000400,12015730.565250002000
FS( 122 ),6091984.704750000500,5949590.987500001700,12041575.692250002000
FS( 123 ),6091984.704750000500,5958989.215500001800,12050973.920250002000
FS( 124 ),6160360.795750000500,6003630.798500001400,12163991.594250001000
FS( 125 ),6134216.996250000800,6048272.381500001100,12182489.377750002000
FS( 126 ),6100028.950749999800,6092913.964500000700,12192942.915250000000
FS( 127 ),6134216.996250000800,6164575.453000001600,12298792.449250001000
FS( 128 ),6126172.750250000500,6119933.870000001000,12246106.620250002000
