代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11464049.444750002000
真實報酬,1464049.444750001700

夏普值報酬,0.137704944475
夏普值風險,0.043178446050
夏普值,3.189205658644

預期報酬,13188.826328820751
風險,64735.237899932668
起點值,0.203734886233
找到最佳解世代,3408
找到最佳解實驗#,1
找到最佳解次數,27

投資組合檔數,9
2317(15),2324(16),2325(17),2412(25),2887(37),2892(40),2912(41),4904(45),5880(47),
FS( 34 ),1197108.216500000100,1193090.931249999900,1138160.080000000100,1151947.402750000100,1155964.620249999900,1167662.605000000200,1163786.315999999900,1153299.372000000000,1158166.287999999700,10479186.831749998000
FS( 35 ),1194519.721500000000,1181173.898499999900,1138160.080000000100,1151947.402750000100,1155964.620249999900,1173755.524000000000,1161874.811999999900,1156325.919999999900,1158166.287999999700,10471889.267000001000
FS( 36 ),1185848.263250000100,1181173.898499999900,1150823.794000000000,1151947.402750000100,1155964.620249999900,1167662.605000000200,1169600.473999999900,1156325.919999999900,1158166.287999999700,10477514.265749998000
FS( 37 ),1184554.015750000000,1193090.931249999900,1155363.615999999900,1157204.038750000300,1150936.966499999900,1170370.568999999900,1165737.642999999900,1156325.919999999900,1158166.287999999700,10491750.988249999000
FS( 38 ),1193354.898749999900,1193090.931249999900,1158708.747999999900,1157204.038750000300,1150936.966499999900,1170370.568999999900,1173423.482000000100,1163812.643999999900,1169874.250000000000,10530777.528250000000
FS( 39 ),1197108.216500000100,1187446.020999999900,1165637.950000000000,1146800.280000000300,1160992.273999999700,1176463.488000000400,1175374.809000000100,1153299.372000000000,1181582.212000000100,10544705.622499999000
FS( 40 ),1195813.969000000300,1166748.016750000200,1162292.818000000000,1146800.280000000300,1179091.827499999900,1176463.488000000400,1177286.313000000100,1154733.000000000000,1178237.079999999800,10537467.792250002000
FS( 41 ),1190766.403750000100,1175528.988249999700,1156558.306000000100,1136287.008000000100,1184119.481250000000,1170370.568999999900,1181149.144000000100,1145653.356000000100,1174055.665000000000,10514489.921250001000
FS( 42 ),1277998.685250000100,1193090.931249999900,1162292.818000000000,1141543.644000000100,1174064.173749999800,1183233.398000000000,1217826.126999999900,1156325.919999999900,1185763.626999999900,10692140.324250000000
FS( 43 ),1269327.227000000000,1193090.931249999900,1154168.926000000000,1146800.280000000300,1174064.173749999800,1183233.398000000000,1206237.634000000100,1159352.467999999900,1189108.758999999800,10675384.797000000000
FS( 44 ),1254313.956000000200,1178665.049500000000,1155363.615999999900,1151947.402750000100,1174064.173749999800,1183233.398000000000,1212051.791999999900,1163812.643999999900,1193290.173999999900,10666743.206000000000
FS( 45 ),1259361.521250000000,1213788.935500000100,1157752.996000000000,1146800.280000000300,1170042.050749999700,1183233.398000000000,1206237.634000000100,1163812.643999999900,1193290.173999999900,10694320.633500000000
FS( 46 ),1264279.661750000000,1222569.906999999700,1156558.306000000100,1141543.644000000100,1160992.273999999700,1185941.362000000200,1219737.631000000100,1169865.740000000200,1200816.720999999900,10722306.246750001000
FS( 47 ),1269327.227000000000,1199363.053750000000,1151779.545999999900,1141543.644000000100,1165014.396999999900,1185941.362000000200,1212051.791999999900,1166839.191999999800,1193290.173999999900,10685151.387750000000
FS( 48 ),1284211.073250000100,1208144.025250000200,1152974.235999999800,1141543.644000000100,1174064.173749999800,1189326.317000000300,1202374.803000000100,1165405.564000000200,1200816.720999999900,10718861.557250001000
FS( 49 ),1261820.591500000100,1189954.869999999600,1151779.545999999900,1141543.644000000100,1165014.396999999900,1170370.568999999900,1200463.298999999900,1163812.643999999900,1181582.212000000100,10626342.772499999000
FS( 50 ),1269327.227000000000,1187446.020999999900,1154168.926000000000,1151947.402750000100,1150936.966499999900,1164277.650000000100,1200463.298999999900,1171458.660000000100,1181582.212000000100,10631609.364249999000
FS( 51 ),1265573.909249999800,1199363.053750000000,1155363.615999999900,1146800.280000000300,1155964.620249999900,1164277.650000000100,1198511.971999999800,1166839.191999999800,1185763.626999999900,10638458.920249999000
FS( 52 ),1250560.638250000100,1201871.902750000100,1155363.615999999900,1136287.008000000100,1146914.843500000200,1148706.857000000100,1196600.467999999900,1151706.452000000000,1174055.665000000000,10562068.450500000000
FS( 53 ),1253019.708500000200,1208144.025250000200,1149629.103999999800,1131030.372000000400,1141887.189749999900,1148706.857000000100,1215914.622999999900,1151706.452000000000,1166529.118000000000,10566568.449500000000
FS( 54 ),1259361.521250000000,1205007.964000000400,1144850.344000000000,1136287.008000000100,1146914.843500000200,1158184.730999999700,1212051.791999999900,1150272.824000000000,1181582.212000000100,10594514.239750000000
FS( 55 ),1265573.909249999800,1213788.935500000100,1150823.794000000000,1136287.008000000100,1160992.273999999700,1167662.605000000200,1210100.465000000100,1144060.436000000200,1185763.626999999900,10635054.053750001000
FS( 56 ),1276704.437750000300,1213788.935500000100,1155363.615999999900,1141543.644000000100,1174064.173749999800,1179848.443000000200,1229414.619999999900,1139600.260000000200,1189108.758999999800,10699437.889000000000
FS( 57 ),1280457.755500000000,1210652.874250000100,1156558.306000000100,1136287.008000000100,1170042.050749999700,1185941.362000000200,1252551.783000000100,1134980.791999999900,1200816.720999999900,10728289.652500000000
FS( 58 ),1281752.002999999800,1201871.902750000100,1144850.344000000000,1136287.008000000100,1170042.050749999700,1170370.568999999900,1221688.957999999900,1136573.711999999800,1193290.173999999900,10656727.721500000000
FS( 59 ),1287964.390999999800,1199363.053750000000,1142699.902000000000,1125883.249250000100,1165014.396999999900,1164277.650000000100,1229414.619999999900,1142626.807999999700,1193290.173999999900,10650535.245000001000
FS( 60 ),1302848.237250000200,1216924.996749999900,1150823.794000000000,1136287.008000000100,1179091.827499999900,1201512.155000000300,1227463.292999999800,1153299.372000000000,1200816.720999999900,10769068.404500000000
FS( 61 ),1309060.625250000300,1220061.058000000000,1144850.344000000000,1141543.644000000100,1184119.481250000000,1201512.155000000300,1227463.292999999800,1165405.564000000200,1204998.135999999900,10799015.300500002000
FS( 62 ),1309060.625250000300,1220061.058000000000,1149629.103999999800,1146800.280000000300,1184119.481250000000,1208282.064999999900,1225551.788999999900,1175918.836000000100,1212524.683000000000,10831948.921499999000
FS( 63 ),1302848.237250000200,1208144.025250000200,1135770.700000000000,1141543.644000000100,1179091.827499999900,1201512.155000000300,1221688.957999999900,1177511.756000000100,1209179.550999999700,10777291.853999998000
FS( 64 ),1315273.013250000100,1208144.025250000200,1140310.522000000100,1151947.402750000100,1179091.827499999900,1204897.110000000100,1217826.126999999900,1174485.208000000100,1212524.683000000000,10804500.918750001000
FS( 65 ),1352676.765999999800,1210652.874250000100,1124301.676000000000,1157204.038750000300,1174064.173749999800,1201512.155000000300,1235188.955000000100,1168432.111999999700,1216706.098000000000,10840739.848750001000
FS( 66 ),1352676.765999999800,1216924.996749999900,1121912.295999999900,1151947.402750000100,1184119.481250000000,1201512.155000000300,1258365.940999999900,1183564.852000000000,1212524.683000000000,10883549.573750000000
FS( 67 ),1352676.765999999800,1189954.869999999600,1138160.080000000100,1151947.402750000100,1193169.257999999900,1204897.110000000100,1283454.430999999900,1168432.111999999700,1212524.683000000000,10895217.712750001000
FS( 68 ),1334039.602000000000,1196226.992499999900,1124301.676000000000,1162460.674750000000,1198196.911750000000,1204897.110000000100,1277640.272999999800,1169865.740000000200,1212524.683000000000,10880154.663000001000
FS( 69 ),1352676.765999999800,1216924.996749999900,1135770.700000000000,1167717.310750000200,1216296.465249999900,1214374.984000000200,1271865.937999999800,1175918.836000000100,1216706.098000000000,10968253.094750000000
FS( 70 ),1346464.377999999800,1216924.996749999900,1141505.212000000100,1167717.310750000200,1221324.118999999700,1204897.110000000100,1287277.438999999800,1171458.660000000100,1216706.098000000000,10974276.323500000000
FS( 71 ),1340251.990000000000,1220061.058000000000,1156558.306000000100,1167717.310750000200,1248473.449250000100,1210990.029000000100,1271865.937999999800,1168432.111999999700,1220887.512999999800,11005238.706000000000
FS( 72 ),1327827.213999999900,1228842.029499999900,1158708.747999999900,1167717.310750000200,1221324.118999999700,1208282.064999999900,1254503.109999999900,1175918.836000000100,1216706.098000000000,10959830.530250000000
FS( 73 ),1321614.825999999900,1234486.939749999900,1157752.996000000000,1162460.674750000000,1221324.118999999700,1208282.064999999900,1252551.783000000100,1171458.660000000100,1216706.098000000000,10946639.161499999000
FS( 74 ),1334039.602000000000,1220061.058000000000,1170416.710000000000,1167717.310750000200,1225346.241999999900,1217082.948000000100,1256414.613999999800,1168432.111999999700,1216706.098000000000,10976217.694749998000
FS( 75 ),1352676.765999999800,1234486.939749999900,1179496.353999999800,1167717.310750000200,1221324.118999999700,1210990.029000000100,1289228.766000000100,1165405.564000000200,1216706.098000000000,11038032.946500001000
FS( 76 ),1352676.765999999800,1220061.058000000000,1177345.912000000200,1167717.310750000200,1230373.895749999900,1210990.029000000100,1302728.762999999800,1171458.660000000100,1212524.683000000000,11045878.077500001000
FS( 77 ),1365101.542000000100,1220061.058000000000,1181885.733999999900,1178121.069500000200,1239423.672500000100,1214374.984000000200,1281503.104000000100,1169865.740000000200,1220887.512999999800,11071225.417000001000
FS( 78 ),1358889.154000000100,1216924.996749999900,1177345.912000000200,1178121.069500000200,1239423.672500000100,1217082.948000000100,1273777.441999999800,1168432.111999999700,1220887.512999999800,11050885.819750000000
FS( 79 ),1340251.990000000000,1193090.931249999900,1186425.556000000100,1183377.705500000200,1257523.226000000000,1217082.948000000100,1254503.109999999900,1175918.836000000100,1209179.550999999700,11017354.853749998000
FS( 80 ),1358889.154000000100,1216924.996749999900,1181885.733999999900,1188634.341499999900,1257523.226000000000,1217082.948000000100,1269914.611000000000,1186591.399999999900,1216706.098000000000,11094153.509250000000
FS( 81 ),1371313.929999999900,1220061.058000000000,1181885.733999999900,1188634.341499999900,1262550.879749999600,1217082.948000000100,1277640.272999999800,1175918.836000000100,1216706.098000000000,11111795.098250000000
FS( 82 ),1365101.542000000100,1213788.935500000100,1174956.532000000100,1183377.705500000200,1257523.226000000000,1217082.948000000100,1269914.611000000000,1169865.740000000200,1216706.098000000000,11068318.338000000000
FS( 83 ),1371313.929999999900,1216924.996749999900,1177345.912000000200,1188634.341499999900,1281655.963999999900,1220467.903000000200,1277640.272999999800,1178945.384000000100,1224232.645000000000,11137162.349249998000
FS( 84 ),1365101.542000000100,1216924.996749999900,1177345.912000000200,1188634.341499999900,1281655.963999999900,1220467.903000000200,1266051.779999999800,1183564.852000000000,1228414.059999999800,11128162.351250000000
FS( 85 ),1365101.542000000100,1216924.996749999900,1174956.532000000100,1183377.705500000200,1285678.086999999800,1220467.903000000200,1291140.270000000000,1175918.836000000100,1224232.645000000000,11137799.517250001000
FS( 86 ),1365101.542000000100,1201871.902750000100,1184275.114000000100,1193781.464250000200,1285678.086999999800,1233330.732000000100,1291140.270000000000,1175918.836000000100,1228414.059999999800,11159513.007999999000
FS( 87 ),1365101.542000000100,1210652.874250000100,1174956.532000000100,1188634.341499999900,1281655.963999999900,1229945.777000000000,1281503.104000000100,1172892.288000000200,1224232.645000000000,11129576.067749999000
FS( 88 ),1327827.213999999900,1210652.874250000100,1163487.507999999900,1188634.341499999900,1281655.963999999900,1229945.777000000000,1266051.779999999800,1168432.111999999700,1228414.059999999800,11065102.630749999000
FS( 89 ),1327827.213999999900,1210652.874250000100,1164682.197999999900,1188634.341499999900,1281655.963999999900,1233330.732000000100,1269914.611000000000,1168432.111999999700,1224232.645000000000,11069363.691749999000
FS( 90 ),1327827.213999999900,1220061.058000000000,1163487.507999999900,1188634.341499999900,1276628.310249999900,1226560.822000000200,1266051.779999999800,1174485.208000000100,1220887.512999999800,11064624.754750000000
FS( 91 ),1334039.602000000000,1220061.058000000000,1162292.818000000000,1193781.464250000200,1271600.656499999800,1220467.903000000200,1266051.779999999800,1172892.288000000200,1220887.512999999800,11062076.082750000000
FS( 92 ),1365101.542000000100,1216924.996749999900,1162292.818000000000,1183377.705500000200,1281655.963999999900,1233330.732000000100,1268003.106999999800,1177511.756000000100,1220887.512999999800,11109087.134250000000
FS( 93 ),1421142.458750000000,1222569.906999999700,1162292.818000000000,1188634.341499999900,1271600.656499999800,1236038.696000000200,1258365.940999999900,1183564.852000000000,1220887.512999999800,11165098.183750000000
FS( 94 ),1483395.763499999900,1216924.996749999900,1161098.127999999800,1183377.705500000200,1276628.310249999900,1239423.651000000500,1262228.771999999900,1204750.688000000100,1216706.098000000000,11244535.113000000000
FS( 95 ),1464758.599500000000,1216924.996749999900,1156558.306000000100,1183377.705500000200,1281655.963999999900,1239423.651000000500,1250640.278999999900,1206343.608000000000,1224232.645000000000,11223916.754749998000
FS( 96 ),1458546.211500000000,1210652.874250000100,1161098.127999999800,1193781.464250000200,1285678.086999999800,1248901.525000000100,1250640.278999999900,1213830.331999999900,1220887.512999999800,11244017.414000001000
FS( 97 ),1458546.211500000000,1196226.992499999900,1157752.996000000000,1193781.464250000200,1285678.086999999800,1258379.399000000000,1258365.940999999900,1213830.331999999900,1220887.512999999800,11243449.936250001000
FS( 98 ),1551861.456250000000,1201871.902750000100,1156558.306000000100,1199038.100250000100,1299755.517499999800,1276658.155999999700,1293091.596999999800,1213830.331999999900,1235940.606999999800,11428606.974750001000
FS( 99 ),1570628.045000000200,1216924.996749999900,1151779.545999999900,1199038.100250000100,1299755.517499999800,1289520.985000000100,1279591.599999999900,1203317.060000000100,1240122.021999999900,11450678.872500001000
FS( 100 ),1527011.904249999900,1208144.025250000200,1149629.103999999800,1193781.464250000200,1290705.740749999900,1276658.155999999700,1269914.611000000000,1203317.060000000100,1243467.154000000100,11362630.219500002000
FS( 101 ),1539436.680250000000,1216924.996749999900,1135770.700000000000,1188634.341499999900,1294727.863749999800,1289520.985000000100,1271865.937999999800,1195671.044000000200,1255175.115999999900,11387728.665250000000
FS( 102 ),1514587.128249999800,1216924.996749999900,1148434.414000000100,1188634.341499999900,1294727.863749999800,1286136.030000000300,1271865.937999999800,1191051.575999999900,1255175.115999999900,11367538.404250000000
FS( 103 ),1508374.740250000000,1222569.906999999700,1143894.591999999900,1199038.100250000100,1304783.171249999900,1289520.985000000100,1268003.106999999800,1207777.236000000000,1262701.662999999700,11406664.501750000000
FS( 104 ),1464758.599500000000,1208144.025250000200,1155363.615999999900,1188634.341499999900,1299755.517499999800,1286136.030000000300,1256414.613999999800,1207777.236000000000,1259356.531000000000,11326341.510749999000
FS( 105 ),1502032.927500000000,1213788.935500000100,1163487.507999999900,1199038.100250000100,1304783.171249999900,1289520.985000000100,1264140.275999999800,1213830.331999999900,1266883.077999999700,11417506.313500000000
FS( 106 ),1495820.539500000000,1213788.935500000100,1161098.127999999800,1193781.464250000200,1304783.171249999900,1289520.985000000100,1266051.779999999800,1207777.236000000000,1266883.077999999700,11399506.317499999000
FS( 107 ),1483395.763499999900,1205007.964000000400,1163487.507999999900,1193781.464250000200,1304783.171249999900,1282751.075000000200,1266051.779999999800,1203317.060000000100,1266883.077999999700,11369459.864000000000
FS( 108 ),1495820.539500000000,1225705.968249999900,1163487.507999999900,1193781.464250000200,1299755.517499999800,1276658.155999999700,1262228.771999999900,1183564.852000000000,1259356.531000000000,11360360.308499999000
FS( 109 ),1533224.292249999900,1263965.915499999900,1163487.507999999900,1199038.100250000100,1313832.948000000100,1276658.155999999700,1277640.272999999800,1192644.495999999800,1266883.077999999700,11487375.766999997000
FS( 110 ),1533224.292249999900,1255184.944000000100,1166832.640000000400,1199038.100250000100,1308805.294250000000,1280043.111000000000,1266051.779999999800,1187069.276000000100,1274409.625000000000,11470660.062750001000
FS( 111 ),1552638.004750000100,1258321.005249999900,1165637.950000000000,1204294.736250000300,1327910.378499999900,1282751.075000000200,1271865.937999999800,1187069.276000000100,1278591.040000000000,11529080.403749999000
FS( 112 ),1552638.004750000100,1263965.915499999900,1170416.710000000000,1204294.736250000300,1322882.724750000300,1292228.949000000000,1271865.937999999800,1183883.436000000200,1278591.040000000000,11540768.454250000000
FS( 113 ),1552638.004750000100,1263965.915499999900,1172567.152000000000,1209551.372250000000,1341987.808999999900,1301706.823000000100,1277640.272999999800,1177511.756000000100,1294480.416999999900,11592050.522499997000
FS( 114 ),1572051.717250000000,1240759.062250000200,1172567.152000000000,1214698.495000000300,1331932.501500000000,1305091.778000000200,1287277.438999999800,1188662.196000000000,1297825.548999999900,11610866.890000001000
FS( 115 ),1572051.717250000000,1234486.939749999900,1177345.912000000200,1209551.372250000000,1331932.501500000000,1301706.823000000100,1287277.438999999800,1185476.356000000100,1290299.001999999900,11590129.062750001000
FS( 116 ),1565580.479749999900,1225705.968249999900,1174956.532000000100,1204294.736250000300,1317855.071000000000,1298998.859000000200,1275728.768999999900,1187069.276000000100,1282772.454999999800,11532963.146250002000
FS( 117 ),1546166.767250000000,1234486.939749999900,1168027.330000000100,1192686.331750000100,1313832.948000000100,1298998.859000000200,1275728.768999999900,1187069.276000000100,1278591.040000000000,11495589.260749999000
FS( 118 ),1559109.242250000100,1234486.939749999900,1172567.152000000000,1192686.331750000100,1322882.724750000300,1301706.823000000100,1287277.438999999800,1195033.876000000200,1282772.454999999800,11548523.983500000000
FS( 119 ),1572051.717250000000,1231350.878499999900,1165637.950000000000,1192686.331750000100,1327910.378499999900,1295613.904000000100,1314317.255999999800,1179104.676000000000,1282772.454999999800,11561446.547000000000
FS( 120 ),1552638.004750000100,1225705.968249999900,1170416.710000000000,1192686.331750000100,1322882.724750000300,1286136.030000000300,1329768.579999999800,1175918.836000000100,1274409.625000000000,11530563.810500000000
FS( 121 ),1578522.954750000000,1266474.764500000300,1170416.710000000000,1192686.331750000100,1331932.501500000000,1292228.949000000000,1329768.579999999800,1187069.276000000100,1286117.587000000100,11635218.654500000000
FS( 122 ),1578522.954750000000,1260202.642000000000,1162292.818000000000,1187210.669250000300,1322882.724750000300,1289520.985000000100,1242914.617000000100,1187069.276000000100,1274409.625000000000,11505027.311750002000
FS( 123 ),1578522.954750000000,1263338.703250000000,1162292.818000000000,1176259.344250000100,1327910.378499999900,1289520.985000000100,1204326.130000000100,1179104.676000000000,1282772.454999999800,11464049.444750002000
