代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13492307.678250002000
真實報酬,3492307.678250001700

夏普值報酬,0.340530767825
夏普值風險,0.090240062910
夏普值,3.773609601353

預期報酬,31332.714222450959
風險,187060.353727346580
起點值,0.167500561172
找到最佳解世代,3228
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,9
1301(3),1303(4),1326(5),2311(13),2325(16),2412(24),2498(27),2883(32),3045(40),
FS( 10 ),1161175.588000000000,1185466.941000000100,1162656.282250000200,1217067.679499999900,1174719.435000000300,1141693.737250000000,1360617.890500000200,1137186.587000000100,1111456.576000000100,10652041.716499999000
FS( 11 ),1170374.700999999900,1187298.799000000100,1176454.951750000000,1217067.679499999900,1203192.879999999900,1143396.170500000000,1320496.218000000100,1138898.976000000300,1113208.788000000200,10670390.163750000000
FS( 12 ),1159712.092750000100,1188901.674750000200,1164119.777500000100,1212109.715999999800,1187861.025000000100,1133749.048750000100,1323721.881000000100,1133761.809000000100,1109923.390500000000,10613861.415250000000
FS( 13 ),1161175.588000000000,1194168.266499999900,1171855.395250000100,1231941.569999999600,1199359.916250000200,1138478.030000000000,1346182.053000000100,1140611.365000000000,1104885.781000000000,10688658.965000000000
FS( 14 ),1167238.639749999900,1201037.734000000200,1179381.942249999800,1231941.569999999600,1186218.326249999900,1140180.463250000000,1320496.218000000100,1142323.754000000200,1113208.788000000200,10682028.435500002000
FS( 15 ),1167238.639749999900,1206075.343500000400,1179381.942249999800,1249294.442250000100,1187861.025000000100,1140180.463250000000,1299648.877500000200,1142323.754000000200,1109923.390500000000,10681928.878000000000
FS( 16 ),1179573.814000000000,1207907.201500000000,1181054.508250000000,1249294.442250000100,1170886.471250000200,1140180.463250000000,1330133.384000000100,1154310.477000000000,1103133.569000000100,10716475.330500001000
FS( 17 ),1185636.865749999900,1206075.343500000400,1181054.508250000000,1236899.533499999900,1152269.218750000500,1146611.877750000000,1310878.963500000100,1159447.644000000100,1104885.781000000000,10683760.736000000000
FS( 18 ),1199435.535250000000,1212944.811000000200,1190044.550499999900,1241857.497000000000,1161577.845000000200,1157772.273499999900,1307673.212000000100,1162872.422000000300,1108171.178500000200,10742350.324750002000
FS( 19 ),1200899.030500000100,1214776.669000000200,1182518.003500000100,1246815.460499999800,1144603.291250000200,1157772.273499999900,1299648.877500000200,1154310.477000000000,1108171.178500000200,10709516.261250000000
FS( 20 ),1190236.422249999800,1204472.467750000300,1185654.064749999900,1279042.223249999800,1212501.506250000100,1157772.273499999900,1299648.877500000200,1161160.033000000100,1113208.788000000200,10803697.656250000000
FS( 21 ),1188772.926999999900,1214776.669000000200,1173318.890500000000,1269126.296249999700,1242617.650000000100,1157772.273499999900,1286805.960000000200,1156022.866000000200,1119779.583000000100,10808994.115250001000
FS( 22 ),1193163.412749999900,1216379.544749999900,1181054.508250000000,1269126.296249999700,1250283.577500000100,1157772.273499999900,1283600.208499999900,1159447.644000000100,1114741.973500000100,10825570.438999999000
FS( 23 ),1204035.091749999900,1199205.876000000200,1188581.055250000000,1256731.387500000000,1216334.470000000200,1153043.292249999900,1269164.371000000000,1159447.644000000100,1113208.788000000200,10759752.975749999000
FS( 24 ),1202362.525749999800,1180429.331499999900,1181054.508250000000,1276563.241499999800,1231666.325000000200,1154556.566250000100,1269164.371000000000,1154310.477000000000,1111456.576000000100,10761564.922249999000
FS( 25 ),1200899.030500000100,1180429.331499999900,1181054.508250000000,1284000.186749999600,1235499.288750000100,1156258.999499999900,1302854.629000000000,1173146.756000000100,1113208.788000000200,10827352.518250002000
FS( 26 ),1204035.091749999900,1176994.597749999700,1197780.168250000100,1266647.314499999600,1231666.325000000200,1164203.688000000100,1315697.546499999900,1193695.424000000100,1118246.397500000200,10868967.553250000000
FS( 27 ),1200899.030500000100,1170125.130249999900,1194644.107000000100,1246815.460499999800,1231666.325000000200,1186902.798000000000,1291624.543000000100,1183421.090000000100,1129854.802000000400,10835954.286250001000
FS( 28 ),1181037.309249999900,1144479.118249999800,1185654.064749999900,1222025.642999999700,1231666.325000000200,1174039.968999999800,1296443.125999999900,1173146.756000000100,1124817.192500000100,10733310.503749998000
FS( 29 ),1173510.762249999900,1110131.780749999900,1173318.890500000000,1204672.770749999700,1220167.433750000100,1165906.121249999900,1270757.291000000000,1161160.033000000100,1124817.192500000100,10604443.275750000000
FS( 30 ),1204035.091749999900,1137609.650750000000,1181054.508250000000,1244336.478749999800,1224000.397500000000,1162690.414000000100,1222631.195499999900,1168009.589000000200,1134892.411500000200,10679260.736999998000
FS( 31 ),1269474.236500000100,1185466.941000000100,1235831.044750000100,1239378.515249999700,1238784.686250000000,1165906.121249999900,1246704.199000000300,1179996.312000000200,1146500.816000000100,10908043.872000001000
FS( 32 ),1269474.236500000100,1197603.000250000000,1260292.322500000000,1219546.661249999900,1238784.686250000000,1174039.968999999800,1224224.115500000100,1178283.923000000000,1156357.008500000200,10918606.922750000000
FS( 33 ),1238949.906999999900,1183864.065250000000,1264891.879000000000,1212109.715999999800,1237141.987500000300,1180471.383500000000,1150432.096500000000,1156022.866000000200,1149786.213500000300,10773671.114250001000
FS( 34 ),1231423.360000000100,1173559.864000000100,1257365.332000000200,1222025.642999999700,1237141.987500000300,1177255.676250000000,1174485.188499999900,1150885.699000000000,1148034.001500000200,10772177.751750000000
FS( 35 ),1261947.689499999900,1199205.876000000200,1263428.383750000000,1229462.588249999800,1227833.361250000100,1177255.676250000000,1225836.947000000200,1144036.143000000200,1143215.418499999900,10872223.083500000000
FS( 36 ),1287872.462499999900,1197603.000250000000,1274090.991999999900,1236899.533499999900,1217977.168750000200,1177255.676250000000,1259527.205000000100,1138898.976000000300,1148034.001500000200,10938160.015749998000
FS( 37 ),1307734.183749999900,1211341.935250000100,1280154.043750000000,1241857.497000000000,1207025.843750000500,1177255.676250000000,1235454.201500000000,1142323.754000000200,1149786.213500000300,10952934.348750001000
FS( 38 ),1344321.564999999700,1226683.745999999800,1338066.641499999900,1301353.058999999700,1225643.096250000200,1190118.505249999900,1225836.947000000200,1156022.866000000200,1158109.220500000100,11166156.646500001000
FS( 39 ),1391571.554499999900,1242025.556749999500,1376326.588749999900,1306311.022499999700,1269448.396250000000,1185200.364749999900,1233861.281500000000,1164584.810999999800,1166432.227500000300,11335762.803499999000
FS( 40 ),1413105.841749999900,1242025.556749999500,1374863.093500000000,1306311.022499999700,1227833.361250000100,1178768.950250000000,1233861.281500000000,1164584.810999999800,1174755.234500000500,11316110.152999999000
FS( 41 ),1396171.110999999800,1233553.213500000100,1400787.866500000000,1350932.693999999700,1256306.806250000100,1185200.364749999900,1285213.040000000000,1164584.810999999800,1188115.851000000300,11460866.758000001000
FS( 42 ),1358120.234500000000,1211341.935250000100,1361064.424000000100,1326142.876499999800,1269448.396250000000,1183687.090750000200,1257934.285000000100,1159447.644000000100,1179792.844000000000,11306980.730250001000
FS( 43 ),1384045.007499999800,1242025.556749999500,1379462.649999999900,1374069.856999999600,1288065.648749999700,1190118.505249999900,1334951.966999999900,1171434.367000000100,1186363.639000000200,11550538.198249999000
FS( 44 ),1376309.389749999600,1245460.290500000100,1379462.649999999900,1383985.783999999800,1261782.468750000500,1188416.072000000200,1333339.135500000100,1171434.367000000100,1186363.639000000200,11526554.796500003000
FS( 45 ),1384045.007499999800,1242025.556749999500,1373190.527500000100,1369111.893499999800,1261782.468750000500,1199765.626999999900,1344569.221500000000,1161160.033000000100,1183078.241500000000,11518729.577000000000
FS( 46 ),1400770.667500000000,1248895.024249999800,1377790.084000000000,1386464.765750000000,1250283.577500000100,1202981.334250000100,1362230.722000000100,1168009.589000000200,1178040.632000000200,11575467.396250002000
FS( 47 ),1435894.553499999900,1286677.095499999800,1444901.794749999900,1401338.656249999800,1240974.951249999900,1217357.437250000000,1368642.225000000100,1173146.756000000100,1183078.241500000000,11752012.710999997000
FS( 48 ),1460355.831250000000,1305453.640000000100,1467899.577249999900,1359195.966499999600,1225643.096250000200,1235138.406750000100,1391102.397000000100,1173146.756000000100,1179792.844000000000,11797729.515000001000
FS( 49 ),1461819.326500000000,1319192.574999999700,1471035.638499999900,1388943.747500000100,1242617.650000000100,1265593.045999999900,1395920.980000000000,1168009.589000000200,1183078.241500000000,11896211.794000000000
FS( 50 ),1452620.213500000100,1300416.030499999900,1473962.629000000000,1403817.638000000000,1233309.023749999700,1259161.631500000100,1400739.563000000100,1169721.978000000100,1193153.460500000300,11886903.167749999000
FS( 51 ),1426695.440499999800,1288508.953499999800,1434239.186500000100,1398859.674499999700,1212501.506250000100,1241569.821250000000,1375053.728000000100,1173146.756000000100,1186363.639000000200,11736939.705500001000
FS( 52 ),1385508.502750000000,1266068.693000000000,1400787.866500000000,1371590.875249999800,1190051.290000000000,1225491.285000000100,1375053.728000000100,1150885.699000000000,1188115.851000000300,11553554.790500000000
FS( 53 ),1362719.791000000000,1261031.083499999700,1390125.258250000200,1379027.820499999900,1191693.988750000000,1228706.992249999900,1399126.731500000200,1138898.976000000300,1169717.625000000200,11521049.266750000000
FS( 54 ),1399307.172249999800,1285074.219750000200,1425249.144249999900,1391422.729249999900,1208668.542500000000,1231922.699500000100,1427998.406500000000,1149173.310000000300,1179792.844000000000,11698610.068000002000
FS( 55 ),1380908.946250000000,1262633.959250000300,1408314.413500000000,1391422.729249999900,1193884.253750000100,1228706.992249999900,1416768.320499999900,1133761.809000000100,1176507.446500000100,11592909.870250000000
FS( 56 ),1402234.162749999900,1248895.024249999800,1409986.979500000100,1403817.638000000000,1182385.362500000300,1222275.577750000200,1437635.572500000000,1144036.143000000200,1176507.446500000100,11627774.906750001000
FS( 57 ),1400770.667500000000,1245460.290500000100,1394724.814749999900,1388943.747500000100,1186218.326249999900,1241569.821250000000,1476144.413500000000,1133761.809000000100,1206514.077000000300,11674108.967250001000
FS( 58 ),1391571.554499999900,1245460.290500000100,1394724.814749999900,1445960.327749999700,1210858.807499999900,1238354.114000000100,1554755.015500000200,1138898.976000000300,1191401.248500000000,11811986.149000000000
FS( 59 ),1393244.120499999700,1236987.947249999700,1382389.640500000000,1450918.291250000000,1191693.988750000000,1236651.680750000100,1533907.675000000000,1133761.809000000100,1176507.446500000100,11736063.599499999000
FS( 60 ),1399307.172249999800,1240422.681000000300,1388452.692250000100,1436044.400749999600,1187861.025000000100,1228706.992249999900,1476144.413500000000,1125199.864000000300,1176507.446500000100,11658647.687500000000
FS( 61 ),1402234.162749999900,1226683.745999999800,1386989.196999999900,1502976.907999999800,1201002.615000000000,1223788.851749999900,1505016.088500000100,1128624.642000000200,1173222.049000000100,11750539.260000002000
FS( 62 ),1402234.162749999900,1219814.278500000000,1383853.135750000100,1490581.999249999400,1201002.615000000000,1207710.315500000000,1490580.250999999900,1121775.085999999900,1174755.234500000500,11692308.078250000000
FS( 63 ),1414569.337000000100,1207907.201500000000,1383853.135750000100,1495539.962749999700,1191693.988750000000,1215844.163250000000,1505016.088500000100,1138898.976000000300,1181545.056000000100,11734868.909499999000
FS( 64 ),1402234.162749999900,1206075.343500000400,1399115.300499999900,1580651.669499999600,1203192.879999999900,1222275.577750000200,1505016.088500000100,1125199.864000000300,1183078.241500000000,11826840.128000000000
FS( 65 ),1451156.718250000200,1231721.355500000100,1408314.413500000000,1607920.468749999800,1220167.433750000100,1225491.285000000100,1529089.091999999900,1161160.033000000100,1184830.453500000100,12019852.253250001000
FS( 66 ),1452620.213500000100,1233553.213500000100,1416050.031250000000,1617836.395749999900,1246450.613750000000,1227004.559000000100,1580440.850499999900,1169721.978000000100,1178040.632000000200,12121719.487250000000
FS( 67 ),1449693.222999999800,1236987.947249999700,1429639.629999999900,1602962.505249999900,1263425.167500000000,1219059.870500000000,1566005.013000000000,1164584.810999999800,1173222.049000000100,12105581.216500001000
FS( 68 ),1467882.378250000100,1254161.615999999900,1441974.804249999800,1607920.468749999800,1259592.203750000100,1214141.730000000000,1562779.350000000100,1176571.534000000200,1178040.632000000200,12163065.717000000000
FS( 69 ),1472481.934749999800,1257596.349750000100,1443438.299500000200,1578172.687749999800,1263425.167500000000,1214141.730000000000,1538726.257999999900,1173146.756000000100,1173222.049000000100,12114352.232249999000
FS( 70 ),1478544.986499999900,1254161.615999999900,1443438.299500000200,1595525.560000000100,1314896.395000000000,1217357.437250000000,1554755.015500000200,1164584.810999999800,1184830.453500000100,12208095.574250000000
FS( 71 ),1471018.439499999900,1264465.817250000300,1454100.907750000200,1645105.194999999600,1369653.020000000000,1220573.144499999900,1546750.592500000000,1169721.978000000100,1189868.063000000100,12331258.157499999000
FS( 72 ),1437358.048750000100,1255764.491750000000,1446574.360750000200,1637668.249749999700,1377318.947500000200,1214141.730000000000,1588465.185000000100,1161160.033000000100,1179792.844000000000,12298244.890500002000
FS( 73 ),1446557.161749999700,1245460.290500000100,1451173.917249999900,1655021.122000000000,1345012.538750000100,1207710.315500000000,1593263.856500000200,1161160.033000000100,1169717.625000000200,12275077.860250000000
FS( 74 ),1455756.274750000100,1248895.024249999800,1464763.516000000100,1635189.267999999500,1322014.756250000100,1198063.193750000100,1607719.605500000100,1157735.255000000400,1176507.446500000100,12266645.339999998000
FS( 75 ),1483144.542999999800,1274770.018500000200,1509086.515000000100,1659979.085499999800,1339536.876250000200,1190118.505249999900,1598082.439500000100,1188558.257000000000,1171469.837000000100,12414747.077000000000
FS( 76 ),1483144.542999999800,1266068.693000000000,1505950.453749999900,1715343.011250000000,1352678.466250000300,1204494.608249999800,1582033.770499999900,1248491.872000000200,1174755.234500000500,12532961.652500000000
FS( 77 ),1503006.264249999800,1266068.693000000000,1507623.019750000000,1779796.536749999500,1360344.393750000300,1230220.266250000100,1548343.512500000000,1258766.206000000000,1183078.241500000000,12637248.133749999000
FS( 78 ),1492343.656000000000,1259199.225499999700,1486297.803249999900,1664937.049000000100,1320372.057499999900,1222275.577750000200,1537113.426500000100,1238217.538000000200,1184830.453500000100,12405587.787000002000
FS( 79 ),1484817.108999999900,1267900.551000000000,1480025.680750000100,1684768.902999999700,1320372.057499999900,1225491.285000000100,1557980.678499999900,1287876.818999999900,1183078.241500000000,12492312.325250000000
FS( 80 ),1486280.604249999900,1262633.959250000300,1480025.680750000100,1657500.103750000000,1318729.358750000100,1228706.992249999900,1615743.940000000200,1287876.818999999900,1181545.056000000100,12519043.513999999000
FS( 81 ),1493807.151249999900,1267900.551000000000,1495287.845500000100,1667416.030749999900,1312706.129999999900,1231922.699500000100,1615743.940000000200,1287876.818999999900,1183078.241500000000,12555740.408499999000
FS( 82 ),1487744.099500000000,1266068.693000000000,1498423.906749999800,1647584.176749999900,1297921.841250000300,1235138.406750000100,1593263.856500000200,1320412.210000000200,1183078.241500000000,12529636.432000000000
FS( 83 ),1487744.099500000000,1276372.894249999900,1499887.402000000200,1647584.176749999900,1311063.431250000100,1238354.114000000100,1593263.856500000200,1409456.437999999800,1186363.639000000200,12650091.051250000000
FS( 84 ),1493807.151249999900,1274770.018500000200,1507623.019750000000,1617836.395749999900,1311063.431250000100,1235138.406750000100,1582033.770499999900,1453978.552000000100,1191401.248500000000,12667652.994250003000
FS( 85 ),1492343.656000000000,1272938.160500000200,1507623.019750000000,1590567.596499999800,1291898.612500000300,1228706.992249999900,1561186.429999999900,1548159.947000000200,1194686.646000000200,12688112.060500002000
FS( 86 ),1500079.273749999900,1271335.284750000100,1515149.566749999800,1620315.377499999700,1295731.576249999900,1223788.851749999900,1590058.105000000000,1555009.503000000300,1209799.474500000000,12781268.013250001000
FS( 87 ),1506142.325500000000,1288508.953499999800,1519749.123250000200,1692205.848249999800,1325847.720000000200,1223788.851749999900,1593263.856500000200,1637204.174999999800,1206514.077000000300,12993225.930749997000
FS( 88 ),1498406.707750000100,1286677.095499999800,1512222.576249999900,1655021.122000000000,1316539.093750000500,1215844.163250000000,1626974.026000000100,1745084.682000000000,1201476.467500000300,13058246.934000000000
FS( 89 ),1493807.151249999900,1283242.361750000200,1507623.019750000000,1682289.921249999700,1325847.720000000200,1210926.022750000000,1623748.363000000100,1688575.845000000000,1194686.646000000200,13010748.050750000000
FS( 90 ),1478544.986499999900,1267900.551000000000,1463300.020750000100,1605441.486999999700,1286422.950000000200,1206197.041500000100,1586852.353500000000,1625217.452000000300,1179792.844000000000,12699670.686249999000
FS( 91 ),1469554.944249999900,1274770.018500000200,1466436.082000000200,1602962.505249999900,1282589.986250000100,1207710.315500000000,1604513.854000000100,1637204.174999999800,1184830.453500000100,12730573.334250001000
FS( 92 ),1419168.893500000000,1264465.817250000300,1432775.691249999700,1602962.505249999900,1250283.577500000100,1207710.315500000000,1577235.099000000200,1561859.059000000100,1178040.632000000200,12494502.590250000000
FS( 93 ),1416032.832250000000,1267900.551000000000,1469363.072499999800,1605441.486999999700,1246450.613750000000,1207710.315500000000,1577235.099000000200,1662890.010000000200,1174755.234500000500,12627780.215499999000
FS( 94 ),1425231.945250000100,1285074.219750000200,1472499.133750000000,1715343.011250000000,1318729.358750000100,1207710.315500000000,1583646.602000000200,1656040.454000000400,1186363.639000000200,12850639.679250002000
FS( 95 ),1431294.997000000000,1286677.095499999800,1471035.638499999900,1750048.755749999800,1324205.021250000000,1207710.315500000000,1556367.847000000100,1733097.959000000300,1178040.632000000200,12938479.261500001000
FS( 96 ),1448020.656999999900,1286677.095499999800,1486297.803249999900,1740132.828749999900,1365820.056250000100,1207710.315500000000,1537113.426500000100,1695425.400999999800,1174755.234500000500,12941953.818250000000
FS( 97 ),1452620.213500000100,1291714.705000000100,1503023.463250000000,1750048.755749999800,1367462.754999999900,1207710.315500000000,1509834.671499999900,1695425.400999999800,1174755.234500000500,12952596.515000001000
FS( 98 ),1455756.274750000100,1298584.172499999900,1504486.958499999900,1774838.573249999900,1371295.718750000500,1207710.315500000000,1556367.847000000100,1644053.730999999900,1171469.837000000100,12984564.428250000000
FS( 99 ),1475617.995999999800,1324459.166749999900,1503023.463250000000,1804586.354249999900,1426052.343750000500,1207710.315500000000,1553162.095500000100,1637204.174999999800,1183078.241500000000,13114895.151500000000
FS( 100 ),1493807.151249999900,1379185.924499999700,1515149.566749999800,1883913.770249999600,1486832.197500000200,1207710.315500000000,1577235.099000000200,1656040.454000000400,1189868.063000000100,13389743.541749999000
FS( 101 ),1478544.986499999900,1379185.924499999700,1499887.402000000200,1864081.916250000000,1485189.498750000000,1207710.315500000000,1583646.602000000200,1656040.454000000400,1186363.639000000200,13340651.738499999000
FS( 102 ),1496943.212500000100,1368881.723250000300,1498423.906749999800,1834334.135249999600,1452883.090000000100,1207710.315500000000,1574009.436000000200,1644053.730999999900,1184830.453500000100,13262071.003750002000
FS( 103 ),1484817.108999999900,1379185.924499999700,1486297.803249999900,1799628.390750000000,1458358.752500000200,1207710.315500000000,1585259.433500000000,1637204.174999999800,1194686.646000000200,13233149.549999999000
FS( 104 ),1480217.552500000000,1391321.983750000100,1501559.967999999900,1814502.281249999800,1441384.198750000000,1212060.978250000200,1636591.280500000100,1700562.568000000200,1186363.639000000200,13364565.450000001000
FS( 105 ),1487744.099500000000,1394756.717499999800,1516822.132750000100,1819460.244749999600,1445217.162500000100,1205440.404499999900,1673507.201500000000,1681726.288999999900,1189868.063000000100,13414543.315000001000
FS( 106 ),1500079.273749999900,1396359.593249999900,1535011.287999999900,1859123.952749999700,1537755.858750000100,1205440.404499999900,1713608.962499999900,1674876.733000000000,1186363.639000000200,13608620.705500001000
FS( 107 ),1533530.593750000200,1422234.587499999900,1638710.379999999900,1834334.135249999600,1558563.376250000200,1212060.978250000200,1720020.465500000200,1700562.568000000200,1186363.639000000200,13806381.723500002000
FS( 108 ),1574717.531499999800,1518178.150249999900,1638710.379999999900,1789712.463749999600,1553087.713749999900,1194847.486499999900,1737681.966000000000,1669739.566000000300,1191401.248500000000,13868077.506250000000
FS( 109 ),1567190.984500000000,1494135.014000000000,1615921.668250000100,1784754.500249999800,1532280.196250000000,1200143.945499999900,1742500.549000000100,1681726.288999999900,1198191.070000000300,13816845.216750000000
FS( 110 ),1559455.366749999800,1437576.398250000100,1577870.791749999900,1709558.720499999800,1486832.197500000200,1186902.798000000000,1671894.370000000100,1630354.618999999900,1186363.639000000200,13446809.900749998000
FS( 111 ),1559455.366749999800,1408495.652499999900,1577870.791749999900,1659979.085499999800,1403602.127500000200,1178958.109500000000,1638204.112000000000,1529323.668000000300,1156357.008500000200,13112246.922000000000
FS( 112 ),1513668.872500000100,1434141.664500000000,1562608.627000000300,1745090.792249999900,1460549.017500000100,1189551.027499999900,1657458.532500000200,1536173.223999999900,1151538.425500000100,13250781.183250001000
FS( 113 ),1544193.201999999800,1476961.345250000200,1615921.668250000100,1762443.664500000000,1532280.196250000000,1180282.224250000200,1710403.211000000100,1503637.833000000100,1148034.001500000200,13474158.346000001000
FS( 114 ),1522867.985499999700,1490700.280250000300,1608395.121250000100,1745090.792249999900,1545421.786249999900,1188226.912749999900,1703991.707999999900,1529323.668000000300,1149786.213500000300,13483805.467750000000
FS( 115 ),1536666.655000000000,1512911.558499999800,1623448.215249999900,1704600.756999999500,1553087.713749999900,1182930.453750000100,1695967.373500000200,1491651.110000000100,1131387.987500000000,13432652.824250000000
FS( 116 ),1589979.696250000000,1536954.694749999800,1623448.215249999900,1745090.792249999900,1530637.497500000300,1192199.257000000000,1742500.549000000100,1573845.782000000100,1154823.823000000300,13689481.307000000000
FS( 117 ),1620504.025749999800,1536954.694749999800,1661708.162499999900,1742611.810499999700,1524614.268750000300,1192199.257000000000,1753730.635000000000,1548159.947000000200,1161394.618000000200,13741878.419250000000
FS( 118 ),1589979.696250000000,1536954.694749999800,1638710.379999999900,1712864.029499999900,1490665.161249999900,1189551.027499999900,1737681.966000000000,1510487.389000000000,1164680.015500000000,13571575.359750001000
FS( 119 ),1526004.046749999700,1494135.014000000000,1547346.462250000100,1692205.848249999800,1456716.053750000000,1192199.257000000000,1742500.549000000100,1484801.554000000200,1153071.611000000000,13288981.396000000000
FS( 120 ),1533530.593750000200,1504439.215249999900,1554873.009250000100,1669895.012500000000,1490665.161249999900,1194847.486499999900,1748912.052000000100,1491651.110000000100,1171469.837000000100,13360284.477500001000
FS( 121 ),1536666.655000000000,1511308.682750000200,1562608.627000000300,1669895.012500000000,1549254.750000000500,1197495.716000000000,1858027.072000000200,1453978.552000000100,1153071.611000000000,13492307.678250002000
