代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12208061.482249999000
真實報酬,2208061.482249999400

夏普值報酬,0.212106148225
夏普值風險,0.059130962784
夏普值,3.587057241083

預期報酬,18516.059216169440
風險,117049.101215771590
起點值,0.158190528794
找到最佳解世代,3480
找到最佳解實驗#,1
找到最佳解次數,18

投資組合檔數,10
1326(5),2207(12),2301(13),2308(15),2498(30),2881(33),2912(41),3231(44),3481(45),3673(47),
FS( 7 ),1008288.231000000000,981701.318750000090,987048.193000000090,998838.300999999980,1010043.872499999900,995646.616999999850,1030930.656750000000,969357.544000000110,1019358.910500000000,1067367.118499999900,10068580.762999998000
FS( 8 ),1015396.636500000300,1007486.711250000100,995590.226500000220,998838.300999999980,1042300.502500000100,1013696.391750000000,1033997.027749999900,970791.172000000020,1040594.525250000100,1067367.118499999900,10186058.613000002000
FS( 9 ),1027920.970000000100,1007486.711250000100,1000518.322750000100,1008037.414000000100,1049647.845999999900,1021432.009499999900,1033997.027749999900,987994.708000000100,1111379.907750000000,1063643.668000000100,10312058.584999999000
FS( 10 ),1027920.970000000100,1020429.186250000000,994276.067500000000,989639.187999999970,1043763.997750000100,1015169.842750000000,1036993.708499999900,972702.675999999980,1129469.505500000000,1042298.540000000000,10272663.682250001000
FS( 11 ),1032152.163750000100,1016098.434999999900,989347.971250000060,998838.300999999980,1017391.215999999800,1013696.391750000000,1036993.708499999900,949286.752000000210,1122390.967250000200,1008867.131500000000,10185063.038000001000
FS( 12 ),1029274.952000000000,1024710.158750000100,979491.778750000060,998838.300999999980,1030592.540499999900,1016643.293750000000,1043056.760249999900,930649.588000000220,1125536.984250000200,1058068.448000000100,10236862.805250002000
FS( 13 ),1032152.163750000100,1059107.275000000100,984419.875000000230,998838.300999999980,1018854.711249999700,1038008.333249999800,1049119.811999999900,941162.860000000100,1197108.871000000300,1067367.118499999900,10386139.320750000000
FS( 14 ),1020981.812250000000,1016098.434999999900,964707.490000000110,966641.405500000110,1021781.701749999900,1018485.107499999800,1024867.604999999900,918224.812000000030,1250591.160000000100,1085924.636500000000,10288304.165500000000
FS( 15 ),1020981.812250000000,1003205.738750000100,958793.774500000170,989639.187999999970,1034983.026250000000,1009276.038749999800,1033997.027749999900,910100.920000000040,1164862.196750000100,1072922.427000000100,10198762.150000002000
FS( 16 ),999995.091250000060,994594.014999999900,946309.264000000200,975840.518499999890,1034983.026250000000,1012222.940750000000,1027933.976000000000,932083.215999999900,1193176.349749999800,1104482.154500000200,10221620.551999999000
FS( 17 ),1011165.442750000200,990313.042500000210,984419.875000000230,971240.962000000060,1026172.187499999800,1013696.391750000000,1033997.027749999900,928738.084000000150,1111379.907750000000,1078497.646999999900,10149620.568000002000
FS( 18 ),1027920.970000000100,1024710.158750000100,973578.063250000120,980440.074999999840,1042300.502500000100,1025852.362500000000,1040060.079499999900,949286.752000000210,1136548.043750000000,1097055.165000000000,10297752.172249999000
FS( 19 ),1036214.109749999900,1033321.882500000100,967335.808000000080,980440.074999999840,1033519.531000000000,1027325.813499999800,1033997.027749999900,939729.231999999960,1108233.890750000000,1097055.165000000000,10257172.535250001000
FS( 20 ),1068371.182249999800,1046214.578750000100,966021.648999999980,980440.074999999840,1081874.608750000100,1030272.715499999900,1033997.027749999900,939729.231999999960,1125536.984250000200,1089628.175499999900,10362086.228750000000
FS( 21 ),1090711.885249999800,1076280.943750000100,968649.967000000060,994238.744500000030,1095075.933250000000,1055689.745249999900,1021870.924250000000,945941.620000000000,1115312.429000000000,1087776.406000000000,10451548.598250000000
FS( 22 ),1096297.060999999800,1078421.430000000200,999204.163750000180,1003437.857500000000,1102393.409499999800,1055689.745249999900,1021870.924250000000,945941.620000000000,1190030.332750000100,1102630.385000000000,10595916.929000000000
FS( 23 ),1129808.115500000100,1102066.336250000200,1004132.260000000000,994238.744500000030,1076020.627749999800,1061951.912000000000,1030930.656750000000,943074.363999999940,1200254.888000000000,1111909.144000000100,10654387.048749998000
FS( 24 ),1140978.466999999900,1119289.783750000200,994276.067500000000,985039.631499999900,1055501.827000000000,1052742.843250000200,1036993.708499999900,938295.604000000050,1200254.888000000000,1121207.814500000100,10644580.635000000000
FS( 25 ),1139624.485000000100,1115008.811250000000,979491.778750000060,975840.518499999890,1058428.817499999700,1063425.363000000100,1024867.604999999900,950720.380000000000,1136548.043750000000,1084072.867000000100,10528028.669749999000
FS( 26 ),1138270.503000000000,1097785.363750000300,991976.289250000030,971240.962000000060,1024708.692250000000,1055689.745249999900,1021870.924250000000,934950.472000000070,1168794.717999999900,1045086.150000000000,10450373.819750000000
FS( 27 ),1127100.151499999900,1084892.667500000200,991976.289250000030,971240.962000000060,1037910.016750000000,1082948.588750000100,1040060.079499999900,927304.456000000010,1115312.429000000000,1033935.710000000100,10412681.350250000000
FS( 28 ),1129808.115500000100,1078421.430000000200,967335.808000000080,971240.962000000060,1020318.206499999900,1118679.775500000200,1055182.863750000000,960277.900000000140,1118458.446000000200,1045086.150000000000,10464809.657250002000
FS( 29 ),1140978.466999999900,1084892.667500000200,979491.778750000060,966641.405500000110,1026172.187499999800,1103945.265500000000,1055182.863750000000,961711.527999999930,1075987.216500000100,1043214.469000000000,10438217.849000001000
FS( 30 ),1125746.169500000100,1082752.181250000100,991976.289250000030,952842.736000000030,1067239.656249999800,1106892.167500000000,1055182.863750000000,985127.452000000160,1108233.890750000000,1020933.500500000000,10496926.906749999000
FS( 31 ),1134039.309250000200,1069859.485000000100,999204.163750000180,980440.074999999840,1056965.322249999700,1076686.422000000000,1055182.863750000000,983215.947999999970,1086998.276000000100,1007951.202500000000,10450543.067500001000
FS( 32 ),1129808.115500000100,1059107.275000000100,991976.289250000030,989639.187999999970,1061355.808000000000,1067845.715999999800,1058249.234749999800,1002330.988000000200,1029583.465749999900,987522.003499999990,10377418.083750000000
FS( 33 ),1132685.327250000100,1041883.827499999900,990662.130250000050,994238.744500000030,1033519.531000000000,1059005.010000000000,1058249.234749999800,1052030.091999999900,1012280.372250000000,976391.475000000090,10350945.744499998000
FS( 34 ),1146563.642750000100,1050495.551250000300,990662.130250000050,998838.300999999980,1058428.817499999700,1091789.294749999900,1055182.863750000000,1058242.480000000200,994190.774499999940,1028360.490000000100,10472754.345749998000
FS( 35 ),1160611.206000000000,1089173.639999999900,1000518.322750000100,980440.074999999840,1054038.331749999900,1094736.196750000100,1061245.915499999900,1052030.091999999900,994190.774499999940,1045086.150000000000,10532070.704250000000
FS( 36 ),1160611.206000000000,1082752.181250000100,1004132.260000000000,998838.300999999980,1062819.303249999900,1111312.520499999900,1064312.286499999900,1054897.347999999800,969022.638500000000,1047853.848500000000,10556551.893499998000
FS( 37 ),1146563.642750000100,1063388.247500000100,1006760.578000000100,994238.744500000030,1045227.492999999800,1106892.167500000000,1070375.338249999800,1058242.480000000200,998123.295749999930,1040446.770500000000,10530258.757750001000
FS( 38 ),1131331.345250000000,1063388.247500000100,1010374.515250000200,985039.631499999900,1037910.016750000000,1097683.098749999900,1070375.338249999800,1074012.388000000000,1019358.910500000000,1051577.299000000100,10541050.790749999000
FS( 39 ),1124222.939750000100,1050495.551250000300,1009060.356250000200,989639.187999999970,1046690.988249999800,1094736.196750000100,1046123.131250000000,1100295.568000000400,1047673.063499999900,1049725.529500000200,10558662.512500001000
FS( 40 ),1129808.115500000100,1061247.761250000200,1012674.293500000100,989639.187999999970,1036446.521499999900,1106892.167500000000,1061245.915499999900,1129923.880000000100,1065762.661250000100,1045086.150000000000,10638726.654000003000
FS( 41 ),1138270.503000000000,1082752.181250000100,1016616.770500000100,994238.744500000030,1048184.350749999900,1108365.618499999900,1055182.863750000000,1095516.808000000000,1108233.890750000000,1080349.416500000100,10727711.147500001000
FS( 42 ),1156380.012249999900,1089173.639999999900,1015302.611500000000,994238.744500000030,1064282.798499999800,1118679.775500000200,1061245.915499999900,1089304.419999999900,1097222.831250000000,1076645.877499999900,10762476.626500001000
FS( 43 ),1163319.170000000200,1087033.153750000100,1065569.193250000000,998838.300999999980,1068703.151499999900,1135256.099250000000,1046123.131250000000,1074012.388000000000,1097222.831250000000,1078497.646999999900,10814575.066250000000
FS( 44 ),1160611.206000000000,1087033.153750000100,1071811.448500000200,989639.187999999970,1064282.798499999800,1141518.265999999800,1061245.915499999900,1076879.643999999900,1054751.601749999900,1072922.427000000100,10780695.649000000000
FS( 45 ),1166196.381749999900,1097785.363750000300,1079367.862750000300,989639.187999999970,1051111.341249999800,1182038.168499999900,1067308.967249999800,1074012.388000000000,1061830.140000000100,1080349.416500000100,10849639.217750000000
FS( 46 ),1146563.642750000100,1093504.391250000100,1078053.703750000300,980440.074999999840,993945.424749999890,1190878.874499999900,1067308.967249999800,1058242.480000000200,1083065.754750000100,1087776.406000000000,10779779.720000001000
FS( 47 ),1146563.642750000100,1095644.877499999900,1065569.193250000000,1008037.414000000100,1010043.872499999900,1196772.678499999900,1064312.286499999900,1050596.463999999900,1075987.216500000100,1093351.625999999900,10806879.271500001000
FS( 48 ),1121514.975750000000,1071999.971250000200,1065569.193250000000,1026435.640000000000,1011537.234999999900,1201561.394249999900,1076438.389999999900,1080224.775999999800,1125536.984250000200,1139765.332500000000,10920583.892249998000
FS( 49 ),1120160.993750000100,1069859.485000000100,1065569.193250000000,1026435.640000000000,1040837.007250000000,1193825.776500000200,1076438.389999999900,1098861.940000000200,1143626.582000000200,1163898.070499999900,10999513.078250000000
FS( 50 ),1129808.115500000100,1071999.971250000200,1101380.026000000100,1049433.422499999900,1027635.682749999900,1203034.845250000200,1064312.286499999900,1072100.884000000100,1136548.043750000000,1178752.049500000000,11035005.327000000000
FS( 51 ),1124222.939750000100,1063388.247500000100,1111236.218500000200,1063341.605250000000,1032056.035749999900,1172829.099750000100,1058249.234749999800,1048684.960000000000,1154637.641499999900,1171325.060000000100,10999971.042750001000
FS( 52 ),1127100.151499999900,1054776.523750000200,1112550.377500000200,1054032.978999999800,1029099.177999999800,1182038.168499999900,1058249.234749999800,1039605.315999999900,1139694.060749999900,1141617.102000000000,10938763.091750000000
FS( 53 ),1127100.151499999900,1046214.578750000100,1092837.992500000200,1063341.605250000000,1029099.177999999800,1201561.394249999900,1055182.863750000000,1030047.796000000100,1150705.120250000200,1180603.819000000100,10976694.499249998000
FS( 54 ),1125746.169500000100,1041883.827499999900,1090209.674500000200,1040234.309500000100,1021781.701749999900,1190878.874499999900,1067308.967249999800,1027180.540000000200,1164862.196750000100,1182475.500000000000,10952561.761250000000
FS( 55 ),1121514.975750000000,1033321.882500000100,1088895.515500000200,1040234.309500000100,1024708.692250000000,1180196.354749999700,1061245.915499999900,1039605.315999999900,1143626.582000000200,1160194.531500000000,10893544.075250002000
FS( 56 ),1099174.272750000200,1046214.578750000100,1145732.892250000300,1031035.196500000000,1026172.187499999800,1203034.845250000200,1073372.018999999900,1036260.184000000100,1171940.735000000100,1178752.049500000000,11011688.960500000000
FS( 57 ),1106113.430500000000,1078421.430000000200,1140804.796000000100,1040234.309500000100,1034983.026250000000,1214822.453249999800,1076438.389999999900,1044384.075999999900,1186097.811500000100,1180603.819000000100,11102903.542000001000
FS( 58 ),1067017.200250000000,1059107.275000000100,1145732.892250000300,1044833.866000000200,1036446.521499999900,1192352.325499999800,1079435.070750000000,1050596.463999999900,1164862.196750000100,1184327.269500000200,11024711.081500001000
FS( 59 ),1073956.358000000000,1048355.065000000100,1157888.863000000400,1044833.866000000200,1014464.225499999900,1213349.002249999700,1073372.018999999900,1054897.347999999800,1211265.947500000000,1256725.483499999900,11149108.177749999000
FS( 60 ),1088003.921249999900,1076280.943750000100,1188771.599500000200,1063341.605250000000,963152.290000000040,1214822.453249999800,1070375.338249999800,1036260.184000000100,1204187.409250000300,1256725.483499999900,11161921.228000002000
FS( 61 ),1090711.885249999800,1069859.485000000100,1171358.992750000200,1044833.866000000200,993945.424749999890,1232872.228000000100,1067308.967249999800,1033392.927999999800,1211265.947500000000,1241871.504500000000,11157421.229000000000
FS( 62 ),1099174.272750000200,1078421.430000000200,1176287.089000000200,1044833.866000000200,974890.119249999870,1292915.356250000200,1085498.122499999800,1054897.347999999800,1225423.024000000000,1277154.682500000100,11309495.310249999000
FS( 63 ),1101882.236749999900,1117149.297500000100,1159203.022000000300,1044833.866000000200,954341.451249999930,1322752.739000000100,1085498.122499999800,1061109.736000000000,1311151.987250000000,1273431.232000000100,11431353.690250002000
FS( 64 ),1097651.043000000100,1115008.811250000000,1151646.607750000200,1040234.309500000100,949950.965499999820,1266024.875499999800,1094627.545249999700,1047251.332000000100,1293062.389500000000,1243743.185500000100,11299201.064749999000
FS( 65 ),1076833.569750000000,1115008.811250000000,1146718.511500000300,1109337.170249999700,920651.193249999890,1273392.130500000000,1085498.122499999800,1039605.315999999900,1318230.525500000000,1240019.735000000100,11325295.085499998000
FS( 66 ),1065663.218250000200,1080611.695000000100,1161502.800250000300,1155332.735249999700,920651.193249999890,1288495.003249999600,1070375.338249999800,1045817.703999999900,1285983.851250000300,1232592.745500000000,11307026.284250000000
FS( 67 ),1075310.339999999900,1149356.148750000400,1165445.277250000000,1123135.839750000000,901595.887749999880,1288495.003249999600,1046123.131250000000,1061109.736000000000,1257669.698250000100,1262300.703500000100,11330541.765750000000
FS( 68 ),1054492.866750000000,1121430.270000000300,1169059.214500000200,1109337.170249999700,917694.335499999930,1245028.198750000000,1030930.656750000000,1036260.184000000100,1267894.253499999900,1225165.756000000100,11177292.905999999000
FS( 69 ),1048907.690999999900,1125711.242500000400,1170373.373500000200,1127735.396250000000,944096.984499999900,1253868.904749999800,1046123.131250000000,1050596.463999999900,1271826.774750000100,1240019.735000000100,11279259.697500000000
FS( 70 ),1027920.970000000100,1099925.850000000100,1195999.474000000200,1104737.613750000300,936749.640999999950,1258289.257750000100,1036993.708499999900,1036260.184000000100,1282051.330000000100,1253021.944500000000,11231949.973500000000
FS( 71 ),1027920.970000000100,1115008.811250000000,1210783.762750000200,1109337.170249999700,914767.344999999860,1268971.777500000300,1043056.760249999900,1044384.075999999900,1289129.868250000100,1240019.735000000100,11263380.276249999000
FS( 72 ),1025043.758250000100,1119289.783750000200,1198627.792000000100,1127735.396250000000,917694.335499999930,1255342.355749999900,1046123.131250000000,1042472.572000000000,1293062.389500000000,1225165.756000000100,11250557.270250000000
FS( 73 ),1032152.163750000100,1119289.783750000200,1205855.666500000300,1132334.952749999700,927968.669499999960,1267498.326500000200,1070375.338249999800,1052030.091999999900,1356769.233750000100,1238167.965500000200,11402442.192250002000
FS( 74 ),1015396.636500000300,1102066.336250000200,1199613.411250000100,1132334.952749999700,936749.640999999950,1258289.257750000100,1085498.122499999800,1070667.256000000100,1332387.602000000200,1249298.493999999900,11382301.710000001000
FS( 75 ),1001349.073250000000,1115008.811250000000,1215711.859000000400,1141534.065749999800,942633.489249999870,1292915.356250000200,1079435.070750000000,1042472.572000000000,1314298.004250000200,1241871.504500000000,11387229.806250000000
FS( 76 ),977654.388250000080,1108537.573750000200,1213412.080750000200,1164531.848249999800,929432.164750000000,1285548.101250000100,1073372.018999999900,1027180.540000000200,1314298.004250000200,1238167.965500000200,11332134.685750004000
FS( 77 ),1004057.037250000100,1147215.662500000100,1205855.666500000300,1187529.630750000000,930895.659999999920,1287021.552249999700,1085498.122499999800,1044384.075999999900,1314298.004250000200,1238167.965500000200,11444923.377500001000
FS( 78 ),1013873.406750000100,1123570.756250000100,1195999.474000000200,1210636.926499999800,919157.830749999960,1261236.159749999900,1091561.174249999900,1033392.927999999800,1300140.927750000300,1230740.976000000000,11380310.560000001000
FS( 79 ),1026566.988000000000,1123570.756250000100,1234110.085000000400,1215236.483000000000,926505.174249999920,1228451.875000000000,1097624.226000000000,1039605.315999999900,1335533.619000000200,1253021.944500000000,11480226.467000000000
FS( 80 ),1004057.037250000100,1136463.452500000100,1274849.014000000200,1215236.483000000000,936749.640999999950,1229925.325999999900,1106683.958499999700,1041038.944000000100,1346544.678499999900,1266004.242499999900,11557552.777249999000
FS( 81 ),980362.352250000000,1104256.601250000100,1252508.311000000200,1192129.187250000000,920651.193249999890,1199719.580499999900,1091561.174249999900,977003.560000000060,1300140.927750000300,1269727.693000000000,11288060.580500001000
FS( 82 ),980362.352250000000,1080611.695000000100,1250208.532750000200,1196838.257000000000,930895.659999999920,1203034.845250000200,1091561.174249999900,952154.008000000030,1236434.083500000200,1260448.933999999900,11182549.542000001000
FS( 83 ),977654.388250000080,1093504.391250000100,1257436.407250000200,1201437.813499999700,939706.498749999800,1229925.325999999900,1106683.958499999700,954065.511999999990,1285983.851250000300,1303139.190000000200,11349537.336749999000
FS( 84 ),985947.528000000050,1136463.452500000100,1284705.206500000300,1215236.483000000000,966079.280499999880,1232872.228000000100,1134002.536500000200,964578.784000000100,1285983.851250000300,1314289.629999999900,11520158.980250001000
FS( 85 ),992886.685750000060,1110678.059999999800,1282076.888500000100,1224435.595999999900,980744.100249999780,1235819.129999999900,1185503.631249999600,958366.396000000070,1271826.774750000100,1314289.629999999900,11556626.892499998000
FS( 86 ),984593.546000000090,1108537.573750000200,1277148.792250000200,1256632.491499999800,970469.766249999870,1216295.904249999900,1194633.054000000000,918224.812000000030,1225423.024000000000,1301287.420500000000,11453246.384500001000
FS( 87 ),980362.352250000000,1127901.507500000300,1247580.214750000000,1256632.491499999800,986598.081249999810,1214822.453249999800,1200696.105749999900,913446.052000000140,1267894.253499999900,1305010.871000000000,11500944.382749997000
FS( 88 ),981716.334250000070,1153686.900000000100,1267292.599750000300,1256632.491499999800,1011537.234999999900,1217769.355250000000,1200696.105749999900,921092.068000000200,1253737.177000000100,1299435.651000000100,11563595.917500000000
FS( 89 ),976131.158500000020,1153686.900000000100,1252508.311000000200,1256632.491499999800,1040837.007250000000,1214822.453249999800,1176443.898749999500,912012.424000000120,1260815.715250000400,1284581.672000000000,11528472.031500001000
FS( 90 ),984593.546000000090,1175191.320000000300,1260064.725250000100,1256632.491499999800,1033519.531000000000,1238766.032000000100,1170380.847000000100,913446.052000000140,1257669.698250000100,1308714.409999999900,11598978.652999999000
FS( 91 ),990178.721750000030,1168720.082500000300,1277148.792250000200,1261232.048000000000,1026172.187499999800,1256815.806750000000,1164317.795249999700,896242.515999999950,1236434.083500000200,1282729.902500000100,11559991.935999999000
FS( 92 ),992886.685750000060,1160108.358750000100,1284705.206500000300,1256632.491499999800,999799.405749999920,1255342.355749999900,1170380.847000000100,907233.663999999870,1236434.083500000200,1215886.997000000000,11479410.095500000000
FS( 93 ),1015396.636500000300,1175191.320000000300,1284705.206500000300,1261232.048000000000,1030592.540499999900,1268971.777500000300,1200696.105749999900,922525.696000000110,1321376.542500000000,1230740.976000000000,11711428.849250002000
FS( 94 ),1018104.600500000100,1168720.082500000300,1304417.591500000300,1293428.943499999800,1040837.007250000000,1263077.973499999800,1200696.105749999900,916313.308000000080,1296208.406500000000,1189902.489500000100,11691706.508500002000
FS( 95 ),1013873.406750000100,1185943.530000000300,1324129.976500000100,1321026.282500000200,1027635.682749999900,1271918.679499999900,1188570.002249999700,924437.200000000190,1271826.774750000100,1212163.546499999900,11741525.081499998000
FS( 96 ),1009811.460750000100,1192364.988750000300,1314273.784000000500,1316426.725999999800,1064282.798499999800,1259762.708750000200,1182506.950499999800,932083.215999999900,1289129.868250000100,1227017.525500000000,11787660.026999999000
FS( 97 ),1008288.231000000000,1207398.171250000100,1326429.754750000300,1316426.725999999800,1096539.428499999700,1267498.326500000200,1182506.950499999800,941162.860000000100,1318230.525500000000,1247446.724500000000,11911927.698500000000
FS( 98 ),1005580.267000000000,1205257.684999999800,1301789.273500000100,1371730.917249999900,1078947.618249999800,1266024.875499999800,1191566.683000000000,934950.472000000070,1346544.678499999900,1254873.713999999900,11957266.183999998000
FS( 99 ),1002703.055250000200,1192364.988750000300,1329058.072750000300,1357932.247749999600,1033519.531000000000,1273392.130500000000,1234008.045249999700,922525.696000000110,1346544.678499999900,1221462.216999999900,11913510.662750002000
FS( 100 ),1020981.812250000000,1192364.988750000300,1348441.918000000100,1353332.691249999900,1036446.521499999900,1229925.325999999900,1221881.941749999800,921092.068000000200,1346544.678499999900,1230740.976000000000,11901752.921999998000
FS( 101 ),1040445.303500000000,1200976.712500000100,1316573.562250000200,1339534.021749999800,1033519.531000000000,1214822.453249999800,1230941.674249999700,914879.680000000050,1332387.602000000200,1247446.724500000000,11871527.264999999000
FS( 102 ),1062786.006499999900,1252547.497499999800,1311645.466000000200,1385529.586750000000,1029099.177999999800,1228451.875000000000,1237004.725999999800,925870.827999999860,1378004.848500000100,1249298.493999999900,12060238.506249998000
FS( 103 ),1069725.164249999900,1265440.193750000100,1309345.687750000300,1367131.360749999800,1046690.988249999800,1232872.228000000100,1224878.622500000100,928738.084000000150,1356769.233750000100,1230740.976000000000,12032332.539000001000
FS( 104 ),1072602.375999999900,1308449.033750000200,1282076.888500000100,1348733.134750000000,1032056.035749999900,1245028.198750000000,1255193.881249999600,918224.812000000030,1328455.080750000000,1223313.986500000100,12014133.428000001000
FS( 105 ),1068371.182249999800,1332093.940000000200,1289633.302750000300,1357932.247749999600,1037910.016750000000,1235819.129999999900,1227944.993499999900,921092.068000000200,1332387.602000000200,1191754.259000000100,11994938.742000001000
FS( 106 ),1068371.182249999800,1362210.083750000500,1200927.570250000100,1348733.134750000000,1036446.521499999900,1240239.482999999800,1221881.941749999800,919658.440000000060,1370926.310250000100,1180603.819000000100,11949998.486500001000
FS( 107 ),1080895.515750000000,1385854.990000000500,1171358.992750000200,1357932.247749999600,1040837.007250000000,1267498.326500000200,1234008.045249999700,919658.440000000060,1385083.386749999800,1230740.976000000000,12073867.927999999000
FS( 108 ),1101882.236749999900,1381524.238750000300,1221954.114250000100,1380930.030249999800,1064282.798499999800,1297335.709250000100,1267319.984749999800,927304.456000000010,1424408.599250000000,1267875.923500000000,12334818.091250001000
FS( 109 ),1088003.921249999900,1398747.686250000300,1235424.244000000200,1367131.360749999800,1049647.845999999900,1285548.101250000100,1249130.829499999800,925870.827999999860,1435419.658750000200,1240019.735000000100,12274944.210749999000
FS( 110 ),1078187.551749999900,1394416.934999999800,1228196.369500000300,1367131.360749999800,1070166.646749999800,1288495.003249999600,1237004.725999999800,933516.844000000040,1445644.214000000200,1243743.185500000100,12286502.836499998000
FS( 111 ),1083772.727499999800,1372962.293750000000,1233124.465750000400,1362531.804249999800,1059892.312749999800,1263077.973499999800,1249130.829499999800,933516.844000000040,1463733.811749999900,1260448.933999999900,12282191.996749999000
FS( 112 ),1080895.515750000000,1364350.570000000300,1252508.311000000200,1362531.804249999800,1059892.312749999800,1253868.904749999800,1249130.829499999800,933516.844000000040,1459801.290499999900,1251170.174999999800,12267666.557500001000
FS( 113 ),1057200.830750000000,1325672.481250000200,1210783.762750000200,1339534.021749999800,1042300.502500000100,1213349.002249999700,1203692.786500000200,928738.084000000150,1410251.522750000000,1254873.713999999900,11986396.708500000000
FS( 114 ),1040445.303500000000,1317060.757500000300,1219325.796250000100,1321026.282500000200,1032056.035749999900,1213349.002249999700,1179440.579499999800,950720.380000000000,1378004.848500000100,1262300.703500000100,11913729.689250002000
FS( 115 ),1044676.497250000000,1295556.337500000100,1215711.859000000400,1334824.951999999600,1033519.531000000000,1216295.904249999900,1209755.838249999600,963145.156000000080,1428341.120500000000,1254873.713999999900,11996700.909750000000
FS( 116 ),1040445.303500000000,1379383.752500000200,1198627.792000000100,1311827.169499999800,1042300.502500000100,1210402.100249999900,1197629.734749999800,961711.527999999930,1428341.120500000000,1269727.693000000000,12040396.696500001000
FS( 117 ),1060078.042500000200,1448177.985000000100,1198627.792000000100,1321026.282500000200,1032056.035749999900,1222558.070999999500,1200696.105749999900,963145.156000000080,1477890.888249999800,1256725.483499999900,12180981.842249997000
FS( 118 ),1040445.303500000000,1471822.891250000100,1192385.536750000200,1311827.169499999800,1034983.026250000000,1205981.747249999800,1194633.054000000000,977003.560000000060,1428341.120500000000,1227017.525500000000,12084440.934500001000
FS( 119 ),1029274.952000000000,1568543.002500000200,1197313.633000000100,1339534.021749999800,1024708.692250000000,1193825.776500000200,1200696.105749999900,967923.915999999970,1442498.197000000200,1243743.185500000100,12208061.482249999000
