代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11839357.367500002000
真實報酬,1839357.367500001600

夏普值報酬,0.175235736750
夏普值風險,0.051459192483
夏普值,3.405333980058

預期報酬,14909.714750732408
風險,80668.511933469141
起點值,0.184826946641
找到最佳解世代,3593
找到最佳解實驗#,1
找到最佳解次數,28

投資組合檔數,12
1216(2),2324(16),2330(18),2408(23),2412(25),2454(26),2474(27),2823(29),2884(34),2887(37),3045(43),5880(47),
FS( 21 ),878912.041250000010,828475.569499999980,869343.424000000000,863935.163249999980,866801.007999999910,848311.787749999900,852052.541000000080,836925.473750000000,837326.916500000050,883641.576500000080,838959.234250000210,839448.853499999970,10244137.589250000000
FS( 22 ),884736.155000000140,830616.055750000170,877069.086000000010,898461.704249999950,866801.007999999910,865575.058249999890,855915.372000000090,842480.782249999930,839766.075249999880,887175.867749999860,838959.234250000210,839448.853499999970,10327009.252249999000
FS( 23 ),880405.403750000060,826335.083250000140,877069.086000000010,895245.996999999860,862978.000000000000,869905.809499999970,867503.864999999990,842480.782249999930,839766.075249999880,883641.576500000080,838959.234250000210,839448.853499999970,10323743.766249999000
FS( 24 ),877568.015000000010,828475.569499999980,888617.755999999940,913355.506249999980,866801.007999999910,891499.831249999810,888749.435500000020,836925.473750000000,841717.402250000040,900606.174500000080,842304.366249999960,844645.755000000000,10421270.293250000000
FS( 25 ),877568.015000000010,828475.569499999980,882843.420999999970,905062.366500000000,866801.007999999910,897264.210499999810,917720.668000000060,836925.473750000000,837326.916500000050,900606.174500000080,838959.234250000210,847532.922499999990,10437089.980000000000
FS( 26 ),890410.932500000000,828475.569499999980,886706.251999999980,880352.194999999950,862978.000000000000,917424.604249999860,902269.344000000040,834147.819499999980,837326.916500000050,903433.607500000040,838959.234250000210,844645.755000000000,10427134.230000000000
FS( 27 ),873237.263750000040,818201.235500000070,892480.586999999940,885429.627500000060,870544.369999999880,923159.116249999850,917720.668000000060,836925.473750000000,837326.916500000050,903433.607500000040,838959.234250000210,847532.922499999990,10444955.022500001000
FS( 28 ),867413.150000000020,824194.597000000300,888617.755999999940,872228.302999999840,866801.007999999910,913093.852999999890,925446.330000000070,829827.023999999980,835375.589500000000,900606.174500000080,838959.234250000210,844645.755000000000,10407212.774250001000
FS( 29 ),863082.398750000050,824194.597000000300,871294.751000000050,877136.487750000090,866801.007999999910,907329.473749999770,921583.499000000070,831370.165249999960,835375.589500000000,900606.174500000080,835614.102250000000,847532.922499999990,10381925.169249998000
FS( 30 ),874581.290000000040,824194.597000000300,873206.255000000000,872228.302999999840,866801.007999999910,903028.589749999810,912902.084999999960,832604.678250000000,835375.589500000000,900606.174500000080,838959.234250000210,844645.755000000000,10379137.559249999000
FS( 31 ),877568.015000000010,830616.055750000170,869343.424000000000,867320.118249999940,866801.007999999910,911660.224999999860,931240.576500000080,831370.165249999960,828545.944999999950,897071.883249999960,838959.234250000210,842336.021000000180,10392836.671249999000
FS( 32 ),865919.787500000090,830616.055750000170,873206.255000000000,868843.348000000000,870544.369999999880,914527.480999999800,921583.499000000070,829827.023999999980,835375.589500000000,893537.591999999830,835614.102250000000,842336.021000000180,10381935.125000000000
FS( 33 ),864575.761250000100,828475.569499999980,886706.251999999980,867320.118249999940,862978.000000000000,920291.860249999790,933171.991999999970,831370.165249999960,832936.430749999820,900606.174500000080,838959.234250000210,842336.021000000180,10409731.578999998000
FS( 34 ),863082.398750000050,832328.444750000020,892480.586999999940,900154.181750000110,866801.007999999910,927489.867499999820,925446.330000000070,839703.128000000030,832936.430749999820,893537.591999999830,842304.366249999960,842336.021000000180,10458604.355750000000
FS( 35 ),864575.761250000100,828475.569499999980,905980.584000000030,896769.226750000030,862978.000000000000,933254.246749999930,944760.484999999990,839703.128000000030,832936.430749999820,897071.883249999960,845579.807999999960,839448.853499999970,10491537.976749999000
FS( 36 ),873237.263750000040,828475.569499999980,902117.753000000030,905231.614249999980,862978.000000000000,967810.654999999800,946691.900499999990,836925.473750000000,830985.103750000010,900606.174500000080,848924.939999999940,844645.755000000000,10548634.203000000000
FS( 37 ),891904.295000000040,824194.597000000300,911754.918999999990,912001.524250000020,870544.369999999880,972111.538999999760,940897.653999999980,840937.641000000060,828545.944999999950,903433.607500000040,852200.381749999940,842336.021000000180,10590866.494500002000
FS( 38 ),893397.657499999860,814348.360250000030,907892.087999999990,906924.091750000020,870544.369999999880,956281.896499999800,937034.822999999970,835382.332500000020,828545.944999999950,903433.607500000040,848924.939999999940,842336.021000000180,10545050.132999999000
FS( 39 ),899072.435000000060,818201.235500000070,927803.587999999990,925541.344250000200,874367.378000000030,967810.654999999800,952506.058500000040,852048.258000000030,837326.916500000050,913329.622999999910,852200.381749999940,852729.824000000020,10672941.697500002000
FS( 40 ),901909.823750000100,828475.569499999980,913865.537999999940,944158.596749999790,874367.378000000030,969244.282999999820,952506.058500000040,853282.770999999950,841717.402250000040,913329.622999999910,852200.381749999940,855616.991500000000,10700678.416999999000
FS( 41 ),906240.575000000070,822482.208000000220,901918.638000000040,937388.686749999990,870544.369999999880,951981.012499999840,938010.486500000000,848036.090749999970,837326.916500000050,906967.898750000050,852200.381749999940,857926.725500000060,10631027.990000000000
FS( 42 ),893397.657499999860,828475.569499999980,907892.087999999990,935696.209249999840,866801.007999999910,962046.275749999910,933171.991999999970,857603.566499999960,841717.402250000040,909795.331750000010,845579.807999999960,866010.794500000080,10648191.703000002000
FS( 43 ),899072.435000000060,828475.569499999980,901918.638000000040,944158.596749999790,866801.007999999910,941885.881999999870,936079.071000000000,858838.079499999990,841717.402250000040,909795.331750000010,848924.939999999940,866010.794500000080,10643681.748250000000
FS( 44 ),900565.797500000100,832328.444750000020,903909.787999999940,935696.209249999840,874367.378000000030,962046.275749999910,938966.238499999980,857603.566499999960,844156.560999999990,916863.914249999910,852200.381749999940,871207.696000000230,10689916.251250001000
FS( 45 ),893397.657499999860,822482.208000000220,895945.187999999970,927233.821749999770,866801.007999999910,950517.517250000030,928353.408999999990,864393.388000000040,844156.560999999990,913329.622999999910,848924.939999999940,868897.962000000060,10624437.283499999000
FS( 46 ),899072.435000000060,826335.083250000140,901918.638000000040,947543.551749999980,874367.378000000030,954848.268499999890,948643.227500000040,877047.146249999990,846107.887999999920,916863.914249999910,852200.381749999940,874094.863499999980,10719046.775750000000
FS( 47 ),900565.797500000100,826335.083250000140,897936.337999999990,947543.551749999980,870544.369999999880,947381.455999999890,956368.889499999930,877047.146249999990,839766.075249999880,916863.914249999910,852200.381749999940,874094.863499999980,10706651.866999999000
FS( 48 ),889066.906250000000,820341.721750000260,891962.888000000040,945851.074249999950,870544.369999999880,938421.280999999840,944760.484999999990,863158.875000000000,837326.916500000050,916863.914249999910,848924.939999999940,874094.863499999980,10641322.235500000000
FS( 49 ),886080.181250000020,834468.931000000100,891962.888000000040,952620.984249999860,870544.369999999880,929461.105999999800,948643.227500000040,932291.603000000000,839766.075249999880,913329.622999999910,838959.234250000210,868897.962000000060,10707030.185500000000
FS( 50 ),889066.906250000000,860582.863250000050,915856.687999999970,967853.281750000200,874367.378000000030,950368.180999999870,964094.551500000060,908835.855999999910,844156.560999999990,923225.638500000120,836171.624250000110,874094.863499999980,10808678.392999999000
FS( 51 ),887573.543750000070,854589.501750000170,909883.238000000010,969545.759249999770,874367.378000000030,951861.543499999800,975683.044500000080,907292.714749999930,846107.887999999920,919691.347249999990,836171.624250000110,879291.765000000010,10812063.348000001000
FS( 52 ),889066.906250000000,856729.988000000010,925812.437999999970,974623.191750000000,878190.385999999940,944394.730999999800,968913.134500000040,910070.369000000060,852937.532499999970,933121.653999999980,839656.136750000060,882178.932500000000,10855699.400249997000
FS( 53 ),890410.932500000000,860582.863250000050,919838.988000000010,976315.669250000150,878190.385999999940,951861.543499999800,979545.875499999970,910070.369000000060,859767.177000000030,929587.362750000090,832687.111749999920,882178.932500000000,10871041.210999997000
FS( 54 ),887573.543750000070,860582.863250000050,919838.988000000010,1008472.741750000000,882013.394000000090,951861.543499999800,979545.875499999970,911304.881999999980,861718.503999999960,943017.669499999960,829202.599249999970,893150.168999999990,10928286.773499999000
FS( 55 ),889066.906250000000,844743.265000000250,923821.287999999940,1054169.634249999900,885756.756000000050,941408.005999999820,973751.628999999960,912848.023249999970,864157.662749999900,935949.087000000060,836171.624250000110,895459.902999999930,10957307.784750000000
FS( 56 ),889066.906250000000,840462.292500000100,925812.437999999970,1042322.291750000000,882013.394000000090,971275.255999999820,962163.136000000060,918403.331750000130,872938.634249999890,935949.087000000060,832687.111749999920,890263.001500000130,10963360.880749999000
FS( 57 ),884736.155000000140,834468.931000000100,929794.738000000010,1045707.246749999800,878190.385999999940,965301.805999999870,942829.069499999980,918403.331750000130,874889.961249999820,926053.071499999960,836171.624250000110,885066.099999999980,10921616.421000000000
FS( 58 ),884736.155000000140,840462.292500000100,923821.287999999940,1088019.184250000200,869747.909999999920,954848.268499999890,928353.408999999990,912848.023249999970,874889.961249999820,923225.638500000120,836171.624250000110,882178.932500000000,10919306.686999999000
FS( 59 ),893397.657499999860,840462.292500000100,925812.437999999970,1116791.301750000100,869747.909999999920,948874.818499999820,946691.900499999990,904515.060499999910,872938.634249999890,929587.362750000090,843140.649250000020,885066.099999999980,10977030.125499999000
FS( 60 ),889066.906250000000,838321.806249999910,923821.287999999940,1099866.526750000200,869747.909999999920,956341.630999999820,946691.900499999990,912848.023249999970,870499.475499999940,933121.653999999980,836171.624250000110,885066.099999999980,10961568.845749998000
FS( 61 ),891904.295000000040,834468.931000000100,919838.988000000010,1079556.796750000000,869747.909999999920,965301.805999999870,934147.655500000110,908835.855999999910,868548.148500000010,929587.362750000090,836171.624250000110,879291.765000000010,10917405.138750002000
FS( 62 ),891904.295000000040,862295.252250000250,929794.738000000010,1098174.049250000200,869747.909999999920,977248.705999999890,938966.238499999980,911304.881999999980,874889.961249999820,935949.087000000060,843140.649250000020,887375.833999999920,11020795.602500001000
FS( 63 ),861589.036250000240,858014.279750000100,919838.988000000010,1089711.661750000200,865765.610000000100,987702.243499999870,921583.499000000070,906058.201750000010,870499.475499999940,929587.362750000090,839656.136750000060,879291.765000000010,10929302.260000000000
FS( 64 ),853076.870000000000,860154.766000000180,925812.437999999970,1072786.886750000300,857801.010000000010,986208.880999999820,904200.759500000040,904515.060499999910,866108.989750000070,933121.653999999980,843140.649250000020,885066.099999999980,10891998.064749999000
FS( 65 ),870250.538749999950,866576.224750000050,915856.687999999970,1082941.751750000100,857801.010000000010,1065357.093500000000,938966.238499999980,908835.855999999910,872938.634249999890,933121.653999999980,843140.649250000020,887375.833999999920,11043166.172750000000
FS( 66 ),867413.150000000020,875138.169750000000,931785.888000000040,1069401.931750000200,857801.010000000010,1087757.531000000000,958300.305000000050,906058.201750000010,874889.961249999820,943017.669499999960,843140.649250000020,893150.168999999990,11107858.636250002000
FS( 67 ),879360.050000000050,868716.711000000130,921830.138000000040,1066016.976750000100,857801.010000000010,1060877.005999999800,961187.472499999920,906058.201750000010,872938.634249999890,939483.378250000070,839656.136750000060,890263.001500000130,11064192.716749998000
FS( 68 ),883840.137500000070,875138.169750000000,919838.988000000010,1060939.544250000000,861783.310000000060,1057890.281000000000,963118.888000000040,906058.201750000010,881719.605749999870,945845.102499999920,839656.136750000060,895459.902999999930,11091292.268249996000
FS( 69 ),877866.687500000000,868716.711000000130,931785.888000000040,1066016.976750000100,857801.010000000010,1054903.555999999900,991134.368499999980,912848.023249999970,886110.091499999980,945845.102499999920,839656.136750000060,903543.971999999950,11136232.523749998000
FS( 70 ),880853.412500000090,860154.766000000180,937759.337999999990,1086326.706750000100,861783.310000000060,1048930.105999999900,977614.459999999960,914082.536250000000,881719.605749999870,945845.102499999920,839656.136750000060,903543.971999999950,11138273.452499997000
FS( 71 ),877866.687500000000,866576.224750000050,925812.437999999970,1069401.931750000200,857801.010000000010,1039969.930999999900,971820.213500000070,907292.714749999930,894403.231249999950,943017.669499999960,839656.136750000060,898347.070500000030,11091969.259250000000
FS( 72 ),883840.137500000070,851592.821000000230,923821.287999999940,1040629.814249999900,857801.010000000010,1028023.030999999800,955393.226000000020,901737.406250000000,889524.913749999950,923225.638500000120,843140.649250000020,887375.833999999920,10986109.769500000000
FS( 73 ),882346.775000000020,868716.711000000130,917847.837999999990,1033859.904250000000,857801.010000000010,1045943.380999999800,952506.058500000040,897725.239000000060,887085.754999999770,929587.362750000090,836171.624250000110,890263.001500000130,10999858.660250001000
FS( 74 ),879360.050000000050,860154.766000000180,911874.388000000040,1064324.499249999900,857801.010000000010,1028023.030999999800,953461.810500000020,894947.584750000040,879768.278749999940,919691.347249999990,839656.136750000060,882178.932500000000,10971245.834749999000
FS( 75 ),903253.850000000090,858014.279750000100,923821.287999999940,1067709.454250000000,861783.310000000060,1002635.868499999900,946691.900499999990,911304.881999999980,882207.437500000000,913329.622999999910,839656.136750000060,882178.932500000000,10992590.962749999000
FS( 76 ),907733.937500000000,849452.334750000150,919838.988000000010,1067709.454250000000,861783.310000000060,1007115.955999999900,946691.900499999990,919637.844749999930,882207.437500000000,922518.780249999840,839656.136750000060,891417.868499999980,11015767.948750000000
FS( 77 ),913707.387500000070,847311.848500000080,923821.287999999940,1079556.796750000000,861783.310000000060,1004129.230999999800,963118.888000000040,936303.770250000060,891964.072500000010,929587.362750000090,843140.649250000020,905853.706000000010,11100282.310500002000
FS( 78 ),916694.112500000050,864435.738499999980,917847.837999999990,1066016.976750000100,861783.310000000060,990688.968499999840,950574.643000000040,935069.257250000020,891964.072500000010,922518.780249999840,836171.624250000110,900079.371000000160,11053848.692500001000
FS( 79 ),912214.025000000020,881559.628500000110,913865.537999999940,1081249.274250000200,861783.310000000060,1004129.230999999800,951530.395000000020,930748.461749999900,889524.913749999950,922518.780249999840,843140.649250000020,905853.706000000010,11098121.912750000000
FS( 80 ),922667.562500000000,896543.032250000050,925812.437999999970,1071094.409250000000,865765.610000000100,999649.143499999890,965050.303500000040,925193.153249999970,891964.072500000010,926053.071499999960,836171.624250000110,905853.706000000010,11131822.126500001000
FS( 81 ),937601.187500000000,896543.032250000050,929794.738000000010,1074479.364250000100,865765.610000000100,1001142.505999999800,956368.889499999930,926736.294499999960,899281.548749999840,929587.362750000090,839656.136750000060,908740.873499999870,11165701.543749999000
FS( 82 ),961494.987500000050,911526.436000000100,935768.187999999970,1099866.526750000200,865765.610000000100,1007115.955999999900,962163.136000000060,935069.257250000020,906599.025000000020,954327.401500000040,839656.136750000060,914515.208500000180,11293871.869250000000
FS( 83 ),977921.974999999980,922228.867250000130,937759.337999999990,1096481.571750000100,869747.909999999920,995169.055999999870,982433.043000000060,936303.770250000060,911477.342499999800,950793.110249999910,839656.136750000060,914515.208500000180,11334491.329249999000
FS( 84 ),967468.437500000000,911526.436000000100,931785.888000000040,1108328.914250000100,873730.209999999960,1002635.868499999900,970844.549999999930,940315.937500000000,916355.660000000030,954327.401500000040,846625.161749999970,920289.543500000030,11344238.008500000000
FS( 85 ),976428.612500000050,913666.922250000180,931785.888000000040,1094789.094250000100,873730.209999999960,989195.605999999800,971820.213500000070,937846.911500000050,913916.501249999970,947258.819000000130,843140.649250000020,917402.376000000050,11310985.803500000000
FS( 86 ),980908.700000000070,922228.867250000130,937759.337999999990,1103251.481750000000,877712.510000000010,993675.693499999820,968913.134500000040,937846.911500000050,926112.294999999930,954327.401500000040,839656.136750000060,917402.376000000050,11359798.845749998000
FS( 87 ),979415.337500000020,930790.812250000080,933777.037999999940,1111713.869250000200,881694.810000000060,999649.143499999890,975683.044500000080,941859.078749999990,921233.977500000150,954327.401500000040,843140.649250000020,920289.543500000030,11393578.705500003000
FS( 88 ),973441.887500000070,932931.298500000150,933777.037999999940,1106636.436750000300,877712.510000000010,1004129.230999999800,974707.380999999940,955747.350000000090,921233.977500000150,954327.401500000040,843140.649250000020,923176.710999999890,11400965.872000001000
FS( 89 ),973441.887500000070,926509.839750000160,937759.337999999990,1099866.526750000200,881694.810000000060,1001142.505999999800,956368.889499999930,943093.591749999910,916355.660000000030,943724.527750000010,843140.649250000020,914515.208500000180,11337617.434750000000
FS( 90 ),974935.250000000000,926509.839750000160,939750.488000000010,1091404.139250000000,877712.510000000010,1026529.668499999800,952506.058500000040,956981.863000000130,913916.501249999970,950793.110249999910,839656.136750000060,917402.376000000050,11368101.941250000000
FS( 91 ),974935.250000000000,941493.243500000100,935768.187999999970,1082941.751750000100,873730.209999999960,1002635.868499999900,948643.227500000040,935069.257250000020,909038.183750000200,936655.945249999990,839656.136750000060,914515.208500000180,11295086.470750000000
FS( 92 ),983895.425000000050,926509.839750000160,935768.187999999970,1071094.409250000000,877712.510000000010,1005622.593499999800,933171.991999999970,944636.733000000010,904159.866249999960,940190.236499999880,836171.624250000110,911628.040999999970,11270565.458500000000
FS( 93 ),994348.962500000020,943633.729750000060,939750.488000000010,1108328.914250000100,881694.810000000060,1011596.043499999800,928353.408999999990,945871.245999999930,909038.183750000200,943724.527750000010,839656.136750000060,917402.376000000050,11363402.827250000000
FS( 94 ),992855.599999999980,941493.243500000100,935768.187999999970,1103251.481750000000,877712.510000000010,1025036.305999999900,928353.408999999990,936303.770250000060,901720.707500000020,943724.527750000010,836171.624250000110,914515.208500000180,11336910.576500000000
FS( 95 ),985388.787499999980,956476.647250000150,943732.787999999940,1167565.626750000100,877712.510000000010,1014582.768499999900,914833.500499999970,929513.948749999980,904159.866249999960,947258.819000000130,836171.624250000110,917402.376000000050,11394803.262750002000
FS( 96 ),991362.237500000050,947914.702250000210,939750.488000000010,1138793.509250000100,873730.209999999960,1013089.405999999800,881023.773500000010,939081.424499999850,904159.866249999960,940190.236499999880,836171.624250000110,911628.040999999970,11316899.518999999000
FS( 97 ),998829.050000000050,962898.106000000030,941741.638000000040,1179412.969250000100,873730.209999999960,1048930.105999999900,882019.348499999960,936921.026750000080,901720.707500000020,936655.945249999990,836171.624250000110,920289.543500000030,11419324.275000002000
FS( 98 ),1000322.412500000000,973600.537250000050,941741.638000000040,1294501.439250000100,877712.510000000010,1063863.730999999900,892970.673500000030,958525.004249999880,906599.025000000020,947258.819000000130,843140.649250000020,920289.543500000030,11620529.982500000000
FS( 99 ),1010775.950000000100,950055.188500000050,945723.937999999970,1367277.971750000000,873730.209999999960,1065357.093500000000,883014.923500000030,947723.015499999980,909038.183750000200,954327.401500000040,836171.624250000110,920289.543500000030,11663489.043749999000
FS( 100 ),992855.599999999980,939352.757250000020,953688.537999999940,1318196.124250000300,873730.209999999960,1066850.456000000000,872063.598499999960,936921.026750000080,906599.025000000020,943724.527750000010,843140.649250000020,911628.040999999970,11558754.553750001000
FS( 101 ),991362.237500000050,926509.839750000160,953688.537999999940,1379125.314250000100,873730.209999999960,1057890.281000000000,849165.373499999990,933834.744250000110,906599.025000000020,947258.819000000130,839656.136750000060,902966.538500000020,11561791.057499999000
FS( 102 ),983895.425000000050,956476.647250000150,951697.388000000040,1465441.666749999900,869747.909999999920,1068343.818499999800,855138.823500000060,930748.461749999900,904159.866249999960,943724.527750000010,836171.624250000110,905853.706000000010,11671403.865000000000
FS( 103 ),971948.525000000020,939352.757250000020,941741.638000000040,1438362.026750000200,869747.909999999920,1045943.380999999800,831245.023500000010,921489.614249999980,904159.866249999960,936655.945249999990,836171.624250000110,900079.371000000160,11536901.682500001000
FS( 104 ),961494.987500000050,890121.573500000060,935768.187999999970,1438362.026750000200,865765.610000000100,1044450.018499999900,804364.498499999990,904515.060499999910,896842.390000000130,933121.653999999980,836171.624250000110,900079.371000000160,11411061.002499999000
FS( 105 ),958508.262500000070,885840.601000000020,923821.287999999940,1379125.314250000100,865765.610000000100,1033996.480999999800,803368.923500000030,896799.354249999970,899281.548749999840,933121.653999999980,836171.624250000110,905853.706000000010,11321658.367499998000
FS( 106 ),946561.362500000050,894402.546000000210,927803.587999999990,1438362.026750000200,865765.610000000100,1050423.468500000000,806355.648500000010,906058.201750000010,899281.548749999840,933121.653999999980,836171.624250000110,911628.040999999970,11415939.320000000000
FS( 107 ),951041.450000000070,907245.463499999950,923821.287999999940,1468826.621750000200,865765.610000000100,1060877.005999999800,810337.948500000060,902971.919250000040,899281.548749999840,933121.653999999980,843140.649250000020,902966.538500000020,11469401.697500000000
FS( 108 ),968961.800000000050,924369.353500000200,933777.037999999940,1468826.621750000200,877712.510000000010,1041463.293499999800,796399.898500000010,902971.919250000040,896842.390000000130,929587.362750000090,843140.649250000020,905853.706000000010,11489910.542500000000
FS( 109 ),960001.625000000000,915807.408500000250,933777.037999999940,1477289.009250000100,877712.510000000010,1062370.368499999900,821289.273500000010,913773.908000000050,899281.548749999840,929587.362750000090,846625.161749999970,905853.706000000010,11543372.920000000000
FS( 110 ),955521.537500000090,920088.381000000050,949706.238000000010,1551758.019250000100,869747.909999999920,1051916.831000000000,857129.973499999960,907601.342999999880,899281.548749999840,929587.362750000090,846625.161749999970,905853.706000000010,11644822.012500001000
FS( 111 ),967468.437500000000,924369.353500000200,957670.837999999990,1519600.946750000100,865765.610000000100,1051916.831000000000,842196.348499999960,904515.060499999910,901720.707500000020,933121.653999999980,836171.624250000110,908740.873499999870,11613262.285000002000
FS( 112 ),962988.350000000090,932931.298500000150,965635.437999999970,1494213.784250000000,865765.610000000100,1042956.655999999800,863103.423500000030,907601.342999999880,906599.025000000020,936655.945249999990,839656.136750000060,914515.208500000180,11632626.218750002000
FS( 113 ),970455.162500000090,932931.298500000150,965635.437999999970,1451901.846750000000,865765.610000000100,1060877.005999999800,886997.223499999960,913773.908000000050,909038.183750000200,940190.236499999880,843140.649250000020,917402.376000000050,11658112.938750003000
FS( 114 ),988375.512500000070,932931.298500000150,999484.988000000010,1468826.621750000200,865765.610000000100,1105677.880999999800,874054.748499999990,907601.342999999880,913916.501249999970,947258.819000000130,843140.649250000020,923176.710999999890,11770214.683750002000
FS( 115 ),998829.050000000050,922228.867250000130,1017405.338000000000,1470519.099250000400,865765.610000000100,1098211.068499999800,872063.598499999960,907601.342999999880,909038.183750000200,954327.401500000040,839656.136750000060,931838.213500000070,11787487.910000002000
