代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11731516.990000000000
真實報酬,1731516.990000000200

夏普值報酬,0.164451699000
夏普值風險,0.047627899106
夏普值,3.452843860139

預期報酬,14302.592220452903
風險,283825.363153836220
起點值,0.050392227324
找到最佳解世代,4147
找到最佳解實驗#,1
找到最佳解次數,17

投資組合檔數,2
2412(24),4904(45),
FS( 32 ),5388648.338000000500,5193457.403000000900,10582105.741000000000
FS( 33 ),5388648.338000000500,5159587.941500000700,10548236.279500000000
FS( 34 ),5318758.973000000200,5107977.333500000600,10426736.306500001000
FS( 35 ),5377776.659000000000,5124105.648500000100,10501882.307500001000
FS( 36 ),5351374.009999999800,5096687.513000000300,10448061.523000000000
FS( 37 ),5362245.689000000200,5101526.007500001200,10463771.696500001000
FS( 38 ),5345938.170500000900,5175716.256500001100,10521654.427000001000
FS( 39 ),5302451.454500000900,5193457.403000000900,10495908.857500002000
FS( 40 ),5286143.935999999800,5187006.077000000500,10473150.013000000000
FS( 41 ),5351374.009999999800,5193457.403000000900,10544831.413000001000
FS( 42 ),5377776.659000000000,5249906.505500001800,10627683.164500002000
FS( 43 ),5497365.127999998600,5416028.149999999400,10913393.277999997000
FS( 44 ),5497365.127999998600,5416028.149999999400,10913393.277999997000
FS( 45 ),5551723.523000000000,5386997.183000000200,10938720.706000000000
FS( 46 ),5633261.115499999400,5386997.183000000200,11020258.298500000000
FS( 47 ),5606081.918000000500,5478928.578500000800,11085010.496500000000
FS( 48 ),5633261.115499999400,5519249.366000000400,11152510.481500000000
FS( 49 ),5551723.523000000000,5512798.040000001000,11064521.563000001000
FS( 50 ),5606081.918000000500,5445059.116999999600,11051141.035000000000
FS( 51 ),5714798.708000000600,5548280.332999999600,11263079.041000001000
FS( 52 ),5687619.510499999900,5541829.007000000200,11229448.517500000000
FS( 53 ),5741977.905500000300,5593439.615000001200,11335417.520500001000
FS( 54 ),5877873.893000000200,5586988.288999999900,11464862.182000000000
FS( 55 ),5959411.485500000400,5617632.087499999400,11577043.572999999000
FS( 56 ),5986590.683000000200,5714401.977500001000,11700992.660500001000
FS( 57 ),5959411.485500000400,5690209.504999999900,11649620.990499999000
FS( 58 ),5707809.771499999800,5672468.358500001000,11380278.130000001000
FS( 59 ),5621612.888000000300,5545054.670000001800,11166667.558000002000
FS( 60 ),5718681.450500000300,5575698.468499999500,11294379.919000000000
FS( 61 ),5696161.543999999800,5575698.468499999500,11271860.012499999000
FS( 62 ),5730329.677999999400,5811171.867500000600,11541501.545499999000
FS( 63 ),5730329.677999999400,5756335.596500000900,11486665.274500001000
FS( 64 ),5730329.677999999400,5738594.449999999300,11468924.127999999000
FS( 65 ),5718681.450500000300,5743432.944500000200,11462114.395000000000
FS( 66 ),5713245.610999999600,5707950.651500000600,11421196.262499999000
FS( 67 ),5730329.677999999400,5798269.215500000900,11528598.893500000000
FS( 68 ),5621612.888000000300,5496669.724999999600,11118282.613000000000
FS( 69 ),5427475.763000000300,5287001.629999999900,10714477.392999999000
FS( 70 ),5427475.763000000300,5238616.685000000500,10666092.448000001000
FS( 71 ),5490376.191500000700,5346676.395499999600,10837052.587000001000
FS( 72 ),5490376.191500000700,5377320.194000001100,10867696.385500003000
FS( 73 ),5495812.030999999500,5425705.139000000400,10921517.170000000000
FS( 74 ),5644909.343000000300,5533764.849500001400,11178674.192500003000
FS( 75 ),5616177.048499999600,5520862.197500000700,11137039.245999999000
FS( 76 ),5616177.048499999600,5461187.432000000000,11077364.480500000000
FS( 77 ),5621612.888000000300,5461187.432000000000,11082800.320000000000
FS( 78 ),5616177.048499999600,5419253.813000001000,11035430.861500001000
FS( 79 ),5679077.476999999000,5401512.666500000300,11080590.143500000000
FS( 80 ),5816526.561499998900,5382158.688500002000,11198685.250000000000
FS( 81 ),5816526.561499998900,5430543.633500001400,11247070.195000000000
FS( 82 ),5816526.561499998900,5635373.234000001100,11451899.795499999000
FS( 83 ),5787794.267000000900,5593439.615000001200,11381233.882000003000
FS( 84 ),5787794.267000000900,5593439.615000001200,11381233.882000003000
FS( 85 ),5730329.677999999400,5520862.197500000700,11251191.875500001000
FS( 86 ),5724893.838499999600,5606342.267000000000,11331236.105500000000
FS( 87 ),5730329.677999999400,5617632.087499999400,11347961.765499998000
FS( 88 ),5701597.383500000500,5557957.322000000600,11259554.705500001000
FS( 89 ),5661993.410000000100,5509572.377000000300,11171565.787000000000
FS( 90 ),5627825.275999999600,5436994.959500000800,11064820.235500000000
FS( 91 ),5759061.972500000100,5738594.449999999300,11497656.422499999000
FS( 92 ),5707809.771499999800,5690209.504999999900,11398019.276500000000
FS( 93 ),5730329.677999999400,5714401.977500001000,11444731.655500000000
FS( 94 ),5707809.771499999800,5496669.724999999600,11204479.496500000000
FS( 95 ),5718681.450500000300,5582149.794499999800,11300831.245000001000
FS( 96 ),5759061.972500000100,5719240.472000001000,11478302.444500001000
FS( 97 ),5759061.972500000100,5719240.472000001000,11478302.444500001000
FS( 98 ),5730329.677999999400,5551505.996000001200,11281835.674000001000
FS( 99 ),5718681.450500000300,5538603.344000001400,11257284.794500001000
FS( 100 ),5673641.637500001100,5538603.344000001400,11212244.981500003000
FS( 101 ),5644909.343000000300,5472477.252500000400,11117386.595500000000
FS( 102 ),5599092.981499999800,5425705.139000000400,11024798.120500000000
FS( 103 ),5644909.343000000300,5666017.032500001600,11310926.375500001000
FS( 104 ),5718681.450500000300,5666017.032500001600,11384698.483000003000
FS( 105 ),5759061.972500000100,5672468.358500001000,11431530.331000000000
FS( 106 ),5787794.267000000900,5575698.468499999500,11363492.735500000000
FS( 107 ),5816526.561499998900,5496669.724999999600,11313196.286499999000
FS( 108 ),5816526.561499998900,5617632.087499999400,11434158.648999998000
FS( 109 ),5844482.307499998200,5743432.944500000200,11587915.251999998000
FS( 110 ),5759061.972500000100,5690209.504999999900,11449271.477499999000
FS( 111 ),5844482.307499998200,5593439.615000001200,11437921.922499999000
FS( 112 ),5730329.677999999400,5628921.907999999800,11359251.585999999000
FS( 113 ),5679077.476999999000,5593439.615000001200,11272517.092000000000
FS( 114 ),5673641.637500001100,5557957.322000000600,11231598.959500002000
FS( 115 ),5667429.249499999000,5503121.051000001800,11170550.300500002000
FS( 116 ),5644909.343000000300,5562795.816500000700,11207705.159500001000
FS( 117 ),5690725.704500000900,5593439.615000001200,11284165.319500003000
FS( 118 ),5673641.637500001100,5648275.886000000900,11321917.523500003000
FS( 119 ),5701597.383500000500,5738594.449999999300,11440191.833500000000
FS( 120 ),5696161.543999999800,5672468.358500001000,11368629.902500000000
FS( 121 ),5713245.610999999600,5811171.867500000600,11524417.478500001000
FS( 122 ),5787794.267000000900,5846654.160500000200,11634448.427500002000
FS( 123 ),5759061.972500000100,5857943.980999999700,11617005.953499999000
FS( 124 ),5759061.972500000100,5912780.252000000300,11671842.224500000000
FS( 125 ),5701597.383500000500,5912780.252000000300,11614377.635500001000
FS( 126 ),5707809.771499999800,5877297.959000001700,11585107.730500001000
FS( 127 ),5759061.972500000100,5972455.017500000100,11731516.990000000000
