代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12061825.043000001000
真實報酬,2061825.043000001500

夏普值報酬,0.197482504300
夏普值風險,0.054059080119
夏普值,3.653086657537

預期報酬,13827.939290415961
風險,312945.519656764690
起點值,0.044186410803
找到最佳解世代,4797
找到最佳解實驗#,1
找到最佳解次數,23

投資組合檔數,2
2412(24),4904(45),
FS( 59 ),5611624.812500000000,5128873.090500000900,10740497.903000001000
FS( 60 ),5611624.812500000000,5174868.655500000300,10786493.468000000000
FS( 61 ),5611624.812500000000,5369583.214000000600,10981208.026500002000
FS( 62 ),5583997.606250000200,5329720.390999999800,10913717.997250000000
FS( 63 ),5583997.606250000200,5329720.390999999800,10913717.997250000000
FS( 64 ),5528743.193750000600,5260727.043500000600,10789470.237250000000
FS( 65 ),5523516.425000000700,5341985.874999999100,10865502.300000001000
FS( 66 ),5528743.193750000600,5352718.173499999600,10881461.367249999000
FS( 67 ),5501115.987500000700,5295990.309999999600,10797106.297499999000
FS( 68 ),5463035.243750000400,5249994.745000001000,10713029.988750001000
FS( 69 ),5430181.268750000700,5181001.397500000000,10611182.666250002000
FS( 70 ),5556370.400000000400,5467707.085999999200,11024077.486000000000
FS( 71 ),5507089.437500000000,5421711.520999999700,10928800.958500000000
FS( 72 ),5528743.193750000600,5444709.303500000400,10973452.497250002000
FS( 73 ),5507089.437500000000,5237729.260999999000,10744818.698500000000
FS( 74 ),5517542.975000000600,5318988.092500000300,10836531.067500001000
FS( 75 ),5556370.400000000400,5449308.859999999400,11005679.260000000000
FS( 76 ),5556370.400000000400,5449308.859999999400,11005679.260000000000
FS( 77 ),5528743.193750000600,5289857.568000000000,10818600.761750001000
FS( 78 ),5517542.975000000600,5277592.083999999800,10795135.059000000000
FS( 79 ),5474235.462500000400,5277592.083999999800,10751827.546500001000
FS( 80 ),5446608.256250000600,5214731.478500000200,10661339.734750001000
FS( 81 ),5402554.062500000000,5170269.098999999500,10572823.161499999000
FS( 82 ),5446608.256250000600,5398713.738500000000,10845321.994750001000
FS( 83 ),5517542.975000000600,5398713.738500000000,10916256.713500001000
FS( 84 ),5556370.400000000400,5404846.480500000500,10961216.880500000000
FS( 85 ),5583997.606250000200,5312855.350500000600,10896852.956750002000
FS( 86 ),5611624.812500000000,5237729.260999999000,10849354.073500000000
FS( 87 ),5611624.812500000000,5352718.173499999600,10964342.986000000000
FS( 88 ),5638505.337500000400,5472306.642500000100,11110811.980000000000
FS( 89 ),5556370.400000000400,5421711.520999999700,10978081.921000000000
FS( 90 ),5638505.337500000400,5329720.390999999800,10968225.728500001000
FS( 91 ),5528743.193750000600,5363450.472000000100,10892193.665750001000
FS( 92 ),5479462.231250000200,5329720.390999999800,10809182.622250000000
FS( 93 ),5474235.462500000400,5295990.309999999600,10770225.772500001000
FS( 94 ),5468262.012499999300,5243862.003000000500,10712124.015500000000
FS( 95 ),5446608.256250000600,5300589.866500000500,10747198.122750001000
FS( 96 ),5490662.450000000200,5329720.390999999800,10820382.841000000000
FS( 97 ),5474235.462500000400,5381848.697999999900,10856084.160500001000
FS( 98 ),5501115.987500000700,5467707.085999999200,10968823.073500000000
FS( 99 ),5495889.218750000000,5404846.480500000500,10900735.699250001000
FS( 100 ),5512316.206250000700,5536700.433500000300,11049016.639750000000
FS( 101 ),5583997.606250000200,5570430.514499999600,11154428.120749999000
FS( 102 ),5556370.400000000400,5581162.813000000100,11137533.213000000000
FS( 103 ),5556370.400000000400,5633291.120000001000,11189661.520000001000
FS( 104 ),5501115.987500000700,5633291.120000001000,11134407.107500002000
FS( 105 ),5507089.437500000000,5599561.039000000800,11106650.476500001000
FS( 106 ),5556370.400000000400,5690018.983500000100,11246389.383500000000
FS( 107 ),5528743.193750000600,5844870.718999998600,11373613.912749998000
FS( 108 ),5556370.400000000400,5982857.414000000800,11539227.814000001000
FS( 109 ),5528743.193750000600,6188304.270999999700,11717047.464749999000
FS( 110 ),5517542.975000000600,6177571.972500000100,11695114.947500002000
FS( 111 ),5523516.425000000700,6337023.264499999600,11860539.689500000000
FS( 112 ),5556370.400000000400,6531737.822999999900,12088108.223000001000
FS( 113 ),5556370.400000000400,6349288.748499999800,11905659.148499999000
FS( 114 ),5556370.400000000400,6303293.183500000300,11859663.583500002000
FS( 115 ),5556370.400000000400,6154574.190000000400,11710944.590000000000
FS( 116 ),5583997.606250000200,6246565.320000001200,11830562.926250001000
FS( 117 ),5611624.812500000000,6360021.047000000300,11971645.859500000000
FS( 118 ),5638505.337500000400,6485742.257999999400,12124247.595500000000
FS( 119 ),5721386.956249999800,6749450.164000000800,12470837.120250002000
FS( 120 ),5638505.337500000400,6544003.307000000000,12182508.644500000000
FS( 121 ),5528743.193750000600,6326290.966000000000,11855034.159750000000
FS( 122 ),5556370.400000000400,6441279.878499999600,11997650.278500000000
FS( 123 ),5528743.193750000600,6441279.878499999600,11970023.072250001000
FS( 124 ),5556370.400000000400,6646726.735500000400,12203097.135500001000
FS( 125 ),5501115.987500000700,6623728.953000000700,12124844.940500002000
FS( 126 ),5528743.193750000600,6784713.430499999800,12313456.624250000000
FS( 127 ),5507089.437500000000,6692722.300500000800,12199811.738000002000
FS( 128 ),5507089.437500000000,6554735.605500000500,12061825.043000001000
